Time Bucket (America/New_York),30 Bellevue_1 (kWhs),30 Bellevue_2 (kWhs),Tesla Charger (kWhs),Heat Pump Attic (kWhs),Heat Pump Basement (kWhs),Oven (kWhs)
10/14/2022 02:00:00,2.5657,2.6455,4.1099,0.0042,0.0027,0.0096
10/14/2022 03:00:00,6.4394,6.5173,11.1071,0.0035,0.0057,0.0171
10/14/2022 04:00:00,0.4334,0.9171,0.0002,0.0052,0.0010,0.0086
10/14/2022 05:00:00,0.4404,0.7375,0.0001,0.0048,0.0010,0.0069
10/14/2022 06:00:00,1.0300,1.0279,0.0000,0.0051,0.0025,0.0054
10/14/2022 07:00:00,1.0222,0.9364,0.0000,0.0042,0.0019,0.0041
10/14/2022 08:00:00,0.8070,0.7271,0.0000,0.0037,0.0015,0.0043
10/14/2022 09:00:00,0.6518,0.4785,0.0000,0.0035,0.0012,0.0029
10/14/2022 10:00:00,0.5567,0.4883,0.0000,0.0039,0.0010,0.0040
10/14/2022 11:00:00,1.4168,1.0749,0.0006,0.0047,0.0027,0.0054
10/14/2022 12:00:00,2.3998,1.2250,0.1471,0.0046,0.0060,0.0026
10/14/2022 13:00:00,0.5102,0.5321,0.0000,0.0044,0.0010,0.0043
10/14/2022 14:00:00,0.5403,0.6050,0.0000,0.0037,0.0007,0.0043
10/14/2022 15:00:00,0.5935,0.5911,0.0025,0.0032,0.0007,0.0035
10/14/2022 16:00:00,1.0006,1.0102,0.0001,0.0037,0.0009,0.0075
10/14/2022 17:00:00,1.0690,0.7454,0.0001,0.0036,0.0019,0.0044
10/14/2022 18:00:00,1.2690,0.9029,0.0000,0.0039,0.0032,0.0041
10/14/2022 19:00:00,1.1688,0.8091,0.0000,0.0033,0.0022,0.0038
10/14/2022 20:00:00,0.6621,0.9262,0.0001,0.0049,0.0012,0.0058
10/14/2022 21:00:00,0.5907,0.6969,0.0000,0.0034,0.0009,0.0042
10/14/2022 22:00:00,0.4077,0.5447,0.0000,0.0038,0.0008,0.0045
10/14/2022 23:00:00,0.3932,0.4422,0.0000,0.0037,0.0007,0.0045
10/15/2022 00:00:00,0.3937,0.5715,0.0000,0.0044,0.0007,0.0051
10/15/2022 01:00:00,0.5639,0.4706,0.0000,0.0385,0.0261,0.0040
10/15/2022 02:00:00,3.2790,3.2945,5.4782,0.0082,0.0029,0.0102
10/15/2022 03:00:00,6.5854,6.6128,11.2670,0.0033,0.0079,0.0170
10/15/2022 04:00:00,0.4463,0.4803,0.0000,0.0108,0.0224,0.0043
10/15/2022 05:00:00,0.4534,0.8663,0.0002,0.0425,0.0009,0.0078
10/15/2022 06:00:00,1.1329,1.3217,0.0001,0.0052,0.0203,0.7603
10/15/2022 07:00:00,1.3907,1.1673,0.0001,0.0046,0.0106,0.5857
10/15/2022 08:00:00,1.4916,1.6156,0.0001,1.3469,0.0028,0.1279
10/15/2022 09:00:00,1.0961,0.8754,0.0000,0.4242,0.0019,0.0212
10/15/2022 10:00:00,0.9641,0.9900,0.0000,0.8221,0.0008,0.0048
10/15/2022 11:00:00,0.7651,0.5224,0.0000,0.0024,0.0006,0.0032
10/15/2022 12:00:00,0.4289,0.4580,0.0000,0.0032,0.0007,0.0029
10/15/2022 13:00:00,1.1661,0.9830,0.0000,0.7561,0.0011,0.0041
10/15/2022 14:00:00,0.9144,0.7285,0.0000,0.0031,0.0012,0.0035
10/15/2022 15:00:00,1.0309,0.5848,0.0000,0.0020,0.0004,0.0028
10/15/2022 16:00:00,1.3889,1.2408,0.0000,0.0023,0.0007,1.3069
10/15/2022 17:00:00,0.8929,0.6923,0.0000,0.0021,0.0007,0.1206
10/15/2022 18:00:00,1.4385,1.4556,0.0001,0.0045,0.0022,0.1171
10/15/2022 19:00:00,1.4016,0.8719,0.0000,0.0023,0.0012,0.0022
10/15/2022 20:00:00,0.5350,0.7375,0.0000,0.0037,0.0005,0.0044
10/15/2022 21:00:00,0.5193,0.5028,0.0000,0.0025,0.0004,0.0026
10/15/2022 22:00:00,0.4640,0.4568,0.0000,0.0028,0.0075,0.0027
10/15/2022 23:00:00,0.4585,0.4258,0.0000,0.0036,0.0193,0.0032
10/16/2022 00:00:00,0.4567,0.4910,0.0000,0.0210,0.0009,0.0036
10/16/2022 01:00:00,0.4651,0.5489,0.0000,0.0275,0.0039,0.0044
10/16/2022 02:00:00,0.4588,0.4269,0.0000,0.0036,0.0215,0.0037
10/16/2022 03:00:00,2.3574,2.3494,3.6963,0.0039,0.0023,0.0080
10/16/2022 04:00:00,0.6390,0.6153,0.0000,0.3286,0.0181,0.0042
10/16/2022 05:00:00,0.6294,1.1143,0.0001,0.3320,0.0083,0.0082
10/16/2022 06:00:00,1.0019,1.0322,0.0001,0.0081,0.0069,0.0061
10/16/2022 07:00:00,1.8556,0.9937,0.0000,0.0060,0.0268,0.0023
10/16/2022 08:00:00,0.7479,0.7660,0.0000,0.0690,0.0017,0.0028
10/16/2022 09:00:00,0.9893,1.0517,0.0000,0.9459,0.0010,0.0046
10/16/2022 10:00:00,0.4337,0.3906,0.0000,0.0045,0.0007,0.0026
10/16/2022 11:00:00,0.4290,0.3538,0.0000,0.0038,0.0007,0.0025
10/16/2022 12:00:00,0.4274,0.5249,0.0000,0.0043,0.0005,0.0031
10/16/2022 13:00:00,0.4288,0.4047,0.0000,0.0036,0.0005,0.0026
10/16/2022 14:00:00,0.6082,0.4144,0.0104,0.0031,0.0004,0.0023
10/16/2022 15:00:00,0.8400,0.4183,0.0000,0.0021,0.0005,0.0023
10/16/2022 16:00:00,0.5348,0.5121,0.0000,0.0029,0.0005,0.0030
10/16/2022 17:00:00,0.4603,0.3665,0.0000,0.0027,0.0004,0.0018
10/16/2022 18:00:00,2.3313,2.3388,0.0001,1.1454,0.1879,0.6020
10/16/2022 19:00:00,2.0398,1.3285,0.0000,0.0041,0.0054,0.6288
10/16/2022 20:00:00,1.4177,1.5090,0.0001,0.8295,0.0021,0.1257
10/16/2022 21:00:00,1.3048,1.0902,0.0000,0.2702,0.7099,0.0511
10/16/2022 22:00:00,0.5374,0.4113,0.0000,0.0181,0.0091,0.0026
10/16/2022 23:00:00,0.4358,0.4649,0.0000,0.0032,0.0006,0.0039
10/17/2022 00:00:00,0.4432,0.5090,0.0000,0.0035,0.0007,0.0041
10/17/2022 01:00:00,0.4404,0.3990,0.0000,0.0071,0.0008,0.0038
10/17/2022 02:00:00,5.5989,5.5712,9.5952,0.1650,0.0098,0.0150
10/17/2022 03:00:00,6.4234,6.4769,9.9557,0.9651,0.0235,0.0168
10/17/2022 04:00:00,1.1792,1.6039,0.0002,1.3388,0.0014,0.0101
10/17/2022 05:00:00,0.5448,0.8050,0.0001,0.1749,0.0224,0.0065
10/17/2022 06:00:00,2.3834,1.9751,0.0000,1.5771,0.3433,0.0074
10/17/2022 07:00:00,1.9092,1.5980,0.0001,1.1718,0.0037,0.0059
10/17/2022 08:00:00,1.1079,1.1871,0.0000,0.1636,0.8050,0.0038
10/17/2022 09:00:00,0.8441,0.8953,0.0000,0.7259,0.0134,0.0035
10/17/2022 10:00:00,0.8466,1.1092,0.0000,0.5788,0.0356,0.0041
10/17/2022 11:00:00,1.4724,1.4871,0.0000,0.3830,1.4562,0.0034
10/17/2022 12:00:00,0.5472,0.6113,0.0000,0.1589,0.0984,0.0027
10/17/2022 13:00:00,0.5901,0.5962,0.0000,0.1570,0.1684,0.0028
10/17/2022 14:00:00,1.3112,1.3509,0.0000,1.1719,0.4670,0.0051
10/17/2022 15:00:00,1.7707,1.7665,0.0000,1.4164,0.8309,0.0057
10/17/2022 16:00:00,0.6147,0.9164,0.0003,0.0058,0.0013,0.0065
10/17/2022 17:00:00,1.6181,1.0975,0.0001,0.0037,0.0018,0.0052
10/17/2022 18:00:00,0.9890,1.2902,0.0003,0.0054,0.0014,0.0064
10/17/2022 19:00:00,0.7156,1.0675,0.0001,0.0055,0.0009,0.0063
10/17/2022 20:00:00,0.5078,0.7486,0.0000,0.0043,0.0007,0.0043
10/17/2022 21:00:00,0.4924,0.5666,0.0000,0.0035,0.0006,0.0032
10/17/2022 22:00:00,0.4180,0.4928,0.0000,0.0037,0.0007,0.0045
10/17/2022 23:00:00,0.4163,0.4264,0.0000,0.0037,0.0007,0.0039
10/18/2022 00:00:00,0.6020,0.6674,0.0000,0.3298,0.0011,0.0048
10/18/2022 01:00:00,0.5107,0.5265,0.0000,0.1612,0.0010,0.0045
10/18/2022 02:00:00,0.5130,0.6077,0.0000,0.1601,0.0009,0.0058
10/18/2022 03:00:00,3.0009,2.9751,4.8284,0.1600,0.0031,0.0097
10/18/2022 04:00:00,0.5736,1.0140,0.0001,0.2755,0.0012,0.0086
10/18/2022 05:00:00,0.4605,0.8593,0.0001,0.0671,0.0010,0.0077
10/18/2022 06:00:00,1.7365,1.0470,0.0001,0.0038,0.0019,0.0053
10/18/2022 07:00:00,1.5270,1.3697,0.0000,0.8572,0.0023,0.0051
10/18/2022 08:00:00,0.4228,0.6313,0.0000,0.0050,0.0009,0.0039
10/18/2022 09:00:00,0.8527,0.5479,0.0000,0.0033,0.0006,0.0042
10/18/2022 10:00:00,0.4311,0.5377,0.0000,0.0042,0.0007,0.0032
10/18/2022 11:00:00,0.6415,0.3776,0.0000,0.0035,0.0007,0.0027
10/18/2022 12:00:00,0.4358,0.5091,0.0000,0.0049,0.0009,0.0037
10/18/2022 13:00:00,0.5407,0.5849,0.0000,0.0044,0.0009,0.0041
10/18/2022 14:00:00,0.4533,0.6202,0.0000,0.0048,0.0008,0.0041
10/18/2022 15:00:00,0.5661,0.5614,0.0000,0.0043,0.0009,0.0035
10/18/2022 16:00:00,0.5060,0.9145,0.0001,0.0063,0.0012,0.0076
10/18/2022 17:00:00,0.8898,0.7795,0.0001,0.0038,0.0007,0.0055
10/18/2022 18:00:00,0.5755,0.8075,0.0001,0.0046,0.0077,0.0057
10/18/2022 19:00:00,0.6202,0.8076,0.0001,0.0064,0.0227,0.0060
10/18/2022 20:00:00,0.5373,0.8038,0.0000,0.0424,0.0010,0.0063
10/18/2022 21:00:00,0.5154,0.5269,0.0000,0.0138,0.0255,0.0041
10/18/2022 22:00:00,0.5622,0.5838,0.0000,0.2240,0.0072,0.0046
10/18/2022 23:00:00,0.7689,0.7700,0.0000,0.6222,0.0233,0.0056
10/19/2022 00:00:00,1.5469,1.6341,0.0000,2.0308,0.0190,0.0084
10/19/2022 01:00:00,0.7637,1.0305,0.0000,0.5902,0.0168,0.0078
10/19/2022 02:00:00,1.6676,1.7996,0.0000,2.2403,0.0334,0.0091
10/19/2022 03:00:00,1.0153,1.1599,0.0000,1.0903,0.0065,0.0070
10/19/2022 04:00:00,1.4930,1.9635,0.0002,1.9050,0.0350,0.0115
10/19/2022 05:00:00,1.0561,1.5258,0.0002,1.0945,0.0655,0.0096
10/19/2022 06:00:00,2.9761,2.7761,0.0000,1.8106,1.6126,0.0085
10/19/2022 07:00:00,1.1008,0.8790,0.0000,0.0229,0.0022,0.0046
10/19/2022 08:00:00,1.2865,1.3540,0.0001,1.3569,0.0015,0.0067
10/19/2022 09:00:00,1.6074,1.3014,0.0000,1.3963,0.0110,0.0037
10/19/2022 10:00:00,1.4594,1.3169,0.0000,1.6127,0.0282,0.0049
10/19/2022 11:00:00,0.7861,0.6916,0.0000,0.3767,0.0008,0.0036
10/19/2022 12:00:00,1.2081,1.3950,0.0000,1.2386,0.0011,0.0063
10/19/2022 13:00:00,0.9252,1.0298,0.0000,0.0048,0.0011,0.9504
10/19/2022 14:00:00,0.6074,0.6013,0.0000,0.1546,0.0225,0.1264
10/19/2022 15:00:00,0.5435,0.4237,0.0000,0.0034,0.0009,0.0895
10/19/2022 16:00:00,0.8211,1.3158,0.0002,0.0051,0.6254,0.0802
10/19/2022 17:00:00,1.2597,1.2944,0.0002,0.0038,0.0010,1.0583
10/19/2022 18:00:00,0.7460,1.0244,0.0001,0.0049,0.0011,0.1238
10/19/2022 19:00:00,1.9713,1.8759,0.0001,1.3912,0.0034,0.0670
10/19/2022 20:00:00,0.9086,1.2393,0.0001,0.7325,0.0206,0.0076
10/19/2022 21:00:00,1.6132,1.5603,0.0000,2.0684,0.0177,0.0065
10/19/2022 22:00:00,1.0354,1.0462,0.0000,1.0843,0.0146,0.0055
10/19/2022 23:00:00,1.6956,1.7645,0.0000,2.3456,0.0279,0.0086
10/20/2022 00:00:00,1.5173,1.6414,0.0000,2.0354,0.0088,0.0084
10/20/2022 01:00:00,1.3423,1.4712,0.0000,1.6292,0.0344,0.0073
10/20/2022 02:00:00,1.7743,2.0481,0.0000,2.4152,0.0108,0.0101
10/20/2022 03:00:00,1.5673,1.8527,0.0000,2.1400,0.0292,0.0092
10/20/2022 04:00:00,1.4371,1.8894,0.0001,1.8305,0.0203,0.0107
10/20/2022 05:00:00,2.9489,3.4451,0.0000,3.2770,1.4911,0.0121
10/20/2022 06:00:00,2.0459,1.9594,0.0001,0.0037,1.9911,0.0054
10/20/2022 07:00:00,2.2356,2.1209,0.0000,2.6136,0.0030,0.0075
10/20/2022 08:00:00,1.4920,1.6133,0.0000,1.3222,0.5061,0.0064
10/20/2022 09:00:00,1.0725,1.1577,0.0000,1.1190,0.0015,0.0054
10/20/2022 10:00:00,1.5018,1.6195,0.0000,1.9473,0.0015,0.0075
10/20/2022 11:00:00,1.0725,1.0258,0.0000,1.1371,0.0013,0.0049
10/20/2022 12:00:00,1.0627,1.0796,0.0000,1.0631,0.0137,0.0050
10/20/2022 13:00:00,0.4937,0.4668,0.0000,0.0048,0.0070,0.0032
10/20/2022 14:00:00,0.8576,0.8948,0.0000,0.2875,0.4958,0.0041
10/20/2022 15:00:00,0.4313,0.3838,0.0000,0.0036,0.0007,0.0027
10/20/2022 16:00:00,1.1854,1.5852,0.0001,0.0047,1.4269,0.0068
10/20/2022 17:00:00,1.2678,1.7204,0.0001,0.0052,1.2738,0.0070
10/20/2022 18:00:00,1.2626,1.3758,0.0001,0.0048,0.5277,0.0055
10/20/2022 19:00:00,0.9969,1.1347,0.0000,0.0047,0.5253,0.0047
10/20/2022 20:00:00,1.7711,2.1284,0.0007,1.4192,1.0321,0.0076
10/20/2022 21:00:00,1.6320,1.6733,0.0000,1.4607,0.7371,0.0060
10/20/2022 22:00:00,0.9529,1.0084,0.0000,1.0619,0.0012,0.0052
10/20/2022 23:00:00,1.2979,1.3339,0.0000,1.6900,0.0013,0.0067
10/21/2022 00:00:00,1.3427,1.4712,0.0000,1.7864,0.0097,0.0073
10/21/2022 01:00:00,1.4223,1.4420,0.0000,1.6525,0.0307,0.0075
10/21/2022 02:00:00,1.5325,1.6662,0.0000,2.0508,0.0061,0.0080
10/21/2022 03:00:00,2.6586,2.7176,2.9535,1.3361,0.0344,0.0092
10/21/2022 04:00:00,1.8383,2.3486,0.0002,2.6134,0.0101,0.0118
10/21/2022 05:00:00,1.9991,2.3874,0.0001,2.2041,0.7842,0.0098
10/21/2022 06:00:00,1.9636,1.9316,0.0000,0.5477,1.5182,0.0057
10/21/2022 07:00:00,0.9780,0.8656,0.0000,0.0044,0.0019,0.0045
10/21/2022 08:00:00,0.6690,0.9377,0.0001,0.4240,0.0010,0.0061
10/21/2022 09:00:00,1.6561,1.6826,0.0000,2.0513,0.0118,0.0078
10/21/2022 10:00:00,0.8478,0.8139,0.0000,0.7231,0.0151,0.0046
10/21/2022 11:00:00,1.1792,1.1485,0.0000,1.2007,0.0012,0.0058
10/21/2022 12:00:00,0.9763,1.0548,0.0000,0.7266,0.0011,0.0053
10/21/2022 13:00:00,2.2876,1.6424,0.0002,0.7279,0.0046,0.0059
10/21/2022 14:00:00,2.5395,0.9301,0.0004,0.0030,0.0057,0.0008
10/21/2022 15:00:00,0.5227,0.6193,0.0000,0.0046,0.0010,0.0033
10/21/2022 16:00:00,0.4815,0.8391,0.0000,0.0067,0.0014,0.0066
10/21/2022 17:00:00,0.7588,0.9580,0.0001,0.0062,0.2669,0.0057
10/21/2022 18:00:00,1.0304,0.9463,0.0000,0.0047,0.0018,0.0048
10/21/2022 19:00:00,0.9244,1.0453,0.0001,0.0054,0.0020,0.0061
10/21/2022 20:00:00,1.0275,1.2437,0.0001,0.9743,0.0013,0.0071
10/21/2022 21:00:00,1.0135,0.9294,0.0000,0.9399,0.0012,0.0048
10/21/2022 22:00:00,0.9628,0.9965,0.0000,0.9402,0.0156,0.0059
10/21/2022 23:00:00,1.0258,1.0495,0.0000,1.0625,0.0143,0.0061
10/22/2022 00:00:00,1.2429,1.3041,0.0000,1.4948,0.0056,0.0066
10/22/2022 01:00:00,1.2136,1.2546,0.0000,1.3649,0.0274,0.0066
10/22/2022 02:00:00,1.1604,1.3661,0.0000,1.3575,0.0015,0.0076
10/22/2022 03:00:00,1.1580,1.1621,0.0000,1.2728,0.0316,0.0069
10/22/2022 04:00:00,1.5671,1.5707,0.0000,2.1009,0.0020,0.0082
10/22/2022 05:00:00,1.4267,1.8716,0.0002,1.0887,0.7809,0.0100
10/22/2022 06:00:00,1.6977,1.9942,0.0001,0.0049,1.7330,0.0083
10/22/2022 07:00:00,1.8964,1.8297,0.0001,1.8272,0.0033,0.0080
10/22/2022 08:00:00,1.4266,1.6169,0.0001,1.5639,0.0015,0.0076
10/22/2022 09:00:00,0.6218,0.6495,0.0000,0.0048,0.0012,0.0035
10/22/2022 10:00:00,1.0396,0.5548,0.0000,0.1555,0.0028,0.0015
10/22/2022 11:00:00,1.1649,0.9219,0.0000,0.7752,0.0026,0.0032
10/22/2022 12:00:00,0.9956,0.5864,0.0000,0.0636,0.0031,0.0017
10/22/2022 13:00:00,0.7861,0.4627,0.0000,0.0049,0.0022,0.0020
10/22/2022 14:00:00,0.5467,0.6207,0.0000,0.0042,0.0008,0.0038
10/22/2022 15:00:00,0.7282,0.6041,0.0000,0.0032,0.0007,0.0025
10/22/2022 16:00:00,0.6415,0.6183,0.0000,0.0038,0.0007,0.0035
10/22/2022 17:00:00,0.6256,0.4666,0.0000,0.0031,0.0005,0.0025
10/22/2022 18:00:00,1.4562,1.4453,0.0001,0.0059,0.0035,0.0077
10/22/2022 19:00:00,0.7834,0.9664,0.0003,0.0050,0.0016,0.0061
10/22/2022 20:00:00,0.4742,0.6375,0.0000,0.0040,0.0019,0.0043
10/22/2022 21:00:00,1.1525,1.1089,0.0000,0.9065,0.4268,0.0043
10/22/2022 22:00:00,0.5653,0.6653,0.0000,0.3176,0.0009,0.0046
10/22/2022 23:00:00,0.9160,0.9606,0.0000,0.9825,0.0012,0.0058
10/23/2022 00:00:00,1.1383,1.2711,0.0000,1.4000,0.0016,0.0067
10/23/2022 01:00:00,0.7409,0.8475,0.0000,0.4688,0.0011,0.0056
10/23/2022 02:00:00,1.3920,1.5232,0.0000,1.7799,0.0192,0.0077
10/23/2022 03:00:00,0.5678,0.6492,0.0000,0.2476,0.0106,0.0051
10/23/2022 04:00:00,1.5080,1.5633,0.0000,2.0186,0.0018,0.0083
10/23/2022 05:00:00,0.6580,1.0964,0.0002,0.2578,0.1488,0.0086
10/23/2022 06:00:00,1.3348,1.7050,0.0001,0.0045,1.5812,0.0073
10/23/2022 07:00:00,2.5464,2.4889,0.0001,1.4800,0.5434,1.2709
10/23/2022 08:00:00,1.0333,0.6922,0.0000,0.0040,0.0022,0.1249
10/23/2022 09:00:00,1.5492,1.4240,0.0000,1.1512,0.0025,0.0726
10/23/2022 10:00:00,0.8950,0.9600,0.0000,0.7491,0.0010,0.0043
10/23/2022 11:00:00,0.4199,0.4487,0.0000,0.0037,0.0008,0.0029
10/23/2022 12:00:00,0.4216,0.5778,0.0000,0.0045,0.0008,0.0036
10/23/2022 13:00:00,0.4238,0.4450,0.0000,0.0040,0.0007,0.0028
10/23/2022 14:00:00,0.4224,0.4775,0.0000,0.0036,0.0007,0.0030
10/23/2022 15:00:00,0.4259,0.4867,0.0000,0.0039,0.0007,0.0031
10/23/2022 16:00:00,1.6445,1.3241,0.0000,0.9913,0.5191,0.0043
10/23/2022 17:00:00,1.3504,0.6192,0.0000,0.0018,0.0009,0.0020
10/23/2022 18:00:00,1.1717,1.5828,0.0002,0.1603,0.0011,0.0095
10/23/2022 19:00:00,1.0470,0.8969,0.0004,0.0033,0.0010,0.0041
10/23/2022 20:00:00,0.5928,0.6211,0.0000,0.0032,0.0006,0.0032
10/23/2022 21:00:00,1.6105,1.5586,0.0000,2.0587,0.0012,0.0057
10/23/2022 22:00:00,0.7046,0.7272,0.0000,0.4928,0.0109,0.0041
10/23/2022 23:00:00,1.3266,1.4507,0.0000,1.6513,0.0141,0.0066
10/24/2022 00:00:00,0.5263,0.6063,0.0000,0.1785,0.0011,0.0042
10/24/2022 01:00:00,0.9737,1.0392,0.0000,1.0036,0.0014,0.0061
10/24/2022 02:00:00,1.0567,1.0633,0.0000,1.1375,0.0233,0.0055
10/24/2022 03:00:00,0.6044,0.5885,0.0000,0.3155,0.0031,0.0040
10/24/2022 04:00:00,1.3614,1.8591,0.0001,1.7368,0.0020,0.0100
10/24/2022 05:00:00,0.4965,0.8047,0.0001,0.1234,0.0012,0.0062
10/24/2022 06:00:00,1.5195,1.4816,0.0001,0.0039,1.1222,0.0049
10/24/2022 07:00:00,1.8746,1.4469,0.0000,1.0513,0.0031,0.0050
10/24/2022 08:00:00,0.4288,0.6359,0.0000,0.0044,0.0007,0.0036
10/24/2022 09:00:00,0.4187,0.4915,0.0000,0.0040,0.0007,0.0028
10/24/2022 10:00:00,0.4154,0.4086,0.0000,0.0043,0.0009,0.0024
10/24/2022 11:00:00,0.4111,0.3842,0.0000,0.0033,0.0006,0.0020
10/24/2022 12:00:00,0.4158,0.5376,0.0000,0.0039,0.0006,0.0026
10/24/2022 13:00:00,0.4148,0.4003,0.0000,0.0040,0.0007,0.0023
10/24/2022 14:00:00,0.4168,0.4308,0.0000,0.0038,0.0007,0.0026
10/24/2022 15:00:00,1.1095,1.0802,0.0000,1.1523,0.0011,0.0046
10/24/2022 16:00:00,1.5161,1.3875,0.0000,0.3094,0.7038,0.0052
10/24/2022 17:00:00,2.2474,1.3862,0.0000,0.4406,0.5439,0.0043
10/24/2022 18:00:00,1.9267,1.2214,0.0000,0.4860,0.3071,0.0031
10/24/2022 19:00:00,1.4585,0.9906,0.0000,0.1575,0.0030,0.0036
10/24/2022 20:00:00,0.7730,1.2003,0.0003,0.0043,0.4656,0.0059
10/24/2022 21:00:00,0.5270,0.5555,0.0000,0.0032,0.0007,0.0030
10/24/2022 22:00:00,0.4593,0.4631,0.0000,0.0032,0.0008,0.0033
10/24/2022 23:00:00,0.4368,0.4539,0.0000,0.0037,0.0009,0.0037
10/25/2022 00:00:00,0.5331,0.5945,0.0000,0.1745,0.0013,0.0041
10/25/2022 01:00:00,0.4389,0.4760,0.0000,0.0049,0.0011,0.0045
10/25/2022 02:00:00,0.5649,0.5664,0.0000,0.2338,0.0011,0.0047
10/25/2022 03:00:00,0.5499,0.5352,0.0000,0.2039,0.0012,0.0045
10/25/2022 04:00:00,0.5415,0.9798,0.0002,0.1968,0.0014,0.0081
10/25/2022 05:00:00,0.5292,0.8573,0.0002,0.1642,0.0013,0.0068
10/25/2022 06:00:00,1.6309,1.1224,0.0001,0.0039,0.0021,0.0048
10/25/2022 07:00:00,2.7398,2.8154,3.6017,0.0046,0.0032,0.0084
10/25/2022 08:00:00,0.4687,0.6482,0.0000,0.0039,0.0009,0.0035
10/25/2022 09:00:00,0.4143,0.5591,0.0000,0.0039,0.0008,0.0029
10/25/2022 10:00:00,0.4177,0.4599,0.0000,0.0039,0.0009,0.0033
10/25/2022 11:00:00,0.4173,0.4116,0.0000,0.0040,0.0009,0.0033
10/25/2022 12:00:00,0.4176,0.5142,0.0000,0.0039,0.0010,0.0034
10/25/2022 13:00:00,0.4189,0.4366,0.0000,0.0041,0.0009,0.0032
10/25/2022 14:00:00,0.4197,0.4495,0.0000,0.0039,0.0009,0.0033
10/25/2022 15:00:00,0.4110,0.4544,0.0000,0.0033,0.0008,0.0034
10/25/2022 16:00:00,0.4916,0.8428,0.0001,0.0058,0.0013,0.0067
10/25/2022 17:00:00,1.3912,0.7491,0.0000,0.0040,0.0041,0.0038
10/25/2022 18:00:00,1.2689,0.9114,0.0000,0.0047,0.0034,0.0035
10/25/2022 19:00:00,0.8413,1.0132,0.0001,0.0061,0.0023,0.0048
10/25/2022 20:00:00,0.6700,0.7554,0.0000,0.0037,0.0009,0.0041
10/25/2022 21:00:00,0.5929,0.6027,0.0000,0.0030,0.0008,0.0037
10/25/2022 22:00:00,0.4004,0.4178,0.0000,0.0034,0.0008,0.0036
10/25/2022 23:00:00,0.3920,0.4676,0.0000,0.0037,0.0009,0.0047
10/26/2022 00:00:00,0.3940,0.5031,0.0000,0.0044,0.0012,0.0046
10/26/2022 01:00:00,0.3952,0.4173,0.0000,0.0041,0.0011,0.0044
10/26/2022 02:00:00,0.3918,0.4873,0.0000,0.0037,0.0008,0.0044
10/26/2022 03:00:00,0.5469,0.4204,0.0000,0.0034,0.0008,0.0039
10/26/2022 04:00:00,0.4192,0.8295,0.0001,0.0058,0.0012,0.0074
10/26/2022 05:00:00,0.4358,0.8723,0.0002,0.0052,0.0010,0.0073
10/26/2022 06:00:00,1.3616,1.3700,0.0001,0.0044,0.0020,1.0098
10/26/2022 07:00:00,1.3565,0.8991,0.0000,0.0037,0.0032,0.1231
10/26/2022 08:00:00,0.6576,0.7195,0.0000,0.0033,0.0009,0.0965
10/26/2022 09:00:00,0.5166,0.5096,0.0000,0.0029,0.0007,0.0022
10/26/2022 10:00:00,0.4445,0.4772,0.0000,0.0028,0.0006,0.0027
10/26/2022 11:00:00,0.4595,0.4312,0.0000,0.0030,0.0006,0.0025
10/26/2022 12:00:00,0.5273,0.4581,0.0000,0.0030,0.0007,0.0023
10/26/2022 13:00:00,0.4618,0.5404,0.0000,0.0030,0.0006,0.0030
10/26/2022 14:00:00,0.4630,0.3932,0.0000,0.0029,0.0006,0.0022
10/26/2022 15:00:00,0.4914,0.4590,0.0000,0.0030,0.0006,0.0022
10/26/2022 16:00:00,1.1490,1.0263,0.0000,0.0038,0.0016,0.0049
10/26/2022 17:00:00,1.4286,0.6904,0.0000,0.0021,0.0017,0.0024
10/26/2022 18:00:00,1.5383,0.8882,0.0000,0.0023,0.0023,0.0032
10/26/2022 19:00:00,0.9277,0.7697,0.0001,0.0028,0.0010,0.0036
10/26/2022 20:00:00,0.6250,0.6919,0.0000,0.0032,0.0007,0.0034
10/26/2022 21:00:00,0.5055,0.7515,0.0000,0.0032,0.0006,0.0040
10/26/2022 22:00:00,0.4337,0.5611,0.0000,0.0034,0.0007,0.0036
10/26/2022 23:00:00,0.4238,0.4073,0.0000,0.0032,0.0007,0.0030
10/27/2022 00:00:00,0.4284,0.5441,0.0000,0.0041,0.0009,0.0040
10/27/2022 01:00:00,0.4281,0.4581,0.0000,0.0039,0.0009,0.0038
10/27/2022 02:00:00,0.4310,0.5239,0.0000,0.0043,0.0011,0.0046
10/27/2022 03:00:00,0.4321,0.5373,0.0000,0.0043,0.0010,0.0050
10/27/2022 04:00:00,0.4296,0.8565,0.0001,0.0058,0.0012,0.0076
10/27/2022 05:00:00,0.4364,0.6671,0.0001,0.0051,0.0013,0.0058
10/27/2022 06:00:00,0.8666,0.8973,0.0001,0.0042,0.0014,0.0050
10/27/2022 07:00:00,0.9681,1.0170,0.0001,0.0040,0.0015,0.0046
10/27/2022 08:00:00,0.4412,0.6171,0.0000,0.0037,0.0008,0.0034
10/27/2022 09:00:00,0.4839,0.5572,0.0000,0.0037,0.0008,0.0032
10/27/2022 10:00:00,0.4582,0.4348,0.0000,0.0033,0.0007,0.0028
10/27/2022 11:00:00,0.4554,0.3815,0.0000,0.0036,0.0006,0.0025
10/27/2022 12:00:00,0.5324,0.5715,0.0000,0.0035,0.0007,0.0034
