Year,Month,State,Data Status,Residential,Commercial,Industrial,Transportation - MWh,Total
2022,8,AK,Preliminary,"144,999","208,813","117,595",0,"471,408"
2022,7,AK,Preliminary,"145,048","206,271","112,010",0,"463,329"
2022,6,AK,Preliminary,"137,989","203,069","111,108",0,"452,165"
2022,5,AK,Preliminary,"149,658","202,008","116,159",0,"467,826"
2022,4,AK,Preliminary,"159,362","205,906","116,040",0,"481,308"
2022,3,AK,Preliminary,"183,062","223,070","121,198",0,"527,329"
2022,1,AK,Preliminary,"226,819","239,505","113,318",0,"579,642"
2021,12,AK,Preliminary,"223,408","238,828","120,258",0,"582,494"
2021,11,AK,Preliminary,"196,440","224,134","111,363",0,"531,936"
2021,10,AK,Preliminary,"163,602","208,582","111,768",0,"483,952"
2021,9,AK,Preliminary,"146,659","200,286","111,142",0,"458,087"
2021,8,AK,Preliminary,"144,272","201,553","112,300",0,"458,126"
2021,7,AK,Preliminary,"143,507","201,242","107,496",0,"452,246"
2021,6,AK,Preliminary,"140,307","197,131","101,112",0,"438,550"
2021,5,AK,Preliminary,"147,777","197,931","113,922",0,"459,630"
2021,4,AK,Preliminary,"166,596","206,410","110,325",0,"483,331"
2021,3,AK,Preliminary,"198,402","228,032","116,014",0,"542,448"
2021,2,AK,Preliminary,"198,038","216,928","103,902",0,"518,868"
2021,1,AK,Preliminary,"205,298","224,555","109,715",0,"539,569"
2020,12,AK,Final,"214,807","228,386","112,335",0,"555,528"
2020,11,AK,Final,"195,193","218,813","109,343",0,"523,348"
2020,10,AK,Final,"163,139","202,573","113,653",0,"479,365"
2020,9,AK,Final,"145,067","196,774","103,559",0,"445,399"
2020,8,AK,Final,"145,337","197,408","119,861",0,"462,605"
2020,7,AK,Final,"144,690","194,709","110,424",0,"449,823"
2020,6,AK,Final,"139,858","185,196","101,683",0,"426,737"
2020,5,AK,Final,"150,647","183,495","98,681",0,"432,822"
2020,4,AK,Final,"169,725","202,722","99,889",0,"472,336"
2020,3,AK,Final,"192,946","229,078","113,185",0,"535,209"
2020,2,AK,Final,"196,252","238,505","106,240",0,"540,997"
2020,1,AK,Final,"231,387","246,456","115,564",0,"593,407"
2019,12,AK,Final,"196,549","230,931","103,606",0,"531,086"
2019,11,AK,Final,"167,062","218,416","105,632",0,"491,110"
2019,10,AK,Final,"154,043","215,628","108,506",0,"478,176"
2019,9,AK,Final,"135,921","207,934","106,608",0,"450,463"
2019,8,AK,Final,"136,704","220,350","121,094",0,"478,148"
2019,7,AK,Final,"139,283","218,849","102,384",0,"460,515"
2019,6,AK,Final,"129,703","206,322","98,761",0,"434,786"
2019,5,AK,Final,"144,515","208,405","105,969",0,"458,888"
2019,4,AK,Final,"150,175","210,750","93,634",0,"454,559"
2019,3,AK,Final,"176,229","225,130","107,835",0,"509,194"
2019,2,AK,Final,"184,388","228,772","97,734",0,"510,894"
2019,1,AK,Final,"213,637","247,360","99,989",0,"560,987"
2018,12,AK,Final,"198,753","226,779","113,659",0,"539,191"
2018,11,AK,Final,"173,457","221,153","111,182",0,"505,792"
2018,10,AK,Final,"152,200","211,318","106,454",0,"469,971"
2018,9,AK,Final,"139,657","209,121","116,521",0,"465,299"
2018,8,AK,Final,"137,924","216,236","114,723",0,"468,883"
2018,7,AK,Final,"139,603","215,101","111,504",0,"466,209"
2018,6,AK,Final,"134,878","205,307","107,005",0,"447,190"
2018,5,AK,Final,"148,066","211,070","112,916",0,"472,052"
2018,4,AK,Final,"155,644","218,838","104,146",0,"478,628"
2018,3,AK,Final,"188,118","231,845","115,579",0,"535,541"
2018,2,AK,Final,"193,971","234,883","121,283",0,"550,137"
2018,1,AK,Final,"212,633","244,406","116,532",0,"573,572"
2017,12,AK,Final,"211,092","241,913","120,091",0,"573,096"
2017,11,AK,Final,"185,616","230,155","120,661",0,"536,432"
2017,10,AK,Final,"158,474","216,563","118,852",0,"493,888"
2017,9,AK,Final,"143,337","213,032","117,181",0,"473,551"
2017,8,AK,Final,"143,358","219,612","122,355",0,"485,324"
2017,7,AK,Final,"143,326","213,540","120,039",0,"476,905"
2017,6,AK,Final,"138,510","206,001","113,102",0,"457,612"
2017,5,AK,Final,"144,619","210,423","115,924",0,"470,966"
2017,4,AK,Final,"165,417","224,044","113,959",0,"503,420"
2017,3,AK,Final,"197,024","237,334","121,199",0,"555,557"
2017,2,AK,Final,"194,606","239,140","118,814",0,"552,560"
2017,1,AK,Final,"234,972","253,132","118,383",0,"606,488"
2016,12,AK,Final,"224,356","249,873","121,245",0,"595,474"
2016,11,AK,Final,"182,013","234,739","117,494",0,"534,247"
2016,10,AK,Final,"164,385","220,261","121,621",0,"506,267"
2016,9,AK,Final,"140,982","220,650","108,639",0,"470,271"
2016,8,AK,Final,"146,304","224,033","123,840",0,"494,177"
2016,7,AK,Final,"141,349","218,857","112,839",0,"473,046"
2016,6,AK,Final,"139,054","213,468","109,605",0,"462,128"
2016,5,AK,Final,"143,677","213,680","111,420",0,"468,777"
2016,4,AK,Final,"155,315","219,582","105,265",0,"480,161"
2016,3,AK,Final,"170,319","236,906","119,596",0,"526,820"
2016,2,AK,Final,"183,428","237,596","113,727",0,"534,751"
2016,1,AK,Final,"215,209","241,854","120,020",0,"577,083"
2015,12,AK,Final,"220,653","249,364","117,937",0,"587,954"
2015,11,AK,Final,"181,931","235,319","109,168",0,"526,418"
2015,10,AK,Final,"162,818","223,687","117,119",0,"503,624"
2015,9,AK,Final,"147,798","222,609","111,767",0,"482,174"
2015,8,AK,Final,"143,850","230,574","116,078",0,"490,503"
2015,7,AK,Final,"143,055","220,009","111,063",0,"474,127"
2015,6,AK,Final,"136,767","213,417","107,807",0,"457,991"
2015,5,AK,Final,"147,397","214,357","110,460",0,"472,214"
2015,4,AK,Final,"162,131","225,009","110,470",0,"497,611"
2015,3,AK,Final,"184,075","237,443","115,179",0,"536,697"
2015,2,AK,Final,"194,772","241,102","112,227",0,"548,101"
2015,1,AK,Final,"218,937","250,600","112,254",0,"581,791"
2014,12,AK,Final,"211,211","249,507","114,589",0,"575,308"
2014,11,AK,Final,"182,876","235,840","110,911",0,"529,627"
2014,10,AK,Final,"166,513","229,415","108,361",0,"504,289"
2014,9,AK,Final,"146,256","225,089","113,153",0,"484,499"
2014,8,AK,Final,"142,046","226,335","116,264",0,"484,645"
2014,7,AK,Final,"144,440","217,662","113,063",0,"475,166"
2014,6,AK,Final,"141,518","213,382","107,518",0,"462,417"
2014,5,AK,Final,"143,660","216,606","110,678",0,"470,943"
2014,4,AK,Final,"158,557","222,778","111,808",0,"493,143"
2014,3,AK,Final,"194,895","236,622","120,459",0,"551,976"
2014,2,AK,Final,"181,994","238,215","111,364",0,"531,573"
2014,1,AK,Final,"229,648","250,066","121,513",0,"601,227"
2013,12,AK,Final,"231,089","259,213","112,063",0,"602,365"
2013,11,AK,Final,"180,461","234,904","110,898",0,"526,263"
2013,10,AK,Final,"165,897","227,515","111,252",0,"504,663"
2013,9,AK,Final,"147,889","225,666","114,245",0,"487,800"
2013,8,AK,Final,"145,474","234,707","122,834",0,"503,016"
2013,7,AK,Final,"143,704","223,671","112,962",0,"480,337"
2013,6,AK,Final,"139,042","219,023","110,530",0,"468,596"
2013,5,AK,Final,"161,173","227,044","107,620",0,"495,837"
2013,4,AK,Final,"175,579","233,216","106,587",0,"515,382"
2013,3,AK,Final,"191,644","239,293","109,573",0,"540,510"
2013,2,AK,Final,"187,187","241,661","100,859",0,"529,707"
2013,1,AK,Final,"234,827","258,286","120,624",0,"613,737"
2012,12,AK,Final,"236,472","261,176","128,754",0,"626,401"
2012,11,AK,Final,"199,414","248,018","118,625",0,"566,057"
2012,10,AK,Final,"164,465","232,294","114,225",0,"510,984"
2012,9,AK,Final,"150,408","223,867","113,656",0,"487,930"
2012,8,AK,Final,"149,804","232,827","116,901",0,"499,532"
2012,7,AK,Final,"150,693","227,589","113,249",0,"491,531"
2012,6,AK,Final,"147,795","217,878","101,263",0,"466,937"
2012,5,AK,Final,"149,709","222,973","107,929",0,"480,610"
2012,4,AK,Final,"169,842","235,598","110,347",0,"515,787"
2012,3,AK,Final,"188,562","248,979","119,201",0,"556,741"
2012,2,AK,Final,"217,108","259,333","118,726",0,"595,167"
2012,1,AK,Final,"235,924","264,507","118,301",0,"618,732"
2011,12,AK,Final,"227,496","257,788","119,565",0,"604,848"
2011,11,AK,Final,"199,061","250,538","111,903",0,"561,501"
2011,10,AK,Final,"162,229","231,021","116,111",0,"509,361"
2011,9,AK,Final,"149,359","226,101","109,607",0,"485,067"
2011,8,AK,Final,"149,470","233,427","112,135",0,"495,031"
2011,7,AK,Final,"147,505","222,841","104,506",0,"474,852"
2011,6,AK,Final,"140,448","218,097","106,070",0,"464,615"
2011,5,AK,Final,"152,378","223,089","106,142",0,"481,609"
2011,4,AK,Final,"168,731","231,572","108,511",0,"508,813"
2011,3,AK,Final,"203,608","245,405","112,579",0,"561,592"
2011,2,AK,Final,"196,269","249,756","107,325",0,"553,350"
2011,1,AK,Final,"237,870","264,777","116,254",0,"618,902"
2010,12,AK,Final,"234,749","259,603","111,543",0,"605,894"
2010,11,AK,Final,"185,261","243,036","107,379",0,"535,676"
2010,10,AK,Final,"165,092","231,454","109,199",0,"505,745"
2010,9,AK,Final,"145,505","224,613","113,853",0,"483,971"
2010,8,AK,Final,"153,060","233,408","115,840",0,"502,308"
2010,7,AK,Final,"148,936","223,285","115,173",0,"487,395"
2010,6,AK,Final,"140,698","218,622","107,006",0,"466,327"
2010,5,AK,Final,"152,249","222,740","102,758",0,"477,747"
2010,4,AK,Final,"164,508","229,129","107,931",0,"501,568"
2010,3,AK,Final,"189,995","243,570","114,862",0,"548,428"
2010,2,AK,Final,"187,655","243,103","103,419",0,"534,177"
2010,1,AK,Final,"225,508","257,174","115,121",0,"597,803"
2009,12,AK,Final,"222,134","256,270","115,603",0,"594,006"
2009,11,AK,Final,"187,918","246,203","104,753",0,"538,874"
2009,10,AK,Final,"165,472","227,968","114,132",0,"507,573"
2009,9,AK,Final,"146,571","228,474","106,403",0,"481,449"
2009,8,AK,Final,"145,331","231,461","114,917",0,"491,709"
2009,7,AK,Final,"146,373","225,388","111,420",0,"483,181"
2009,6,AK,Final,"142,629","216,666","111,416",0,"470,710"
2009,5,AK,Final,"151,623","223,246","106,901",0,"481,769"
2009,4,AK,Final,"168,559","232,664","107,896",0,"509,119"
2009,3,AK,Final,"191,356","234,412","107,092",0,"532,860"
2009,2,AK,Final,"200,971","253,801","101,258",0,"556,030"
2009,1,AK,Final,"248,456","264,784","109,651",0,"622,891"
2008,12,AK,Final,"218,069","257,569","105,921",0,"581,559"
2008,11,AK,Final,"192,116","244,249","111,387",0,"547,752"
2008,10,AK,Final,"167,165","232,520","117,573",0,"517,258"
2008,9,AK,Final,"148,621","232,613","117,061",0,"498,296"
2008,8,AK,Final,"146,497","231,776","111,833",0,"490,105"
2008,7,AK,Final,"146,385","220,246","106,257",0,"472,888"
2008,6,AK,Final,"142,657","216,943","105,154",0,"464,755"
2008,5,AK,Final,"154,042","226,741","107,521",0,"488,304"
2008,4,AK,Final,"169,282","227,837","112,790",0,"509,909"
2008,3,AK,Final,"191,587","238,871","112,229",0,"542,686"
2008,2,AK,Final,"214,493","258,204","117,582",0,"590,279"
2008,1,AK,Final,"238,895","264,213","119,044",0,"622,152"
2007,12,AK,Final,"214,293","251,690","120,945",0,"586,929"
2007,11,AK,Final,"184,918","237,832","118,404",0,"541,155"
2007,10,AK,Final,"163,043","228,843","103,655",0,"495,542"
2007,9,AK,Final,"147,433","226,582","122,448",0,"496,463"
2007,8,AK,Final,"148,420","236,751","125,505",0,"510,676"
2007,7,AK,Final,"143,648","226,682","121,717",0,"492,047"
2007,6,AK,Final,"142,639","213,473","120,066",0,"476,178"
2007,5,AK,Final,"149,843","218,296","114,129",0,"482,268"
2007,4,AK,Final,"177,745","234,105","114,233",0,"526,083"
2007,3,AK,Final,"204,961","245,734","105,145",0,"555,841"
2007,2,AK,Final,"198,914","246,980","108,489",0,"554,384"
2007,1,AK,Final,"238,598","261,418","109,029",0,"609,045"
2006,12,AK,Final,"225,490","253,370","108,426",0,"587,286"
2006,11,AK,Final,"193,588","249,219","105,160",0,"547,968"
2006,10,AK,Final,"160,758","232,499","100,559",0,"493,816"
2006,9,AK,Final,"151,992","230,880","106,224",0,"489,096"
2006,8,AK,Final,"146,798","225,523","111,211",0,"483,531"
2006,7,AK,Final,"146,267","223,610","102,819",0,"472,696"
2006,6,AK,Final,"144,797","222,853","103,259",0,"470,909"
2006,5,AK,Final,"149,076","216,789","92,302",0,"458,166"
2006,4,AK,Final,"175,522","232,087","106,740",0,"514,349"
2006,3,AK,Final,"192,193","235,631","94,439",0,"522,264"
2006,2,AK,Final,"208,788","238,172","107,886",0,"554,846"
2006,1,AK,Final,"224,986","258,578","103,801",0,"587,364"
2005,12,AK,Final,"213,568","251,953","99,401",0,"564,922"
2005,11,AK,Final,"192,654","242,279","96,290",0,"531,223"
2005,10,AK,Final,"159,887","234,766","99,105",0,"493,758"
2005,9,AK,Final,"152,002","224,651","104,190",0,"480,842"
2005,8,AK,Final,"142,012","214,223","99,112",0,"455,347"
2005,7,AK,Final,"142,451","218,508","100,743",0,"461,702"
2005,6,AK,Final,"139,906","202,773","95,285",0,"437,963"
2005,5,AK,Final,"144,126","206,419","88,109",0,"438,653"
2005,4,AK,Final,"163,806","210,870","94,563",0,"469,238"
2005,3,AK,Final,"180,568","220,725","89,134",0,"490,427"
2005,2,AK,Final,"199,381","225,067","96,211",0,"520,659"
2005,1,AK,Final,"231,293","242,678","93,866",0,"567,837"
2004,12,AK,Final,"211,739","236,607","94,412",0,"542,758"
2004,11,AK,Final,"182,580","220,367","92,109",0,"495,055"
2004,10,AK,Final,"165,191","215,660","91,749",0,"472,600"
2004,9,AK,Final,"147,998","211,961","100,024",0,"459,984"
2004,8,AK,Final,"142,789","217,541","95,977",0,"456,307"
2004,7,AK,Final,"139,874","208,812","100,760",0,"449,446"
2004,6,AK,Final,"137,965","195,174","93,480",0,"426,620"
2004,5,AK,Final,"146,792","206,200","90,667",0,"443,659"
2004,4,AK,Final,"174,754","216,712","91,905",0,"483,371"
2004,3,AK,Final,"176,193","212,482","87,765",0,"476,440"
2004,2,AK,Final,"200,406","217,063","90,719",0,"508,187"
2004,1,AK,Final,"235,624","242,029","96,404",0,"574,058"
2003,12,AK,Final,"215,795","222,674","87,023",0,"525,492"
2003,11,AK,Final,"182,396","215,932","92,917",0,"491,245"
2003,10,AK,Final,"158,194","203,933","90,615",0,"452,742"
2003,9,AK,Final,"143,821","200,998","95,349",0,"440,168"
2003,8,AK,Final,"138,640","206,760","97,585",0,"442,986"
2003,7,AK,Final,"136,331","197,658","98,283",0,"432,272"
2003,6,AK,Final,"135,568","194,818","87,990",0,"418,376"
2003,5,AK,Final,"144,169","200,023","93,986",0,"438,178"
2003,4,AK,Final,"160,770","194,734","89,865",0,"445,369"
2003,3,AK,Final,"170,386","205,652","84,548",0,"460,586"
2003,2,AK,Final,"184,310","201,188","89,892",0,"475,389"
2003,1,AK,Final,"216,630","228,658","95,592",0,"540,881"
2002,12,AK,Final,"190,082","201,132","82,096",.,"492,186"
2002,11,AK,Final,"168,784","197,343","84,369",.,"468,724"
2002,10,AK,Final,"154,545","188,444","86,017",.,"445,865"
2002,9,AK,Final,"142,148","189,268","87,238",.,"434,923"
2002,8,AK,Final,"135,105","192,329","90,366",.,"434,103"
2002,7,AK,Final,"131,376","180,872","85,740",.,"414,801"
2002,6,AK,Final,"131,533","179,646","86,996",.,"414,678"
2002,5,AK,Final,"145,038","179,228","87,025",.,"427,618"
2002,4,AK,Final,"163,041","171,306","99,012",.,"450,734"
2002,3,AK,Final,"173,115","179,011","93,835",.,"462,817"
2002,2,AK,Final,"187,163","188,071","101,843",.,"495,402"
2002,1,AK,Final,"210,288","191,586","103,319",.,"523,638"
2001,12,AK,Final,"207,588","211,286","97,665",.,"532,921"
2001,11,AK,Final,"174,870","198,175","97,562",.,"486,529"
2001,10,AK,Final,"147,185","183,840","91,396",.,"437,620"
2001,9,AK,Final,"136,744","185,786","91,280",.,"429,951"
2001,8,AK,Final,"129,590","179,846","98,812",.,"422,706"
2001,7,AK,Final,"128,153","184,330","95,056",.,"421,093"
2001,6,AK,Final,"129,996","184,155","85,913",.,"414,234"
2001,5,AK,Final,"139,193","179,321","82,847",.,"415,901"
2001,4,AK,Final,"155,222","190,078","81,687",.,"442,197"
2001,3,AK,Final,"161,376","186,453","79,925",.,"443,796"
2001,2,AK,Final,"175,443","197,241","88,517",.,"486,097"
2001,1,AK,Final,"206,108","208,500","88,763",.,"521,036"
2000,12,AK,Final,"188,256","195,882","92,600",.,"493,690"
2000,11,AK,Final,"165,011","184,410","90,853",.,"456,101"
2000,10,AK,Final,"145,878","178,326","89,643",.,"427,804"
2000,9,AK,Final,"134,047","178,239","90,489",.,"415,888"
2000,8,AK,Final,"128,544","172,340","92,741",.,"405,318"
2000,7,AK,Final,"123,707","178,629","92,117",.,"406,104"
2000,6,AK,Final,"129,768","165,926","91,054",.,"399,135"
2000,5,AK,Final,"135,992","168,902","87,065",.,"405,888"
2000,4,AK,Final,"149,299","182,102","91,861",.,"437,853"
2000,3,AK,Final,"159,728","199,857","70,333",.,"447,660"
2000,2,AK,Final,"176,411","205,611","72,676",.,"472,841"
2000,1,AK,Final,"218,327","226,252","75,195",.,"541,687"
1999,12,AK,Final,"195,078","227,279","70,473",.,"511,675"
1999,11,AK,Final,"167,435","195,835","68,418",.,"449,293"
1999,10,AK,Final,"145,039","192,241","71,353",.,"424,010"
1999,9,AK,Final,"128,369","189,123","73,018",.,"405,086"
1999,8,AK,Final,"129,222","192,032","76,759",.,"410,835"
1999,7,AK,Final,"118,252","183,825","72,118",.,"386,764"
1999,6,AK,Final,"122,758","182,125","66,561",.,"385,943"
1999,5,AK,Final,"134,867","194,396","70,612",.,"415,860"
1999,4,AK,Final,"146,976","194,801","68,602",.,"426,809"
1999,3,AK,Final,"175,022","204,126","67,180",.,"462,910"
1999,2,AK,Final,"195,053","207,269","66,993",.,"489,565"
1999,1,AK,Final,"207,671","222,254","71,644",.,"523,864"
1998,12,AK,Final,"184,764","213,905","70,477",.,"488,288"
1998,11,AK,Final,"157,608","200,422","70,730",.,"447,942"
1998,10,AK,Final,"139,267","187,991","65,035",.,"410,003"
1998,9,AK,Final,"125,442","184,510","71,465",.,"392,993"
1998,8,AK,Final,"117,724","185,129","73,632",.,"393,925"
1998,7,AK,Final,"124,074","185,017","71,451",.,"394,676"
1998,6,AK,Final,"126,279","182,908","71,912",.,"395,931"
1998,5,AK,Final,"127,850","179,597","66,800",.,"390,250"
1998,4,AK,Final,"141,665","188,314","64,569",.,"412,273"
1998,3,AK,Final,"157,393","194,985","64,519",.,"433,852"
1998,2,AK,Final,"160,967","187,527","63,312",.,"429,849"
1998,1,AK,Final,"204,960","216,424","64,281",.,"504,605"
1997,12,AK,Final,"180,688","193,103","68,727",.,"459,811"
1997,11,AK,Final,"155,803","192,734","63,145",.,"428,220"
1997,10,AK,Final,"137,720","176,788","64,370",.,"393,046"
1997,9,AK,Final,"122,989","176,042","63,949",.,"375,405"
1997,8,AK,Final,"115,548","179,659","63,563",.,"370,492"
1997,7,AK,Final,"113,761","172,590","65,275",.,"362,382"
1997,6,AK,Final,"118,487","171,251","61,736",.,"364,078"
1997,5,AK,Final,"126,889","172,306","62,259",.,"375,395"
1997,4,AK,Final,"136,872","176,798","59,228",.,"388,148"
1997,3,AK,Final,"153,064","182,038","65,100",.,"415,916"
1997,2,AK,Final,"163,880","183,489","56,991",.,"422,841"
1997,1,AK,Final,"200,134","203,835","61,381",.,"484,798"
1996,12,AK,Final,"190,309","212,886","65,243",.,"484,211"
1996,11,AK,Final,"160,366","193,278","48,267",.,"417,701"
1996,10,AK,Final,"144,433","185,969","46,574",.,"391,512"
1996,9,AK,Final,"120,615","177,379","46,286",.,"356,041"
1996,8,AK,Final,"119,159","180,261","50,201",.,"360,477"
1996,7,AK,Final,"115,403","170,897","51,862",.,"349,487"
1996,6,AK,Final,"114,477","173,212","45,960",.,"346,063"
1996,5,AK,Final,"124,363","179,819","43,625",.,"361,771"
1996,4,AK,Final,"140,327","183,901","45,781",.,"386,755"
1996,3,AK,Final,"161,188","191,255","46,435",.,"416,121"
1996,2,AK,Final,"182,306","199,860","47,008",.,"448,680"
1996,1,AK,Final,"193,238","201,157","46,956",.,"460,744"
1995,12,AK,Final,"184,394","205,805","50,535",.,"456,327"
1995,11,AK,Final,"159,253","191,734","43,136",.,"409,001"
1995,10,AK,Final,"132,587","181,306","48,896",.,"374,929"
1995,9,AK,Final,"121,113","177,723","44,114",.,"359,693"
1995,8,AK,Final,"116,837","173,634","51,964",.,"352,689"
1995,7,AK,Final,"113,203","171,955","49,111",.,"343,632"
1995,6,AK,Final,"114,838","168,633","43,564",.,"338,288"
1995,5,AK,Final,"120,702","177,075","44,416",.,"357,362"
1995,4,AK,Final,"142,709","181,421","42,329",.,"383,506"
1995,3,AK,Final,"162,400","189,780","44,618",.,"412,893"
1995,2,AK,Final,"159,829","182,961","39,469",.,"398,569"
1995,1,AK,Final,"185,039","198,016","44,287",.,"444,942"
1994,12,AK,Final,"189,698","206,730","42,774",.,"455,629"
1994,11,AK,Final,"153,364","182,464","43,014",.,"393,514"
1994,10,AK,Final,"134,797","179,547","43,832",.,"372,814"
1994,9,AK,Final,"116,354","173,390","41,680",.,"344,986"
1994,8,AK,Final,"113,784","172,184","47,433",.,"346,434"
1994,7,AK,Final,"111,896","170,077","45,976",.,"340,018"
1994,6,AK,Final,"113,159","166,896","44,123",.,"337,575"
1994,5,AK,Final,"123,175","172,202","38,210",.,"347,861"
1994,4,AK,Final,"137,191","174,546","39,644",.,"367,648"
1994,3,AK,Final,"163,207","187,114","41,000",.,"407,702"
1994,2,AK,Final,"154,276","176,411","40,745",.,"388,341"
1994,1,AK,Final,"177,234","193,283","42,997",.,"430,856"
1993,12,AK,Final,"173,662","195,952","39,481",.,"426,902"
1993,11,AK,Final,"147,506","177,366","39,941",.,"380,645"
1993,10,AK,Final,"130,646","168,466","43,013",.,"358,388"
1993,9,AK,Final,"116,438","160,189","41,471",.,"332,769"
1993,8,AK,Final,"108,578","166,318","47,757",.,"336,535"
1993,7,AK,Final,"108,455","161,276","46,653",.,"331,494"
1993,6,AK,Final,"105,866","157,838","43,897",.,"320,774"
1993,5,AK,Final,"115,310","163,020","39,598",.,"331,053"
1993,4,AK,Final,"128,698","167,845","38,387",.,"349,605"
1993,3,AK,Final,"146,085","176,223","41,536",.,"378,052"
1993,2,AK,Final,"160,904","175,520","38,856",.,"391,119"
1993,1,AK,Final,"186,889","192,386","40,470",.,"437,290"
1992,12,AK,Final,"168,701","184,604","44,251",.,"412,316"
1992,11,AK,Final,"146,713","175,155","39,981",.,"376,171"
1992,10,AK,Final,"138,991","169,103","43,257",.,"365,238"
1992,9,AK,Final,"117,348","164,595","39,908",.,"333,247"
1992,8,AK,Final,"110,402","160,848","44,303",.,"326,584"
1992,7,AK,Final,"109,273","162,978","45,468",.,"328,922"
1992,6,AK,Final,"109,539","154,524","40,405",.,"316,284"
1992,5,AK,Final,"121,498","162,705","39,255",.,"336,600"
1992,4,AK,Final,"132,086","165,315","44,817",.,"357,177"
1992,3,AK,Final,"156,565","175,867","42,962",.,"388,739"
1992,2,AK,Final,"158,986","179,248","40,952",.,"394,430"
1992,1,AK,Final,"170,033","179,766","38,720",.,"403,227"
1991,12,AK,Final,"161,194","180,903","35,855",.,"394,931"
1991,11,AK,Final,"141,108","170,148","38,765",.,"365,912"
1991,10,AK,Final,"127,141","166,840","39,455",.,"347,687"
1991,9,AK,Final,"112,406","157,035","38,502",.,"321,568"
1991,8,AK,Final,"105,994","157,071","40,682",.,"315,962"
1991,7,AK,Final,"105,010","160,923","39,797",.,"317,751"
1991,6,AK,Final,"107,327","154,974","36,822",.,"312,253"
1991,5,AK,Final,"118,997","160,273","40,329",.,"334,171"
1991,4,AK,Final,"132,010","163,542","42,058",.,"352,967"
1991,3,AK,Final,"143,771","168,482","38,636",.,"368,409"
1991,2,AK,Final,"162,263","176,462","35,656",.,"393,408"
1991,1,AK,Final,"185,557","188,593","39,320",.,"430,693"
1990,12,AK,Final,"188,520","187,004","34,810",.,"425,892"
1990,11,AK,Final,"150,226","173,643","35,830",.,"375,976"
1990,10,AK,Final,"126,499","161,101","33,506",.,"334,782"
1990,9,AK,Final,"109,264","155,095","33,194",.,"309,217"
1990,8,AK,Final,"112,002","156,926","38,254",.,"318,490"
1990,7,AK,Final,"104,419","156,747","40,624",.,"311,677"
1990,6,AK,Final,"105,545","149,590","35,646",.,"302,017"
1990,5,AK,Final,"113,737","154,219","44,232",.,"324,674"
1990,4,AK,Final,"130,366","154,696","44,680",.,"343,969"
1990,3,AK,Final,"161,479","170,434","37,461",.,"382,187"
1990,2,AK,Final,"177,500","174,402","39,436",.,"408,520"
1990,1,AK,Final,"181,752","178,259","41,610",.,"416,438"
2022,8,AL,Preliminary,"3,410,259","2,233,556","2,897,687",0,"8,541,501"
2022,7,AL,Preliminary,"3,756,992","2,271,779","2,910,037",0,"8,938,807"
2022,6,AL,Preliminary,"3,288,527","2,141,572","2,854,412",0,"8,284,511"
2022,5,AL,Preliminary,"2,527,886","1,916,100","2,773,516",0,"7,217,503"
2022,4,AL,Preliminary,"2,015,133","1,637,869","2,518,529",0,"6,171,531"
2022,3,AL,Preliminary,"2,287,834","1,655,883","2,578,378",0,"6,522,094"
2022,2,AL,Preliminary,"2,773,343","1,609,260","2,444,345",0,"6,826,948"
2022,1,AL,Preliminary,"3,296,302","1,820,105","2,652,892",0,"7,769,298"
2021,12,AL,Preliminary,"2,400,179","1,653,548","2,576,914",0,"6,630,641"
2021,11,AL,Preliminary,"2,242,471","1,634,021","2,607,949",0,"6,484,441"
2021,10,AL,Preliminary,"2,244,825","1,823,615","2,758,444",0,"6,826,883"
2021,9,AL,Preliminary,"2,840,616","2,024,742","2,679,254",0,"7,544,612"
2021,8,AL,Preliminary,"3,419,097","2,230,335","2,874,464",0,"8,523,896"
2021,7,AL,Preliminary,"3,288,534","2,129,892","2,800,664",0,"8,219,090"
2021,6,AL,Preliminary,"2,787,106","1,967,656","2,754,258",0,"7,509,020"
2021,5,AL,Preliminary,"2,191,982","1,742,770","2,657,088",0,"6,591,840"
2021,4,AL,Preliminary,"1,978,049","1,619,585","2,564,091",0,"6,161,725"
2021,3,AL,Preliminary,"2,321,974","1,637,048","2,680,513",0,"6,639,535"
2021,2,AL,Preliminary,"2,906,253","1,619,101","2,418,230",0,"6,943,584"
2021,1,AL,Preliminary,"3,164,805","1,745,397","2,655,684",0,"7,565,885"
2020,12,AL,Final,"2,949,694","1,703,802","2,657,012",0,"7,310,507"
2020,11,AL,Final,"2,024,965","1,582,751","2,547,268",0,"6,154,984"
2020,10,AL,Final,"2,115,935","1,762,931","2,598,381",0,"6,477,247"
2020,9,AL,Final,"2,827,522","1,964,019","2,506,451",0,"7,297,992"
2020,8,AL,Final,"3,510,973","2,161,893","2,708,298",0,"8,381,164"
2020,7,AL,Final,"3,529,490","2,143,508","2,550,482",0,"8,223,480"
2020,6,AL,Final,"2,867,165","1,884,089","2,435,879",0,"7,187,132"
2020,5,AL,Final,"2,261,118","1,601,393","2,398,179",0,"6,260,690"
2020,4,AL,Final,"1,945,668","1,447,842","2,314,941",0,"5,708,451"
2020,3,AL,Final,"2,168,111","1,655,734","2,655,937",0,"6,479,782"
2020,2,AL,Final,"2,466,571","1,652,779","2,618,397",0,"6,737,747"
2020,1,AL,Final,"2,663,829","1,747,035","2,765,565",0,"7,176,429"
2019,12,AL,Final,"2,581,195","1,707,567","2,619,901",0,"6,908,663"
