Time Bucket (America/New_York),30 Bellevue-Mains_A (kWatts),30 Bellevue-Mains_B (kWatts),30 Bellevue-Electric Vehicle/RV-Tesla Charger (kWatts),30 Bellevue-Heat Pump-Heat Pump Attic (kWatts),30 Bellevue-Heat Pump-Heat Pump Basement (kWatts),30 Bellevue-Cooktop/Range/Oven/Stove-Oven (kWatts)
1/29/23 21:30,0.6208,0.5116,0,0.1879,0.0008,0.0031
1/29/23 21:45,1.664,2.0891,0,1.8726,0.002,0.0087
1/29/23 22:00,0.6976,0.7108,0,0.0041,0.0008,0.0055
1/29/23 22:15,0.6236,0.6316,0,0.0045,0.0009,0.004
1/29/23 22:30,0.897,0.8946,0,0.6151,0.0011,0.005
1/29/23 22:45,1.277,1.3268,0,1.1105,0.0014,0.0068
1/29/23 23:00,0.8769,1.0157,0,0.3497,0.0012,0.0059
1/29/23 23:15,0.5663,0.6968,0,0.0055,0.0012,0.0046
1/29/23 23:30,2.3183,2.5621,0,2.8707,0.0023,0.0114
1/29/23 23:45,2.4194,2.6261,0,3.4378,0.0027,0.0119
1/30/23 0:00,1.3058,1.3358,0,1.433,0.0475,0.007
1/30/23 0:15,2.0246,2.1122,0,0.3687,2.2346,0.0066
1/30/23 0:30,1.3847,1.4142,0,0.0042,1.5967,0.0051
1/30/23 0:45,1.2337,1.153,0,0.5804,0.3797,0.0059
1/30/23 1:00,2.1222,2.1392,0,0.9914,1.9287,0.007
1/30/23 1:15,0.9059,0.8454,0,0.09,0.4794,0.0049
1/30/23 1:30,2.8308,2.7181,0,1.7047,2.3012,0.0087
1/30/23 1:45,1.6628,1.5608,0,0.0064,2.2068,0.0052
1/30/23 2:00,1.1516,1.0096,0,0.8091,0.0089,0.0068
1/30/23 2:15,0.6302,0.668,0,0.0057,0.0012,0.0057
1/30/23 2:30,6.8509,6.9452,10.805,1.4241,0.0066,0.0179
1/30/23 2:45,10.2002,10.3612,16.9263,0.1129,1.0796,0.0234
1/30/23 3:00,11.1717,11.3738,16.5638,1.321,1.738,0.0241
1/30/23 3:15,9.7432,9.8922,16.4237,0.6728,0.0081,0.0233
1/30/23 3:30,5.5853,5.7729,7.7212,0.0131,1.6504,0.0143
1/30/23 3:45,1.5187,1.6833,0,0.781,0.7251,0.0082
1/30/23 4:00,1.6093,1.6562,0,1.4166,0.6098,0.007
1/30/23 4:15,1.5787,1.6839,0,0.0166,1.8479,0.0068
1/30/23 4:30,1.5033,2.1656,0.0002,1.4624,0.002,0.0128
1/30/23 4:45,2.9923,3.9073,0.0002,2.6516,1.4979,0.0152
1/30/23 5:00,2.7039,3.63,0.0003,4.0562,0.0039,0.0157
1/30/23 5:15,1.4397,1.9758,0.0001,1.4307,0.0025,0.0105
1/30/23 5:30,2.1329,2.9101,0.0001,0.9232,1.9789,0.0089
1/30/23 5:45,1.539,1.8441,0,0.6752,1.0798,0.0072
1/30/23 6:00,0.9973,1.4951,0.0001,0.0067,0.4832,0.0075
1/30/23 6:15,1.9295,2.5562,0,0.0055,2.358,0.0088
1/30/23 6:30,0.9672,1.2551,0.0004,0.0073,0.0141,0.0071
1/30/23 6:45,3.7051,3.5416,0,1.729,1.5144,0.0104
1/30/23 7:00,4.1512,3.5798,2.5975,1.0037,0.8426,0.0109
1/30/23 7:15,2.9387,2.3535,1.5839,0.0041,0.8165,0.0073
1/30/23 7:30,3.2475,3.0384,2.5661,0.0059,0.8058,0.0112
1/30/23 7:45,1.3376,1.2568,0.2233,0.0056,0.0029,0.0063
1/30/23 8:00,0.7659,1.1228,0.0001,0.0063,0.0012,0.0071
1/30/23 8:15,0.9444,1.0879,0.0001,0.0054,0.0011,0.0068
1/30/23 8:30,0.7964,0.7767,0,0.0834,0.001,0.0048
1/30/23 8:45,2.0083,1.8184,0,1.9083,0.0023,0.0071
1/30/23 9:00,0.8717,0.8591,0,0.0041,0.001,0.0048
1/30/23 9:15,1.0058,0.6641,0,0.0032,0.0006,0.0036
1/30/23 9:30,0.7347,0.8578,0,0.005,0.001,0.0048
1/30/23 9:45,2.413,2.4864,0,2.9969,0.003,0.0093
1/30/23 10:00,0.6718,0.4401,0,0.005,0.0011,0.0024
1/30/23 10:15,0.7498,0.6024,0,0.0032,0.0008,0.003
1/30/23 10:30,3.8094,3.3785,4.6816,0.8429,0.0246,0.0093
1/30/23 10:45,5.174,5.0817,8.0677,0.442,0.0358,0.0152
1/30/23 11:00,4.8982,4.6229,8.0412,0.0054,0.0355,0.0143
1/30/23 11:15,5.2013,4.6076,8.0079,0.0043,0.0352,0.014
1/30/23 11:30,5.9516,5.0693,7.997,0.0027,1.3615,0.0139
1/30/23 11:45,5.63,5.0165,8.0119,0.0036,1.024,0.014
1/30/23 12:00,5.2828,5.3469,8.0194,1.5789,0.0045,0.016
1/30/23 12:15,5.0823,5.5734,8.0005,0.9296,0.0044,0.0167
1/30/23 12:30,4.797,5.3848,7.9973,0.0152,0.7801,0.016
1/30/23 12:45,7.0834,7.4057,7.9804,2.8472,1.8731,0.0179
1/30/23 13:00,5.1441,5.4853,8.0209,0.0049,1.2862,0.0158
1/30/23 13:15,4.6209,4.8569,8.0409,0.0047,0.0033,0.0157
1/30/23 13:30,4.4619,4.5513,8.0293,0.004,0.0027,0.0149
1/30/23 13:45,4.551,4.8295,8.0359,0.0043,0.003,0.0156
1/30/23 14:00,4.4571,4.5784,8.029,0.0038,0.0026,0.0151
1/30/23 14:15,5.3089,5.4219,8.0092,0.0031,1.2721,0.0153
1/30/23 14:30,5.3937,5.3854,8.0135,0.0019,1.5949,0.0149
1/30/23 14:45,5.162,5.1122,8.0249,0.7259,0.1728,0.0155
1/30/23 15:00,4.607,4.5055,8.0252,0.003,0.0024,0.0148
1/30/23 15:15,5.6462,5.2061,7.9953,0.0019,1.2439,0.0151
1/30/23 15:30,5.2222,5.0935,7.9795,0.0024,1.0594,0.0147
1/30/23 15:45,4.586,4.4435,7.9869,0.0027,0.0022,0.0143
1/30/23 16:00,4.8722,4.5841,7.9893,0.0019,0.0022,0.0141
1/30/23 16:15,4.6027,4.5777,7.9976,0.0034,0.0902,0.0148
1/30/23 16:30,6.712,7.0474,7.9418,0.006,1.9848,0.0181
1/30/23 16:45,6.1588,6.331,6.6859,0.0064,1.1259,0.0165
1/30/23 17:00,1.9068,1.525,0.1209,0.0046,0.0026,0.0067
1/30/23 17:15,1.6379,1.4385,0.0001,0.0043,0.0022,0.0056
1/30/23 17:30,1.4715,1.4078,0,0.0047,0.0028,0.0058
1/30/23 17:45,1.8014,1.8129,0,0.0053,0.0035,0.0063
1/30/23 18:00,1.4481,1.3146,0.0001,0.004,0.0018,0.0053
1/30/23 18:15,1.4674,1.8415,0.0002,0.0334,0.0006,0.0089
1/30/23 18:30,1.0939,1.4958,0.0002,0.0419,0.0007,0.0073
1/30/23 18:45,1.3489,1.2323,0,0.0409,0.0004,0.0058
1/30/23 19:00,1.2436,1.0476,0,0.0409,0.0005,0.0047
1/30/23 19:15,1.2242,0.9479,0,0.0409,0.0006,0.0041
1/30/23 19:30,1.1367,1.014,0,0.0411,0.0005,0.0049
1/30/23 19:45,1.5538,1.9766,0.0002,1.6943,0.0119,0.0087
1/30/23 20:00,2.6397,3.2353,0.0002,3.4993,0.034,0.0134
1/30/23 20:15,1.0138,1.6002,0.0004,0.9137,0.0334,0.0095
1/30/23 20:30,1.1083,1.3622,0,0.0032,0.6876,0.0058
1/30/23 20:45,0.6936,0.8143,0,0.0029,0.4933,0.0037
1/30/23 21:00,1.2935,1.3766,0,1.0382,0.0012,0.006
1/30/23 21:15,2.6107,2.7095,0,3.934,0.0022,0.0107
1/30/23 21:30,2.4324,2.5999,0,3.5854,0.0021,0.0112
1/30/23 21:45,2.4121,2.4444,0,3.0655,0.0024,0.0098
1/30/23 22:00,1.2216,1.3875,0,1.4234,0.001,0.0072
1/30/23 22:15,1.0295,0.976,0,0.4708,0.0009,0.0059
1/30/23 22:30,0.8221,0.7633,0,0.6099,0.0008,0.0053
1/30/23 22:45,1.861,1.956,0,2.3957,0.0018,0.0099
1/30/23 23:00,1.3462,1.3326,0,1.3016,0.0015,0.0071
1/30/23 23:15,1.1734,1.1619,0,1.3469,0.0014,0.0061
1/30/23 23:30,1.7662,1.8388,0,1.7083,0.0022,0.009
1/30/23 23:45,2.4582,2.5807,0,3.6578,0.0287,0.0109
1/31/23 0:00,2.2675,2.2898,0,2.9191,0.0345,0.0105
1/31/23 0:15,1.1951,1.2222,0,1.1351,0.0343,0.0067
1/31/23 0:30,0.858,0.828,0,0.6452,0.0343,0.0052
1/31/23 0:45,1.6183,1.6867,0,1.5416,0.0347,0.0089
1/31/23 1:00,2.1782,2.2622,0,3.108,0.0349,0.0102
1/31/23 1:15,1.6025,1.4962,0,1.5482,0.0347,0.0081
1/31/23 1:30,0.527,0.5748,0,0.0196,0.0343,0.0064
1/31/23 1:45,2.3405,2.3392,0,3.1769,0.0344,0.0103
1/31/23 2:00,1.4192,1.6349,0,1.356,0.0341,0.0084
1/31/23 2:15,1.1989,1.7091,0,1.4033,0.0028,0.008
1/31/23 2:30,1.3344,1.4112,0,1.0029,0.0016,0.0074
1/31/23 2:45,1.852,2.0117,0,2.5362,0.0062,0.009
1/31/23 3:00,3.9851,4.1023,5.0231,1.0895,0.035,0.0122
1/31/23 3:15,9.8872,10.0005,16.8982,1.2671,0.0364,0.0229
1/31/23 3:30,9.3888,9.658,14.7864,2.3773,0.0362,0.0226
1/31/23 3:45,1.614,1.837,0,1.7696,0.0339,0.0079
1/31/23 4:00,1.3654,1.4033,0,1.638,0.0337,0.006
1/31/23 4:15,1.1764,1.3022,0,0.6335,0.0337,0.0062
1/31/23 4:30,1.0132,1.9354,0.0002,1.0202,0.0338,0.0126
1/31/23 4:45,1.7117,2.6963,0.0003,1.5968,0.0342,0.0139
1/31/23 5:00,0.6312,1.3701,0.0001,0.2587,0.0334,0.0102
1/31/23 5:15,1.4653,2.1459,0.0001,0.9844,0.1849,0.0105
1/31/23 5:30,2.0734,2.648,0.0001,0.8068,2.1445,0.0095
1/31/23 5:45,1.9618,2.4342,0.0001,0.0053,2.128,0.0079
1/31/23 6:00,1.8995,2.3299,0.0001,0.0053,2.2001,0.007
1/31/23 6:15,2.2591,2.3494,0,0.0047,1.8692,0.0079
1/31/23 6:30,3.9526,2.3849,0,0.0006,2.8124,0.0041
1/31/23 6:45,2.406,1.4858,0,0.0022,0.7895,0.0054
1/31/23 7:00,3.2256,2.6642,2.6148,0.0035,0.2714,0.01
1/31/23 7:15,4.7378,3.5467,2.3737,0.0003,2.2704,0.0089
1/31/23 7:30,2.6879,2.3655,2.6394,0.0036,0.0016,0.0082
1/31/23 7:45,1.9609,2.0083,1.8331,0.0051,0.0015,0.0087
1/31/23 8:00,1.4288,1.4257,0.5778,0.0048,0.0012,0.0067
1/31/23 8:15,1.0416,0.837,0,0.0105,0.001,0.0043
1/31/23 8:30,2.4651,1.9998,0,2.2783,0.0014,0.0063
1/31/23 8:45,1.7438,1.252,0,1.1671,0.0013,0.0044
1/31/23 9:00,0.7693,1.3384,0,0.0068,0.0012,0.0062
1/31/23 9:15,0.6299,0.6316,0,0.0032,0.0006,0.0033
1/31/23 9:30,1.5783,1.9348,0,1.7909,0.0015,0.008
1/31/23 9:45,0.7029,0.9076,0,0.0044,0.0009,0.0043
1/31/23 10:00,0.6421,0.7636,0,0.0038,0.0009,0.0039
1/31/23 10:15,0.7789,0.6453,0,0.0027,0.0039,0.0025
1/31/23 10:30,1.0872,1.1032,0,0.4261,0.0328,0.0047
1/31/23 10:45,1.5215,1.5967,0,1.6921,0.0332,0.0061
1/31/23 11:00,0.652,0.6761,0,0.0041,0.0329,0.0028
1/31/23 11:15,0.7733,0.9818,0,0.1523,0.0329,0.0051
1/31/23 11:30,1.5491,1.6578,0,1.6431,0.0333,0.0066
1/31/23 11:45,0.7014,0.8002,0,0.0053,0.0329,0.0041
1/31/23 12:00,1.1792,1.0936,0,0.0798,0.0329,0.0051
1/31/23 12:15,1.489,1.3965,0,0.8521,0.0333,0.0044
1/31/23 12:30,0.8197,0.7646,0,0.0046,0.033,0.0032
1/31/23 12:45,0.7571,1.1265,0,0.006,0.0331,0.0065
1/31/23 13:00,0.7967,0.9844,0,0.0055,0.0329,0.0058
1/31/23 13:15,1.0005,1.1425,0,0.0053,0.0332,0.0059
1/31/23 13:30,1.5692,0.8034,0,0.0023,0.0344,0.0037
1/31/23 13:45,1.1499,0.8696,0,0.004,0.0335,0.0039
1/31/23 14:00,1.613,0.5622,0,0.0018,0.0345,0.0022
1/31/23 14:15,1.112,0.916,0,0.0041,0.0334,0.004
1/31/23 14:30,0.6582,0.4393,0,0.0255,0.0333,0.0028
1/31/23 14:45,0.9038,0.7989,0,0.042,0.0333,0.0048
1/31/23 15:00,0.4894,0.4552,0,0.0421,0.0332,0.0038
1/31/23 15:15,0.9237,1.0749,0,0.0419,0.0332,0.0062
1/31/23 15:30,1.0742,1.1504,0,1.062,0.0333,0.0054
1/31/23 15:45,1.6766,1.8831,0,1.2045,0.0336,0.0072
1/31/23 16:00,1.6441,1.7148,0,0.0046,1.7716,0.0039
1/31/23 16:15,2.4315,2.56,0,0.0028,2.7684,0.0052
1/31/23 16:30,2.742,3.3623,0,0.385,2.7807,0.0119
1/31/23 16:45,1.7827,2.7418,0.0003,1.06,0.0503,0.0128
1/31/23 17:00,1.178,1.6235,0.0002,0.0076,0.0036,0.0096
1/31/23 17:15,2.1759,1.7223,0.0001,0.0045,0.0029,0.0069
1/31/23 17:30,2.4544,2.4868,0,0.885,1.3036,0.0075
1/31/23 17:45,2.8947,2.8784,0,1.5882,1.1182,0.0085
1/31/23 18:00,1.576,1.4994,0.0002,0.2832,0.0029,0.0059
1/31/23 18:15,1.6108,1.3872,0,0.0046,0.0027,0.0061
1/31/23 18:30,1.642,1.2274,0,0.0041,0.0026,0.0052
1/31/23 18:45,1.4706,1.7037,0.0004,0.0077,0.0041,0.0095
1/31/23 19:00,1.3575,1.2371,0.0001,0.0062,0.0033,0.006
1/31/23 19:15,1.5037,1.5383,0.0002,0.0073,0.004,0.008
1/31/23 19:30,1.6387,1.3929,0,0.0057,0.004,0.0062
1/31/23 19:45,1.5479,1.385,0,0.0057,0.0033,0.0066
1/31/23 20:00,1.7382,1.7196,0,0.0088,0.0065,0.0069
1/31/23 20:15,1.7207,1.4444,0,0.0071,0.0058,0.0048
1/31/23 20:30,1.4326,1.1794,0,0.0056,0.004,0.0053
1/31/23 20:45,1.3708,1.0121,0,0.0052,0.0217,0.005
1/31/23 21:00,1.6278,0.9298,0,0.0406,0.0352,0.0022
1/31/23 21:15,1.351,0.8698,0,0.0419,0.0345,0.004
1/31/23 21:30,1.3645,0.9096,0,0.0416,0.0342,0.0036
1/31/23 21:45,1.3028,0.8584,0,0.0419,0.0345,0.0031
1/31/23 22:00,1.4254,1.0272,0,0.0417,0.0344,0.0038
1/31/23 22:15,1.2328,0.8836,0,0.0417,0.0341,0.0038
1/31/23 22:30,1.4639,1.0462,0,0.0417,0.0344,0.0039
1/31/23 22:45,1.2403,1.2273,0,0.0425,0.0346,0.004
1/31/23 23:00,1.455,0.8971,0,0.0417,0.0343,0.0033
1/31/23 23:15,1.2296,0.8439,0,0.0418,0.0343,0.0032
1/31/23 23:30,1.474,1.0986,0,0.0416,0.0341,0.004
1/31/23 23:45,1.2036,0.7796,0,0.0417,0.0342,0.0026
2/1/23 0:00,1.4835,1.1661,0,0.0423,0.0345,0.0051
2/1/23 0:15,1.2098,0.9202,0,0.0422,0.0345,0.0042
2/1/23 0:30,1.4824,1.1772,0,0.0422,0.0345,0.0053
2/1/23 0:45,1.203,0.8998,0,0.0424,0.0345,0.0047
2/1/23 1:00,1.5338,1.2883,0,0.0426,0.0347,0.0066
2/1/23 1:15,1.158,0.7673,0,0.0423,0.0346,0.0039
2/1/23 1:30,1.5718,1.2328,0,0.0425,0.0348,0.0055
2/1/23 1:45,1.1509,0.7469,0,0.0424,0.0348,0.0031
2/1/23 2:00,1.5608,1.2,0,0.0427,0.0351,0.0052
2/1/23 2:15,1.1668,0.9978,0,0.043,0.035,0.0057
2/1/23 2:30,1.5653,1.2036,0,0.0427,0.0349,0.005
2/1/23 2:45,1.1152,0.772,0,0.0426,0.0348,0.0041
2/1/23 3:00,1.604,1.0334,0,0.0424,0.035,0.0045
2/1/23 3:15,1.1061,0.4843,0,0.0423,0.0347,0.0028
2/1/23 3:30,6.1881,5.7256,9.2142,0.0418,0.036,0.0151
2/1/23 3:45,1.5103,0.9962,0.7102,0.0421,0.0346,0.004
2/1/23 4:00,1.5575,1.3276,0,0.0424,0.0346,0.0056
2/1/23 4:15,1.1356,1.0444,0,0.0426,0.0345,0.0048
2/1/23 4:30,1.5585,2.1921,0.0003,0.0439,0.035,0.0125
2/1/23 4:45,1.1863,1.7696,0.0003,0.0438,0.035,0.0113
2/1/23 5:00,1.4934,1.8784,0.0001,0.0434,0.0349,0.0103
2/1/23 5:15,1.222,1.1486,0,0.0427,0.0346,0.0058
2/1/23 5:30,1.5492,1.5399,0.0001,0.0427,0.0347,0.0068
2/1/23 5:45,1.2604,1.275,0,0.0425,0.0345,0.0062
2/1/23 6:00,1.534,1.3575,0.0002,0.0417,0.0342,0.0063
2/1/23 6:15,1.3349,1.396,0.0001,0.0429,0.0347,0.0068
2/1/23 6:30,1.5978,1.3976,0,0.0423,0.0345,0.0056
2/1/23 6:45,1.6412,1.3284,0.0001,0.0421,0.0345,0.0061
2/1/23 7:00,3.67,3.4759,4.1788,0.0418,0.0349,0.0131
2/1/23 7:15,2.9356,2.5667,2.3875,0.0416,0.0349,0.0098
2/1/23 7:30,2.6255,2.6124,2.1485,0.0416,0.0339,0.0112
2/1/23 7:45,1.9161,1.9982,1.2615,0.0416,0.0336,0.0079
2/1/23 8:00,1.3127,1.5169,0.3424,0.0426,0.034,0.0078
2/1/23 8:15,1.2083,1.461,0.0001,0.0423,0.0339,0.0072
2/1/23 8:30,1.0103,0.7529,0,0.0414,0.0336,0.0028
2/1/23 8:45,1.1885,1.0218,0,0.0419,0.0341,0.0049
2/1/23 9:00,1.1453,0.7923,0,0.0417,0.0339,0.0033
2/1/23 9:15,1.2156,1.2137,0,0.0429,0.0344,0.0043
2/1/23 9:30,1.001,0.8748,0,0.043,0.0345,0.0029
2/1/23 9:45,1.1763,1.1112,0,0.0428,0.0344,0.0042
2/1/23 10:00,0.5541,0.6941,0,0.0426,0.0335,0.0053
2/1/23 10:15,1.1223,1.1339,0,0.0424,0.0338,0.0068
2/1/23 10:30,0.6835,0.5611,0,0.0419,0.0332,0.0039
2/1/23 10:45,1.0234,0.9858,0,0.0419,0.0336,0.0058
2/1/23 11:00,0.6086,0.7542,0,0.0422,0.0333,0.0054
2/1/23 11:15,1.6009,1.3015,0,0.0413,0.0328,0.0071
2/1/23 11:30,0.637,1.202,0,0.043,0.0336,0.008
2/1/23 11:45,0.8833,1.3107,0,0.0426,0.0337,0.0076
2/1/23 12:00,0.5769,0.9914,0,0.0432,0.0339,0.0068
2/1/23 12:15,0.8355,1.2267,0,0.0432,0.034,0.0076
2/1/23 12:30,0.6446,1.3165,0,0.0438,0.0343,0.0068
2/1/23 12:45,0.8188,0.9535,0,0.0429,0.0339,0.0063
2/1/23 13:00,0.6694,0.8838,0,0.0428,0.0337,0.0059
2/1/23 13:15,0.7957,0.9223,0,0.0427,0.0337,0.0058
2/1/23 13:30,0.6749,0.7354,0,0.0424,0.0336,0.0047
2/1/23 13:45,0.8535,0.8893,0,0.0421,0.0334,0.0049
2/1/23 14:00,0.7725,0.7159,0,0.042,0.0335,0.0042
2/1/23 14:15,0.7505,0.927,0,0.0428,0.0338,0.0063
2/1/23 14:30,0.8771,0.8847,0,0.0423,0.0338,0.0054
2/1/23 14:45,0.7016,0.9274,0,0.0426,0.0336,0.0066
2/1/23 15:00,0.7371,0.9369,0,0.0424,0.0335,0.006
2/1/23 15:15,1.0986,0.8975,0,0.0417,0.0332,0.004
2/1/23 15:30,1.0982,0.982,0,0.0418,0.0332,0.0049
2/1/23 15:45,1.2734,0.9618,0,0.0415,0.0333,0.0039
2/1/23 16:00,1.6583,1.5783,0,0.0416,0.9066,0.006
2/1/23 16:15,1.8544,1.4308,0,0.0411,0.9867,0.0044
2/1/23 16:30,2.2249,1.9304,0.0002,0.0462,0.0027,0.0111
2/1/23 16:45,2.4752,2.4736,0,1.4168,0.0053,0.0108
2/1/23 17:00,1.9969,1.3696,0,0.0048,0.0047,0.005
2/1/23 17:15,1.9092,1.5688,0,0.6009,0.01,0.0055
2/1/23 17:30,3.1384,3.072,0.0001,0.9166,1.7648,0.0085
2/1/23 17:45,2.6338,2.7201,0.0002,0.6562,1.379,0.0097
2/1/23 18:00,2.2158,1.767,0,0.5878,0.0048,0.0059
2/1/23 18:15,2.1964,1.7562,0.0001,0.8997,0.0047,0.0063
2/1/23 18:30,3.1141,1.9328,0,0.0028,0.0075,0.0056
2/1/23 18:45,1.2589,1.1673,0.0006,0.004,0.0018,0.0068
2/1/23 19:00,1.134,1.6381,0.0002,0.0063,0.0011,0.009
2/1/23 19:15,1.8974,1.045,0.0001,0.0013,0.0026,0.0048
2/1/23 19:30,1.2189,1.5545,0.0002,0.0051,0.0013,0.0083
2/1/23 19:45,0.8914,1.2468,0,0.0401,0.001,0.0078
2/1/23 20:00,1.1305,1.5128,0.0002,0.0418,0.0009,0.0085
2/1/23 20:15,0.5774,1.3406,0.0011,0.0424,0.001,0.0094
2/1/23 20:30,0.8883,1.1861,0,0.0416,0.0009,0.0067
2/1/23 20:45,0.586,0.7806,0,0.0418,0.0143,0.005
2/1/23 21:00,0.9104,1.1456,0,0.0419,0.033,0.0066
2/1/23 21:15,0.5276,0.7028,0,0.042,0.033,0.0049
2/1/23 21:30,0.9744,1.0781,0,0.0421,0.0332,0.0058
2/1/23 21:45,0.5137,0.9259,0,0.0427,0.0333,0.0073
2/1/23 22:00,0.9456,1.2784,0,0.0422,0.0331,0.0067
2/1/23 22:15,0.5214,0.9304,0,0.0424,0.033,0.006
2/1/23 22:30,0.986,1.3975,0,0.0422,0.033,0.0082
2/1/23 22:45,0.4882,0.7812,0,0.0422,0.0329,0.0056
2/1/23 23:00,0.9879,1.2502,0,0.0426,0.0335,0.0076
2/1/23 23:15,0.5323,0.7295,0,0.0427,0.0335,0.0058
2/1/23 23:30,0.9542,0.9131,0,0.0426,0.0336,0.006
2/1/23 23:45,0.5436,0.5397,0,0.0429,0.0336,0.0053
2/2/23 0:00,0.9707,0.9635,0,0.0429,0.0339,0.0066
2/2/23 0:15,0.5928,0.6848,0,0.0431,0.0337,0.0052
2/2/23 0:30,0.8904,1.0875,0,0.043,0.0337,0.0073
2/2/23 0:45,0.625,0.7854,0,0.0429,0.0335,0.006
2/2/23 1:00,0.8806,1.0455,0,0.0429,0.0337,0.0071
2/2/23 1:15,0.6277,1.0651,0,0.0434,0.0338,0.0071
2/2/23 1:30,0.8487,1.1604,0,0.0434,0.0341,0.0072
2/2/23 1:45,0.708,0.8573,0,0.0431,0.0338,0.006
2/2/23 2:00,0.7969,1.0839,0,0.043,0.0336,0.0073
2/2/23 2:15,0.6802,1.2307,0,0.043,0.0334,0.0082
2/2/23 2:30,0.8093,1.3138,0,0.043,0.0335,0.0084
2/2/23 2:45,0.6992,1.1294,0,0.0427,0.0333,0.0068
2/2/23 3:00,0.7587,1.1603,0,0.0425,0.0332,0.0068
2/2/23 3:15,0.7202,1.0937,0,0.0427,0.0333,0.0065
2/2/23 3:30,0.7462,1.0385,0,0.0424,0.0333,0.0059
2/2/23 3:45,0.7163,0.9169,0,0.0424,0.0333,0.006
2/2/23 4:00,0.7869,0.9138,0,0.0422,0.0333,0.0052
2/2/23 4:15,0.7352,0.8852,0,0.042,0.0331,0.0049
2/2/23 4:30,0.7377,1.7935,0.0005,0.0435,0.0335,0.0127
2/2/23 4:45,0.7583,1.6399,0.0003,0.0433,0.0333,0.0114
2/2/23 5:00,0.7676,1.5359,0.0003,0.0428,0.033,0.0103
2/2/23 5:15,0.7264,1.1655,0.0003,0.0418,0.0325,0.0068
2/2/23 5:30,0.8039,1.0182,0.0002,0.0413,0.0324,0.0061
2/2/23 5:45,0.8244,1.2116,0.0002,0.0416,0.0324,0.0077
2/2/23 6:00,0.8237,1.2437,0.0005,0.0416,0.0324,0.0079
2/2/23 6:15,1.5554,1.3287,0,0.0414,0.0334,0.0058
2/2/23 6:30,1.5414,1.4427,0.0001,0.0415,0.0334,0.0061
2/2/23 6:45,1.6145,1.5516,0,0.0423,0.0343,0.0066
2/2/23 7:00,2.8911,2.4426,2.5951,0.0418,0.0349,0.0092
2/2/23 7:15,4.9241,4.4306,5.8739,0.0414,0.0353,0.0141
2/2/23 7:30,2.9698,2.644,2.6259,0.0421,0.035,0.0097
2/2/23 7:45,2.1991,2.2808,1.4278,0.0418,0.0336,0.0103
2/2/23 8:00,0.7674,1.0756,0.3682,0.0426,0.0333,0.0074
2/2/23 8:15,0.9629,1.6315,0,0.0437,0.034,0.0088
2/2/23 8:30,0.487,0.5313,0,0.0426,0.0333,0.0048
2/2/23 8:45,1.0742,1.0871,0,0.042,0.0333,0.0057
2/2/23 9:00,1.2113,0.6821,0,0.0412,0.0328,0.0031
2/2/23 9:15,1.0233,1.1217,0,0.0426,0.0337,0.0062
2/2/23 9:30,0.5733,0.8003,0,0.0427,0.0333,0.0054
2/2/23 9:45,0.864,1.3087,0,0.0426,0.0333,0.0082
2/2/23 10:00,0.5621,0.8491,0,0.0428,0.0335,0.0064
2/2/23 10:15,1.0142,1.1325,0,0.0423,0.0336,0.0063
2/2/23 10:30,0.5623,1.0186,0,0.0429,0.0336,0.0071
2/2/23 10:45,0.9441,1.0918,0,0.0425,0.0338,0.0059
2/2/23 11:00,0.7282,0.6423,0,0.0422,0.0335,0.0038
2/2/23 11:15,0.8272,0.8904,0,0.0425,0.0336,0.0054
2/2/23 11:30,0.5908,0.5953,0,0.0424,0.0335,0.0039
2/2/23 11:45,0.8433,0.9647,0,0.0424,0.0335,0.0057
2/2/23 12:00,0.5733,0.6996,0,0.0426,0.0335,0.0051
2/2/23 12:15,0.8398,0.9339,0,0.0428,0.0338,0.0063
2/2/23 12:30,0.8928,1.0606,0,0.6544,0.034,0.0067
2/2/23 12:45,2.5868,2.4767,0,3.0899,0.0296,0.0104
2/2/23 13:00,0.4737,0.2702,0,0.0039,0.0008,0.0032
2/2/23 13:15,0.8517,0.7713,0,0.0045,0.0009,0.0055
2/2/23 13:30,1.9311,1.8917,0,2.472,0.0183,0.009
2/2/23 13:45,1.444,1.4865,0,0.8369,0.0342,0.0076
2/2/23 14:00,1.8103,1.9392,0,2.5423,0.0344,0.0095
2/2/23 14:15,0.8551,1.1523,0,0.0054,0.0336,0.0067
2/2/23 14:30,0.6269,0.8524,0,0.005,0.0336,0.004
2/2/23 14:45,0.8704,0.9522,0,0.0042,0.0308,0.0042
2/2/23 15:00,0.7508,1.1768,0,0.5188,0.0013,0.0055
2/2/23 15:15,2.7939,2.9395,0,3.2045,0.003,0.0109
2/2/23 15:30,0.7165,0.4449,0,0.003,0.0051,0.0023
2/2/23 15:45,1.2268,0.983,0,0.0036,0.0332,0.0048
2/2/23 16:00,1.6723,1.6251,0,0.1389,1.934,0.0039
2/2/23 16:15,4.409,4.7059,0,3.8195,2.6872,0.012
2/2/23 16:30,2.3959,2.9825,0.0001,0.8976,0.0047,0.0132
2/2/23 16:45,2.3145,2.3427,0,0.0071,0.0043,0.0104
2/2/23 17:00,2.7763,2.0496,0,0.0041,0.7356,0.0059
2/2/23 17:15,4.179,3.2386,0,2.4131,0.0068,0.0091
2/2/23 17:30,5.0026,3.9899,0,3.3539,1.2999,0.0086
