Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1054615,-,b'Nevada',b'United States',36.16,-115.15,-8,620,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,Clearsky DNI,Clearsky DHI,Clearsky GHI,Solar Zenith Angle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,20,30,0,0,0,136.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,20,40,0,0,0,138.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,20,50,0,0,0,140.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,21,0,0,0,0,142.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,21,10,0,0,0,144.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,21,20,0,0,0,146.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,21,30,0,0,0,148.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,21,40,0,0,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,21,50,0,0,0,151.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,22,0,0,0,0,153.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,22,10,0,0,0,155.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,22,20,0,0,0,157.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,22,30,0,0,0,159.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,22,40,0,0,0,160.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,22,50,0,0,0,162.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,23,0,0,0,0,163.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,23,10,0,0,0,164.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,23,20,0,0,0,165.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,23,30,0,0,0,166.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,23,40,0,0,0,166.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,1,23,50,0,0,0,166.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,0,0,0,0,0,166.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,0,10,0,0,0,165.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,0,20,0,0,0,164.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,0,30,0,0,0,163.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,0,40,0,0,0,162.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,0,50,0,0,0,160.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,1,0,0,0,0,158.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,1,10,0,0,0,157.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,1,20,0,0,0,155.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,1,30,0,0,0,153.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,1,40,0,0,0,151.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,1,50,0,0,0,149.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,2,0,0,0,0,147.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,2,2,10,0,0,0,145.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
