,Date,Valid,Installed_Charge_Capacity,Installed_Discharge_Capacity,Total_Charge,Total_Discharge,Hourly_Charging,Hourly_Discharging
84,02/27/2024,True,7658,6840,6746.698,4541.76,"[130.186, 114.86999999999999, 252.714, 513.086, 283.34600000000006, 191.45000000000002, 122.528, 183.792, 114.86999999999999, 344.61, 574.35, 551.3760000000001, 719.852, 513.086, 275.68800000000005, 298.662, 199.108, 114.86999999999999, 45.948, 61.264, 68.92200000000001, 68.92200000000001, 436.50600000000003, 566.6920000000001]","[116.28000000000002, 47.879999999999995, 47.879999999999995, 54.72, 47.879999999999995, 123.12000000000002, 328.32, 424.08, 430.92, 314.64, 164.16, 109.44, 75.24000000000001, 116.28000000000002, 143.64000000000001, 34.2, 198.35999999999999, 157.32, 506.1600000000001, 444.6, 362.52, 164.16, 41.04, 88.92]"
85,02/28/2024,True,7658,6840,4135.320000000001,4097.16,"[313.97799999999995, 268.03000000000003, 298.662, 99.554, 107.21199999999999, 76.58, 53.605999999999995, 68.92200000000001, 245.056, 283.34600000000006, 222.082, 291.004, 283.34600000000006, 252.714, 122.528, 137.84400000000002, 291.004, 91.896, 45.948, 84.23800000000001, 76.58, 68.92200000000001, 145.502, 206.76600000000002]","[75.24000000000001, 47.879999999999995, 34.2, 41.04, 34.2, 75.24000000000001, 129.96, 300.96000000000004, 287.28000000000003, 116.28000000000002, 205.2, 150.48000000000002, 54.72, 88.92, 116.28000000000002, 307.8, 287.28000000000003, 287.28000000000003, 629.28, 478.80000000000007, 123.12000000000002, 123.12000000000002, 34.2, 68.4]"
86,02/29/2024,True,7658,6840,4901.12,3673.08,"[214.42399999999998, 176.134, 222.082, 252.714, 214.42399999999998, 130.186, 145.502, 122.528, 275.68800000000005, 183.792, 137.84400000000002, 145.502, 268.03000000000003, 513.086, 612.64, 252.714, 214.42399999999998, 53.605999999999995, 53.605999999999995, 76.58, 130.186, 145.502, 99.554, 260.372]","[68.4, 41.04, 34.2, 75.24000000000001, 34.2, 123.12000000000002, 300.96000000000004, 424.08, 164.16, 143.64000000000001, 164.16, 109.44, 68.4, 47.879999999999995, 61.56000000000001, 34.2, 61.56000000000001, 300.96000000000004, 718.1999999999999, 342.0, 157.32, 61.56000000000001, 68.4, 68.4]"
87,03/01/2024,True,7658,6840,4365.06,3652.56,"[206.76600000000002, 214.42399999999998, 260.372, 191.45000000000002, 122.528, 199.108, 84.23800000000001, 145.502, 130.186, 291.004, 275.68800000000005, 160.818, 214.42399999999998, 214.42399999999998, 191.45000000000002, 153.16, 260.372, 61.264, 122.528, 61.264, 30.632, 84.23800000000001, 229.73999999999998, 459.47999999999996]","[47.879999999999995, 34.2, 34.2, 47.879999999999995, 41.04, 102.6, 143.64000000000001, 232.56000000000003, 136.8, 75.24000000000001, 54.72, 88.92, 82.08, 75.24000000000001, 218.88, 177.84, 61.56000000000001, 342.0, 595.0799999999999, 547.2, 369.36000000000007, 75.24000000000001, 41.04, 27.36]"
88,03/02/2024,True,7823,6840,5335.286,3618.36,"[234.69, 164.28300000000002, 156.46, 179.929, 109.52199999999999, 78.23, 23.469, 242.513, 547.61, 281.62800000000004, 305.097, 320.74299999999994, 383.327, 625.84, 359.858, 250.336, 281.62800000000004, 148.637, 125.168, 86.05300000000001, 109.52199999999999, 109.52199999999999, 156.46, 54.760999999999996]","[102.6, 143.64000000000001, 136.8, 88.92, 143.64000000000001, 266.76, 697.68, 410.4, 136.8, 82.08, 41.04, 95.75999999999999, 109.44, 82.08, 88.92, 68.4, 88.92, 191.51999999999998, 253.08000000000004, 68.4, 102.6, 61.56000000000001, 75.24000000000001, 82.08]"
89,03/03/2024,True,7823,6840,3676.81,4035.6,"[125.168, 78.23, 109.52199999999999, 125.168, 164.28300000000002, 93.876, 86.05300000000001, 31.292, 101.69900000000001, 336.38899999999995, 219.04399999999998, 101.69900000000001, 367.681, 281.62800000000004, 179.929, 172.10600000000002, 164.28300000000002, 148.637, 101.69900000000001, 70.40700000000001, 62.584, 101.69900000000001, 86.05300000000001, 367.681]","[41.04, 61.56000000000001, 82.08, 82.08, 41.04, 68.4, 300.96000000000004, 294.12, 109.44, 75.24000000000001, 232.56000000000003, 150.48000000000002, 102.6, 75.24000000000001, 61.56000000000001, 116.28000000000002, 129.96, 314.64, 649.8, 451.44, 314.64, 116.28000000000002, 75.24000000000001, 88.92]"
90,03/04/2024,True,7823,6840,5108.419,4815.360000000001,"[555.433, 281.62800000000004, 265.982, 242.513, 234.69, 125.168, 70.40700000000001, 179.929, 219.04399999999998, 211.22100000000003, 226.867, 258.159, 148.637, 179.929, 226.867, 211.22100000000003, 156.46, 219.04399999999998, 46.938, 187.752, 132.991, 250.336, 258.159, 219.04399999999998]","[34.2, 47.879999999999995, 68.4, 68.4, 61.56000000000001, 116.28000000000002, 198.35999999999999, 102.6, 123.12000000000002, 54.72, 116.28000000000002, 88.92, 164.16, 129.96, 198.35999999999999, 212.04, 259.92, 355.68, 882.36, 615.6, 410.4, 253.08000000000004, 123.12000000000002, 129.96]"
91,03/05/2024,True,7823,6840,5382.224,3946.68,"[156.46, 211.22100000000003, 359.858, 226.867, 258.159, 297.274, 62.584, 219.04399999999998, 751.008, 500.672, 375.504, 203.39800000000002, 179.929, 226.867, 281.62800000000004, 140.81400000000002, 172.10600000000002, 117.345, 179.929, 125.168, 78.23, 78.23, 70.40700000000001, 109.52199999999999]","[136.8, 95.75999999999999, 102.6, 47.879999999999995, 61.56000000000001, 109.44, 164.16, 123.12000000000002, 75.24000000000001, 82.08, 95.75999999999999, 123.12000000000002, 109.44, 136.8, 41.04, 82.08, 54.72, 205.2, 677.1600000000001, 595.0799999999999, 342.0, 280.43999999999994, 129.96, 75.24000000000001]"
92,03/06/2024,True,7823,6840,5296.171,4726.4400000000005,"[140.81400000000002, 375.504, 336.38899999999995, 305.097, 445.911, 179.929, 109.52199999999999, 109.52199999999999, 211.22100000000003, 234.69, 344.21200000000005, 305.097, 203.39800000000002, 226.867, 281.62800000000004, 297.274, 187.752, 172.10600000000002, 172.10600000000002, 258.159, 62.584, 117.345, 109.52199999999999, 109.52199999999999]","[171.0, 88.92, 68.4, 68.4, 95.75999999999999, 136.8, 342.0, 205.2, 88.92, 177.84, 82.08, 54.72, 109.44, 54.72, 102.6, 136.8, 198.35999999999999, 451.44, 601.9200000000001, 492.4800000000001, 492.4800000000001, 266.76, 102.6, 136.8]"
93,03/07/2024,True,7823,6840,6086.294,5478.84,"[86.05300000000001, 140.81400000000002, 148.637, 242.513, 179.929, 352.03499999999997, 187.752, 148.637, 359.858, 328.56600000000003, 469.38, 383.327, 305.097, 352.03499999999997, 453.734, 500.672, 172.10600000000002, 211.22100000000003, 179.929, 125.168, 258.159, 211.22100000000003, 156.46, 132.991]","[75.24000000000001, 129.96, 102.6, 102.6, 116.28000000000002, 34.2, 239.40000000000003, 314.64, 171.0, 177.84, 164.16, 177.84, 191.51999999999998, 136.8, 143.64000000000001, 88.92, 212.04, 417.24, 649.8, 820.8, 622.4399999999999, 164.16, 150.48000000000002, 75.24000000000001]"
94,03/08/2024,True,7823,6840,6219.285,2804.4,"[140.81400000000002, 250.336, 406.79600000000005, 555.433, 625.84, 250.336, 86.05300000000001, 109.52199999999999, 305.097, 485.026, 297.274, 234.69, 359.858, 242.513, 312.92, 250.336, 398.97299999999996, 187.752, 148.637, 125.168, 101.69900000000001, 117.345, 117.345, 109.52199999999999]","[102.6, 88.92, 54.72, 34.2, 68.4, 68.4, 294.12, 225.72, 68.4, 75.24000000000001, 143.64000000000001, 109.44, 205.2, 95.75999999999999, 116.28000000000002, 150.48000000000002, 61.56000000000001, 102.6, 253.08000000000004, 75.24000000000001, 136.8, 95.75999999999999, 95.75999999999999, 82.08]"
95,03/09/2024,True,7823,6840,4138.367,4623.84,"[203.39800000000002, 179.929, 203.39800000000002, 148.637, 132.991, 93.876, 54.760999999999996, 62.584, 140.81400000000002, 164.28300000000002, 414.61899999999997, 430.265, 344.21200000000005, 336.38899999999995, 250.336, 211.22100000000003, 156.46, 39.115, 172.10600000000002, 132.991, 62.584, 46.938, 62.584, 93.876]","[123.12000000000002, 61.56000000000001, 54.72, 75.24000000000001, 82.08, 75.24000000000001, 471.96000000000004, 465.12000000000006, 191.51999999999998, 123.12000000000002, 68.4, 116.28000000000002, 95.75999999999999, 75.24000000000001, 88.92, 109.44, 82.08, 287.28000000000003, 444.6, 376.2, 410.4, 376.2, 225.72, 143.64000000000001]"
96,03/10/2024,False,7823,6840,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
97,03/11/2024,True,7823,6840,4373.057,3221.64,"[359.858, 273.805, 265.982, 203.39800000000002, 125.168, 78.23, 93.876, 23.469, 101.69900000000001, 226.867, 250.336, 219.04399999999998, 336.38899999999995, 234.69, 320.74299999999994, 164.28300000000002, 148.637, 140.81400000000002, 31.292, 101.69900000000001, 172.10600000000002, 109.52199999999999, 125.168, 265.982]","[82.08, 61.56000000000001, 47.879999999999995, 47.879999999999995, 68.4, 75.24000000000001, 136.8, 444.6, 205.2, 95.75999999999999, 136.8, 109.44, 88.92, 75.24000000000001, 75.24000000000001, 61.56000000000001, 61.56000000000001, 143.64000000000001, 294.12, 622.4399999999999, 75.24000000000001, 68.4, 88.92, 54.72]"
98,03/12/2024,True,7823,6840,4091.429,3700.44,"[179.929, 250.336, 469.38, 179.929, 78.23, 54.760999999999996, 86.05300000000001, 23.469, 132.991, 242.513, 352.03499999999997, 195.57500000000002, 156.46, 148.637, 258.159, 234.69, 234.69, 242.513, 46.938, 101.69900000000001, 62.584, 70.40700000000001, 125.168, 164.28300000000002]","[88.92, 54.72, 68.4, 88.92, 88.92, 68.4, 191.51999999999998, 348.84, 218.88, 102.6, 82.08, 82.08, 171.0, 150.48000000000002, 129.96, 191.51999999999998, 54.72, 41.04, 389.88, 478.80000000000007, 171.0, 212.04, 123.12000000000002, 102.6]"
99,03/13/2024,True,7822,6840,4787.064,4788.0,"[219.016, 242.482, 453.676, 305.058, 117.33, 125.152, 78.22, 23.466, 62.576, 320.70199999999994, 289.41400000000004, 453.676, 430.21, 219.016, 219.016, 375.456, 234.66, 132.97400000000002, 93.864, 109.508, 31.288, 54.754, 132.97400000000002, 62.576]","[116.28000000000002, 54.72, 47.879999999999995, 109.44, 47.879999999999995, 95.75999999999999, 246.24000000000004, 560.8799999999999, 362.52, 88.92, 82.08, 102.6, 116.28000000000002, 102.6, 54.72, 54.72, 136.8, 184.68000000000004, 287.28000000000003, 560.8799999999999, 574.5600000000001, 444.6, 225.72, 129.96]"
100,03/14/2024,True,7822,6840,5936.898,3796.2000000000003,"[117.33, 132.97400000000002, 132.97400000000002, 132.97400000000002, 219.016, 219.016, 203.372, 179.906, 328.524, 383.278, 477.142, 398.92199999999997, 430.21, 578.8280000000001, 422.38800000000003, 132.97400000000002, 203.372, 265.94800000000004, 258.12600000000003, 101.686, 140.79600000000002, 117.33, 164.262, 195.55]","[75.24000000000001, 123.12000000000002, 123.12000000000002, 225.72, 68.4, 109.44, 184.68000000000004, 266.76, 34.2, 68.4, 143.64000000000001, 88.92, 109.44, 116.28000000000002, 164.16, 294.12, 88.92, 102.6, 123.12000000000002, 615.6, 424.08, 150.48000000000002, 47.879999999999995, 47.879999999999995]"
101,03/15/2024,True,7822,6840,4075.262,3447.36,"[211.19400000000002, 211.19400000000002, 117.33, 195.55, 140.79600000000002, 109.508, 101.686, 93.864, 101.686, 234.66, 195.55, 305.058, 351.99, 375.456, 328.524, 211.19400000000002, 125.152, 140.79600000000002, 132.97400000000002, 62.576, 70.39800000000001, 117.33, 93.864, 46.932]","[136.8, 82.08, 82.08, 61.56000000000001, 61.56000000000001, 54.72, 102.6, 246.24000000000004, 177.84, 129.96, 171.0, 123.12000000000002, 177.84, 75.24000000000001, 88.92, 68.4, 41.04, 61.56000000000001, 82.08, 273.6, 444.6, 307.8, 212.04, 184.68000000000004]"
102,03/16/2024,True,7822,6840,4701.022,4603.32,"[86.042, 117.33, 101.686, 78.22, 117.33, 179.906, 101.686, 101.686, 86.042, 148.618, 179.906, 265.94800000000004, 359.812, 398.92199999999997, 492.786, 430.21, 516.2520000000001, 250.304, 93.864, 101.686, 46.932, 70.39800000000001, 203.372, 172.084]","[205.2, 171.0, 205.2, 239.40000000000003, 129.96, 102.6, 198.35999999999999, 355.68, 198.35999999999999, 177.84, 191.51999999999998, 136.8, 88.92, 88.92, 34.2, 88.92, 20.52, 47.879999999999995, 294.12, 403.56, 554.04, 410.4, 136.8, 123.12000000000002]"
103,03/17/2024,True,7822,6840,5459.756,3392.6400000000003,"[211.19400000000002, 156.44, 289.41400000000004, 250.304, 250.304, 117.33, 62.576, 70.39800000000001, 148.618, 156.44, 305.058, 211.19400000000002, 226.838, 359.812, 336.34599999999995, 328.524, 594.472, 516.2520000000001, 219.016, 101.686, 78.22, 179.906, 179.906, 109.508]","[184.68000000000004, 198.35999999999999, 157.32, 123.12000000000002, 61.56000000000001, 88.92, 116.28000000000002, 253.08000000000004, 259.92, 88.92, 68.4, 143.64000000000001, 41.04, 68.4, 102.6, 184.68000000000004, 95.75999999999999, 116.28000000000002, 232.56000000000003, 232.56000000000003, 355.68, 54.72, 88.92, 75.24000000000001]"
104,03/18/2024,True,7822,6840,5201.63,4986.360000000001,"[156.44, 132.97400000000002, 70.39800000000001, 117.33, 93.864, 109.508, 78.22, 132.97400000000002, 195.55, 320.70199999999994, 563.1840000000001, 617.938, 312.88, 281.59200000000004, 406.744, 258.12600000000003, 195.55, 258.12600000000003, 117.33, 156.44, 70.39800000000001, 109.508, 250.304, 195.55]","[136.8, 157.32, 157.32, 136.8, 116.28000000000002, 218.88, 417.24, 451.44, 184.68000000000004, 68.4, 95.75999999999999, 54.72, 116.28000000000002, 88.92, 88.92, 68.4, 102.6, 88.92, 266.76, 930.2400000000001, 615.6, 273.6, 41.04, 109.44]"
105,03/19/2024,True,7822,6840,6179.38,4192.92,"[172.084, 93.864, 54.754, 78.22, 148.618, 211.19400000000002, 125.152, 242.482, 258.12600000000003, 336.34599999999995, 578.8280000000001, 641.4039999999999, 688.336, 453.676, 211.19400000000002, 265.94800000000004, 132.97400000000002, 234.66, 195.55, 93.864, 164.262, 78.22, 258.12600000000003, 461.49800000000005]","[232.56000000000003, 212.04, 109.44, 75.24000000000001, 47.879999999999995, 136.8, 424.08, 335.16, 47.879999999999995, 150.48000000000002, 75.24000000000001, 109.44, 82.08, 129.96, 95.75999999999999, 82.08, 88.92, 61.56000000000001, 225.72, 711.36, 396.71999999999997, 143.64000000000001, 129.96, 88.92]"
106,03/20/2024,True,7822,6840,5569.264,4733.28,"[391.1, 242.482, 172.084, 156.44, 93.864, 101.686, 125.152, 46.932, 125.152, 383.278, 469.32, 508.43, 461.49800000000005, 226.838, 273.77000000000004, 234.66, 414.566, 445.85400000000004, 164.262, 62.576, 93.864, 101.686, 117.33, 156.44]","[95.75999999999999, 27.36, 54.72, 82.08, 68.4, 82.08, 396.71999999999997, 937.0799999999999, 595.0799999999999, 68.4, 123.12000000000002, 150.48000000000002, 75.24000000000001, 109.44, 123.12000000000002, 102.6, 61.56000000000001, 102.6, 171.0, 430.92, 526.68, 157.32, 95.75999999999999, 95.75999999999999]"
107,03/21/2024,True,7822,6840,5764.814,6108.12,"[78.22, 46.932, 86.042, 132.97400000000002, 203.372, 117.33, 211.19400000000002, 101.686, 179.906, 336.34599999999995, 414.566, 555.362, 641.4039999999999, 563.1840000000001, 430.21, 563.1840000000001, 289.41400000000004, 234.66, 109.508, 148.618, 86.042, 46.932, 86.042, 101.686]","[95.75999999999999, 123.12000000000002, 82.08, 102.6, 143.64000000000001, 280.43999999999994, 492.4800000000001, 656.64, 424.08, 164.16, 123.12000000000002, 27.36, 102.6, 75.24000000000001, 150.48000000000002, 129.96, 95.75999999999999, 61.56000000000001, 253.08000000000004, 465.12000000000006, 807.12, 875.52, 253.08000000000004, 123.12000000000002]"
108,03/22/2024,True,7822,6860,6359.286,3546.62,"[140.79600000000002, 195.55, 172.084, 219.016, 234.66, 195.55, 117.33, 140.79600000000002, 289.41400000000004, 375.456, 422.38800000000003, 359.812, 774.378, 735.268, 617.938, 289.41400000000004, 187.728, 156.44, 86.042, 132.97400000000002, 148.618, 132.97400000000002, 117.33, 117.33]","[178.36, 116.62, 61.74000000000001, 102.89999999999999, 89.18, 164.64000000000001, 466.48, 370.44000000000005, 96.03999999999999, 96.03999999999999, 27.44, 116.62, 130.34, 96.03999999999999, 61.74000000000001, 54.88, 130.34, 123.48000000000002, 308.7, 349.85999999999996, 205.79999999999998, 109.76, 54.88, 34.300000000000004]"
109,03/23/2024,True,7822,6860,4599.336,3731.84,"[211.19400000000002, 86.042, 101.686, 54.754, 101.686, 109.508, 31.288, 78.22, 234.66, 211.19400000000002, 195.55, 172.084, 344.168, 586.65, 508.43, 242.482, 203.372, 156.44, 125.152, 70.39800000000001, 140.79600000000002, 289.41400000000004, 195.55, 148.618]","[48.019999999999996, 75.46000000000001, 54.88, 54.88, 82.32000000000001, 205.79999999999998, 555.66, 603.6800000000001, 116.62, 130.34, 96.03999999999999, 157.78, 144.06, 109.76, 75.46000000000001, 109.76, 123.48000000000002, 144.06, 171.5, 274.40000000000003, 144.06, 130.34, 48.019999999999996, 75.46000000000001]"
110,03/24/2024,True,7822,6860,3504.2560000000003,4109.14,"[148.618, 125.152, 289.41400000000004, 367.634, 109.508, 109.508, 54.754, 54.754, 54.754, 117.33, 101.686, 93.864, 156.44, 187.728, 164.262, 273.77000000000004, 148.618, 140.79600000000002, 140.79600000000002, 62.576, 109.508, 140.79600000000002, 140.79600000000002, 211.19400000000002]","[82.32000000000001, 68.60000000000001, 61.74000000000001, 68.60000000000001, 54.88, 68.60000000000001, 246.96000000000004, 281.26, 123.48000000000002, 116.62, 137.20000000000002, 137.20000000000002, 34.300000000000004, 48.019999999999996, 185.22000000000003, 54.88, 150.92000000000002, 130.34, 164.64000000000001, 439.04, 720.3, 562.52, 102.89999999999999, 68.60000000000001]"
111,03/25/2024,True,7822,6860,7000.69,4486.4400000000005,"[93.864, 101.686, 195.55, 320.70199999999994, 328.524, 289.41400000000004, 132.97400000000002, 109.508, 242.482, 484.964, 414.566, 414.566, 625.76, 610.116, 555.362, 438.032, 375.456, 164.262, 148.618, 187.728, 125.152, 156.44, 179.906, 305.058]","[102.89999999999999, 109.76, 123.48000000000002, 82.32000000000001, 82.32000000000001, 82.32000000000001, 377.3, 576.24, 288.12, 61.74000000000001, 123.48000000000002, 226.38000000000002, 116.62, 137.20000000000002, 54.88, 137.20000000000002, 157.78, 185.22000000000003, 260.68, 404.74, 384.15999999999997, 274.40000000000003, 96.03999999999999, 41.160000000000004]"
112,03/26/2024,True,7822,6860,5639.662,5419.400000000001,"[258.12600000000003, 148.618, 109.508, 109.508, 242.482, 109.508, 117.33, 140.79600000000002, 250.304, 617.938, 484.964, 422.38800000000003, 398.92199999999997, 320.70199999999994, 312.88, 297.236, 172.084, 179.906, 117.33, 179.906, 187.728, 140.79600000000002, 109.508, 211.19400000000002]","[109.76, 61.74000000000001, 123.48000000000002, 171.5, 137.20000000000002, 205.79999999999998, 555.66, 631.12, 246.96000000000004, 68.60000000000001, 123.48000000000002, 178.36, 150.92000000000002, 89.18, 68.60000000000001, 89.18, 48.019999999999996, 41.160000000000004, 301.84000000000003, 727.16, 644.84, 404.74, 144.06, 96.03999999999999]"
113,03/27/2024,True,7822,6860,6171.558,4417.84,"[226.838, 289.41400000000004, 101.686, 101.686, 93.864, 93.864, 101.686, 46.932, 195.55, 500.608, 391.1, 375.456, 484.964, 688.336, 594.472, 351.99, 281.59200000000004, 344.168, 148.618, 117.33, 164.262, 226.838, 148.618, 101.686]","[61.74000000000001, 41.160000000000004, 54.88, 41.160000000000004, 109.76, 171.5, 493.9200000000001, 727.16, 89.18, 34.300000000000004, 164.64000000000001, 288.12, 116.62, 48.019999999999996, 102.89999999999999, 82.32000000000001, 212.66, 41.160000000000004, 233.24, 589.9599999999999, 144.06, 363.58, 171.5, 34.300000000000004]"
114,03/28/2024,True,7822,7036,5929.076,5023.704,"[54.754, 211.19400000000002, 117.33, 109.508, 179.906, 62.576, 78.22, 93.864, 484.964, 461.49800000000005, 453.676, 492.786, 657.048, 711.802, 320.70199999999994, 336.34599999999995, 234.66, 148.618, 93.864, 117.33, 156.44, 93.864, 132.97400000000002, 125.152]","[91.468, 70.36, 70.36, 91.468, 84.432, 204.04399999999998, 844.3199999999999, 844.3199999999999, 175.9, 211.07999999999998, 295.512, 105.53999999999999, 84.432, 77.396, 91.468, 84.432, 77.396, 98.50399999999999, 154.792, 513.6279999999999, 232.18800000000002, 140.72, 260.33200000000005, 119.61200000000001]"
115,03/29/2024,True,7822,7036,4372.4980000000005,3046.588,"[250.304, 281.59200000000004, 281.59200000000004, 203.372, 109.508, 101.686, 101.686, 86.042, 125.152, 250.304, 328.524, 265.94800000000004, 250.304, 258.12600000000003, 258.12600000000003, 195.55, 195.55, 258.12600000000003, 140.79600000000002, 70.39800000000001, 93.864, 70.39800000000001, 109.508, 86.042]","[98.50399999999999, 105.53999999999999, 126.64800000000001, 112.57600000000001, 105.53999999999999, 91.468, 112.57600000000001, 379.944, 197.00799999999998, 105.53999999999999, 56.288000000000004, 119.61200000000001, 77.396, 105.53999999999999, 56.288000000000004, 175.9, 175.9, 112.57600000000001, 105.53999999999999, 232.18800000000002, 126.64800000000001, 84.432, 77.396, 105.53999999999999]"
116,03/30/2024,True,7822,7036,4036.152,4151.24,"[70.39800000000001, 140.79600000000002, 219.016, 250.304, 125.152, 86.042, 125.152, 39.11, 101.686, 328.524, 148.618, 140.79600000000002, 132.97400000000002, 265.94800000000004, 148.618, 179.906, 172.084, 172.084, 234.66, 156.44, 78.22, 125.152, 336.34599999999995, 258.12600000000003]","[140.72, 63.324000000000005, 49.251999999999995, 63.324000000000005, 98.50399999999999, 84.432, 70.36, 288.47599999999994, 77.396, 126.64800000000001, 232.18800000000002, 91.468, 175.9, 246.26000000000002, 126.64800000000001, 189.972, 175.9, 436.23199999999997, 295.512, 492.52000000000004, 232.18800000000002, 119.61200000000001, 197.00799999999998, 77.396]"
117,03/31/2024,True,7822,7036,4974.792,3215.452,"[273.77000000000004, 359.812, 586.65, 265.94800000000004, 148.618, 179.906, 54.754, 39.11, 54.754, 219.016, 164.262, 86.042, 148.618, 273.77000000000004, 391.1, 344.168, 195.55, 179.906, 70.39800000000001, 140.79600000000002, 117.33, 187.728, 273.77000000000004, 219.016]","[56.288000000000004, 56.288000000000004, 49.251999999999995, 70.36, 91.468, 70.36, 119.61200000000001, 302.548, 204.04399999999998, 105.53999999999999, 182.936, 105.53999999999999, 147.756, 42.216, 126.64800000000001, 105.53999999999999, 161.828, 119.61200000000001, 133.684, 337.728, 401.052, 105.53999999999999, 49.251999999999995, 70.36]"
118,04/01/2024,True,7822,7036,4701.022,3792.404,"[242.482, 281.59200000000004, 273.77000000000004, 172.084, 101.686, 125.152, 70.39800000000001, 62.576, 125.152, 140.79600000000002, 156.44, 172.084, 156.44, 312.88, 391.1, 359.812, 242.482, 328.524, 101.686, 226.838, 148.618, 226.838, 164.262, 117.33]","[63.324000000000005, 49.251999999999995, 42.216, 105.53999999999999, 77.396, 98.50399999999999, 168.864, 105.53999999999999, 168.864, 91.468, 372.908, 218.11599999999999, 189.972, 49.251999999999995, 161.828, 147.756, 91.468, 218.11599999999999, 253.29600000000002, 84.432, 372.908, 394.01599999999996, 140.72, 126.64800000000001]"
119,04/02/2024,True,7822,7231,5178.164,4692.919,"[125.152, 226.838, 461.49800000000005, 179.906, 125.152, 148.618, 46.932, 78.22, 312.88, 320.70199999999994, 172.084, 203.372, 219.016, 445.85400000000004, 234.66, 273.77000000000004, 344.168, 289.41400000000004, 164.262, 125.152, 140.79600000000002, 219.016, 172.084, 148.618]","[115.696, 72.31, 43.386, 50.617, 57.848, 72.31, 122.927, 166.313, 115.696, 122.927, 318.16400000000004, 231.392, 159.08200000000002, 173.544, 180.775, 159.08200000000002, 216.92999999999998, 115.696, 195.23700000000002, 542.3249999999999, 549.556, 506.1700000000001, 101.234, 303.702]"
120,04/03/2024,True,7822,7239,5921.254,5689.854,"[195.55, 156.44, 156.44, 234.66, 156.44, 164.262, 86.042, 164.262, 516.2520000000001, 797.8439999999999, 805.666, 516.2520000000001, 203.372, 234.66, 148.618, 156.44, 250.304, 93.864, 39.11, 132.97400000000002, 148.618, 187.728, 164.262, 211.19400000000002]","[550.164, 361.95000000000005, 152.019, 101.34599999999999, 86.868, 72.39, 224.409, 209.93099999999998, 130.30200000000002, 180.97500000000002, 43.434, 72.39, 173.736, 57.912, 65.15100000000001, 94.10700000000001, 28.956, 86.868, 485.01300000000003, 731.1389999999999, 1027.9379999999999, 564.642, 115.824, 72.39]"
121,04/04/2024,True,7967,7239,6190.359,4640.1990000000005,"[350.54800000000006, 414.28400000000005, 549.7230000000001, 438.185, 199.175, 71.703, 55.76899999999999, 199.175, 422.251, 470.05300000000005, 462.08599999999996, 398.35, 183.24099999999999, 151.373, 191.208, 246.977, 207.14200000000002, 119.505, 63.736000000000004, 127.47200000000001, 286.812, 127.47200000000001, 183.24099999999999, 270.87800000000004]","[72.39, 57.912, 36.195, 50.672999999999995, 79.629, 130.30200000000002, 615.315, 354.711, 94.10700000000001, 159.258, 94.10700000000001, 86.868, 86.868, 57.912, 94.10700000000001, 72.39, 43.434, 86.868, 456.057, 1013.4600000000002, 477.774, 130.30200000000002, 166.49699999999999, 123.063]"
122,04/05/2024,True,7967,7239,5560.966,4205.859,"[422.251, 422.251, 262.911, 294.77900000000005, 159.34, 71.703, 55.76899999999999, 159.34, 191.208, 215.10900000000004, 350.54800000000006, 358.515, 294.77900000000005, 207.14200000000002, 215.10900000000004, 199.175, 183.24099999999999, 398.35, 374.449, 270.87800000000004, 119.505, 151.373, 103.57100000000001, 79.67]","[65.15100000000001, 50.672999999999995, 65.15100000000001, 72.39, 50.672999999999995, 57.912, 282.321, 152.019, 159.258, 101.34599999999999, 108.585, 188.21400000000003, 159.258, 275.082, 123.063, 144.78, 123.063, 79.629, 419.86199999999997, 390.90600000000006, 586.359, 296.799, 180.97500000000002, 72.39]"
123,04/06/2024,True,7967,7239,5409.593,3467.481,"[175.27400000000003, 199.175, 270.87800000000004, 318.68, 239.01, 207.14200000000002, 119.505, 95.604, 231.04299999999998, 302.746, 302.746, 358.515, 414.28400000000005, 215.10900000000004, 254.94400000000002, 223.07599999999996, 509.88800000000003, 278.845, 143.406, 119.505, 151.373, 63.736000000000004, 87.63700000000001, 127.47200000000001]","[137.541, 43.434, 57.912, 57.912, 72.39, 79.629, 130.30200000000002, 188.21400000000003, 144.78, 130.30200000000002, 137.541, 123.063, 130.30200000000002, 130.30200000000002, 101.34599999999999, 123.063, 123.063, 224.409, 217.17, 361.95000000000005, 304.038, 209.93099999999998, 202.69199999999998, 36.195]"
