,Date,Valid,Installed_Charge_Capacity,Installed_Discharge_Capacity,Total_Charge,Total_Discharge,Hourly_Charging,Hourly_Discharging
177,05/30/2024,True,8591,7620,7328.123,6370.32,"[292.094, 472.505, 644.3249999999999, 541.233, 171.82, 51.546, 189.002, 103.092, 369.41299999999995, 386.59499999999997, 292.094, 266.321, 472.505, 343.64, 292.094, 231.95700000000002, 403.777, 231.95700000000002, 206.184, 94.501, 60.13699999999999, 343.64, 197.593, 670.098]","[106.67999999999999, 45.72, 15.24, 38.1, 68.58000000000001, 220.98, 502.92, 198.12, 327.65999999999997, 152.4, 129.54000000000002, 182.88, 129.54000000000002, 312.41999999999996, 259.08000000000004, 1005.84, 487.68, 213.35999999999999, 152.4, 228.6, 1028.7, 205.74000000000004, 312.41999999999996, 45.72]"
178,05/31/2024,True,8591,7620,6889.982,3878.58,"[704.4619999999999, 618.552, 335.049, 378.004, 446.732, 343.64, 231.95700000000002, 343.64, 309.276, 335.049, 326.45799999999997, 335.049, 120.27399999999999, 300.685, 171.82, 163.22899999999998, 240.54799999999997, 257.73, 137.456, 60.13699999999999, 77.319, 163.22899999999998, 283.503, 206.184]","[129.54000000000002, 76.2, 91.44, 68.58000000000001, 83.82000000000001, 121.92, 198.12, 121.92, 106.67999999999999, 83.82000000000001, 152.4, 91.44, 213.35999999999999, 160.02, 213.35999999999999, 251.46, 236.22, 190.5, 251.46, 266.70000000000005, 396.24, 198.12, 129.54000000000002, 45.72]"
179,06/01/2024,True,8591,7730,3943.2690000000002,3950.03,"[309.276, 395.186, 266.321, 206.184, 111.683, 197.593, 103.092, 111.683, 240.54799999999997, 231.95700000000002, 154.638, 128.865, 223.366, 146.047, 111.683, 197.593, 77.319, 197.593, 94.501, 111.683, 60.13699999999999, 94.501, 94.501, 77.319]","[69.57000000000001, 15.46, 69.57000000000001, 46.38, 100.49000000000001, 146.87, 131.41, 131.41, 115.94999999999999, 77.3, 170.06000000000003, 123.68, 38.65, 30.92, 185.52, 154.6, 255.09, 146.87, 154.6, 456.07000000000005, 417.4200000000001, 255.09, 355.58, 301.47]"
180,06/02/2024,True,8591,7730,5489.649,4104.63,"[257.73, 300.685, 249.13899999999998, 120.27399999999999, 68.728, 163.22899999999998, 189.002, 403.777, 644.3249999999999, 730.235, 420.959, 180.411, 189.002, 128.865, 94.501, 146.047, 128.865, 300.685, 171.82, 85.91, 94.501, 94.501, 146.047, 180.411]","[23.19, 38.65, 77.3, 115.94999999999999, 115.94999999999999, 54.10999999999999, 146.87, 115.94999999999999, 30.92, 54.10999999999999, 69.57000000000001, 146.87, 69.57000000000001, 115.94999999999999, 216.43999999999997, 394.22999999999996, 494.72, 77.3, 193.25, 293.74, 332.39, 417.4200000000001, 355.58, 154.6]"
181,06/03/2024,True,8591,7730,5996.518,5635.17,"[146.047, 257.73, 266.321, 292.094, 429.55, 309.276, 180.411, 326.45799999999997, 661.507, 335.049, 352.23099999999994, 197.593, 111.683, 214.775, 206.184, 137.456, 300.685, 266.321, 249.13899999999998, 42.955, 128.865, 154.638, 197.593, 231.95700000000002]","[177.79, 115.94999999999999, 69.57000000000001, 69.57000000000001, 108.21999999999998, 54.10999999999999, 108.21999999999998, 162.33, 108.21999999999998, 100.49000000000001, 139.14000000000001, 162.33, 301.47, 262.82, 208.71000000000004, 293.74, 200.98000000000002, 200.98000000000002, 301.47, 1020.36, 1051.28, 309.2, 77.3, 30.92]"
182,06/04/2024,True,8591,7730,7070.393,6013.94,"[412.368, 489.687, 584.188, 317.867, 171.82, 197.593, 240.54799999999997, 309.276, 326.45799999999997, 575.597, 695.871, 455.323, 335.049, 223.366, 68.728, 171.82, 214.775, 180.411, 60.13699999999999, 60.13699999999999, 111.683, 180.411, 274.912, 412.368]","[46.38, 30.92, 15.46, 30.92, 85.03000000000002, 162.33, 154.6, 115.94999999999999, 100.49000000000001, 131.41, 92.76, 61.84, 61.84, 61.84, 262.82, 270.55, 139.14000000000001, 162.33, 525.64, 1716.06, 1329.56, 332.39, 85.03000000000002, 38.65]"
183,06/05/2024,True,8591,7740,6786.889999999999,3026.34,"[541.233, 481.09599999999995, 670.098, 506.869, 369.41299999999995, 300.685, 249.13899999999998, 128.865, 386.59499999999997, 481.09599999999995, 378.004, 309.276, 292.094, 283.503, 103.092, 189.002, 189.002, 146.047, 146.047, 60.13699999999999, 103.092, 154.638, 154.638, 163.22899999999998]","[77.4, 85.14000000000001, 92.88, 30.96, 46.44, 116.1, 139.32000000000002, 139.32000000000002, 30.96, 30.96, 100.62, 123.84, 38.7, 85.14000000000001, 147.06, 154.8, 185.76, 108.35999999999999, 170.28000000000003, 487.62, 317.34, 108.35999999999999, 116.1, 92.88]"
184,06/06/2024,True,8993,7740,4892.192,4435.02,"[233.818, 341.734, 368.71299999999997, 440.65700000000004, 260.79699999999997, 152.881, 179.86, 188.853, 296.769, 251.80399999999997, 179.86, 116.909, 125.90199999999999, 278.783, 170.867, 161.87400000000002, 143.888, 107.916, 260.79699999999997, 44.965, 170.867, 71.944, 125.90199999999999, 215.832]","[162.54000000000002, 100.62, 232.2, 108.35999999999999, 61.92, 46.44, 139.32000000000002, 100.62, 46.44, 38.7, 38.7, 131.58, 139.32000000000002, 131.58, 139.32000000000002, 131.58, 247.68, 294.12, 100.62, 379.26, 394.73999999999995, 534.0600000000001, 270.90000000000003, 464.4]"
185,06/07/2024,True,8993,7740,5863.436000000001,4094.46,"[440.65700000000004, 179.86, 188.853, 134.89499999999998, 80.93700000000001, 161.87400000000002, 116.909, 170.867, 530.587, 395.69200000000006, 521.5939999999999, 395.69200000000006, 314.75500000000005, 341.734, 368.71299999999997, 323.74800000000005, 242.81100000000004, 296.769, 107.916, 35.972, 134.89499999999998, 179.86, 62.95099999999999, 134.89499999999998]","[255.42000000000002, 46.44, 30.96, 23.22, 116.1, 69.66000000000001, 185.76, 208.98000000000002, 92.88, 185.76, 147.06, 247.68, 247.68, 162.54000000000002, 108.35999999999999, 154.8, 185.76, 162.54000000000002, 123.84, 417.96000000000004, 255.42000000000002, 185.76, 224.45999999999998, 255.42000000000002]"
186,06/08/2024,True,8993,7740,5287.884,4860.72,"[89.93, 89.93, 116.909, 170.867, 44.965, 98.92300000000002, 134.89499999999998, 386.69899999999996, 665.4820000000001, 629.5100000000001, 269.78999999999996, 269.78999999999996, 134.89499999999998, 224.82500000000002, 170.867, 161.87400000000002, 152.881, 206.839, 215.832, 44.965, 62.95099999999999, 251.80399999999997, 431.664, 260.79699999999997]","[201.24, 85.14000000000001, 77.4, 30.96, 54.17999999999999, 108.35999999999999, 348.3, 77.4, 69.66000000000001, 46.44, 85.14000000000001, 116.1, 224.45999999999998, 147.06, 178.02, 387.0, 286.38000000000005, 208.98000000000002, 224.45999999999998, 797.22, 758.52, 131.58, 147.06, 69.66000000000001]"
187,06/09/2024,True,8993,7740,5422.779,5371.5599999999995,"[107.916, 170.867, 323.74800000000005, 476.62899999999996, 80.93700000000001, 179.86, 350.727, 269.78999999999996, 224.82500000000002, 332.74100000000004, 413.678, 197.84600000000003, 233.818, 224.82500000000002, 125.90199999999999, 143.888, 287.776, 296.769, 260.79699999999997, 44.965, 89.93, 125.90199999999999, 224.82500000000002, 233.818]","[92.88, 54.17999999999999, 46.44, 30.96, 77.4, 38.7, 193.5, 131.58, 61.92, 154.8, 201.24, 108.35999999999999, 92.88, 185.76, 263.16, 325.08000000000004, 178.02, 162.54000000000002, 216.71999999999997, 905.5799999999999, 735.3, 828.18, 162.54000000000002, 123.84]"
188,06/10/2024,True,8993,7740,8660.259,6416.46,"[278.783, 413.678, 881.3140000000001, 683.468, 593.538, 404.685, 80.93700000000001, 116.909, 836.3490000000002, 467.636, 494.615, 242.81100000000004, 350.727, 314.75500000000005, 188.853, 188.853, 170.867, 503.60799999999995, 395.69200000000006, 143.888, 98.92300000000002, 143.888, 359.72, 305.762]","[286.38000000000005, 239.94, 38.7, 77.4, 46.44, 92.88, 394.73999999999995, 325.08000000000004, 54.17999999999999, 116.1, 61.92, 131.58, 278.64000000000004, 232.2, 681.1200000000001, 549.54, 402.48, 201.24, 178.02, 565.02, 866.8799999999999, 433.43999999999994, 61.92, 100.62]"
189,06/11/2024,True,8993,7740,6942.596,5944.320000000001,"[143.888, 305.762, 350.727, 548.573, 467.636, 386.69899999999996, 161.87400000000002, 269.78999999999996, 485.62200000000007, 332.74100000000004, 269.78999999999996, 287.776, 269.78999999999996, 197.84600000000003, 296.769, 305.762, 566.559, 476.62899999999996, 269.78999999999996, 62.95099999999999, 44.965, 179.86, 134.89499999999998, 125.90199999999999]","[201.24, 108.35999999999999, 38.7, 38.7, 54.17999999999999, 61.92, 162.54000000000002, 147.06, 77.4, 170.28000000000003, 208.98000000000002, 208.98000000000002, 340.56000000000006, 518.58, 541.8000000000001, 286.38000000000005, 239.94, 131.58, 100.62, 379.26, 905.5799999999999, 696.6, 185.76, 139.32000000000002]"
190,06/12/2024,True,8993,7740,8498.385,6803.46,"[134.89499999999998, 224.82500000000002, 287.776, 332.74100000000004, 152.881, 314.75500000000005, 215.832, 611.524, 1196.069, 1079.1599999999999, 674.475, 458.643, 251.80399999999997, 143.888, 215.832, 323.74800000000005, 278.783, 323.74800000000005, 197.84600000000003, 53.958, 125.90199999999999, 215.832, 260.79699999999997, 422.671]","[317.34, 224.45999999999998, 216.71999999999997, 201.24, 278.64000000000004, 363.78, 301.86, 77.4, 15.48, 38.7, 69.66000000000001, 154.8, 255.42000000000002, 270.90000000000003, 526.32, 309.6, 178.02, 193.5, 123.84, 820.4399999999999, 1114.5600000000002, 588.24, 100.62, 61.92]"
191,06/13/2024,True,8993,7740,5854.443,5611.5,"[530.587, 629.5100000000001, 440.65700000000004, 377.706, 305.762, 188.853, 35.972, 161.87400000000002, 512.601, 440.65700000000004, 206.839, 116.909, 143.888, 107.916, 107.916, 116.909, 125.90199999999999, 116.909, 386.69899999999996, 62.95099999999999, 143.888, 152.881, 143.888, 296.769]","[46.44, 30.96, 30.96, 23.22, 38.7, 38.7, 123.84, 46.44, 54.17999999999999, 139.32000000000002, 208.98000000000002, 208.98000000000002, 147.06, 162.54000000000002, 263.16, 317.34, 433.43999999999994, 340.56000000000006, 193.5, 688.8600000000001, 1230.66, 642.4200000000001, 170.28000000000003, 30.96]"
192,06/14/2024,True,8993,7740,7104.47,4938.12,"[197.84600000000003, 323.74800000000005, 386.69899999999996, 530.587, 314.75500000000005, 314.75500000000005, 323.74800000000005, 467.636, 800.3770000000001, 566.559, 278.783, 341.734, 152.881, 188.853, 80.93700000000001, 179.86, 332.74100000000004, 395.69200000000006, 107.916, 53.958, 80.93700000000001, 80.93700000000001, 278.783, 323.74800000000005]","[46.44, 30.96, 15.48, 23.22, 7.74, 23.22, 154.8, 77.4, 85.14000000000001, 61.92, 294.12, 108.35999999999999, 123.84, 247.68, 309.6, 178.02, 108.35999999999999, 193.5, 185.76, 812.6999999999999, 1323.5400000000002, 487.62, 23.22, 15.48]"
193,06/15/2024,True,8993,7740,6492.946,4264.74,"[98.92300000000002, 134.89499999999998, 233.818, 368.71299999999997, 161.87400000000002, 197.84600000000003, 215.832, 557.566, 863.328, 1079.1599999999999, 521.5939999999999, 242.81100000000004, 134.89499999999998, 161.87400000000002, 152.881, 89.93, 161.87400000000002, 179.86, 143.888, 35.972, 44.965, 116.909, 260.79699999999997, 332.74100000000004]","[54.17999999999999, 30.96, 46.44, 38.7, 38.7, 30.96, 201.24, 46.44, 85.14000000000001, 38.7, 116.1, 116.1, 193.5, 147.06, 139.32000000000002, 286.38000000000005, 232.2, 170.28000000000003, 108.35999999999999, 735.3, 866.8799999999999, 456.66, 46.44, 38.7]"
194,06/16/2024,True,8993,7740,5341.842,4334.400000000001,"[287.776, 179.86, 242.81100000000004, 548.573, 188.853, 98.92300000000002, 170.867, 332.74100000000004, 512.601, 503.60799999999995, 521.5939999999999, 143.888, 125.90199999999999, 134.89499999999998, 197.84600000000003, 170.867, 89.93, 179.86, 143.888, 53.958, 62.95099999999999, 89.93, 188.853, 170.867]","[116.1, 23.22, 23.22, 38.7, 92.88, 170.28000000000003, 85.14000000000001, 85.14000000000001, 38.7, 38.7, 69.66000000000001, 131.58, 108.35999999999999, 185.76, 92.88, 224.45999999999998, 263.16, 170.28000000000003, 147.06, 696.6, 982.98, 464.4, 54.17999999999999, 30.96]"
195,06/17/2024,True,8993,7740,6205.17,4257.0,"[242.81100000000004, 224.82500000000002, 206.839, 458.643, 206.839, 89.93, 116.909, 260.79699999999997, 521.5939999999999, 593.538, 404.685, 188.853, 215.832, 476.62899999999996, 350.727, 296.769, 314.75500000000005, 161.87400000000002, 233.818, 134.89499999999998, 71.944, 71.944, 143.888, 215.832]","[23.22, 30.96, 77.4, 30.96, 30.96, 61.92, 270.90000000000003, 123.84, 108.35999999999999, 139.32000000000002, 162.54000000000002, 301.86, 479.88, 224.45999999999998, 154.8, 224.45999999999998, 116.1, 239.94, 216.71999999999997, 270.90000000000003, 402.48, 301.86, 193.5, 69.66000000000001]"
196,06/18/2024,True,8993,7740,5953.366,5332.860000000001,"[215.832, 305.762, 269.78999999999996, 395.69200000000006, 170.867, 116.909, 116.909, 305.762, 647.4960000000001, 512.601, 332.74100000000004, 260.79699999999997, 278.783, 161.87400000000002, 152.881, 242.81100000000004, 170.867, 278.783, 440.65700000000004, 98.92300000000002, 89.93, 116.909, 134.89499999999998, 134.89499999999998]","[69.66000000000001, 23.22, 23.22, 46.44, 147.06, 147.06, 247.68, 116.1, 116.1, 123.84, 255.42000000000002, 108.35999999999999, 123.84, 139.32000000000002, 170.28000000000003, 247.68, 557.2800000000001, 565.02, 170.28000000000003, 356.04, 557.2800000000001, 464.4, 356.04, 201.24]"
197,06/19/2024,True,8993,7740,5701.562,3676.5,"[125.90199999999999, 314.75500000000005, 134.89499999999998, 386.69899999999996, 170.867, 179.86, 89.93, 260.79699999999997, 656.4889999999999, 620.517, 287.776, 179.86, 206.839, 161.87400000000002, 125.90199999999999, 188.853, 251.80399999999997, 215.832, 206.839, 296.769, 107.916, 206.839, 143.888, 179.86]","[131.58, 30.96, 46.44, 23.22, 61.92, 77.4, 85.14000000000001, 185.76, 92.88, 69.66000000000001, 69.66000000000001, 54.17999999999999, 162.54000000000002, 147.06, 116.1, 100.62, 61.92, 162.54000000000002, 108.35999999999999, 456.66, 758.52, 348.3, 147.06, 178.02]"
198,06/20/2024,True,8993,7740,7626.064,7600.68,"[125.90199999999999, 107.916, 134.89499999999998, 224.82500000000002, 134.89499999999998, 98.92300000000002, 143.888, 89.93, 323.74800000000005, 530.587, 422.671, 503.60799999999995, 503.60799999999995, 926.2790000000001, 989.23, 584.5450000000001, 323.74800000000005, 242.81100000000004, 224.82500000000002, 71.944, 107.916, 89.93, 188.853, 530.587]","[340.56000000000006, 154.8, 61.92, 54.17999999999999, 61.92, 162.54000000000002, 425.7, 340.56000000000006, 247.68, 371.52, 239.94, 154.8, 232.2, 387.0, 162.54000000000002, 193.5, 123.84, 185.76, 232.2, 843.66, 1671.8400000000001, 774.0, 116.1, 61.92]"
199,06/21/2024,True,8993,7740,7518.148,6277.14,"[458.643, 341.734, 305.762, 386.69899999999996, 395.69200000000006, 260.79699999999997, 251.80399999999997, 323.74800000000005, 710.447, 746.419, 431.664, 251.80399999999997, 188.853, 242.81100000000004, 215.832, 260.79699999999997, 377.706, 188.853, 179.86, 98.92300000000002, 116.909, 224.82500000000002, 323.74800000000005, 233.818]","[108.35999999999999, 46.44, 92.88, 38.7, 108.35999999999999, 77.4, 92.88, 162.54000000000002, 61.92, 77.4, 325.08000000000004, 247.68, 201.24, 201.24, 216.71999999999997, 224.45999999999998, 170.28000000000003, 294.12, 387.0, 681.1200000000001, 1354.5, 603.72, 286.38000000000005, 216.71999999999997]"
200,06/22/2024,True,8993,7740,7014.54,5704.38,"[287.776, 305.762, 260.79699999999997, 350.727, 269.78999999999996, 278.783, 233.818, 305.762, 827.356, 692.461, 395.69200000000006, 287.776, 179.86, 251.80399999999997, 89.93, 188.853, 215.832, 287.776, 143.888, 26.979, 107.916, 197.84600000000003, 278.783, 548.573]","[77.4, 77.4, 30.96, 61.92, 69.66000000000001, 30.96, 92.88, 147.06, 54.17999999999999, 54.17999999999999, 54.17999999999999, 54.17999999999999, 154.8, 154.8, 123.84, 116.1, 239.94, 185.76, 301.86, 1284.8400000000001, 1633.14, 580.5, 92.88, 30.96]"
201,06/23/2024,True,8993,7890,7041.519,5018.04,"[692.461, 692.461, 647.4960000000001, 377.706, 224.82500000000002, 134.89499999999998, 89.93, 494.615, 611.524, 458.643, 224.82500000000002, 152.881, 134.89499999999998, 233.818, 188.853, 152.881, 251.80399999999997, 305.762, 107.916, 53.958, 80.93700000000001, 143.888, 242.81100000000004, 341.734]","[31.560000000000002, 23.67, 31.560000000000002, 31.560000000000002, 78.9, 118.35, 173.58, 78.9, 23.67, 39.45, 102.57000000000001, 134.13, 86.79, 102.57000000000001, 63.120000000000005, 110.46, 205.14000000000001, 126.24000000000001, 102.57000000000001, 970.4700000000001, 1491.2099999999998, 686.43, 157.8, 47.34]"
202,06/24/2024,True,8993,7890,7023.533,5546.67,"[413.678, 575.552, 557.566, 575.552, 296.769, 179.86, 143.888, 251.80399999999997, 665.4820000000001, 314.75500000000005, 242.81100000000004, 332.74100000000004, 206.839, 251.80399999999997, 278.783, 323.74800000000005, 278.783, 197.84600000000003, 143.888, 35.972, 44.965, 134.89499999999998, 251.80399999999997, 323.74800000000005]","[86.79, 23.67, 47.34, 102.57000000000001, 63.120000000000005, 71.01, 63.120000000000005, 126.24000000000001, 63.120000000000005, 78.9, 205.14000000000001, 118.35, 299.82, 126.24000000000001, 149.91, 149.91, 126.24000000000001, 94.68, 134.13, 1057.26, 1656.8999999999999, 504.96000000000004, 71.01, 126.24000000000001]"
203,06/25/2024,True,8993,7890,7563.113,7037.88,"[305.762, 296.769, 233.818, 341.734, 215.832, 215.832, 89.93, 404.685, 863.328, 764.4050000000001, 395.69200000000006, 305.762, 287.776, 188.853, 413.678, 287.776, 233.818, 287.776, 161.87400000000002, 98.92300000000002, 89.93, 206.839, 431.664, 440.65700000000004]","[39.45, 15.780000000000001, 39.45, 23.67, 31.560000000000002, 31.560000000000002, 220.92, 78.9, 47.34, 110.46, 94.68, 189.36, 457.61999999999995, 213.03000000000003, 236.7, 118.35, 197.25, 134.13, 386.61, 1601.67, 1933.05, 591.75, 157.8, 86.79]"
204,06/26/2024,True,8993,7890,8291.546,4623.54,"[440.65700000000004, 467.636, 395.69200000000006, 719.44, 431.664, 296.769, 278.783, 350.727, 863.328, 512.601, 179.86, 323.74800000000005, 287.776, 404.685, 539.5799999999999, 476.62899999999996, 269.78999999999996, 287.776, 125.90199999999999, 53.958, 44.965, 89.93, 278.783, 170.867]","[31.560000000000002, 15.780000000000001, 94.68, 15.780000000000001, 31.560000000000002, 47.34, 228.80999999999997, 134.13, 71.01, 94.68, 213.03000000000003, 165.69, 323.48999999999995, 126.24000000000001, 165.69, 94.68, 86.79, 157.8, 165.69, 702.21, 1002.03, 528.63, 78.9, 47.34]"
205,06/27/2024,True,8993,7890,7095.477,6816.96,"[224.82500000000002, 197.84600000000003, 89.93, 134.89499999999998, 188.853, 143.888, 233.818, 296.769, 584.5450000000001, 701.454, 323.74800000000005, 278.783, 269.78999999999996, 242.81100000000004, 683.468, 611.524, 449.65000000000003, 386.69899999999996, 143.888, 62.95099999999999, 53.958, 89.93, 269.78999999999996, 431.664]","[63.120000000000005, 71.01, 220.92, 197.25, 142.02, 142.02, 213.03000000000003, 157.8, 86.79, 86.79, 252.48000000000002, 260.37, 173.58, 710.1, 268.26, 189.36, 181.47, 165.69, 284.04, 733.7700000000001, 1301.8500000000001, 670.6500000000001, 165.69, 78.9]"
206,06/28/2024,True,8993,7890,7608.078,6012.18,"[242.81100000000004, 260.79699999999997, 206.839, 233.818, 341.734, 215.832, 188.853, 422.671, 737.4259999999999, 836.3490000000002, 557.566, 179.86, 260.79699999999997, 287.776, 323.74800000000005, 188.853, 224.82500000000002, 395.69200000000006, 197.84600000000003, 98.92300000000002, 161.87400000000002, 233.818, 332.74100000000004, 476.62899999999996]","[142.02, 23.67, 31.560000000000002, 23.67, 39.45, 71.01, 213.03000000000003, 173.58, 315.6, 284.04, 63.120000000000005, 118.35, 126.24000000000001, 165.69, 142.02, 244.59, 276.15000000000003, 173.58, 504.96000000000004, 1215.06, 1270.29, 291.93000000000006, 63.120000000000005, 39.45]"
207,06/29/2024,True,8993,7890,6870.652,5341.53,"[395.69200000000006, 386.69899999999996, 314.75500000000005, 269.78999999999996, 197.84600000000003, 116.909, 125.90199999999999, 287.776, 773.3979999999999, 818.3629999999999, 323.74800000000005, 170.867, 161.87400000000002, 188.853, 188.853, 269.78999999999996, 314.75500000000005, 206.839, 269.78999999999996, 71.944, 80.93700000000001, 215.832, 314.75500000000005, 404.685]","[47.34, 47.34, 31.560000000000002, 55.23, 55.23, 78.9, 157.8, 149.91, 165.69, 149.91, 142.02, 94.68, 118.35, 205.14000000000001, 205.14000000000001, 78.9, 94.68, 118.35, 134.13, 765.3299999999999, 1538.55, 686.43, 134.13, 86.79]"
208,06/30/2024,True,8993,7890,6403.016,4647.21,"[125.90199999999999, 341.734, 395.69200000000006, 359.72, 269.78999999999996, 188.853, 134.89499999999998, 395.69200000000006, 1097.146, 611.524, 251.80399999999997, 233.818, 242.81100000000004, 170.867, 206.839, 152.881, 134.89499999999998, 107.916, 179.86, 80.93700000000001, 125.90199999999999, 152.881, 206.839, 233.818]","[134.13, 47.34, 31.560000000000002, 15.780000000000001, 31.560000000000002, 47.34, 142.02, 118.35, 94.68, 110.46, 118.35, 149.91, 102.57000000000001, 110.46, 102.57000000000001, 78.9, 157.8, 102.57000000000001, 102.57000000000001, 615.42, 1396.53, 457.61999999999995, 213.03000000000003, 165.69]"
209,07/01/2024,True,8993,7890,6654.82,5822.820000000001,"[305.762, 206.839, 260.79699999999997, 305.762, 260.79699999999997, 116.909, 53.958, 116.909, 584.5450000000001, 746.419, 458.643, 395.69200000000006, 242.81100000000004, 269.78999999999996, 296.769, 287.776, 215.832, 125.90199999999999, 494.615, 170.867, 179.86, 143.888, 251.80399999999997, 161.87400000000002]","[165.69, 126.24000000000001, 39.45, 31.560000000000002, 47.34, 86.79, 205.14000000000001, 142.02, 94.68, 252.48000000000002, 291.93000000000006, 118.35, 268.26, 118.35, 220.92, 94.68, 339.27, 276.15000000000003, 315.6, 836.34, 907.35, 473.4, 197.25, 173.58]"
210,07/02/2024,True,8993,8025,7626.064,5962.575,"[197.84600000000003, 377.706, 323.74800000000005, 359.72, 233.818, 215.832, 440.65700000000004, 341.734, 620.517, 746.419, 431.664, 215.832, 449.65000000000003, 440.65700000000004, 314.75500000000005, 188.853, 206.839, 215.832, 197.84600000000003, 116.909, 35.972, 305.762, 260.79699999999997, 386.69899999999996]","[120.375, 24.075, 120.375, 24.075, 24.075, 56.175, 264.825, 160.5, 72.22500000000001, 104.325, 128.4, 136.425, 152.475, 232.725, 128.4, 136.425, 208.65, 240.75, 240.75, 1372.275, 1588.95, 256.8, 128.4, 40.125]"
211,07/03/2024,True,8993,8025,7086.484,5424.9,"[305.762, 305.762, 215.832, 323.74800000000005, 323.74800000000005, 233.818, 170.867, 269.78999999999996, 512.601, 890.307, 692.461, 260.79699999999997, 197.84600000000003, 224.82500000000002, 323.74800000000005, 188.853, 161.87400000000002, 170.867, 170.867, 116.909, 215.832, 242.81100000000004, 269.78999999999996, 296.769]","[56.175, 144.45000000000002, 168.525, 64.2, 40.125, 104.325, 88.275, 136.425, 56.175, 64.2, 88.275, 88.275, 152.475, 240.75, 136.425, 112.35, 200.625, 240.75, 152.475, 1019.1750000000001, 1476.6, 321.0, 160.5, 112.35]"
212,07/04/2024,True,9253,8025,7411.653,5505.15,"[360.867, 296.096, 203.56600000000003, 175.807, 203.56600000000003, 120.28900000000002, 129.54199999999997, 434.891, 1054.842, 647.71, 342.36100000000005, 286.843, 268.337, 194.31300000000002, 185.06, 157.30100000000002, 157.30100000000002, 296.096, 231.32500000000002, 111.036, 360.867, 490.409, 407.13200000000006, 296.096]","[104.325, 40.125, 56.175, 64.2, 48.15, 56.175, 176.55, 128.4, 64.2, 128.4, 80.25, 88.275, 112.35, 128.4, 312.975, 449.4, 465.45, 168.525, 176.55, 1468.575, 930.9, 144.45000000000002, 72.22500000000001, 40.125]"
213,07/05/2024,True,9253,8025,6837.967,5745.900000000001,"[407.13200000000006, 277.59, 175.807, 101.78300000000002, 194.31300000000002, 175.807, 111.036, 286.843, 805.011, 999.3240000000001, 508.915, 268.337, 138.795, 129.54199999999997, 166.55400000000003, 305.349, 351.614, 351.614, 370.12, 64.77099999999999, 111.036, 194.31300000000002, 203.56600000000003, 138.795]","[96.3, 216.675, 80.25, 128.4, 216.675, 128.4, 345.075, 160.5, 40.125, 56.175, 48.15, 88.275, 104.325, 200.625, 264.825, 160.5, 329.025, 361.125, 232.725, 874.725, 1075.3500000000001, 232.725, 120.375, 184.575]"
214,07/06/2024,True,9253,8025,7578.207,5657.625,"[203.56600000000003, 212.819, 286.843, 203.56600000000003, 342.36100000000005, 212.819, 74.024, 268.337, 869.782, 703.228, 666.2160000000001, 277.59, 175.807, 212.819, 175.807, 148.048, 231.32500000000002, 499.66200000000003, 730.987, 203.56600000000003, 138.795, 212.819, 259.08399999999995, 268.337]","[168.525, 112.35, 112.35, 104.325, 112.35, 184.575, 264.825, 184.575, 64.2, 104.325, 208.65, 264.825, 256.8, 248.775, 425.325, 256.8, 361.125, 136.425, 48.15, 609.9, 706.2, 369.15, 256.8, 96.3]"
215,07/07/2024,True,9253,8025,5662.836,4269.3,"[379.37299999999993, 379.37299999999993, 323.855, 314.60200000000003, 212.819, 138.795, 175.807, 342.36100000000005, 527.421, 351.614, 240.57800000000003, 175.807, 111.036, 157.30100000000002, 120.28900000000002, 157.30100000000002, 259.08399999999995, 138.795, 259.08399999999995, 83.27700000000002, 92.53, 166.55400000000003, 351.614, 203.56600000000003]","[72.22500000000001, 80.25, 72.22500000000001, 72.22500000000001, 96.3, 112.35, 184.575, 144.45000000000002, 112.35, 56.175, 112.35, 72.22500000000001, 80.25, 80.25, 184.575, 216.675, 112.35, 96.3, 56.175, 481.5, 850.65, 593.8500000000001, 200.625, 128.4]"
216,07/08/2024,True,9253,8025,5348.234,4662.525000000001,"[333.10800000000006, 407.13200000000006, 407.13200000000006, 277.59, 138.795, 120.28900000000002, 148.048, 314.60200000000003, 471.90299999999996, 397.87899999999996, 259.08399999999995, 74.024, 166.55400000000003, 259.08399999999995, 286.843, 194.31300000000002, 185.06, 175.807, 222.072, 120.28900000000002, 74.024, 101.78300000000002, 111.036, 101.78300000000002]","[88.275, 48.15, 72.22500000000001, 72.22500000000001, 40.125, 48.15, 312.975, 128.4, 88.275, 136.425, 56.175, 192.6, 176.55, 176.55, 160.5, 160.5, 136.425, 112.35, 120.375, 497.55, 810.525, 826.575, 120.375, 80.25]"
217,07/09/2024,True,9253,8025,6652.907,6500.25,"[222.072, 175.807, 231.32500000000002, 194.31300000000002, 231.32500000000002, 194.31300000000002, 388.62600000000003, 582.939, 1017.83, 656.963, 296.096, 101.78300000000002, 185.06, 222.072, 222.072, 407.13200000000006, 148.048, 148.048, 111.036, 55.518, 27.759, 166.55400000000003, 222.072, 444.144]","[48.15, 72.22500000000001, 72.22500000000001, 80.25, 136.425, 216.675, 216.675, 224.7, 24.075, 48.15, 56.175, 120.375, 224.7, 272.85, 136.425, 128.4, 144.45000000000002, 144.45000000000002, 200.625, 1316.1, 1733.4, 625.95, 184.575, 72.22500000000001]"
