,period,subba-name,value,value-units
3934,2019-01-18T01,Dominion Virginia Power zone,14345,megawatthours
3933,2019-01-18T02,Dominion Virginia Power zone,14035,megawatthours
3932,2019-01-18T03,Dominion Virginia Power zone,13517,megawatthours
3931,2019-01-18T04,Dominion Virginia Power zone,12777,megawatthours
3930,2019-01-18T05,Dominion Virginia Power zone,12107,megawatthours
3929,2019-01-18T06,Dominion Virginia Power zone,11742,megawatthours
3928,2019-01-18T07,Dominion Virginia Power zone,11534,megawatthours
3927,2019-01-18T08,Dominion Virginia Power zone,11482,megawatthours
3926,2019-01-18T09,Dominion Virginia Power zone,11556,megawatthours
3925,2019-01-18T10,Dominion Virginia Power zone,11968,megawatthours
3924,2019-01-18T11,Dominion Virginia Power zone,12674,megawatthours
3923,2019-01-18T12,Dominion Virginia Power zone,13759,megawatthours
3922,2019-01-18T13,Dominion Virginia Power zone,14186,megawatthours
3921,2019-01-18T14,Dominion Virginia Power zone,13898,megawatthours
3920,2019-01-18T15,Dominion Virginia Power zone,13359,megawatthours
3919,2019-01-18T16,Dominion Virginia Power zone,12822,megawatthours
3918,2019-01-18T17,Dominion Virginia Power zone,12377,megawatthours
3917,2019-01-18T18,Dominion Virginia Power zone,11880,megawatthours
3916,2019-01-18T19,Dominion Virginia Power zone,11561,megawatthours
3915,2019-01-18T20,Dominion Virginia Power zone,11321,megawatthours
3914,2019-01-18T21,Dominion Virginia Power zone,11291,megawatthours
3913,2019-01-18T22,Dominion Virginia Power zone,11595,megawatthours
3912,2019-01-18T23,Dominion Virginia Power zone,12571,megawatthours
3911,2019-01-19T00,Dominion Virginia Power zone,12971,megawatthours
3910,2019-01-19T01,Dominion Virginia Power zone,12769,megawatthours
3909,2019-01-19T02,Dominion Virginia Power zone,12680,megawatthours
3908,2019-01-19T03,Dominion Virginia Power zone,12337,megawatthours
3907,2019-01-19T04,Dominion Virginia Power zone,11875,megawatthours
3906,2019-01-19T05,Dominion Virginia Power zone,11348,megawatthours
3905,2019-01-19T06,Dominion Virginia Power zone,10994,megawatthours
3904,2019-01-19T07,Dominion Virginia Power zone,10748,megawatthours
3903,2019-01-19T08,Dominion Virginia Power zone,10680,megawatthours
3902,2019-01-19T09,Dominion Virginia Power zone,10680,megawatthours
3901,2019-01-19T10,Dominion Virginia Power zone,10784,megawatthours
3900,2019-01-19T11,Dominion Virginia Power zone,11101,megawatthours
3899,2019-01-19T12,Dominion Virginia Power zone,11527,megawatthours
3898,2019-01-19T13,Dominion Virginia Power zone,12053,megawatthours
3897,2019-01-19T14,Dominion Virginia Power zone,12460,megawatthours
3896,2019-01-19T15,Dominion Virginia Power zone,12657,megawatthours
3895,2019-01-19T16,Dominion Virginia Power zone,12645,megawatthours
3894,2019-01-19T17,Dominion Virginia Power zone,12566,megawatthours
3893,2019-01-19T18,Dominion Virginia Power zone,12311,megawatthours
3892,2019-01-19T19,Dominion Virginia Power zone,12116,megawatthours
3891,2019-01-19T20,Dominion Virginia Power zone,12074,megawatthours
3890,2019-01-19T21,Dominion Virginia Power zone,12203,megawatthours
3889,2019-01-19T22,Dominion Virginia Power zone,12415,megawatthours
3888,2019-01-19T23,Dominion Virginia Power zone,12897,megawatthours
3887,2019-01-20T00,Dominion Virginia Power zone,12926,megawatthours
3886,2019-01-20T01,Dominion Virginia Power zone,12702,megawatthours
3885,2019-01-20T02,Dominion Virginia Power zone,12379,megawatthours
3884,2019-01-20T03,Dominion Virginia Power zone,11968,megawatthours
3883,2019-01-20T04,Dominion Virginia Power zone,11363,megawatthours
3882,2019-01-20T05,Dominion Virginia Power zone,10767,megawatthours
3881,2019-01-20T06,Dominion Virginia Power zone,10398,megawatthours
3880,2019-01-20T07,Dominion Virginia Power zone,10068,megawatthours
3879,2019-01-20T08,Dominion Virginia Power zone,9861,megawatthours
3878,2019-01-20T09,Dominion Virginia Power zone,9667,megawatthours
3877,2019-01-20T10,Dominion Virginia Power zone,9627,megawatthours
3876,2019-01-20T11,Dominion Virginia Power zone,9725,megawatthours
3875,2019-01-20T12,Dominion Virginia Power zone,10056,megawatthours
3874,2019-01-20T13,Dominion Virginia Power zone,10465,megawatthours
3873,2019-01-20T14,Dominion Virginia Power zone,10871,megawatthours
3872,2019-01-20T15,Dominion Virginia Power zone,11105,megawatthours
3871,2019-01-20T16,Dominion Virginia Power zone,11193,megawatthours
3870,2019-01-20T17,Dominion Virginia Power zone,11316,megawatthours
3869,2019-01-20T18,Dominion Virginia Power zone,11444,megawatthours
3868,2019-01-20T19,Dominion Virginia Power zone,11458,megawatthours
3867,2019-01-20T20,Dominion Virginia Power zone,11505,megawatthours
3866,2019-01-20T21,Dominion Virginia Power zone,11870,megawatthours
3865,2019-01-20T22,Dominion Virginia Power zone,12613,megawatthours
3864,2019-01-20T23,Dominion Virginia Power zone,13926,megawatthours
3863,2019-01-21T00,Dominion Virginia Power zone,14756,megawatthours
3862,2019-01-21T01,Dominion Virginia Power zone,15097,megawatthours
3861,2019-01-21T02,Dominion Virginia Power zone,15286,megawatthours
3860,2019-01-21T03,Dominion Virginia Power zone,15223,megawatthours
3859,2019-01-21T04,Dominion Virginia Power zone,15144,megawatthours
3858,2019-01-21T05,Dominion Virginia Power zone,15083,megawatthours
3857,2019-01-21T06,Dominion Virginia Power zone,15086,megawatthours
3856,2019-01-21T07,Dominion Virginia Power zone,15253,megawatthours
3855,2019-01-21T08,Dominion Virginia Power zone,15578,megawatthours
3854,2019-01-21T09,Dominion Virginia Power zone,16003,megawatthours
3853,2019-01-21T10,Dominion Virginia Power zone,16616,megawatthours
3852,2019-01-21T11,Dominion Virginia Power zone,17441,megawatthours
3851,2019-01-21T12,Dominion Virginia Power zone,18369,megawatthours
3850,2019-01-21T13,Dominion Virginia Power zone,18875,megawatthours
3849,2019-01-21T14,Dominion Virginia Power zone,18657,megawatthours
3848,2019-01-21T15,Dominion Virginia Power zone,18184,megawatthours
3847,2019-01-21T16,Dominion Virginia Power zone,17683,megawatthours
3846,2019-01-21T17,Dominion Virginia Power zone,17197,megawatthours
3845,2019-01-21T18,Dominion Virginia Power zone,16738,megawatthours
3844,2019-01-21T19,Dominion Virginia Power zone,16185,megawatthours
3843,2019-01-21T20,Dominion Virginia Power zone,15819,megawatthours
3842,2019-01-21T21,Dominion Virginia Power zone,15757,megawatthours
3841,2019-01-21T22,Dominion Virginia Power zone,16455,megawatthours
3840,2019-01-21T23,Dominion Virginia Power zone,17793,megawatthours
3839,2019-01-22T00,Dominion Virginia Power zone,18304,megawatthours
3838,2019-01-22T01,Dominion Virginia Power zone,18303,megawatthours
3837,2019-01-22T02,Dominion Virginia Power zone,18230,megawatthours
3836,2019-01-22T03,Dominion Virginia Power zone,17925,megawatthours
3835,2019-01-22T04,Dominion Virginia Power zone,17328,megawatthours
3834,2019-01-22T05,Dominion Virginia Power zone,16900,megawatthours
3833,2019-01-22T06,Dominion Virginia Power zone,16791,megawatthours
3832,2019-01-22T07,Dominion Virginia Power zone,16874,megawatthours
3831,2019-01-22T08,Dominion Virginia Power zone,16873,megawatthours
3830,2019-01-22T09,Dominion Virginia Power zone,17125,megawatthours
3829,2019-01-22T10,Dominion Virginia Power zone,17661,megawatthours
3828,2019-01-22T11,Dominion Virginia Power zone,18439,megawatthours
3827,2019-01-22T12,Dominion Virginia Power zone,19450,megawatthours
3826,2019-01-22T13,Dominion Virginia Power zone,19782,megawatthours
3825,2019-01-22T14,Dominion Virginia Power zone,18953,megawatthours
3824,2019-01-22T15,Dominion Virginia Power zone,17672,megawatthours
3823,2019-01-22T16,Dominion Virginia Power zone,16572,megawatthours
3822,2019-01-22T17,Dominion Virginia Power zone,15549,megawatthours
3821,2019-01-22T18,Dominion Virginia Power zone,14766,megawatthours
3820,2019-01-22T19,Dominion Virginia Power zone,14161,megawatthours
3819,2019-01-22T20,Dominion Virginia Power zone,13826,megawatthours
3818,2019-01-22T21,Dominion Virginia Power zone,13920,megawatthours
3817,2019-01-22T22,Dominion Virginia Power zone,14550,megawatthours
3816,2019-01-22T23,Dominion Virginia Power zone,15621,megawatthours
3815,2019-01-23T00,Dominion Virginia Power zone,16171,megawatthours
3814,2019-01-23T01,Dominion Virginia Power zone,16139,megawatthours
3813,2019-01-23T02,Dominion Virginia Power zone,15961,megawatthours
3812,2019-01-23T03,Dominion Virginia Power zone,15502,megawatthours
3811,2019-01-23T04,Dominion Virginia Power zone,14788,megawatthours
3810,2019-01-23T05,Dominion Virginia Power zone,14136,megawatthours
3809,2019-01-23T06,Dominion Virginia Power zone,13741,megawatthours
3808,2019-01-23T07,Dominion Virginia Power zone,13503,megawatthours
3807,2019-01-23T08,Dominion Virginia Power zone,13408,megawatthours
3806,2019-01-23T09,Dominion Virginia Power zone,13466,megawatthours
3805,2019-01-23T10,Dominion Virginia Power zone,13695,megawatthours
3804,2019-01-23T11,Dominion Virginia Power zone,14357,megawatthours
3803,2019-01-23T12,Dominion Virginia Power zone,15361,megawatthours
3802,2019-01-23T13,Dominion Virginia Power zone,15570,megawatthours
3801,2019-01-23T14,Dominion Virginia Power zone,14918,megawatthours
3800,2019-01-23T15,Dominion Virginia Power zone,14139,megawatthours
3799,2019-01-23T16,Dominion Virginia Power zone,13510,megawatthours
3798,2019-01-23T17,Dominion Virginia Power zone,12914,megawatthours
3797,2019-01-23T18,Dominion Virginia Power zone,12339,megawatthours
3796,2019-01-23T19,Dominion Virginia Power zone,11864,megawatthours
3795,2019-01-23T20,Dominion Virginia Power zone,11631,megawatthours
3794,2019-01-23T21,Dominion Virginia Power zone,11496,megawatthours
3793,2019-01-23T22,Dominion Virginia Power zone,11701,megawatthours
3792,2019-01-23T23,Dominion Virginia Power zone,12250,megawatthours
3791,2019-01-24T00,Dominion Virginia Power zone,12611,megawatthours
3790,2019-01-24T01,Dominion Virginia Power zone,12418,megawatthours
3789,2019-01-24T02,Dominion Virginia Power zone,12121,megawatthours
3788,2019-01-24T03,Dominion Virginia Power zone,11564,megawatthours
3787,2019-01-24T04,Dominion Virginia Power zone,10761,megawatthours
3786,2019-01-24T05,Dominion Virginia Power zone,10007,megawatthours
3785,2019-01-24T06,Dominion Virginia Power zone,9455,megawatthours
3784,2019-01-24T07,Dominion Virginia Power zone,9176,megawatthours
3783,2019-01-24T08,Dominion Virginia Power zone,9061,megawatthours
3782,2019-01-24T09,Dominion Virginia Power zone,9057,megawatthours
3781,2019-01-24T10,Dominion Virginia Power zone,9344,megawatthours
3780,2019-01-24T11,Dominion Virginia Power zone,9847,megawatthours
3779,2019-01-24T12,Dominion Virginia Power zone,10764,megawatthours
3778,2019-01-24T13,Dominion Virginia Power zone,11255,megawatthours
3777,2019-01-24T14,Dominion Virginia Power zone,11260,megawatthours
3776,2019-01-24T15,Dominion Virginia Power zone,10956,megawatthours
3775,2019-01-24T16,Dominion Virginia Power zone,10957,megawatthours
3774,2019-01-24T17,Dominion Virginia Power zone,10973,megawatthours
3773,2019-01-24T18,Dominion Virginia Power zone,10948,megawatthours
3772,2019-01-24T19,Dominion Virginia Power zone,10711,megawatthours
3771,2019-01-24T20,Dominion Virginia Power zone,10462,megawatthours
3770,2019-01-24T21,Dominion Virginia Power zone,10427,megawatthours
3769,2019-01-24T22,Dominion Virginia Power zone,10853,megawatthours
3768,2019-01-24T23,Dominion Virginia Power zone,11623,megawatthours
3767,2019-01-25T00,Dominion Virginia Power zone,12358,megawatthours
3766,2019-01-25T01,Dominion Virginia Power zone,12438,megawatthours
3765,2019-01-25T02,Dominion Virginia Power zone,12368,megawatthours
3764,2019-01-25T03,Dominion Virginia Power zone,12088,megawatthours
3763,2019-01-25T04,Dominion Virginia Power zone,11701,megawatthours
3762,2019-01-25T05,Dominion Virginia Power zone,11242,megawatthours
3761,2019-01-25T06,Dominion Virginia Power zone,11151,megawatthours
3760,2019-01-25T07,Dominion Virginia Power zone,11257,megawatthours
3759,2019-01-25T08,Dominion Virginia Power zone,11392,megawatthours
3758,2019-01-25T09,Dominion Virginia Power zone,11698,megawatthours
3757,2019-01-25T10,Dominion Virginia Power zone,12294,megawatthours
3756,2019-01-25T11,Dominion Virginia Power zone,13223,megawatthours
3755,2019-01-25T12,Dominion Virginia Power zone,14548,megawatthours
3754,2019-01-25T13,Dominion Virginia Power zone,15033,megawatthours
3753,2019-01-25T14,Dominion Virginia Power zone,14316,megawatthours
3752,2019-01-25T15,Dominion Virginia Power zone,13408,megawatthours
3751,2019-01-25T16,Dominion Virginia Power zone,12638,megawatthours
3750,2019-01-25T17,Dominion Virginia Power zone,12252,megawatthours
3749,2019-01-25T18,Dominion Virginia Power zone,11840,megawatthours
3748,2019-01-25T19,Dominion Virginia Power zone,11586,megawatthours
3747,2019-01-25T20,Dominion Virginia Power zone,11359,megawatthours
3746,2019-01-25T21,Dominion Virginia Power zone,11366,megawatthours
3745,2019-01-25T22,Dominion Virginia Power zone,11821,megawatthours
3744,2019-01-25T23,Dominion Virginia Power zone,12968,megawatthours
3743,2019-01-26T00,Dominion Virginia Power zone,13760,megawatthours
3742,2019-01-26T01,Dominion Virginia Power zone,13849,megawatthours
3741,2019-01-26T02,Dominion Virginia Power zone,13865,megawatthours
3740,2019-01-26T03,Dominion Virginia Power zone,13750,megawatthours
3739,2019-01-26T04,Dominion Virginia Power zone,13546,megawatthours
3738,2019-01-26T05,Dominion Virginia Power zone,13299,megawatthours
3737,2019-01-26T06,Dominion Virginia Power zone,13183,megawatthours
3736,2019-01-26T07,Dominion Virginia Power zone,13258,megawatthours
3735,2019-01-26T08,Dominion Virginia Power zone,13435,megawatthours
3734,2019-01-26T09,Dominion Virginia Power zone,13667,megawatthours
3733,2019-01-26T10,Dominion Virginia Power zone,14084,megawatthours
3732,2019-01-26T11,Dominion Virginia Power zone,14556,megawatthours
3731,2019-01-26T12,Dominion Virginia Power zone,15107,megawatthours
3730,2019-01-26T13,Dominion Virginia Power zone,15749,megawatthours
3729,2019-01-26T14,Dominion Virginia Power zone,15495,megawatthours
3728,2019-01-26T15,Dominion Virginia Power zone,14505,megawatthours
3727,2019-01-26T16,Dominion Virginia Power zone,13517,megawatthours
3726,2019-01-26T17,Dominion Virginia Power zone,12811,megawatthours
3725,2019-01-26T18,Dominion Virginia Power zone,12173,megawatthours
3724,2019-01-26T19,Dominion Virginia Power zone,11569,megawatthours
3723,2019-01-26T20,Dominion Virginia Power zone,11280,megawatthours
3722,2019-01-26T21,Dominion Virginia Power zone,11134,megawatthours
3721,2019-01-26T22,Dominion Virginia Power zone,11563,megawatthours
3720,2019-01-26T23,Dominion Virginia Power zone,12618,megawatthours
3719,2019-01-27T00,Dominion Virginia Power zone,13301,megawatthours
3718,2019-01-27T01,Dominion Virginia Power zone,13519,megawatthours
3717,2019-01-27T02,Dominion Virginia Power zone,13565,megawatthours
3716,2019-01-27T03,Dominion Virginia Power zone,13484,megawatthours
3715,2019-01-27T04,Dominion Virginia Power zone,13274,megawatthours
3714,2019-01-27T05,Dominion Virginia Power zone,13026,megawatthours
3713,2019-01-27T06,Dominion Virginia Power zone,12970,megawatthours
3712,2019-01-27T07,Dominion Virginia Power zone,12987,megawatthours
3711,2019-01-27T08,Dominion Virginia Power zone,13098,megawatthours
3710,2019-01-27T09,Dominion Virginia Power zone,13219,megawatthours
3709,2019-01-27T10,Dominion Virginia Power zone,13443,megawatthours
3708,2019-01-27T11,Dominion Virginia Power zone,13765,megawatthours
3707,2019-01-27T12,Dominion Virginia Power zone,14296,megawatthours
3706,2019-01-27T13,Dominion Virginia Power zone,14673,megawatthours
3705,2019-01-27T14,Dominion Virginia Power zone,14413,megawatthours
3704,2019-01-27T15,Dominion Virginia Power zone,13450,megawatthours
3703,2019-01-27T16,Dominion Virginia Power zone,12519,megawatthours
3702,2019-01-27T17,Dominion Virginia Power zone,11932,megawatthours
3701,2019-01-27T18,Dominion Virginia Power zone,11631,megawatthours
3700,2019-01-27T19,Dominion Virginia Power zone,11263,megawatthours
3699,2019-01-27T20,Dominion Virginia Power zone,11133,megawatthours
3698,2019-01-27T21,Dominion Virginia Power zone,11411,megawatthours
3697,2019-01-27T22,Dominion Virginia Power zone,11779,megawatthours
3696,2019-01-27T23,Dominion Virginia Power zone,12608,megawatthours
3695,2019-01-28T00,Dominion Virginia Power zone,12941,megawatthours
3694,2019-01-28T01,Dominion Virginia Power zone,12871,megawatthours
3693,2019-01-28T02,Dominion Virginia Power zone,12655,megawatthours
3692,2019-01-28T03,Dominion Virginia Power zone,12288,megawatthours
3691,2019-01-28T04,Dominion Virginia Power zone,11646,megawatthours
3690,2019-01-28T05,Dominion Virginia Power zone,11112,megawatthours
3689,2019-01-28T06,Dominion Virginia Power zone,10784,megawatthours
3688,2019-01-28T07,Dominion Virginia Power zone,10649,megawatthours
3687,2019-01-28T08,Dominion Virginia Power zone,10801,megawatthours
3686,2019-01-28T09,Dominion Virginia Power zone,11157,megawatthours
3685,2019-01-28T10,Dominion Virginia Power zone,11677,megawatthours
3684,2019-01-28T11,Dominion Virginia Power zone,12688,megawatthours
3683,2019-01-28T12,Dominion Virginia Power zone,13934,megawatthours
3682,2019-01-28T13,Dominion Virginia Power zone,14487,megawatthours
3681,2019-01-28T14,Dominion Virginia Power zone,14472,megawatthours
