,Date,Hour Starting,period,respondent,fueltype,type-name,value,value-units
646,2024-08-27,22,2024-08-27T23-05,ERCO,COL,Coal,9570,megawatthours
647,2024-08-27,23,2024-08-28T00-05,ERCO,COL,Coal,8228,megawatthours
648,2024-08-28,0,2024-08-28T01-05,ERCO,COL,Coal,7803,megawatthours
649,2024-08-28,1,2024-08-28T02-05,ERCO,COL,Coal,7480,megawatthours
650,2024-08-28,2,2024-08-28T03-05,ERCO,COL,Coal,7316,megawatthours
651,2024-08-28,3,2024-08-28T04-05,ERCO,COL,Coal,7223,megawatthours
652,2024-08-28,4,2024-08-28T05-05,ERCO,COL,Coal,7471,megawatthours
653,2024-08-28,5,2024-08-28T06-05,ERCO,COL,Coal,7835,megawatthours
654,2024-08-28,6,2024-08-28T07-05,ERCO,COL,Coal,9192,megawatthours
655,2024-08-28,7,2024-08-28T08-05,ERCO,COL,Coal,9109,megawatthours
656,2024-08-28,8,2024-08-28T09-05,ERCO,COL,Coal,7129,megawatthours
657,2024-08-28,9,2024-08-28T10-05,ERCO,COL,Coal,6022,megawatthours
658,2024-08-28,10,2024-08-28T11-05,ERCO,COL,Coal,6608,megawatthours
659,2024-08-28,11,2024-08-28T12-05,ERCO,COL,Coal,7677,megawatthours
660,2024-08-28,12,2024-08-28T13-05,ERCO,COL,Coal,9314,megawatthours
661,2024-08-28,13,2024-08-28T14-05,ERCO,COL,Coal,9971,megawatthours
662,2024-08-28,14,2024-08-28T15-05,ERCO,COL,Coal,9534,megawatthours
663,2024-08-28,15,2024-08-28T16-05,ERCO,COL,Coal,9816,megawatthours
664,2024-08-28,16,2024-08-28T17-05,ERCO,COL,Coal,9628,megawatthours
665,2024-08-28,17,2024-08-28T18-05,ERCO,COL,Coal,9411,megawatthours
666,2024-08-28,18,2024-08-28T19-05,ERCO,COL,Coal,8714,megawatthours
667,2024-08-28,19,2024-08-28T20-05,ERCO,COL,Coal,9605,megawatthours
668,2024-08-28,20,2024-08-28T21-05,ERCO,COL,Coal,9943,megawatthours
669,2024-08-28,21,2024-08-28T22-05,ERCO,COL,Coal,8573,megawatthours
670,2024-08-28,22,2024-08-28T23-05,ERCO,COL,Coal,7694,megawatthours
671,2024-08-28,23,2024-08-29T00-05,ERCO,COL,Coal,7318,megawatthours
672,2024-08-29,0,2024-08-29T01-05,ERCO,COL,Coal,6968,megawatthours
673,2024-08-29,1,2024-08-29T02-05,ERCO,COL,Coal,6785,megawatthours
674,2024-08-29,2,2024-08-29T03-05,ERCO,COL,Coal,6551,megawatthours
675,2024-08-29,3,2024-08-29T04-05,ERCO,COL,Coal,6442,megawatthours
676,2024-08-29,4,2024-08-29T05-05,ERCO,COL,Coal,6364,megawatthours
677,2024-08-29,5,2024-08-29T06-05,ERCO,COL,Coal,6855,megawatthours
678,2024-08-29,6,2024-08-29T07-05,ERCO,COL,Coal,7995,megawatthours
679,2024-08-29,7,2024-08-29T08-05,ERCO,COL,Coal,8529,megawatthours
680,2024-08-29,8,2024-08-29T09-05,ERCO,COL,Coal,6800,megawatthours
681,2024-08-29,9,2024-08-29T10-05,ERCO,COL,Coal,5737,megawatthours
682,2024-08-29,10,2024-08-29T11-05,ERCO,COL,Coal,5992,megawatthours
683,2024-08-29,11,2024-08-29T12-05,ERCO,COL,Coal,6851,megawatthours
684,2024-08-29,12,2024-08-29T13-05,ERCO,COL,Coal,6743,megawatthours
685,2024-08-29,13,2024-08-29T14-05,ERCO,COL,Coal,6987,megawatthours
686,2024-08-29,14,2024-08-29T15-05,ERCO,COL,Coal,7458,megawatthours
687,2024-08-29,15,2024-08-29T16-05,ERCO,COL,Coal,8520,megawatthours
688,2024-08-29,16,2024-08-29T17-05,ERCO,COL,Coal,8788,megawatthours
689,2024-08-29,17,2024-08-29T18-05,ERCO,COL,Coal,9575,megawatthours
690,2024-08-29,18,2024-08-29T19-05,ERCO,COL,Coal,10836,megawatthours
691,2024-08-29,19,2024-08-29T20-05,ERCO,COL,Coal,11284,megawatthours
692,2024-08-29,20,2024-08-29T21-05,ERCO,COL,Coal,11077,megawatthours
693,2024-08-29,21,2024-08-29T22-05,ERCO,COL,Coal,10184,megawatthours
694,2024-08-29,22,2024-08-29T23-05,ERCO,COL,Coal,9563,megawatthours
695,2024-08-29,23,2024-08-30T00-05,ERCO,COL,Coal,8202,megawatthours
696,2024-08-30,0,2024-08-30T01-05,ERCO,COL,Coal,7459,megawatthours
697,2024-08-30,1,2024-08-30T02-05,ERCO,COL,Coal,7193,megawatthours
698,2024-08-30,2,2024-08-30T03-05,ERCO,COL,Coal,7266,megawatthours
699,2024-08-30,3,2024-08-30T04-05,ERCO,COL,Coal,7309,megawatthours
700,2024-08-30,4,2024-08-30T05-05,ERCO,COL,Coal,7311,megawatthours
701,2024-08-30,5,2024-08-30T06-05,ERCO,COL,Coal,7712,megawatthours
702,2024-08-30,6,2024-08-30T07-05,ERCO,COL,Coal,8496,megawatthours
703,2024-08-30,7,2024-08-30T08-05,ERCO,COL,Coal,8392,megawatthours
704,2024-08-30,8,2024-08-30T09-05,ERCO,COL,Coal,7843,megawatthours
705,2024-08-30,9,2024-08-30T10-05,ERCO,COL,Coal,7253,megawatthours
706,2024-08-30,10,2024-08-30T11-05,ERCO,COL,Coal,7331,megawatthours
707,2024-08-30,11,2024-08-30T12-05,ERCO,COL,Coal,6934,megawatthours
708,2024-08-30,12,2024-08-30T13-05,ERCO,COL,Coal,6510,megawatthours
709,2024-08-30,13,2024-08-30T14-05,ERCO,COL,Coal,6950,megawatthours
710,2024-08-30,14,2024-08-30T15-05,ERCO,COL,Coal,6505,megawatthours
711,2024-08-30,15,2024-08-30T16-05,ERCO,COL,Coal,6978,megawatthours
712,2024-08-30,16,2024-08-30T17-05,ERCO,COL,Coal,6923,megawatthours
713,2024-08-30,17,2024-08-30T18-05,ERCO,COL,Coal,7381,megawatthours
714,2024-08-30,18,2024-08-30T19-05,ERCO,COL,Coal,8488,megawatthours
715,2024-08-30,19,2024-08-30T20-05,ERCO,COL,Coal,10484,megawatthours
716,2024-08-30,20,2024-08-30T21-05,ERCO,COL,Coal,10722,megawatthours
717,2024-08-30,21,2024-08-30T22-05,ERCO,COL,Coal,10519,megawatthours
718,2024-08-30,22,2024-08-30T23-05,ERCO,COL,Coal,10319,megawatthours
719,2024-08-30,23,2024-08-31T00-05,ERCO,COL,Coal,10089,megawatthours
720,2024-08-31,0,2024-08-31T01-05,ERCO,COL,Coal,9355,megawatthours
721,2024-08-31,1,2024-08-31T02-05,ERCO,COL,Coal,9024,megawatthours
722,2024-08-31,2,2024-08-31T03-05,ERCO,COL,Coal,8250,megawatthours
723,2024-08-31,3,2024-08-31T04-05,ERCO,COL,Coal,7437,megawatthours
724,2024-08-31,4,2024-08-31T05-05,ERCO,COL,Coal,7183,megawatthours
725,2024-08-31,5,2024-08-31T06-05,ERCO,COL,Coal,7105,megawatthours
726,2024-08-31,6,2024-08-31T07-05,ERCO,COL,Coal,6977,megawatthours
727,2024-08-31,7,2024-08-31T08-05,ERCO,COL,Coal,6650,megawatthours
728,2024-08-31,8,2024-08-31T09-05,ERCO,COL,Coal,6084,megawatthours
729,2024-08-31,9,2024-08-31T10-05,ERCO,COL,Coal,6567,megawatthours
730,2024-08-31,10,2024-08-31T11-05,ERCO,COL,Coal,6591,megawatthours
731,2024-08-31,11,2024-08-31T12-05,ERCO,COL,Coal,6426,megawatthours
732,2024-08-31,12,2024-08-31T13-05,ERCO,COL,Coal,7105,megawatthours
733,2024-08-31,13,2024-08-31T14-05,ERCO,COL,Coal,8129,megawatthours
734,2024-08-31,14,2024-08-31T15-05,ERCO,COL,Coal,8476,megawatthours
735,2024-08-31,15,2024-08-31T16-05,ERCO,COL,Coal,8602,megawatthours
736,2024-08-31,16,2024-08-31T17-05,ERCO,COL,Coal,9916,megawatthours
737,2024-08-31,17,2024-08-31T18-05,ERCO,COL,Coal,10332,megawatthours
738,2024-08-31,18,2024-08-31T19-05,ERCO,COL,Coal,10884,megawatthours
739,2024-08-31,19,2024-08-31T20-05,ERCO,COL,Coal,11488,megawatthours
740,2024-08-31,20,2024-08-31T21-05,ERCO,COL,Coal,11466,megawatthours
741,2024-08-31,21,2024-08-31T22-05,ERCO,COL,Coal,11457,megawatthours
742,2024-08-31,22,2024-08-31T23-05,ERCO,COL,Coal,11048,megawatthours
743,2024-08-31,23,2024-09-01T00-05,ERCO,COL,Coal,10906,megawatthours
744,2024-09-01,0,2024-09-01T01-05,ERCO,COL,Coal,10753,megawatthours
745,2024-09-01,1,2024-09-01T02-05,ERCO,COL,Coal,10010,megawatthours
746,2024-09-01,2,2024-09-01T03-05,ERCO,COL,Coal,9564,megawatthours
747,2024-09-01,3,2024-09-01T04-05,ERCO,COL,Coal,8848,megawatthours
748,2024-09-01,4,2024-09-01T05-05,ERCO,COL,Coal,7742,megawatthours
749,2024-09-01,5,2024-09-01T06-05,ERCO,COL,Coal,7141,megawatthours
750,2024-09-01,6,2024-09-01T07-05,ERCO,COL,Coal,6950,megawatthours
751,2024-09-01,7,2024-09-01T08-05,ERCO,COL,Coal,7125,megawatthours
752,2024-09-01,8,2024-09-01T09-05,ERCO,COL,Coal,7045,megawatthours
753,2024-09-01,9,2024-09-01T10-05,ERCO,COL,Coal,7058,megawatthours
754,2024-09-01,10,2024-09-01T11-05,ERCO,COL,Coal,6972,megawatthours
755,2024-09-01,11,2024-09-01T12-05,ERCO,COL,Coal,6266,megawatthours
756,2024-09-01,12,2024-09-01T13-05,ERCO,COL,Coal,6298,megawatthours
757,2024-09-01,13,2024-09-01T14-05,ERCO,COL,Coal,6481,megawatthours
758,2024-09-01,14,2024-09-01T15-05,ERCO,COL,Coal,6270,megawatthours
759,2024-09-01,15,2024-09-01T16-05,ERCO,COL,Coal,6213,megawatthours
760,2024-09-01,16,2024-09-01T17-05,ERCO,COL,Coal,6599,megawatthours
761,2024-09-01,17,2024-09-01T18-05,ERCO,COL,Coal,7707,megawatthours
762,2024-09-01,18,2024-09-01T19-05,ERCO,COL,Coal,9425,megawatthours
763,2024-09-01,19,2024-09-01T20-05,ERCO,COL,Coal,11198,megawatthours
764,2024-09-01,20,2024-09-01T21-05,ERCO,COL,Coal,10940,megawatthours
765,2024-09-01,21,2024-09-01T22-05,ERCO,COL,Coal,10903,megawatthours
766,2024-09-01,22,2024-09-01T23-05,ERCO,COL,Coal,10587,megawatthours
767,2024-09-01,23,2024-09-02T00-05,ERCO,COL,Coal,10008,megawatthours
768,2024-09-02,0,2024-09-02T01-05,ERCO,COL,Coal,8766,megawatthours
769,2024-09-02,1,2024-09-02T02-05,ERCO,COL,Coal,8082,megawatthours
770,2024-09-02,2,2024-09-02T03-05,ERCO,COL,Coal,7456,megawatthours
771,2024-09-02,3,2024-09-02T04-05,ERCO,COL,Coal,7340,megawatthours
772,2024-09-02,4,2024-09-02T05-05,ERCO,COL,Coal,6949,megawatthours
773,2024-09-02,5,2024-09-02T06-05,ERCO,COL,Coal,6953,megawatthours
774,2024-09-02,6,2024-09-02T07-05,ERCO,COL,Coal,6929,megawatthours
775,2024-09-02,7,2024-09-02T08-05,ERCO,COL,Coal,6557,megawatthours
776,2024-09-02,8,2024-09-02T09-05,ERCO,COL,Coal,6671,megawatthours
777,2024-09-02,9,2024-09-02T10-05,ERCO,COL,Coal,6910,megawatthours
778,2024-09-02,10,2024-09-02T11-05,ERCO,COL,Coal,7264,megawatthours
779,2024-09-02,11,2024-09-02T12-05,ERCO,COL,Coal,7431,megawatthours
780,2024-09-02,12,2024-09-02T13-05,ERCO,COL,Coal,7593,megawatthours
781,2024-09-02,13,2024-09-02T14-05,ERCO,COL,Coal,8023,megawatthours
782,2024-09-02,14,2024-09-02T15-05,ERCO,COL,Coal,8237,megawatthours
783,2024-09-02,15,2024-09-02T16-05,ERCO,COL,Coal,8240,megawatthours
784,2024-09-02,16,2024-09-02T17-05,ERCO,COL,Coal,7806,megawatthours
785,2024-09-02,17,2024-09-02T18-05,ERCO,COL,Coal,8984,megawatthours
786,2024-09-02,18,2024-09-02T19-05,ERCO,COL,Coal,9191,megawatthours
787,2024-09-02,19,2024-09-02T20-05,ERCO,COL,Coal,10101,megawatthours
788,2024-09-02,20,2024-09-02T21-05,ERCO,COL,Coal,10634,megawatthours
789,2024-09-02,21,2024-09-02T22-05,ERCO,COL,Coal,9372,megawatthours
790,2024-09-02,22,2024-09-02T23-05,ERCO,COL,Coal,8731,megawatthours
791,2024-09-02,23,2024-09-03T00-05,ERCO,COL,Coal,7806,megawatthours
792,2024-09-03,0,2024-09-03T01-05,ERCO,COL,Coal,7368,megawatthours
793,2024-09-03,1,2024-09-03T02-05,ERCO,COL,Coal,6735,megawatthours
794,2024-09-03,2,2024-09-03T03-05,ERCO,COL,Coal,6540,megawatthours
795,2024-09-03,3,2024-09-03T04-05,ERCO,COL,Coal,6358,megawatthours
796,2024-09-03,4,2024-09-03T05-05,ERCO,COL,Coal,6416,megawatthours
797,2024-09-03,5,2024-09-03T06-05,ERCO,COL,Coal,7025,megawatthours
798,2024-09-03,6,2024-09-03T07-05,ERCO,COL,Coal,7729,megawatthours
799,2024-09-03,7,2024-09-03T08-05,ERCO,COL,Coal,7748,megawatthours
800,2024-09-03,8,2024-09-03T09-05,ERCO,COL,Coal,7586,megawatthours
801,2024-09-03,9,2024-09-03T10-05,ERCO,COL,Coal,7775,megawatthours
802,2024-09-03,10,2024-09-03T11-05,ERCO,COL,Coal,7646,megawatthours
803,2024-09-03,11,2024-09-03T12-05,ERCO,COL,Coal,7592,megawatthours
804,2024-09-03,12,2024-09-03T13-05,ERCO,COL,Coal,7556,megawatthours
805,2024-09-03,13,2024-09-03T14-05,ERCO,COL,Coal,7568,megawatthours
806,2024-09-03,14,2024-09-03T15-05,ERCO,COL,Coal,7743,megawatthours
807,2024-09-03,15,2024-09-03T16-05,ERCO,COL,Coal,8674,megawatthours
808,2024-09-03,16,2024-09-03T17-05,ERCO,COL,Coal,9636,megawatthours
809,2024-09-03,17,2024-09-03T18-05,ERCO,COL,Coal,9517,megawatthours
810,2024-09-03,18,2024-09-03T19-05,ERCO,COL,Coal,10689,megawatthours
811,2024-09-03,19,2024-09-03T20-05,ERCO,COL,Coal,10987,megawatthours
812,2024-09-03,20,2024-09-03T21-05,ERCO,COL,Coal,11044,megawatthours
813,2024-09-03,21,2024-09-03T22-05,ERCO,COL,Coal,10489,megawatthours
814,2024-09-03,22,2024-09-03T23-05,ERCO,COL,Coal,9846,megawatthours
815,2024-09-03,23,2024-09-04T00-05,ERCO,COL,Coal,8889,megawatthours
816,2024-09-04,0,2024-09-04T01-05,ERCO,COL,Coal,8141,megawatthours
817,2024-09-04,1,2024-09-04T02-05,ERCO,COL,Coal,7844,megawatthours
818,2024-09-04,2,2024-09-04T03-05,ERCO,COL,Coal,7334,megawatthours
819,2024-09-04,3,2024-09-04T04-05,ERCO,COL,Coal,6962,megawatthours
820,2024-09-04,4,2024-09-04T05-05,ERCO,COL,Coal,7287,megawatthours
821,2024-09-04,5,2024-09-04T06-05,ERCO,COL,Coal,8149,megawatthours
822,2024-09-04,6,2024-09-04T07-05,ERCO,COL,Coal,9491,megawatthours
823,2024-09-04,7,2024-09-04T08-05,ERCO,COL,Coal,10084,megawatthours
824,2024-09-04,8,2024-09-04T09-05,ERCO,COL,Coal,9990,megawatthours
825,2024-09-04,9,2024-09-04T10-05,ERCO,COL,Coal,9342,megawatthours
826,2024-09-04,10,2024-09-04T11-05,ERCO,COL,Coal,8432,megawatthours
827,2024-09-04,11,2024-09-04T12-05,ERCO,COL,Coal,7503,megawatthours
828,2024-09-04,12,2024-09-04T13-05,ERCO,COL,Coal,7554,megawatthours
829,2024-09-04,13,2024-09-04T14-05,ERCO,COL,Coal,7987,megawatthours
830,2024-09-04,14,2024-09-04T15-05,ERCO,COL,Coal,8366,megawatthours
831,2024-09-04,15,2024-09-04T16-05,ERCO,COL,Coal,9034,megawatthours
832,2024-09-04,16,2024-09-04T17-05,ERCO,COL,Coal,9264,megawatthours
833,2024-09-04,17,2024-09-04T18-05,ERCO,COL,Coal,10395,megawatthours
834,2024-09-04,18,2024-09-04T19-05,ERCO,COL,Coal,10888,megawatthours
835,2024-09-04,19,2024-09-04T20-05,ERCO,COL,Coal,11341,megawatthours
836,2024-09-04,20,2024-09-04T21-05,ERCO,COL,Coal,11359,megawatthours
837,2024-09-04,21,2024-09-04T22-05,ERCO,COL,Coal,10953,megawatthours
838,2024-09-04,22,2024-09-04T23-05,ERCO,COL,Coal,9882,megawatthours
839,2024-09-04,23,2024-09-05T00-05,ERCO,COL,Coal,8700,megawatthours
840,2024-09-05,0,2024-09-05T01-05,ERCO,COL,Coal,8225,megawatthours
841,2024-09-05,1,2024-09-05T02-05,ERCO,COL,Coal,7663,megawatthours
842,2024-09-05,2,2024-09-05T03-05,ERCO,COL,Coal,7395,megawatthours
843,2024-09-05,3,2024-09-05T04-05,ERCO,COL,Coal,6997,megawatthours
844,2024-09-05,4,2024-09-05T05-05,ERCO,COL,Coal,7034,megawatthours
845,2024-09-05,5,2024-09-05T06-05,ERCO,COL,Coal,7604,megawatthours
846,2024-09-05,6,2024-09-05T07-05,ERCO,COL,Coal,8568,megawatthours
847,2024-09-05,7,2024-09-05T08-05,ERCO,COL,Coal,8818,megawatthours
848,2024-09-05,8,2024-09-05T09-05,ERCO,COL,Coal,8342,megawatthours
849,2024-09-05,9,2024-09-05T10-05,ERCO,COL,Coal,7953,megawatthours
850,2024-09-05,10,2024-09-05T11-05,ERCO,COL,Coal,7738,megawatthours
851,2024-09-05,11,2024-09-05T12-05,ERCO,COL,Coal,7721,megawatthours
852,2024-09-05,12,2024-09-05T13-05,ERCO,COL,Coal,7355,megawatthours
853,2024-09-05,13,2024-09-05T14-05,ERCO,COL,Coal,7763,megawatthours
854,2024-09-05,14,2024-09-05T15-05,ERCO,COL,Coal,8094,megawatthours
855,2024-09-05,15,2024-09-05T16-05,ERCO,COL,Coal,8691,megawatthours
856,2024-09-05,16,2024-09-05T17-05,ERCO,COL,Coal,9141,megawatthours
857,2024-09-05,17,2024-09-05T18-05,ERCO,COL,Coal,9692,megawatthours
858,2024-09-05,18,2024-09-05T19-05,ERCO,COL,Coal,10265,megawatthours
859,2024-09-05,19,2024-09-05T20-05,ERCO,COL,Coal,11229,megawatthours
860,2024-09-05,20,2024-09-05T21-05,ERCO,COL,Coal,11219,megawatthours
861,2024-09-05,21,2024-09-05T22-05,ERCO,COL,Coal,10502,megawatthours
862,2024-09-05,22,2024-09-05T23-05,ERCO,COL,Coal,9928,megawatthours
863,2024-09-05,23,2024-09-06T00-05,ERCO,COL,Coal,9511,megawatthours
864,2024-09-06,0,2024-09-06T01-05,ERCO,COL,Coal,8353,megawatthours
865,2024-09-06,1,2024-09-06T02-05,ERCO,COL,Coal,7497,megawatthours
866,2024-09-06,2,2024-09-06T03-05,ERCO,COL,Coal,7235,megawatthours
867,2024-09-06,3,2024-09-06T04-05,ERCO,COL,Coal,7142,megawatthours
868,2024-09-06,4,2024-09-06T05-05,ERCO,COL,Coal,6886,megawatthours
869,2024-09-06,5,2024-09-06T06-05,ERCO,COL,Coal,6751,megawatthours
870,2024-09-06,6,2024-09-06T07-05,ERCO,COL,Coal,7105,megawatthours
871,2024-09-06,7,2024-09-06T08-05,ERCO,COL,Coal,6842,megawatthours
872,2024-09-06,8,2024-09-06T09-05,ERCO,COL,Coal,6033,megawatthours
873,2024-09-06,9,2024-09-06T10-05,ERCO,COL,Coal,5602,megawatthours
874,2024-09-06,10,2024-09-06T11-05,ERCO,COL,Coal,5447,megawatthours
875,2024-09-06,11,2024-09-06T12-05,ERCO,COL,Coal,5369,megawatthours
876,2024-09-06,12,2024-09-06T13-05,ERCO,COL,Coal,5430,megawatthours
877,2024-09-06,13,2024-09-06T14-05,ERCO,COL,Coal,5438,megawatthours
878,2024-09-06,14,2024-09-06T15-05,ERCO,COL,Coal,5464,megawatthours
879,2024-09-06,15,2024-09-06T16-05,ERCO,COL,Coal,5697,megawatthours
880,2024-09-06,16,2024-09-06T17-05,ERCO,COL,Coal,5692,megawatthours
881,2024-09-06,17,2024-09-06T18-05,ERCO,COL,Coal,6086,megawatthours
882,2024-09-06,18,2024-09-06T19-05,ERCO,COL,Coal,8202,megawatthours
883,2024-09-06,19,2024-09-06T20-05,ERCO,COL,Coal,10608,megawatthours
884,2024-09-06,20,2024-09-06T21-05,ERCO,COL,Coal,10843,megawatthours
885,2024-09-06,21,2024-09-06T22-05,ERCO,COL,Coal,9346,megawatthours
886,2024-09-06,22,2024-09-06T23-05,ERCO,COL,Coal,8225,megawatthours
887,2024-09-06,23,2024-09-07T00-05,ERCO,COL,Coal,7549,megawatthours
888,2024-09-07,0,2024-09-07T01-05,ERCO,COL,Coal,7139,megawatthours
889,2024-09-07,1,2024-09-07T02-05,ERCO,COL,Coal,6377,megawatthours
890,2024-09-07,2,2024-09-07T03-05,ERCO,COL,Coal,5744,megawatthours
891,2024-09-07,3,2024-09-07T04-05,ERCO,COL,Coal,5730,megawatthours
892,2024-09-07,4,2024-09-07T05-05,ERCO,COL,Coal,5832,megawatthours
893,2024-09-07,5,2024-09-07T06-05,ERCO,COL,Coal,5896,megawatthours
894,2024-09-07,6,2024-09-07T07-05,ERCO,COL,Coal,5956,megawatthours
895,2024-09-07,7,2024-09-07T08-05,ERCO,COL,Coal,5876,megawatthours
896,2024-09-07,8,2024-09-07T09-05,ERCO,COL,Coal,5514,megawatthours
897,2024-09-07,9,2024-09-07T10-05,ERCO,COL,Coal,5157,megawatthours
898,2024-09-07,10,2024-09-07T11-05,ERCO,COL,Coal,4805,megawatthours
899,2024-09-07,11,2024-09-07T12-05,ERCO,COL,Coal,5182,megawatthours
900,2024-09-07,12,2024-09-07T13-05,ERCO,COL,Coal,5671,megawatthours
901,2024-09-07,13,2024-09-07T14-05,ERCO,COL,Coal,6255,megawatthours
902,2024-09-07,14,2024-09-07T15-05,ERCO,COL,Coal,6614,megawatthours
903,2024-09-07,15,2024-09-07T16-05,ERCO,COL,Coal,6430,megawatthours
904,2024-09-07,16,2024-09-07T17-05,ERCO,COL,Coal,6404,megawatthours
905,2024-09-07,17,2024-09-07T18-05,ERCO,COL,Coal,6511,megawatthours
906,2024-09-07,18,2024-09-07T19-05,ERCO,COL,Coal,8587,megawatthours
907,2024-09-07,19,2024-09-07T20-05,ERCO,COL,Coal,11301,megawatthours
908,2024-09-07,20,2024-09-07T21-05,ERCO,COL,Coal,10601,megawatthours
909,2024-09-07,21,2024-09-07T22-05,ERCO,COL,Coal,8765,megawatthours
910,2024-09-07,22,2024-09-07T23-05,ERCO,COL,Coal,7782,megawatthours
911,2024-09-07,23,2024-09-08T00-05,ERCO,COL,Coal,6737,megawatthours
912,2024-09-08,0,2024-09-08T01-05,ERCO,COL,Coal,6429,megawatthours
913,2024-09-08,1,2024-09-08T02-05,ERCO,COL,Coal,5853,megawatthours
914,2024-09-08,2,2024-09-08T03-05,ERCO,COL,Coal,5629,megawatthours
915,2024-09-08,3,2024-09-08T04-05,ERCO,COL,Coal,5518,megawatthours
916,2024-09-08,4,2024-09-08T05-05,ERCO,COL,Coal,5657,megawatthours
917,2024-09-08,5,2024-09-08T06-05,ERCO,COL,Coal,5701,megawatthours
918,2024-09-08,6,2024-09-08T07-05,ERCO,COL,Coal,5908,megawatthours
919,2024-09-08,7,2024-09-08T08-05,ERCO,COL,Coal,5726,megawatthours
920,2024-09-08,8,2024-09-08T09-05,ERCO,COL,Coal,5281,megawatthours
921,2024-09-08,9,2024-09-08T10-05,ERCO,COL,Coal,5137,megawatthours
922,2024-09-08,10,2024-09-08T11-05,ERCO,COL,Coal,5112,megawatthours
923,2024-09-08,11,2024-09-08T12-05,ERCO,COL,Coal,4652,megawatthours
924,2024-09-08,12,2024-09-08T13-05,ERCO,COL,Coal,4868,megawatthours
925,2024-09-08,13,2024-09-08T14-05,ERCO,COL,Coal,5277,megawatthours
926,2024-09-08,14,2024-09-08T15-05,ERCO,COL,Coal,5609,megawatthours
927,2024-09-08,15,2024-09-08T16-05,ERCO,COL,Coal,5820,megawatthours
928,2024-09-08,16,2024-09-08T17-05,ERCO,COL,Coal,5843,megawatthours
929,2024-09-08,17,2024-09-08T18-05,ERCO,COL,Coal,5781,megawatthours
930,2024-09-08,18,2024-09-08T19-05,ERCO,COL,Coal,7314,megawatthours
931,2024-09-08,19,2024-09-08T20-05,ERCO,COL,Coal,9874,megawatthours
932,2024-09-08,20,2024-09-08T21-05,ERCO,COL,Coal,10011,megawatthours
933,2024-09-08,21,2024-09-08T22-05,ERCO,COL,Coal,8467,megawatthours
934,2024-09-08,22,2024-09-08T23-05,ERCO,COL,Coal,7509,megawatthours
935,2024-09-08,23,2024-09-09T00-05,ERCO,COL,Coal,6663,megawatthours
936,2024-09-09,0,2024-09-09T01-05,ERCO,COL,Coal,5568,megawatthours
937,2024-09-09,1,2024-09-09T02-05,ERCO,COL,Coal,5164,megawatthours
938,2024-09-09,2,2024-09-09T03-05,ERCO,COL,Coal,5162,megawatthours
939,2024-09-09,3,2024-09-09T04-05,ERCO,COL,Coal,5163,megawatthours
940,2024-09-09,4,2024-09-09T05-05,ERCO,COL,Coal,5465,megawatthours
941,2024-09-09,5,2024-09-09T06-05,ERCO,COL,Coal,5967,megawatthours
942,2024-09-09,6,2024-09-09T07-05,ERCO,COL,Coal,7286,megawatthours
943,2024-09-09,7,2024-09-09T08-05,ERCO,COL,Coal,7135,megawatthours
944,2024-09-09,8,2024-09-09T09-05,ERCO,COL,Coal,5714,megawatthours
945,2024-09-09,9,2024-09-09T10-05,ERCO,COL,Coal,5322,megawatthours
946,2024-09-09,10,2024-09-09T11-05,ERCO,COL,Coal,5298,megawatthours
947,2024-09-09,11,2024-09-09T12-05,ERCO,COL,Coal,5298,megawatthours
948,2024-09-09,12,2024-09-09T13-05,ERCO,COL,Coal,5313,megawatthours
949,2024-09-09,13,2024-09-09T14-05,ERCO,COL,Coal,5412,megawatthours
950,2024-09-09,14,2024-09-09T15-05,ERCO,COL,Coal,5748,megawatthours
951,2024-09-09,15,2024-09-09T16-05,ERCO,COL,Coal,6041,megawatthours
952,2024-09-09,16,2024-09-09T17-05,ERCO,COL,Coal,6692,megawatthours
953,2024-09-09,17,2024-09-09T18-05,ERCO,COL,Coal,7482,megawatthours
954,2024-09-09,18,2024-09-09T19-05,ERCO,COL,Coal,9358,megawatthours
955,2024-09-09,19,2024-09-09T20-05,ERCO,COL,Coal,10369,megawatthours
956,2024-09-09,20,2024-09-09T21-05,ERCO,COL,Coal,10169,megawatthours
957,2024-09-09,21,2024-09-09T22-05,ERCO,COL,Coal,9183,megawatthours
958,2024-09-09,22,2024-09-09T23-05,ERCO,COL,Coal,7598,megawatthours
959,2024-09-09,23,2024-09-10T00-05,ERCO,COL,Coal,6726,megawatthours
960,2024-09-10,0,2024-09-10T01-05,ERCO,COL,Coal,5560,megawatthours
961,2024-09-10,1,2024-09-10T02-05,ERCO,COL,Coal,5042,megawatthours
962,2024-09-10,2,2024-09-10T03-05,ERCO,COL,Coal,4893,megawatthours
963,2024-09-10,3,2024-09-10T04-05,ERCO,COL,Coal,4898,megawatthours
964,2024-09-10,4,2024-09-10T05-05,ERCO,COL,Coal,4916,megawatthours
965,2024-09-10,5,2024-09-10T06-05,ERCO,COL,Coal,5099,megawatthours
966,2024-09-10,6,2024-09-10T07-05,ERCO,COL,Coal,5959,megawatthours
967,2024-09-10,7,2024-09-10T08-05,ERCO,COL,Coal,6301,megawatthours
968,2024-09-10,8,2024-09-10T09-05,ERCO,COL,Coal,5395,megawatthours
969,2024-09-10,9,2024-09-10T10-05,ERCO,COL,Coal,5046,megawatthours
