,Date,Hour Starting,period,respondent,fueltype,type-name,value,value-units
322,2024-08-14,10,2024-08-14T11-05,ERCO,COL,Coal,4840,megawatthours
323,2024-08-14,11,2024-08-14T12-05,ERCO,COL,Coal,5471,megawatthours
324,2024-08-14,12,2024-08-14T13-05,ERCO,COL,Coal,7994,megawatthours
325,2024-08-14,13,2024-08-14T14-05,ERCO,COL,Coal,9813,megawatthours
326,2024-08-14,14,2024-08-14T15-05,ERCO,COL,Coal,9994,megawatthours
327,2024-08-14,15,2024-08-14T16-05,ERCO,COL,Coal,9950,megawatthours
328,2024-08-14,16,2024-08-14T17-05,ERCO,COL,Coal,9848,megawatthours
329,2024-08-14,17,2024-08-14T18-05,ERCO,COL,Coal,9770,megawatthours
330,2024-08-14,18,2024-08-14T19-05,ERCO,COL,Coal,9780,megawatthours
331,2024-08-14,19,2024-08-14T20-05,ERCO,COL,Coal,9818,megawatthours
332,2024-08-14,20,2024-08-14T21-05,ERCO,COL,Coal,9760,megawatthours
333,2024-08-14,21,2024-08-14T22-05,ERCO,COL,Coal,9081,megawatthours
334,2024-08-14,22,2024-08-14T23-05,ERCO,COL,Coal,7115,megawatthours
335,2024-08-14,23,2024-08-15T00-05,ERCO,COL,Coal,6103,megawatthours
336,2024-08-15,0,2024-08-15T01-05,ERCO,COL,Coal,5434,megawatthours
337,2024-08-15,1,2024-08-15T02-05,ERCO,COL,Coal,4817,megawatthours
338,2024-08-15,2,2024-08-15T03-05,ERCO,COL,Coal,4620,megawatthours
339,2024-08-15,3,2024-08-15T04-05,ERCO,COL,Coal,4558,megawatthours
340,2024-08-15,4,2024-08-15T05-05,ERCO,COL,Coal,4481,megawatthours
341,2024-08-15,5,2024-08-15T06-05,ERCO,COL,Coal,4578,megawatthours
342,2024-08-15,6,2024-08-15T07-05,ERCO,COL,Coal,5339,megawatthours
343,2024-08-15,7,2024-08-15T08-05,ERCO,COL,Coal,5479,megawatthours
344,2024-08-15,8,2024-08-15T09-05,ERCO,COL,Coal,4710,megawatthours
345,2024-08-15,9,2024-08-15T10-05,ERCO,COL,Coal,4493,megawatthours
346,2024-08-15,10,2024-08-15T11-05,ERCO,COL,Coal,4710,megawatthours
347,2024-08-15,11,2024-08-15T12-05,ERCO,COL,Coal,6585,megawatthours
348,2024-08-15,12,2024-08-15T13-05,ERCO,COL,Coal,8728,megawatthours
349,2024-08-15,13,2024-08-15T14-05,ERCO,COL,Coal,9117,megawatthours
350,2024-08-15,14,2024-08-15T15-05,ERCO,COL,Coal,9348,megawatthours
351,2024-08-15,15,2024-08-15T16-05,ERCO,COL,Coal,9341,megawatthours
352,2024-08-15,16,2024-08-15T17-05,ERCO,COL,Coal,9455,megawatthours
353,2024-08-15,17,2024-08-15T18-05,ERCO,COL,Coal,9345,megawatthours
354,2024-08-15,18,2024-08-15T19-05,ERCO,COL,Coal,9161,megawatthours
355,2024-08-15,19,2024-08-15T20-05,ERCO,COL,Coal,9670,megawatthours
356,2024-08-15,20,2024-08-15T21-05,ERCO,COL,Coal,9956,megawatthours
357,2024-08-15,21,2024-08-15T22-05,ERCO,COL,Coal,9890,megawatthours
358,2024-08-15,22,2024-08-15T23-05,ERCO,COL,Coal,9542,megawatthours
359,2024-08-15,23,2024-08-16T00-05,ERCO,COL,Coal,8383,megawatthours
360,2024-08-16,0,2024-08-16T01-05,ERCO,COL,Coal,6890,megawatthours
361,2024-08-16,1,2024-08-16T02-05,ERCO,COL,Coal,5873,megawatthours
362,2024-08-16,2,2024-08-16T03-05,ERCO,COL,Coal,5878,megawatthours
363,2024-08-16,3,2024-08-16T04-05,ERCO,COL,Coal,5453,megawatthours
364,2024-08-16,4,2024-08-16T05-05,ERCO,COL,Coal,5222,megawatthours
365,2024-08-16,5,2024-08-16T06-05,ERCO,COL,Coal,5581,megawatthours
366,2024-08-16,6,2024-08-16T07-05,ERCO,COL,Coal,6083,megawatthours
367,2024-08-16,7,2024-08-16T08-05,ERCO,COL,Coal,5928,megawatthours
368,2024-08-16,8,2024-08-16T09-05,ERCO,COL,Coal,5251,megawatthours
369,2024-08-16,9,2024-08-16T10-05,ERCO,COL,Coal,4796,megawatthours
370,2024-08-16,10,2024-08-16T11-05,ERCO,COL,Coal,5643,megawatthours
371,2024-08-16,11,2024-08-16T12-05,ERCO,COL,Coal,8692,megawatthours
372,2024-08-16,12,2024-08-16T13-05,ERCO,COL,Coal,9807,megawatthours
373,2024-08-16,13,2024-08-16T14-05,ERCO,COL,Coal,10128,megawatthours
374,2024-08-16,14,2024-08-16T15-05,ERCO,COL,Coal,10347,megawatthours
375,2024-08-16,15,2024-08-16T16-05,ERCO,COL,Coal,9978,megawatthours
376,2024-08-16,16,2024-08-16T17-05,ERCO,COL,Coal,9859,megawatthours
377,2024-08-16,17,2024-08-16T18-05,ERCO,COL,Coal,9382,megawatthours
378,2024-08-16,18,2024-08-16T19-05,ERCO,COL,Coal,9400,megawatthours
379,2024-08-16,19,2024-08-16T20-05,ERCO,COL,Coal,10458,megawatthours
380,2024-08-16,20,2024-08-16T21-05,ERCO,COL,Coal,10868,megawatthours
381,2024-08-16,21,2024-08-16T22-05,ERCO,COL,Coal,10826,megawatthours
382,2024-08-16,22,2024-08-16T23-05,ERCO,COL,Coal,9593,megawatthours
383,2024-08-16,23,2024-08-17T00-05,ERCO,COL,Coal,8643,megawatthours
384,2024-08-17,0,2024-08-17T01-05,ERCO,COL,Coal,7781,megawatthours
385,2024-08-17,1,2024-08-17T02-05,ERCO,COL,Coal,7369,megawatthours
386,2024-08-17,2,2024-08-17T03-05,ERCO,COL,Coal,7266,megawatthours
387,2024-08-17,3,2024-08-17T04-05,ERCO,COL,Coal,7040,megawatthours
388,2024-08-17,4,2024-08-17T05-05,ERCO,COL,Coal,7095,megawatthours
389,2024-08-17,5,2024-08-17T06-05,ERCO,COL,Coal,6915,megawatthours
390,2024-08-17,6,2024-08-17T07-05,ERCO,COL,Coal,6935,megawatthours
391,2024-08-17,7,2024-08-17T08-05,ERCO,COL,Coal,6620,megawatthours
392,2024-08-17,8,2024-08-17T09-05,ERCO,COL,Coal,5756,megawatthours
393,2024-08-17,9,2024-08-17T10-05,ERCO,COL,Coal,5667,megawatthours
394,2024-08-17,10,2024-08-17T11-05,ERCO,COL,Coal,6040,megawatthours
395,2024-08-17,11,2024-08-17T12-05,ERCO,COL,Coal,7918,megawatthours
396,2024-08-17,12,2024-08-17T13-05,ERCO,COL,Coal,10626,megawatthours
397,2024-08-17,13,2024-08-17T14-05,ERCO,COL,Coal,11490,megawatthours
398,2024-08-17,14,2024-08-17T15-05,ERCO,COL,Coal,11650,megawatthours
399,2024-08-17,15,2024-08-17T16-05,ERCO,COL,Coal,11536,megawatthours
400,2024-08-17,16,2024-08-17T17-05,ERCO,COL,Coal,11329,megawatthours
401,2024-08-17,17,2024-08-17T18-05,ERCO,COL,Coal,11298,megawatthours
402,2024-08-17,18,2024-08-17T19-05,ERCO,COL,Coal,11581,megawatthours
403,2024-08-17,19,2024-08-17T20-05,ERCO,COL,Coal,12063,megawatthours
404,2024-08-17,20,2024-08-17T21-05,ERCO,COL,Coal,12051,megawatthours
405,2024-08-17,21,2024-08-17T22-05,ERCO,COL,Coal,11486,megawatthours
406,2024-08-17,22,2024-08-17T23-05,ERCO,COL,Coal,9904,megawatthours
407,2024-08-17,23,2024-08-18T00-05,ERCO,COL,Coal,9215,megawatthours
408,2024-08-18,0,2024-08-18T01-05,ERCO,COL,Coal,8483,megawatthours
409,2024-08-18,1,2024-08-18T02-05,ERCO,COL,Coal,8113,megawatthours
410,2024-08-18,2,2024-08-18T03-05,ERCO,COL,Coal,7425,megawatthours
411,2024-08-18,3,2024-08-18T04-05,ERCO,COL,Coal,6561,megawatthours
412,2024-08-18,4,2024-08-18T05-05,ERCO,COL,Coal,6243,megawatthours
413,2024-08-18,5,2024-08-18T06-05,ERCO,COL,Coal,6287,megawatthours
414,2024-08-18,6,2024-08-18T07-05,ERCO,COL,Coal,6471,megawatthours
415,2024-08-18,7,2024-08-18T08-05,ERCO,COL,Coal,6471,megawatthours
416,2024-08-18,8,2024-08-18T09-05,ERCO,COL,Coal,5935,megawatthours
417,2024-08-18,9,2024-08-18T10-05,ERCO,COL,Coal,5874,megawatthours
418,2024-08-18,10,2024-08-18T11-05,ERCO,COL,Coal,6572,megawatthours
419,2024-08-18,11,2024-08-18T12-05,ERCO,COL,Coal,8847,megawatthours
420,2024-08-18,12,2024-08-18T13-05,ERCO,COL,Coal,10639,megawatthours
421,2024-08-18,13,2024-08-18T14-05,ERCO,COL,Coal,11533,megawatthours
422,2024-08-18,14,2024-08-18T15-05,ERCO,COL,Coal,11999,megawatthours
423,2024-08-18,15,2024-08-18T16-05,ERCO,COL,Coal,11952,megawatthours
424,2024-08-18,16,2024-08-18T17-05,ERCO,COL,Coal,11604,megawatthours
425,2024-08-18,17,2024-08-18T18-05,ERCO,COL,Coal,11635,megawatthours
426,2024-08-18,18,2024-08-18T19-05,ERCO,COL,Coal,12178,megawatthours
427,2024-08-18,19,2024-08-18T20-05,ERCO,COL,Coal,12601,megawatthours
428,2024-08-18,20,2024-08-18T21-05,ERCO,COL,Coal,12701,megawatthours
429,2024-08-18,21,2024-08-18T22-05,ERCO,COL,Coal,12096,megawatthours
430,2024-08-18,22,2024-08-18T23-05,ERCO,COL,Coal,11067,megawatthours
431,2024-08-18,23,2024-08-19T00-05,ERCO,COL,Coal,9734,megawatthours
432,2024-08-19,0,2024-08-19T01-05,ERCO,COL,Coal,8376,megawatthours
433,2024-08-19,1,2024-08-19T02-05,ERCO,COL,Coal,7463,megawatthours
434,2024-08-19,2,2024-08-19T03-05,ERCO,COL,Coal,6898,megawatthours
435,2024-08-19,3,2024-08-19T04-05,ERCO,COL,Coal,6471,megawatthours
436,2024-08-19,4,2024-08-19T05-05,ERCO,COL,Coal,6322,megawatthours
437,2024-08-19,5,2024-08-19T06-05,ERCO,COL,Coal,6675,megawatthours
438,2024-08-19,6,2024-08-19T07-05,ERCO,COL,Coal,7818,megawatthours
439,2024-08-19,7,2024-08-19T08-05,ERCO,COL,Coal,7741,megawatthours
440,2024-08-19,8,2024-08-19T09-05,ERCO,COL,Coal,6386,megawatthours
441,2024-08-19,9,2024-08-19T10-05,ERCO,COL,Coal,5933,megawatthours
442,2024-08-19,10,2024-08-19T11-05,ERCO,COL,Coal,7258,megawatthours
443,2024-08-19,11,2024-08-19T12-05,ERCO,COL,Coal,10156,megawatthours
444,2024-08-19,12,2024-08-19T13-05,ERCO,COL,Coal,11309,megawatthours
445,2024-08-19,13,2024-08-19T14-05,ERCO,COL,Coal,11395,megawatthours
446,2024-08-19,14,2024-08-19T15-05,ERCO,COL,Coal,11028,megawatthours
447,2024-08-19,15,2024-08-19T16-05,ERCO,COL,Coal,11185,megawatthours
448,2024-08-19,16,2024-08-19T17-05,ERCO,COL,Coal,11213,megawatthours
449,2024-08-19,17,2024-08-19T18-05,ERCO,COL,Coal,11465,megawatthours
450,2024-08-19,18,2024-08-19T19-05,ERCO,COL,Coal,11565,megawatthours
451,2024-08-19,19,2024-08-19T20-05,ERCO,COL,Coal,12145,megawatthours
452,2024-08-19,20,2024-08-19T21-05,ERCO,COL,Coal,12304,megawatthours
453,2024-08-19,21,2024-08-19T22-05,ERCO,COL,Coal,11854,megawatthours
454,2024-08-19,22,2024-08-19T23-05,ERCO,COL,Coal,10587,megawatthours
455,2024-08-19,23,2024-08-20T00-05,ERCO,COL,Coal,9310,megawatthours
456,2024-08-20,0,2024-08-20T01-05,ERCO,COL,Coal,7918,megawatthours
457,2024-08-20,1,2024-08-20T02-05,ERCO,COL,Coal,7152,megawatthours
458,2024-08-20,2,2024-08-20T03-05,ERCO,COL,Coal,6691,megawatthours
459,2024-08-20,3,2024-08-20T04-05,ERCO,COL,Coal,6110,megawatthours
460,2024-08-20,4,2024-08-20T05-05,ERCO,COL,Coal,5953,megawatthours
461,2024-08-20,5,2024-08-20T06-05,ERCO,COL,Coal,6625,megawatthours
462,2024-08-20,6,2024-08-20T07-05,ERCO,COL,Coal,7424,megawatthours
463,2024-08-20,7,2024-08-20T08-05,ERCO,COL,Coal,7665,megawatthours
464,2024-08-20,8,2024-08-20T09-05,ERCO,COL,Coal,6799,megawatthours
465,2024-08-20,9,2024-08-20T10-05,ERCO,COL,Coal,6069,megawatthours
466,2024-08-20,10,2024-08-20T11-05,ERCO,COL,Coal,6293,megawatthours
467,2024-08-20,11,2024-08-20T12-05,ERCO,COL,Coal,7620,megawatthours
468,2024-08-20,12,2024-08-20T13-05,ERCO,COL,Coal,9577,megawatthours
469,2024-08-20,13,2024-08-20T14-05,ERCO,COL,Coal,10339,megawatthours
470,2024-08-20,14,2024-08-20T15-05,ERCO,COL,Coal,10744,megawatthours
471,2024-08-20,15,2024-08-20T16-05,ERCO,COL,Coal,10986,megawatthours
472,2024-08-20,16,2024-08-20T17-05,ERCO,COL,Coal,10839,megawatthours
473,2024-08-20,17,2024-08-20T18-05,ERCO,COL,Coal,10755,megawatthours
474,2024-08-20,18,2024-08-20T19-05,ERCO,COL,Coal,11133,megawatthours
475,2024-08-20,19,2024-08-20T20-05,ERCO,COL,Coal,11821,megawatthours
476,2024-08-20,20,2024-08-20T21-05,ERCO,COL,Coal,11752,megawatthours
477,2024-08-20,21,2024-08-20T22-05,ERCO,COL,Coal,11391,megawatthours
478,2024-08-20,22,2024-08-20T23-05,ERCO,COL,Coal,10469,megawatthours
479,2024-08-20,23,2024-08-21T00-05,ERCO,COL,Coal,9169,megawatthours
480,2024-08-21,0,2024-08-21T01-05,ERCO,COL,Coal,7526,megawatthours
481,2024-08-21,1,2024-08-21T02-05,ERCO,COL,Coal,6866,megawatthours
482,2024-08-21,2,2024-08-21T03-05,ERCO,COL,Coal,6643,megawatthours
483,2024-08-21,3,2024-08-21T04-05,ERCO,COL,Coal,6536,megawatthours
484,2024-08-21,4,2024-08-21T05-05,ERCO,COL,Coal,6466,megawatthours
485,2024-08-21,5,2024-08-21T06-05,ERCO,COL,Coal,6799,megawatthours
486,2024-08-21,6,2024-08-21T07-05,ERCO,COL,Coal,7236,megawatthours
487,2024-08-21,7,2024-08-21T08-05,ERCO,COL,Coal,7066,megawatthours
488,2024-08-21,8,2024-08-21T09-05,ERCO,COL,Coal,5981,megawatthours
489,2024-08-21,9,2024-08-21T10-05,ERCO,COL,Coal,5622,megawatthours
490,2024-08-21,10,2024-08-21T11-05,ERCO,COL,Coal,6181,megawatthours
491,2024-08-21,11,2024-08-21T12-05,ERCO,COL,Coal,7890,megawatthours
492,2024-08-21,12,2024-08-21T13-05,ERCO,COL,Coal,9327,megawatthours
493,2024-08-21,13,2024-08-21T14-05,ERCO,COL,Coal,10686,megawatthours
494,2024-08-21,14,2024-08-21T15-05,ERCO,COL,Coal,11359,megawatthours
495,2024-08-21,15,2024-08-21T16-05,ERCO,COL,Coal,11529,megawatthours
496,2024-08-21,16,2024-08-21T17-05,ERCO,COL,Coal,11549,megawatthours
497,2024-08-21,17,2024-08-21T18-05,ERCO,COL,Coal,11328,megawatthours
498,2024-08-21,18,2024-08-21T19-05,ERCO,COL,Coal,11271,megawatthours
499,2024-08-21,19,2024-08-21T20-05,ERCO,COL,Coal,11748,megawatthours
500,2024-08-21,20,2024-08-21T21-05,ERCO,COL,Coal,11781,megawatthours
501,2024-08-21,21,2024-08-21T22-05,ERCO,COL,Coal,11025,megawatthours
502,2024-08-21,22,2024-08-21T23-05,ERCO,COL,Coal,9812,megawatthours
503,2024-08-21,23,2024-08-22T00-05,ERCO,COL,Coal,8941,megawatthours
504,2024-08-22,0,2024-08-22T01-05,ERCO,COL,Coal,7794,megawatthours
505,2024-08-22,1,2024-08-22T02-05,ERCO,COL,Coal,6904,megawatthours
506,2024-08-22,2,2024-08-22T03-05,ERCO,COL,Coal,5951,megawatthours
507,2024-08-22,3,2024-08-22T04-05,ERCO,COL,Coal,5495,megawatthours
508,2024-08-22,4,2024-08-22T05-05,ERCO,COL,Coal,5463,megawatthours
509,2024-08-22,5,2024-08-22T06-05,ERCO,COL,Coal,5841,megawatthours
510,2024-08-22,6,2024-08-22T07-05,ERCO,COL,Coal,6791,megawatthours
511,2024-08-22,7,2024-08-22T08-05,ERCO,COL,Coal,7208,megawatthours
512,2024-08-22,8,2024-08-22T09-05,ERCO,COL,Coal,6737,megawatthours
513,2024-08-22,9,2024-08-22T10-05,ERCO,COL,Coal,6532,megawatthours
514,2024-08-22,10,2024-08-22T11-05,ERCO,COL,Coal,6552,megawatthours
515,2024-08-22,11,2024-08-22T12-05,ERCO,COL,Coal,7275,megawatthours
516,2024-08-22,12,2024-08-22T13-05,ERCO,COL,Coal,8700,megawatthours
517,2024-08-22,13,2024-08-22T14-05,ERCO,COL,Coal,10627,megawatthours
518,2024-08-22,14,2024-08-22T15-05,ERCO,COL,Coal,11502,megawatthours
519,2024-08-22,15,2024-08-22T16-05,ERCO,COL,Coal,11456,megawatthours
520,2024-08-22,16,2024-08-22T17-05,ERCO,COL,Coal,11301,megawatthours
521,2024-08-22,17,2024-08-22T18-05,ERCO,COL,Coal,11396,megawatthours
522,2024-08-22,18,2024-08-22T19-05,ERCO,COL,Coal,11400,megawatthours
523,2024-08-22,19,2024-08-22T20-05,ERCO,COL,Coal,11666,megawatthours
524,2024-08-22,20,2024-08-22T21-05,ERCO,COL,Coal,11723,megawatthours
525,2024-08-22,21,2024-08-22T22-05,ERCO,COL,Coal,11296,megawatthours
526,2024-08-22,22,2024-08-22T23-05,ERCO,COL,Coal,10073,megawatthours
527,2024-08-22,23,2024-08-23T00-05,ERCO,COL,Coal,8479,megawatthours
528,2024-08-23,0,2024-08-23T01-05,ERCO,COL,Coal,7259,megawatthours
529,2024-08-23,1,2024-08-23T02-05,ERCO,COL,Coal,6775,megawatthours
530,2024-08-23,2,2024-08-23T03-05,ERCO,COL,Coal,6616,megawatthours
531,2024-08-23,3,2024-08-23T04-05,ERCO,COL,Coal,6562,megawatthours
532,2024-08-23,4,2024-08-23T05-05,ERCO,COL,Coal,6282,megawatthours
533,2024-08-23,5,2024-08-23T06-05,ERCO,COL,Coal,6631,megawatthours
534,2024-08-23,6,2024-08-23T07-05,ERCO,COL,Coal,7087,megawatthours
535,2024-08-23,7,2024-08-23T08-05,ERCO,COL,Coal,7225,megawatthours
536,2024-08-23,8,2024-08-23T09-05,ERCO,COL,Coal,6819,megawatthours
537,2024-08-23,9,2024-08-23T10-05,ERCO,COL,Coal,6510,megawatthours
538,2024-08-23,10,2024-08-23T11-05,ERCO,COL,Coal,6893,megawatthours
539,2024-08-23,11,2024-08-23T12-05,ERCO,COL,Coal,7193,megawatthours
540,2024-08-23,12,2024-08-23T13-05,ERCO,COL,Coal,8854,megawatthours
541,2024-08-23,13,2024-08-23T14-05,ERCO,COL,Coal,10523,megawatthours
542,2024-08-23,14,2024-08-23T15-05,ERCO,COL,Coal,11697,megawatthours
543,2024-08-23,15,2024-08-23T16-05,ERCO,COL,Coal,11820,megawatthours
544,2024-08-23,16,2024-08-23T17-05,ERCO,COL,Coal,11883,megawatthours
545,2024-08-23,17,2024-08-23T18-05,ERCO,COL,Coal,11884,megawatthours
546,2024-08-23,18,2024-08-23T19-05,ERCO,COL,Coal,11719,megawatthours
547,2024-08-23,19,2024-08-23T20-05,ERCO,COL,Coal,11336,megawatthours
548,2024-08-23,20,2024-08-23T21-05,ERCO,COL,Coal,9248,megawatthours
549,2024-08-23,21,2024-08-23T22-05,ERCO,COL,Coal,8671,megawatthours
550,2024-08-23,22,2024-08-23T23-05,ERCO,COL,Coal,7774,megawatthours
551,2024-08-23,23,2024-08-24T00-05,ERCO,COL,Coal,6678,megawatthours
552,2024-08-24,0,2024-08-24T01-05,ERCO,COL,Coal,6313,megawatthours
553,2024-08-24,1,2024-08-24T02-05,ERCO,COL,Coal,6402,megawatthours
554,2024-08-24,2,2024-08-24T03-05,ERCO,COL,Coal,6513,megawatthours
555,2024-08-24,3,2024-08-24T04-05,ERCO,COL,Coal,6617,megawatthours
556,2024-08-24,4,2024-08-24T05-05,ERCO,COL,Coal,6311,megawatthours
557,2024-08-24,5,2024-08-24T06-05,ERCO,COL,Coal,6165,megawatthours
558,2024-08-24,6,2024-08-24T07-05,ERCO,COL,Coal,6521,megawatthours
559,2024-08-24,7,2024-08-24T08-05,ERCO,COL,Coal,6996,megawatthours
560,2024-08-24,8,2024-08-24T09-05,ERCO,COL,Coal,6162,megawatthours
561,2024-08-24,9,2024-08-24T10-05,ERCO,COL,Coal,5782,megawatthours
562,2024-08-24,10,2024-08-24T11-05,ERCO,COL,Coal,6226,megawatthours
563,2024-08-24,11,2024-08-24T12-05,ERCO,COL,Coal,6922,megawatthours
564,2024-08-24,12,2024-08-24T13-05,ERCO,COL,Coal,8428,megawatthours
565,2024-08-24,13,2024-08-24T14-05,ERCO,COL,Coal,9931,megawatthours
566,2024-08-24,14,2024-08-24T15-05,ERCO,COL,Coal,10893,megawatthours
567,2024-08-24,15,2024-08-24T16-05,ERCO,COL,Coal,10527,megawatthours
568,2024-08-24,16,2024-08-24T17-05,ERCO,COL,Coal,10309,megawatthours
569,2024-08-24,17,2024-08-24T18-05,ERCO,COL,Coal,10071,megawatthours
570,2024-08-24,18,2024-08-24T19-05,ERCO,COL,Coal,8630,megawatthours
571,2024-08-24,19,2024-08-24T20-05,ERCO,COL,Coal,10252,megawatthours
572,2024-08-24,20,2024-08-24T21-05,ERCO,COL,Coal,9742,megawatthours
573,2024-08-24,21,2024-08-24T22-05,ERCO,COL,Coal,8426,megawatthours
574,2024-08-24,22,2024-08-24T23-05,ERCO,COL,Coal,7985,megawatthours
575,2024-08-24,23,2024-08-25T00-05,ERCO,COL,Coal,7429,megawatthours
576,2024-08-25,0,2024-08-25T01-05,ERCO,COL,Coal,6484,megawatthours
577,2024-08-25,1,2024-08-25T02-05,ERCO,COL,Coal,5821,megawatthours
578,2024-08-25,2,2024-08-25T03-05,ERCO,COL,Coal,5561,megawatthours
579,2024-08-25,3,2024-08-25T04-05,ERCO,COL,Coal,5565,megawatthours
580,2024-08-25,4,2024-08-25T05-05,ERCO,COL,Coal,5503,megawatthours
581,2024-08-25,5,2024-08-25T06-05,ERCO,COL,Coal,5546,megawatthours
582,2024-08-25,6,2024-08-25T07-05,ERCO,COL,Coal,5791,megawatthours
583,2024-08-25,7,2024-08-25T08-05,ERCO,COL,Coal,5748,megawatthours
584,2024-08-25,8,2024-08-25T09-05,ERCO,COL,Coal,5375,megawatthours
585,2024-08-25,9,2024-08-25T10-05,ERCO,COL,Coal,5350,megawatthours
586,2024-08-25,10,2024-08-25T11-05,ERCO,COL,Coal,5491,megawatthours
587,2024-08-25,11,2024-08-25T12-05,ERCO,COL,Coal,7099,megawatthours
588,2024-08-25,12,2024-08-25T13-05,ERCO,COL,Coal,9062,megawatthours
589,2024-08-25,13,2024-08-25T14-05,ERCO,COL,Coal,10091,megawatthours
590,2024-08-25,14,2024-08-25T15-05,ERCO,COL,Coal,10020,megawatthours
591,2024-08-25,15,2024-08-25T16-05,ERCO,COL,Coal,9747,megawatthours
592,2024-08-25,16,2024-08-25T17-05,ERCO,COL,Coal,9788,megawatthours
593,2024-08-25,17,2024-08-25T18-05,ERCO,COL,Coal,9127,megawatthours
594,2024-08-25,18,2024-08-25T19-05,ERCO,COL,Coal,9473,megawatthours
595,2024-08-25,19,2024-08-25T20-05,ERCO,COL,Coal,11566,megawatthours
596,2024-08-25,20,2024-08-25T21-05,ERCO,COL,Coal,11850,megawatthours
597,2024-08-25,21,2024-08-25T22-05,ERCO,COL,Coal,11290,megawatthours
598,2024-08-25,22,2024-08-25T23-05,ERCO,COL,Coal,9477,megawatthours
599,2024-08-25,23,2024-08-26T00-05,ERCO,COL,Coal,8392,megawatthours
600,2024-08-26,0,2024-08-26T01-05,ERCO,COL,Coal,7719,megawatthours
601,2024-08-26,1,2024-08-26T02-05,ERCO,COL,Coal,7160,megawatthours
602,2024-08-26,2,2024-08-26T03-05,ERCO,COL,Coal,6612,megawatthours
603,2024-08-26,3,2024-08-26T04-05,ERCO,COL,Coal,6653,megawatthours
604,2024-08-26,4,2024-08-26T05-05,ERCO,COL,Coal,7058,megawatthours
605,2024-08-26,5,2024-08-26T06-05,ERCO,COL,Coal,8484,megawatthours
606,2024-08-26,6,2024-08-26T07-05,ERCO,COL,Coal,10367,megawatthours
607,2024-08-26,7,2024-08-26T08-05,ERCO,COL,Coal,10587,megawatthours
608,2024-08-26,8,2024-08-26T09-05,ERCO,COL,Coal,8407,megawatthours
609,2024-08-26,9,2024-08-26T10-05,ERCO,COL,Coal,7860,megawatthours
610,2024-08-26,10,2024-08-26T11-05,ERCO,COL,Coal,9920,megawatthours
611,2024-08-26,11,2024-08-26T12-05,ERCO,COL,Coal,10776,megawatthours
612,2024-08-26,12,2024-08-26T13-05,ERCO,COL,Coal,10808,megawatthours
613,2024-08-26,13,2024-08-26T14-05,ERCO,COL,Coal,10800,megawatthours
614,2024-08-26,14,2024-08-26T15-05,ERCO,COL,Coal,11204,megawatthours
615,2024-08-26,15,2024-08-26T16-05,ERCO,COL,Coal,10972,megawatthours
616,2024-08-26,16,2024-08-26T17-05,ERCO,COL,Coal,10616,megawatthours
617,2024-08-26,17,2024-08-26T18-05,ERCO,COL,Coal,9198,megawatthours
618,2024-08-26,18,2024-08-26T19-05,ERCO,COL,Coal,8787,megawatthours
619,2024-08-26,19,2024-08-26T20-05,ERCO,COL,Coal,10399,megawatthours
620,2024-08-26,20,2024-08-26T21-05,ERCO,COL,Coal,11223,megawatthours
621,2024-08-26,21,2024-08-26T22-05,ERCO,COL,Coal,10803,megawatthours
622,2024-08-26,22,2024-08-26T23-05,ERCO,COL,Coal,8672,megawatthours
623,2024-08-26,23,2024-08-27T00-05,ERCO,COL,Coal,7630,megawatthours
624,2024-08-27,0,2024-08-27T01-05,ERCO,COL,Coal,7213,megawatthours
625,2024-08-27,1,2024-08-27T02-05,ERCO,COL,Coal,7073,megawatthours
626,2024-08-27,2,2024-08-27T03-05,ERCO,COL,Coal,7312,megawatthours
627,2024-08-27,3,2024-08-27T04-05,ERCO,COL,Coal,7400,megawatthours
628,2024-08-27,4,2024-08-27T05-05,ERCO,COL,Coal,7702,megawatthours
629,2024-08-27,5,2024-08-27T06-05,ERCO,COL,Coal,9087,megawatthours
630,2024-08-27,6,2024-08-27T07-05,ERCO,COL,Coal,10617,megawatthours
631,2024-08-27,7,2024-08-27T08-05,ERCO,COL,Coal,10482,megawatthours
632,2024-08-27,8,2024-08-27T09-05,ERCO,COL,Coal,9131,megawatthours
633,2024-08-27,9,2024-08-27T10-05,ERCO,COL,Coal,8197,megawatthours
634,2024-08-27,10,2024-08-27T11-05,ERCO,COL,Coal,9242,megawatthours
635,2024-08-27,11,2024-08-27T12-05,ERCO,COL,Coal,10353,megawatthours
636,2024-08-27,12,2024-08-27T13-05,ERCO,COL,Coal,10577,megawatthours
637,2024-08-27,13,2024-08-27T14-05,ERCO,COL,Coal,10693,megawatthours
638,2024-08-27,14,2024-08-27T15-05,ERCO,COL,Coal,10616,megawatthours
639,2024-08-27,15,2024-08-27T16-05,ERCO,COL,Coal,10715,megawatthours
640,2024-08-27,16,2024-08-27T17-05,ERCO,COL,Coal,10809,megawatthours
641,2024-08-27,17,2024-08-27T18-05,ERCO,COL,Coal,11035,megawatthours
642,2024-08-27,18,2024-08-27T19-05,ERCO,COL,Coal,11152,megawatthours
643,2024-08-27,19,2024-08-27T20-05,ERCO,COL,Coal,11101,megawatthours
644,2024-08-27,20,2024-08-27T21-05,ERCO,COL,Coal,11015,megawatthours
645,2024-08-27,21,2024-08-27T22-05,ERCO,COL,Coal,10813,megawatthours
