,period,value,value-units,Date,Hour Starting
4342,2023-02-01T00-06,58500,megawatthours,2023-01-31,23
4341,2023-02-01T01-06,57244,megawatthours,2023-02-01,0
4340,2023-02-01T02-06,56557,megawatthours,2023-02-01,1
4339,2023-02-01T03-06,56366,megawatthours,2023-02-01,2
4338,2023-02-01T04-06,56059,megawatthours,2023-02-01,3
4337,2023-02-01T05-06,56892,megawatthours,2023-02-01,4
4336,2023-02-01T06-06,58229,megawatthours,2023-02-01,5
4335,2023-02-01T07-06,59962,megawatthours,2023-02-01,6
4334,2023-02-01T08-06,61282,megawatthours,2023-02-01,7
4333,2023-02-01T09-06,62004,megawatthours,2023-02-01,8
4332,2023-02-01T10-06,62671,megawatthours,2023-02-01,9
4331,2023-02-01T11-06,62778,megawatthours,2023-02-01,10
4330,2023-02-01T12-06,62778,megawatthours,2023-02-01,11
4329,2023-02-01T13-06,62421,megawatthours,2023-02-01,12
4328,2023-02-01T14-06,62092,megawatthours,2023-02-01,13
4327,2023-02-01T15-06,61437,megawatthours,2023-02-01,14
4326,2023-02-01T16-06,61266,megawatthours,2023-02-01,15
4325,2023-02-01T17-06,62003,megawatthours,2023-02-01,16
4324,2023-02-01T18-06,62641,megawatthours,2023-02-01,17
4323,2023-02-01T19-06,63418,megawatthours,2023-02-01,18
4322,2023-02-01T20-06,62971,megawatthours,2023-02-01,19
4321,2023-02-01T21-06,61530,megawatthours,2023-02-01,20
4320,2023-02-01T22-06,59824,megawatthours,2023-02-01,21
4319,2023-02-01T23-06,57350,megawatthours,2023-02-01,22
4318,2023-02-02T00-06,55378,megawatthours,2023-02-01,23
4317,2023-02-02T01-06,53526,megawatthours,2023-02-02,0
4316,2023-02-02T02-06,52833,megawatthours,2023-02-02,1
4315,2023-02-02T03-06,52706,megawatthours,2023-02-02,2
4314,2023-02-02T04-06,52885,megawatthours,2023-02-02,3
4313,2023-02-02T05-06,53717,megawatthours,2023-02-02,4
4312,2023-02-02T06-06,55110,megawatthours,2023-02-02,5
4311,2023-02-02T07-06,57297,megawatthours,2023-02-02,6
4310,2023-02-02T08-06,58580,megawatthours,2023-02-02,7
4309,2023-02-02T09-06,59183,megawatthours,2023-02-02,8
4308,2023-02-02T10-06,59529,megawatthours,2023-02-02,9
4307,2023-02-02T11-06,59802,megawatthours,2023-02-02,10
4306,2023-02-02T12-06,59347,megawatthours,2023-02-02,11
4305,2023-02-02T13-06,58889,megawatthours,2023-02-02,12
4304,2023-02-02T14-06,58044,megawatthours,2023-02-02,13
4303,2023-02-02T15-06,57201,megawatthours,2023-02-02,14
4302,2023-02-02T16-06,56901,megawatthours,2023-02-02,15
4301,2023-02-02T17-06,57411,megawatthours,2023-02-02,16
4300,2023-02-02T18-06,58266,megawatthours,2023-02-02,17
4299,2023-02-02T19-06,59205,megawatthours,2023-02-02,18
4298,2023-02-02T20-06,58941,megawatthours,2023-02-02,19
4297,2023-02-02T21-06,58299,megawatthours,2023-02-02,20
4296,2023-02-02T22-06,57202,megawatthours,2023-02-02,21
4295,2023-02-02T23-06,54985,megawatthours,2023-02-02,22
4294,2023-02-03T00-06,53096,megawatthours,2023-02-02,23
4293,2023-02-03T01-06,51852,megawatthours,2023-02-03,0
4292,2023-02-03T02-06,51508,megawatthours,2023-02-03,1
4291,2023-02-03T03-06,51485,megawatthours,2023-02-03,2
4290,2023-02-03T04-06,51905,megawatthours,2023-02-03,3
4289,2023-02-03T05-06,52889,megawatthours,2023-02-03,4
4288,2023-02-03T06-06,55308,megawatthours,2023-02-03,5
4287,2023-02-03T07-06,58845,megawatthours,2023-02-03,6
4286,2023-02-03T08-06,60434,megawatthours,2023-02-03,7
4285,2023-02-03T09-06,59116,megawatthours,2023-02-03,8
4284,2023-02-03T10-06,56414,megawatthours,2023-02-03,9
4283,2023-02-03T11-06,53633,megawatthours,2023-02-03,10
4282,2023-02-03T12-06,50864,megawatthours,2023-02-03,11
4281,2023-02-03T13-06,48491,megawatthours,2023-02-03,12
4280,2023-02-03T14-06,46222,megawatthours,2023-02-03,13
4279,2023-02-03T15-06,44643,megawatthours,2023-02-03,14
4278,2023-02-03T16-06,43628,megawatthours,2023-02-03,15
4277,2023-02-03T17-06,43440,megawatthours,2023-02-03,16
4276,2023-02-03T18-06,44291,megawatthours,2023-02-03,17
4275,2023-02-03T19-06,46950,megawatthours,2023-02-03,18
4274,2023-02-03T20-06,47995,megawatthours,2023-02-03,19
4273,2023-02-03T21-06,48623,megawatthours,2023-02-03,20
4272,2023-02-03T22-06,49141,megawatthours,2023-02-03,21
4271,2023-02-03T23-06,48760,megawatthours,2023-02-03,22
4270,2023-02-04T00-06,47919,megawatthours,2023-02-03,23
4269,2023-02-04T01-06,47211,megawatthours,2023-02-04,0
4268,2023-02-04T02-06,47018,megawatthours,2023-02-04,1
4267,2023-02-04T03-06,47267,megawatthours,2023-02-04,2
4266,2023-02-04T04-06,47837,megawatthours,2023-02-04,3
4265,2023-02-04T05-06,48832,megawatthours,2023-02-04,4
4264,2023-02-04T06-06,50170,megawatthours,2023-02-04,5
4263,2023-02-04T07-06,52029,megawatthours,2023-02-04,6
4262,2023-02-04T08-06,53398,megawatthours,2023-02-04,7
4261,2023-02-04T09-06,53204,megawatthours,2023-02-04,8
4260,2023-02-04T10-06,51699,megawatthours,2023-02-04,9
4259,2023-02-04T11-06,49173,megawatthours,2023-02-04,10
4258,2023-02-04T12-06,46376,megawatthours,2023-02-04,11
4257,2023-02-04T13-06,43810,megawatthours,2023-02-04,12
4256,2023-02-04T14-06,41826,megawatthours,2023-02-04,13
4255,2023-02-04T15-06,40337,megawatthours,2023-02-04,14
4254,2023-02-04T16-06,39579,megawatthours,2023-02-04,15
4253,2023-02-04T17-06,39687,megawatthours,2023-02-04,16
4252,2023-02-04T18-06,40559,megawatthours,2023-02-04,17
4251,2023-02-04T19-06,42695,megawatthours,2023-02-04,18
4250,2023-02-04T20-06,43648,megawatthours,2023-02-04,19
4249,2023-02-04T21-06,43781,megawatthours,2023-02-04,20
4248,2023-02-04T22-06,43428,megawatthours,2023-02-04,21
4247,2023-02-04T23-06,42592,megawatthours,2023-02-04,22
4246,2023-02-05T00-06,41500,megawatthours,2023-02-04,23
4245,2023-02-05T01-06,40643,megawatthours,2023-02-05,0
4244,2023-02-05T02-06,40298,megawatthours,2023-02-05,1
4243,2023-02-05T03-06,40222,megawatthours,2023-02-05,2
4242,2023-02-05T04-06,40287,megawatthours,2023-02-05,3
4241,2023-02-05T05-06,40721,megawatthours,2023-02-05,4
4240,2023-02-05T06-06,41714,megawatthours,2023-02-05,5
4239,2023-02-05T07-06,43323,megawatthours,2023-02-05,6
4238,2023-02-05T08-06,44715,megawatthours,2023-02-05,7
4237,2023-02-05T09-06,44595,megawatthours,2023-02-05,8
4236,2023-02-05T10-06,43050,megawatthours,2023-02-05,9
4235,2023-02-05T11-06,41070,megawatthours,2023-02-05,10
4234,2023-02-05T12-06,39660,megawatthours,2023-02-05,11
4233,2023-02-05T13-06,38904,megawatthours,2023-02-05,12
4232,2023-02-05T14-06,38423,megawatthours,2023-02-05,13
4231,2023-02-05T15-06,38442,megawatthours,2023-02-05,14
4230,2023-02-05T16-06,38587,megawatthours,2023-02-05,15
4229,2023-02-05T17-06,39120,megawatthours,2023-02-05,16
4228,2023-02-05T18-06,40058,megawatthours,2023-02-05,17
4227,2023-02-05T19-06,41847,megawatthours,2023-02-05,18
4226,2023-02-05T20-06,42539,megawatthours,2023-02-05,19
4225,2023-02-05T21-06,42290,megawatthours,2023-02-05,20
4224,2023-02-05T22-06,41110,megawatthours,2023-02-05,21
4223,2023-02-05T23-06,39220,megawatthours,2023-02-05,22
4222,2023-02-06T00-06,37365,megawatthours,2023-02-05,23
4221,2023-02-06T01-06,35743,megawatthours,2023-02-06,0
4220,2023-02-06T02-06,34941,megawatthours,2023-02-06,1
4219,2023-02-06T03-06,34695,megawatthours,2023-02-06,2
4218,2023-02-06T04-06,34959,megawatthours,2023-02-06,3
4217,2023-02-06T05-06,35953,megawatthours,2023-02-06,4
4216,2023-02-06T06-06,38393,megawatthours,2023-02-06,5
4215,2023-02-06T07-06,41917,megawatthours,2023-02-06,6
4214,2023-02-06T08-06,43267,megawatthours,2023-02-06,7
4213,2023-02-06T09-06,42876,megawatthours,2023-02-06,8
4212,2023-02-06T10-06,42942,megawatthours,2023-02-06,9
4211,2023-02-06T11-06,42815,megawatthours,2023-02-06,10
4210,2023-02-06T12-06,42466,megawatthours,2023-02-06,11
4209,2023-02-06T13-06,42046,megawatthours,2023-02-06,12
4208,2023-02-06T14-06,41873,megawatthours,2023-02-06,13
4207,2023-02-06T15-06,41732,megawatthours,2023-02-06,14
4206,2023-02-06T16-06,41760,megawatthours,2023-02-06,15
4205,2023-02-06T17-06,42211,megawatthours,2023-02-06,16
4204,2023-02-06T18-06,42815,megawatthours,2023-02-06,17
4203,2023-02-06T19-06,44213,megawatthours,2023-02-06,18
4202,2023-02-06T20-06,44281,megawatthours,2023-02-06,19
4201,2023-02-06T21-06,43572,megawatthours,2023-02-06,20
4200,2023-02-06T22-06,42222,megawatthours,2023-02-06,21
4199,2023-02-06T23-06,39943,megawatthours,2023-02-06,22
4198,2023-02-07T00-06,37558,megawatthours,2023-02-06,23
4197,2023-02-07T01-06,35899,megawatthours,2023-02-07,0
4196,2023-02-07T02-06,34896,megawatthours,2023-02-07,1
4195,2023-02-07T03-06,34409,megawatthours,2023-02-07,2
4194,2023-02-07T04-06,34355,megawatthours,2023-02-07,3
4193,2023-02-07T05-06,35008,megawatthours,2023-02-07,4
4192,2023-02-07T06-06,37116,megawatthours,2023-02-07,5
4191,2023-02-07T07-06,40385,megawatthours,2023-02-07,6
4190,2023-02-07T08-06,41765,megawatthours,2023-02-07,7
4189,2023-02-07T09-06,41974,megawatthours,2023-02-07,8
4188,2023-02-07T10-06,42628,megawatthours,2023-02-07,9
4187,2023-02-07T11-06,43302,megawatthours,2023-02-07,10
4186,2023-02-07T12-06,43698,megawatthours,2023-02-07,11
4185,2023-02-07T13-06,43908,megawatthours,2023-02-07,12
4184,2023-02-07T14-06,44320,megawatthours,2023-02-07,13
4183,2023-02-07T15-06,44122,megawatthours,2023-02-07,14
4182,2023-02-07T16-06,44118,megawatthours,2023-02-07,15
4181,2023-02-07T17-06,44588,megawatthours,2023-02-07,16
4180,2023-02-07T18-06,45526,megawatthours,2023-02-07,17
4179,2023-02-07T19-06,46845,megawatthours,2023-02-07,18
4178,2023-02-07T20-06,46818,megawatthours,2023-02-07,19
4177,2023-02-07T21-06,46197,megawatthours,2023-02-07,20
4176,2023-02-07T22-06,44699,megawatthours,2023-02-07,21
4175,2023-02-07T23-06,42530,megawatthours,2023-02-07,22
4174,2023-02-08T00-06,40376,megawatthours,2023-02-07,23
4173,2023-02-08T01-06,38790,megawatthours,2023-02-08,0
4172,2023-02-08T02-06,37844,megawatthours,2023-02-08,1
4171,2023-02-08T03-06,37620,megawatthours,2023-02-08,2
4170,2023-02-08T04-06,37595,megawatthours,2023-02-08,3
4169,2023-02-08T05-06,38404,megawatthours,2023-02-08,4
4168,2023-02-08T06-06,40465,megawatthours,2023-02-08,5
4167,2023-02-08T07-06,43926,megawatthours,2023-02-08,6
4166,2023-02-08T08-06,45611,megawatthours,2023-02-08,7
4165,2023-02-08T09-06,46256,megawatthours,2023-02-08,8
4164,2023-02-08T10-06,46963,megawatthours,2023-02-08,9
4163,2023-02-08T11-06,47552,megawatthours,2023-02-08,10
4162,2023-02-08T12-06,48074,megawatthours,2023-02-08,11
4161,2023-02-08T13-06,47900,megawatthours,2023-02-08,12
4160,2023-02-08T14-06,47523,megawatthours,2023-02-08,13
4159,2023-02-08T15-06,46513,megawatthours,2023-02-08,14
4158,2023-02-08T16-06,45836,megawatthours,2023-02-08,15
4157,2023-02-08T17-06,45777,megawatthours,2023-02-08,16
4156,2023-02-08T18-06,46462,megawatthours,2023-02-08,17
4155,2023-02-08T19-06,47970,megawatthours,2023-02-08,18
4154,2023-02-08T20-06,48255,megawatthours,2023-02-08,19
4153,2023-02-08T21-06,47892,megawatthours,2023-02-08,20
4152,2023-02-08T22-06,47316,megawatthours,2023-02-08,21
4151,2023-02-08T23-06,45912,megawatthours,2023-02-08,22
4150,2023-02-09T00-06,44281,megawatthours,2023-02-08,23
4149,2023-02-09T01-06,43230,megawatthours,2023-02-09,0
4148,2023-02-09T02-06,42864,megawatthours,2023-02-09,1
4147,2023-02-09T03-06,42906,megawatthours,2023-02-09,2
4146,2023-02-09T04-06,43524,megawatthours,2023-02-09,3
4145,2023-02-09T05-06,45099,megawatthours,2023-02-09,4
4144,2023-02-09T06-06,47912,megawatthours,2023-02-09,5
4143,2023-02-09T07-06,52085,megawatthours,2023-02-09,6
4142,2023-02-09T08-06,53299,megawatthours,2023-02-09,7
4141,2023-02-09T09-06,51529,megawatthours,2023-02-09,8
4140,2023-02-09T10-06,48724,megawatthours,2023-02-09,9
4139,2023-02-09T11-06,46125,megawatthours,2023-02-09,10
4138,2023-02-09T12-06,44147,megawatthours,2023-02-09,11
4137,2023-02-09T13-06,42725,megawatthours,2023-02-09,12
4136,2023-02-09T14-06,41927,megawatthours,2023-02-09,13
4135,2023-02-09T15-06,41479,megawatthours,2023-02-09,14
4134,2023-02-09T16-06,41528,megawatthours,2023-02-09,15
4133,2023-02-09T17-06,41773,megawatthours,2023-02-09,16
4132,2023-02-09T18-06,42285,megawatthours,2023-02-09,17
4131,2023-02-09T19-06,43817,megawatthours,2023-02-09,18
4130,2023-02-09T20-06,44597,megawatthours,2023-02-09,19
4129,2023-02-09T21-06,44269,megawatthours,2023-02-09,20
4128,2023-02-09T22-06,43461,megawatthours,2023-02-09,21
4127,2023-02-09T23-06,41835,megawatthours,2023-02-09,22
4126,2023-02-10T00-06,40153,megawatthours,2023-02-09,23
4125,2023-02-10T01-06,39088,megawatthours,2023-02-10,0
4124,2023-02-10T02-06,38577,megawatthours,2023-02-10,1
4123,2023-02-10T03-06,38783,megawatthours,2023-02-10,2
4122,2023-02-10T04-06,39331,megawatthours,2023-02-10,3
4121,2023-02-10T05-06,40558,megawatthours,2023-02-10,4
4120,2023-02-10T06-06,43271,megawatthours,2023-02-10,5
4119,2023-02-10T07-06,47266,megawatthours,2023-02-10,6
4118,2023-02-10T08-06,49352,megawatthours,2023-02-10,7
4117,2023-02-10T09-06,49598,megawatthours,2023-02-10,8
4116,2023-02-10T10-06,49333,megawatthours,2023-02-10,9
4115,2023-02-10T11-06,48757,megawatthours,2023-02-10,10
4114,2023-02-10T12-06,48235,megawatthours,2023-02-10,11
4113,2023-02-10T13-06,47414,megawatthours,2023-02-10,12
4112,2023-02-10T14-06,46725,megawatthours,2023-02-10,13
4111,2023-02-10T15-06,46195,megawatthours,2023-02-10,14
4110,2023-02-10T16-06,46019,megawatthours,2023-02-10,15
4109,2023-02-10T17-06,46819,megawatthours,2023-02-10,16
4108,2023-02-10T18-06,47914,megawatthours,2023-02-10,17
4107,2023-02-10T19-06,49780,megawatthours,2023-02-10,18
4106,2023-02-10T20-06,50420,megawatthours,2023-02-10,19
4105,2023-02-10T21-06,50471,megawatthours,2023-02-10,20
4104,2023-02-10T22-06,49947,megawatthours,2023-02-10,21
4103,2023-02-10T23-06,49040,megawatthours,2023-02-10,22
4102,2023-02-11T00-06,47865,megawatthours,2023-02-10,23
4101,2023-02-11T01-06,46963,megawatthours,2023-02-11,0
4100,2023-02-11T02-06,46515,megawatthours,2023-02-11,1
4099,2023-02-11T03-06,46510,megawatthours,2023-02-11,2
4098,2023-02-11T04-06,46953,megawatthours,2023-02-11,3
4097,2023-02-11T05-06,47675,megawatthours,2023-02-11,4
4096,2023-02-11T06-06,49158,megawatthours,2023-02-11,5
4095,2023-02-11T07-06,51305,megawatthours,2023-02-11,6
4094,2023-02-11T08-06,53284,megawatthours,2023-02-11,7
4093,2023-02-11T09-06,53492,megawatthours,2023-02-11,8
4092,2023-02-11T10-06,52246,megawatthours,2023-02-11,9
4091,2023-02-11T11-06,50231,megawatthours,2023-02-11,10
4090,2023-02-11T12-06,47726,megawatthours,2023-02-11,11
4089,2023-02-11T13-06,45404,megawatthours,2023-02-11,12
4088,2023-02-11T14-06,43558,megawatthours,2023-02-11,13
4087,2023-02-11T15-06,42064,megawatthours,2023-02-11,14
4086,2023-02-11T16-06,41104,megawatthours,2023-02-11,15
4085,2023-02-11T17-06,40983,megawatthours,2023-02-11,16
4084,2023-02-11T18-06,41847,megawatthours,2023-02-11,17
4083,2023-02-11T19-06,44345,megawatthours,2023-02-11,18
4082,2023-02-11T20-06,45726,megawatthours,2023-02-11,19
4081,2023-02-11T21-06,46168,megawatthours,2023-02-11,20
4080,2023-02-11T22-06,46443,megawatthours,2023-02-11,21
4079,2023-02-11T23-06,46092,megawatthours,2023-02-11,22
4078,2023-02-12T00-06,45614,megawatthours,2023-02-11,23
4077,2023-02-12T01-06,44899,megawatthours,2023-02-12,0
4076,2023-02-12T02-06,44696,megawatthours,2023-02-12,1
4075,2023-02-12T03-06,44819,megawatthours,2023-02-12,2
4074,2023-02-12T04-06,45497,megawatthours,2023-02-12,3
4073,2023-02-12T05-06,46335,megawatthours,2023-02-12,4
4072,2023-02-12T06-06,47862,megawatthours,2023-02-12,5
4071,2023-02-12T07-06,49357,megawatthours,2023-02-12,6
4070,2023-02-12T08-06,50919,megawatthours,2023-02-12,7
4069,2023-02-12T09-06,50079,megawatthours,2023-02-12,8
4068,2023-02-12T10-06,47739,megawatthours,2023-02-12,9
4067,2023-02-12T11-06,45304,megawatthours,2023-02-12,10
4066,2023-02-12T12-06,43128,megawatthours,2023-02-12,11
4065,2023-02-12T13-06,41640,megawatthours,2023-02-12,12
4064,2023-02-12T14-06,40673,megawatthours,2023-02-12,13
4063,2023-02-12T15-06,39897,megawatthours,2023-02-12,14
4062,2023-02-12T16-06,39691,megawatthours,2023-02-12,15
4061,2023-02-12T17-06,40049,megawatthours,2023-02-12,16
4060,2023-02-12T18-06,40601,megawatthours,2023-02-12,17
4059,2023-02-12T19-06,41666,megawatthours,2023-02-12,18
4058,2023-02-12T20-06,42232,megawatthours,2023-02-12,19
4057,2023-02-12T21-06,42667,megawatthours,2023-02-12,20
4056,2023-02-12T22-06,42872,megawatthours,2023-02-12,21
4055,2023-02-12T23-06,42248,megawatthours,2023-02-12,22
4054,2023-02-13T00-06,40601,megawatthours,2023-02-12,23
4053,2023-02-13T01-06,39371,megawatthours,2023-02-13,0
4052,2023-02-13T02-06,38801,megawatthours,2023-02-13,1
4051,2023-02-13T03-06,38867,megawatthours,2023-02-13,2
4050,2023-02-13T04-06,39532,megawatthours,2023-02-13,3
4049,2023-02-13T05-06,40918,megawatthours,2023-02-13,4
4048,2023-02-13T06-06,43622,megawatthours,2023-02-13,5
4047,2023-02-13T07-06,47551,megawatthours,2023-02-13,6
4046,2023-02-13T08-06,49164,megawatthours,2023-02-13,7
4045,2023-02-13T09-06,48129,megawatthours,2023-02-13,8
4044,2023-02-13T10-06,46447,megawatthours,2023-02-13,9
4043,2023-02-13T11-06,44945,megawatthours,2023-02-13,10
4042,2023-02-13T12-06,43573,megawatthours,2023-02-13,11
4041,2023-02-13T13-06,42622,megawatthours,2023-02-13,12
4040,2023-02-13T14-06,42399,megawatthours,2023-02-13,13
4039,2023-02-13T15-06,42150,megawatthours,2023-02-13,14
4038,2023-02-13T16-06,42376,megawatthours,2023-02-13,15
4037,2023-02-13T17-06,42712,megawatthours,2023-02-13,16
4036,2023-02-13T18-06,43511,megawatthours,2023-02-13,17
4035,2023-02-13T19-06,44867,megawatthours,2023-02-13,18
4034,2023-02-13T20-06,45075,megawatthours,2023-02-13,19
4033,2023-02-13T21-06,44610,megawatthours,2023-02-13,20
4032,2023-02-13T22-06,43278,megawatthours,2023-02-13,21
4031,2023-02-13T23-06,40998,megawatthours,2023-02-13,22
4030,2023-02-14T00-06,38678,megawatthours,2023-02-13,23
4029,2023-02-14T01-06,36597,megawatthours,2023-02-14,0
4028,2023-02-14T02-06,35444,megawatthours,2023-02-14,1
4027,2023-02-14T03-06,34838,megawatthours,2023-02-14,2
4026,2023-02-14T04-06,34961,megawatthours,2023-02-14,3
4025,2023-02-14T05-06,35912,megawatthours,2023-02-14,4
4024,2023-02-14T06-06,38027,megawatthours,2023-02-14,5
4023,2023-02-14T07-06,41556,megawatthours,2023-02-14,6
4022,2023-02-14T08-06,42946,megawatthours,2023-02-14,7
4021,2023-02-14T09-06,43204,megawatthours,2023-02-14,8
4020,2023-02-14T10-06,43388,megawatthours,2023-02-14,9
4019,2023-02-14T11-06,43021,megawatthours,2023-02-14,10
4018,2023-02-14T12-06,42626,megawatthours,2023-02-14,11
4017,2023-02-14T13-06,42415,megawatthours,2023-02-14,12
4016,2023-02-14T14-06,42539,megawatthours,2023-02-14,13
4015,2023-02-14T15-06,42750,megawatthours,2023-02-14,14
4014,2023-02-14T16-06,43103,megawatthours,2023-02-14,15
4013,2023-02-14T17-06,43600,megawatthours,2023-02-14,16
4012,2023-02-14T18-06,44199,megawatthours,2023-02-14,17
4011,2023-02-14T19-06,44612,megawatthours,2023-02-14,18
4010,2023-02-14T20-06,45030,megawatthours,2023-02-14,19
4009,2023-02-14T21-06,44239,megawatthours,2023-02-14,20
4008,2023-02-14T22-06,42809,megawatthours,2023-02-14,21
4007,2023-02-14T23-06,40720,megawatthours,2023-02-14,22
4006,2023-02-15T00-06,38670,megawatthours,2023-02-14,23
4005,2023-02-15T01-06,36925,megawatthours,2023-02-15,0
4004,2023-02-15T02-06,36048,megawatthours,2023-02-15,1
4003,2023-02-15T03-06,35642,megawatthours,2023-02-15,2
4002,2023-02-15T04-06,35751,megawatthours,2023-02-15,3
4001,2023-02-15T05-06,36892,megawatthours,2023-02-15,4
4000,2023-02-15T06-06,39208,megawatthours,2023-02-15,5
3999,2023-02-15T07-06,42785,megawatthours,2023-02-15,6
3998,2023-02-15T08-06,44381,megawatthours,2023-02-15,7
3997,2023-02-15T09-06,44110,megawatthours,2023-02-15,8
3996,2023-02-15T10-06,43477,megawatthours,2023-02-15,9
3995,2023-02-15T11-06,43191,megawatthours,2023-02-15,10
3994,2023-02-15T12-06,43104,megawatthours,2023-02-15,11
3993,2023-02-15T13-06,42945,megawatthours,2023-02-15,12
3992,2023-02-15T14-06,43346,megawatthours,2023-02-15,13
3991,2023-02-15T15-06,43920,megawatthours,2023-02-15,14
3990,2023-02-15T16-06,44359,megawatthours,2023-02-15,15
3989,2023-02-15T17-06,44764,megawatthours,2023-02-15,16
3988,2023-02-15T18-06,45063,megawatthours,2023-02-15,17
3987,2023-02-15T19-06,46337,megawatthours,2023-02-15,18
3986,2023-02-15T20-06,46580,megawatthours,2023-02-15,19
3985,2023-02-15T21-06,45811,megawatthours,2023-02-15,20
3984,2023-02-15T22-06,44489,megawatthours,2023-02-15,21
3983,2023-02-15T23-06,42202,megawatthours,2023-02-15,22
3982,2023-02-16T00-06,39761,megawatthours,2023-02-15,23
3981,2023-02-16T01-06,37755,megawatthours,2023-02-16,0
3980,2023-02-16T02-06,36536,megawatthours,2023-02-16,1
3979,2023-02-16T03-06,35863,megawatthours,2023-02-16,2
3978,2023-02-16T04-06,35985,megawatthours,2023-02-16,3
3977,2023-02-16T05-06,36903,megawatthours,2023-02-16,4
3976,2023-02-16T06-06,39322,megawatthours,2023-02-16,5
3975,2023-02-16T07-06,43056,megawatthours,2023-02-16,6
3974,2023-02-16T08-06,45293,megawatthours,2023-02-16,7
3973,2023-02-16T09-06,46223,megawatthours,2023-02-16,8
3972,2023-02-16T10-06,46907,megawatthours,2023-02-16,9
3971,2023-02-16T11-06,47299,megawatthours,2023-02-16,10
3970,2023-02-16T12-06,47092,megawatthours,2023-02-16,11
3969,2023-02-16T13-06,46303,megawatthours,2023-02-16,12
3968,2023-02-16T14-06,45995,megawatthours,2023-02-16,13
3967,2023-02-16T15-06,45360,megawatthours,2023-02-16,14
3966,2023-02-16T16-06,45488,megawatthours,2023-02-16,15
3965,2023-02-16T17-06,46366,megawatthours,2023-02-16,16
3964,2023-02-16T18-06,48158,megawatthours,2023-02-16,17
3963,2023-02-16T19-06,50714,megawatthours,2023-02-16,18
3962,2023-02-16T20-06,51675,megawatthours,2023-02-16,19
3961,2023-02-16T21-06,51911,megawatthours,2023-02-16,20
3960,2023-02-16T22-06,51142,megawatthours,2023-02-16,21
3959,2023-02-16T23-06,49708,megawatthours,2023-02-16,22
3958,2023-02-17T00-06,48288,megawatthours,2023-02-16,23
3957,2023-02-17T01-06,47603,megawatthours,2023-02-17,0
3956,2023-02-17T02-06,47512,megawatthours,2023-02-17,1
3955,2023-02-17T03-06,47772,megawatthours,2023-02-17,2
3954,2023-02-17T04-06,48556,megawatthours,2023-02-17,3
3953,2023-02-17T05-06,50051,megawatthours,2023-02-17,4
3952,2023-02-17T06-06,52787,megawatthours,2023-02-17,5
3951,2023-02-17T07-06,56737,megawatthours,2023-02-17,6
3950,2023-02-17T08-06,58468,megawatthours,2023-02-17,7
3949,2023-02-17T09-06,57606,megawatthours,2023-02-17,8
3948,2023-02-17T10-06,55365,megawatthours,2023-02-17,9
3947,2023-02-17T11-06,52975,megawatthours,2023-02-17,10
3946,2023-02-17T12-06,50587,megawatthours,2023-02-17,11
3945,2023-02-17T13-06,48315,megawatthours,2023-02-17,12
3944,2023-02-17T14-06,46515,megawatthours,2023-02-17,13
3943,2023-02-17T15-06,45042,megawatthours,2023-02-17,14
3942,2023-02-17T16-06,43948,megawatthours,2023-02-17,15
3941,2023-02-17T17-06,43827,megawatthours,2023-02-17,16
3940,2023-02-17T18-06,45018,megawatthours,2023-02-17,17
3939,2023-02-17T19-06,47643,megawatthours,2023-02-17,18
3938,2023-02-17T20-06,49174,megawatthours,2023-02-17,19
3937,2023-02-17T21-06,49819,megawatthours,2023-02-17,20
3936,2023-02-17T22-06,49989,megawatthours,2023-02-17,21
3935,2023-02-17T23-06,49303,megawatthours,2023-02-17,22
3934,2023-02-18T00-06,48418,megawatthours,2023-02-17,23
3933,2023-02-18T01-06,47738,megawatthours,2023-02-18,0
3932,2023-02-18T02-06,47546,megawatthours,2023-02-18,1
3931,2023-02-18T03-06,47732,megawatthours,2023-02-18,2
3930,2023-02-18T04-06,48208,megawatthours,2023-02-18,3
3929,2023-02-18T05-06,49274,megawatthours,2023-02-18,4
3928,2023-02-18T06-06,50588,megawatthours,2023-02-18,5
3927,2023-02-18T07-06,52705,megawatthours,2023-02-18,6
3926,2023-02-18T08-06,53887,megawatthours,2023-02-18,7
3925,2023-02-18T09-06,53363,megawatthours,2023-02-18,8
3924,2023-02-18T10-06,51607,megawatthours,2023-02-18,9
3923,2023-02-18T11-06,50109,megawatthours,2023-02-18,10
3922,2023-02-18T12-06,48465,megawatthours,2023-02-18,11
3921,2023-02-18T13-06,46654,megawatthours,2023-02-18,12
3920,2023-02-18T14-06,44659,megawatthours,2023-02-18,13
3919,2023-02-18T15-06,43762,megawatthours,2023-02-18,14
3918,2023-02-18T16-06,43565,megawatthours,2023-02-18,15
3917,2023-02-18T17-06,43878,megawatthours,2023-02-18,16
3916,2023-02-18T18-06,44979,megawatthours,2023-02-18,17
3915,2023-02-18T19-06,46516,megawatthours,2023-02-18,18
3914,2023-02-18T20-06,47074,megawatthours,2023-02-18,19
3913,2023-02-18T21-06,46736,megawatthours,2023-02-18,20
3912,2023-02-18T22-06,46040,megawatthours,2023-02-18,21
3911,2023-02-18T23-06,44925,megawatthours,2023-02-18,22
3910,2023-02-19T00-06,43758,megawatthours,2023-02-18,23
3909,2023-02-19T01-06,42725,megawatthours,2023-02-19,0
3908,2023-02-19T02-06,41905,megawatthours,2023-02-19,1
3907,2023-02-19T03-06,41429,megawatthours,2023-02-19,2
