,period,value,value-units,Date,Hour Starting
9869,2024-06-15T16-05,73835,megawatthours,2024-06-15,15
9868,2024-06-15T17-05,74757,megawatthours,2024-06-15,16
9867,2024-06-15T18-05,74756,megawatthours,2024-06-15,17
9866,2024-06-15T19-05,73726,megawatthours,2024-06-15,18
9865,2024-06-15T20-05,71109,megawatthours,2024-06-15,19
9864,2024-06-15T21-05,68308,megawatthours,2024-06-15,20
9863,2024-06-15T22-05,66293,megawatthours,2024-06-15,21
9862,2024-06-15T23-05,63304,megawatthours,2024-06-15,22
9861,2024-06-16T00-05,59983,megawatthours,2024-06-15,23
9860,2024-06-16T01-05,56630,megawatthours,2024-06-16,0
9859,2024-06-16T02-05,53865,megawatthours,2024-06-16,1
9858,2024-06-16T03-05,51800,megawatthours,2024-06-16,2
9857,2024-06-16T04-05,50457,megawatthours,2024-06-16,3
9856,2024-06-16T05-05,48952,megawatthours,2024-06-16,4
9855,2024-06-16T06-05,48074,megawatthours,2024-06-16,5
9854,2024-06-16T07-05,47701,megawatthours,2024-06-16,6
9853,2024-06-16T08-05,48876,megawatthours,2024-06-16,7
9852,2024-06-16T09-05,52678,megawatthours,2024-06-16,8
9851,2024-06-16T10-05,56670,megawatthours,2024-06-16,9
9850,2024-06-16T11-05,60635,megawatthours,2024-06-16,10
9849,2024-06-16T12-05,63864,megawatthours,2024-06-16,11
9848,2024-06-16T13-05,67173,megawatthours,2024-06-16,12
9847,2024-06-16T14-05,70018,megawatthours,2024-06-16,13
9846,2024-06-16T15-05,72394,megawatthours,2024-06-16,14
9845,2024-06-16T16-05,74139,megawatthours,2024-06-16,15
9844,2024-06-16T17-05,74995,megawatthours,2024-06-16,16
9843,2024-06-16T18-05,75393,megawatthours,2024-06-16,17
9842,2024-06-16T19-05,74434,megawatthours,2024-06-16,18
9841,2024-06-16T20-05,72430,megawatthours,2024-06-16,19
9840,2024-06-16T21-05,70047,megawatthours,2024-06-16,20
9839,2024-06-16T22-05,68298,megawatthours,2024-06-16,21
9838,2024-06-16T23-05,65318,megawatthours,2024-06-16,22
9837,2024-06-17T00-05,61432,megawatthours,2024-06-16,23
9836,2024-06-17T01-05,57951,megawatthours,2024-06-17,0
9835,2024-06-17T02-05,55344,megawatthours,2024-06-17,1
9834,2024-06-17T03-05,53577,megawatthours,2024-06-17,2
9833,2024-06-17T04-05,52712,megawatthours,2024-06-17,3
9832,2024-06-17T05-05,52261,megawatthours,2024-06-17,4
9831,2024-06-17T06-05,52884,megawatthours,2024-06-17,5
9830,2024-06-17T07-05,53874,megawatthours,2024-06-17,6
9829,2024-06-17T08-05,55554,megawatthours,2024-06-17,7
9828,2024-06-17T09-05,58620,megawatthours,2024-06-17,8
9827,2024-06-17T10-05,61929,megawatthours,2024-06-17,9
9826,2024-06-17T11-05,65408,megawatthours,2024-06-17,10
9825,2024-06-17T12-05,68479,megawatthours,2024-06-17,11
9824,2024-06-17T13-05,71128,megawatthours,2024-06-17,12
9823,2024-06-17T14-05,73900,megawatthours,2024-06-17,13
9822,2024-06-17T15-05,75922,megawatthours,2024-06-17,14
9821,2024-06-17T16-05,76038,megawatthours,2024-06-17,15
9820,2024-06-17T17-05,76099,megawatthours,2024-06-17,16
9819,2024-06-17T18-05,75955,megawatthours,2024-06-17,17
9818,2024-06-17T19-05,75328,megawatthours,2024-06-17,18
9817,2024-06-17T20-05,73477,megawatthours,2024-06-17,19
9816,2024-06-17T21-05,70678,megawatthours,2024-06-17,20
9815,2024-06-17T22-05,68803,megawatthours,2024-06-17,21
9814,2024-06-17T23-05,65431,megawatthours,2024-06-17,22
9813,2024-06-18T00-05,61420,megawatthours,2024-06-17,23
9812,2024-06-18T01-05,57608,megawatthours,2024-06-18,0
9811,2024-06-18T02-05,54912,megawatthours,2024-06-18,1
9810,2024-06-18T03-05,52828,megawatthours,2024-06-18,2
9809,2024-06-18T04-05,51617,megawatthours,2024-06-18,3
9808,2024-06-18T05-05,50931,megawatthours,2024-06-18,4
9807,2024-06-18T06-05,51502,megawatthours,2024-06-18,5
9806,2024-06-18T07-05,52554,megawatthours,2024-06-18,6
9805,2024-06-18T08-05,53775,megawatthours,2024-06-18,7
9804,2024-06-18T09-05,56579,megawatthours,2024-06-18,8
9803,2024-06-18T10-05,59369,megawatthours,2024-06-18,9
9802,2024-06-18T11-05,62575,megawatthours,2024-06-18,10
9801,2024-06-18T12-05,65868,megawatthours,2024-06-18,11
9800,2024-06-18T13-05,68573,megawatthours,2024-06-18,12
9799,2024-06-18T14-05,70173,megawatthours,2024-06-18,13
9798,2024-06-18T15-05,71988,megawatthours,2024-06-18,14
9797,2024-06-18T16-05,72869,megawatthours,2024-06-18,15
9796,2024-06-18T17-05,73031,megawatthours,2024-06-18,16
9795,2024-06-18T18-05,73435,megawatthours,2024-06-18,17
9794,2024-06-18T19-05,72434,megawatthours,2024-06-18,18
9793,2024-06-18T20-05,70136,megawatthours,2024-06-18,19
9792,2024-06-18T21-05,67651,megawatthours,2024-06-18,20
9791,2024-06-18T22-05,66165,megawatthours,2024-06-18,21
9790,2024-06-18T23-05,62884,megawatthours,2024-06-18,22
9789,2024-06-19T00-05,58971,megawatthours,2024-06-18,23
9788,2024-06-19T01-05,55508,megawatthours,2024-06-19,0
9787,2024-06-19T02-05,52907,megawatthours,2024-06-19,1
9786,2024-06-19T03-05,50699,megawatthours,2024-06-19,2
9785,2024-06-19T04-05,49552,megawatthours,2024-06-19,3
9784,2024-06-19T05-05,48788,megawatthours,2024-06-19,4
9783,2024-06-19T06-05,49297,megawatthours,2024-06-19,5
9782,2024-06-19T07-05,50085,megawatthours,2024-06-19,6
9781,2024-06-19T08-05,51326,megawatthours,2024-06-19,7
9780,2024-06-19T09-05,53423,megawatthours,2024-06-19,8
9779,2024-06-19T10-05,55078,megawatthours,2024-06-19,9
9778,2024-06-19T11-05,56863,megawatthours,2024-06-19,10
9777,2024-06-19T12-05,58659,megawatthours,2024-06-19,11
9776,2024-06-19T13-05,60145,megawatthours,2024-06-19,12
9775,2024-06-19T14-05,61411,megawatthours,2024-06-19,13
9774,2024-06-19T15-05,62235,megawatthours,2024-06-19,14
9773,2024-06-19T16-05,62858,megawatthours,2024-06-19,15
9772,2024-06-19T17-05,62739,megawatthours,2024-06-19,16
9771,2024-06-19T18-05,61805,megawatthours,2024-06-19,17
9770,2024-06-19T19-05,60763,megawatthours,2024-06-19,18
9769,2024-06-19T20-05,59999,megawatthours,2024-06-19,19
9768,2024-06-19T21-05,59077,megawatthours,2024-06-19,20
9767,2024-06-19T22-05,58636,megawatthours,2024-06-19,21
9766,2024-06-19T23-05,56502,megawatthours,2024-06-19,22
9765,2024-06-20T00-05,53877,megawatthours,2024-06-19,23
9764,2024-06-20T01-05,51279,megawatthours,2024-06-20,0
9763,2024-06-20T02-05,49591,megawatthours,2024-06-20,1
9762,2024-06-20T03-05,48840,megawatthours,2024-06-20,2
9761,2024-06-20T04-05,48566,megawatthours,2024-06-20,3
9760,2024-06-20T05-05,48864,megawatthours,2024-06-20,4
9759,2024-06-20T06-05,50102,megawatthours,2024-06-20,5
9758,2024-06-20T07-05,51604,megawatthours,2024-06-20,6
9757,2024-06-20T08-05,52851,megawatthours,2024-06-20,7
9756,2024-06-20T09-05,54863,megawatthours,2024-06-20,8
9755,2024-06-20T10-05,57274,megawatthours,2024-06-20,9
9754,2024-06-20T11-05,59693,megawatthours,2024-06-20,10
9753,2024-06-20T12-05,62628,megawatthours,2024-06-20,11
9752,2024-06-20T13-05,65264,megawatthours,2024-06-20,12
9751,2024-06-20T14-05,68338,megawatthours,2024-06-20,13
9750,2024-06-20T15-05,70257,megawatthours,2024-06-20,14
9749,2024-06-20T16-05,71182,megawatthours,2024-06-20,15
9748,2024-06-20T17-05,71604,megawatthours,2024-06-20,16
9747,2024-06-20T18-05,71257,megawatthours,2024-06-20,17
9746,2024-06-20T19-05,70319,megawatthours,2024-06-20,18
9745,2024-06-20T20-05,67951,megawatthours,2024-06-20,19
9744,2024-06-20T21-05,65153,megawatthours,2024-06-20,20
9743,2024-06-20T22-05,63562,megawatthours,2024-06-20,21
9742,2024-06-20T23-05,61001,megawatthours,2024-06-20,22
9741,2024-06-21T00-05,57763,megawatthours,2024-06-20,23
9740,2024-06-21T01-05,54550,megawatthours,2024-06-21,0
9739,2024-06-21T02-05,52022,megawatthours,2024-06-21,1
9738,2024-06-21T03-05,50311,megawatthours,2024-06-21,2
9737,2024-06-21T04-05,49267,megawatthours,2024-06-21,3
9736,2024-06-21T05-05,49026,megawatthours,2024-06-21,4
9735,2024-06-21T06-05,49556,megawatthours,2024-06-21,5
9734,2024-06-21T07-05,50390,megawatthours,2024-06-21,6
9733,2024-06-21T08-05,51928,megawatthours,2024-06-21,7
9732,2024-06-21T09-05,54914,megawatthours,2024-06-21,8
9731,2024-06-21T10-05,58447,megawatthours,2024-06-21,9
9730,2024-06-21T11-05,61817,megawatthours,2024-06-21,10
9729,2024-06-21T12-05,65161,megawatthours,2024-06-21,11
9728,2024-06-21T13-05,68240,megawatthours,2024-06-21,12
9727,2024-06-21T14-05,71062,megawatthours,2024-06-21,13
9726,2024-06-21T15-05,73081,megawatthours,2024-06-21,14
9725,2024-06-21T16-05,74444,megawatthours,2024-06-21,15
9724,2024-06-21T17-05,75245,megawatthours,2024-06-21,16
9723,2024-06-21T18-05,74717,megawatthours,2024-06-21,17
9722,2024-06-21T19-05,73537,megawatthours,2024-06-21,18
9721,2024-06-21T20-05,70886,megawatthours,2024-06-21,19
9720,2024-06-21T21-05,67790,megawatthours,2024-06-21,20
9719,2024-06-21T22-05,65911,megawatthours,2024-06-21,21
9718,2024-06-21T23-05,62817,megawatthours,2024-06-21,22
9717,2024-06-22T00-05,58974,megawatthours,2024-06-21,23
9716,2024-06-22T01-05,55633,megawatthours,2024-06-22,0
9715,2024-06-22T02-05,53122,megawatthours,2024-06-22,1
9714,2024-06-22T03-05,51159,megawatthours,2024-06-22,2
9713,2024-06-22T04-05,49783,megawatthours,2024-06-22,3
9712,2024-06-22T05-05,48749,megawatthours,2024-06-22,4
9711,2024-06-22T06-05,48594,megawatthours,2024-06-22,5
9710,2024-06-22T07-05,48488,megawatthours,2024-06-22,6
9709,2024-06-22T08-05,49733,megawatthours,2024-06-22,7
9708,2024-06-22T09-05,53787,megawatthours,2024-06-22,8
9707,2024-06-22T10-05,57707,megawatthours,2024-06-22,9
9706,2024-06-22T11-05,61343,megawatthours,2024-06-22,10
9705,2024-06-22T12-05,64374,megawatthours,2024-06-22,11
9704,2024-06-22T13-05,67618,megawatthours,2024-06-22,12
9703,2024-06-22T14-05,69874,megawatthours,2024-06-22,13
9702,2024-06-22T15-05,71839,megawatthours,2024-06-22,14
9701,2024-06-22T16-05,73510,megawatthours,2024-06-22,15
9700,2024-06-22T17-05,74501,megawatthours,2024-06-22,16
9699,2024-06-22T18-05,74826,megawatthours,2024-06-22,17
9698,2024-06-22T19-05,73779,megawatthours,2024-06-22,18
9697,2024-06-22T20-05,71077,megawatthours,2024-06-22,19
9696,2024-06-22T21-05,67134,megawatthours,2024-06-22,20
9695,2024-06-22T22-05,65543,megawatthours,2024-06-22,21
9694,2024-06-22T23-05,62790,megawatthours,2024-06-22,22
9693,2024-06-23T00-05,59655,megawatthours,2024-06-22,23
9692,2024-06-23T01-05,56282,megawatthours,2024-06-23,0
9691,2024-06-23T02-05,53473,megawatthours,2024-06-23,1
9690,2024-06-23T03-05,51202,megawatthours,2024-06-23,2
9689,2024-06-23T04-05,49235,megawatthours,2024-06-23,3
9688,2024-06-23T05-05,48136,megawatthours,2024-06-23,4
9687,2024-06-23T06-05,47599,megawatthours,2024-06-23,5
9686,2024-06-23T07-05,47009,megawatthours,2024-06-23,6
9685,2024-06-23T08-05,48466,megawatthours,2024-06-23,7
9684,2024-06-23T09-05,52137,megawatthours,2024-06-23,8
9683,2024-06-23T10-05,56061,megawatthours,2024-06-23,9
9682,2024-06-23T11-05,60023,megawatthours,2024-06-23,10
9681,2024-06-23T12-05,64302,megawatthours,2024-06-23,11
9680,2024-06-23T13-05,67957,megawatthours,2024-06-23,12
9679,2024-06-23T14-05,71296,megawatthours,2024-06-23,13
9678,2024-06-23T15-05,73605,megawatthours,2024-06-23,14
9677,2024-06-23T16-05,75402,megawatthours,2024-06-23,15
9676,2024-06-23T17-05,76270,megawatthours,2024-06-23,16
9675,2024-06-23T18-05,76089,megawatthours,2024-06-23,17
9674,2024-06-23T19-05,75771,megawatthours,2024-06-23,18
9673,2024-06-23T20-05,73935,megawatthours,2024-06-23,19
9672,2024-06-23T21-05,70828,megawatthours,2024-06-23,20
9671,2024-06-23T22-05,69344,megawatthours,2024-06-23,21
9670,2024-06-23T23-05,66155,megawatthours,2024-06-23,22
9669,2024-06-24T00-05,62064,megawatthours,2024-06-23,23
9668,2024-06-24T01-05,58506,megawatthours,2024-06-24,0
9667,2024-06-24T02-05,55890,megawatthours,2024-06-24,1
9666,2024-06-24T03-05,53891,megawatthours,2024-06-24,2
9665,2024-06-24T04-05,52544,megawatthours,2024-06-24,3
9664,2024-06-24T05-05,51727,megawatthours,2024-06-24,4
9663,2024-06-24T06-05,52150,megawatthours,2024-06-24,5
9662,2024-06-24T07-05,52932,megawatthours,2024-06-24,6
9661,2024-06-24T08-05,54624,megawatthours,2024-06-24,7
9660,2024-06-24T09-05,58448,megawatthours,2024-06-24,8
9659,2024-06-24T10-05,61907,megawatthours,2024-06-24,9
9658,2024-06-24T11-05,66314,megawatthours,2024-06-24,10
9657,2024-06-24T12-05,70523,megawatthours,2024-06-24,11
9656,2024-06-24T13-05,73774,megawatthours,2024-06-24,12
9655,2024-06-24T14-05,76500,megawatthours,2024-06-24,13
9654,2024-06-24T15-05,77702,megawatthours,2024-06-24,14
9653,2024-06-24T16-05,77750,megawatthours,2024-06-24,15
9652,2024-06-24T17-05,78079,megawatthours,2024-06-24,16
9651,2024-06-24T18-05,77928,megawatthours,2024-06-24,17
9650,2024-06-24T19-05,77646,megawatthours,2024-06-24,18
9649,2024-06-24T20-05,76776,megawatthours,2024-06-24,19
9648,2024-06-24T21-05,73838,megawatthours,2024-06-24,20
9647,2024-06-24T22-05,72057,megawatthours,2024-06-24,21
9646,2024-06-24T23-05,68600,megawatthours,2024-06-24,22
9645,2024-06-25T00-05,64463,megawatthours,2024-06-24,23
9644,2024-06-25T01-05,60718,megawatthours,2024-06-25,0
9643,2024-06-25T02-05,57710,megawatthours,2024-06-25,1
9642,2024-06-25T03-05,55482,megawatthours,2024-06-25,2
9641,2024-06-25T04-05,54291,megawatthours,2024-06-25,3
9640,2024-06-25T05-05,53590,megawatthours,2024-06-25,4
9639,2024-06-25T06-05,54400,megawatthours,2024-06-25,5
9638,2024-06-25T07-05,55285,megawatthours,2024-06-25,6
9637,2024-06-25T08-05,57110,megawatthours,2024-06-25,7
9636,2024-06-25T09-05,60714,megawatthours,2024-06-25,8
9635,2024-06-25T10-05,64225,megawatthours,2024-06-25,9
9634,2024-06-25T11-05,67721,megawatthours,2024-06-25,10
9633,2024-06-25T12-05,71408,megawatthours,2024-06-25,11
9632,2024-06-25T13-05,74814,megawatthours,2024-06-25,12
9631,2024-06-25T14-05,77557,megawatthours,2024-06-25,13
9630,2024-06-25T15-05,78594,megawatthours,2024-06-25,14
9629,2024-06-25T16-05,78920,megawatthours,2024-06-25,15
9628,2024-06-25T17-05,79048,megawatthours,2024-06-25,16
9627,2024-06-25T18-05,78822,megawatthours,2024-06-25,17
9626,2024-06-25T19-05,78481,megawatthours,2024-06-25,18
9625,2024-06-25T20-05,77355,megawatthours,2024-06-25,19
9624,2024-06-25T21-05,74571,megawatthours,2024-06-25,20
9623,2024-06-25T22-05,72646,megawatthours,2024-06-25,21
9622,2024-06-25T23-05,69797,megawatthours,2024-06-25,22
9621,2024-06-26T00-05,65753,megawatthours,2024-06-25,23
9620,2024-06-26T01-05,62015,megawatthours,2024-06-26,0
9619,2024-06-26T02-05,59137,megawatthours,2024-06-26,1
9618,2024-06-26T03-05,56949,megawatthours,2024-06-26,2
9617,2024-06-26T04-05,55925,megawatthours,2024-06-26,3
9616,2024-06-26T05-05,55188,megawatthours,2024-06-26,4
9615,2024-06-26T06-05,55565,megawatthours,2024-06-26,5
9614,2024-06-26T07-05,56297,megawatthours,2024-06-26,6
9613,2024-06-26T08-05,57609,megawatthours,2024-06-26,7
9612,2024-06-26T09-05,60880,megawatthours,2024-06-26,8
9611,2024-06-26T10-05,64169,megawatthours,2024-06-26,9
9610,2024-06-26T11-05,67796,megawatthours,2024-06-26,10
9609,2024-06-26T12-05,71680,megawatthours,2024-06-26,11
9608,2024-06-26T13-05,74746,megawatthours,2024-06-26,12
9607,2024-06-26T14-05,77424,megawatthours,2024-06-26,13
9606,2024-06-26T15-05,78698,megawatthours,2024-06-26,14
9605,2024-06-26T16-05,78646,megawatthours,2024-06-26,15
9604,2024-06-26T17-05,78955,megawatthours,2024-06-26,16
9603,2024-06-26T18-05,78801,megawatthours,2024-06-26,17
9602,2024-06-26T19-05,78193,megawatthours,2024-06-26,18
9601,2024-06-26T20-05,77368,megawatthours,2024-06-26,19
9600,2024-06-26T21-05,74971,megawatthours,2024-06-26,20
9599,2024-06-26T22-05,72642,megawatthours,2024-06-26,21
9598,2024-06-26T23-05,68926,megawatthours,2024-06-26,22
9597,2024-06-27T00-05,64485,megawatthours,2024-06-26,23
9596,2024-06-27T01-05,60639,megawatthours,2024-06-27,0
9595,2024-06-27T02-05,57749,megawatthours,2024-06-27,1
9594,2024-06-27T03-05,55291,megawatthours,2024-06-27,2
9593,2024-06-27T04-05,53729,megawatthours,2024-06-27,3
9592,2024-06-27T05-05,53224,megawatthours,2024-06-27,4
9591,2024-06-27T06-05,53536,megawatthours,2024-06-27,5
9590,2024-06-27T07-05,54420,megawatthours,2024-06-27,6
9589,2024-06-27T08-05,56149,megawatthours,2024-06-27,7
9588,2024-06-27T09-05,59660,megawatthours,2024-06-27,8
9587,2024-06-27T10-05,63565,megawatthours,2024-06-27,9
9586,2024-06-27T11-05,67312,megawatthours,2024-06-27,10
9585,2024-06-27T12-05,71430,megawatthours,2024-06-27,11
9584,2024-06-27T13-05,75107,megawatthours,2024-06-27,12
9583,2024-06-27T14-05,77932,megawatthours,2024-06-27,13
9582,2024-06-27T15-05,79212,megawatthours,2024-06-27,14
9581,2024-06-27T16-05,79675,megawatthours,2024-06-27,15
9580,2024-06-27T17-05,80080,megawatthours,2024-06-27,16
9579,2024-06-27T18-05,80028,megawatthours,2024-06-27,17
9578,2024-06-27T19-05,79539,megawatthours,2024-06-27,18
9577,2024-06-27T20-05,78222,megawatthours,2024-06-27,19
9576,2024-06-27T21-05,75695,megawatthours,2024-06-27,20
9575,2024-06-27T22-05,73008,megawatthours,2024-06-27,21
9574,2024-06-27T23-05,69613,megawatthours,2024-06-27,22
9573,2024-06-28T00-05,65787,megawatthours,2024-06-27,23
9572,2024-06-28T01-05,61699,megawatthours,2024-06-28,0
9571,2024-06-28T02-05,58911,megawatthours,2024-06-28,1
9570,2024-06-28T03-05,56604,megawatthours,2024-06-28,2
9569,2024-06-28T04-05,55399,megawatthours,2024-06-28,3
9568,2024-06-28T05-05,55077,megawatthours,2024-06-28,4
9567,2024-06-28T06-05,55428,megawatthours,2024-06-28,5
9566,2024-06-28T07-05,55733,megawatthours,2024-06-28,6
9565,2024-06-28T08-05,57004,megawatthours,2024-06-28,7
9564,2024-06-28T09-05,60671,megawatthours,2024-06-28,8
9563,2024-06-28T10-05,64608,megawatthours,2024-06-28,9
9562,2024-06-28T11-05,68796,megawatthours,2024-06-28,10
9561,2024-06-28T12-05,72372,megawatthours,2024-06-28,11
9560,2024-06-28T13-05,76202,megawatthours,2024-06-28,12
9559,2024-06-28T14-05,78915,megawatthours,2024-06-28,13
9558,2024-06-28T15-05,79877,megawatthours,2024-06-28,14
9557,2024-06-28T16-05,79859,megawatthours,2024-06-28,15
9556,2024-06-28T17-05,80024,megawatthours,2024-06-28,16
9555,2024-06-28T18-05,79861,megawatthours,2024-06-28,17
9554,2024-06-28T19-05,79356,megawatthours,2024-06-28,18
9553,2024-06-28T20-05,77759,megawatthours,2024-06-28,19
9552,2024-06-28T21-05,74950,megawatthours,2024-06-28,20
9551,2024-06-28T22-05,73458,megawatthours,2024-06-28,21
9550,2024-06-28T23-05,70369,megawatthours,2024-06-28,22
9549,2024-06-29T00-05,66901,megawatthours,2024-06-28,23
9548,2024-06-29T01-05,63431,megawatthours,2024-06-29,0
9547,2024-06-29T02-05,60851,megawatthours,2024-06-29,1
9546,2024-06-29T03-05,58609,megawatthours,2024-06-29,2
9545,2024-06-29T04-05,57080,megawatthours,2024-06-29,3
9544,2024-06-29T05-05,55839,megawatthours,2024-06-29,4
9543,2024-06-29T06-05,55197,megawatthours,2024-06-29,5
9542,2024-06-29T07-05,54753,megawatthours,2024-06-29,6
9541,2024-06-29T08-05,55605,megawatthours,2024-06-29,7
9540,2024-06-29T09-05,59319,megawatthours,2024-06-29,8
9539,2024-06-29T10-05,63454,megawatthours,2024-06-29,9
9538,2024-06-29T11-05,66838,megawatthours,2024-06-29,10
9537,2024-06-29T12-05,70392,megawatthours,2024-06-29,11
9536,2024-06-29T13-05,73674,megawatthours,2024-06-29,12
9535,2024-06-29T14-05,76423,megawatthours,2024-06-29,13
9534,2024-06-29T15-05,78262,megawatthours,2024-06-29,14
9533,2024-06-29T16-05,79693,megawatthours,2024-06-29,15
9532,2024-06-29T17-05,79495,megawatthours,2024-06-29,16
9531,2024-06-29T18-05,79537,megawatthours,2024-06-29,17
9530,2024-06-29T19-05,78698,megawatthours,2024-06-29,18
9529,2024-06-29T20-05,76810,megawatthours,2024-06-29,19
9528,2024-06-29T21-05,73184,megawatthours,2024-06-29,20
9527,2024-06-29T22-05,70950,megawatthours,2024-06-29,21
9526,2024-06-29T23-05,68523,megawatthours,2024-06-29,22
9525,2024-06-30T00-05,65202,megawatthours,2024-06-29,23
9524,2024-06-30T01-05,61631,megawatthours,2024-06-30,0
9523,2024-06-30T02-05,59075,megawatthours,2024-06-30,1
9522,2024-06-30T03-05,56994,megawatthours,2024-06-30,2
9521,2024-06-30T04-05,55198,megawatthours,2024-06-30,3
9520,2024-06-30T05-05,53842,megawatthours,2024-06-30,4
9519,2024-06-30T06-05,52969,megawatthours,2024-06-30,5
9518,2024-06-30T07-05,52032,megawatthours,2024-06-30,6
9517,2024-06-30T08-05,52780,megawatthours,2024-06-30,7
9516,2024-06-30T09-05,56551,megawatthours,2024-06-30,8
9515,2024-06-30T10-05,60188,megawatthours,2024-06-30,9
9514,2024-06-30T11-05,63636,megawatthours,2024-06-30,10
9513,2024-06-30T12-05,67900,megawatthours,2024-06-30,11
9512,2024-06-30T13-05,71658,megawatthours,2024-06-30,12
9511,2024-06-30T14-05,74482,megawatthours,2024-06-30,13
9510,2024-06-30T15-05,76942,megawatthours,2024-06-30,14
9509,2024-06-30T16-05,78312,megawatthours,2024-06-30,15
9508,2024-06-30T17-05,79095,megawatthours,2024-06-30,16
9507,2024-06-30T18-05,79655,megawatthours,2024-06-30,17
9506,2024-06-30T19-05,79185,megawatthours,2024-06-30,18
9505,2024-06-30T20-05,77285,megawatthours,2024-06-30,19
9504,2024-06-30T21-05,74511,megawatthours,2024-06-30,20
9503,2024-06-30T22-05,72551,megawatthours,2024-06-30,21
9502,2024-06-30T23-05,69235,megawatthours,2024-06-30,22
9501,2024-07-01T00-05,65304,megawatthours,2024-06-30,23
9500,2024-07-01T01-05,61479,megawatthours,2024-07-01,0
9499,2024-07-01T02-05,58232,megawatthours,2024-07-01,1
9498,2024-07-01T03-05,55898,megawatthours,2024-07-01,2
9497,2024-07-01T04-05,54332,megawatthours,2024-07-01,3
9496,2024-07-01T05-05,53451,megawatthours,2024-07-01,4
9495,2024-07-01T06-05,53556,megawatthours,2024-07-01,5
9494,2024-07-01T07-05,54055,megawatthours,2024-07-01,6
9493,2024-07-01T08-05,55429,megawatthours,2024-07-01,7
9492,2024-07-01T09-05,59352,megawatthours,2024-07-01,8
9491,2024-07-01T10-05,63821,megawatthours,2024-07-01,9
9490,2024-07-01T11-05,67971,megawatthours,2024-07-01,10
9489,2024-07-01T12-05,72065,megawatthours,2024-07-01,11
9488,2024-07-01T13-05,75805,megawatthours,2024-07-01,12
9487,2024-07-01T14-05,78850,megawatthours,2024-07-01,13
9486,2024-07-01T15-05,80242,megawatthours,2024-07-01,14
9485,2024-07-01T16-05,80719,megawatthours,2024-07-01,15
9484,2024-07-01T17-05,81200,megawatthours,2024-07-01,16
9483,2024-07-01T18-05,81144,megawatthours,2024-07-01,17
9482,2024-07-01T19-05,80854,megawatthours,2024-07-01,18
9481,2024-07-01T20-05,79309,megawatthours,2024-07-01,19
9480,2024-07-01T21-05,76634,megawatthours,2024-07-01,20
9479,2024-07-01T22-05,74348,megawatthours,2024-07-01,21
9478,2024-07-01T23-05,70617,megawatthours,2024-07-01,22
9477,2024-07-02T00-05,66213,megawatthours,2024-07-01,23
9476,2024-07-02T01-05,62162,megawatthours,2024-07-02,0
9475,2024-07-02T02-05,59201,megawatthours,2024-07-02,1
9474,2024-07-02T03-05,56797,megawatthours,2024-07-02,2
9473,2024-07-02T04-05,55346,megawatthours,2024-07-02,3
9472,2024-07-02T05-05,54507,megawatthours,2024-07-02,4
9471,2024-07-02T06-05,54596,megawatthours,2024-07-02,5
9470,2024-07-02T07-05,55184,megawatthours,2024-07-02,6
9469,2024-07-02T08-05,56161,megawatthours,2024-07-02,7
9468,2024-07-02T09-05,59474,megawatthours,2024-07-02,8
9467,2024-07-02T10-05,63625,megawatthours,2024-07-02,9
9466,2024-07-02T11-05,67961,megawatthours,2024-07-02,10
9465,2024-07-02T12-05,71903,megawatthours,2024-07-02,11
9464,2024-07-02T13-05,75927,megawatthours,2024-07-02,12
9463,2024-07-02T14-05,79015,megawatthours,2024-07-02,13
9462,2024-07-02T15-05,80494,megawatthours,2024-07-02,14
9461,2024-07-02T16-05,80734,megawatthours,2024-07-02,15
9460,2024-07-02T17-05,81108,megawatthours,2024-07-02,16
9459,2024-07-02T18-05,80964,megawatthours,2024-07-02,17
9458,2024-07-02T19-05,80649,megawatthours,2024-07-02,18
9457,2024-07-02T20-05,79127,megawatthours,2024-07-02,19
9456,2024-07-02T21-05,76090,megawatthours,2024-07-02,20
9455,2024-07-02T22-05,74140,megawatthours,2024-07-02,21
9454,2024-07-02T23-05,70352,megawatthours,2024-07-02,22
9453,2024-07-03T00-05,66316,megawatthours,2024-07-02,23
9452,2024-07-03T01-05,62221,megawatthours,2024-07-03,0
9451,2024-07-03T02-05,58837,megawatthours,2024-07-03,1
9450,2024-07-03T03-05,56427,megawatthours,2024-07-03,2
9449,2024-07-03T04-05,55035,megawatthours,2024-07-03,3
9448,2024-07-03T05-05,54241,megawatthours,2024-07-03,4
9447,2024-07-03T06-05,54411,megawatthours,2024-07-03,5
9446,2024-07-03T07-05,54833,megawatthours,2024-07-03,6
9445,2024-07-03T08-05,55987,megawatthours,2024-07-03,7
9444,2024-07-03T09-05,59079,megawatthours,2024-07-03,8
9443,2024-07-03T10-05,63414,megawatthours,2024-07-03,9
9442,2024-07-03T11-05,67450,megawatthours,2024-07-03,10
9441,2024-07-03T12-05,70932,megawatthours,2024-07-03,11
9440,2024-07-03T13-05,74364,megawatthours,2024-07-03,12
9439,2024-07-03T14-05,77614,megawatthours,2024-07-03,13
9438,2024-07-03T15-05,79595,megawatthours,2024-07-03,14
9437,2024-07-03T16-05,80381,megawatthours,2024-07-03,15
9436,2024-07-03T17-05,80711,megawatthours,2024-07-03,16
9435,2024-07-03T18-05,80220,megawatthours,2024-07-03,17
9434,2024-07-03T19-05,79487,megawatthours,2024-07-03,18
