year,1,2,3,4,5,6,7,8,9,10,11,12
2019,7552.729838709677,6755.818452380952,6374.871012482663,5798.672222222222,7130.412634408603,7526.647222222222,8544.56388888889,8132.225806451613,7573.434722222222,6152.067204301075,6523.3069444444445,6806.051075268817
2020,6927.240591397849,6755.918103448276,5959.879032258064,5386.070833333333,5885.961021505376,7269.652777777777,8688.233870967742,8218.979838709678,6932.8069444444445,5861.337365591397,5975.680555555556,7449.333333333333
2021,7674.905913978495,7713.1577380952385,6160.762096774193,5812.686111111111,6255.610215053764,7512.576388888889,8222.662634408602,8488.474462365592,7115.1194444444445,6040.39247311828,6404.945833333333,6529.458333333333
2022,8374.25,7006.194940476191,5982.27600554785,5723.3625,6644.076612903225,7847.529166666666,8554.422043010753,8157.634408602151,7014.695833333333,5608.305107526881,6175.729166666667,7680.752688172043
2023,6889.790322580645,6498.150297619048,6094.514784946236,5775.669444444445,5760.403225806452,6940.055555555556,8519.446236559139,8428.494623655914,6988.251388888889,5736.736559139785,6347.1,7045.930107526881
2024,7615.991935483871,6830.044540229885,5800.123655913979,5786.565277777778,6562.501779359431,,,,,,,
