date,electric,industrial,resi_comm
2023-12-19,3.12,2.16,1.85
2023-12-20,3.125,2.315,1.995
2023-12-21,3.4466666666666668,2.67,2.283333333333333
2023-12-22,3.4275,2.675,2.29
2023-12-23,2.91,2.216,1.858
2023-12-24,2.5420000000000003,1.866,1.552
2023-12-25,2.41,1.78,1.494
2023-12-26,2.316666666666667,1.6133333333333333,1.3133333333333335
2023-12-27,2.221428571428571,1.4928571428571427,1.2042857142857142
2023-12-28,2.345,1.6,1.30375
2023-12-29,2.368888888888889,1.6266666666666667,1.33
2023-12-30,2.5755555555555554,1.8255555555555556,1.528888888888889
2023-12-31,2.8644444444444446,2.118888888888889,1.7966666666666669
2024-01-01,3.2622222222222224,2.34,1.99
2024-01-02,3.3322222222222226,2.401111111111111,2.05
2024-01-03,3.28125,2.285,1.9537499999999999
2024-01-04,3.5075000000000003,2.53375,2.20375
2024-01-05,3.62625,2.7,2.3362499999999997
2024-01-06,3.3937500000000003,2.4525,2.1075
2024-01-07,3.8024999999999998,2.73625,2.3850000000000002
2024-01-08,3.8049999999999997,2.73125,2.3825
2024-01-09,3.4162500000000002,2.25,1.935
2024-01-10,2.9274999999999998,1.7974999999999999,1.55875
2024-01-11,3.18125,2.0475,1.7662499999999999
2024-01-12,3.0749999999999997,1.9024999999999999,1.61
2024-01-13,2.4355555555555557,1.68,1.4755555555555555
2024-01-14,3.5844444444444443,2.658888888888889,2.3455555555555554
2024-01-15,3.8966666666666665,2.9522222222222223,2.5777777777777775
2024-01-16,4.038888888888889,3.0055555555555555,2.63
2024-01-17,4.38,3.2659999999999996,2.85
2024-01-18,4.322,3.2010000000000005,2.782
2024-01-19,4.3100000000000005,3.189,2.776
2024-01-20,4.426,3.4270000000000005,2.964
2024-01-21,4.212,3.216,2.792
2024-01-22,3.78,2.7960000000000003,2.428
2024-01-23,3.446,2.34,2.0300000000000002
2024-01-24,3.278,2.089,1.778
2024-01-25,2.825,1.7269999999999999,1.464
2024-01-26,2.975,1.905,1.6130000000000002
2024-01-27,2.998,1.939,1.6309999999999998
2024-01-28,3.196,2.1670000000000003,1.845
2024-01-29,3.433,2.415,2.089
2024-01-30,3.6366666666666663,2.648888888888889,2.2866666666666666
2024-01-31,3.44625,2.46875,2.11875
2024-02-01,3.12375,2.05375,1.7425
2024-02-02,3.02,2.0574999999999997,1.7525
2024-02-03,3.13125,2.295,1.96
2024-02-04,3.1825,2.3525,2.00875
2024-02-05,3.33125,2.42125,2.0825
2024-02-06,3.2775,2.34375,2.005
2024-02-07,3.20625,2.24125,1.91875
2024-02-08,3.18125,2.0524999999999998,1.74125
2024-02-09,2.80125,1.8025,1.51125
2024-02-10,2.175,1.39625,1.1475
2024-02-11,2.61,1.7137499999999999,1.4337499999999999
2024-02-12,2.91375,1.91125,1.61625
2024-02-13,3.42125,2.41875,2.08625
2024-02-14,3.6288888888888886,2.756666666666667,2.397777777777778
2024-02-15,3.3544444444444443,2.554444444444444,2.198888888888889
2024-02-16,3.2288888888888887,2.4444444444444446,2.106666666666667
2024-02-17,3.3177777777777777,2.5611111111111113,2.1966666666666668
2024-02-18,3.3966666666666665,2.591111111111111,2.2155555555555555
2024-02-19,3.5366666666666666,2.6522222222222225,2.2977777777777777
2024-02-20,3.6366666666666663,2.66,2.283333333333333
2024-02-21,3.5244444444444447,2.478888888888889,2.1144444444444446
2024-02-22,3.195555555555556,2.1444444444444444,1.8044444444444443
2024-02-23,2.9355555555555553,1.971111111111111,1.6800000000000002
2024-02-24,3.3855555555555554,2.538888888888889,2.18
2024-02-25,3.3966666666666665,2.5288888888888885,2.1444444444444444
2024-02-26,2.711111111111111,1.921111111111111,1.6388888888888888
2024-02-27,2.367,1.597,1.312
2024-02-28,2.396,1.7,1.4529999999999998
2024-02-29,3.3590000000000004,2.606,2.268
2024-03-01,2.968,2.1879999999999997,1.847
2024-03-02,2.565,1.7670000000000001,1.4869999999999999
2024-03-03,2.072,1.25,1.021
2024-03-04,2.455,1.509,1.255
2024-03-05,2.66,1.6440000000000001,1.357
2024-03-06,2.3810000000000002,1.446,1.186
2024-03-07,2.765,1.707,1.4369999999999998
2024-03-08,2.634,1.718,1.422
2024-03-09,2.628,1.796,1.48
2024-03-10,2.444,1.6469999999999998,1.3800000000000001
2024-03-11,2.737,1.8900000000000001,1.592
2024-03-12,2.3120000000000003,1.566,1.311
2024-03-13,2.2329999999999997,1.473,1.201
2024-03-14,2.112,1.256,0.998
2024-03-15,2.325,1.452,1.178
2024-03-16,1.969,1.324,1.06
2024-03-17,2.001,1.357,1.1110000000000002
2024-03-18,2.4739999999999998,1.668,1.397
2024-03-19,2.6369999999999996,1.813,1.522
2024-03-20,2.694,1.842,1.565
2024-03-21,3.303,2.3850000000000002,2.059
2024-03-22,3.012,2.106,1.77
2024-03-23,3.011,1.971,1.655
2024-03-24,3.109,2.0829999999999997,1.7510000000000001
2024-03-25,2.9859999999999998,1.952,1.639
2024-03-26,2.9240000000000004,1.831,1.525
2024-03-27,2.508,1.41,1.1380000000000001
2024-03-28,2.507,1.4060000000000001,1.142
2024-03-29,2.43,1.494,1.224
2024-03-30,2.112,1.3190000000000002,1.052
2024-03-31,2.12,1.278,1.02
2024-04-01,2.428,1.3519999999999999,1.077
2024-04-02,2.5955555555555554,1.4166666666666667,1.1333333333333335
2024-04-03,2.9144444444444444,1.7744444444444445,1.471111111111111
2024-04-04,3.001111111111111,1.8900000000000001,1.5677777777777777
2024-04-05,2.6722222222222225,1.6244444444444446,1.3166666666666667
2024-04-06,2.4177777777777774,1.481111111111111,1.182222222222222
2024-04-07,2.3144444444444443,1.4066666666666667,1.1188888888888888
2024-04-08,2.0477777777777777,1.097777777777778,0.8477777777777777
2024-04-09,1.9300000000000002,0.9711111111111111,0.7311111111111112
2024-04-10,1.927777777777778,0.9555555555555555,0.6977777777777778
2024-04-11,1.8522222222222224,0.8644444444444445,0.6122222222222222
2024-04-12,1.9433333333333336,0.9711111111111111,0.7277777777777777
2024-04-13,1.5411111111111113,0.8833333333333333,0.6322222222222222
2024-04-14,1.5433333333333334,0.8388888888888889,0.5855555555555555
2024-04-15,1.4922222222222221,0.7611111111111111,0.5411111111111111
2024-04-16,1.6544444444444446,0.8155555555555556,0.5833333333333334
2024-04-17,1.9122222222222223,1.0255555555555556,0.7666666666666667
2024-04-18,2.2375,1.30125,1.02
2024-04-19,1.83875,1.02875,0.7737499999999999
2024-04-20,1.71125,0.9624999999999999,0.71875
2024-04-21,1.9975,1.1949999999999998,0.91
2024-04-22,2.09625,1.19,0.92
2024-04-23,2.0542857142857143,1.1271428571428572,0.8600000000000001
2024-04-24,2.185,1.2133333333333332,0.9566666666666667
2024-04-25,2.305,1.3399999999999999,1.0466666666666666
2024-04-26,2.054,1.1640000000000001,0.874
2024-04-27,1.636,0.8859999999999999,0.616
2024-04-28,1.54,0.768,0.526
2024-04-29,1.666,0.746,0.522
2024-04-30,1.97,0.9016666666666667,0.6483333333333333
2024-05-01,1.905,0.875,0.6033333333333333
