,period,respondent-name,value,value-units
22324,2021-12-13T19,Tennessee,17991,megawatthours
22323,2021-12-13T20,Tennessee,17373,megawatthours
22322,2021-12-13T21,Tennessee,17168,megawatthours
22321,2021-12-13T22,Tennessee,17199,megawatthours
22320,2021-12-13T23,Tennessee,18065,megawatthours
22319,2021-12-14T00,Tennessee,19519,megawatthours
22318,2021-12-14T01,Tennessee,19888,megawatthours
22317,2021-12-14T02,Tennessee,20039,megawatthours
22316,2021-12-14T03,Tennessee,19954,megawatthours
22315,2021-12-14T04,Tennessee,19579,megawatthours
22314,2021-12-14T05,Tennessee,18931,megawatthours
22313,2021-12-14T06,Tennessee,18487,megawatthours
22312,2021-12-14T07,Tennessee,18402,megawatthours
22311,2021-12-14T08,Tennessee,18282,megawatthours
22310,2021-12-14T09,Tennessee,18583,megawatthours
22309,2021-12-14T10,Tennessee,18902,megawatthours
22308,2021-12-14T11,Tennessee,19594,megawatthours
22307,2021-12-14T12,Tennessee,20957,megawatthours
22306,2021-12-14T13,Tennessee,22272,megawatthours
22305,2021-12-14T14,Tennessee,22173,megawatthours
22304,2021-12-14T15,Tennessee,20989,megawatthours
22303,2021-12-14T16,Tennessee,19551,megawatthours
22302,2021-12-14T17,Tennessee,18497,megawatthours
22301,2021-12-14T18,Tennessee,17832,megawatthours
22300,2021-12-14T19,Tennessee,17215,megawatthours
22299,2021-12-14T20,Tennessee,16781,megawatthours
22298,2021-12-14T21,Tennessee,16684,megawatthours
22297,2021-12-14T22,Tennessee,16615,megawatthours
22296,2021-12-14T23,Tennessee,17353,megawatthours
22295,2021-12-15T00,Tennessee,18579,megawatthours
22294,2021-12-15T01,Tennessee,18790,megawatthours
22293,2021-12-15T02,Tennessee,18829,megawatthours
22292,2021-12-15T03,Tennessee,18617,megawatthours
22291,2021-12-15T04,Tennessee,18056,megawatthours
22290,2021-12-15T05,Tennessee,17154,megawatthours
22289,2021-12-15T06,Tennessee,16537,megawatthours
22288,2021-12-15T07,Tennessee,16128,megawatthours
22287,2021-12-15T08,Tennessee,15985,megawatthours
22286,2021-12-15T09,Tennessee,15782,megawatthours
22285,2021-12-15T10,Tennessee,16037,megawatthours
22284,2021-12-15T11,Tennessee,16628,megawatthours
22283,2021-12-15T12,Tennessee,17801,megawatthours
22282,2021-12-15T13,Tennessee,19123,megawatthours
22281,2021-12-15T14,Tennessee,19112,megawatthours
22280,2021-12-15T15,Tennessee,18538,megawatthours
22279,2021-12-15T16,Tennessee,17758,megawatthours
22278,2021-12-15T17,Tennessee,17303,megawatthours
22277,2021-12-15T18,Tennessee,16869,megawatthours
22276,2021-12-15T19,Tennessee,16576,megawatthours
22275,2021-12-15T20,Tennessee,16419,megawatthours
22274,2021-12-15T21,Tennessee,16400,megawatthours
22273,2021-12-15T22,Tennessee,16379,megawatthours
22272,2021-12-15T23,Tennessee,17109,megawatthours
22271,2021-12-16T00,Tennessee,18074,megawatthours
22270,2021-12-16T01,Tennessee,18225,megawatthours
22269,2021-12-16T02,Tennessee,18049,megawatthours
22268,2021-12-16T03,Tennessee,17738,megawatthours
22267,2021-12-16T04,Tennessee,17106,megawatthours
22266,2021-12-16T05,Tennessee,16141,megawatthours
22265,2021-12-16T06,Tennessee,15353,megawatthours
22264,2021-12-16T07,Tennessee,14815,megawatthours
22263,2021-12-16T08,Tennessee,14662,megawatthours
22262,2021-12-16T09,Tennessee,14514,megawatthours
22261,2021-12-16T10,Tennessee,14675,megawatthours
22260,2021-12-16T11,Tennessee,15123,megawatthours
22259,2021-12-16T12,Tennessee,16208,megawatthours
22258,2021-12-16T13,Tennessee,17469,megawatthours
22257,2021-12-16T14,Tennessee,17556,megawatthours
22256,2021-12-16T15,Tennessee,17336,megawatthours
22255,2021-12-16T16,Tennessee,17023,megawatthours
22254,2021-12-16T17,Tennessee,16721,megawatthours
22253,2021-12-16T18,Tennessee,16678,megawatthours
22252,2021-12-16T19,Tennessee,16561,megawatthours
22251,2021-12-16T20,Tennessee,16585,megawatthours
22250,2021-12-16T21,Tennessee,16492,megawatthours
22249,2021-12-16T22,Tennessee,16578,megawatthours
22248,2021-12-16T23,Tennessee,16980,megawatthours
22247,2021-12-17T00,Tennessee,17712,megawatthours
22246,2021-12-17T01,Tennessee,17638,megawatthours
22245,2021-12-17T02,Tennessee,17400,megawatthours
22244,2021-12-17T03,Tennessee,17045,megawatthours
22243,2021-12-17T04,Tennessee,16358,megawatthours
22242,2021-12-17T05,Tennessee,15404,megawatthours
22241,2021-12-17T06,Tennessee,14577,megawatthours
22240,2021-12-17T07,Tennessee,14112,megawatthours
22239,2021-12-17T08,Tennessee,13815,megawatthours
22238,2021-12-17T09,Tennessee,13703,megawatthours
22237,2021-12-17T10,Tennessee,13564,megawatthours
22236,2021-12-17T11,Tennessee,13975,megawatthours
22235,2021-12-17T12,Tennessee,14856,megawatthours
22234,2021-12-17T13,Tennessee,15885,megawatthours
22233,2021-12-17T14,Tennessee,16456,megawatthours
22232,2021-12-17T15,Tennessee,16839,megawatthours
22231,2021-12-17T16,Tennessee,17097,megawatthours
22230,2021-12-17T17,Tennessee,17435,megawatthours
22229,2021-12-17T18,Tennessee,17307,megawatthours
22228,2021-12-17T19,Tennessee,17276,megawatthours
22227,2021-12-17T20,Tennessee,17220,megawatthours
22226,2021-12-17T21,Tennessee,17037,megawatthours
22225,2021-12-17T22,Tennessee,17025,megawatthours
22224,2021-12-17T23,Tennessee,17339,megawatthours
22223,2021-12-18T00,Tennessee,17779,megawatthours
22222,2021-12-18T01,Tennessee,17523,megawatthours
22221,2021-12-18T02,Tennessee,17178,megawatthours
22220,2021-12-18T03,Tennessee,16720,megawatthours
22219,2021-12-18T04,Tennessee,16261,megawatthours
22218,2021-12-18T05,Tennessee,15387,megawatthours
22217,2021-12-18T06,Tennessee,14787,megawatthours
22216,2021-12-18T07,Tennessee,14118,megawatthours
22215,2021-12-18T08,Tennessee,13849,megawatthours
22214,2021-12-18T09,Tennessee,13709,megawatthours
22213,2021-12-18T10,Tennessee,13596,megawatthours
22212,2021-12-18T11,Tennessee,13723,megawatthours
22211,2021-12-18T12,Tennessee,13989,megawatthours
22210,2021-12-18T13,Tennessee,14608,megawatthours
22209,2021-12-18T14,Tennessee,15071,megawatthours
22208,2021-12-18T15,Tennessee,15750,megawatthours
22207,2021-12-18T16,Tennessee,16130,megawatthours
22206,2021-12-18T17,Tennessee,16278,megawatthours
22205,2021-12-18T18,Tennessee,16284,megawatthours
22204,2021-12-18T19,Tennessee,16170,megawatthours
22203,2021-12-18T20,Tennessee,16120,megawatthours
22202,2021-12-18T21,Tennessee,16092,megawatthours
22201,2021-12-18T22,Tennessee,16184,megawatthours
22200,2021-12-18T23,Tennessee,16817,megawatthours
22199,2021-12-19T00,Tennessee,17258,megawatthours
22198,2021-12-19T01,Tennessee,17072,megawatthours
22197,2021-12-19T02,Tennessee,17110,megawatthours
22196,2021-12-19T03,Tennessee,16865,megawatthours
22195,2021-12-19T04,Tennessee,16489,megawatthours
22194,2021-12-19T05,Tennessee,15942,megawatthours
22193,2021-12-19T06,Tennessee,15339,megawatthours
22192,2021-12-19T07,Tennessee,14982,megawatthours
22191,2021-12-19T08,Tennessee,14873,megawatthours
22190,2021-12-19T09,Tennessee,14849,megawatthours
22189,2021-12-19T10,Tennessee,14872,megawatthours
22188,2021-12-19T11,Tennessee,15160,megawatthours
22187,2021-12-19T12,Tennessee,15742,megawatthours
22186,2021-12-19T13,Tennessee,16507,megawatthours
22185,2021-12-19T14,Tennessee,17391,megawatthours
22184,2021-12-19T15,Tennessee,18350,megawatthours
22183,2021-12-19T16,Tennessee,18680,megawatthours
22182,2021-12-19T17,Tennessee,18771,megawatthours
22181,2021-12-19T18,Tennessee,18544,megawatthours
22180,2021-12-19T19,Tennessee,18354,megawatthours
22179,2021-12-19T20,Tennessee,18047,megawatthours
22178,2021-12-19T21,Tennessee,17834,megawatthours
22177,2021-12-19T22,Tennessee,18080,megawatthours
22176,2021-12-19T23,Tennessee,19117,megawatthours
22175,2021-12-20T00,Tennessee,20350,megawatthours
22174,2021-12-20T01,Tennessee,20696,megawatthours
22173,2021-12-20T02,Tennessee,20701,megawatthours
22172,2021-12-20T03,Tennessee,20848,megawatthours
22171,2021-12-20T04,Tennessee,20599,megawatthours
22170,2021-12-20T05,Tennessee,20162,megawatthours
22169,2021-12-20T06,Tennessee,19870,megawatthours
22168,2021-12-20T07,Tennessee,19779,megawatthours
22167,2021-12-20T08,Tennessee,19986,megawatthours
22166,2021-12-20T09,Tennessee,20120,megawatthours
22165,2021-12-20T10,Tennessee,20508,megawatthours
22164,2021-12-20T11,Tennessee,21145,megawatthours
22163,2021-12-20T12,Tennessee,22404,megawatthours
22162,2021-12-20T13,Tennessee,23557,megawatthours
22161,2021-12-20T14,Tennessee,24073,megawatthours
22160,2021-12-20T15,Tennessee,23378,megawatthours
22159,2021-12-20T16,Tennessee,22310,megawatthours
22158,2021-12-20T17,Tennessee,21514,megawatthours
22157,2021-12-20T18,Tennessee,20567,megawatthours
22156,2021-12-20T19,Tennessee,19785,megawatthours
22155,2021-12-20T20,Tennessee,19176,megawatthours
22154,2021-12-20T21,Tennessee,18974,megawatthours
22153,2021-12-20T22,Tennessee,18998,megawatthours
22152,2021-12-20T23,Tennessee,19819,megawatthours
22151,2021-12-21T00,Tennessee,21131,megawatthours
22150,2021-12-21T01,Tennessee,21350,megawatthours
22149,2021-12-21T02,Tennessee,21426,megawatthours
22148,2021-12-21T03,Tennessee,21226,megawatthours
22147,2021-12-21T04,Tennessee,20536,megawatthours
22146,2021-12-21T05,Tennessee,19908,megawatthours
22145,2021-12-21T06,Tennessee,19139,megawatthours
22144,2021-12-21T07,Tennessee,18775,megawatthours
22143,2021-12-21T08,Tennessee,18604,megawatthours
22142,2021-12-21T09,Tennessee,18448,megawatthours
22141,2021-12-21T10,Tennessee,18588,megawatthours
22140,2021-12-21T11,Tennessee,18919,megawatthours
22139,2021-12-21T12,Tennessee,19763,megawatthours
22138,2021-12-21T13,Tennessee,20769,megawatthours
22137,2021-12-21T14,Tennessee,21129,megawatthours
22136,2021-12-21T15,Tennessee,21077,megawatthours
22135,2021-12-21T16,Tennessee,20726,megawatthours
22134,2021-12-21T17,Tennessee,20296,megawatthours
22133,2021-12-21T18,Tennessee,19649,megawatthours
22132,2021-12-21T19,Tennessee,19332,megawatthours
22131,2021-12-21T20,Tennessee,19088,megawatthours
22130,2021-12-21T21,Tennessee,18766,megawatthours
22129,2021-12-21T22,Tennessee,18771,megawatthours
22128,2021-12-21T23,Tennessee,19410,megawatthours
22127,2021-12-22T00,Tennessee,20645,megawatthours
22126,2021-12-22T01,Tennessee,20798,megawatthours
22125,2021-12-22T02,Tennessee,20705,megawatthours
22124,2021-12-22T03,Tennessee,20688,megawatthours
22123,2021-12-22T04,Tennessee,20158,megawatthours
22122,2021-12-22T05,Tennessee,19546,megawatthours
22121,2021-12-22T06,Tennessee,19080,megawatthours
22120,2021-12-22T07,Tennessee,18818,megawatthours
22119,2021-12-22T08,Tennessee,18829,megawatthours
22118,2021-12-22T09,Tennessee,18930,megawatthours
22117,2021-12-22T10,Tennessee,19335,megawatthours
22116,2021-12-22T11,Tennessee,19894,megawatthours
22115,2021-12-22T12,Tennessee,20997,megawatthours
22114,2021-12-22T13,Tennessee,22002,megawatthours
22113,2021-12-22T14,Tennessee,22474,megawatthours
22112,2021-12-22T15,Tennessee,21849,megawatthours
22111,2021-12-22T16,Tennessee,20950,megawatthours
22110,2021-12-22T17,Tennessee,20232,megawatthours
22109,2021-12-22T18,Tennessee,19564,megawatthours
22108,2021-12-22T19,Tennessee,18959,megawatthours
22107,2021-12-22T20,Tennessee,18482,megawatthours
22106,2021-12-22T21,Tennessee,18294,megawatthours
22105,2021-12-22T22,Tennessee,18463,megawatthours
22104,2021-12-22T23,Tennessee,19580,megawatthours
22103,2021-12-23T00,Tennessee,21063,megawatthours
22102,2021-12-23T01,Tennessee,21548,megawatthours
22101,2021-12-23T02,Tennessee,21898,megawatthours
22100,2021-12-23T03,Tennessee,21919,megawatthours
22099,2021-12-23T04,Tennessee,21629,megawatthours
22098,2021-12-23T05,Tennessee,21205,megawatthours
22097,2021-12-23T06,Tennessee,20683,megawatthours
22096,2021-12-23T07,Tennessee,20503,megawatthours
22095,2021-12-23T08,Tennessee,20639,megawatthours
22094,2021-12-23T09,Tennessee,20874,megawatthours
22093,2021-12-23T10,Tennessee,21238,megawatthours
22092,2021-12-23T11,Tennessee,21754,megawatthours
22091,2021-12-23T12,Tennessee,22722,megawatthours
22090,2021-12-23T13,Tennessee,23670,megawatthours
22089,2021-12-23T14,Tennessee,23920,megawatthours
22088,2021-12-23T15,Tennessee,22942,megawatthours
22087,2021-12-23T16,Tennessee,21277,megawatthours
22086,2021-12-23T17,Tennessee,19909,megawatthours
22085,2021-12-23T18,Tennessee,18752,megawatthours
22084,2021-12-23T19,Tennessee,17725,megawatthours
22083,2021-12-23T20,Tennessee,16928,megawatthours
22082,2021-12-23T21,Tennessee,16625,megawatthours
22081,2021-12-23T22,Tennessee,16618,megawatthours
22080,2021-12-23T23,Tennessee,17391,megawatthours
22079,2021-12-24T00,Tennessee,18473,megawatthours
22078,2021-12-24T01,Tennessee,18658,megawatthours
22077,2021-12-24T02,Tennessee,18603,megawatthours
22076,2021-12-24T03,Tennessee,18465,megawatthours
22075,2021-12-24T04,Tennessee,18056,megawatthours
22074,2021-12-24T05,Tennessee,17495,megawatthours
22073,2021-12-24T06,Tennessee,16679,megawatthours
22072,2021-12-24T07,Tennessee,16180,megawatthours
22071,2021-12-24T08,Tennessee,15938,megawatthours
22070,2021-12-24T09,Tennessee,15770,megawatthours
22069,2021-12-24T10,Tennessee,15861,megawatthours
22068,2021-12-24T11,Tennessee,16090,megawatthours
22067,2021-12-24T12,Tennessee,16406,megawatthours
22066,2021-12-24T13,Tennessee,16817,megawatthours
22065,2021-12-24T14,Tennessee,17187,megawatthours
22064,2021-12-24T15,Tennessee,17406,megawatthours
22063,2021-12-24T16,Tennessee,17361,megawatthours
22062,2021-12-24T17,Tennessee,16965,megawatthours
22061,2021-12-24T18,Tennessee,16411,megawatthours
22060,2021-12-24T19,Tennessee,15810,megawatthours
22059,2021-12-24T20,Tennessee,15443,megawatthours
22058,2021-12-24T21,Tennessee,15148,megawatthours
22057,2021-12-24T22,Tennessee,15034,megawatthours
22056,2021-12-24T23,Tennessee,15330,megawatthours
22055,2021-12-25T00,Tennessee,15881,megawatthours
22054,2021-12-25T01,Tennessee,15695,megawatthours
22053,2021-12-25T02,Tennessee,15430,megawatthours
22052,2021-12-25T03,Tennessee,15138,megawatthours
22051,2021-12-25T04,Tennessee,14630,megawatthours
22050,2021-12-25T05,Tennessee,14042,megawatthours
22049,2021-12-25T06,Tennessee,13444,megawatthours
22048,2021-12-25T07,Tennessee,12691,megawatthours
22047,2021-12-25T08,Tennessee,12283,megawatthours
22046,2021-12-25T09,Tennessee,12043,megawatthours
22045,2021-12-25T10,Tennessee,11878,megawatthours
22044,2021-12-25T11,Tennessee,11912,megawatthours
22043,2021-12-25T12,Tennessee,12143,megawatthours
22042,2021-12-25T13,Tennessee,12625,megawatthours
22041,2021-12-25T14,Tennessee,13125,megawatthours
22040,2021-12-25T15,Tennessee,13823,megawatthours
22039,2021-12-25T16,Tennessee,14232,megawatthours
22038,2021-12-25T17,Tennessee,14454,megawatthours
22037,2021-12-25T18,Tennessee,14502,megawatthours
22036,2021-12-25T19,Tennessee,14331,megawatthours
22035,2021-12-25T20,Tennessee,14094,megawatthours
22034,2021-12-25T21,Tennessee,13927,megawatthours
22033,2021-12-25T22,Tennessee,13825,megawatthours
22032,2021-12-25T23,Tennessee,14009,megawatthours
22031,2021-12-26T00,Tennessee,14509,megawatthours
22030,2021-12-26T01,Tennessee,14330,megawatthours
22029,2021-12-26T02,Tennessee,14185,megawatthours
22028,2021-12-26T03,Tennessee,13918,megawatthours
22027,2021-12-26T04,Tennessee,13510,megawatthours
22026,2021-12-26T05,Tennessee,12944,megawatthours
22025,2021-12-26T06,Tennessee,12270,megawatthours
22024,2021-12-26T07,Tennessee,11808,megawatthours
22023,2021-12-26T08,Tennessee,11442,megawatthours
22022,2021-12-26T09,Tennessee,11299,megawatthours
22021,2021-12-26T10,Tennessee,11298,megawatthours
22020,2021-12-26T11,Tennessee,11452,megawatthours
22019,2021-12-26T12,Tennessee,11861,megawatthours
22018,2021-12-26T13,Tennessee,12449,megawatthours
22017,2021-12-26T14,Tennessee,13063,megawatthours
22016,2021-12-26T15,Tennessee,13794,megawatthours
22015,2021-12-26T16,Tennessee,14125,megawatthours
22014,2021-12-26T17,Tennessee,14250,megawatthours
22013,2021-12-26T18,Tennessee,14302,megawatthours
22012,2021-12-26T19,Tennessee,14348,megawatthours
22011,2021-12-26T20,Tennessee,14289,megawatthours
22010,2021-12-26T21,Tennessee,14221,megawatthours
22009,2021-12-26T22,Tennessee,14250,megawatthours
22008,2021-12-26T23,Tennessee,14732,megawatthours
22007,2021-12-27T00,Tennessee,15521,megawatthours
22006,2021-12-27T01,Tennessee,15507,megawatthours
22005,2021-12-27T02,Tennessee,15230,megawatthours
22004,2021-12-27T03,Tennessee,14950,megawatthours
22003,2021-12-27T04,Tennessee,14497,megawatthours
22002,2021-12-27T05,Tennessee,13852,megawatthours
22001,2021-12-27T06,Tennessee,13148,megawatthours
22000,2021-12-27T07,Tennessee,12699,megawatthours
21999,2021-12-27T08,Tennessee,12315,megawatthours
21998,2021-12-27T09,Tennessee,12253,megawatthours
21997,2021-12-27T10,Tennessee,12321,megawatthours
21996,2021-12-27T11,Tennessee,12593,megawatthours
21995,2021-12-27T12,Tennessee,13298,megawatthours
21994,2021-12-27T13,Tennessee,14181,megawatthours
21993,2021-12-27T14,Tennessee,14632,megawatthours
21992,2021-12-27T15,Tennessee,14998,megawatthours
21991,2021-12-27T16,Tennessee,15453,megawatthours
21990,2021-12-27T17,Tennessee,15820,megawatthours
21989,2021-12-27T18,Tennessee,15935,megawatthours
21988,2021-12-27T19,Tennessee,15924,megawatthours
21987,2021-12-27T20,Tennessee,15862,megawatthours
21986,2021-12-27T21,Tennessee,15714,megawatthours
21985,2021-12-27T22,Tennessee,15789,megawatthours
21984,2021-12-27T23,Tennessee,16210,megawatthours
21983,2021-12-28T00,Tennessee,16945,megawatthours
21982,2021-12-28T01,Tennessee,16802,megawatthours
21981,2021-12-28T02,Tennessee,16396,megawatthours
21980,2021-12-28T03,Tennessee,15830,megawatthours
21979,2021-12-28T04,Tennessee,15137,megawatthours
21978,2021-12-28T05,Tennessee,14392,megawatthours
21977,2021-12-28T06,Tennessee,13567,megawatthours
21976,2021-12-28T07,Tennessee,13013,megawatthours
21975,2021-12-28T08,Tennessee,12682,megawatthours
21974,2021-12-28T09,Tennessee,12508,megawatthours
21973,2021-12-28T10,Tennessee,12479,megawatthours
21972,2021-12-28T11,Tennessee,12760,megawatthours
21971,2021-12-28T12,Tennessee,13405,megawatthours
21970,2021-12-28T13,Tennessee,14280,megawatthours
21969,2021-12-28T14,Tennessee,14853,megawatthours
21968,2021-12-28T15,Tennessee,15356,megawatthours
21967,2021-12-28T16,Tennessee,15628,megawatthours
21966,2021-12-28T17,Tennessee,15866,megawatthours
21965,2021-12-28T18,Tennessee,16047,megawatthours
21964,2021-12-28T19,Tennessee,16107,megawatthours
21963,2021-12-28T20,Tennessee,16083,megawatthours
21962,2021-12-28T21,Tennessee,16027,megawatthours
21961,2021-12-28T22,Tennessee,15977,megawatthours
21960,2021-12-28T23,Tennessee,16338,megawatthours
21959,2021-12-29T00,Tennessee,17074,megawatthours
21958,2021-12-29T01,Tennessee,16969,megawatthours
21957,2021-12-29T02,Tennessee,16658,megawatthours
21956,2021-12-29T03,Tennessee,16222,megawatthours
21955,2021-12-29T04,Tennessee,15476,megawatthours
21954,2021-12-29T05,Tennessee,14730,megawatthours
21953,2021-12-29T06,Tennessee,13780,megawatthours
21952,2021-12-29T07,Tennessee,13110,megawatthours
21951,2021-12-29T08,Tennessee,12747,megawatthours
21950,2021-12-29T09,Tennessee,12516,megawatthours
21949,2021-12-29T10,Tennessee,12463,megawatthours
21948,2021-12-29T11,Tennessee,12679,megawatthours
21947,2021-12-29T12,Tennessee,13128,megawatthours
21946,2021-12-29T13,Tennessee,13862,megawatthours
21945,2021-12-29T14,Tennessee,14419,megawatthours
21944,2021-12-29T15,Tennessee,14873,megawatthours
21943,2021-12-29T16,Tennessee,15313,megawatthours
21942,2021-12-29T17,Tennessee,15528,megawatthours
