,period,respondent,fueltype,type-name,value,value-units,Date,Hour Starting
2427,2023-05-14T20-05,ERCO,SUN,Solar,2997,megawatthours,2023-05-14,19
2426,2023-05-14T21-05,ERCO,SUN,Solar,208,megawatthours,2023-05-14,20
2425,2023-05-14T22-05,ERCO,SUN,Solar,0,megawatthours,2023-05-14,21
2424,2023-05-14T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-14,22
2423,2023-05-15T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-14,23
2422,2023-05-15T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-15,0
2421,2023-05-15T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-15,1
2420,2023-05-15T03-05,ERCO,SUN,Solar,0,megawatthours,2023-05-15,2
2419,2023-05-15T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-15,3
2418,2023-05-15T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-15,4
2417,2023-05-15T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-15,5
2416,2023-05-15T07-05,ERCO,SUN,Solar,19,megawatthours,2023-05-15,6
2415,2023-05-15T08-05,ERCO,SUN,Solar,1469,megawatthours,2023-05-15,7
2414,2023-05-15T09-05,ERCO,SUN,Solar,5149,megawatthours,2023-05-15,8
2413,2023-05-15T10-05,ERCO,SUN,Solar,7680,megawatthours,2023-05-15,9
2412,2023-05-15T11-05,ERCO,SUN,Solar,8898,megawatthours,2023-05-15,10
2411,2023-05-15T12-05,ERCO,SUN,Solar,8774,megawatthours,2023-05-15,11
2410,2023-05-15T13-05,ERCO,SUN,Solar,9542,megawatthours,2023-05-15,12
2409,2023-05-15T14-05,ERCO,SUN,Solar,9963,megawatthours,2023-05-15,13
2408,2023-05-15T15-05,ERCO,SUN,Solar,9572,megawatthours,2023-05-15,14
2407,2023-05-15T16-05,ERCO,SUN,Solar,8243,megawatthours,2023-05-15,15
2406,2023-05-15T17-05,ERCO,SUN,Solar,6270,megawatthours,2023-05-15,16
2405,2023-05-15T18-05,ERCO,SUN,Solar,4666,megawatthours,2023-05-15,17
2404,2023-05-15T19-05,ERCO,SUN,Solar,3012,megawatthours,2023-05-15,18
2403,2023-05-15T20-05,ERCO,SUN,Solar,1194,megawatthours,2023-05-15,19
2402,2023-05-15T21-05,ERCO,SUN,Solar,87,megawatthours,2023-05-15,20
2401,2023-05-15T22-05,ERCO,SUN,Solar,0,megawatthours,2023-05-15,21
2400,2023-05-15T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-15,22
2399,2023-05-16T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-15,23
2398,2023-05-16T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-16,0
2397,2023-05-16T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-16,1
2396,2023-05-16T03-05,ERCO,SUN,Solar,0,megawatthours,2023-05-16,2
2395,2023-05-16T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-16,3
2394,2023-05-16T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-16,4
2393,2023-05-16T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-16,5
2392,2023-05-16T07-05,ERCO,SUN,Solar,25,megawatthours,2023-05-16,6
2391,2023-05-16T08-05,ERCO,SUN,Solar,1500,megawatthours,2023-05-16,7
2390,2023-05-16T09-05,ERCO,SUN,Solar,5577,megawatthours,2023-05-16,8
2389,2023-05-16T10-05,ERCO,SUN,Solar,7948,megawatthours,2023-05-16,9
2388,2023-05-16T11-05,ERCO,SUN,Solar,8973,megawatthours,2023-05-16,10
2387,2023-05-16T12-05,ERCO,SUN,Solar,8992,megawatthours,2023-05-16,11
2386,2023-05-16T13-05,ERCO,SUN,Solar,9775,megawatthours,2023-05-16,12
2385,2023-05-16T14-05,ERCO,SUN,Solar,9421,megawatthours,2023-05-16,13
2384,2023-05-16T15-05,ERCO,SUN,Solar,8450,megawatthours,2023-05-16,14
2383,2023-05-16T16-05,ERCO,SUN,Solar,7493,megawatthours,2023-05-16,15
2382,2023-05-16T17-05,ERCO,SUN,Solar,7214,megawatthours,2023-05-16,16
2381,2023-05-16T18-05,ERCO,SUN,Solar,6729,megawatthours,2023-05-16,17
2380,2023-05-16T19-05,ERCO,SUN,Solar,5433,megawatthours,2023-05-16,18
2379,2023-05-16T20-05,ERCO,SUN,Solar,2678,megawatthours,2023-05-16,19
2378,2023-05-16T21-05,ERCO,SUN,Solar,210,megawatthours,2023-05-16,20
2377,2023-05-16T22-05,ERCO,SUN,Solar,0,megawatthours,2023-05-16,21
2376,2023-05-16T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-16,22
2375,2023-05-17T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-16,23
2374,2023-05-17T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-17,0
2373,2023-05-17T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-17,1
2372,2023-05-17T03-05,ERCO,SUN,Solar,0,megawatthours,2023-05-17,2
2371,2023-05-17T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-17,3
2370,2023-05-17T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-17,4
2369,2023-05-17T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-17,5
2368,2023-05-17T07-05,ERCO,SUN,Solar,42,megawatthours,2023-05-17,6
2367,2023-05-17T08-05,ERCO,SUN,Solar,2260,megawatthours,2023-05-17,7
2366,2023-05-17T09-05,ERCO,SUN,Solar,8107,megawatthours,2023-05-17,8
2365,2023-05-17T10-05,ERCO,SUN,Solar,11190,megawatthours,2023-05-17,9
2364,2023-05-17T11-05,ERCO,SUN,Solar,11525,megawatthours,2023-05-17,10
2363,2023-05-17T12-05,ERCO,SUN,Solar,11287,megawatthours,2023-05-17,11
2362,2023-05-17T13-05,ERCO,SUN,Solar,11262,megawatthours,2023-05-17,12
2361,2023-05-17T14-05,ERCO,SUN,Solar,11338,megawatthours,2023-05-17,13
2360,2023-05-17T15-05,ERCO,SUN,Solar,11068,megawatthours,2023-05-17,14
2359,2023-05-17T16-05,ERCO,SUN,Solar,10831,megawatthours,2023-05-17,15
2358,2023-05-17T17-05,ERCO,SUN,Solar,9812,megawatthours,2023-05-17,16
2357,2023-05-17T18-05,ERCO,SUN,Solar,9082,megawatthours,2023-05-17,17
2356,2023-05-17T19-05,ERCO,SUN,Solar,7482,megawatthours,2023-05-17,18
2355,2023-05-17T20-05,ERCO,SUN,Solar,2966,megawatthours,2023-05-17,19
2354,2023-05-17T21-05,ERCO,SUN,Solar,149,megawatthours,2023-05-17,20
2353,2023-05-17T22-05,ERCO,SUN,Solar,0,megawatthours,2023-05-17,21
2352,2023-05-17T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-17,22
2351,2023-05-18T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-17,23
2350,2023-05-18T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-18,0
2349,2023-05-18T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-18,1
2348,2023-05-18T03-05,ERCO,SUN,Solar,0,megawatthours,2023-05-18,2
2347,2023-05-18T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-18,3
2346,2023-05-18T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-18,4
2345,2023-05-18T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-18,5
2344,2023-05-18T07-05,ERCO,SUN,Solar,45,megawatthours,2023-05-18,6
2343,2023-05-18T08-05,ERCO,SUN,Solar,2390,megawatthours,2023-05-18,7
2342,2023-05-18T09-05,ERCO,SUN,Solar,7335,megawatthours,2023-05-18,8
2341,2023-05-18T10-05,ERCO,SUN,Solar,9823,megawatthours,2023-05-18,9
2340,2023-05-18T11-05,ERCO,SUN,Solar,9935,megawatthours,2023-05-18,10
2339,2023-05-18T12-05,ERCO,SUN,Solar,9663,megawatthours,2023-05-18,11
2338,2023-05-18T13-05,ERCO,SUN,Solar,10495,megawatthours,2023-05-18,12
2337,2023-05-18T14-05,ERCO,SUN,Solar,10558,megawatthours,2023-05-18,13
2336,2023-05-18T15-05,ERCO,SUN,Solar,10130,megawatthours,2023-05-18,14
2335,2023-05-18T16-05,ERCO,SUN,Solar,9480,megawatthours,2023-05-18,15
2334,2023-05-18T17-05,ERCO,SUN,Solar,9372,megawatthours,2023-05-18,16
2333,2023-05-18T18-05,ERCO,SUN,Solar,7593,megawatthours,2023-05-18,17
2332,2023-05-18T19-05,ERCO,SUN,Solar,5239,megawatthours,2023-05-18,18
2331,2023-05-18T20-05,ERCO,SUN,Solar,1950,megawatthours,2023-05-18,19
2330,2023-05-18T21-05,ERCO,SUN,Solar,128,megawatthours,2023-05-18,20
2329,2023-05-18T22-05,ERCO,SUN,Solar,6,megawatthours,2023-05-18,21
2328,2023-05-18T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-18,22
2327,2023-05-19T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-18,23
2326,2023-05-19T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-19,0
2325,2023-05-19T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-19,1
2324,2023-05-19T03-05,ERCO,SUN,Solar,0,megawatthours,2023-05-19,2
2323,2023-05-19T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-19,3
2322,2023-05-19T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-19,4
2321,2023-05-19T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-19,5
2320,2023-05-19T07-05,ERCO,SUN,Solar,48,megawatthours,2023-05-19,6
2319,2023-05-19T08-05,ERCO,SUN,Solar,2045,megawatthours,2023-05-19,7
2318,2023-05-19T09-05,ERCO,SUN,Solar,7355,megawatthours,2023-05-19,8
2317,2023-05-19T10-05,ERCO,SUN,Solar,9795,megawatthours,2023-05-19,9
2316,2023-05-19T11-05,ERCO,SUN,Solar,11900,megawatthours,2023-05-19,10
2315,2023-05-19T12-05,ERCO,SUN,Solar,12197,megawatthours,2023-05-19,11
2314,2023-05-19T13-05,ERCO,SUN,Solar,12118,megawatthours,2023-05-19,12
2313,2023-05-19T14-05,ERCO,SUN,Solar,11989,megawatthours,2023-05-19,13
2312,2023-05-19T15-05,ERCO,SUN,Solar,11529,megawatthours,2023-05-19,14
2311,2023-05-19T16-05,ERCO,SUN,Solar,10271,megawatthours,2023-05-19,15
2310,2023-05-19T17-05,ERCO,SUN,Solar,8094,megawatthours,2023-05-19,16
2309,2023-05-19T18-05,ERCO,SUN,Solar,5770,megawatthours,2023-05-19,17
2308,2023-05-19T19-05,ERCO,SUN,Solar,3775,megawatthours,2023-05-19,18
2307,2023-05-19T20-05,ERCO,SUN,Solar,1080,megawatthours,2023-05-19,19
2306,2023-05-19T21-05,ERCO,SUN,Solar,56,megawatthours,2023-05-19,20
2305,2023-05-19T22-05,ERCO,SUN,Solar,0,megawatthours,2023-05-19,21
2304,2023-05-19T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-19,22
2303,2023-05-20T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-19,23
2302,2023-05-20T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-20,0
2301,2023-05-20T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-20,1
2300,2023-05-20T03-05,ERCO,SUN,Solar,0,megawatthours,2023-05-20,2
2299,2023-05-20T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-20,3
2298,2023-05-20T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-20,4
2297,2023-05-20T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-20,5
2296,2023-05-20T07-05,ERCO,SUN,Solar,7,megawatthours,2023-05-20,6
2295,2023-05-20T08-05,ERCO,SUN,Solar,373,megawatthours,2023-05-20,7
2294,2023-05-20T09-05,ERCO,SUN,Solar,1974,megawatthours,2023-05-20,8
2293,2023-05-20T10-05,ERCO,SUN,Solar,4086,megawatthours,2023-05-20,9
2292,2023-05-20T11-05,ERCO,SUN,Solar,6477,megawatthours,2023-05-20,10
2291,2023-05-20T12-05,ERCO,SUN,Solar,7896,megawatthours,2023-05-20,11
2290,2023-05-20T13-05,ERCO,SUN,Solar,8981,megawatthours,2023-05-20,12
2289,2023-05-20T14-05,ERCO,SUN,Solar,9402,megawatthours,2023-05-20,13
2288,2023-05-20T15-05,ERCO,SUN,Solar,9625,megawatthours,2023-05-20,14
2287,2023-05-20T16-05,ERCO,SUN,Solar,8856,megawatthours,2023-05-20,15
2286,2023-05-20T17-05,ERCO,SUN,Solar,7621,megawatthours,2023-05-20,16
2285,2023-05-20T18-05,ERCO,SUN,Solar,6336,megawatthours,2023-05-20,17
2284,2023-05-20T19-05,ERCO,SUN,Solar,4267,megawatthours,2023-05-20,18
2283,2023-05-20T20-05,ERCO,SUN,Solar,1364,megawatthours,2023-05-20,19
2282,2023-05-20T21-05,ERCO,SUN,Solar,61,megawatthours,2023-05-20,20
2281,2023-05-20T22-05,ERCO,SUN,Solar,0,megawatthours,2023-05-20,21
2280,2023-05-20T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-20,22
2279,2023-05-21T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-20,23
2278,2023-05-21T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-21,0
2277,2023-05-21T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-21,1
2276,2023-05-21T03-05,ERCO,SUN,Solar,0,megawatthours,2023-05-21,2
2275,2023-05-21T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-21,3
2274,2023-05-21T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-21,4
2273,2023-05-21T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-21,5
2272,2023-05-21T07-05,ERCO,SUN,Solar,13,megawatthours,2023-05-21,6
2271,2023-05-21T08-05,ERCO,SUN,Solar,432,megawatthours,2023-05-21,7
2270,2023-05-21T09-05,ERCO,SUN,Solar,1615,megawatthours,2023-05-21,8
2269,2023-05-21T10-05,ERCO,SUN,Solar,3493,megawatthours,2023-05-21,9
2268,2023-05-21T11-05,ERCO,SUN,Solar,4546,megawatthours,2023-05-21,10
2267,2023-05-21T12-05,ERCO,SUN,Solar,6720,megawatthours,2023-05-21,11
2266,2023-05-21T13-05,ERCO,SUN,Solar,8025,megawatthours,2023-05-21,12
2265,2023-05-21T14-05,ERCO,SUN,Solar,8695,megawatthours,2023-05-21,13
2264,2023-05-21T15-05,ERCO,SUN,Solar,9130,megawatthours,2023-05-21,14
2263,2023-05-21T16-05,ERCO,SUN,Solar,8752,megawatthours,2023-05-21,15
2262,2023-05-21T17-05,ERCO,SUN,Solar,8502,megawatthours,2023-05-21,16
2261,2023-05-21T18-05,ERCO,SUN,Solar,7689,megawatthours,2023-05-21,17
2260,2023-05-21T19-05,ERCO,SUN,Solar,5939,megawatthours,2023-05-21,18
2259,2023-05-21T20-05,ERCO,SUN,Solar,2831,megawatthours,2023-05-21,19
2258,2023-05-21T21-05,ERCO,SUN,Solar,257,megawatthours,2023-05-21,20
2257,2023-05-21T22-05,ERCO,SUN,Solar,1,megawatthours,2023-05-21,21
2256,2023-05-21T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-21,22
2255,2023-05-22T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-21,23
2254,2023-05-22T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-22,0
2253,2023-05-22T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-22,1
2252,2023-05-22T03-05,ERCO,SUN,Solar,1,megawatthours,2023-05-22,2
2251,2023-05-22T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-22,3
2250,2023-05-22T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-22,4
2249,2023-05-22T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-22,5
2248,2023-05-22T07-05,ERCO,SUN,Solar,41,megawatthours,2023-05-22,6
2247,2023-05-22T08-05,ERCO,SUN,Solar,1587,megawatthours,2023-05-22,7
2246,2023-05-22T09-05,ERCO,SUN,Solar,5622,megawatthours,2023-05-22,8
2245,2023-05-22T10-05,ERCO,SUN,Solar,8113,megawatthours,2023-05-22,9
2244,2023-05-22T11-05,ERCO,SUN,Solar,10299,megawatthours,2023-05-22,10
2243,2023-05-22T12-05,ERCO,SUN,Solar,11536,megawatthours,2023-05-22,11
2242,2023-05-22T13-05,ERCO,SUN,Solar,11464,megawatthours,2023-05-22,12
2241,2023-05-22T14-05,ERCO,SUN,Solar,10931,megawatthours,2023-05-22,13
2240,2023-05-22T15-05,ERCO,SUN,Solar,10570,megawatthours,2023-05-22,14
2239,2023-05-22T16-05,ERCO,SUN,Solar,9608,megawatthours,2023-05-22,15
2238,2023-05-22T17-05,ERCO,SUN,Solar,8350,megawatthours,2023-05-22,16
2237,2023-05-22T18-05,ERCO,SUN,Solar,6978,megawatthours,2023-05-22,17
2236,2023-05-22T19-05,ERCO,SUN,Solar,4536,megawatthours,2023-05-22,18
2235,2023-05-22T20-05,ERCO,SUN,Solar,1546,megawatthours,2023-05-22,19
2234,2023-05-22T21-05,ERCO,SUN,Solar,103,megawatthours,2023-05-22,20
2233,2023-05-22T22-05,ERCO,SUN,Solar,0,megawatthours,2023-05-22,21
2232,2023-05-22T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-22,22
2231,2023-05-23T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-22,23
2230,2023-05-23T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-23,0
2229,2023-05-23T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-23,1
2228,2023-05-23T03-05,ERCO,SUN,Solar,1,megawatthours,2023-05-23,2
2227,2023-05-23T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-23,3
2226,2023-05-23T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-23,4
2225,2023-05-23T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-23,5
2224,2023-05-23T07-05,ERCO,SUN,Solar,32,megawatthours,2023-05-23,6
2223,2023-05-23T08-05,ERCO,SUN,Solar,2233,megawatthours,2023-05-23,7
2222,2023-05-23T09-05,ERCO,SUN,Solar,7374,megawatthours,2023-05-23,8
2221,2023-05-23T10-05,ERCO,SUN,Solar,10098,megawatthours,2023-05-23,9
2220,2023-05-23T11-05,ERCO,SUN,Solar,11314,megawatthours,2023-05-23,10
2219,2023-05-23T12-05,ERCO,SUN,Solar,11561,megawatthours,2023-05-23,11
2218,2023-05-23T13-05,ERCO,SUN,Solar,11413,megawatthours,2023-05-23,12
2217,2023-05-23T14-05,ERCO,SUN,Solar,11381,megawatthours,2023-05-23,13
2216,2023-05-23T15-05,ERCO,SUN,Solar,11238,megawatthours,2023-05-23,14
2215,2023-05-23T16-05,ERCO,SUN,Solar,11127,megawatthours,2023-05-23,15
2214,2023-05-23T17-05,ERCO,SUN,Solar,10074,megawatthours,2023-05-23,16
2213,2023-05-23T18-05,ERCO,SUN,Solar,8487,megawatthours,2023-05-23,17
2212,2023-05-23T19-05,ERCO,SUN,Solar,6664,megawatthours,2023-05-23,18
2211,2023-05-23T20-05,ERCO,SUN,Solar,3417,megawatthours,2023-05-23,19
2210,2023-05-23T21-05,ERCO,SUN,Solar,334,megawatthours,2023-05-23,20
2209,2023-05-23T22-05,ERCO,SUN,Solar,1,megawatthours,2023-05-23,21
2208,2023-05-23T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-23,22
2207,2023-05-24T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-23,23
2206,2023-05-24T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-24,0
2205,2023-05-24T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-24,1
2204,2023-05-24T03-05,ERCO,SUN,Solar,0,megawatthours,2023-05-24,2
2203,2023-05-24T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-24,3
2202,2023-05-24T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-24,4
2201,2023-05-24T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-24,5
2200,2023-05-24T07-05,ERCO,SUN,Solar,10,megawatthours,2023-05-24,6
2199,2023-05-24T08-05,ERCO,SUN,Solar,1304,megawatthours,2023-05-24,7
2198,2023-05-24T09-05,ERCO,SUN,Solar,3995,megawatthours,2023-05-24,8
2197,2023-05-24T10-05,ERCO,SUN,Solar,5613,megawatthours,2023-05-24,9
2196,2023-05-24T11-05,ERCO,SUN,Solar,7760,megawatthours,2023-05-24,10
2195,2023-05-24T12-05,ERCO,SUN,Solar,9356,megawatthours,2023-05-24,11
2194,2023-05-24T13-05,ERCO,SUN,Solar,9944,megawatthours,2023-05-24,12
2193,2023-05-24T14-05,ERCO,SUN,Solar,10096,megawatthours,2023-05-24,13
2192,2023-05-24T15-05,ERCO,SUN,Solar,10755,megawatthours,2023-05-24,14
2191,2023-05-24T16-05,ERCO,SUN,Solar,10815,megawatthours,2023-05-24,15
2190,2023-05-24T17-05,ERCO,SUN,Solar,10752,megawatthours,2023-05-24,16
2189,2023-05-24T18-05,ERCO,SUN,Solar,9500,megawatthours,2023-05-24,17
2188,2023-05-24T19-05,ERCO,SUN,Solar,6902,megawatthours,2023-05-24,18
2187,2023-05-24T20-05,ERCO,SUN,Solar,3032,megawatthours,2023-05-24,19
2186,2023-05-24T21-05,ERCO,SUN,Solar,227,megawatthours,2023-05-24,20
2185,2023-05-24T22-05,ERCO,SUN,Solar,0,megawatthours,2023-05-24,21
2184,2023-05-24T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-24,22
2183,2023-05-25T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-24,23
2182,2023-05-25T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-25,0
2181,2023-05-25T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-25,1
2180,2023-05-25T03-05,ERCO,SUN,Solar,0,megawatthours,2023-05-25,2
2179,2023-05-25T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-25,3
2178,2023-05-25T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-25,4
2177,2023-05-25T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-25,5
2176,2023-05-25T07-05,ERCO,SUN,Solar,55,megawatthours,2023-05-25,6
2175,2023-05-25T08-05,ERCO,SUN,Solar,1548,megawatthours,2023-05-25,7
2174,2023-05-25T09-05,ERCO,SUN,Solar,4433,megawatthours,2023-05-25,8
2173,2023-05-25T10-05,ERCO,SUN,Solar,6387,megawatthours,2023-05-25,9
2172,2023-05-25T11-05,ERCO,SUN,Solar,7420,megawatthours,2023-05-25,10
2171,2023-05-25T12-05,ERCO,SUN,Solar,8735,megawatthours,2023-05-25,11
2170,2023-05-25T13-05,ERCO,SUN,Solar,9547,megawatthours,2023-05-25,12
2169,2023-05-25T14-05,ERCO,SUN,Solar,9795,megawatthours,2023-05-25,13
2168,2023-05-25T15-05,ERCO,SUN,Solar,10095,megawatthours,2023-05-25,14
2167,2023-05-25T16-05,ERCO,SUN,Solar,10104,megawatthours,2023-05-25,15
2166,2023-05-25T17-05,ERCO,SUN,Solar,9714,megawatthours,2023-05-25,16
2165,2023-05-25T18-05,ERCO,SUN,Solar,8373,megawatthours,2023-05-25,17
2164,2023-05-25T19-05,ERCO,SUN,Solar,7237,megawatthours,2023-05-25,18
2163,2023-05-25T20-05,ERCO,SUN,Solar,3366,megawatthours,2023-05-25,19
2162,2023-05-25T21-05,ERCO,SUN,Solar,312,megawatthours,2023-05-25,20
2161,2023-05-25T22-05,ERCO,SUN,Solar,5,megawatthours,2023-05-25,21
2160,2023-05-25T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-25,22
2159,2023-05-26T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-25,23
2158,2023-05-26T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-26,0
2157,2023-05-26T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-26,1
2156,2023-05-26T03-05,ERCO,SUN,Solar,0,megawatthours,2023-05-26,2
2155,2023-05-26T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-26,3
2154,2023-05-26T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-26,4
2153,2023-05-26T06-05,ERCO,SUN,Solar,0,megawatthours,2023-05-26,5
2152,2023-05-26T07-05,ERCO,SUN,Solar,56,megawatthours,2023-05-26,6
2151,2023-05-26T08-05,ERCO,SUN,Solar,1853,megawatthours,2023-05-26,7
2150,2023-05-26T09-05,ERCO,SUN,Solar,5718,megawatthours,2023-05-26,8
2149,2023-05-26T10-05,ERCO,SUN,Solar,7038,megawatthours,2023-05-26,9
2148,2023-05-26T11-05,ERCO,SUN,Solar,7917,megawatthours,2023-05-26,10
2147,2023-05-26T12-05,ERCO,SUN,Solar,9272,megawatthours,2023-05-26,11
2146,2023-05-26T13-05,ERCO,SUN,Solar,10008,megawatthours,2023-05-26,12
2145,2023-05-26T14-05,ERCO,SUN,Solar,10042,megawatthours,2023-05-26,13
2144,2023-05-26T15-05,ERCO,SUN,Solar,10302,megawatthours,2023-05-26,14
2143,2023-05-26T16-05,ERCO,SUN,Solar,9880,megawatthours,2023-05-26,15
2142,2023-05-26T17-05,ERCO,SUN,Solar,8917,megawatthours,2023-05-26,16
2141,2023-05-26T18-05,ERCO,SUN,Solar,7846,megawatthours,2023-05-26,17
2140,2023-05-26T19-05,ERCO,SUN,Solar,5363,megawatthours,2023-05-26,18
2139,2023-05-26T20-05,ERCO,SUN,Solar,1844,megawatthours,2023-05-26,19
2138,2023-05-26T21-05,ERCO,SUN,Solar,135,megawatthours,2023-05-26,20
2137,2023-05-26T22-05,ERCO,SUN,Solar,0,megawatthours,2023-05-26,21
2136,2023-05-26T23-05,ERCO,SUN,Solar,0,megawatthours,2023-05-26,22
2135,2023-05-27T00-05,ERCO,SUN,Solar,0,megawatthours,2023-05-26,23
2134,2023-05-27T01-05,ERCO,SUN,Solar,0,megawatthours,2023-05-27,0
2133,2023-05-27T02-05,ERCO,SUN,Solar,0,megawatthours,2023-05-27,1
2132,2023-05-27T03-05,ERCO,SUN,Solar,0,megawatthours,2023-05-27,2
2131,2023-05-27T04-05,ERCO,SUN,Solar,0,megawatthours,2023-05-27,3
2130,2023-05-27T05-05,ERCO,SUN,Solar,0,megawatthours,2023-05-27,4
2129,2023-05-27T06-05,ERCO,SUN,Solar,1,megawatthours,2023-05-27,5
2128,2023-05-27T07-05,ERCO,SUN,Solar,70,megawatthours,2023-05-27,6
2127,2023-05-27T08-05,ERCO,SUN,Solar,1740,megawatthours,2023-05-27,7
2126,2023-05-27T09-05,ERCO,SUN,Solar,4195,megawatthours,2023-05-27,8
2125,2023-05-27T10-05,ERCO,SUN,Solar,6668,megawatthours,2023-05-27,9
2124,2023-05-27T11-05,ERCO,SUN,Solar,7769,megawatthours,2023-05-27,10
2123,2023-05-27T12-05,ERCO,SUN,Solar,8217,megawatthours,2023-05-27,11
2122,2023-05-27T13-05,ERCO,SUN,Solar,8246,megawatthours,2023-05-27,12
2121,2023-05-27T14-05,ERCO,SUN,Solar,8217,megawatthours,2023-05-27,13
2120,2023-05-27T15-05,ERCO,SUN,Solar,8844,megawatthours,2023-05-27,14
2119,2023-05-27T16-05,ERCO,SUN,Solar,8918,megawatthours,2023-05-27,15
2118,2023-05-27T17-05,ERCO,SUN,Solar,7133,megawatthours,2023-05-27,16
2117,2023-05-27T18-05,ERCO,SUN,Solar,4302,megawatthours,2023-05-27,17
2116,2023-05-27T19-05,ERCO,SUN,Solar,2311,megawatthours,2023-05-27,18
2115,2023-05-27T20-05,ERCO,SUN,Solar,870,megawatthours,2023-05-27,19
