year,1,2,3,4,5,6,7,8,9,10,11,12
2019,16730.90053763441,15768.660714285714,14917.073924731183,13008.944444444445,13393.891129032258,14177.141666666666,16388.81989247312,15433.086021505376,14691.494444444445,13010.685483870968,14606.378417266187,14873.603494623656
2020,15324.266129032258,15389.903735632184,13567.669902912621,11951.045833333334,12219.361559139785,14028.855555555556,16276.924731182795,15233.090277777777,13340.155555555555,12515.401076716016,13282.120833333332,15427.682795698925
2021,15921.024193548386,16473.995535714286,13773.860215053763,12953.727777777778,13132.411290322581,15002.513888888889,15572.70430107527,16089.122311827958,14049.033333333333,12931.962365591398,14292.691666666668,14417.424731182795
2022,16878.56989247312,15908.363095238095,14023.858529819694,13257.854166666666,13347.16935483871,15092.56111111111,15848.15994623656,15497.322580645161,13876.708333333334,12785.614247311827,13925.418103448275,15664.489247311827
2023,15275.075268817205,14862.561011904761,14394.18585298197,12910.931944444445,13057.235215053763,13961.265277777778,15706.461021505376,15459.32930107527,13940.519444444444,13057.995967741936,14252.57735247209,14917.092741935483
2024,16778.438620689656,15140.900862068966,14011.658807212205,13366.111111111111,13600.719794344473,,,,,,,
