year,1,2,3,4,5,6,7,8,9,10,11,12
2019,19576.28629032258,17548.474702380954,16844.325268817203,15328.291666666666,17664.6814516129,18828.558333333334,20758.587365591397,20767.462365591397,20213.43472222222,15947.141129032258,17314.383333333335,17369.842741935485
2020,18252.797043010753,18447.12787356322,15576.168010752688,14178.202777777778,15127.98252688172,18470.209722222222,21275.40188172043,20093.954301075268,17642.93888888889,15216.775537634408,15850.227777777778,19286.608870967742
2021,19513.690860215054,20591.412202380954,16014.966397849463,15703.791666666666,16330.744623655914,19664.577777777777,20923.092741935485,21304.20564516129,17950.1375,16362.241935483871,17654.46111111111,17073.552419354837
2022,21447.02553763441,19658.08630952381,16757.74059139785,16006.497222222222,17803.344086021505,21280.30972222222,22747.170954301077,21063.78047043011,18040.938375,15478.978440860215,17137.76738888889,19529.780268817205
2023,18329.875120967743,17704.675089285716,16692.875994623657,15384.191527777779,16747.05685483871,19099.18976388889,21185.582661290322,21271.64497311828,18424.936833333333,15904.65564516129,16911.66513888889,18391.2
2024,22113.073454301077,17988.326623563218,16243.282137096774,16122.127972222223,17149.37150462963,,,,,,,
