year,1,2,3,4,5,6,7,8,9,10,11,12
2019,26206.74327956989,23826.162202380954,22643.172043010753,21020.220833333333,25317.399193548386,26547.680555555555,29965.600806451614,28725.392473118278,27208.588888888888,22415.336021505376,23362.041666666668,23968.423387096773
2020,24611.041666666668,24249.77011494253,21459.620967741936,19430.431944444445,21001.625,25478.07361111111,29887.646505376346,28504.422043010753,24725.818055555555,21431.462365591397,21760.769444444446,26361.310483870966
2021,26859.440860215054,26992.556547619046,22276.232526881722,21412.294444444444,22942.75806451613,27039.15,29251.637096774193,29870.483870967742,25327.55,22368.924731182797,23727.827777777777,23573.36827956989
2022,28971.983870967742,25366.58630952381,22331.61693548387,21532.206944444446,24538.107526881722,28753.26111111111,30720.975806451614,29315.852150537634,25475.356944444444,21342.16935483871,23097.6375,27566.165322580644
2023,25244.28629032258,23860.23511904762,22826.051075268817,21725.152777777777,22304.755376344085,25573.433333333334,30659.38172043011,30316.58064516129,25632.018055555556,21677.720430107525,23361.67638888889,25635.155913978495
2024,28042.407258064515,25116.058908045976,22025.58064516129,22006.191666666666,23656.060185185186,,,,,,,
