"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
FPC,"12/5/2022 6 a.m. EST",0,26,78,0,3011,127
FPC,"12/5/2022 7 a.m. EST",0,26,77,0,3521,150
FPC,"12/5/2022 8 a.m. EST",19,26,78,0,3791,242
FPC,"12/5/2022 9 a.m. EST",154,26,76,0,3808,204
FPC,"12/5/2022 10 a.m. EST",294,26,75,0,3806,204
FPC,"12/5/2022 11 a.m. EST",341,25,76,0,3912,204
FPC,"12/5/2022 12 p.m. EST",369,26,78,0,4143,210
FPC,"12/5/2022 1 p.m. EST",342,24,76,0,4301,299
FPC,"12/5/2022 2 p.m. EST",369,24,79,0,4458,392
FPC,"12/5/2022 3 p.m. EST",418,23,77,0,4590,438
FPC,"12/5/2022 4 p.m. EST",356,29,74,0,4721,419
FPC,"12/5/2022 5 p.m. EST",188,28,78,0,4792,501
FPC,"12/5/2022 6 p.m. EST",9,34,77,4,4972,601
FPC,"12/5/2022 7 p.m. EST",0,28,79,39,5042,654
FPC,"12/5/2022 8 p.m. EST",0,28,77,0,4953,562
FPC,"12/5/2022 9 p.m. EST",0,29,78,0,4619,487
FPC,"12/5/2022 10 p.m. EST",0,27,77,0,4344,432
FPC,"12/5/2022 11 p.m. EST",0,27,77,0,3806,328
FPC,"12/6/2022 12 a.m. EST",0,28,80,0,3537,188
FPC,"12/6/2022 1 a.m. EST",0,29,74,0,3221,127
FPC,"12/6/2022 2 a.m. EST",0,28,77,0,2923,129
FPC,"12/6/2022 3 a.m. EST",0,29,76,0,2802,127
FPC,"12/6/2022 4 a.m. EST",0,29,78,0,2770,128
FPC,"12/6/2022 5 a.m. EST",0,29,78,0,2831,126
FPC,"12/6/2022 6 a.m. EST",0,29,78,0,3140,129
FPC,"12/6/2022 7 a.m. EST",0,29,77,0,3698,127
FPC,"12/6/2022 8 a.m. EST",30,30,77,0,3909,127
FPC,"12/6/2022 9 a.m. EST",252,30,77,0,3779,129
FPC,"12/6/2022 10 a.m. EST",386,30,78,11,3770,127
FPC,"12/6/2022 11 a.m. EST",463,29,77,55,3688,128
FPC,"12/6/2022 12 p.m. EST",537,29,77,6,3826,126
FPC,"12/6/2022 1 p.m. EST",502,25,77,0,4064,146
FPC,"12/6/2022 2 p.m. EST",471,27,77,0,4383,307
FPC,"12/6/2022 3 p.m. EST",436,29,76,0,4806,292
FPC,"12/6/2022 4 p.m. EST",368,29,77,0,4807,397
FPC,"12/6/2022 5 p.m. EST",171,29,74,0,4880,570
FPC,"12/6/2022 6 p.m. EST",9,34,77,0,5096,646
FPC,"12/6/2022 7 p.m. EST",0,29,76,0,5201,667
FPC,"12/6/2022 8 p.m. EST",0,28,77,0,5049,590
FPC,"12/6/2022 9 p.m. EST",0,28,77,0,4877,545
FPC,"12/6/2022 10 p.m. EST",0,29,78,0,4414,453
FPC,"12/6/2022 11 p.m. EST",0,29,77,0,3869,352
FPC,"12/7/2022 12 a.m. EST",0,29,77,0,3656,226
FPC,"12/7/2022 1 a.m. EST",0,30,76,0,3103,201
FPC,"12/7/2022 2 a.m. EST",0,29,76,0,2881,202
FPC,"12/7/2022 3 a.m. EST",0,31,78,0,2758,201
FPC,"12/7/2022 4 a.m. EST",0,30,77,0,2704,201
FPC,"12/7/2022 5 a.m. EST",0,30,77,0,2770,200
FPC,"12/7/2022 6 a.m. EST",0,30,77,0,3118,201
FPC,"12/7/2022 7 a.m. EST",0,30,79,0,3595,202
FPC,"12/7/2022 8 a.m. EST",24,31,74,0,3817,204
FPC,"12/7/2022 9 a.m. EST",252,30,53,0,3641,202
FPC,"12/7/2022 10 a.m. EST",473,30,52,0,3541,203
FPC,"12/7/2022 11 a.m. EST",537,24,53,0,3612,202
FPC,"12/7/2022 12 p.m. EST",534,20,52,0,3917,202
FPC,"12/7/2022 1 p.m. EST",496,15,52,0,4206,284
FPC,"12/7/2022 2 p.m. EST",477,26,53,0,4544,345
FPC,"12/7/2022 3 p.m. EST",474,27,52,0,4880,351
FPC,"12/7/2022 4 p.m. EST",428,28,53,0,5066,413
FPC,"12/7/2022 5 p.m. EST",218,28,51,0,5309,491
FPC,"12/7/2022 6 p.m. EST",12,36,54,0,5434,551
FPC,"12/7/2022 7 p.m. EST",1,26,54,0,5518,552
FPC,"12/7/2022 8 p.m. EST",0,26,55,0,5308,432
FPC,"12/7/2022 9 p.m. EST",0,27,55,0,5038,403
FPC,"12/7/2022 10 p.m. EST",0,28,55,0,4712,395
FPC,"12/7/2022 11 p.m. EST",0,28,54,0,4018,388
FPC,"12/8/2022 12 a.m. EST",0,30,54,0,3596,270
FPC,"12/8/2022 1 a.m. EST",0,31,52,0,3136,147
FPC,"12/8/2022 2 a.m. EST",0,31,53,0,2934,127
FPC,"12/8/2022 3 a.m. EST",0,31,57,0,2813,128
FPC,"12/8/2022 4 a.m. EST",0,31,54,0,2781,127
FPC,"12/8/2022 5 a.m. EST",0,31,53,0,2790,126
FPC,"12/8/2022 6 a.m. EST",0,31,55,0,3002,128
FPC,"12/8/2022 7 a.m. EST",0,31,54,0,3421,127
FPC,"12/8/2022 8 a.m. EST",27,31,56,0,3643,126
FPC,"12/8/2022 9 a.m. EST",268,31,53,0,3503,128
FPC,"12/8/2022 10 a.m. EST",494,31,51,0,3431,127
FPC,"12/8/2022 11 a.m. EST",529,31,51,0,3639,127
FPC,"12/8/2022 12 p.m. EST",541,31,51,0,3870,197
FPC,"12/8/2022 1 p.m. EST",508,32,68,0,3981,375
FPC,"12/8/2022 2 p.m. EST",492,31,77,0,4358,455
FPC,"12/8/2022 3 p.m. EST",467,31,79,0,4785,460
FPC,"12/8/2022 4 p.m. EST",442,32,78,0,5024,426
FPC,"12/8/2022 5 p.m. EST",230,31,78,0,5275,449
FPC,"12/8/2022 6 p.m. EST",13,37,75,0,5461,411
FPC,"12/8/2022 7 p.m. EST",0,29,78,0,5468,411
FPC,"12/8/2022 8 p.m. EST",0,27,78,0,5268,342
FPC,"12/8/2022 9 p.m. EST",0,30,79,0,4984,277
FPC,"12/8/2022 10 p.m. EST",0,32,78,0,4620,277
FPC,"12/8/2022 11 p.m. EST",0,32,79,0,4182,210
FPC,"12/9/2022 12 a.m. EST",0,31,75,0,3639,155
FPC,"12/9/2022 1 a.m. EST",0,32,77,0,3172,127
FPC,"12/9/2022 2 a.m. EST",0,31,78,0,2940,126
FPC,"12/9/2022 3 a.m. EST",0,31,79,0,2723,125
FPC,"12/9/2022 4 a.m. EST",0,32,80,0,2670,126
FPC,"12/9/2022 5 a.m. EST",0,31,79,0,2709,126
FPC,"12/9/2022 6 a.m. EST",0,31,78,0,2927,126
FPC,"12/9/2022 7 a.m. EST",0,32,82,0,3453,127
FPC,"12/9/2022 8 a.m. EST",25,31,76,0,3748,125
FPC,"12/9/2022 9 a.m. EST",288,31,76,0,3638,127
FPC,"12/9/2022 10 a.m. EST",492,26,78,0,3571,127
FPC,"12/9/2022 11 a.m. EST",548,25,72,0,3775,161
FPC,"12/9/2022 12 p.m. EST",541,33,71,0,3823,217
FPC,"12/9/2022 1 p.m. EST",518,33,72,0,3969,392
FPC,"12/9/2022 2 p.m. EST",511,33,70,0,4377,471
FPC,"12/9/2022 3 p.m. EST",516,34,77,0,4470,559
FPC,"12/9/2022 4 p.m. EST",460,34,79,0,4497,635
FPC,"12/9/2022 5 p.m. EST",222,34,77,0,4689,652
FPC,"12/9/2022 6 p.m. EST",12,37,80,0,4934,568
FPC,"12/9/2022 7 p.m. EST",0,31,77,0,4927,559
FPC,"12/9/2022 8 p.m. EST",0,35,79,0,4691,383
FPC,"12/9/2022 9 p.m. EST",0,34,80,0,4396,314
FPC,"12/9/2022 10 p.m. EST",0,35,77,0,4104,202
FPC,"12/9/2022 11 p.m. EST",0,35,79,0,3855,126
FPC,"12/10/2022 12 a.m. EST",0,34,75,0,3428,127
FPC,"12/10/2022 1 a.m. EST",0,35,78,0,3066,130
FPC,"12/10/2022 2 a.m. EST",0,35,77,0,2821,127
FPC,"12/10/2022 3 a.m. EST",0,35,79,0,2690,128
FPC,"12/10/2022 4 a.m. EST",0,35,76,0,2641,128
FPC,"12/10/2022 5 a.m. EST",0,35,74,0,2658,126
FPC,"12/10/2022 6 a.m. EST",0,34,71,0,2762,126
FPC,"12/10/2022 7 a.m. EST",0,35,71,0,3080,129
FPC,"12/10/2022 8 a.m. EST",12,35,72,0,3337,128
FPC,"12/10/2022 9 a.m. EST",103,34,72,0,3691,127
FPC,"12/10/2022 10 a.m. EST",233,35,70,0,3866,158
FPC,"12/10/2022 11 a.m. EST",327,34,71,0,3795,204
FPC,"12/10/2022 12 p.m. EST",391,33,67,0,3826,207
FPC,"12/10/2022 1 p.m. EST",427,34,67,0,3917,351
FPC,"12/10/2022 2 p.m. EST",426,34,66,0,4081,531
FPC,"12/10/2022 3 p.m. EST",343,34,70,0,4338,572
FPC,"12/10/2022 4 p.m. EST",227,34,71,0,4463,602
FPC,"12/10/2022 5 p.m. EST",113,34,69,0,4617,605
FPC,"12/10/2022 6 p.m. EST",7,37,71,0,4692,605
FPC,"12/10/2022 7 p.m. EST",0,34,72,0,4698,529
FPC,"12/10/2022 8 p.m. EST",0,33,71,0,4554,382
FPC,"12/10/2022 9 p.m. EST",0,34,73,0,4400,264
FPC,"12/10/2022 10 p.m. EST",0,34,71,0,4204,209
FPC,"12/10/2022 11 p.m. EST",0,34,70,0,3776,168
FPC,"12/11/2022 12 a.m. EST",0,34,71,0,3392,128
FPC,"12/11/2022 1 a.m. EST",0,34,71,0,3209,127
FPC,"12/11/2022 2 a.m. EST",0,34,73,0,3016,127
FPC,"12/11/2022 3 a.m. EST",0,34,75,0,2881,127
FPC,"12/11/2022 4 a.m. EST",0,34,76,0,2807,127
FPC,"12/11/2022 5 a.m. EST",0,34,79,0,2784,125
FPC,"12/11/2022 6 a.m. EST",0,34,77,0,2822,126
FPC,"12/11/2022 7 a.m. EST",0,34,79,0,3016,126
FPC,"12/11/2022 8 a.m. EST",3,34,78,0,3145,126
FPC,"12/11/2022 9 a.m. EST",34,34,80,0,3489,127
FPC,"12/11/2022 10 a.m. EST",87,34,80,0,3687,126
FPC,"12/11/2022 11 a.m. EST",170,33,79,0,3913,170
FPC,"12/11/2022 12 p.m. EST",270,31,80,0,3945,208
FPC,"12/11/2022 1 p.m. EST",333,32,76,0,3856,278
FPC,"12/11/2022 2 p.m. EST",299,35,79,0,3893,307
FPC,"12/11/2022 3 p.m. EST",265,34,80,0,3900,346
FPC,"12/11/2022 4 p.m. EST",201,34,79,0,3899,391
FPC,"12/11/2022 5 p.m. EST",102,34,79,0,4035,459
FPC,"12/11/2022 6 p.m. EST",4,37,80,0,4178,545
FPC,"12/11/2022 7 p.m. EST",0,34,79,0,4359,600
FPC,"12/11/2022 8 p.m. EST",0,33,81,0,4350,573
FPC,"12/11/2022 9 p.m. EST",0,34,80,0,4275,457
FPC,"12/11/2022 10 p.m. EST",0,34,79,0,4117,287
FPC,"12/11/2022 11 p.m. EST",0,34,79,0,3675,161
FPC,"12/12/2022 12 a.m. EST",0,34,79,0,3402,125
FPC,"12/12/2022 1 a.m. EST",0,34,79,0,3233,128
FPC,"12/12/2022 2 a.m. EST",0,35,81,0,2935,127
FPC,"12/12/2022 3 a.m. EST",0,35,79,0,2833,125
FPC,"12/12/2022 4 a.m. EST",0,35,80,0,2798,127
FPC,"12/12/2022 5 a.m. EST",0,36,80,0,2857,127
FPC,"12/12/2022 6 a.m. EST",0,35,79,0,3109,124
FPC,"12/12/2022 7 a.m. EST",0,35,78,0,3553,142
FPC,"12/12/2022 8 a.m. EST",9,35,75,0,3688,204
FPC,"12/12/2022 9 a.m. EST",73,35,73,0,3908,205
FPC,"12/12/2022 10 a.m. EST",159,35,77,0,4031,203
FPC,"12/12/2022 11 a.m. EST",328,35,76,0,3891,203
FPC,"12/12/2022 12 p.m. EST",453,34,74,0,3879,203
FPC,"12/12/2022 1 p.m. EST",445,34,76,0,3897,205
FPC,"12/12/2022 2 p.m. EST",488,34,76,0,3945,211
FPC,"12/12/2022 3 p.m. EST",428,33,76,0,4073,243
FPC,"12/12/2022 4 p.m. EST",292,34,76,0,4274,340
FPC,"12/12/2022 5 p.m. EST",124,34,76,0,4421,518
FPC,"12/12/2022 6 p.m. EST",7,38,77,0,4574,639
FPC,"12/12/2022 7 p.m. EST",0,33,77,0,4729,711
FPC,"12/12/2022 8 p.m. EST",0,34,77,0,4731,713
FPC,"12/12/2022 9 p.m. EST",0,34,76,0,4508,652
FPC,"12/12/2022 10 p.m. EST",0,34,78,0,4185,509
FPC,"12/12/2022 11 p.m. EST",0,34,77,0,3825,293
FPC,"12/13/2022 12 a.m. EST",0,34,76,0,3372,133
FPC,"12/13/2022 1 a.m. EST",0,34,77,0,2968,177
FPC,"12/13/2022 2 a.m. EST",0,35,76,0,2790,177
FPC,"12/13/2022 3 a.m. EST",0,34,76,0,2712,175
FPC,"12/13/2022 4 a.m. EST",0,34,77,0,2673,177
FPC,"12/13/2022 5 a.m. EST",0,35,75,0,2755,176
FPC,"12/13/2022 6 a.m. EST",0,34,76,0,3033,175
FPC,"12/13/2022 7 a.m. EST",0,35,77,0,3655,182
FPC,"12/13/2022 8 a.m. EST",26,34,76,0,3791,263
FPC,"12/13/2022 9 a.m. EST",251,35,79,0,3939,251
FPC,"12/13/2022 10 a.m. EST",452,35,77,0,3788,253
FPC,"12/13/2022 11 a.m. EST",469,25,77,0,3807,254
FPC,"12/13/2022 12 p.m. EST",372,2,76,0,4076,260
FPC,"12/13/2022 1 p.m. EST",292,22,78,0,4203,387
FPC,"12/13/2022 2 p.m. EST",292,18,77,0,4274,522
FPC,"12/13/2022 3 p.m. EST",300,17,75,0,4278,592
FPC,"12/13/2022 4 p.m. EST",225,18,76,0,4466,553
FPC,"12/13/2022 5 p.m. EST",123,18,69,0,4759,550
FPC,"12/13/2022 6 p.m. EST",8,25,59,28,5125,553
FPC,"12/13/2022 7 p.m. EST",0,19,47,150,5177,606
FPC,"12/13/2022 8 p.m. EST",0,18,51,151,4938,650
FPC,"12/13/2022 9 p.m. EST",0,18,48,62,4825,653
FPC,"12/13/2022 10 p.m. EST",0,18,52,1,4565,653
FPC,"12/13/2022 11 p.m. EST",0,18,53,0,4102,556
FPC,"12/14/2022 12 a.m. EST",0,18,54,0,3647,319
FPC,"12/14/2022 1 a.m. EST",0,18,53,0,3169,128
FPC,"12/14/2022 2 a.m. EST",0,19,53,0,2855,125
FPC,"12/14/2022 3 a.m. EST",0,18,51,0,2753,125
FPC,"12/14/2022 4 a.m. EST",0,18,53,0,2749,126
FPC,"12/14/2022 5 a.m. EST",0,19,54,0,2804,124
FPC,"12/14/2022 6 a.m. EST",0,18,52,0,3107,125
FPC,"12/14/2022 7 a.m. EST",0,18,54,0,3659,130
FPC,"12/14/2022 8 a.m. EST",10,19,53,0,3845,246
FPC,"12/14/2022 9 a.m. EST",182,19,54,0,3777,207
FPC,"12/14/2022 10 a.m. EST",376,18,52,0,3834,204
FPC,"12/14/2022 11 a.m. EST",382,19,53,0,3871,204
FPC,"12/14/2022 12 p.m. EST",476,18,53,0,3974,292
FPC,"12/14/2022 1 p.m. EST",466,19,51,0,3930,487
FPC,"12/14/2022 2 p.m. EST",422,34,50,0,4287,599
FPC,"12/14/2022 3 p.m. EST",457,35,53,0,4431,620
FPC,"12/14/2022 4 p.m. EST",433,35,51,0,4463,628
FPC,"12/14/2022 5 p.m. EST",201,35,51,79,4568,700
FPC,"12/14/2022 6 p.m. EST",19,38,51,144,4586,706
FPC,"12/14/2022 7 p.m. EST",3,35,52,148,4833,710
FPC,"12/14/2022 8 p.m. EST",0,34,52,149,4614,709
FPC,"12/14/2022 9 p.m. EST",0,35,52,149,4093,709
FPC,"12/14/2022 10 p.m. EST",0,35,51,94,4007,708
FPC,"12/14/2022 11 p.m. EST",0,35,52,0,3596,705
FPC,"12/15/2022 12 a.m. EST",0,34,48,0,3123,711
FPC,"12/15/2022 1 a.m. EST",0,35,67,0,2912,633
FPC,"12/15/2022 2 a.m. EST",0,35,74,0,2830,418
FPC,"12/15/2022 3 a.m. EST",0,35,75,0,2731,274
FPC,"12/15/2022 4 a.m. EST",0,35,74,0,2668,269
FPC,"12/15/2022 5 a.m. EST",0,35,75,0,2682,269
FPC,"12/15/2022 6 a.m. EST",0,36,76,0,2893,320
FPC,"12/15/2022 7 a.m. EST",0,35,72,0,3065,524
FPC,"12/15/2022 8 a.m. EST",15,35,75,0,3080,685
FPC,"12/15/2022 9 a.m. EST",89,35,74,0,3171,706
FPC,"12/15/2022 10 a.m. EST",109,35,76,0,3499,700
FPC,"12/15/2022 11 a.m. EST",152,34,73,0,3788,704
FPC,"12/15/2022 12 p.m. EST",173,35,73,0,3947,703
FPC,"12/15/2022 1 p.m. EST",184,31,76,19,3953,705
FPC,"12/15/2022 2 p.m. EST",248,30,75,0,3811,706
FPC,"12/15/2022 3 p.m. EST",279,31,73,0,3641,702
FPC,"12/15/2022 4 p.m. EST",319,33,74,0,3555,708
FPC,"12/15/2022 5 p.m. EST",205,32,74,0,3712,665
FPC,"12/15/2022 6 p.m. EST",13,37,70,59,4019,687
FPC,"12/15/2022 7 p.m. EST",0,33,73,148,4086,685
FPC,"12/15/2022 8 p.m. EST",0,32,72,147,4023,686
FPC,"12/15/2022 9 p.m. EST",0,33,71,106,3874,692
FPC,"12/15/2022 10 p.m. EST",1,32,71,9,3797,704
FPC,"12/15/2022 11 p.m. EST",17,33,74,0,3369,699
FPC,"12/16/2022 12 a.m. EST",17,33,85,0,3112,639
FPC,"12/16/2022 1 a.m. EST",6,32,92,0,2968,438
FPC,"12/16/2022 2 a.m. EST",0,33,94,0,2835,240
FPC,"12/16/2022 3 a.m. EST",0,33,95,0,2828,127
FPC,"12/16/2022 4 a.m. EST",0,34,94,0,2780,125
FPC,"12/16/2022 5 a.m. EST",0,33,96,0,2857,125
FPC,"12/16/2022 6 a.m. EST",0,33,96,0,3136,125
FPC,"12/16/2022 7 a.m. EST",0,34,92,0,3682,167
FPC,"12/16/2022 8 a.m. EST",24,33,96,0,3874,273
FPC,"12/16/2022 9 a.m. EST",289,33,95,0,3646,278
FPC,"12/16/2022 10 a.m. EST",471,33,95,0,3535,277
FPC,"12/16/2022 11 a.m. EST",529,33,95,10,3667,212
FPC,"12/16/2022 12 p.m. EST",520,34,95,32,3640,202
FPC,"12/16/2022 1 p.m. EST",517,34,95,0,3427,203
FPC,"12/16/2022 2 p.m. EST",513,33,96,0,3388,201
FPC,"12/16/2022 3 p.m. EST",468,33,97,0,3415,202
FPC,"12/16/2022 4 p.m. EST",408,37,65,19,3523,203
FPC,"12/16/2022 5 p.m. EST",225,39,47,2,3844,284
FPC,"12/16/2022 6 p.m. EST",23,40,51,0,4183,415
FPC,"12/16/2022 7 p.m. EST",0,40,67,0,4212,625
FPC,"12/16/2022 8 p.m. EST",0,40,69,0,4182,643
FPC,"12/16/2022 9 p.m. EST",0,40,74,0,4081,602
FPC,"12/16/2022 10 p.m. EST",0,40,90,0,3966,522
FPC,"12/16/2022 11 p.m. EST",0,39,95,0,3809,373
FPC,"12/17/2022 12 a.m. EST",0,40,98,0,3673,294
FPC,"12/17/2022 1 a.m. EST",0,39,95,0,3292,199
FPC,"12/17/2022 2 a.m. EST",0,40,96,0,3118,124
FPC,"12/17/2022 3 a.m. EST",0,39,93,0,3045,126
FPC,"12/17/2022 4 a.m. EST",0,40,93,0,3134,126
FPC,"12/17/2022 5 a.m. EST",0,39,97,0,3260,125
FPC,"12/17/2022 6 a.m. EST",0,39,98,0,3477,129
FPC,"12/17/2022 7 a.m. EST",0,40,98,0,3531,260
FPC,"12/17/2022 8 a.m. EST",20,39,97,0,3609,462
FPC,"12/17/2022 9 a.m. EST",309,40,99,0,3610,509
FPC,"12/17/2022 10 a.m. EST",518,39,97,0,3554,408
FPC,"12/17/2022 11 a.m. EST",570,40,98,9,3392,403
FPC,"12/17/2022 12 p.m. EST",498,39,96,43,3557,289
FPC,"12/17/2022 1 p.m. EST",514,39,97,33,3513,202
FPC,"12/17/2022 2 p.m. EST",355,37,94,0,3627,217
FPC,"12/17/2022 3 p.m. EST",134,38,94,0,3725,363
FPC,"12/17/2022 4 p.m. EST",91,37,101,0,3689,528
FPC,"12/17/2022 5 p.m. EST",46,38,98,0,3806,613
FPC,"12/17/2022 6 p.m. EST",1,37,100,0,4070,618
FPC,"12/17/2022 7 p.m. EST",0,36,97,0,4147,669
FPC,"12/17/2022 8 p.m. EST",0,36,100,0,4097,599
FPC,"12/17/2022 9 p.m. EST",0,37,97,0,3978,559
