"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
LDWP,"6/1/2022 12 a.m. PDT",13,0,2,222,940,194
LDWP,"6/1/2022 1 a.m. PDT",11,0,1,205,954,194
LDWP,"6/1/2022 2 a.m. PDT",34,0,1,197,924,194
LDWP,"6/1/2022 3 a.m. PDT",35,0,1,176,919,194
LDWP,"6/1/2022 4 a.m. PDT",28,0,1,178,926,194
LDWP,"6/1/2022 5 a.m. PDT",11,0,1,189,951,194
LDWP,"6/1/2022 6 a.m. PDT",1,3,1,190,965,194
LDWP,"6/1/2022 7 a.m. PDT",0,193,1,176,857,194
LDWP,"6/1/2022 8 a.m. PDT",2,634,0,120,565,194
LDWP,"6/1/2022 9 a.m. PDT",11,915,0,117,559,194
LDWP,"6/1/2022 10 a.m. PDT",25,1050,0,113,558,194
LDWP,"6/1/2022 11 a.m. PDT",23,1114,0,110,558,195
LDWP,"6/1/2022 12 p.m. PDT",17,1114,0,116,558,195
LDWP,"6/1/2022 1 p.m. PDT",10,1114,0,129,540,195
LDWP,"6/1/2022 2 p.m. PDT",9,1111,0,140,559,195
LDWP,"6/1/2022 3 p.m. PDT",13,1105,187,181,610,195
LDWP,"6/1/2022 4 p.m. PDT",19,1042,187,189,729,194
LDWP,"6/1/2022 5 p.m. PDT",20,921,188,190,1033,194
LDWP,"6/1/2022 6 p.m. PDT",35,727,188,196,1080,193
LDWP,"6/1/2022 7 p.m. PDT",45,364,266,238,1177,193
LDWP,"6/1/2022 8 p.m. PDT",47,46,294,241,1322,193
LDWP,"6/1/2022 9 p.m. PDT",53,0,288,241,1331,193
LDWP,"6/1/2022 10 p.m. PDT",45,0,188,244,1232,193
LDWP,"6/1/2022 11 p.m. PDT",34,0,187,245,1187,193
LDWP,"6/2/2022 12 a.m. PDT",29,0,185,242,1139,193
LDWP,"6/2/2022 1 a.m. PDT",26,0,188,215,1101,194
LDWP,"6/2/2022 2 a.m. PDT",22,0,186,195,1021,194
LDWP,"6/2/2022 3 a.m. PDT",21,0,187,184,918,193
LDWP,"6/2/2022 4 a.m. PDT",22,0,185,180,913,194
LDWP,"6/2/2022 5 a.m. PDT",17,0,179,181,913,194
LDWP,"6/2/2022 6 a.m. PDT",17,3,1,187,914,194
LDWP,"6/2/2022 7 a.m. PDT",23,183,1,188,848,194
LDWP,"6/2/2022 8 a.m. PDT",25,614,0,127,827,194
LDWP,"6/2/2022 9 a.m. PDT",25,900,0,119,795,194
LDWP,"6/2/2022 10 a.m. PDT",22,976,0,120,796,196
LDWP,"6/2/2022 11 a.m. PDT",20,1052,0,119,793,196
LDWP,"6/2/2022 12 p.m. PDT",13,1099,0,126,796,195
LDWP,"6/2/2022 1 p.m. PDT",13,1083,0,142,837,195
LDWP,"6/2/2022 2 p.m. PDT",17,1092,0,189,910,194
LDWP,"6/2/2022 3 p.m. PDT",30,1048,0,230,924,194
LDWP,"6/2/2022 4 p.m. PDT",36,961,99,229,901,195
