"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
LDWP,"4/1/2022 12 a.m. PDT",72,0,184,218,1019,275
LDWP,"4/1/2022 1 a.m. PDT",42,0,2,212,1021,276
LDWP,"4/1/2022 2 a.m. PDT",31,0,0,204,1021,276
LDWP,"4/1/2022 3 a.m. PDT",17,0,0,195,1020,276
LDWP,"4/1/2022 4 a.m. PDT",33,0,0,195,1022,276
LDWP,"4/1/2022 5 a.m. PDT",122,0,0,199,1023,276
LDWP,"4/1/2022 6 a.m. PDT",190,0,38,209,1023,276
LDWP,"4/1/2022 7 a.m. PDT",223,7,186,233,975,276
LDWP,"4/1/2022 8 a.m. PDT",204,271,184,219,868,275
LDWP,"4/1/2022 9 a.m. PDT",304,764,3,138,544,274
LDWP,"4/1/2022 10 a.m. PDT",336,1018,0,114,416,274
LDWP,"4/1/2022 11 a.m. PDT",331,1107,0,113,417,275
LDWP,"4/1/2022 12 p.m. PDT",327,1101,0,101,418,275
LDWP,"4/1/2022 1 p.m. PDT",332,1092,0,123,417,275
LDWP,"4/1/2022 2 p.m. PDT",330,1090,0,127,417,274
LDWP,"4/1/2022 3 p.m. PDT",311,1092,0,124,417,274
LDWP,"4/1/2022 4 p.m. PDT",313,1028,0,124,416,274
LDWP,"4/1/2022 5 p.m. PDT",299,886,0,131,417,276
LDWP,"4/1/2022 6 p.m. PDT",221,573,0,158,634,276
LDWP,"4/1/2022 7 p.m. PDT",98,128,70,227,1179,276
LDWP,"4/1/2022 8 p.m. PDT",110,1,185,230,1578,276
LDWP,"4/1/2022 9 p.m. PDT",193,0,186,230,1555,276
LDWP,"4/1/2022 10 p.m. PDT",145,0,186,230,1394,275
LDWP,"4/1/2022 11 p.m. PDT",66,0,189,229,1297,276
LDWP,"4/2/2022 12 a.m. PDT",66,0,238,215,1274,275
LDWP,"4/2/2022 1 a.m. PDT",38,0,191,209,1259,275
LDWP,"4/2/2022 2 a.m. PDT",35,0,186,199,1034,274
LDWP,"4/2/2022 3 a.m. PDT",47,0,186,197,1013,274
LDWP,"4/2/2022 4 a.m. PDT",66,0,186,194,958,275
LDWP,"4/2/2022 5 a.m. PDT",91,0,187,189,900,275
LDWP,"4/2/2022 6 a.m. PDT",151,0,186,199,994,275
LDWP,"4/2/2022 7 a.m. PDT",149,9,186,218,1024,275
LDWP,"4/2/2022 8 a.m. PDT",129,271,4,173,763,274
LDWP,"4/2/2022 9 a.m. PDT",127,746,0,111,461,275
LDWP,"4/2/2022 10 a.m. PDT",191,992,0,103,279,274
LDWP,"4/2/2022 11 a.m. PDT",317,1088,0,100,277,275
LDWP,"4/2/2022 12 p.m. PDT",306,1101,0,100,277,275
LDWP,"4/2/2022 1 p.m. PDT",248,1095,0,100,276,275
LDWP,"4/2/2022 2 p.m. PDT",230,1093,0,101,277,274
LDWP,"4/2/2022 3 p.m. PDT",279,1079,0,103,277,274
LDWP,"4/2/2022 4 p.m. PDT",338,1010,0,103,276,275
LDWP,"4/2/2022 5 p.m. PDT",318,839,0,104,277,277
LDWP,"4/2/2022 6 p.m. PDT",326,413,0,121,304,277
LDWP,"4/2/2022 7 p.m. PDT",410,73,162,150,349,276
LDWP,"4/2/2022 8 p.m. PDT",349,1,375,203,413,274
LDWP,"4/2/2022 9 p.m. PDT",341,0,376,193,462,274
LDWP,"4/2/2022 10 p.m. PDT",360,0,376,157,461,273
LDWP,"4/2/2022 11 p.m. PDT",412,0,374,190,482,274
LDWP,"4/3/2022 12 a.m. PDT",440,0,372,139,462,274
LDWP,"4/3/2022 1 a.m. PDT",454,0,372,169,469,274
LDWP,"4/3/2022 2 a.m. PDT",449,0,191,201,711,275
LDWP,"4/3/2022 3 a.m. PDT",492,0,186,158,671,276
LDWP,"4/3/2022 4 a.m. PDT",457,0,186,126,595,276
LDWP,"4/3/2022 5 a.m. PDT",439,0,187,138,689,276
