"Region Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
FLA,"11/1/2022 12 a.m. EDT",0,16,3151,0,18326,2161,3837
FLA,"11/1/2022 1 a.m. EDT",0,16,3129,0,16169,1905,3841
FLA,"11/1/2022 2 a.m. EDT",0,16,3097,0,14669,1772,3844
FLA,"11/1/2022 3 a.m. EDT",0,16,3062,0,13875,1651,3841
FLA,"11/1/2022 4 a.m. EDT",0,16,3014,0,13280,1587,3844
FLA,"11/1/2022 5 a.m. EDT",0,16,3025,0,13184,1574,3845
FLA,"11/1/2022 6 a.m. EDT",0,16,3077,0,14114,1597,3843
FLA,"11/1/2022 7 a.m. EDT",0,16,3137,0,15559,1921,3846
FLA,"11/1/2022 8 a.m. EDT",6,16,3145,0,16479,2423,3847
FLA,"11/1/2022 9 a.m. EDT",588,16,3222,0,16974,2306,3844
FLA,"11/1/2022 10 a.m. EDT",2098,16,3240,0,17573,2346,3841
FLA,"11/1/2022 11 a.m. EDT",3080,15,3245,6,18757,2439,3842
FLA,"11/1/2022 12 p.m. EDT",3689,15,3257,0,20185,2556,3837
FLA,"11/1/2022 1 p.m. EDT",4065,14,3396,0,21419,2657,3841
FLA,"11/1/2022 2 p.m. EDT",3962,15,3433,0,22635,2816,3833
FLA,"11/1/2022 3 p.m. EDT",3995,13,3717,0,23762,3128,3834
FLA,"11/1/2022 4 p.m. EDT",3672,15,3845,17,24821,3414,3831
FLA,"11/1/2022 5 p.m. EDT",3163,14,4137,220,25377,3386,3827
FLA,"11/1/2022 6 p.m. EDT",1628,37,4319,260,26187,3361,3827
FLA,"11/1/2022 7 p.m. EDT",262,17,4313,199,25869,3257,3825
FLA,"11/1/2022 8 p.m. EDT",112,15,4240,184,25571,3131,3829
FLA,"11/1/2022 9 p.m. EDT",72,15,4141,43,24685,2815,3826
FLA,"11/1/2022 10 p.m. EDT",72,16,3769,0,23644,2519,3823
FLA,"11/1/2022 11 p.m. EDT",71,16,3476,0,21707,2314,3826
FLA,"11/2/2022 12 a.m. EDT",72,16,3330,0,19138,2178,3826
FLA,"11/2/2022 1 a.m. EDT",0,16,3147,0,17382,1919,3828
FLA,"11/2/2022 2 a.m. EDT",0,15,3034,0,15968,1763,3828
FLA,"11/2/2022 3 a.m. EDT",0,15,3014,0,14951,1579,3827
FLA,"11/2/2022 4 a.m. EDT",0,15,2955,0,14411,1518,3832
FLA,"11/2/2022 5 a.m. EDT",0,15,2951,0,14427,1518,3832
FLA,"11/2/2022 6 a.m. EDT",0,15,3107,0,15129,1687,3835
FLA,"11/2/2022 7 a.m. EDT",0,15,3248,0,16616,1963,3831
FLA,"11/2/2022 8 a.m. EDT",7,15,3296,0,17458,2131,3832
FLA,"11/2/2022 9 a.m. EDT",568,13,3350,0,17761,2192,3838
FLA,"11/2/2022 10 a.m. EDT",1955,13,3346,0,18304,2297,3828
FLA,"11/2/2022 11 a.m. EDT",2968,14,3269,22,19503,2475,3835
FLA,"11/2/2022 12 p.m. EDT",3702,16,3388,48,20343,2684,3831
FLA,"11/2/2022 1 p.m. EDT",3817,14,3434,0,21605,3125,3830
FLA,"11/2/2022 2 p.m. EDT",3870,15,3609,15,22650,3345,3828
FLA,"11/2/2022 3 p.m. EDT",3462,14,3794,171,24048,3416,3827
FLA,"11/2/2022 4 p.m. EDT",3077,13,3978,241,24687,3639,3828
FLA,"11/2/2022 5 p.m. EDT",2444,14,4087,264,25294,3590,3830
FLA,"11/2/2022 6 p.m. EDT",1132,35,4091,190,25971,3516,3827
FLA,"11/2/2022 7 p.m. EDT",158,14,4181,146,25567,3428,3827
FLA,"11/2/2022 8 p.m. EDT",48,14,4145,89,24914,3395,3829
FLA,"11/2/2022 9 p.m. EDT",0,15,4026,0,23510,3413,3825
FLA,"11/2/2022 10 p.m. EDT",-1,14,3828,0,22066,3156,3826
FLA,"11/2/2022 11 p.m. EDT",3584,14,3429,0,20339,2907,3827
FLA,"11/3/2022 12 a.m. EDT",11133,14,3158,0,20457,2495,2935
FLA,"11/3/2022 1 a.m. EDT",0,15,2923,0,16924,2111,3829
FLA,"11/3/2022 2 a.m. EDT",0,15,3009,0,15676,1882,3827
FLA,"11/3/2022 3 a.m. EDT",0,14,3004,0,14511,1865,3829
FLA,"11/3/2022 4 a.m. EDT",0,16,2939,0,13875,1858,3828
FLA,"11/3/2022 5 a.m. EDT",0,15,2848,0,13911,1858,3831
FLA,"11/3/2022 6 a.m. EDT",0,16,3028,0,14637,1892,3831
FLA,"11/3/2022 7 a.m. EDT",0,16,3159,1,16250,2006,3833
FLA,"11/3/2022 8 a.m. EDT",6,14,3258,3,17216,2131,3834
FLA,"11/3/2022 9 a.m. EDT",584,15,3273,0,17378,2145,3834
FLA,"11/3/2022 10 a.m. EDT",1960,13,3242,0,17960,2220,3841
FLA,"11/3/2022 11 a.m. EDT",3023,14,3231,0,18893,2262,3843
FLA,"11/3/2022 12 p.m. EDT",3454,13,3236,0,20260,2478,3840
FLA,"11/3/2022 1 p.m. EDT",3947,14,3413,0,21267,2675,3839
FLA,"11/3/2022 2 p.m. EDT",3869,16,3640,0,22188,2928,3830
FLA,"11/3/2022 3 p.m. EDT",3933,14,3687,0,22938,3010,3827
FLA,"11/3/2022 4 p.m. EDT",3406,16,3724,0,23962,2987,3828
FLA,"11/3/2022 5 p.m. EDT",2749,15,3772,0,24401,3060,3828
FLA,"11/3/2022 6 p.m. EDT",1419,36,3822,0,24757,2992,3826
FLA,"11/3/2022 7 p.m. EDT",188,16,3696,0,24575,2954,3825
FLA,"11/3/2022 8 p.m. EDT",61,17,3759,0,24260,2727,3821
FLA,"11/3/2022 9 p.m. EDT",14,17,3663,0,23241,2486,3818
FLA,"11/3/2022 10 p.m. EDT",11,17,3486,0,21440,2340,3827
FLA,"11/3/2022 11 p.m. EDT",5,16,3309,0,19637,2209,3829
FLA,"11/4/2022 12 a.m. EDT",4,17,3277,0,17004,2049,3831
FLA,"11/4/2022 1 a.m. EDT",4,16,3037,0,14947,1817,3821
FLA,"11/4/2022 2 a.m. EDT",4,15,2931,0,13521,1691,3821
FLA,"11/4/2022 3 a.m. EDT",5,16,2753,0,12716,1608,3825
FLA,"11/4/2022 4 a.m. EDT",4,17,2564,0,12214,1555,3824
FLA,"11/4/2022 5 a.m. EDT",4,16,2530,0,12124,1539,3829
FLA,"11/4/2022 6 a.m. EDT",1,16,2766,0,12827,1620,3830
FLA,"11/4/2022 7 a.m. EDT",0,16,3013,0,14231,1741,3830
FLA,"11/4/2022 8 a.m. EDT",18,16,3092,0,15056,1953,3831
FLA,"11/4/2022 9 a.m. EDT",872,15,3088,0,15271,1947,3829
FLA,"11/4/2022 10 a.m. EDT",2785,15,3076,0,15282,2005,3832
FLA,"11/4/2022 11 a.m. EDT",3858,15,3151,0,16271,2043,3836
FLA,"11/4/2022 12 p.m. EDT",4189,16,3158,0,17320,2220,3832
FLA,"11/4/2022 1 p.m. EDT",4281,16,3172,0,18689,2310,3827
FLA,"11/4/2022 2 p.m. EDT",4345,16,3196,0,20005,2423,3828
FLA,"11/4/2022 3 p.m. EDT",4215,16,3277,0,20829,2764,3823
FLA,"11/4/2022 4 p.m. EDT",3937,16,3289,0,21641,3023,3824
FLA,"11/4/2022 5 p.m. EDT",3186,15,3592,0,21949,3167,3828
FLA,"11/4/2022 6 p.m. EDT",1578,15,3608,0,22751,3150,3826
FLA,"11/4/2022 7 p.m. EDT",208,16,3623,0,22466,3164,3826
FLA,"11/4/2022 8 p.m. EDT",48,15,3596,0,21991,3036,3830
FLA,"11/4/2022 9 p.m. EDT",2,16,3585,0,20704,2805,3830
FLA,"11/4/2022 10 p.m. EDT",1,15,3407,0,19345,2481,3830
FLA,"11/4/2022 11 p.m. EDT",0,17,3250,0,18047,2177,3843
FLA,"11/5/2022 12 a.m. EDT",0,17,3218,0,16283,2133,3840
FLA,"11/5/2022 1 a.m. EDT",0,17,3090,0,14615,1929,3831
FLA,"11/5/2022 2 a.m. EDT",0,17,2859,0,13247,1826,3830
FLA,"11/5/2022 3 a.m. EDT",-1,18,2744,0,12358,1717,3831
FLA,"11/5/2022 4 a.m. EDT",0,18,2627,0,11946,1699,3834
FLA,"11/5/2022 5 a.m. EDT",0,18,2528,0,11798,1698,3830
FLA,"11/5/2022 6 a.m. EDT",0,18,2561,0,11980,1707,3833
FLA,"11/5/2022 7 a.m. EDT",0,18,2717,0,12415,1766,3837
FLA,"11/5/2022 8 a.m. EDT",1,18,2850,0,12873,1757,3833
FLA,"11/5/2022 9 a.m. EDT",712,17,2947,0,13818,1861,3838
FLA,"11/5/2022 10 a.m. EDT",2442,17,2980,0,14819,2016,3837
FLA,"11/5/2022 11 a.m. EDT",3380,18,3084,0,16069,2212,3835
FLA,"11/5/2022 12 p.m. EDT",3467,17,3149,0,17804,2456,3839
FLA,"11/5/2022 1 p.m. EDT",3488,17,3464,0,18919,2648,3832
FLA,"11/5/2022 2 p.m. EDT",3353,17,3720,0,20014,2752,3834
FLA,"11/5/2022 3 p.m. EDT",3273,18,3738,0,21102,2631,3830
FLA,"11/5/2022 4 p.m. EDT",3160,17,3757,0,21875,2650,3828
FLA,"11/5/2022 5 p.m. EDT",2453,18,3753,0,22366,2767,3828
FLA,"11/5/2022 6 p.m. EDT",1096,38,3830,0,22752,2848,3829
FLA,"11/5/2022 7 p.m. EDT",153,16,3857,0,22382,2779,3831
FLA,"11/5/2022 8 p.m. EDT",60,16,3771,0,21496,2786,3832
FLA,"11/5/2022 9 p.m. EDT",12,16,3637,0,20373,2805,3833
FLA,"11/5/2022 10 p.m. EDT",12,16,3398,0,19188,2845,3833
FLA,"11/5/2022 11 p.m. EDT",12,17,3315,0,17714,2666,3838
FLA,"11/6/2022 12 a.m. EDT",12,16,3335,0,16376,2547,3835
FLA,"11/6/2022 1 a.m. EDT",12,16,514,0,7922,3234,121
FLA,"11/6/2022 1 a.m. EST",12,17,2952,0,12984,1210,3837
FLA,"11/6/2022 2 a.m. EST",12,17,2717,0,12582,2043,3839
FLA,"11/6/2022 3 a.m. EST",12,18,2639,0,12441,1935,3837
FLA,"11/6/2022 4 a.m. EST",12,17,2481,0,12246,1811,3838
FLA,"11/6/2022 5 a.m. EST",12,18,2496,0,12209,1789,3840
FLA,"11/6/2022 6 a.m. EST",16,17,2772,0,12448,1834,3837
FLA,"11/6/2022 7 a.m. EST",433,18,3034,0,13260,1933,3839
FLA,"11/6/2022 8 a.m. EST",1778,17,3103,0,14450,1962,3839
FLA,"11/6/2022 9 a.m. EST",2966,18,3101,0,16090,2303,3838
FLA,"11/6/2022 10 a.m. EST",3444,17,3159,0,17693,2958,3839
FLA,"11/6/2022 11 a.m. EST",3567,17,3287,0,19363,3315,3835
FLA,"11/6/2022 12 p.m. EST",3610,18,3629,0,20768,3450,3832
FLA,"11/6/2022 1 p.m. EST",3481,17,3910,0,21970,3439,3831
FLA,"11/6/2022 2 p.m. EST",3167,17,3924,0,22551,3493,3833
FLA,"11/6/2022 3 p.m. EST",2529,18,3957,0,23189,3497,3832
FLA,"11/6/2022 4 p.m. EST",1530,17,3960,0,23505,3462,3828
FLA,"11/6/2022 5 p.m. EST",522,17,3923,0,23632,3453,3832
FLA,"11/6/2022 6 p.m. EST",94,39,3944,0,23509,3364,3834
FLA,"11/6/2022 7 p.m. EST",61,17,3799,0,22493,3360,3831
FLA,"11/6/2022 8 p.m. EST",12,16,3818,0,21022,3402,3833
FLA,"11/6/2022 9 p.m. EST",12,15,3461,0,19454,3379,3836
FLA,"11/6/2022 10 p.m. EST",12,16,3283,0,17984,3151,3847
FLA,"11/6/2022 11 p.m. EST",12,15,3187,0,15898,2823,3843
FLA,"11/7/2022 12 a.m. EST",12,16,3173,0,15256,2605,3844
FLA,"11/7/2022 1 a.m. EST",12,16,3281,0,13532,2360,3850
FLA,"11/7/2022 2 a.m. EST",12,18,2971,0,12535,2238,3850
FLA,"11/7/2022 3 a.m. EST",12,19,2757,0,11896,2062,3849
FLA,"11/7/2022 4 a.m. EST",12,21,2640,0,11690,1991,3854
FLA,"11/7/2022 5 a.m. EST",12,20,2670,0,11772,2058,3853
FLA,"11/7/2022 6 a.m. EST",12,21,3038,0,12803,2164,3840
FLA,"11/7/2022 7 a.m. EST",15,21,3185,0,14373,2395,3841
FLA,"11/7/2022 8 a.m. EST",762,20,3209,0,14769,2408,3843
FLA,"11/7/2022 9 a.m. EST",2614,20,3173,0,15286,2286,3845
FLA,"11/7/2022 10 a.m. EST",3620,20,3157,0,16241,2488,3845
FLA,"11/7/2022 11 a.m. EST",3917,20,3234,0,17569,2967,3846
FLA,"11/7/2022 12 p.m. EST",3851,20,3306,0,19153,3065,3849
FLA,"11/7/2022 1 p.m. EST",3645,21,3585,0,20227,3255,3840
FLA,"11/7/2022 2 p.m. EST",3669,20,3750,0,20551,3153,3828
FLA,"11/7/2022 3 p.m. EST",3384,20,3739,0,20969,3332,3829
FLA,"11/7/2022 4 p.m. EST",2815,20,3744,0,21612,3449,3828
FLA,"11/7/2022 5 p.m. EST",1253,20,3741,0,22291,3626,3829
FLA,"11/7/2022 6 p.m. EST",109,38,3792,0,22621,3397,3843
FLA,"11/7/2022 7 p.m. EST",64,21,3841,0,22674,3278,3837
FLA,"11/7/2022 8 p.m. EST",44,20,3766,0,21738,3079,3841
FLA,"11/7/2022 9 p.m. EST",1,20,3754,0,21490,2987,3840
FLA,"11/7/2022 10 p.m. EST",0,20,3492,0,18825,2800,3845
FLA,"11/7/2022 11 p.m. EST",0,19,3284,0,17104,2368,3841
FLA,"11/8/2022 12 a.m. EST",0,19,3254,0,15498,2231,3846
FLA,"11/8/2022 1 a.m. EST",0,20,3036,0,14040,2002,3845
FLA,"11/8/2022 2 a.m. EST",0,20,3013,0,12755,1749,3847
FLA,"11/8/2022 3 a.m. EST",0,21,2918,0,12008,1741,3850
FLA,"11/8/2022 4 a.m. EST",0,23,2734,0,11717,1730,3848
FLA,"11/8/2022 5 a.m. EST",-1,21,2736,0,11748,1776,3847
FLA,"11/8/2022 6 a.m. EST",0,21,3023,0,12421,1971,3848
FLA,"11/8/2022 7 a.m. EST",3,20,3206,0,13890,2323,3851
FLA,"11/8/2022 8 a.m. EST",592,20,3283,0,14819,2448,3849
FLA,"11/8/2022 9 a.m. EST",2324,19,3241,0,14900,2669,3849
FLA,"11/8/2022 10 a.m. EST",3313,19,3208,1,15815,2700,3854
FLA,"11/8/2022 11 a.m. EST",3673,20,3284,6,17132,2875,3850
FLA,"11/8/2022 12 p.m. EST",3800,20,3304,13,18298,2995,3847
FLA,"11/8/2022 1 p.m. EST",4088,20,3596,0,18785,3061,3849
FLA,"11/8/2022 2 p.m. EST",3789,21,3808,0,19705,3117,3842
FLA,"11/8/2022 3 p.m. EST",3264,22,3831,0,20229,3073,3842
FLA,"11/8/2022 4 p.m. EST",2361,21,3827,0,20938,3123,3840
FLA,"11/8/2022 5 p.m. EST",1161,21,3826,0,21212,3124,3843
FLA,"11/8/2022 6 p.m. EST",107,38,3787,0,21843,3081,3846
FLA,"11/8/2022 7 p.m. EST",5,21,3838,0,21830,3359,3850
FLA,"11/8/2022 8 p.m. EST",1,21,3756,0,20964,3125,3847
FLA,"11/8/2022 9 p.m. EST",0,21,3660,0,19852,2915,3854
FLA,"11/8/2022 10 p.m. EST",0,22,3380,0,18486,2711,3841
FLA,"11/8/2022 11 p.m. EST",0,21,3267,0,16783,2487,3841
FLA,"11/9/2022 12 a.m. EST",0,21,3192,0,15051,2117,3840
FLA,"11/9/2022 1 a.m. EST",0,22,3124,0,13441,1917,3841
FLA,"11/9/2022 2 a.m. EST",0,22,3038,0,12334,1813,3843
FLA,"11/9/2022 3 a.m. EST",0,22,2913,0,11720,1773,3841
FLA,"11/9/2022 4 a.m. EST",0,22,2619,0,11615,1716,3844
FLA,"11/9/2022 5 a.m. EST",0,22,2567,0,11816,1733,3842
FLA,"11/9/2022 6 a.m. EST",0,22,2770,0,12384,1883,3859
FLA,"11/9/2022 7 a.m. EST",0,21,3136,0,13538,2159,3856
FLA,"11/9/2022 8 a.m. EST",172,21,3245,0,14583,2375,3854
FLA,"11/9/2022 9 a.m. EST",806,21,3259,0,15314,2478,3842
FLA,"11/9/2022 10 a.m. EST",1315,20,3260,1,15914,2583,3854
FLA,"11/9/2022 11 a.m. EST",1763,20,3233,13,16202,2585,3859
FLA,"11/9/2022 12 p.m. EST",1754,20,3181,0,16772,2515,3854
FLA,"11/9/2022 1 p.m. EST",1831,21,3248,0,16736,2439,3860
FLA,"11/9/2022 2 p.m. EST",1416,20,3445,0,16944,2480,3856
FLA,"11/9/2022 3 p.m. EST",1153,20,3434,0,17016,2500,3855
FLA,"11/9/2022 4 p.m. EST",755,21,3430,35,17131,2398,3854
FLA,"11/9/2022 5 p.m. EST",317,21,3459,75,17377,2388,3859
FLA,"11/9/2022 6 p.m. EST",34,36,3530,0,18310,2412,3843
FLA,"11/9/2022 7 p.m. EST",0,21,3579,0,18939,2502,3852
FLA,"11/9/2022 8 p.m. EST",0,20,3549,0,18300,2431,3853
FLA,"11/9/2022 9 p.m. EST",0,20,3501,0,17150,2213,3847
FLA,"11/9/2022 10 p.m. EST",0,19,3343,0,15956,2107,3843
FLA,"11/9/2022 11 p.m. EST",0,20,3030,0,14704,1911,3840
FLA,"11/10/2022 12 a.m. EST",0,20,2981,0,13326,1705,3844
FLA,"11/10/2022 1 a.m. EST",0,19,2847,0,11949,1599,3845
FLA,"11/10/2022 2 a.m. EST",0,21,2713,0,11267,1616,3844
FLA,"11/10/2022 3 a.m. EST",0,20,2550,0,10862,1582,3843
FLA,"11/10/2022 4 a.m. EST",0,22,2436,0,10658,1560,3847
FLA,"11/10/2022 5 a.m. EST",0,23,2466,0,10731,1594,3841
FLA,"11/10/2022 6 a.m. EST",0,22,2650,0,11196,1721,3846
FLA,"11/10/2022 7 a.m. EST",0,22,2846,0,12114,1874,3848
FLA,"11/10/2022 8 a.m. EST",61,22,2902,0,13293,2194,3850
FLA,"11/10/2022 9 a.m. EST",301,22,2920,0,14735,2392,3843
FLA,"11/10/2022 10 a.m. EST",583,20,2967,0,16092,2387,3844
FLA,"11/10/2022 11 a.m. EST",1042,21,3013,0,16767,2401,3859
FLA,"11/10/2022 12 p.m. EST",1387,21,3054,0,17354,2541,3856
FLA,"11/10/2022 1 p.m. EST",1472,21,3205,0,17732,2552,3855
FLA,"11/10/2022 2 p.m. EST",1341,21,3381,0,17842,2668,3845
FLA,"11/10/2022 3 p.m. EST",1231,20,3343,0,18114,2676,3843
FLA,"11/10/2022 4 p.m. EST",861,21,3282,0,18496,2645,3843
FLA,"11/10/2022 5 p.m. EST",464,21,3312,0,18667,2685,3844
FLA,"11/10/2022 6 p.m. EST",33,37,3165,0,19572,2871,3841
FLA,"11/10/2022 7 p.m. EST",2,18,3228,0,19944,3128,3851
FLA,"11/10/2022 8 p.m. EST",0,19,3258,0,19153,2969,3844
FLA,"11/10/2022 9 p.m. EST",0,20,3206,0,18251,2647,3854
FLA,"11/10/2022 10 p.m. EST",0,20,2996,0,17304,2526,3841
FLA,"11/10/2022 11 p.m. EST",0,19,2884,0,16031,2383,3843
FLA,"11/11/2022 12 a.m. EST",0,20,2888,0,14340,1986,3843
FLA,"11/11/2022 1 a.m. EST",0,19,2838,0,13151,1839,3845
FLA,"11/11/2022 2 a.m. EST",0,19,2823,0,12160,1833,3845
FLA,"11/11/2022 3 a.m. EST",0,18,2701,0,11570,1749,3847
FLA,"11/11/2022 4 a.m. EST",0,17,2630,0,11252,1736,3850
FLA,"11/11/2022 5 a.m. EST",0,18,2635,0,11319,1732,3844
FLA,"11/11/2022 6 a.m. EST",0,20,2867,0,11907,1764,3859
FLA,"11/11/2022 7 a.m. EST",1,20,3116,0,13003,2001,3846
FLA,"11/11/2022 8 a.m. EST",392,19,3055,0,14269,2225,3848
FLA,"11/11/2022 9 a.m. EST",1390,19,3116,0,15722,2490,3850
FLA,"11/11/2022 10 a.m. EST",2118,19,3097,0,17330,2496,3852
FLA,"11/11/2022 11 a.m. EST",2856,19,3188,0,18263,2832,3843
FLA,"11/11/2022 12 p.m. EST",3188,19,3394,0,19027,2945,3846
FLA,"11/11/2022 1 p.m. EST",3060,19,3552,0,20015,3185,3844
FLA,"11/11/2022 2 p.m. EST",2897,19,3686,0,20859,3080,3842
FLA,"11/11/2022 3 p.m. EST",2728,19,3587,0,21232,2925,3846
FLA,"11/11/2022 4 p.m. EST",2054,19,3520,0,21741,2779,3841
FLA,"11/11/2022 5 p.m. EST",894,19,3610,0,22316,2878,3840
