"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CPLE,"3/1/2022 12 a.m. EST",-1,64,1014,0,1644,510,3625
CPLE,"3/1/2022 1 a.m. EST",-1,65,990,0,1561,354,3632
CPLE,"3/1/2022 2 a.m. EST",-3,63,995,0,1596,291,3639
CPLE,"3/1/2022 3 a.m. EST",-3,63,1071,0,1902,289,3647
CPLE,"3/1/2022 4 a.m. EST",-2,66,1110,0,2294,362,3655
CPLE,"3/1/2022 5 a.m. EST",-1,65,1101,0,2205,525,3662
CPLE,"3/1/2022 6 a.m. EST",0,63,1113,64,2410,619,3670
CPLE,"3/1/2022 7 a.m. EST",2,64,1115,127,2597,621,3671
CPLE,"3/1/2022 8 a.m. EST",321,65,1103,48,2758,517,3676
CPLE,"3/1/2022 9 a.m. EST",988,63,1071,0,2253,260,3676
CPLE,"3/1/2022 10 a.m. EST",1838,65,859,0,1569,80,3671
CPLE,"3/1/2022 11 a.m. EST",2418,66,673,0,1001,-17,3668
CPLE,"3/1/2022 12 p.m. EST",2644,63,556,0,776,-23,3663
CPLE,"3/1/2022 1 p.m. EST",2484,64,528,0,690,-23,3659
CPLE,"3/1/2022 2 p.m. EST",2409,66,522,0,693,-23,3642
CPLE,"3/1/2022 3 p.m. EST",2292,64,511,0,678,-23,3647
CPLE,"3/1/2022 4 p.m. EST",1939,62,525,0,709,-23,3647
CPLE,"3/1/2022 5 p.m. EST",1251,59,555,0,793,-23,3648
CPLE,"3/1/2022 6 p.m. EST",323,59,640,0,1079,-23,3646
CPLE,"3/1/2022 7 p.m. EST",11,65,879,0,1574,-23,3646
CPLE,"3/1/2022 8 p.m. EST",12,59,1009,0,1614,-23,3647
CPLE,"3/1/2022 9 p.m. EST",-1,61,1039,0,1650,-24,3646
CPLE,"3/1/2022 10 p.m. EST",-2,56,1047,0,1657,-24,3646
CPLE,"3/1/2022 11 p.m. EST",-4,59,978,0,1653,-24,3646
CPLE,"3/2/2022 12 a.m. EST",-2,59,793,0,1307,-23,3645
CPLE,"3/2/2022 1 a.m. EST",-1,61,747,0,1150,-44,3618
CPLE,"3/2/2022 2 a.m. EST",-3,59,738,-1,1153,-45,3606
CPLE,"3/2/2022 3 a.m. EST",0,58,797,-1,1265,-43,3613
CPLE,"3/2/2022 4 a.m. EST",0,54,910,0,1527,-44,3617
CPLE,"3/2/2022 5 a.m. EST",-2,62,992,0,1703,-35,3608
CPLE,"3/2/2022 6 a.m. EST",-2,59,1085,0,2060,-28,3618
CPLE,"3/2/2022 7 a.m. EST",2,73,1132,0,2541,-28,3609
CPLE,"3/2/2022 8 a.m. EST",502,72,1084,0,2590,-29,3619
CPLE,"3/2/2022 9 a.m. EST",1567,63,861,0,1945,-27,3617
CPLE,"3/2/2022 10 a.m. EST",2248,58,682,0,982,-29,3613
CPLE,"3/2/2022 11 a.m. EST",2546,62,641,0,906,-28,3613
CPLE,"3/2/2022 12 p.m. EST",2643,57,623,0,848,-28,3607
CPLE,"3/2/2022 1 p.m. EST",2656,60,591,0,759,-28,3603
CPLE,"3/2/2022 2 p.m. EST",2639,61,576,0,730,-28,3601
CPLE,"3/2/2022 3 p.m. EST",2464,57,578,0,730,-28,3607
CPLE,"3/2/2022 4 p.m. EST",2036,60,582,0,761,-28,3598
CPLE,"3/2/2022 5 p.m. EST",1295,55,641,0,928,-28,3598
CPLE,"3/2/2022 6 p.m. EST",327,58,693,0,1069,-27,3598
CPLE,"3/2/2022 7 p.m. EST",27,66,825,0,1379,-26,3607
CPLE,"3/2/2022 8 p.m. EST",28,59,952,0,1608,-26,3600
CPLE,"3/2/2022 9 p.m. EST",0,60,985,0,1617,-26,3614
CPLE,"3/2/2022 10 p.m. EST",-4,57,981,0,1620,-27,3440
CPLE,"3/2/2022 11 p.m. EST",-2,59,949,0,1557,-25,3383
CPLE,"3/3/2022 12 a.m. EST",0,61,846,0,1414,-25,3386
CPLE,"3/3/2022 1 a.m. EST",-2,61,737,0,1098,-27,3392
CPLE,"3/3/2022 2 a.m. EST",-1,60,693,-1,1000,-27,3404
CPLE,"3/3/2022 3 a.m. EST",-1,55,692,-1,1012,-27,3411
CPLE,"3/3/2022 4 a.m. EST",-3,58,732,0,1133,-27,3419
CPLE,"3/3/2022 5 a.m. EST",-2,63,883,0,1354,-27,3428
CPLE,"3/3/2022 6 a.m. EST",-2,59,1082,0,1631,-27,3445
CPLE,"3/3/2022 7 a.m. EST",3,62,1151,0,1652,-27,3463
CPLE,"3/3/2022 8 a.m. EST",495,54,1082,0,1582,-27,3477
CPLE,"3/3/2022 9 a.m. EST",1495,64,844,0,1189,-27,3480
CPLE,"3/3/2022 10 a.m. EST",2126,62,669,0,936,-27,3497
CPLE,"3/3/2022 11 a.m. EST",2469,60,624,0,830,-27,3502
CPLE,"3/3/2022 12 p.m. EST",2566,59,585,0,727,-27,3510
CPLE,"3/3/2022 1 p.m. EST",2547,58,581,0,725,-26,3518
CPLE,"3/3/2022 2 p.m. EST",2477,21,588,0,744,-26,3514
CPLE,"3/3/2022 3 p.m. EST",2338,24,644,0,927,-26,3526
CPLE,"3/3/2022 4 p.m. EST",1971,22,751,0,1235,-26,3531
CPLE,"3/3/2022 5 p.m. EST",1215,46,846,0,1449,-26,3538
CPLE,"3/3/2022 6 p.m. EST",308,60,969,0,1462,-26,3550
CPLE,"3/3/2022 7 p.m. EST",30,58,1016,0,1504,-26,3559
CPLE,"3/3/2022 8 p.m. EST",23,66,1007,0,1552,-26,3571
CPLE,"3/3/2022 9 p.m. EST",-2,59,974,0,1580,-25,3579
CPLE,"3/3/2022 10 p.m. EST",0,63,966,0,1572,-25,3593
CPLE,"3/3/2022 11 p.m. EST",0,63,873,0,1358,-25,3609
CPLE,"3/4/2022 12 a.m. EST",-1,60,683,0,910,-25,3618
CPLE,"3/4/2022 1 a.m. EST",-3,60,655,0,889,-25,3636
CPLE,"3/4/2022 2 a.m. EST",-3,63,676,-1,946,-25,3642
CPLE,"3/4/2022 3 a.m. EST",-1,56,679,-1,956,-25,3649
CPLE,"3/4/2022 4 a.m. EST",-1,60,699,0,1034,-25,3653
CPLE,"3/4/2022 5 a.m. EST",-1,67,688,0,987,-26,3658
CPLE,"3/4/2022 6 a.m. EST",-2,59,707,0,1002,-26,3658
CPLE,"3/4/2022 7 a.m. EST",3,62,923,0,1481,-26,3675
CPLE,"3/4/2022 8 a.m. EST",486,61,950,0,1487,-26,3675
CPLE,"3/4/2022 9 a.m. EST",1494,60,802,0,1311,-26,3671
CPLE,"3/4/2022 10 a.m. EST",2206,47,669,0,988,-26,3679
CPLE,"3/4/2022 11 a.m. EST",2540,49,606,0,799,-24,3679
CPLE,"3/4/2022 12 p.m. EST",2558,48,583,0,763,-23,3673
CPLE,"3/4/2022 1 p.m. EST",2480,45,582,0,781,-25,3665
CPLE,"3/4/2022 2 p.m. EST",2381,44,583,0,755,-25,3664
CPLE,"3/4/2022 3 p.m. EST",2057,48,584,0,761,-25,3535
CPLE,"3/4/2022 4 p.m. EST",1643,48,586,0,775,-25,3262
CPLE,"3/4/2022 5 p.m. EST",898,48,647,0,994,-25,3140
CPLE,"3/4/2022 6 p.m. EST",210,45,868,0,1518,-25,3087
CPLE,"3/4/2022 7 p.m. EST",27,49,987,0,1613,-25,3056
CPLE,"3/4/2022 8 p.m. EST",25,48,1015,0,1614,-25,2931
CPLE,"3/4/2022 9 p.m. EST",-2,46,1052,0,1652,-25,2835
CPLE,"3/4/2022 10 p.m. EST",-2,47,1048,0,1656,-25,2754
CPLE,"3/4/2022 11 p.m. EST",-1,46,1048,0,1637,-25,2715
CPLE,"3/5/2022 12 a.m. EST",0,48,1048,0,1658,-26,2708
CPLE,"3/5/2022 1 a.m. EST",-4,35,1025,0,1576,-27,2709
CPLE,"3/5/2022 2 a.m. EST",-2,21,980,-1,1432,-27,2703
CPLE,"3/5/2022 3 a.m. EST",-1,15,972,-1,1412,-27,2717
CPLE,"3/5/2022 4 a.m. EST",-1,26,975,0,1437,-27,2713
CPLE,"3/5/2022 5 a.m. EST",0,20,999,0,1515,-27,2712
CPLE,"3/5/2022 6 a.m. EST",-3,22,1039,0,1653,-27,2712
CPLE,"3/5/2022 7 a.m. EST",0,53,1050,0,1665,-27,2707
CPLE,"3/5/2022 8 a.m. EST",169,50,1020,0,1731,-27,2710
CPLE,"3/5/2022 9 a.m. EST",510,50,1018,0,1783,-27,2718
CPLE,"3/5/2022 10 a.m. EST",971,47,975,0,1573,-26,2712
CPLE,"3/5/2022 11 a.m. EST",1353,47,811,0,1294,-26,2707
CPLE,"3/5/2022 12 p.m. EST",1613,19,666,0,945,-26,2714
CPLE,"3/5/2022 1 p.m. EST",1813,16,606,0,803,-24,2709
CPLE,"3/5/2022 2 p.m. EST",1720,17,585,0,741,-24,2708
CPLE,"3/5/2022 3 p.m. EST",1593,15,586,0,757,-25,2712
CPLE,"3/5/2022 4 p.m. EST",1393,12,599,0,783,-25,2710
CPLE,"3/5/2022 5 p.m. EST",977,13,652,0,946,-24,2703
CPLE,"3/5/2022 6 p.m. EST",258,37,778,0,1278,-24,2710
CPLE,"3/5/2022 7 p.m. EST",25,40,958,0,1519,-24,2707
CPLE,"3/5/2022 8 p.m. EST",27,37,1053,0,1579,-24,2708
CPLE,"3/5/2022 9 p.m. EST",-1,38,1023,0,1555,-24,2705
CPLE,"3/5/2022 10 p.m. EST",-1,38,970,0,1541,-24,2643
CPLE,"3/5/2022 11 p.m. EST",-2,9,891,0,1398,-24,2659
CPLE,"3/6/2022 12 a.m. EST",0,9,764,0,1030,-24,2673
CPLE,"3/6/2022 1 a.m. EST",-3,9,700,0,860,-25,2673
CPLE,"3/6/2022 2 a.m. EST",-3,7,689,-1,829,-25,2683
CPLE,"3/6/2022 3 a.m. EST",-1,6,703,-1,880,-25,2694
CPLE,"3/6/2022 4 a.m. EST",-3,12,688,0,848,-25,2699
CPLE,"3/6/2022 5 a.m. EST",0,10,678,0,814,-25,2704
CPLE,"3/6/2022 6 a.m. EST",-1,8,676,0,827,-25,2710
CPLE,"3/6/2022 7 a.m. EST",3,9,705,0,898,-25,2713
CPLE,"3/6/2022 8 a.m. EST",316,21,649,0,817,-25,2586
CPLE,"3/6/2022 9 a.m. EST",1148,20,636,0,786,-25,2703
CPLE,"3/6/2022 10 a.m. EST",1747,21,647,0,812,-25,2705
CPLE,"3/6/2022 11 a.m. EST",1837,20,643,0,764,-25,2700
CPLE,"3/6/2022 12 p.m. EST",2073,7,638,0,787,-22,2694
CPLE,"3/6/2022 1 p.m. EST",2149,9,643,0,779,-22,2696
CPLE,"3/6/2022 2 p.m. EST",2016,10,645,0,790,-22,2700
CPLE,"3/6/2022 3 p.m. EST",1844,9,640,0,790,-22,2693
CPLE,"3/6/2022 4 p.m. EST",1620,9,673,0,880,-22,2694
CPLE,"3/6/2022 5 p.m. EST",1125,9,809,0,1268,-22,2694
CPLE,"3/6/2022 6 p.m. EST",329,44,974,0,1533,-22,2695
CPLE,"3/6/2022 7 p.m. EST",30,43,1044,0,1692,-22,2690
CPLE,"3/6/2022 8 p.m. EST",28,45,1098,0,1714,-22,2700
CPLE,"3/6/2022 9 p.m. EST",-2,44,1125,0,1579,-21,2697
CPLE,"3/6/2022 10 p.m. EST",-2,43,1085,0,1583,-21,2697
CPLE,"3/6/2022 11 p.m. EST",-4,18,1013,0,1545,-21,2700
CPLE,"3/7/2022 12 a.m. EST",-1,6,786,0,1106,-22,2702
CPLE,"3/7/2022 1 a.m. EST",0,6,695,0,965,-20,2699
CPLE,"3/7/2022 2 a.m. EST",-2,7,674,-1,925,-20,2696
CPLE,"3/7/2022 3 a.m. EST",-2,6,706,-1,1019,-20,2704
CPLE,"3/7/2022 4 a.m. EST",-2,5,744,0,1111,-20,2694
CPLE,"3/7/2022 5 a.m. EST",-1,7,821,0,1264,-20,2701
CPLE,"3/7/2022 6 a.m. EST",-1,7,968,0,1543,-20,2700
CPLE,"3/7/2022 7 a.m. EST",0,7,1039,0,1557,-20,2697
CPLE,"3/7/2022 8 a.m. EST",330,24,1030,0,1597,-20,2699
CPLE,"3/7/2022 9 a.m. EST",1110,29,1018,0,1539,-21,2697
CPLE,"3/7/2022 10 a.m. EST",1755,31,879,1,1432,-21,2692
CPLE,"3/7/2022 11 a.m. EST",2090,20,832,1,1445,-22,2698
CPLE,"3/7/2022 12 p.m. EST",2102,20,971,0,1477,-22,2694
CPLE,"3/7/2022 1 p.m. EST",1855,20,1025,0,1553,-22,2690
CPLE,"3/7/2022 2 p.m. EST",1764,20,1018,0,1758,-23,2689
CPLE,"3/7/2022 3 p.m. EST",1729,44,1016,0,1950,-23,2691
CPLE,"3/7/2022 4 p.m. EST",1363,44,1023,0,2014,-23,2690
CPLE,"3/7/2022 5 p.m. EST",879,47,1029,0,2027,-23,2690
CPLE,"3/7/2022 6 p.m. EST",232,47,1088,0,2145,-23,2688
CPLE,"3/7/2022 7 p.m. EST",32,45,1093,0,2200,-23,2697
CPLE,"3/7/2022 8 p.m. EST",30,46,1095,0,2201,-22,2687
CPLE,"3/7/2022 9 p.m. EST",-3,43,1125,0,2174,-22,2696
CPLE,"3/7/2022 10 p.m. EST",0,45,1068,0,1691,-22,2691
CPLE,"3/7/2022 11 p.m. EST",0,49,1030,0,1503,-21,2703
CPLE,"3/8/2022 12 a.m. EST",-2,51,1041,0,1533,-21,2695
CPLE,"3/8/2022 1 a.m. EST",-5,50,989,0,1583,-24,2699
CPLE,"3/8/2022 2 a.m. EST",-1,50,971,-1,1576,-24,2707
CPLE,"3/8/2022 3 a.m. EST",-1,50,960,-1,1548,-24,2702
CPLE,"3/8/2022 4 a.m. EST",-1,51,920,0,1453,-24,2711
CPLE,"3/8/2022 5 a.m. EST",-1,53,939,0,1525,-24,2714
CPLE,"3/8/2022 6 a.m. EST",-2,51,1026,0,1605,-24,2717
CPLE,"3/8/2022 7 a.m. EST",2,50,1034,0,1563,-24,2721
CPLE,"3/8/2022 8 a.m. EST",333,51,992,0,1532,-24,2719
CPLE,"3/8/2022 9 a.m. EST",989,47,876,0,1289,-25,2714
CPLE,"3/8/2022 10 a.m. EST",1598,51,843,0,1243,-24,2723
CPLE,"3/8/2022 11 a.m. EST",1985,56,809,0,1220,-24,2712
CPLE,"3/8/2022 12 p.m. EST",2135,48,813,0,1251,-25,2719
CPLE,"3/8/2022 1 p.m. EST",2172,52,810,0,1242,-25,2712
CPLE,"3/8/2022 2 p.m. EST",2017,52,762,0,1206,-25,2715
CPLE,"3/8/2022 3 p.m. EST",1672,48,756,0,1276,-25,2713
CPLE,"3/8/2022 4 p.m. EST",1278,51,838,0,1506,-25,2714
CPLE,"3/8/2022 5 p.m. EST",702,50,949,0,1599,-25,2714
CPLE,"3/8/2022 6 p.m. EST",143,48,1023,0,2035,-23,2713
CPLE,"3/8/2022 7 p.m. EST",25,49,1026,0,2105,-23,2708
CPLE,"3/8/2022 8 p.m. EST",28,51,1029,0,2143,-23,2717
CPLE,"3/8/2022 9 p.m. EST",-2,50,1070,0,2113,-23,2712
CPLE,"3/8/2022 10 p.m. EST",0,53,1097,0,1987,-24,2714
CPLE,"3/8/2022 11 p.m. EST",-2,55,1094,0,1804,-24,2711
CPLE,"3/9/2022 12 a.m. EST",-1,55,1080,0,1746,-24,2716
CPLE,"3/9/2022 1 a.m. EST",-3,52,1017,0,1666,-24,2716
CPLE,"3/9/2022 2 a.m. EST",-3,35,996,-1,1608,-24,2717
CPLE,"3/9/2022 3 a.m. EST",-1,17,947,-1,1472,-24,2717
CPLE,"3/9/2022 4 a.m. EST",-2,17,841,0,1107,-24,2716
CPLE,"3/9/2022 5 a.m. EST",-2,15,790,0,1001,-24,2724
CPLE,"3/9/2022 6 a.m. EST",0,18,884,0,1262,-24,2717
CPLE,"3/9/2022 7 a.m. EST",0,25,1092,0,1627,-25,2722
CPLE,"3/9/2022 8 a.m. EST",99,53,1153,0,1658,-24,2721
CPLE,"3/9/2022 9 a.m. EST",221,50,1138,0,1633,-25,2721
CPLE,"3/9/2022 10 a.m. EST",356,57,1088,0,1636,-25,2718
CPLE,"3/9/2022 11 a.m. EST",421,57,1072,0,1638,-25,2725
CPLE,"3/9/2022 12 p.m. EST",560,64,1063,0,1653,-25,2721
CPLE,"3/9/2022 1 p.m. EST",754,77,1056,0,1614,-25,2720
CPLE,"3/9/2022 2 p.m. EST",685,94,992,0,1760,-25,2715
CPLE,"3/9/2022 3 p.m. EST",563,104,989,0,1771,-25,2717
CPLE,"3/9/2022 4 p.m. EST",362,102,989,0,1764,-25,2720
CPLE,"3/9/2022 5 p.m. EST",207,99,987,0,1744,-22,2717
CPLE,"3/9/2022 6 p.m. EST",67,100,1001,0,1759,-22,2718
CPLE,"3/9/2022 7 p.m. EST",34,100,1061,0,1788,-21,2718
CPLE,"3/9/2022 8 p.m. EST",35,83,1047,0,1815,-20,2717
CPLE,"3/9/2022 9 p.m. EST",-2,81,1090,0,1892,-20,2712
CPLE,"3/9/2022 10 p.m. EST",-5,79,1101,0,1826,-20,2721
CPLE,"3/9/2022 11 p.m. EST",-2,83,1077,0,1647,-21,2719
CPLE,"3/10/2022 12 a.m. EST",-2,45,1072,0,1567,-21,2722
CPLE,"3/10/2022 1 a.m. EST",-2,41,1065,0,1580,-25,2722
CPLE,"3/10/2022 2 a.m. EST",0,38,1101,-1,1671,-25,2723
CPLE,"3/10/2022 3 a.m. EST",0,37,1106,-1,1693,-26,2724
CPLE,"3/10/2022 4 a.m. EST",0,37,1101,0,1691,-26,2724
CPLE,"3/10/2022 5 a.m. EST",-2,32,1138,0,1685,-25,2724
CPLE,"3/10/2022 6 a.m. EST",-1,34,1169,0,1704,-26,2721
CPLE,"3/10/2022 7 a.m. EST",-2,42,1203,0,1709,-26,2729
CPLE,"3/10/2022 8 a.m. EST",74,57,1178,0,2075,-25,2727
CPLE,"3/10/2022 9 a.m. EST",172,59,1141,0,2229,-26,2727
CPLE,"3/10/2022 10 a.m. EST",284,57,1072,0,2217,-25,2726
CPLE,"3/10/2022 11 a.m. EST",439,58,1073,0,2316,-26,2726
CPLE,"3/10/2022 12 p.m. EST",592,56,1071,0,2372,-25,2724
CPLE,"3/10/2022 1 p.m. EST",576,36,1073,0,2380,-25,2726
CPLE,"3/10/2022 2 p.m. EST",474,34,1072,0,2374,-20,2725
CPLE,"3/10/2022 3 p.m. EST",316,24,1073,0,2377,-10,2727
CPLE,"3/10/2022 4 p.m. EST",245,45,1074,0,2379,-5,2727
CPLE,"3/10/2022 5 p.m. EST",190,59,1073,0,2391,47,2723
CPLE,"3/10/2022 6 p.m. EST",79,58,1074,0,2349,71,2731
CPLE,"3/10/2022 7 p.m. EST",30,58,1075,0,2445,103,2727
CPLE,"3/10/2022 8 p.m. EST",32,56,1071,0,2650,138,2726
CPLE,"3/10/2022 9 p.m. EST",-1,58,1107,0,2658,177,2727
CPLE,"3/10/2022 10 p.m. EST",-2,58,1107,0,2622,214,2722
CPLE,"3/10/2022 11 p.m. EST",-1,65,1104,0,2564,220,2731
CPLE,"3/11/2022 12 a.m. EST",-2,64,1093,0,2115,204,2726
CPLE,"3/11/2022 1 a.m. EST",-1,60,1097,0,2166,136,2726
CPLE,"3/11/2022 2 a.m. EST",-1,64,1076,-1,2017,134,2726
CPLE,"3/11/2022 3 a.m. EST",0,67,1062,-1,1945,130,2724
