"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
FPC,"8/1/2022 12 a.m. EDT",0,24,94,0,5662,457
FPC,"8/1/2022 1 a.m. EDT",0,25,93,0,5298,410
FPC,"8/1/2022 2 a.m. EDT",0,24,93,0,4746,405
FPC,"8/1/2022 3 a.m. EDT",0,25,94,0,4340,405
FPC,"8/1/2022 4 a.m. EDT",0,24,95,0,4021,401
FPC,"8/1/2022 5 a.m. EDT",0,25,95,0,3970,405
FPC,"8/1/2022 6 a.m. EDT",0,25,92,0,4083,402
FPC,"8/1/2022 7 a.m. EDT",0,24,94,0,4236,405
FPC,"8/1/2022 8 a.m. EDT",97,25,94,0,4352,406
FPC,"8/1/2022 9 a.m. EDT",427,25,94,0,4651,408
FPC,"8/1/2022 10 a.m. EDT",647,24,91,0,5121,407
FPC,"8/1/2022 11 a.m. EDT",698,25,91,0,5774,433
FPC,"8/1/2022 12 p.m. EDT",667,22,89,0,6703,436
FPC,"8/1/2022 1 p.m. EDT",692,22,90,13,7218,622
FPC,"8/1/2022 2 p.m. EDT",645,22,87,38,7562,940
FPC,"8/1/2022 3 p.m. EDT",581,21,86,43,7654,1186
FPC,"8/1/2022 4 p.m. EDT",630,22,86,86,7703,1256
FPC,"8/1/2022 5 p.m. EDT",586,22,88,139,7847,1257
FPC,"8/1/2022 6 p.m. EDT",524,37,87,217,7837,1254
FPC,"8/1/2022 7 p.m. EDT",347,19,89,285,7832,1253
FPC,"8/1/2022 8 p.m. EDT",134,19,88,203,7744,1251
FPC,"8/1/2022 9 p.m. EDT",3,19,88,62,7347,1255
FPC,"8/1/2022 10 p.m. EDT",0,22,87,0,6599,1256
FPC,"8/1/2022 11 p.m. EDT",0,22,89,0,5387,1251
FPC,"8/2/2022 12 a.m. EDT",0,22,87,0,4676,1254
FPC,"8/2/2022 1 a.m. EDT",0,22,88,0,4232,1209
FPC,"8/2/2022 2 a.m. EDT",0,23,90,0,3919,924
FPC,"8/2/2022 3 a.m. EDT",0,22,87,0,3860,550
FPC,"8/2/2022 4 a.m. EDT",0,22,87,0,3789,412
FPC,"8/2/2022 5 a.m. EDT",0,23,90,0,3842,411
FPC,"8/2/2022 6 a.m. EDT",0,22,88,0,4016,410
FPC,"8/2/2022 7 a.m. EDT",0,8,90,0,4271,410
FPC,"8/2/2022 8 a.m. EDT",101,0,89,0,4494,409
FPC,"8/2/2022 9 a.m. EDT",446,0,89,0,4756,411
FPC,"8/2/2022 10 a.m. EDT",570,0,83,0,5326,410
FPC,"8/2/2022 11 a.m. EDT",670,0,87,0,5914,413
FPC,"8/2/2022 12 p.m. EDT",702,0,87,0,6530,431
FPC,"8/2/2022 1 p.m. EDT",724,0,83,0,7159,554
FPC,"8/2/2022 2 p.m. EDT",645,0,76,0,7291,975
FPC,"8/2/2022 3 p.m. EDT",576,0,71,0,7509,941
FPC,"8/2/2022 4 p.m. EDT",530,0,73,21,7498,1221
FPC,"8/2/2022 5 p.m. EDT",478,11,69,47,7538,1232
FPC,"8/2/2022 6 p.m. EDT",359,36,67,44,7548,1178
FPC,"8/2/2022 7 p.m. EDT",210,20,60,44,7614,1022
FPC,"8/2/2022 8 p.m. EDT",43,19,56,2,7298,963
FPC,"8/2/2022 9 p.m. EDT",1,17,51,0,6803,891
