"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
FPC,"7/1/2022 12 a.m. EDT",0,21,96,0,5277,198
FPC,"7/1/2022 1 a.m. EDT",0,21,96,0,4837,204
FPC,"7/1/2022 2 a.m. EDT",0,22,98,0,4296,205
FPC,"7/1/2022 3 a.m. EDT",0,21,96,0,3941,202
FPC,"7/1/2022 4 a.m. EDT",0,22,97,0,3699,204
FPC,"7/1/2022 5 a.m. EDT",0,21,95,0,3646,204
FPC,"7/1/2022 6 a.m. EDT",0,22,97,0,3750,202
FPC,"7/1/2022 7 a.m. EDT",0,21,96,0,3986,205
FPC,"7/1/2022 8 a.m. EDT",94,22,95,0,4390,204
FPC,"7/1/2022 9 a.m. EDT",354,21,96,0,4756,203
FPC,"7/1/2022 10 a.m. EDT",487,22,96,0,5326,203
FPC,"7/1/2022 11 a.m. EDT",585,21,95,0,5853,204
FPC,"7/1/2022 12 p.m. EDT",614,18,95,0,6372,203
FPC,"7/1/2022 1 p.m. EDT",546,14,97,0,6927,204
FPC,"7/1/2022 2 p.m. EDT",465,14,96,0,7165,204
FPC,"7/1/2022 3 p.m. EDT",418,15,96,0,7331,203
FPC,"7/1/2022 4 p.m. EDT",365,14,95,37,7436,232
FPC,"7/1/2022 5 p.m. EDT",337,15,95,47,7353,203
FPC,"7/1/2022 6 p.m. EDT",203,37,95,16,7241,200
FPC,"7/1/2022 7 p.m. EDT",153,14,96,0,7051,201
FPC,"7/1/2022 8 p.m. EDT",71,12,93,0,6860,204
FPC,"7/1/2022 9 p.m. EDT",2,13,98,0,6504,217
FPC,"7/1/2022 10 p.m. EDT",0,13,94,0,6105,206
FPC,"7/1/2022 11 p.m. EDT",0,15,93,0,5531,238
FPC,"7/2/2022 12 a.m. EDT",0,15,95,0,4959,204
FPC,"7/2/2022 1 a.m. EDT",0,15,97,0,4603,200
FPC,"7/2/2022 2 a.m. EDT",0,15,94,0,4147,199
FPC,"7/2/2022 3 a.m. EDT",0,17,97,0,3867,198
FPC,"7/2/2022 4 a.m. EDT",0,16,95,0,3626,198
FPC,"7/2/2022 5 a.m. EDT",0,17,96,0,3519,199
FPC,"7/2/2022 6 a.m. EDT",0,16,96,0,3468,197
FPC,"7/2/2022 7 a.m. EDT",2,16,98,0,3497,199
FPC,"7/2/2022 8 a.m. EDT",94,17,96,0,3785,201
FPC,"7/2/2022 9 a.m. EDT",228,17,94,0,4300,240
FPC,"7/2/2022 10 a.m. EDT",409,16,94,0,5067,202
FPC,"7/2/2022 11 a.m. EDT",466,25,95,0,5643,203
FPC,"7/2/2022 12 p.m. EDT",522,29,93,0,6251,202
FPC,"7/2/2022 1 p.m. EDT",524,26,93,0,6662,205
FPC,"7/2/2022 2 p.m. EDT",476,26,94,0,6624,199
FPC,"7/2/2022 3 p.m. EDT",438,24,96,0,6328,199
FPC,"7/2/2022 4 p.m. EDT",366,24,94,0,6123,198
FPC,"7/2/2022 5 p.m. EDT",314,25,95,0,5954,198
FPC,"7/2/2022 6 p.m. EDT",329,36,93,0,5802,196
FPC,"7/2/2022 7 p.m. EDT",217,23,93,0,5818,206
FPC,"7/2/2022 8 p.m. EDT",76,21,96,0,5871,246
FPC,"7/2/2022 9 p.m. EDT",6,21,96,0,5783,199
FPC,"7/2/2022 10 p.m. EDT",0,23,94,0,5634,198
FPC,"7/2/2022 11 p.m. EDT",0,24,96,0,5231,200
FPC,"7/3/2022 12 a.m. EDT",0,24,96,0,4697,197
FPC,"7/3/2022 1 a.m. EDT",0,24,95,0,4333,201
FPC,"7/3/2022 2 a.m. EDT",0,25,99,0,3928,200
FPC,"7/3/2022 3 a.m. EDT",0,24,96,0,3630,199
FPC,"7/3/2022 4 a.m. EDT",0,24,97,0,3427,200
FPC,"7/3/2022 5 a.m. EDT",0,24,94,0,3348,201
FPC,"7/3/2022 6 a.m. EDT",0,24,96,0,3314,200
FPC,"7/3/2022 7 a.m. EDT",0,24,96,0,3387,200
FPC,"7/3/2022 8 a.m. EDT",95,24,96,0,3699,202
FPC,"7/3/2022 9 a.m. EDT",291,24,95,0,4292,207
FPC,"7/3/2022 10 a.m. EDT",464,24,97,0,4988,207
FPC,"7/3/2022 11 a.m. EDT",396,24,95,0,5764,207
FPC,"7/3/2022 12 p.m. EDT",347,21,95,0,6405,206
FPC,"7/3/2022 1 p.m. EDT",379,21,95,0,6804,205
FPC,"7/3/2022 2 p.m. EDT",408,20,94,0,6696,202
FPC,"7/3/2022 3 p.m. EDT",446,18,95,0,6401,203
FPC,"7/3/2022 4 p.m. EDT",366,18,94,0,6285,204
FPC,"7/3/2022 5 p.m. EDT",357,20,95,0,6171,205
FPC,"7/3/2022 6 p.m. EDT",264,37,97,0,6119,203
FPC,"7/3/2022 7 p.m. EDT",269,17,95,0,5998,201
FPC,"7/3/2022 8 p.m. EDT",159,18,98,0,5989,200
FPC,"7/3/2022 9 p.m. EDT",34,17,93,0,5881,200
FPC,"7/3/2022 10 p.m. EDT",0,18,96,0,5670,201
FPC,"7/3/2022 11 p.m. EDT",0,18,97,0,5253,199
FPC,"7/4/2022 12 a.m. EDT",0,18,96,0,4716,198
FPC,"7/4/2022 1 a.m. EDT",0,20,94,0,4477,199
FPC,"7/4/2022 2 a.m. EDT",0,20,95,0,4025,197
FPC,"7/4/2022 3 a.m. EDT",0,20,96,0,3624,198
FPC,"7/4/2022 4 a.m. EDT",0,20,95,0,3365,198
FPC,"7/4/2022 5 a.m. EDT",0,20,95,0,3258,198
FPC,"7/4/2022 6 a.m. EDT",0,19,95,0,3268,197
FPC,"7/4/2022 7 a.m. EDT",4,20,98,0,3289,197
FPC,"7/4/2022 8 a.m. EDT",128,21,98,0,3601,197
FPC,"7/4/2022 9 a.m. EDT",386,20,97,0,4122,200
FPC,"7/4/2022 10 a.m. EDT",483,20,94,0,4813,207
FPC,"7/4/2022 11 a.m. EDT",501,21,94,0,5639,201
FPC,"7/4/2022 12 p.m. EDT",541,28,97,0,6364,215
FPC,"7/4/2022 1 p.m. EDT",547,28,93,0,6965,220
FPC,"7/4/2022 2 p.m. EDT",539,26,94,24,7244,204
FPC,"7/4/2022 3 p.m. EDT",532,25,94,48,7363,292
FPC,"7/4/2022 4 p.m. EDT",495,24,94,74,7476,471
FPC,"7/4/2022 5 p.m. EDT",400,25,96,133,7497,619
FPC,"7/4/2022 6 p.m. EDT",488,38,93,175,7420,662
