"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
FPC,"4/8/2022 1 p.m. EDT",565,0,93,0,3411,164
FPC,"4/8/2022 2 p.m. EDT",562,0,91,0,3451,167
FPC,"4/8/2022 3 p.m. EDT",550,0,93,0,3537,211
FPC,"4/8/2022 4 p.m. EDT",531,2,88,0,3690,361
FPC,"4/8/2022 5 p.m. EDT",491,7,92,0,3758,580
FPC,"4/8/2022 6 p.m. EDT",437,7,92,0,3853,688
FPC,"4/8/2022 7 p.m. EDT",317,8,93,0,3905,697
FPC,"4/8/2022 8 p.m. EDT",39,7,94,0,4040,694
FPC,"4/8/2022 9 p.m. EDT",1,7,96,0,4072,693
FPC,"4/8/2022 10 p.m. EDT",0,6,100,0,3877,699
FPC,"4/8/2022 11 p.m. EDT",0,7,100,0,3610,696
FPC,"4/9/2022 12 a.m. EDT",0,6,103,0,3298,670
FPC,"4/9/2022 1 a.m. EDT",0,0,99,0,2783,616
FPC,"4/9/2022 2 a.m. EDT",0,0,100,0,2621,594
FPC,"4/9/2022 3 a.m. EDT",0,0,100,0,2551,491
FPC,"4/9/2022 4 a.m. EDT",0,0,100,0,2535,407
FPC,"4/9/2022 5 a.m. EDT",0,0,100,0,2554,417
FPC,"4/9/2022 6 a.m. EDT",0,0,102,0,2659,454
FPC,"4/9/2022 7 a.m. EDT",0,0,100,0,2758,611
FPC,"4/9/2022 8 a.m. EDT",36,0,102,0,2944,668
FPC,"4/9/2022 9 a.m. EDT",270,0,102,0,3067,695
FPC,"4/9/2022 10 a.m. EDT",470,0,102,0,3067,694
FPC,"4/9/2022 11 a.m. EDT",518,0,100,0,2991,690
FPC,"4/9/2022 12 p.m. EDT",545,0,103,0,2948,692
FPC,"4/9/2022 1 p.m. EDT",550,0,100,0,2936,657
FPC,"4/9/2022 2 p.m. EDT",526,0,97,0,2998,672
FPC,"4/9/2022 3 p.m. EDT",532,0,100,0,3009,693
FPC,"4/9/2022 4 p.m. EDT",529,0,101,0,3057,689
FPC,"4/9/2022 5 p.m. EDT",493,0,103,0,3131,695
FPC,"4/9/2022 6 p.m. EDT",485,0,100,0,3246,694
FPC,"4/9/2022 7 p.m. EDT",325,0,102,0,3413,690
FPC,"4/9/2022 8 p.m. EDT",49,0,99,0,3651,692
FPC,"4/9/2022 9 p.m. EDT",0,0,100,0,3766,694
FPC,"4/9/2022 10 p.m. EDT",0,0,101,0,3621,688
FPC,"4/9/2022 11 p.m. EDT",0,0,101,0,3396,693
FPC,"4/10/2022 12 a.m. EDT",0,0,102,0,3126,667
FPC,"4/10/2022 1 a.m. EDT",0,0,102,0,2871,468
FPC,"4/10/2022 2 a.m. EDT",0,4,100,0,2797,217
FPC,"4/10/2022 3 a.m. EDT",0,3,101,0,2656,143
FPC,"4/10/2022 4 a.m. EDT",0,4,99,0,2674,144
FPC,"4/10/2022 5 a.m. EDT",0,3,102,0,2758,144
FPC,"4/10/2022 6 a.m. EDT",1,3,100,0,2950,198
FPC,"4/10/2022 7 a.m. EDT",0,4,101,0,3145,321
FPC,"4/10/2022 8 a.m. EDT",42,3,99,0,3229,644
FPC,"4/10/2022 9 a.m. EDT",335,3,102,0,3191,748
FPC,"4/10/2022 10 a.m. EDT",508,4,102,0,3060,761
FPC,"4/10/2022 11 a.m. EDT",543,3,100,0,3048,607
FPC,"4/10/2022 12 p.m. EDT",556,3,99,0,3066,444
FPC,"4/10/2022 1 p.m. EDT",559,3,99,0,3024,394
FPC,"4/10/2022 2 p.m. EDT",556,4,101,0,2989,394
FPC,"4/10/2022 3 p.m. EDT",558,3,101,0,3163,393
FPC,"4/10/2022 4 p.m. EDT",554,3,101,0,3252,498
FPC,"4/10/2022 5 p.m. EDT",535,3,101,0,3371,603
FPC,"4/10/2022 6 p.m. EDT",493,3,102,0,3477,839
FPC,"4/10/2022 7 p.m. EDT",329,3,102,0,3450,998
FPC,"4/10/2022 8 p.m. EDT",51,3,101,0,3414,1117
FPC,"4/10/2022 9 p.m. EDT",0,3,101,0,3350,1258
FPC,"4/10/2022 10 p.m. EDT",0,3,101,0,3200,1077
FPC,"4/10/2022 11 p.m. EDT",0,5,101,0,3144,696
FPC,"4/11/2022 12 a.m. EDT",0,10,99,0,2911,431
FPC,"4/11/2022 1 a.m. EDT",0,10,100,0,2572,364
FPC,"4/11/2022 2 a.m. EDT",0,11,99,0,2337,359
FPC,"4/11/2022 3 a.m. EDT",0,10,98,0,2200,361
FPC,"4/11/2022 4 a.m. EDT",0,9,98,0,2218,362
FPC,"4/11/2022 5 a.m. EDT",0,8,98,0,2341,362
FPC,"4/11/2022 6 a.m. EDT",0,9,100,0,2594,365
FPC,"4/11/2022 7 a.m. EDT",0,8,100,0,3074,412
FPC,"4/11/2022 8 a.m. EDT",47,9,100,0,3387,606
FPC,"4/11/2022 9 a.m. EDT",327,10,98,0,3303,528
FPC,"4/11/2022 10 a.m. EDT",500,12,96,0,3099,417
FPC,"4/11/2022 11 a.m. EDT",540,11,99,0,2911,447
FPC,"4/11/2022 12 p.m. EDT",557,12,98,0,2966,438
FPC,"4/11/2022 1 p.m. EDT",563,12,95,0,3074,415
FPC,"4/11/2022 2 p.m. EDT",560,12,91,0,3262,441
FPC,"4/11/2022 3 p.m. EDT",561,13,93,0,3516,606
FPC,"4/11/2022 4 p.m. EDT",550,12,96,0,3836,702
FPC,"4/11/2022 5 p.m. EDT",532,13,97,0,3961,989
FPC,"4/11/2022 6 p.m. EDT",480,13,98,0,3967,1296
FPC,"4/11/2022 7 p.m. EDT",310,14,97,0,4102,1375
FPC,"4/11/2022 8 p.m. EDT",46,14,98,0,4172,1381
FPC,"4/11/2022 9 p.m. EDT",0,15,97,0,4142,1374
FPC,"4/11/2022 10 p.m. EDT",0,14,99,0,3792,1336
FPC,"4/11/2022 11 p.m. EDT",0,15,98,0,3378,1098
FPC,"4/12/2022 12 a.m. EDT",0,14,100,0,3034,709
FPC,"4/12/2022 1 a.m. EDT",0,15,98,0,2814,388
FPC,"4/12/2022 2 a.m. EDT",0,15,98,0,2699,368
FPC,"4/12/2022 3 a.m. EDT",0,15,100,0,2645,365
FPC,"4/12/2022 4 a.m. EDT",0,15,96,0,2419,367
FPC,"4/12/2022 5 a.m. EDT",0,15,99,0,2415,376
FPC,"4/12/2022 6 a.m. EDT",0,15,99,0,2678,409
FPC,"4/12/2022 7 a.m. EDT",0,15,99,0,3127,456
FPC,"4/12/2022 8 a.m. EDT",40,16,97,0,3333,466
FPC,"4/12/2022 9 a.m. EDT",294,15,99,0,3122,501
FPC,"4/12/2022 10 a.m. EDT",453,15,98,0,2920,518
FPC,"4/12/2022 11 a.m. EDT",522,15,98,0,2968,529
FPC,"4/12/2022 12 p.m. EDT",551,16,99,0,3114,565
FPC,"4/12/2022 1 p.m. EDT",545,16,98,0,3397,566
FPC,"4/12/2022 2 p.m. EDT",534,16,97,0,3842,604
FPC,"4/12/2022 3 p.m. EDT",530,16,97,0,4062,922
FPC,"4/12/2022 4 p.m. EDT",532,16,96,0,4299,1180
FPC,"4/12/2022 5 p.m. EDT",509,15,98,0,4596,1289
FPC,"4/12/2022 6 p.m. EDT",452,16,98,0,4843,1371
FPC,"4/12/2022 7 p.m. EDT",266,15,98,0,4818,1425
FPC,"4/12/2022 8 p.m. EDT",37,16,98,0,4709,1421
FPC,"4/12/2022 9 p.m. EDT",0,16,100,0,4576,1428
FPC,"4/12/2022 10 p.m. EDT",1,16,98,0,4223,1348
FPC,"4/12/2022 11 p.m. EDT",0,16,99,0,3597,1266
FPC,"4/13/2022 12 a.m. EDT",0,16,97,0,3344,913
FPC,"4/13/2022 1 a.m. EDT",0,15,101,0,3162,423
FPC,"4/13/2022 2 a.m. EDT",0,16,98,0,2796,364
FPC,"4/13/2022 3 a.m. EDT",0,16,100,0,2580,365
FPC,"4/13/2022 4 a.m. EDT",0,16,98,0,2487,366
FPC,"4/13/2022 5 a.m. EDT",0,16,101,0,2460,371
FPC,"4/13/2022 6 a.m. EDT",0,15,98,0,2538,472
FPC,"4/13/2022 7 a.m. EDT",0,16,99,0,2912,505
FPC,"4/13/2022 8 a.m. EDT",37,16,100,0,3252,516
FPC,"4/13/2022 9 a.m. EDT",268,16,99,0,3241,522
FPC,"4/13/2022 10 a.m. EDT",440,16,96,0,3309,566
FPC,"4/13/2022 11 a.m. EDT",498,16,98,0,3407,564
FPC,"4/13/2022 12 p.m. EDT",486,16,97,0,3760,572
FPC,"4/13/2022 1 p.m. EDT",479,16,96,0,3909,671
FPC,"4/13/2022 2 p.m. EDT",478,15,94,0,4035,945
FPC,"4/13/2022 3 p.m. EDT",500,15,98,0,4208,1065
FPC,"4/13/2022 4 p.m. EDT",482,12,96,0,4463,1195
FPC,"4/13/2022 5 p.m. EDT",355,13,98,0,4735,1335
FPC,"4/13/2022 6 p.m. EDT",220,21,97,0,4939,1354
FPC,"4/13/2022 7 p.m. EDT",89,11,98,0,4808,1423
FPC,"4/13/2022 8 p.m. EDT",25,18,98,0,4449,1415
FPC,"4/13/2022 9 p.m. EDT",0,17,98,0,4207,1396
FPC,"4/13/2022 10 p.m. EDT",0,20,98,0,3977,1183
FPC,"4/13/2022 11 p.m. EDT",0,22,98,0,3554,1164
FPC,"4/14/2022 12 a.m. EDT",0,22,97,0,3218,1041
FPC,"4/14/2022 1 a.m. EDT",0,22,99,0,3126,476
FPC,"4/14/2022 2 a.m. EDT",0,23,95,0,2919,401
FPC,"4/14/2022 3 a.m. EDT",0,22,97,0,2705,400
FPC,"4/14/2022 4 a.m. EDT",1,22,96,0,2603,398
FPC,"4/14/2022 5 a.m. EDT",0,23,99,0,2626,402
FPC,"4/14/2022 6 a.m. EDT",0,21,98,0,2740,418
FPC,"4/14/2022 7 a.m. EDT",0,21,99,0,3069,430
FPC,"4/14/2022 8 a.m. EDT",21,21,96,0,3200,569
FPC,"4/14/2022 9 a.m. EDT",140,20,100,0,3185,678
FPC,"4/14/2022 10 a.m. EDT",239,19,98,0,3323,725
FPC,"4/14/2022 11 a.m. EDT",333,19,97,0,3381,860
FPC,"4/14/2022 12 p.m. EDT",310,18,96,0,3628,1068
FPC,"4/14/2022 1 p.m. EDT",388,18,96,0,3620,1264
FPC,"4/14/2022 2 p.m. EDT",414,16,97,0,3920,1277
FPC,"4/14/2022 3 p.m. EDT",354,17,96,0,4360,1298
FPC,"4/14/2022 4 p.m. EDT",316,18,95,0,4622,1277
FPC,"4/14/2022 5 p.m. EDT",233,18,98,0,4984,1347
FPC,"4/14/2022 6 p.m. EDT",135,21,96,0,5037,1326
FPC,"4/14/2022 7 p.m. EDT",149,17,96,0,4892,1371
FPC,"4/14/2022 8 p.m. EDT",14,16,88,0,4573,1394
FPC,"4/14/2022 9 p.m. EDT",0,18,88,0,4342,1407
FPC,"4/14/2022 10 p.m. EDT",0,18,88,0,3784,1401
FPC,"4/14/2022 11 p.m. EDT",0,19,88,0,3381,1390
FPC,"4/15/2022 12 a.m. EDT",0,19,88,0,3170,1195
FPC,"4/15/2022 1 a.m. EDT",0,20,87,0,3073,853
FPC,"4/15/2022 2 a.m. EDT",0,19,88,0,3150,435
FPC,"4/15/2022 3 a.m. EDT",0,18,88,0,2985,362
FPC,"4/15/2022 4 a.m. EDT",0,18,86,0,2887,363
FPC,"4/15/2022 5 a.m. EDT",0,19,91,0,2894,360
FPC,"4/15/2022 6 a.m. EDT",0,18,94,0,3027,363
FPC,"4/15/2022 7 a.m. EDT",0,18,96,0,3290,377
FPC,"4/15/2022 8 a.m. EDT",24,19,97,0,3499,413
FPC,"4/15/2022 9 a.m. EDT",244,18,96,0,3495,418
FPC,"4/15/2022 10 a.m. EDT",413,18,93,0,3570,478
FPC,"4/15/2022 11 a.m. EDT",510,17,96,0,3605,800
FPC,"4/15/2022 12 p.m. EDT",515,18,94,0,3737,1083
FPC,"4/15/2022 1 p.m. EDT",463,19,93,0,3997,1368
FPC,"4/15/2022 2 p.m. EDT",483,18,95,0,4586,1344
FPC,"4/15/2022 3 p.m. EDT",482,18,94,0,4794,1287
FPC,"4/15/2022 4 p.m. EDT",453,19,94,0,4678,1346
FPC,"4/15/2022 5 p.m. EDT",395,19,95,0,4826,1276
FPC,"4/15/2022 6 p.m. EDT",333,25,92,0,4787,1350
FPC,"4/15/2022 7 p.m. EDT",286,19,95,0,4721,1280
FPC,"4/15/2022 8 p.m. EDT",45,19,96,0,4511,1280
FPC,"4/15/2022 9 p.m. EDT",0,20,99,0,4376,1351
FPC,"4/15/2022 10 p.m. EDT",0,19,98,0,3924,1364
FPC,"4/15/2022 11 p.m. EDT",0,19,98,0,3666,1127
FPC,"4/16/2022 12 a.m. EDT",0,18,98,0,3410,888
FPC,"4/16/2022 1 a.m. EDT",0,19,98,0,3158,887
FPC,"4/16/2022 2 a.m. EDT",0,19,98,0,3038,653
FPC,"4/16/2022 3 a.m. EDT",0,18,99,0,2945,505
FPC,"4/16/2022 4 a.m. EDT",0,19,96,0,2815,464
FPC,"4/16/2022 5 a.m. EDT",0,20,98,0,2760,449
FPC,"4/16/2022 6 a.m. EDT",0,21,98,0,2786,449
FPC,"4/16/2022 7 a.m. EDT",0,21,100,0,2850,451
FPC,"4/16/2022 8 a.m. EDT",19,22,97,0,2996,446
FPC,"4/16/2022 9 a.m. EDT",147,22,98,0,3250,534
FPC,"4/16/2022 10 a.m. EDT",293,22,96,0,3452,639
FPC,"4/16/2022 11 a.m. EDT",419,23,97,0,3619,736
FPC,"4/16/2022 12 p.m. EDT",466,23,97,0,3791,934
FPC,"4/16/2022 1 p.m. EDT",482,22,97,0,3911,1231
FPC,"4/16/2022 2 p.m. EDT",401,21,95,0,4258,1449
FPC,"4/16/2022 3 p.m. EDT",347,19,98,0,4781,1491
FPC,"4/16/2022 4 p.m. EDT",383,20,97,0,5106,1484
FPC,"4/16/2022 5 p.m. EDT",338,20,98,0,5280,1490
FPC,"4/16/2022 6 p.m. EDT",300,28,98,0,5376,1488
FPC,"4/16/2022 7 p.m. EDT",176,15,100,0,5234,1482
FPC,"4/16/2022 8 p.m. EDT",21,14,97,0,4905,1489
FPC,"4/16/2022 9 p.m. EDT",0,16,99,0,4618,1474
FPC,"4/16/2022 10 p.m. EDT",0,19,99,0,4197,1489
FPC,"4/16/2022 11 p.m. EDT",0,22,99,0,3831,1485
FPC,"4/17/2022 12 a.m. EDT",0,22,99,0,3368,1381
FPC,"4/17/2022 1 a.m. EDT",0,23,96,0,3136,1010
FPC,"4/17/2022 2 a.m. EDT",0,23,100,0,2955,816
FPC,"4/17/2022 3 a.m. EDT",0,23,96,0,2792,711
FPC,"4/17/2022 4 a.m. EDT",0,23,99,0,2802,474
FPC,"4/17/2022 5 a.m. EDT",0,24,98,0,2757,402
FPC,"4/17/2022 6 a.m. EDT",0,25,100,0,2754,399
FPC,"4/17/2022 7 a.m. EDT",0,25,100,0,2833,405
