"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
LDWP,"9/7/2022 9 p.m. PDT",58,0,490,255,2578,1213
LDWP,"9/7/2022 10 p.m. PDT",31,0,385,252,2339,1213
LDWP,"9/7/2022 11 p.m. PDT",31,0,375,253,2136,1216
LDWP,"9/8/2022 12 a.m. PDT",48,0,192,245,2088,1215
LDWP,"9/8/2022 1 a.m. PDT",58,0,0,238,2084,1212
LDWP,"9/8/2022 2 a.m. PDT",59,0,0,229,2056,1215
LDWP,"9/8/2022 3 a.m. PDT",35,0,0,214,2072,1214
LDWP,"9/8/2022 4 a.m. PDT",36,0,0,207,2070,1214
LDWP,"9/8/2022 5 a.m. PDT",39,0,0,202,2082,1209
LDWP,"9/8/2022 6 a.m. PDT",34,0,0,197,2076,1214
LDWP,"9/8/2022 7 a.m. PDT",3,9,0,177,2078,1209
LDWP,"9/8/2022 8 a.m. PDT",0,193,0,178,2073,1213
LDWP,"9/8/2022 9 a.m. PDT",0,432,0,181,1990,1217
LDWP,"9/8/2022 10 a.m. PDT",0,559,0,193,2000,1214
LDWP,"9/8/2022 11 a.m. PDT",1,831,0,199,1964,1215
LDWP,"9/8/2022 12 p.m. PDT",2,976,0,176,2009,1217
LDWP,"9/8/2022 1 p.m. PDT",1,1037,110,178,2019,1211
LDWP,"9/8/2022 2 p.m. PDT",9,962,113,189,2013,1210
LDWP,"9/8/2022 3 p.m. PDT",18,621,277,220,2327,1211
LDWP,"9/8/2022 4 p.m. PDT",21,495,519,220,2545,1212
LDWP,"9/8/2022 5 p.m. PDT",11,430,491,227,2503,1211
LDWP,"9/8/2022 6 p.m. PDT",14,177,566,214,2600,1177
LDWP,"9/8/2022 7 p.m. PDT",10,38,590,250,2625,1209
LDWP,"9/8/2022 8 p.m. PDT",11,0,525,247,2586,1211
LDWP,"9/8/2022 9 p.m. PDT",43,0,518,237,2462,1210
LDWP,"9/8/2022 10 p.m. PDT",97,0,413,239,2256,1215
LDWP,"9/8/2022 11 p.m. PDT",110,0,384,180,1922,1130
LDWP,"9/9/2022 12 a.m. PDT",104,0,188,226,2069,1169
LDWP,"9/9/2022 1 a.m. PDT",45,0,0,232,2066,1209
LDWP,"9/9/2022 2 a.m. PDT",15,0,0,226,2074,1121
LDWP,"9/9/2022 3 a.m. PDT",63,0,0,201,2051,1027
LDWP,"9/9/2022 4 a.m. PDT",69,0,0,191,2058,1009
LDWP,"9/9/2022 5 a.m. PDT",49,0,0,192,2024,905
LDWP,"9/9/2022 6 a.m. PDT",54,0,0,193,1985,786
LDWP,"9/9/2022 7 a.m. PDT",64,5,0,155,2005,974
LDWP,"9/9/2022 8 a.m. PDT",56,134,0,180,2080,1198
LDWP,"9/9/2022 9 a.m. PDT",50,280,0,201,2074,1218
LDWP,"9/9/2022 10 a.m. PDT",76,403,0,223,2057,1217
LDWP,"9/9/2022 11 a.m. PDT",46,721,0,228,2048,1210
LDWP,"9/9/2022 12 p.m. PDT",41,817,24,169,1912,1173
LDWP,"9/9/2022 1 p.m. PDT",37,744,378,159,1911,943
LDWP,"9/9/2022 2 p.m. PDT",27,828,465,171,2121,834
LDWP,"9/9/2022 3 p.m. PDT",33,787,537,188,2190,1025
LDWP,"9/9/2022 4 p.m. PDT",42,692,533,181,2133,1203
LDWP,"9/9/2022 5 p.m. PDT",53,380,556,160,2042,1146
LDWP,"9/9/2022 6 p.m. PDT",53,130,537,182,2147,1209
LDWP,"9/9/2022 7 p.m. PDT",60,24,536,143,2118,1162
LDWP,"9/9/2022 8 p.m. PDT",80,0,351,155,1911,1164
LDWP,"9/9/2022 9 p.m. PDT",79,0,109,159,1623,1181
LDWP,"9/9/2022 10 p.m. PDT",83,0,9,205,1505,1178
LDWP,"9/9/2022 11 p.m. PDT",109,0,0,227,1509,1193
LDWP,"9/10/2022 12 a.m. PDT",69,0,0,204,1495,1192
LDWP,"9/10/2022 1 a.m. PDT",45,0,7,217,1355,1198
LDWP,"9/10/2022 2 a.m. PDT",38,0,7,210,989,1191
LDWP,"9/10/2022 3 a.m. PDT",33,0,7,199,983,1186
LDWP,"9/10/2022 4 a.m. PDT",12,0,7,195,875,1179
LDWP,"9/10/2022 5 a.m. PDT",10,0,7,192,993,1171
LDWP,"9/10/2022 6 a.m. PDT",11,0,7,200,998,1168
LDWP,"9/10/2022 7 a.m. PDT",10,2,5,202,995,1169
LDWP,"9/10/2022 8 a.m. PDT",10,84,6,191,912,1168
LDWP,"9/10/2022 9 a.m. PDT",6,314,6,188,887,1166
LDWP,"9/10/2022 10 a.m. PDT",7,325,6,184,988,1170
LDWP,"9/10/2022 11 a.m. PDT",1,431,6,179,1005,1171
LDWP,"9/10/2022 12 p.m. PDT",3,671,13,168,989,1172
LDWP,"9/10/2022 1 p.m. PDT",13,580,191,174,732,1180
LDWP,"9/10/2022 2 p.m. PDT",5,705,266,190,963,1187
LDWP,"9/10/2022 3 p.m. PDT",5,480,302,205,1002,1186
LDWP,"9/10/2022 4 p.m. PDT",7,422,295,223,1008,1185
LDWP,"9/10/2022 5 p.m. PDT",6,274,115,213,1253,1122
LDWP,"9/10/2022 6 p.m. PDT",10,169,113,205,1464,900
LDWP,"9/10/2022 7 p.m. PDT",22,39,113,225,1696,866
LDWP,"9/10/2022 8 p.m. PDT",18,0,114,225,1699,713
LDWP,"9/10/2022 9 p.m. PDT",17,0,114,225,1703,748
LDWP,"9/10/2022 10 p.m. PDT",5,0,18,231,1652,775
LDWP,"9/10/2022 11 p.m. PDT",1,0,6,238,1355,784
LDWP,"9/11/2022 12 a.m. PDT",3,0,6,231,1280,804
LDWP,"9/11/2022 1 a.m. PDT",1,0,6,230,1284,1024
LDWP,"9/11/2022 2 a.m. PDT",0,0,7,223,1278,1162
LDWP,"9/11/2022 3 a.m. PDT",0,0,7,204,1282,1164
LDWP,"9/11/2022 4 a.m. PDT",1,0,7,199,1282,1168
LDWP,"9/11/2022 5 a.m. PDT",3,0,7,199,1282,1170
LDWP,"9/11/2022 6 a.m. PDT",0,0,5,203,1290,1162
LDWP,"9/11/2022 7 a.m. PDT",0,9,6,206,1286,1162
LDWP,"9/11/2022 8 a.m. PDT",0,188,0,200,1232,1171
LDWP,"9/11/2022 9 a.m. PDT",0,646,0,193,1196,1169
LDWP,"9/11/2022 10 a.m. PDT",0,884,0,196,1235,1167
LDWP,"9/11/2022 11 a.m. PDT",5,867,1,163,1190,1165
LDWP,"9/11/2022 12 p.m. PDT",7,838,5,209,1309,1163
LDWP,"9/11/2022 1 p.m. PDT",5,925,20,235,1461,1172
LDWP,"9/11/2022 2 p.m. PDT",6,872,330,238,1464,1181
LDWP,"9/11/2022 3 p.m. PDT",4,911,495,242,1489,1187
LDWP,"9/11/2022 4 p.m. PDT",29,936,588,245,1575,1207
LDWP,"9/11/2022 5 p.m. PDT",120,796,491,248,1763,1211
LDWP,"9/11/2022 6 p.m. PDT",58,354,551,249,1892,1211
LDWP,"9/11/2022 7 p.m. PDT",14,31,482,260,1936,1212
LDWP,"9/11/2022 8 p.m. PDT",5,0,483,254,1884,1215
LDWP,"9/11/2022 9 p.m. PDT",16,0,482,251,1945,1212
LDWP,"9/11/2022 10 p.m. PDT",19,0,384,241,1955,1205
LDWP,"9/11/2022 11 p.m. PDT",16,0,195,240,1916,1195
LDWP,"9/12/2022 12 a.m. PDT",18,0,18,240,1834,1180
LDWP,"9/12/2022 1 a.m. PDT",19,0,0,220,1808,1171
LDWP,"9/12/2022 2 a.m. PDT",26,0,0,214,1794,1169
LDWP,"9/12/2022 3 a.m. PDT",16,0,0,213,1796,1168
LDWP,"9/12/2022 4 a.m. PDT",24,0,0,213,1798,1166
LDWP,"9/12/2022 5 a.m. PDT",26,0,0,214,1802,1162
LDWP,"9/12/2022 6 a.m. PDT",28,0,0,219,1801,1159
LDWP,"9/12/2022 7 a.m. PDT",24,2,6,214,1805,1178
LDWP,"9/12/2022 8 a.m. PDT",6,149,5,214,1800,1190
LDWP,"9/12/2022 9 a.m. PDT",64,563,5,207,1819,1190
LDWP,"9/12/2022 10 a.m. PDT",175,793,5,200,1793,1192
LDWP,"9/12/2022 11 a.m. PDT",190,887,6,207,1782,1194
LDWP,"9/12/2022 12 p.m. PDT",168,936,6,218,1781,1188
LDWP,"9/12/2022 1 p.m. PDT",141,967,7,236,1874,1192
LDWP,"9/12/2022 2 p.m. PDT",110,873,123,242,2058,1207
LDWP,"9/12/2022 3 p.m. PDT",85,773,302,249,2169,1213
LDWP,"9/12/2022 4 p.m. PDT",83,696,303,249,2204,1212
LDWP,"9/12/2022 5 p.m. PDT",50,394,316,243,2162,1212
LDWP,"9/12/2022 6 p.m. PDT",70,94,472,243,1957,1213
LDWP,"9/12/2022 7 p.m. PDT",31,13,485,228,2027,1214
LDWP,"9/12/2022 8 p.m. PDT",18,0,485,226,2081,1213
LDWP,"9/12/2022 9 p.m. PDT",32,0,486,240,1989,1209
LDWP,"9/12/2022 10 p.m. PDT",24,0,202,241,1794,1205
LDWP,"9/12/2022 11 p.m. PDT",103,0,191,241,1790,1195
LDWP,"9/13/2022 12 a.m. PDT",154,0,190,241,1790,1182
LDWP,"9/13/2022 1 a.m. PDT",177,0,191,229,1791,1169
LDWP,"9/13/2022 2 a.m. PDT",79,0,11,221,1792,1169
LDWP,"9/13/2022 3 a.m. PDT",57,0,6,214,1793,1168
LDWP,"9/13/2022 4 a.m. PDT",32,0,6,209,1797,1166
LDWP,"9/13/2022 5 a.m. PDT",21,0,6,210,1852,1161
LDWP,"9/13/2022 6 a.m. PDT",28,0,6,221,1876,1159
LDWP,"9/13/2022 7 a.m. PDT",50,5,6,224,1898,1171
LDWP,"9/13/2022 8 a.m. PDT",181,138,6,208,1900,1185
LDWP,"9/13/2022 9 a.m. PDT",206,414,7,193,1877,1187
LDWP,"9/13/2022 10 a.m. PDT",101,817,12,175,1780,1189
LDWP,"9/13/2022 11 a.m. PDT",65,834,13,140,1433,1189
LDWP,"9/13/2022 12 p.m. PDT",96,734,11,164,1428,1188
LDWP,"9/13/2022 1 p.m. PDT",210,621,11,203,1257,1191
LDWP,"9/13/2022 2 p.m. PDT",205,757,13,200,1306,1196
LDWP,"9/13/2022 3 p.m. PDT",193,820,253,187,1475,1193
LDWP,"9/13/2022 4 p.m. PDT",109,721,309,213,1548,1202
LDWP,"9/13/2022 5 p.m. PDT",152,627,310,184,1128,1200
LDWP,"9/13/2022 6 p.m. PDT",219,373,359,197,1253,1202
LDWP,"9/13/2022 7 p.m. PDT",179,62,490,246,1474,1200
LDWP,"9/13/2022 8 p.m. PDT",176,0,498,248,1487,1202
LDWP,"9/13/2022 9 p.m. PDT",104,0,494,248,1488,1205
LDWP,"9/13/2022 10 p.m. PDT",137,0,211,245,1427,1194
LDWP,"9/13/2022 11 p.m. PDT",159,0,201,241,1416,1169
LDWP,"9/14/2022 12 a.m. PDT",133,0,201,232,1069,1091
LDWP,"9/14/2022 1 a.m. PDT",101,0,201,219,1233,798
LDWP,"9/14/2022 2 a.m. PDT",104,0,16,220,1236,505
LDWP,"9/14/2022 3 a.m. PDT",205,0,16,208,1215,402
LDWP,"9/14/2022 4 a.m. PDT",191,0,16,150,1185,420
LDWP,"9/14/2022 5 a.m. PDT",108,0,16,185,1223,555
LDWP,"9/14/2022 6 a.m. PDT",71,0,16,207,1243,703
LDWP,"9/14/2022 7 a.m. PDT",40,9,49,219,1198,800
LDWP,"9/14/2022 8 a.m. PDT",33,283,16,212,1063,805
LDWP,"9/14/2022 9 a.m. PDT",29,721,16,129,817,818
LDWP,"9/14/2022 10 a.m. PDT",44,890,18,120,589,902
LDWP,"9/14/2022 11 a.m. PDT",60,1015,18,116,419,960
LDWP,"9/14/2022 12 p.m. PDT",67,1063,16,117,417,963
LDWP,"9/14/2022 1 p.m. PDT",67,1102,18,123,420,1059
LDWP,"9/14/2022 2 p.m. PDT",37,1100,20,163,475,1073
LDWP,"9/14/2022 3 p.m. PDT",45,1077,124,167,485,1119
LDWP,"9/14/2022 4 p.m. PDT",78,997,306,171,491,1157
LDWP,"9/14/2022 5 p.m. PDT",68,823,362,181,645,1062
LDWP,"9/14/2022 6 p.m. PDT",83,491,393,197,871,1156
LDWP,"9/14/2022 7 p.m. PDT",84,72,488,241,1264,1193
LDWP,"9/14/2022 8 p.m. PDT",78,0,485,239,1389,1198
LDWP,"9/14/2022 9 p.m. PDT",57,0,386,238,1479,1196
LDWP,"9/14/2022 10 p.m. PDT",40,0,216,241,1249,1186
LDWP,"9/14/2022 11 p.m. PDT",19,0,19,240,1247,1176
LDWP,"9/15/2022 12 a.m. PDT",31,0,17,233,1236,1168
LDWP,"9/15/2022 1 a.m. PDT",38,0,17,233,1250,1167
LDWP,"9/15/2022 2 a.m. PDT",30,0,17,218,1187,1169
LDWP,"9/15/2022 3 a.m. PDT",20,0,17,194,1122,1168
LDWP,"9/15/2022 4 a.m. PDT",17,0,19,161,1025,1164
LDWP,"9/15/2022 5 a.m. PDT",28,0,20,194,1204,1170
LDWP,"9/15/2022 6 a.m. PDT",34,0,20,211,1219,1194
LDWP,"9/15/2022 7 a.m. PDT",27,9,19,227,1248,1188
LDWP,"9/15/2022 8 a.m. PDT",15,296,18,200,1169,1191
LDWP,"9/15/2022 9 a.m. PDT",28,768,28,135,791,1201
LDWP,"9/15/2022 10 a.m. PDT",17,992,17,115,604,1204
LDWP,"9/15/2022 11 a.m. PDT",30,1068,22,118,588,1152
LDWP,"9/15/2022 12 p.m. PDT",35,1078,18,145,588,981
LDWP,"9/15/2022 1 p.m. PDT",99,1069,17,156,588,831
LDWP,"9/15/2022 2 p.m. PDT",118,1068,18,156,587,826
LDWP,"9/15/2022 3 p.m. PDT",135,1056,101,148,594,832
LDWP,"9/15/2022 4 p.m. PDT",144,990,125,210,589,816
LDWP,"9/15/2022 5 p.m. PDT",161,847,125,220,627,791
LDWP,"9/15/2022 6 p.m. PDT",147,461,125,236,1061,858
LDWP,"9/15/2022 7 p.m. PDT",93,62,126,234,1571,823
LDWP,"9/15/2022 8 p.m. PDT",43,0,126,225,1585,843
LDWP,"9/15/2022 9 p.m. PDT",49,0,126,225,1583,707
LDWP,"9/15/2022 10 p.m. PDT",56,0,28,227,1584,771
LDWP,"9/15/2022 11 p.m. PDT",41,0,18,233,1485,673
LDWP,"9/16/2022 12 a.m. PDT",51,0,17,215,1479,525
LDWP,"9/16/2022 1 a.m. PDT",103,0,10,223,1407,405
LDWP,"9/16/2022 2 a.m. PDT",168,0,10,204,1099,402
LDWP,"9/16/2022 3 a.m. PDT",215,0,10,199,813,398
LDWP,"9/16/2022 4 a.m. PDT",186,0,10,198,805,398
LDWP,"9/16/2022 5 a.m. PDT",130,0,11,202,841,394
LDWP,"9/16/2022 6 a.m. PDT",33,0,11,213,1190,394
LDWP,"9/16/2022 7 a.m. PDT",22,9,11,224,1250,422
LDWP,"9/16/2022 8 a.m. PDT",42,285,11,199,1097,423
LDWP,"9/16/2022 9 a.m. PDT",12,753,11,134,732,422
LDWP,"9/16/2022 10 a.m. PDT",17,980,11,117,610,412
LDWP,"9/16/2022 11 a.m. PDT",23,1065,12,121,596,411
LDWP,"9/16/2022 12 p.m. PDT",39,1072,12,121,668,416
LDWP,"9/16/2022 1 p.m. PDT",29,1061,11,121,803,417
LDWP,"9/16/2022 2 p.m. PDT",5,1062,35,141,1090,418
