"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
FPC,"11/1/2022 12 a.m. EDT",0,16,52,0,4051,385
FPC,"11/1/2022 1 a.m. EDT",0,16,51,0,3457,395
FPC,"11/1/2022 2 a.m. EDT",0,16,51,0,3189,354
FPC,"11/1/2022 3 a.m. EDT",0,16,51,0,3028,354
FPC,"11/1/2022 4 a.m. EDT",0,16,52,0,2926,352
FPC,"11/1/2022 5 a.m. EDT",0,16,54,0,2926,353
FPC,"11/1/2022 6 a.m. EDT",0,16,52,0,3106,363
FPC,"11/1/2022 7 a.m. EDT",0,16,52,0,3425,435
FPC,"11/1/2022 8 a.m. EDT",1,16,54,0,3628,502
FPC,"11/1/2022 9 a.m. EDT",82,16,52,0,3995,427
FPC,"11/1/2022 10 a.m. EDT",418,16,53,0,4068,429
FPC,"11/1/2022 11 a.m. EDT",536,15,52,0,4230,437
FPC,"11/1/2022 12 p.m. EDT",544,15,52,0,4656,557
FPC,"11/1/2022 1 p.m. EDT",584,14,51,0,5105,594
FPC,"11/1/2022 2 p.m. EDT",573,15,52,0,5426,738
FPC,"11/1/2022 3 p.m. EDT",568,13,50,0,5580,1039
FPC,"11/1/2022 4 p.m. EDT",566,15,49,16,5730,1253
FPC,"11/1/2022 5 p.m. EDT",525,14,51,182,5782,1334
FPC,"11/1/2022 6 p.m. EDT",304,37,52,221,5893,1353
FPC,"11/1/2022 7 p.m. EDT",32,17,52,189,5915,1280
FPC,"11/1/2022 8 p.m. EDT",0,15,52,184,5928,1169
FPC,"11/1/2022 9 p.m. EDT",0,15,53,43,5826,906
FPC,"11/1/2022 10 p.m. EDT",0,16,53,0,5544,622
FPC,"11/1/2022 11 p.m. EDT",0,16,53,0,5043,447
FPC,"11/2/2022 12 a.m. EDT",0,16,53,0,4254,394
FPC,"11/2/2022 1 a.m. EDT",0,16,52,0,3712,364
FPC,"11/2/2022 2 a.m. EDT",0,15,51,0,3440,377
FPC,"11/2/2022 3 a.m. EDT",0,15,52,0,3237,349
FPC,"11/2/2022 4 a.m. EDT",0,15,52,0,3160,345
FPC,"11/2/2022 5 a.m. EDT",0,15,52,0,3227,346
FPC,"11/2/2022 6 a.m. EDT",0,15,53,0,3358,408
FPC,"11/2/2022 7 a.m. EDT",0,15,53,0,3692,422
FPC,"11/2/2022 8 a.m. EDT",1,15,53,0,3960,481
FPC,"11/2/2022 9 a.m. EDT",76,13,53,0,4130,446
FPC,"11/2/2022 10 a.m. EDT",311,13,53,0,4265,432
FPC,"11/2/2022 11 a.m. EDT",449,14,53,22,4484,507
FPC,"11/2/2022 12 p.m. EDT",502,16,52,33,4791,551
FPC,"11/2/2022 1 p.m. EDT",516,14,52,0,5246,736
FPC,"11/2/2022 2 p.m. EDT",492,15,52,15,5670,804
FPC,"11/2/2022 3 p.m. EDT",413,14,54,171,5787,908
FPC,"11/2/2022 4 p.m. EDT",412,13,52,219,5768,1156
FPC,"11/2/2022 5 p.m. EDT",421,14,53,256,5840,1142
FPC,"11/2/2022 6 p.m. EDT",210,35,50,190,6006,1106
FPC,"11/2/2022 7 p.m. EDT",21,14,52,146,6057,1001
FPC,"11/2/2022 8 p.m. EDT",0,14,53,89,5964,981
FPC,"11/2/2022 9 p.m. EDT",0,15,54,0,5780,948
FPC,"11/2/2022 10 p.m. EDT",0,14,54,0,5512,746
FPC,"11/2/2022 11 p.m. EDT",0,14,53,0,4996,550
FPC,"11/3/2022 12 a.m. EDT",0,14,53,0,4260,435
FPC,"11/3/2022 1 a.m. EDT",0,15,53,0,3646,520
FPC,"11/3/2022 2 a.m. EDT",0,15,53,0,3438,453
FPC,"11/3/2022 3 a.m. EDT",0,14,53,0,3258,414
FPC,"11/3/2022 4 a.m. EDT",0,16,52,0,3115,418
FPC,"11/3/2022 5 a.m. EDT",0,15,54,0,3118,417
FPC,"11/3/2022 6 a.m. EDT",0,16,54,0,3284,414
FPC,"11/3/2022 7 a.m. EDT",0,16,51,0,3632,417
FPC,"11/3/2022 8 a.m. EDT",0,14,49,0,3998,417
FPC,"11/3/2022 9 a.m. EDT",57,15,51,0,4129,416
FPC,"11/3/2022 10 a.m. EDT",212,13,60,0,4266,419
FPC,"11/3/2022 11 a.m. EDT",409,14,62,0,4613,420
FPC,"11/3/2022 12 p.m. EDT",494,13,63,0,5110,485
FPC,"11/3/2022 1 p.m. EDT",548,14,62,0,5266,644
FPC,"11/3/2022 2 p.m. EDT",517,16,63,0,5432,711
FPC,"11/3/2022 3 p.m. EDT",519,14,63,0,5460,750
FPC,"11/3/2022 4 p.m. EDT",513,16,61,0,5639,741
FPC,"11/3/2022 5 p.m. EDT",414,15,63,0,5694,802
FPC,"11/3/2022 6 p.m. EDT",301,36,71,0,5868,710
FPC,"11/3/2022 7 p.m. EDT",29,16,72,0,5927,682
FPC,"11/3/2022 8 p.m. EDT",0,17,70,0,5915,561
FPC,"11/3/2022 9 p.m. EDT",0,17,72,0,5843,461
FPC,"11/3/2022 10 p.m. EDT",4,17,70,0,5357,420
FPC,"11/3/2022 11 p.m. EDT",5,16,68,0,4714,423
FPC,"11/4/2022 12 a.m. EDT",4,17,66,0,3852,391
FPC,"11/4/2022 1 a.m. EDT",4,16,68,0,3317,372
FPC,"11/4/2022 2 a.m. EDT",4,15,68,0,3075,363
FPC,"11/4/2022 3 a.m. EDT",5,16,68,0,2949,359
FPC,"11/4/2022 4 a.m. EDT",4,17,65,0,2798,360
FPC,"11/4/2022 5 a.m. EDT",4,16,67,0,2751,360
FPC,"11/4/2022 6 a.m. EDT",1,16,67,0,2918,410
FPC,"11/4/2022 7 a.m. EDT",0,16,68,0,3170,435
FPC,"11/4/2022 8 a.m. EDT",2,16,70,0,3427,438
FPC,"11/4/2022 9 a.m. EDT",160,15,66,0,3530,437
FPC,"11/4/2022 10 a.m. EDT",530,15,68,0,3489,434
FPC,"11/4/2022 11 a.m. EDT",644,15,69,0,3622,436
FPC,"11/4/2022 12 p.m. EDT",637,16,67,0,4107,440
FPC,"11/4/2022 1 p.m. EDT",644,16,68,0,4450,438
FPC,"11/4/2022 2 p.m. EDT",637,16,67,0,4828,459
FPC,"11/4/2022 3 p.m. EDT",600,16,69,0,4914,679
FPC,"11/4/2022 4 p.m. EDT",575,16,66,0,5003,892
FPC,"11/4/2022 5 p.m. EDT",542,15,67,0,5093,1008
FPC,"11/4/2022 6 p.m. EDT",326,15,69,0,5224,988
FPC,"11/4/2022 7 p.m. EDT",36,16,68,0,5246,1003
FPC,"11/4/2022 8 p.m. EDT",0,15,67,0,5176,873
FPC,"11/4/2022 9 p.m. EDT",0,16,70,0,4984,708
FPC,"11/4/2022 10 p.m. EDT",0,15,67,0,4764,488
FPC,"11/4/2022 11 p.m. EDT",0,17,68,0,4457,375
FPC,"11/5/2022 12 a.m. EDT",0,17,68,0,4007,358
FPC,"11/5/2022 1 a.m. EDT",0,17,69,0,3461,358
FPC,"11/5/2022 2 a.m. EDT",0,17,67,0,3094,355
FPC,"11/5/2022 3 a.m. EDT",0,18,67,0,2857,354
FPC,"11/5/2022 4 a.m. EDT",0,18,69,0,2744,353
FPC,"11/5/2022 5 a.m. EDT",0,18,69,0,2715,356
FPC,"11/5/2022 6 a.m. EDT",0,18,68,0,2781,351
FPC,"11/5/2022 7 a.m. EDT",0,18,68,0,2905,355
FPC,"11/5/2022 8 a.m. EDT",0,18,68,0,3104,354
FPC,"11/5/2022 9 a.m. EDT",105,17,67,0,3383,353
FPC,"11/5/2022 10 a.m. EDT",408,17,68,0,3640,353
FPC,"11/5/2022 11 a.m. EDT",588,18,70,0,3929,354
FPC,"11/5/2022 12 p.m. EDT",537,17,67,0,4514,353
FPC,"11/5/2022 1 p.m. EDT",525,17,69,0,5028,356
FPC,"11/5/2022 2 p.m. EDT",499,17,67,0,5271,351
FPC,"11/5/2022 3 p.m. EDT",451,18,65,0,5416,354
FPC,"11/5/2022 4 p.m. EDT",392,17,69,0,5675,353
FPC,"11/5/2022 5 p.m. EDT",242,18,68,0,5877,410
FPC,"11/5/2022 6 p.m. EDT",145,38,67,0,5893,432
FPC,"11/5/2022 7 p.m. EDT",16,16,70,0,5810,433
FPC,"11/5/2022 8 p.m. EDT",0,16,67,0,5606,429
FPC,"11/5/2022 9 p.m. EDT",0,16,70,0,5322,436
FPC,"11/5/2022 10 p.m. EDT",0,16,67,0,5173,443
FPC,"11/5/2022 11 p.m. EDT",0,17,68,0,4645,414
FPC,"11/6/2022 12 a.m. EDT",0,16,69,0,4132,362
FPC,"11/6/2022 1 a.m. EDT",0,16,68,0,3820,365
FPC,"11/6/2022 1 a.m. EST",0,17,68,0,3414,372
FPC,"11/6/2022 2 a.m. EST",0,17,68,0,3175,349
FPC,"11/6/2022 3 a.m. EST",0,18,69,0,2994,348
FPC,"11/6/2022 4 a.m. EST",0,17,68,0,2867,347
FPC,"11/6/2022 5 a.m. EST",0,18,70,0,2851,349
FPC,"11/6/2022 6 a.m. EST",0,17,68,0,2936,346
FPC,"11/6/2022 7 a.m. EST",0,18,68,0,3077,348
FPC,"11/6/2022 8 a.m. EST",123,17,70,0,3234,354
FPC,"11/6/2022 9 a.m. EST",371,18,68,0,3625,526
FPC,"11/6/2022 10 a.m. EST",515,17,68,0,3892,823
FPC,"11/6/2022 11 a.m. EST",538,17,68,0,4475,902
FPC,"11/6/2022 12 p.m. EST",527,18,67,0,5093,893
FPC,"11/6/2022 1 p.m. EST",514,17,68,0,5405,947
FPC,"11/6/2022 2 p.m. EST",443,17,69,0,5525,962
FPC,"11/6/2022 3 p.m. EST",410,18,68,0,5636,946
FPC,"11/6/2022 4 p.m. EST",363,17,68,0,5768,935
