"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
LDWP,"1/1/2022 12 a.m. PST",99,0,183,205,1261,223
LDWP,"1/1/2022 1 a.m. PST",106,0,182,164,1296,223
LDWP,"1/1/2022 2 a.m. PST",120,0,183,166,1271,222
LDWP,"1/1/2022 3 a.m. PST",117,0,0,180,1292,221
LDWP,"1/1/2022 4 a.m. PST",90,0,0,180,1293,221
LDWP,"1/1/2022 5 a.m. PST",90,0,0,181,1294,221
LDWP,"1/1/2022 6 a.m. PST",94,0,0,183,1294,221
LDWP,"1/1/2022 7 a.m. PST",90,0,0,199,1292,221
LDWP,"1/1/2022 8 a.m. PST",102,135,0,197,1175,220
LDWP,"1/1/2022 9 a.m. PST",148,575,0,180,620,220
LDWP,"1/1/2022 10 a.m. PST",154,839,0,170,369,220
LDWP,"1/1/2022 11 a.m. PST",104,900,0,165,361,220
LDWP,"1/1/2022 12 p.m. PST",65,897,0,165,361,219
LDWP,"1/1/2022 1 p.m. PST",59,882,0,140,361,219
LDWP,"1/1/2022 2 p.m. PST",28,837,0,100,368,219
LDWP,"1/1/2022 3 p.m. PST",4,717,0,105,468,220
LDWP,"1/1/2022 4 p.m. PST",0,375,305,137,733,220
LDWP,"1/1/2022 5 p.m. PST",0,37,404,202,1054,221
LDWP,"1/1/2022 6 p.m. PST",0,0,369,230,1305,221
LDWP,"1/1/2022 7 p.m. PST",0,0,372,231,1369,221
LDWP,"1/1/2022 8 p.m. PST",1,0,381,231,1511,220
LDWP,"1/1/2022 9 p.m. PST",2,0,378,228,1549,220
LDWP,"1/1/2022 10 p.m. PST",0,0,407,230,1548,220
LDWP,"1/1/2022 11 p.m. PST",0,0,310,231,1418,221
LDWP,"1/2/2022 12 a.m. PST",2,0,340,221,1250,221
LDWP,"1/2/2022 1 a.m. PST",0,0,218,205,1222,221
LDWP,"1/2/2022 2 a.m. PST",0,0,0,193,1195,221
LDWP,"1/2/2022 3 a.m. PST",0,0,0,188,1105,221
LDWP,"1/2/2022 4 a.m. PST",0,0,0,189,1084,221
LDWP,"1/2/2022 5 a.m. PST",0,0,0,191,1096,221
LDWP,"1/2/2022 6 a.m. PST",0,0,0,199,1028,221
LDWP,"1/2/2022 7 a.m. PST",0,0,0,207,1130,221
LDWP,"1/2/2022 8 a.m. PST",0,135,0,199,1049,220
LDWP,"1/2/2022 9 a.m. PST",0,563,0,130,633,220
LDWP,"1/2/2022 10 a.m. PST",7,820,0,112,528,219
LDWP,"1/2/2022 11 a.m. PST",0,873,0,103,527,220
LDWP,"1/2/2022 12 p.m. PST",1,879,0,105,527,220
LDWP,"1/2/2022 1 p.m. PST",3,869,0,103,527,221
LDWP,"1/2/2022 2 p.m. PST",1,837,0,106,527,221
LDWP,"1/2/2022 3 p.m. PST",2,727,0,115,528,221
LDWP,"1/2/2022 4 p.m. PST",12,390,5,143,721,222
LDWP,"1/2/2022 5 p.m. PST",52,41,387,223,1205,222
LDWP,"1/2/2022 6 p.m. PST",55,0,371,236,1481,221
LDWP,"1/2/2022 7 p.m. PST",52,0,375,242,1410,220
LDWP,"1/2/2022 8 p.m. PST",57,0,372,242,1415,220
LDWP,"1/2/2022 9 p.m. PST",73,0,446,240,1547,220
LDWP,"1/2/2022 10 p.m. PST",69,0,398,240,1547,221
LDWP,"1/2/2022 11 p.m. PST",131,0,180,230,1433,222
LDWP,"1/3/2022 12 a.m. PST",144,0,0,222,1288,222
LDWP,"1/3/2022 1 a.m. PST",159,0,0,201,1294,222
LDWP,"1/3/2022 2 a.m. PST",201,0,0,190,1269,221
LDWP,"1/3/2022 3 a.m. PST",176,0,0,189,1250,221
LDWP,"1/3/2022 4 a.m. PST",161,0,0,189,1270,221
LDWP,"1/3/2022 5 a.m. PST",111,0,0,190,1259,221
LDWP,"1/3/2022 6 a.m. PST",164,0,173,200,1293,221
LDWP,"1/3/2022 7 a.m. PST",169,0,209,208,1525,220
LDWP,"1/3/2022 8 a.m. PST",225,143,181,212,1565,220
LDWP,"1/3/2022 9 a.m. PST",208,523,0,193,1149,220
LDWP,"1/3/2022 10 a.m. PST",202,825,0,120,807,221
LDWP,"1/3/2022 11 a.m. PST",174,885,0,113,591,220
LDWP,"1/3/2022 12 p.m. PST",177,877,0,109,559,219
LDWP,"1/3/2022 1 p.m. PST",260,830,0,109,533,219
LDWP,"1/3/2022 2 p.m. PST",248,669,0,112,590,219
