"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CPLE,"5/2/2022 12 p.m. EDT",2416,12,260,0,734,1165,3667
CPLE,"5/2/2022 1 p.m. EDT",2329,11,260,0,807,1319,3666
CPLE,"5/2/2022 2 p.m. EDT",2334,16,261,0,1022,1437,3661
CPLE,"5/2/2022 3 p.m. EDT",2260,16,260,0,1387,1573,3657
CPLE,"5/2/2022 4 p.m. EDT",2069,41,261,0,1489,1632,3655
CPLE,"5/2/2022 5 p.m. EDT",1719,45,261,0,1668,1672,3645
CPLE,"5/2/2022 6 p.m. EDT",1254,41,260,0,1959,1715,3649
CPLE,"5/2/2022 7 p.m. EDT",580,44,263,0,2246,1710,3650
CPLE,"5/2/2022 8 p.m. EDT",122,44,261,0,2297,1713,3651
CPLE,"5/2/2022 9 p.m. EDT",0,42,300,0,1964,1713,3647
CPLE,"5/2/2022 10 p.m. EDT",-3,43,280,0,1295,1715,3650
CPLE,"5/2/2022 11 p.m. EDT",-1,37,282,0,813,1668,3650
CPLE,"5/3/2022 12 a.m. EDT",-1,40,280,0,708,1410,3656
CPLE,"5/3/2022 1 a.m. EDT",-2,40,293,0,649,1256,3650
CPLE,"5/3/2022 2 a.m. EDT",-1,40,295,0,656,973,3656
CPLE,"5/3/2022 3 a.m. EDT",-4,34,291,0,650,833,3660
CPLE,"5/3/2022 4 a.m. EDT",-2,9,293,0,662,820,3659
CPLE,"5/3/2022 5 a.m. EDT",-1,7,293,0,657,811,3661
CPLE,"5/3/2022 6 a.m. EDT",-2,7,294,0,663,836,3661
CPLE,"5/3/2022 7 a.m. EDT",10,14,308,0,714,1052,3663
CPLE,"5/3/2022 8 a.m. EDT",409,19,262,0,720,1075,3662
CPLE,"5/3/2022 9 a.m. EDT",1154,16,260,0,723,1178,3660
CPLE,"5/3/2022 10 a.m. EDT",1850,16,261,0,704,1245,3657
CPLE,"5/3/2022 11 a.m. EDT",2309,16,260,0,697,1411,3658
CPLE,"5/3/2022 12 p.m. EDT",2567,15,257,0,699,1536,3658
CPLE,"5/3/2022 1 p.m. EDT",2498,13,261,0,978,1589,3643
CPLE,"5/3/2022 2 p.m. EDT",2273,13,260,0,1359,1696,3644
CPLE,"5/3/2022 3 p.m. EDT",2193,10,258,0,1457,1714,3643
CPLE,"5/3/2022 4 p.m. EDT",1942,11,262,0,1495,1670,3644
CPLE,"5/3/2022 5 p.m. EDT",1472,12,260,0,1788,1656,3645
CPLE,"5/3/2022 6 p.m. EDT",898,38,257,0,1885,1667,3642
CPLE,"5/3/2022 7 p.m. EDT",354,47,261,0,2104,1681,3647
CPLE,"5/3/2022 8 p.m. EDT",96,49,262,0,2095,1684,3646
CPLE,"5/3/2022 9 p.m. EDT",-2,48,297,0,2126,1641,3646
CPLE,"5/3/2022 10 p.m. EDT",-3,46,295,0,1956,1676,3648
CPLE,"5/3/2022 11 p.m. EDT",0,48,294,0,1539,1678,3650
CPLE,"5/4/2022 12 a.m. EDT",-2,48,291,0,815,1605,3649
CPLE,"5/4/2022 1 a.m. EDT",-3,47,289,0,628,1573,3657
CPLE,"5/4/2022 2 a.m. EDT",0,27,285,0,628,1315,3658
CPLE,"5/4/2022 3 a.m. EDT",-2,11,287,0,567,1103,3661
CPLE,"5/4/2022 4 a.m. EDT",-2,13,285,0,558,894,3660
CPLE,"5/4/2022 5 a.m. EDT",-2,17,287,0,561,899,3661
CPLE,"5/4/2022 6 a.m. EDT",0,22,285,0,561,1323,3665
CPLE,"5/4/2022 7 a.m. EDT",10,39,299,0,675,1660,3664
CPLE,"5/4/2022 8 a.m. EDT",328,52,262,0,719,1566,3660
CPLE,"5/4/2022 9 a.m. EDT",1050,52,259,0,579,1397,3662
CPLE,"5/4/2022 10 a.m. EDT",1820,51,260,0,542,1098,3659
CPLE,"5/4/2022 11 a.m. EDT",2279,52,260,0,464,1073,3658
CPLE,"5/4/2022 12 p.m. EDT",2546,25,256,0,557,1444,3658
CPLE,"5/4/2022 1 p.m. EDT",2639,15,257,0,684,1555,3659
CPLE,"5/4/2022 2 p.m. EDT",2514,14,348,0,986,1680,3658
CPLE,"5/4/2022 3 p.m. EDT",2265,11,376,0,1510,1684,3652
CPLE,"5/4/2022 4 p.m. EDT",2016,15,422,0,1793,1711,3649
CPLE,"5/4/2022 5 p.m. EDT",1741,41,444,0,2081,1713,3648
CPLE,"5/4/2022 6 p.m. EDT",1259,43,443,0,2132,1714,3643
CPLE,"5/4/2022 7 p.m. EDT",571,45,444,0,2251,1713,3644
CPLE,"5/4/2022 8 p.m. EDT",130,41,444,0,2253,1712,3647
CPLE,"5/4/2022 9 p.m. EDT",-3,40,329,0,2246,1713,3646
CPLE,"5/4/2022 10 p.m. EDT",-4,41,294,0,2095,1713,3653
CPLE,"5/4/2022 11 p.m. EDT",-2,43,292,0,1368,1715,3650
CPLE,"5/5/2022 12 a.m. EDT",-2,41,287,0,760,1709,3656
CPLE,"5/5/2022 1 a.m. EDT",0,43,233,0,638,1661,3655
CPLE,"5/5/2022 2 a.m. EDT",-3,42,224,0,628,1631,3660
CPLE,"5/5/2022 3 a.m. EDT",-1,42,222,0,623,1623,3660
CPLE,"5/5/2022 4 a.m. EDT",-2,24,218,0,563,1449,3660
CPLE,"5/5/2022 5 a.m. EDT",-1,10,225,0,584,1409,3659
CPLE,"5/5/2022 6 a.m. EDT",-1,11,226,0,584,1584,3661
CPLE,"5/5/2022 7 a.m. EDT",3,9,230,0,577,1653,3660
CPLE,"5/5/2022 8 a.m. EDT",224,16,228,0,583,1664,3664
CPLE,"5/5/2022 9 a.m. EDT",498,14,256,0,580,1657,3664
CPLE,"5/5/2022 10 a.m. EDT",758,14,261,0,579,1530,3655
CPLE,"5/5/2022 11 a.m. EDT",1059,12,260,0,575,1523,3664
CPLE,"5/5/2022 12 p.m. EDT",1259,12,263,0,579,1614,3662
CPLE,"5/5/2022 1 p.m. EDT",1277,13,260,0,574,1614,3661
CPLE,"5/5/2022 2 p.m. EDT",1310,13,262,0,854,1671,3657
CPLE,"5/5/2022 3 p.m. EDT",1215,38,258,0,1156,1719,3656
CPLE,"5/5/2022 4 p.m. EDT",1144,53,260,0,1285,1715,3655
CPLE,"5/5/2022 5 p.m. EDT",983,53,259,0,1531,1713,3656
CPLE,"5/5/2022 6 p.m. EDT",751,51,260,0,1523,1715,3651
CPLE,"5/5/2022 7 p.m. EDT",371,47,259,0,1770,1715,3650
CPLE,"5/5/2022 8 p.m. EDT",85,55,260,0,1739,1714,3651
CPLE,"5/5/2022 9 p.m. EDT",-3,51,295,0,1755,1716,3651
CPLE,"5/5/2022 10 p.m. EDT",-3,50,295,0,1459,1715,3651
CPLE,"5/5/2022 11 p.m. EDT",0,41,291,0,896,1606,3656
CPLE,"5/6/2022 12 a.m. EDT",0,20,225,0,637,1528,3654
CPLE,"5/6/2022 1 a.m. EDT",-3,14,209,0,610,1531,3656
CPLE,"5/6/2022 2 a.m. EDT",-3,10,207,0,573,1310,3656
CPLE,"5/6/2022 3 a.m. EDT",-1,14,220,0,590,1038,3662
CPLE,"5/6/2022 4 a.m. EDT",-2,11,220,0,565,1000,3658
CPLE,"5/6/2022 5 a.m. EDT",-2,10,220,0,568,970,3662
CPLE,"5/6/2022 6 a.m. EDT",-3,10,214,0,548,959,3659
CPLE,"5/6/2022 7 a.m. EDT",6,23,215,0,555,1020,3662
CPLE,"5/6/2022 8 a.m. EDT",223,24,160,0,648,1022,3658
CPLE,"5/6/2022 9 a.m. EDT",496,21,166,0,703,1023,3660
CPLE,"5/6/2022 10 a.m. EDT",825,23,179,0,797,1024,3660
CPLE,"5/6/2022 11 a.m. EDT",1308,22,179,0,778,1024,3658
CPLE,"5/6/2022 12 p.m. EDT",1815,11,184,0,800,1025,3656
CPLE,"5/6/2022 1 p.m. EDT",2204,7,185,0,803,1018,3653
CPLE,"5/6/2022 2 p.m. EDT",2072,10,185,0,986,1022,3651
CPLE,"5/6/2022 3 p.m. EDT",1881,8,184,0,1324,1026,3642
CPLE,"5/6/2022 4 p.m. EDT",1469,9,182,0,1784,1020,3644
CPLE,"5/6/2022 5 p.m. EDT",1091,9,185,0,1954,1025,3654
CPLE,"5/6/2022 6 p.m. EDT",929,40,182,0,2126,1026,3650
CPLE,"5/6/2022 7 p.m. EDT",381,48,185,0,2118,1021,3645
CPLE,"5/6/2022 8 p.m. EDT",76,45,181,0,2013,1023,3642
CPLE,"5/6/2022 9 p.m. EDT",-5,55,211,0,1937,1022,3670
CPLE,"5/6/2022 10 p.m. EDT",0,30,212,0,1579,1022,3657
CPLE,"5/6/2022 11 p.m. EDT",-1,22,209,0,1105,1028,3655
CPLE,"5/7/2022 12 a.m. EDT",-3,9,207,0,793,1014,3656
CPLE,"5/7/2022 1 a.m. EDT",-1,9,210,0,789,729,3657
CPLE,"5/7/2022 2 a.m. EDT",-4,8,217,0,633,634,3660
CPLE,"5/7/2022 3 a.m. EDT",0,8,211,0,578,725,3663
CPLE,"5/7/2022 4 a.m. EDT",-4,9,211,0,585,592,3664
CPLE,"5/7/2022 5 a.m. EDT",-1,7,216,0,595,679,3663
CPLE,"5/7/2022 6 a.m. EDT",-1,9,216,0,722,935,3663
CPLE,"5/7/2022 7 a.m. EDT",18,18,260,0,723,951,3689
CPLE,"5/7/2022 8 a.m. EDT",501,21,260,0,688,949,3672
CPLE,"5/7/2022 9 a.m. EDT",1332,19,256,0,610,970,3664
CPLE,"5/7/2022 10 a.m. EDT",1921,20,258,0,558,762,3667
CPLE,"5/7/2022 11 a.m. EDT",2180,9,202,0,561,683,3663
CPLE,"5/7/2022 12 p.m. EDT",2188,8,238,0,596,818,3663
CPLE,"5/7/2022 1 p.m. EDT",1931,10,258,0,763,988,3659
CPLE,"5/7/2022 2 p.m. EDT",1542,8,258,0,1085,1024,3661
CPLE,"5/7/2022 3 p.m. EDT",1299,8,258,0,1223,1018,3663
CPLE,"5/7/2022 4 p.m. EDT",979,8,261,0,1379,1024,3663
CPLE,"5/7/2022 5 p.m. EDT",701,8,260,0,1414,1023,3661
CPLE,"5/7/2022 6 p.m. EDT",448,20,258,0,1310,1023,3684
CPLE,"5/7/2022 7 p.m. EDT",185,23,263,0,1302,1022,3665
CPLE,"5/7/2022 8 p.m. EDT",77,41,261,0,1248,1024,3664
CPLE,"5/7/2022 9 p.m. EDT",-3,39,284,0,1319,1020,3661
CPLE,"5/7/2022 10 p.m. EDT",0,40,283,0,1286,1019,3669
CPLE,"5/7/2022 11 p.m. EDT",-3,21,283,0,1230,1020,3622
CPLE,"5/8/2022 12 a.m. EDT",-1,8,279,0,925,1012,3522
CPLE,"5/8/2022 1 a.m. EDT",-2,7,280,0,637,1014,3432
CPLE,"5/8/2022 2 a.m. EDT",-1,8,280,-1,368,992,3417
CPLE,"5/8/2022 3 a.m. EDT",-3,8,279,0,370,983,3485
CPLE,"5/8/2022 4 a.m. EDT",0,8,279,0,368,991,3512
CPLE,"5/8/2022 5 a.m. EDT",-1,8,280,0,368,991,3509
CPLE,"5/8/2022 6 a.m. EDT",0,7,280,0,367,972,3512
CPLE,"5/8/2022 7 a.m. EDT",0,20,286,0,375,960,3530
CPLE,"5/8/2022 8 a.m. EDT",153,19,262,0,375,963,3543
CPLE,"5/8/2022 9 a.m. EDT",310,19,263,0,374,974,3553
CPLE,"5/8/2022 10 a.m. EDT",479,17,262,0,501,979,3575
CPLE,"5/8/2022 11 a.m. EDT",659,6,261,0,507,980,3588
CPLE,"5/8/2022 12 p.m. EDT",820,11,260,0,579,991,3602
CPLE,"5/8/2022 1 p.m. EDT",904,7,260,0,640,976,3610
CPLE,"5/8/2022 2 p.m. EDT",958,8,262,0,679,990,3624
CPLE,"5/8/2022 3 p.m. EDT",905,9,259,0,680,976,3639
CPLE,"5/8/2022 4 p.m. EDT",752,6,261,0,680,966,3647
CPLE,"5/8/2022 5 p.m. EDT",589,20,261,0,729,985,3657
CPLE,"5/8/2022 6 p.m. EDT",348,41,259,0,941,1021,3663
CPLE,"5/8/2022 7 p.m. EDT",174,40,263,0,1117,1023,3674
CPLE,"5/8/2022 8 p.m. EDT",55,40,262,0,1213,1023,3675
CPLE,"5/8/2022 9 p.m. EDT",-3,38,293,0,1381,1010,3681
CPLE,"5/8/2022 10 p.m. EDT",-1,39,295,0,1351,1022,3685
CPLE,"5/8/2022 11 p.m. EDT",0,16,294,0,1283,1017,3687
CPLE,"5/9/2022 12 a.m. EDT",-4,8,291,0,791,998,3685
CPLE,"5/9/2022 1 a.m. EDT",-3,7,262,0,374,946,3690
CPLE,"5/9/2022 2 a.m. EDT",0,8,231,0,372,927,3688
CPLE,"5/9/2022 3 a.m. EDT",-1,9,249,0,379,911,3689
CPLE,"5/9/2022 4 a.m. EDT",-1,8,289,0,379,878,3690
CPLE,"5/9/2022 5 a.m. EDT",-2,6,290,0,382,963,3692
CPLE,"5/9/2022 6 a.m. EDT",-3,9,292,0,526,955,3690
CPLE,"5/9/2022 7 a.m. EDT",23,20,312,0,1050,1006,3691
CPLE,"5/9/2022 8 a.m. EDT",523,17,243,0,1110,991,3688
CPLE,"5/9/2022 9 a.m. EDT",1366,19,193,0,607,924,3688
CPLE,"5/9/2022 10 a.m. EDT",2025,19,198,0,372,801,3690
CPLE,"5/9/2022 11 a.m. EDT",2488,9,198,0,368,867,3687
CPLE,"5/9/2022 12 p.m. EDT",2696,7,193,0,362,687,3688
CPLE,"5/9/2022 1 p.m. EDT",2727,9,192,0,354,651,3687
CPLE,"5/9/2022 2 p.m. EDT",2744,8,194,0,357,913,3685
CPLE,"5/9/2022 3 p.m. EDT",2742,5,239,0,354,990,3685
CPLE,"5/9/2022 4 p.m. EDT",2627,8,260,0,350,988,3682
CPLE,"5/9/2022 5 p.m. EDT",2269,8,261,0,344,979,3682
CPLE,"5/9/2022 6 p.m. EDT",1711,18,259,0,573,962,3680
CPLE,"5/9/2022 7 p.m. EDT",860,39,268,0,858,979,3679
CPLE,"5/9/2022 8 p.m. EDT",168,40,276,0,1335,1014,3679
CPLE,"5/9/2022 9 p.m. EDT",0,38,320,0,1581,1025,3682
CPLE,"5/9/2022 10 p.m. EDT",-1,36,325,0,1422,1024,3683
CPLE,"5/9/2022 11 p.m. EDT",-1,41,329,0,680,955,3681
CPLE,"5/10/2022 12 a.m. EDT",-5,38,332,0,369,956,3685
CPLE,"5/10/2022 1 a.m. EDT",-1,25,334,0,371,959,3686
CPLE,"5/10/2022 2 a.m. EDT",-1,30,336,0,369,956,3690
CPLE,"5/10/2022 3 a.m. EDT",-1,28,337,0,378,964,3687
CPLE,"5/10/2022 4 a.m. EDT",-3,25,335,0,378,960,3689
CPLE,"5/10/2022 5 a.m. EDT",-1,8,336,0,424,962,3686
CPLE,"5/10/2022 6 a.m. EDT",-1,9,340,0,439,961,3690
CPLE,"5/10/2022 7 a.m. EDT",17,11,358,0,441,960,3690
CPLE,"5/10/2022 8 a.m. EDT",509,13,308,0,435,940,3690
CPLE,"5/10/2022 9 a.m. EDT",1302,13,304,0,413,915,3689
CPLE,"5/10/2022 10 a.m. EDT",1918,14,308,0,362,951,3677
CPLE,"5/10/2022 11 a.m. EDT",2249,13,305,0,357,957,3680
CPLE,"5/10/2022 12 p.m. EDT",2445,12,305,0,351,955,3675
CPLE,"5/10/2022 1 p.m. EDT",2506,14,307,0,349,957,3676
CPLE,"5/10/2022 2 p.m. EDT",2464,13,303,0,341,936,3670
CPLE,"5/10/2022 3 p.m. EDT",2386,12,306,0,342,957,3673
CPLE,"5/10/2022 4 p.m. EDT",2250,12,306,0,405,963,3669
CPLE,"5/10/2022 5 p.m. EDT",2017,8,307,0,787,969,3670
CPLE,"5/10/2022 6 p.m. EDT",1509,32,308,44,1000,956,3672
CPLE,"5/10/2022 7 p.m. EDT",727,40,308,0,1461,1012,3675
CPLE,"5/10/2022 8 p.m. EDT",145,38,308,0,1999,1021,3666
CPLE,"5/10/2022 9 p.m. EDT",0,40,344,0,2097,1028,3673
CPLE,"5/10/2022 10 p.m. EDT",-2,34,342,0,1859,1019,3700
CPLE,"5/10/2022 11 p.m. EDT",-3,10,339,0,1047,1025,3681
CPLE,"5/11/2022 12 a.m. EDT",-1,9,335,0,572,1018,3677
CPLE,"5/11/2022 1 a.m. EDT",-2,9,338,0,366,973,3677
CPLE,"5/11/2022 2 a.m. EDT",-2,8,339,0,361,833,3684
CPLE,"5/11/2022 3 a.m. EDT",-3,9,336,0,370,854,3688
CPLE,"5/11/2022 4 a.m. EDT",-1,9,338,0,370,914,3689
CPLE,"5/11/2022 5 a.m. EDT",-1,9,337,0,374,985,3687
CPLE,"5/11/2022 6 a.m. EDT",-2,8,340,0,371,957,3691
CPLE,"5/11/2022 7 a.m. EDT",22,20,358,0,372,930,3695
CPLE,"5/11/2022 8 a.m. EDT",528,20,308,0,371,957,3692
CPLE,"5/11/2022 9 a.m. EDT",1362,20,307,0,364,914,3689
CPLE,"5/11/2022 10 a.m. EDT",2029,21,255,0,317,575,3689
CPLE,"5/11/2022 11 a.m. EDT",2476,9,200,0,240,495,3692
CPLE,"5/11/2022 12 p.m. EDT",2640,9,195,0,246,492,3683
CPLE,"5/11/2022 1 p.m. EDT",2650,9,234,0,337,516,3685
CPLE,"5/11/2022 2 p.m. EDT",2556,7,289,0,413,689,3679
CPLE,"5/11/2022 3 p.m. EDT",2385,8,305,0,781,722,3681
CPLE,"5/11/2022 4 p.m. EDT",2011,8,307,0,923,899,3677
CPLE,"5/11/2022 5 p.m. EDT",1467,7,306,0,1483,993,3675
CPLE,"5/11/2022 6 p.m. EDT",947,37,308,0,1826,995,3674
CPLE,"5/11/2022 7 p.m. EDT",472,45,307,0,1833,1022,3678
CPLE,"5/11/2022 8 p.m. EDT",114,45,309,0,2099,1009,3678
CPLE,"5/11/2022 9 p.m. EDT",-1,44,344,0,2202,1030,3674
CPLE,"5/11/2022 10 p.m. EDT",-4,38,343,0,2141,1034,3676
CPLE,"5/11/2022 11 p.m. EDT",-2,11,342,0,1599,1026,3678
CPLE,"5/12/2022 12 a.m. EDT",-2,6,340,0,821,1031,3679
CPLE,"5/12/2022 1 a.m. EDT",-2,10,337,0,620,1031,3677
CPLE,"5/12/2022 2 a.m. EDT",-2,7,336,0,616,1023,3679
CPLE,"5/12/2022 3 a.m. EDT",-1,9,335,0,566,1015,3680
CPLE,"5/12/2022 4 a.m. EDT",-1,8,336,0,592,852,3681
CPLE,"5/12/2022 5 a.m. EDT",0,8,334,0,637,854,3683
CPLE,"5/12/2022 6 a.m. EDT",-3,8,337,0,615,966,3680
CPLE,"5/12/2022 7 a.m. EDT",2,19,343,0,669,938,3682
CPLE,"5/12/2022 8 a.m. EDT",187,22,309,0,1039,1022,3683
CPLE,"5/12/2022 9 a.m. EDT",421,21,308,0,1407,1025,3681
CPLE,"5/12/2022 10 a.m. EDT",649,20,306,0,1584,1023,3684
CPLE,"5/12/2022 11 a.m. EDT",835,8,306,0,1598,1028,3682
CPLE,"5/12/2022 12 p.m. EDT",922,8,307,0,1587,1007,3679
CPLE,"5/12/2022 1 p.m. EDT",960,8,306,0,1582,1015,3682
CPLE,"5/12/2022 2 p.m. EDT",1097,5,306,0,1659,1001,3678
CPLE,"5/12/2022 3 p.m. EDT",1139,7,307,0,1746,1017,3682
CPLE,"5/12/2022 4 p.m. EDT",998,10,307,0,1850,1022,3679
CPLE,"5/12/2022 5 p.m. EDT",815,8,306,0,1873,1021,3702
CPLE,"5/12/2022 6 p.m. EDT",616,36,305,0,1867,1019,3681
CPLE,"5/12/2022 7 p.m. EDT",326,47,308,0,1897,1023,3681
CPLE,"5/12/2022 8 p.m. EDT",94,48,308,0,1878,1015,3680
CPLE,"5/12/2022 9 p.m. EDT",-2,47,339,0,1916,1022,3678
CPLE,"5/12/2022 10 p.m. EDT",-4,47,337,0,1915,1022,3681
CPLE,"5/12/2022 11 p.m. EDT",0,48,338,0,1643,1011,3677
CPLE,"5/13/2022 12 a.m. EDT",0,19,333,0,1252,961,3680
CPLE,"5/13/2022 1 a.m. EDT",-2,8,334,0,1040,906,3679
CPLE,"5/13/2022 2 a.m. EDT",-1,9,338,0,889,955,3683
CPLE,"5/13/2022 3 a.m. EDT",-1,7,333,0,773,888,3680
CPLE,"5/13/2022 4 a.m. EDT",-1,7,336,0,693,817,3680
CPLE,"5/13/2022 5 a.m. EDT",-4,9,335,0,609,880,3683
CPLE,"5/13/2022 6 a.m. EDT",-4,8,337,0,663,914,3681
CPLE,"5/13/2022 7 a.m. EDT",1,20,338,0,729,883,3682
CPLE,"5/13/2022 8 a.m. EDT",155,20,310,0,814,994,3681
CPLE,"5/13/2022 9 a.m. EDT",361,19,306,0,794,1023,3676
CPLE,"5/13/2022 10 a.m. EDT",662,20,307,0,782,1024,3684
CPLE,"5/13/2022 11 a.m. EDT",1000,20,307,0,761,1023,3677
CPLE,"5/13/2022 12 p.m. EDT",1287,19,307,0,750,1023,3679
CPLE,"5/13/2022 1 p.m. EDT",1534,9,307,0,871,1025,3676
CPLE,"5/13/2022 2 p.m. EDT",1679,8,304,0,915,1026,3698
CPLE,"5/13/2022 3 p.m. EDT",1700,7,303,0,1112,1016,3677
CPLE,"5/13/2022 4 p.m. EDT",1487,37,305,0,1395,1017,3671
CPLE,"5/13/2022 5 p.m. EDT",1172,40,307,0,1612,1015,3669
CPLE,"5/13/2022 6 p.m. EDT",848,39,306,0,1645,1017,3669
CPLE,"5/13/2022 7 p.m. EDT",470,41,307,0,1781,1015,3668
CPLE,"5/13/2022 8 p.m. EDT",143,41,307,0,1823,1016,3676
CPLE,"5/13/2022 9 p.m. EDT",0,40,341,0,1868,1018,3665
CPLE,"5/13/2022 10 p.m. EDT",-2,39,337,0,1820,1022,3673
CPLE,"5/13/2022 11 p.m. EDT",-1,38,320,0,1676,1010,3673
CPLE,"5/14/2022 12 a.m. EDT",0,22,291,0,1178,998,3672
CPLE,"5/14/2022 1 a.m. EDT",-1,6,291,0,852,959,3675
CPLE,"5/14/2022 2 a.m. EDT",-1,9,290,0,664,867,3676
CPLE,"5/14/2022 3 a.m. EDT",-2,8,290,0,648,810,3675
CPLE,"5/14/2022 4 a.m. EDT",-5,8,289,0,570,736,3673
CPLE,"5/14/2022 5 a.m. EDT",-3,12,291,0,586,883,3673
CPLE,"5/14/2022 6 a.m. EDT",-1,15,289,0,660,877,3674
CPLE,"5/14/2022 7 a.m. EDT",15,27,301,0,657,888,3676
CPLE,"5/14/2022 8 a.m. EDT",255,27,260,0,661,889,3673
CPLE,"5/14/2022 9 a.m. EDT",670,25,262,0,656,925,3674
CPLE,"5/14/2022 10 a.m. EDT",991,29,260,0,658,950,3676
CPLE,"5/14/2022 11 a.m. EDT",1413,15,261,0,650,953,3673
CPLE,"5/14/2022 12 p.m. EDT",1790,15,257,0,608,955,3670
CPLE,"5/14/2022 1 p.m. EDT",1847,14,259,0,601,954,3670
CPLE,"5/14/2022 2 p.m. EDT",1733,6,257,0,853,982,3671
CPLE,"5/14/2022 3 p.m. EDT",1765,18,255,0,1004,1004,3691
CPLE,"5/14/2022 4 p.m. EDT",1569,45,256,0,1213,1004,3671
CPLE,"5/14/2022 5 p.m. EDT",1377,42,257,0,1359,1013,3668
CPLE,"5/14/2022 6 p.m. EDT",1036,43,255,0,1582,1007,3664
CPLE,"5/14/2022 7 p.m. EDT",625,44,258,0,1682,1006,3665
CPLE,"5/14/2022 8 p.m. EDT",163,42,258,0,1569,1008,3664
CPLE,"5/14/2022 9 p.m. EDT",-2,44,295,0,1186,1010,3664
CPLE,"5/14/2022 10 p.m. EDT",-1,15,295,0,888,990,3662
CPLE,"5/14/2022 11 p.m. EDT",-2,9,294,0,643,770,3665
CPLE,"5/15/2022 12 a.m. EDT",0,9,291,0,644,795,3668
CPLE,"5/15/2022 1 a.m. EDT",-1,11,281,0,567,649,3667
CPLE,"5/15/2022 2 a.m. EDT",-2,8,225,0,458,670,3669
CPLE,"5/15/2022 3 a.m. EDT",-4,10,220,0,462,663,3670
CPLE,"5/15/2022 4 a.m. EDT",-4,9,221,0,471,715,3672
CPLE,"5/15/2022 5 a.m. EDT",-1,9,221,0,472,795,3673
CPLE,"5/15/2022 6 a.m. EDT",-1,10,220,0,457,819,3672
CPLE,"5/15/2022 7 a.m. EDT",31,21,213,0,372,620,3668
CPLE,"5/15/2022 8 a.m. EDT",506,21,170,0,417,620,3675
CPLE,"5/15/2022 9 a.m. EDT",1186,21,175,0,433,685,3672
CPLE,"5/15/2022 10 a.m. EDT",1777,20,187,0,452,745,3670
CPLE,"5/15/2022 11 a.m. EDT",2167,9,189,0,568,915,3673
