"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
FPC,"6/1/2022 12 a.m. EDT",0,37,95,0,4874,197
FPC,"6/1/2022 1 a.m. EDT",0,36,97,0,4399,183
FPC,"6/1/2022 2 a.m. EDT",0,37,97,0,3876,182
FPC,"6/1/2022 3 a.m. EDT",0,36,95,0,3520,199
FPC,"6/1/2022 4 a.m. EDT",0,37,96,0,3306,184
FPC,"6/1/2022 5 a.m. EDT",0,37,96,0,3300,184
FPC,"6/1/2022 6 a.m. EDT",0,36,98,0,3573,181
FPC,"6/1/2022 7 a.m. EDT",4,37,97,0,3773,184
FPC,"6/1/2022 8 a.m. EDT",185,37,96,0,4027,182
FPC,"6/1/2022 9 a.m. EDT",460,37,92,0,4228,185
FPC,"6/1/2022 10 a.m. EDT",529,37,92,0,4793,216
FPC,"6/1/2022 11 a.m. EDT",552,37,91,0,5248,238
FPC,"6/1/2022 12 p.m. EDT",564,39,90,0,5703,285
FPC,"6/1/2022 1 p.m. EDT",548,39,86,0,6047,323
FPC,"6/1/2022 2 p.m. EDT",516,39,91,0,6094,407
FPC,"6/1/2022 3 p.m. EDT",550,39,93,0,6239,434
FPC,"6/1/2022 4 p.m. EDT",555,39,92,0,6349,432
FPC,"6/1/2022 5 p.m. EDT",544,39,96,0,6342,434
FPC,"6/1/2022 6 p.m. EDT",491,38,94,0,6411,435
FPC,"6/1/2022 7 p.m. EDT",384,39,97,0,6439,435
FPC,"6/1/2022 8 p.m. EDT",133,38,96,0,6408,475
FPC,"6/1/2022 9 p.m. EDT",5,38,98,0,6276,438
FPC,"6/1/2022 10 p.m. EDT",0,38,96,0,6102,438
FPC,"6/1/2022 11 p.m. EDT",0,38,98,0,5473,449
FPC,"6/2/2022 12 a.m. EDT",0,38,95,0,4756,435
FPC,"6/2/2022 1 a.m. EDT",0,39,95,0,4097,424
FPC,"6/2/2022 2 a.m. EDT",0,38,97,0,3593,424
FPC,"6/2/2022 3 a.m. EDT",0,38,96,0,3241,424
FPC,"6/2/2022 4 a.m. EDT",0,39,97,0,3074,423
FPC,"6/2/2022 5 a.m. EDT",0,38,96,0,3016,424
FPC,"6/2/2022 6 a.m. EDT",0,39,97,0,3169,422
FPC,"6/2/2022 7 a.m. EDT",5,38,92,0,3432,438
FPC,"6/2/2022 8 a.m. EDT",176,38,72,0,3563,579
FPC,"6/2/2022 9 a.m. EDT",455,38,46,0,3807,680
FPC,"6/2/2022 10 a.m. EDT",557,39,47,0,4144,835
FPC,"6/2/2022 11 a.m. EDT",586,35,51,0,4666,903
FPC,"6/2/2022 12 p.m. EDT",589,33,64,0,5240,973
FPC,"6/2/2022 1 p.m. EDT",574,32,76,0,5850,984
FPC,"6/2/2022 2 p.m. EDT",567,31,82,0,6454,767
FPC,"6/2/2022 3 p.m. EDT",532,32,90,47,6754,609
FPC,"6/2/2022 4 p.m. EDT",565,32,94,3,6802,768
FPC,"6/2/2022 5 p.m. EDT",550,33,94,38,6804,858
FPC,"6/2/2022 6 p.m. EDT",504,37,96,142,6831,856
FPC,"6/2/2022 7 p.m. EDT",374,34,96,112,6923,843
FPC,"6/2/2022 8 p.m. EDT",155,34,97,35,6953,713
FPC,"6/2/2022 9 p.m. EDT",6,34,94,0,6833,619
FPC,"6/2/2022 10 p.m. EDT",0,34,95,0,6337,519
FPC,"6/2/2022 11 p.m. EDT",0,34,95,0,5713,449
FPC,"6/3/2022 12 a.m. EDT",0,35,75,0,5159,423
FPC,"6/3/2022 1 a.m. EDT",0,34,76,0,4463,429
FPC,"6/3/2022 2 a.m. EDT",0,35,75,0,3914,424
FPC,"6/3/2022 3 a.m. EDT",0,35,75,0,3534,428
FPC,"6/3/2022 4 a.m. EDT",0,34,75,0,3337,429
FPC,"6/3/2022 5 a.m. EDT",0,35,76,0,3289,425
