"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
FPC,"10/1/2022 12 a.m. EDT",0,13,96,0,2929,580
FPC,"10/1/2022 1 a.m. EDT",0,14,97,0,2694,504
FPC,"10/1/2022 2 a.m. EDT",0,13,95,0,2386,428
FPC,"10/1/2022 3 a.m. EDT",0,14,95,0,2224,426
FPC,"10/1/2022 4 a.m. EDT",0,13,94,0,2112,431
FPC,"10/1/2022 5 a.m. EDT",0,14,96,0,2087,424
FPC,"10/1/2022 6 a.m. EDT",0,13,94,0,2115,424
FPC,"10/1/2022 7 a.m. EDT",0,14,97,0,2276,422
FPC,"10/1/2022 8 a.m. EDT",14,13,95,0,2522,437
FPC,"10/1/2022 9 a.m. EDT",265,14,96,0,2590,566
FPC,"10/1/2022 10 a.m. EDT",508,13,93,0,2713,594
FPC,"10/1/2022 11 a.m. EDT",560,14,94,0,2909,586
FPC,"10/1/2022 12 p.m. EDT",577,13,92,0,3022,801
FPC,"10/1/2022 1 p.m. EDT",592,14,93,0,3271,1044
FPC,"10/1/2022 2 p.m. EDT",596,14,96,0,3396,1210
FPC,"10/1/2022 3 p.m. EDT",584,14,96,0,3636,1254
FPC,"10/1/2022 4 p.m. EDT",586,14,96,0,3685,1226
FPC,"10/1/2022 5 p.m. EDT",569,14,96,30,3787,1360
FPC,"10/1/2022 6 p.m. EDT",463,29,98,49,4100,1336
FPC,"10/1/2022 7 p.m. EDT",171,14,97,48,4259,1162
FPC,"10/1/2022 8 p.m. EDT",3,14,99,47,4412,721
FPC,"10/1/2022 9 p.m. EDT",0,14,97,42,4289,433
FPC,"10/1/2022 10 p.m. EDT",0,14,97,12,3920,435
FPC,"10/1/2022 11 p.m. EDT",0,13,95,0,3734,429
FPC,"10/2/2022 12 a.m. EDT",0,13,98,0,3302,428
FPC,"10/2/2022 1 a.m. EDT",0,13,97,0,2863,428
FPC,"10/2/2022 2 a.m. EDT",0,13,97,0,2465,390
FPC,"10/2/2022 3 a.m. EDT",0,13,98,0,2298,355
FPC,"10/2/2022 4 a.m. EDT",0,13,95,0,2191,351
FPC,"10/2/2022 5 a.m. EDT",0,13,98,0,2172,355
FPC,"10/2/2022 6 a.m. EDT",0,12,98,0,2191,353
FPC,"10/2/2022 7 a.m. EDT",0,12,97,0,2327,351
FPC,"10/2/2022 8 a.m. EDT",14,13,97,0,2728,355
FPC,"10/2/2022 9 a.m. EDT",269,13,98,0,2875,354
FPC,"10/2/2022 10 a.m. EDT",523,12,97,0,3077,376
FPC,"10/2/2022 11 a.m. EDT",575,13,96,0,3375,354
FPC,"10/2/2022 12 p.m. EDT",594,14,97,0,3696,354
FPC,"10/2/2022 1 p.m. EDT",616,14,97,0,3740,353
FPC,"10/2/2022 2 p.m. EDT",628,14,95,0,4339,382
FPC,"10/2/2022 3 p.m. EDT",630,13,98,0,4590,374
FPC,"10/2/2022 4 p.m. EDT",628,13,97,27,4584,428
FPC,"10/2/2022 5 p.m. EDT",609,14,98,49,4891,726
FPC,"10/2/2022 6 p.m. EDT",495,28,99,49,5101,853
FPC,"10/2/2022 7 p.m. EDT",169,13,95,50,5077,971
FPC,"10/2/2022 8 p.m. EDT",4,13,98,40,4911,890
FPC,"10/2/2022 9 p.m. EDT",0,12,96,0,4988,650
FPC,"10/2/2022 10 p.m. EDT",0,13,98,0,4704,437
FPC,"10/2/2022 11 p.m. EDT",0,12,97,0,4100,430
FPC,"10/3/2022 12 a.m. EDT",0,13,94,0,3419,431
FPC,"10/3/2022 1 a.m. EDT",0,13,95,0,3092,431
FPC,"10/3/2022 2 a.m. EDT",0,12,96,0,2768,361
FPC,"10/3/2022 3 a.m. EDT",0,13,93,0,2527,352
