"Region Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
FLA,"10/4/2022 3 a.m. EDT",0,14,2366,0,12120,1577,2820
FLA,"10/4/2022 4 a.m. EDT",0,14,2357,0,11661,1469,2820
FLA,"10/4/2022 5 a.m. EDT",0,14,2394,0,11480,1518,2825
FLA,"10/4/2022 6 a.m. EDT",0,14,2427,0,12215,1675,2824
FLA,"10/4/2022 7 a.m. EDT",-1,14,2430,0,13906,1850,2824
FLA,"10/4/2022 8 a.m. EDT",67,14,2414,0,14602,1885,2825
FLA,"10/4/2022 9 a.m. EDT",1276,14,2494,0,14173,1918,2823
FLA,"10/4/2022 10 a.m. EDT",2985,14,2598,0,14027,1839,2828
FLA,"10/4/2022 11 a.m. EDT",3855,14,2813,5,14629,1963,2828
FLA,"10/4/2022 12 p.m. EDT",4243,12,2827,0,15766,2270,2825
FLA,"10/4/2022 1 p.m. EDT",4113,12,2732,0,17324,2299,2824
FLA,"10/4/2022 2 p.m. EDT",4081,12,2714,0,18843,2088,2822
FLA,"10/4/2022 3 p.m. EDT",4037,12,2697,0,19946,2172,2839
FLA,"10/4/2022 4 p.m. EDT",3787,12,2681,35,20806,2391,2898
FLA,"10/4/2022 5 p.m. EDT",3391,12,2710,6,21525,2447,2988
FLA,"10/4/2022 6 p.m. EDT",2297,11,2853,0,22269,2495,3016
FLA,"10/4/2022 7 p.m. EDT",728,12,2948,0,22787,2528,3018
FLA,"10/4/2022 8 p.m. EDT",110,12,3008,0,22733,2515,3023
FLA,"10/4/2022 9 p.m. EDT",72,12,2886,0,21796,2582,3017
FLA,"10/4/2022 10 p.m. EDT",72,11,2791,2,19766,2607,3022
FLA,"10/4/2022 11 p.m. EDT",72,12,2761,0,17214,2431,3078
FLA,"10/5/2022 12 a.m. EDT",72,12,2453,0,15159,2243,3142
FLA,"10/5/2022 1 a.m. EDT",72,12,2417,0,13594,2024,3182
FLA,"10/5/2022 2 a.m. EDT",72,11,2410,0,12359,1739,3189
FLA,"10/5/2022 3 a.m. EDT",72,12,2336,0,11673,1503,3207
FLA,"10/5/2022 4 a.m. EDT",72,12,2276,0,11419,1352,3212
FLA,"10/5/2022 5 a.m. EDT",72,12,2283,0,11426,1386,3221
FLA,"10/5/2022 6 a.m. EDT",72,12,2345,0,12102,1483,3259
FLA,"10/5/2022 7 a.m. EDT",72,12,2389,0,13540,1661,3281
FLA,"10/5/2022 8 a.m. EDT",140,12,2409,5,14225,1836,3308
FLA,"10/5/2022 9 a.m. EDT",1235,12,2473,73,14193,1796,3332
FLA,"10/5/2022 10 a.m. EDT",2800,12,2466,79,14214,1769,3360
FLA,"10/5/2022 11 a.m. EDT",3865,11,2715,78,14721,1794,3390
FLA,"10/5/2022 12 p.m. EDT",4152,11,2887,77,15738,1770,3417
FLA,"10/5/2022 1 p.m. EDT",4134,11,2843,77,17296,1875,3437
FLA,"10/5/2022 2 p.m. EDT",4193,11,2776,131,18799,1917,3472
FLA,"10/5/2022 3 p.m. EDT",4125,12,2747,108,20133,2068,3500
FLA,"10/5/2022 4 p.m. EDT",4001,11,2688,96,21133,2260,3496
FLA,"10/5/2022 5 p.m. EDT",3625,11,2768,133,22152,2308,3524
FLA,"10/5/2022 6 p.m. EDT",2610,12,2946,50,22985,2527,3543
FLA,"10/5/2022 7 p.m. EDT",808,11,3036,52,23292,2576,3566
FLA,"10/5/2022 8 p.m. EDT",121,12,3021,52,23195,2490,3585
FLA,"10/5/2022 9 p.m. EDT",71,11,2888,1,22489,2329,3616
FLA,"10/5/2022 10 p.m. EDT",72,12,2389,0,20726,2282,3646
FLA,"10/5/2022 11 p.m. EDT",72,12,1796,0,18488,2217,3670
FLA,"10/6/2022 12 a.m. EDT",72,11,1980,1,16588,1638,3697
FLA,"10/6/2022 1 a.m. EDT",72,12,1779,0,14691,1213,3793
FLA,"10/6/2022 2 a.m. EDT",72,12,1790,0,13301,1073,3796
FLA,"10/6/2022 3 a.m. EDT",72,12,1762,0,12311,954,3797
FLA,"10/6/2022 4 a.m. EDT",72,13,1743,0,11726,926,3832
FLA,"10/6/2022 5 a.m. EDT",72,13,1745,0,11795,894,3857
FLA,"10/6/2022 6 a.m. EDT",72,13,1761,0,12678,941,3858
FLA,"10/6/2022 7 a.m. EDT",71,15,1740,0,14304,1046,3862
FLA,"10/6/2022 8 a.m. EDT",140,14,1729,0,15212,1036,3865
FLA,"10/6/2022 9 a.m. EDT",1361,13,1822,0,15175,1120,3863
FLA,"10/6/2022 10 a.m. EDT",3051,12,1976,1,15010,1167,3868
FLA,"10/6/2022 11 a.m. EDT",4009,12,2156,5,15601,1225,3863
FLA,"10/6/2022 12 p.m. EDT",4395,12,2222,0,16715,1369,3865
FLA,"10/6/2022 1 p.m. EDT",4294,11,2478,0,17854,1671,3867
FLA,"10/6/2022 2 p.m. EDT",4331,11,2531,0,19255,1736,3865
FLA,"10/6/2022 3 p.m. EDT",4382,12,2522,0,20665,1708,3864
FLA,"10/6/2022 4 p.m. EDT",4199,11,2581,0,21812,1874,3857
FLA,"10/6/2022 5 p.m. EDT",3745,11,2569,0,22494,2030,3860
FLA,"10/6/2022 6 p.m. EDT",2643,12,2703,0,24208,2290,3859
FLA,"10/6/2022 7 p.m. EDT",736,11,2887,0,23994,2305,3861
FLA,"10/6/2022 8 p.m. EDT",57,12,2882,0,23610,2278,3858
FLA,"10/6/2022 9 p.m. EDT",0,11,2779,0,22391,2194,3861
FLA,"10/6/2022 10 p.m. EDT",0,11,2468,0,20988,1816,3859
FLA,"10/6/2022 11 p.m. EDT",0,12,2288,0,18842,1611,3863
FLA,"10/7/2022 12 a.m. EDT",0,11,2159,0,16546,1470,3860
FLA,"10/7/2022 1 a.m. EDT",0,12,2153,0,14494,1253,3861
FLA,"10/7/2022 2 a.m. EDT",0,12,2003,0,13044,1074,3859
FLA,"10/7/2022 3 a.m. EDT",0,13,2008,0,11963,939,3864
FLA,"10/7/2022 4 a.m. EDT",0,13,1881,0,11527,861,3861
FLA,"10/7/2022 5 a.m. EDT",0,13,1861,0,11469,869,3859
FLA,"10/7/2022 6 a.m. EDT",0,13,2005,0,12088,932,3866
FLA,"10/7/2022 7 a.m. EDT",0,13,2199,0,13523,1032,3871
FLA,"10/7/2022 8 a.m. EDT",72,13,2251,0,14328,1171,3866
FLA,"10/7/2022 9 a.m. EDT",1315,12,2388,0,14385,1156,3872
FLA,"10/7/2022 10 a.m. EDT",3079,12,2527,0,14448,1215,3870
FLA,"10/7/2022 11 a.m. EDT",4054,11,2737,0,15028,1432,3869
FLA,"10/7/2022 12 p.m. EDT",4563,12,2633,0,16268,1681,3867
FLA,"10/7/2022 1 p.m. EDT",4761,13,2854,0,17815,1814,3863
FLA,"10/7/2022 2 p.m. EDT",4769,13,3286,0,19222,2014,3862
FLA,"10/7/2022 3 p.m. EDT",4749,11,3303,0,20737,2169,3865
FLA,"10/7/2022 4 p.m. EDT",4545,12,3414,38,21894,2455,3861
FLA,"10/7/2022 5 p.m. EDT",3996,11,3613,49,22392,2777,3867
FLA,"10/7/2022 6 p.m. EDT",2700,11,3819,70,23059,2838,3858
FLA,"10/7/2022 7 p.m. EDT",711,12,3762,47,23275,2850,3863
FLA,"10/7/2022 8 p.m. EDT",61,11,3643,46,22440,2623,3864
FLA,"10/7/2022 9 p.m. EDT",0,11,3303,49,21266,2453,3864
FLA,"10/7/2022 10 p.m. EDT",0,11,3058,42,19589,2287,3857
FLA,"10/7/2022 11 p.m. EDT",0,12,2870,0,17882,2127,3867
FLA,"10/8/2022 12 a.m. EDT",0,11,2471,0,15859,2061,3861
FLA,"10/8/2022 1 a.m. EDT",0,12,2660,0,13991,1968,3866
FLA,"10/8/2022 2 a.m. EDT",0,12,2571,0,12590,1833,3865
FLA,"10/8/2022 3 a.m. EDT",0,15,2235,0,11792,1699,3867
FLA,"10/8/2022 4 a.m. EDT",0,15,2052,0,11166,1657,3866
FLA,"10/8/2022 5 a.m. EDT",0,15,1974,0,10949,1652,3864
FLA,"10/8/2022 6 a.m. EDT",0,14,2066,0,11022,1654,3866
FLA,"10/8/2022 7 a.m. EDT",0,14,1985,0,11657,1678,3868
FLA,"10/8/2022 8 a.m. EDT",61,13,2029,0,12608,1549,3865
FLA,"10/8/2022 9 a.m. EDT",1235,12,2201,0,13237,1560,3870
FLA,"10/8/2022 10 a.m. EDT",2989,13,2334,0,13543,1825,3864
FLA,"10/8/2022 11 a.m. EDT",3963,13,2487,0,14431,1996,3868
FLA,"10/8/2022 12 p.m. EDT",4173,12,2819,0,15804,2178,3866
FLA,"10/8/2022 1 p.m. EDT",4191,12,3168,0,17276,2288,3865
FLA,"10/8/2022 2 p.m. EDT",4031,13,3246,0,18640,2408,3864
FLA,"10/8/2022 3 p.m. EDT",3970,13,3366,0,19926,2468,3865
FLA,"10/8/2022 4 p.m. EDT",3612,12,3391,0,21327,2463,3862
FLA,"10/8/2022 5 p.m. EDT",3035,13,3404,0,22189,2691,3860
FLA,"10/8/2022 6 p.m. EDT",2118,12,3410,0,22636,2940,3857
FLA,"10/8/2022 7 p.m. EDT",625,13,3449,0,22882,2769,3858
FLA,"10/8/2022 8 p.m. EDT",117,12,3427,0,22374,2628,3860
FLA,"10/8/2022 9 p.m. EDT",75,11,3418,0,21283,2312,3859
FLA,"10/8/2022 10 p.m. EDT",75,12,3168,0,19940,2211,3853
FLA,"10/8/2022 11 p.m. EDT",75,11,3004,0,18405,2000,3862
FLA,"10/9/2022 12 a.m. EDT",75,12,2879,0,16678,1884,3859
FLA,"10/9/2022 1 a.m. EDT",75,12,2876,0,14945,1825,3865
FLA,"10/9/2022 2 a.m. EDT",75,12,2885,0,13406,1670,3865
FLA,"10/9/2022 3 a.m. EDT",75,11,2694,0,12398,1623,3865
FLA,"10/9/2022 4 a.m. EDT",75,12,2502,0,12019,1562,3861
FLA,"10/9/2022 5 a.m. EDT",75,12,2383,0,11723,1562,3862
FLA,"10/9/2022 6 a.m. EDT",75,12,2355,0,11638,1605,3868
FLA,"10/9/2022 7 a.m. EDT",75,12,2361,0,12058,1628,3868
FLA,"10/9/2022 8 a.m. EDT",121,12,2445,0,12703,1642,3867
FLA,"10/9/2022 9 a.m. EDT",1030,11,2623,0,13485,1762,3870
FLA,"10/9/2022 10 a.m. EDT",2167,12,2937,0,14706,1815,3868
FLA,"10/9/2022 11 a.m. EDT",3151,11,3241,0,15516,2031,3870
FLA,"10/9/2022 12 p.m. EDT",3537,12,3261,0,16986,2289,3860
FLA,"10/9/2022 1 p.m. EDT",3598,11,3280,0,18598,2481,3864
FLA,"10/9/2022 2 p.m. EDT",3503,12,3284,0,19867,2561,3861
FLA,"10/9/2022 3 p.m. EDT",3373,11,3373,0,21027,2615,3865
FLA,"10/9/2022 4 p.m. EDT",3034,12,3550,0,21752,2795,3863
FLA,"10/9/2022 5 p.m. EDT",2638,11,3531,0,22368,3000,3859
FLA,"10/9/2022 6 p.m. EDT",1614,12,3524,0,23171,2991,3858
FLA,"10/9/2022 7 p.m. EDT",489,11,3527,0,23184,3115,3859
FLA,"10/9/2022 8 p.m. EDT",118,11,3524,0,23020,3122,3857
FLA,"10/9/2022 9 p.m. EDT",75,12,3529,0,22039,3059,3860
FLA,"10/9/2022 10 p.m. EDT",75,11,3266,0,20286,3093,3857
FLA,"10/9/2022 11 p.m. EDT",75,12,2976,0,18647,2641,3859
FLA,"10/10/2022 12 a.m. EDT",75,11,2726,0,16962,2201,3856
FLA,"10/10/2022 1 a.m. EDT",75,12,2606,0,15132,1989,3859
FLA,"10/10/2022 2 a.m. EDT",75,11,2392,0,14108,1734,3854
FLA,"10/10/2022 3 a.m. EDT",75,12,2362,0,13374,1507,3854
FLA,"10/10/2022 4 a.m. EDT",75,11,2296,0,12963,1497,3859
FLA,"10/10/2022 5 a.m. EDT",75,11,2246,0,13036,1497,3854
FLA,"10/10/2022 6 a.m. EDT",75,12,2281,0,13875,1618,3860
FLA,"10/10/2022 7 a.m. EDT",75,11,2563,0,15037,1895,3860
FLA,"10/10/2022 8 a.m. EDT",112,12,2821,0,15727,2082,3861
FLA,"10/10/2022 9 a.m. EDT",976,11,2883,0,16139,2152,3858
FLA,"10/10/2022 10 a.m. EDT",2450,12,3028,0,16873,2180,3858
FLA,"10/10/2022 11 a.m. EDT",3164,11,3112,10,18275,2336,3859
FLA,"10/10/2022 12 p.m. EDT",3732,11,3161,0,20040,2223,3864
FLA,"10/10/2022 1 p.m. EDT",3963,12,3180,0,22007,2442,3856
FLA,"10/10/2022 2 p.m. EDT",4015,11,3260,7,23904,2484,3858
FLA,"10/10/2022 3 p.m. EDT",3660,11,3278,11,25476,2775,3851
FLA,"10/10/2022 4 p.m. EDT",3486,11,3253,9,26534,2842,3849
FLA,"10/10/2022 5 p.m. EDT",2818,11,3649,42,27296,2960,3841
FLA,"10/10/2022 6 p.m. EDT",1961,11,3966,33,27518,2966,3838
FLA,"10/10/2022 7 p.m. EDT",488,10,3978,16,27850,2888,3837
FLA,"10/10/2022 8 p.m. EDT",41,11,3979,0,27427,2695,3833
FLA,"10/10/2022 9 p.m. EDT",0,10,3852,0,25902,2514,3837
FLA,"10/10/2022 10 p.m. EDT",0,11,3279,0,24008,2424,3835
FLA,"10/10/2022 11 p.m. EDT",0,10,3149,0,21567,2215,3840
FLA,"10/11/2022 12 a.m. EDT",0,10,2930,0,19242,2050,3846
FLA,"10/11/2022 1 a.m. EDT",0,10,2834,0,17216,1856,3844
FLA,"10/11/2022 2 a.m. EDT",0,11,2828,0,15680,1656,3847
FLA,"10/11/2022 3 a.m. EDT",0,10,2764,0,14727,1507,3847
FLA,"10/11/2022 4 a.m. EDT",0,11,2644,0,14170,1469,3855
FLA,"10/11/2022 5 a.m. EDT",0,10,2586,0,14109,1478,3858
FLA,"10/11/2022 6 a.m. EDT",0,11,2736,0,14753,1570,3857
FLA,"10/11/2022 7 a.m. EDT",0,10,2840,0,16349,1837,3855
FLA,"10/11/2022 8 a.m. EDT",48,11,2854,0,17110,2061,3853
FLA,"10/11/2022 9 a.m. EDT",717,10,2974,0,17386,2242,3847
FLA,"10/11/2022 10 a.m. EDT",1806,11,3054,0,18423,2298,3847
FLA,"10/11/2022 11 a.m. EDT",2558,10,3210,0,19791,2410,3860
FLA,"10/11/2022 12 p.m. EDT",3231,11,3246,0,21484,2462,3853
FLA,"10/11/2022 1 p.m. EDT",3572,11,3334,0,23341,2558,3856
FLA,"10/11/2022 2 p.m. EDT",3701,12,3573,0,25080,2646,3850
FLA,"10/11/2022 3 p.m. EDT",3526,11,3709,0,26398,2983,3853
FLA,"10/11/2022 4 p.m. EDT",2997,11,3890,0,27352,3103,3851
FLA,"10/11/2022 5 p.m. EDT",2484,11,4043,45,28016,3160,3850
FLA,"10/11/2022 6 p.m. EDT",1540,11,4171,48,28177,3122,3848
FLA,"10/11/2022 7 p.m. EDT",384,11,4180,49,27885,3052,3847
FLA,"10/11/2022 8 p.m. EDT",42,11,4085,3,27692,2874,3847
FLA,"10/11/2022 9 p.m. EDT",0,11,4144,0,26476,2741,3848
FLA,"10/11/2022 10 p.m. EDT",0,10,3868,0,24608,2586,3849
FLA,"10/11/2022 11 p.m. EDT",-1,11,3734,0,22217,2492,3848
FLA,"10/12/2022 12 a.m. EDT",0,11,3683,0,19880,2203,3850
FLA,"10/12/2022 1 a.m. EDT",0,11,3517,0,17671,2084,3851
FLA,"10/12/2022 2 a.m. EDT",0,10,3512,0,16208,1899,3855
FLA,"10/12/2022 3 a.m. EDT",0,11,3509,0,15250,1715,3857
FLA,"10/12/2022 4 a.m. EDT",0,12,3523,0,14709,1583,3856
FLA,"10/12/2022 5 a.m. EDT",0,12,3519,0,14573,1628,3857
FLA,"10/12/2022 6 a.m. EDT",0,12,3520,0,15355,1769,3854
FLA,"10/12/2022 7 a.m. EDT",0,12,3523,0,17066,1984,3860
FLA,"10/12/2022 8 a.m. EDT",22,12,3496,0,18083,2020,3858
FLA,"10/12/2022 9 a.m. EDT",516,11,3399,0,18610,2024,3860
FLA,"10/12/2022 10 a.m. EDT",1522,12,3370,0,19725,2114,3855
FLA,"10/12/2022 11 a.m. EDT",2349,11,3542,0,20972,2314,3854
FLA,"10/12/2022 12 p.m. EDT",2719,11,3673,0,22797,2269,3851
FLA,"10/12/2022 1 p.m. EDT",2821,11,3705,0,24552,2374,3855
FLA,"10/12/2022 2 p.m. EDT",2828,11,3716,0,25709,2489,3848
FLA,"10/12/2022 3 p.m. EDT",2364,11,3983,0,25766,2852,3849
FLA,"10/12/2022 4 p.m. EDT",1625,11,4276,0,26022,2800,3848
FLA,"10/12/2022 5 p.m. EDT",970,11,4378,0,26551,2724,3845
FLA,"10/12/2022 6 p.m. EDT",480,11,4279,0,26453,2696,3845
FLA,"10/12/2022 7 p.m. EDT",200,12,4209,0,25943,2726,3846
FLA,"10/12/2022 8 p.m. EDT",75,13,4113,0,25854,2685,3845
FLA,"10/12/2022 9 p.m. EDT",32,14,4102,0,24964,2556,3841
FLA,"10/12/2022 10 p.m. EDT",31,14,3642,0,23827,2385,3845
FLA,"10/12/2022 11 p.m. EDT",32,13,3421,0,21701,2184,3845
FLA,"10/13/2022 12 a.m. EDT",32,11,3637,0,19384,1870,3849
FLA,"10/13/2022 1 a.m. EDT",32,11,3163,0,17781,1529,3851
FLA,"10/13/2022 2 a.m. EDT",32,10,3109,0,16443,1280,3851
FLA,"10/13/2022 3 a.m. EDT",32,11,3113,0,15425,1048,3854
FLA,"10/13/2022 4 a.m. EDT",31,11,3109,0,14928,893,3855
FLA,"10/13/2022 5 a.m. EDT",32,10,3114,0,14691,922,3858
FLA,"10/13/2022 6 a.m. EDT",32,11,3129,0,15318,1049,3855
FLA,"10/13/2022 7 a.m. EDT",32,15,3128,0,16888,1343,3854
FLA,"10/13/2022 8 a.m. EDT",78,15,3123,0,17586,1355,3860
FLA,"10/13/2022 9 a.m. EDT",788,14,3126,0,18241,1218,3859
FLA,"10/13/2022 10 a.m. EDT",2202,14,3115,0,18959,1375,3857
FLA,"10/13/2022 11 a.m. EDT",2530,14,3262,0,20329,1611,3856
FLA,"10/13/2022 12 p.m. EDT",2412,15,3315,0,21977,1709,3857
FLA,"10/13/2022 1 p.m. EDT",2657,16,3366,0,22420,1843,3854
FLA,"10/13/2022 2 p.m. EDT",2550,15,3348,6,22591,2033,3851
FLA,"10/13/2022 3 p.m. EDT",2201,16,3253,0,22594,2166,3851
FLA,"10/13/2022 4 p.m. EDT",2056,15,3212,0,22500,2273,3851
FLA,"10/13/2022 5 p.m. EDT",1669,16,3353,0,22709,2328,3850
FLA,"10/13/2022 6 p.m. EDT",875,28,3459,0,23363,2309,3854
FLA,"10/13/2022 7 p.m. EDT",247,16,3482,76,23658,2358,3846
FLA,"10/13/2022 8 p.m. EDT",76,16,3553,0,23651,2498,3849
FLA,"10/13/2022 9 p.m. EDT",32,15,3533,0,22605,2407,3850
FLA,"10/13/2022 10 p.m. EDT",31,15,3404,0,21202,2262,3853
FLA,"10/13/2022 11 p.m. EDT",32,15,3293,0,18982,2154,3851
FLA,"10/14/2022 12 a.m. EDT",32,17,2940,0,17259,1799,3855
FLA,"10/14/2022 1 a.m. EDT",32,16,3148,0,15323,1560,3855
FLA,"10/14/2022 2 a.m. EDT",32,18,3150,0,13909,1443,3853
FLA,"10/14/2022 3 a.m. EDT",32,20,3075,0,13036,1302,3857
FLA,"10/14/2022 4 a.m. EDT",32,22,2969,0,12593,1229,3855
FLA,"10/14/2022 5 a.m. EDT",32,22,2907,0,12670,1277,3855
FLA,"10/14/2022 6 a.m. EDT",32,21,3140,0,13347,1341,3856
FLA,"10/14/2022 7 a.m. EDT",32,21,3182,0,14887,1500,3858
FLA,"10/14/2022 8 a.m. EDT",57,21,3195,0,15747,1522,3855
FLA,"10/14/2022 9 a.m. EDT",948,17,3297,55,15944,1608,3858
FLA,"10/14/2022 10 a.m. EDT",2562,16,3394,144,16229,1656,3856
FLA,"10/14/2022 11 a.m. EDT",3642,16,3565,144,16774,1701,3857
FLA,"10/14/2022 12 p.m. EDT",4135,15,3633,144,17944,1771,3860
FLA,"10/14/2022 1 p.m. EDT",4184,16,3756,143,19551,1867,3854
FLA,"10/14/2022 2 p.m. EDT",4223,19,3862,133,21159,2002,3854
FLA,"10/14/2022 3 p.m. EDT",3792,20,3991,28,22947,2236,3852
FLA,"10/14/2022 4 p.m. EDT",3512,20,3980,144,24126,2371,3850
FLA,"10/14/2022 5 p.m. EDT",2727,20,3986,143,24818,2545,3845
FLA,"10/14/2022 6 p.m. EDT",1747,36,3997,20,25239,2522,3844
FLA,"10/14/2022 7 p.m. EDT",433,20,4007,0,24969,2344,3846
FLA,"10/14/2022 8 p.m. EDT",58,18,3991,0,24483,2053,3843
FLA,"10/14/2022 9 p.m. EDT",0,19,3882,0,23024,2024,3838
FLA,"10/14/2022 10 p.m. EDT",-1,18,3765,0,21366,1924,3839
FLA,"10/14/2022 11 p.m. EDT",0,19,3734,0,19596,1891,3843
FLA,"10/15/2022 12 a.m. EDT",0,18,3445,0,18137,1836,3844
FLA,"10/15/2022 1 a.m. EDT",0,19,3018,0,16319,1645,3845
FLA,"10/15/2022 2 a.m. EDT",0,19,2982,0,14929,1508,3848
FLA,"10/15/2022 3 a.m. EDT",0,18,2935,0,13830,1500,3851
FLA,"10/15/2022 4 a.m. EDT",0,19,2849,0,13219,1457,3849
