"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
NEVP,"1/1/2022 12 a.m. PST",34,2,2,424,0,2842,316,0
NEVP,"1/1/2022 1 a.m. PST",21,2,2,427,0,2730,325,0
NEVP,"1/1/2022 2 a.m. PST",1,2,2,427,0,2646,349,0
NEVP,"1/1/2022 3 a.m. PST",0,2,2,428,0,2597,346,0
NEVP,"1/1/2022 4 a.m. PST",1,2,2,426,0,2644,348,0
NEVP,"1/1/2022 5 a.m. PST",10,2,2,421,0,2742,349,0
NEVP,"1/1/2022 6 a.m. PST",3,2,1,423,0,2766,349,0
NEVP,"1/1/2022 7 a.m. PST",3,2,1,422,0,2793,349,0
NEVP,"1/1/2022 8 a.m. PST",5,260,1,412,0,2532,345,0
NEVP,"1/1/2022 9 a.m. PST",4,994,2,421,0,1723,311,0
NEVP,"1/1/2022 10 a.m. PST",44,1242,2,432,0,1484,285,0
NEVP,"1/1/2022 11 a.m. PST",40,1199,2,438,0,1223,285,0
NEVP,"1/1/2022 12 p.m. PST",15,1144,2,439,0,1288,285,0
NEVP,"1/1/2022 1 p.m. PST",6,1171,2,436,0,1309,284,0
NEVP,"1/1/2022 2 p.m. PST",2,1253,2,432,0,1328,310,0
NEVP,"1/1/2022 3 p.m. PST",5,1234,2,429,0,1586,350,0
NEVP,"1/1/2022 4 p.m. PST",7,620,2,424,0,1873,350,0
NEVP,"1/1/2022 5 p.m. PST",7,57,2,429,0,2393,350,0
NEVP,"1/1/2022 6 p.m. PST",11,27,2,418,0,2462,351,0
NEVP,"1/1/2022 7 p.m. PST",8,27,2,407,0,2856,350,0
NEVP,"1/1/2022 8 p.m. PST",4,25,1,411,0,2949,351,0
NEVP,"1/1/2022 9 p.m. PST",0,2,1,422,0,3090,350,0
NEVP,"1/1/2022 10 p.m. PST",3,2,2,424,0,3125,350,0
NEVP,"1/1/2022 11 p.m. PST",16,2,2,425,0,3098,351,0
NEVP,"1/2/2022 12 a.m. PST",7,2,2,426,0,3067,351,0
NEVP,"1/2/2022 1 a.m. PST",5,2,2,426,0,2963,350,0
NEVP,"1/2/2022 2 a.m. PST",4,2,2,425,0,2697,350,0
NEVP,"1/2/2022 3 a.m. PST",0,2,2,424,0,2797,350,0
NEVP,"1/2/2022 4 a.m. PST",0,2,2,426,0,2771,350,0
NEVP,"1/2/2022 5 a.m. PST",0,2,2,427,0,2723,350,0
NEVP,"1/2/2022 6 a.m. PST",0,2,2,429,0,2829,349,0
NEVP,"1/2/2022 7 a.m. PST",0,1,2,426,0,2825,350,0
NEVP,"1/2/2022 8 a.m. PST",2,250,2,419,0,2641,345,0
NEVP,"1/2/2022 9 a.m. PST",3,932,2,421,0,1854,312,0
NEVP,"1/2/2022 10 a.m. PST",4,1174,1,432,0,1627,289,0
NEVP,"1/2/2022 11 a.m. PST",7,1126,1,432,0,1423,288,0
NEVP,"1/2/2022 12 p.m. PST",14,1079,1,415,0,1426,288,0
NEVP,"1/2/2022 1 p.m. PST",16,1089,2,420,0,1400,288,0
NEVP,"1/2/2022 2 p.m. PST",33,1135,2,420,0,1397,314,0
NEVP,"1/2/2022 3 p.m. PST",63,1121,2,421,0,1458,353,0
NEVP,"1/2/2022 4 p.m. PST",60,583,2,409,0,1921,353,0
NEVP,"1/2/2022 5 p.m. PST",84,57,2,404,0,2681,354,0
NEVP,"1/2/2022 6 p.m. PST",68,29,2,414,0,3059,353,0
