"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CPLE,"4/1/2022 12 a.m. EDT",-4,40,440,0,1236,790,2708
CPLE,"4/1/2022 1 a.m. EDT",-3,20,397,0,953,544,2710
CPLE,"4/1/2022 2 a.m. EDT",0,22,385,0,1106,332,2716
CPLE,"4/1/2022 3 a.m. EDT",-1,21,386,0,1135,325,2714
CPLE,"4/1/2022 4 a.m. EDT",-2,20,389,0,1123,328,2714
CPLE,"4/1/2022 5 a.m. EDT",-2,19,390,0,1108,383,2719
CPLE,"4/1/2022 6 a.m. EDT",-1,21,383,0,1112,513,2725
CPLE,"4/1/2022 7 a.m. EDT",-2,21,388,0,1228,905,2726
CPLE,"4/1/2022 8 a.m. EDT",135,24,372,0,1226,1096,2725
CPLE,"4/1/2022 9 a.m. EDT",926,54,340,0,850,918,2729
CPLE,"4/1/2022 10 a.m. EDT",1834,53,300,0,641,445,2727
CPLE,"4/1/2022 11 a.m. EDT",2424,54,284,0,556,300,2729
CPLE,"4/1/2022 12 p.m. EDT",2700,54,287,0,551,279,2727
CPLE,"4/1/2022 1 p.m. EDT",2791,54,287,0,543,285,2724
CPLE,"4/1/2022 2 p.m. EDT",2799,55,294,0,605,291,2726
CPLE,"4/1/2022 3 p.m. EDT",2772,50,298,0,615,287,2724
CPLE,"4/1/2022 4 p.m. EDT",2626,56,317,0,810,289,2722
CPLE,"4/1/2022 5 p.m. EDT",2199,54,363,0,1149,316,2722
CPLE,"4/1/2022 6 p.m. EDT",1522,58,367,0,1018,602,2725
CPLE,"4/1/2022 7 p.m. EDT",565,56,368,0,1171,882,2726
CPLE,"4/1/2022 8 p.m. EDT",44,56,369,0,1463,971,2724
CPLE,"4/1/2022 9 p.m. EDT",-3,56,386,0,1535,1215,2725
CPLE,"4/1/2022 10 p.m. EDT",-3,57,386,0,1390,1218,2725
CPLE,"4/1/2022 11 p.m. EDT",-2,57,356,0,1063,1217,2726
CPLE,"4/2/2022 12 a.m. EDT",-1,51,319,0,719,915,2726
CPLE,"4/2/2022 1 a.m. EDT",0,23,346,0,853,660,2724
CPLE,"4/2/2022 2 a.m. EDT",-2,24,373,0,898,623,2733
CPLE,"4/2/2022 3 a.m. EDT",-1,21,371,0,908,621,2727
CPLE,"4/2/2022 4 a.m. EDT",-1,19,379,0,994,806,2729
CPLE,"4/2/2022 5 a.m. EDT",-1,25,380,0,964,1050,2721
CPLE,"4/2/2022 6 a.m. EDT",-3,22,374,0,1008,1185,2737
CPLE,"4/2/2022 7 a.m. EDT",-2,21,379,0,1241,1222,2731
CPLE,"4/2/2022 8 a.m. EDT",174,24,367,0,1516,1221,2729
CPLE,"4/2/2022 9 a.m. EDT",995,58,352,0,1262,1225,2722
CPLE,"4/2/2022 10 a.m. EDT",1910,51,322,0,793,1213,2733
CPLE,"4/2/2022 11 a.m. EDT",2488,59,284,0,427,741,2732
CPLE,"4/2/2022 12 p.m. EDT",2764,58,348,0,641,342,2728
CPLE,"4/2/2022 1 p.m. EDT",2809,54,367,0,672,284,2729
CPLE,"4/2/2022 2 p.m. EDT",2756,56,356,0,642,282,2726
CPLE,"4/2/2022 3 p.m. EDT",2640,55,363,0,686,283,2725
CPLE,"4/2/2022 4 p.m. EDT",2326,59,371,0,685,282,2723
CPLE,"4/2/2022 5 p.m. EDT",1692,56,355,0,634,534,2723
CPLE,"4/2/2022 6 p.m. EDT",874,55,373,0,739,936,2723
CPLE,"4/2/2022 7 p.m. EDT",297,57,370,0,1134,1055,2721
CPLE,"4/2/2022 8 p.m. EDT",40,54,373,0,1270,1031,2721
CPLE,"4/2/2022 9 p.m. EDT",-1,54,389,0,1386,982,2720
CPLE,"4/2/2022 10 p.m. EDT",-2,25,389,0,1439,896,2723
CPLE,"4/2/2022 11 p.m. EDT",-2,22,388,0,1464,1072,2724
CPLE,"4/3/2022 12 a.m. EDT",-1,16,391,0,1451,1048,2728
CPLE,"4/3/2022 1 a.m. EDT",-1,29,387,0,1278,757,2728
CPLE,"4/3/2022 2 a.m. EDT",-2,21,388,0,1001,733,2726
CPLE,"4/3/2022 3 a.m. EDT",-2,22,388,0,857,743,2723
CPLE,"4/3/2022 4 a.m. EDT",-2,23,386,0,848,799,2726
CPLE,"4/3/2022 5 a.m. EDT",-4,22,416,0,840,738,2722
CPLE,"4/3/2022 6 a.m. EDT",0,22,448,0,822,656,2725
CPLE,"4/3/2022 7 a.m. EDT",-1,20,464,0,875,879,2723
CPLE,"4/3/2022 8 a.m. EDT",169,26,450,0,877,1132,2724
CPLE,"4/3/2022 9 a.m. EDT",954,46,381,0,605,1173,2725
CPLE,"4/3/2022 10 a.m. EDT",1816,58,311,0,494,676,2726
CPLE,"4/3/2022 11 a.m. EDT",2419,52,309,0,500,372,2720
CPLE,"4/3/2022 12 p.m. EDT",2725,52,337,0,585,299,2720
CPLE,"4/3/2022 1 p.m. EDT",2813,53,319,0,498,294,2720
CPLE,"4/3/2022 2 p.m. EDT",2814,53,295,0,443,290,2718
CPLE,"4/3/2022 3 p.m. EDT",2794,51,289,0,412,294,2717
CPLE,"4/3/2022 4 p.m. EDT",2651,49,309,0,488,294,2719
CPLE,"4/3/2022 5 p.m. EDT",2213,52,336,0,615,465,2716
CPLE,"4/3/2022 6 p.m. EDT",1514,55,317,0,644,672,2715
CPLE,"4/3/2022 7 p.m. EDT",567,52,357,0,1204,917,2715
CPLE,"4/3/2022 8 p.m. EDT",52,51,376,0,1423,1162,2714
CPLE,"4/3/2022 9 p.m. EDT",-1,41,391,0,1526,1186,2718
CPLE,"4/3/2022 10 p.m. EDT",-6,18,388,0,1499,1188,2717
CPLE,"4/3/2022 11 p.m. EDT",0,25,385,0,1288,1172,2720
CPLE,"4/4/2022 12 a.m. EDT",-3,20,364,0,976,914,2724
CPLE,"4/4/2022 1 a.m. EDT",-1,61,363,0,989,574,2720
CPLE,"4/4/2022 2 a.m. EDT",-1,61,379,0,1019,495,2723
CPLE,"4/4/2022 3 a.m. EDT",0,63,369,0,983,495,2725
CPLE,"4/4/2022 4 a.m. EDT",-3,60,383,0,1170,610,2723
CPLE,"4/4/2022 5 a.m. EDT",-1,61,387,0,1185,899,2725
CPLE,"4/4/2022 6 a.m. EDT",0,61,444,0,1594,1090,2721
CPLE,"4/4/2022 7 a.m. EDT",-1,59,459,0,2231,1203,2723
CPLE,"4/4/2022 8 a.m. EDT",176,64,456,0,2201,1215,2724
CPLE,"4/4/2022 9 a.m. EDT",923,63,444,0,2005,1127,2724
CPLE,"4/4/2022 10 a.m. EDT",1805,59,442,0,1553,853,2724
CPLE,"4/4/2022 11 a.m. EDT",2377,60,375,0,833,534,2727
CPLE,"4/4/2022 12 p.m. EDT",2685,61,355,0,641,336,2724
CPLE,"4/4/2022 1 p.m. EDT",2774,61,375,0,695,332,2721
CPLE,"4/4/2022 2 p.m. EDT",2782,62,379,0,696,335,2726
CPLE,"4/4/2022 3 p.m. EDT",2740,62,368,0,651,389,2724
CPLE,"4/4/2022 4 p.m. EDT",2504,63,373,0,663,388,2718
CPLE,"4/4/2022 5 p.m. EDT",2049,59,379,0,688,474,2821
CPLE,"4/4/2022 6 p.m. EDT",1368,63,361,0,891,732,2805
CPLE,"4/4/2022 7 p.m. EDT",409,61,379,0,1421,1165,2847
CPLE,"4/4/2022 8 p.m. EDT",40,62,378,0,1991,1223,2869
CPLE,"4/4/2022 9 p.m. EDT",-4,62,393,0,2075,1227,2892
CPLE,"4/4/2022 10 p.m. EDT",-3,61,388,0,1846,1224,2931
CPLE,"4/4/2022 11 p.m. EDT",-1,60,369,0,1133,1229,2957
CPLE,"4/5/2022 12 a.m. EDT",-2,62,330,0,963,1155,2954
CPLE,"4/5/2022 1 a.m. EDT",-2,62,368,0,1258,1088,2953
CPLE,"4/5/2022 2 a.m. EDT",-1,62,393,0,1275,791,2955
CPLE,"4/5/2022 3 a.m. EDT",0,60,397,0,1323,804,2953
CPLE,"4/5/2022 4 a.m. EDT",-2,64,394,0,1322,1024,2954
CPLE,"4/5/2022 5 a.m. EDT",-1,61,394,0,1342,1202,2946
CPLE,"4/5/2022 6 a.m. EDT",-2,61,395,0,1594,1216,2946
CPLE,"4/5/2022 7 a.m. EDT",-2,62,431,0,2131,1221,2947
CPLE,"4/5/2022 8 a.m. EDT",177,59,450,0,2139,1220,2952
CPLE,"4/5/2022 9 a.m. EDT",929,64,399,0,1332,1185,2946
CPLE,"4/5/2022 10 a.m. EDT",1757,64,347,0,807,994,2943
CPLE,"4/5/2022 11 a.m. EDT",2214,62,326,0,656,881,2945
CPLE,"4/5/2022 12 p.m. EDT",2155,62,368,0,792,964,2941
CPLE,"4/5/2022 1 p.m. EDT",1978,60,357,0,752,1084,2937
CPLE,"4/5/2022 2 p.m. EDT",1726,61,347,0,871,1216,2934
CPLE,"4/5/2022 3 p.m. EDT",1284,61,373,0,1365,1217,2934
CPLE,"4/5/2022 4 p.m. EDT",865,60,382,0,1754,1217,2935
CPLE,"4/5/2022 5 p.m. EDT",445,62,439,0,2121,1220,2933
CPLE,"4/5/2022 6 p.m. EDT",182,60,449,0,2173,1215,2938
CPLE,"4/5/2022 7 p.m. EDT",45,63,450,0,2244,1220,2936
CPLE,"4/5/2022 8 p.m. EDT",14,63,450,0,2172,1219,2934
CPLE,"4/5/2022 9 p.m. EDT",-2,64,463,0,2222,1219,2944
CPLE,"4/5/2022 10 p.m. EDT",-3,64,462,0,2114,1214,2944
CPLE,"4/5/2022 11 p.m. EDT",0,65,424,0,1887,1220,2940
CPLE,"4/6/2022 12 a.m. EDT",-4,64,391,0,1538,1204,2937
CPLE,"4/6/2022 1 a.m. EDT",-1,66,387,0,1021,1003,2936
CPLE,"4/6/2022 2 a.m. EDT",0,67,392,0,681,1079,2939
CPLE,"4/6/2022 3 a.m. EDT",-2,67,393,0,673,1116,2944
CPLE,"4/6/2022 4 a.m. EDT",-1,65,390,0,658,1077,2942
CPLE,"4/6/2022 5 a.m. EDT",-3,66,336,0,520,860,2940
CPLE,"4/6/2022 6 a.m. EDT",-1,70,343,0,561,840,2940
CPLE,"4/6/2022 7 a.m. EDT",-5,65,381,0,886,1077,2944
CPLE,"4/6/2022 8 a.m. EDT",138,66,376,0,1191,1134,2942
CPLE,"4/6/2022 9 a.m. EDT",791,63,373,0,1152,859,2944
CPLE,"4/6/2022 10 a.m. EDT",1536,72,326,0,743,651,2940
