"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
NEVP,"6/1/2022 12 a.m. PDT",12,1,7,378,0,2788,325,0
NEVP,"6/1/2022 1 a.m. PDT",11,0,7,363,0,2434,338,0
NEVP,"6/1/2022 2 a.m. PDT",17,0,7,373,0,2132,337,0
NEVP,"6/1/2022 3 a.m. PDT",27,0,7,327,0,1996,338,0
NEVP,"6/1/2022 4 a.m. PDT",26,0,7,338,0,1927,339,0
NEVP,"6/1/2022 5 a.m. PDT",24,0,7,370,0,1910,338,0
NEVP,"6/1/2022 6 a.m. PDT",43,32,7,370,0,1835,338,0
NEVP,"6/1/2022 7 a.m. PDT",60,675,7,354,0,1114,346,0
NEVP,"6/1/2022 8 a.m. PDT",37,1584,7,379,0,853,326,0
NEVP,"6/1/2022 9 a.m. PDT",35,1874,7,400,0,915,326,0
NEVP,"6/1/2022 10 a.m. PDT",17,1935,7,320,0,902,326,0
NEVP,"6/1/2022 11 a.m. PDT",10,1935,7,325,0,771,321,0
NEVP,"6/1/2022 12 p.m. PDT",10,1975,7,343,0,778,327,0
NEVP,"6/1/2022 1 p.m. PDT",5,1972,7,349,0,728,327,0
NEVP,"6/1/2022 2 p.m. PDT",0,1969,7,352,0,917,327,0
NEVP,"6/1/2022 3 p.m. PDT",0,1968,7,336,0,910,326,0
NEVP,"6/1/2022 4 p.m. PDT",0,1917,7,354,0,1103,326,0
NEVP,"6/1/2022 5 p.m. PDT",0,1850,7,262,0,1264,325,0
NEVP,"6/1/2022 6 p.m. PDT",2,1721,7,240,0,1560,369,0
NEVP,"6/1/2022 7 p.m. PDT",12,951,7,261,0,2206,385,0
NEVP,"6/1/2022 8 p.m. PDT",12,142,7,394,0,2665,386,0
NEVP,"6/1/2022 9 p.m. PDT",6,24,7,398,0,2763,386,0
NEVP,"6/1/2022 10 p.m. PDT",5,26,7,334,0,2645,379,0
NEVP,"6/1/2022 11 p.m. PDT",10,24,7,310,0,2637,340,0
NEVP,"6/2/2022 12 a.m. PDT",22,0,7,271,0,2452,341,0
NEVP,"6/2/2022 1 a.m. PDT",7,0,7,295,0,2317,376,0
NEVP,"6/2/2022 2 a.m. PDT",0,0,7,309,0,2088,401,0
NEVP,"6/2/2022 3 a.m. PDT",0,0,7,335,0,1890,401,0
NEVP,"6/2/2022 4 a.m. PDT",0,0,7,343,0,1792,401,0
NEVP,"6/2/2022 5 a.m. PDT",0,0,7,410,0,1878,401,0
NEVP,"6/2/2022 6 a.m. PDT",0,34,7,379,0,1938,401,0
NEVP,"6/2/2022 7 a.m. PDT",0,639,7,400,0,1216,341,0
NEVP,"6/2/2022 8 a.m. PDT",0,1381,7,437,0,1096,370,0
NEVP,"6/2/2022 9 a.m. PDT",0,1698,7,362,0,1043,401,0
NEVP,"6/2/2022 10 a.m. PDT",0,1868,7,369,0,907,386,0
NEVP,"6/2/2022 11 a.m. PDT",6,1888,7,365,0,866,359,0
NEVP,"6/2/2022 12 p.m. PDT",11,1937,7,365,0,1062,360,0
NEVP,"6/2/2022 1 p.m. PDT",11,1911,7,354,0,1117,360,0
NEVP,"6/2/2022 2 p.m. PDT",8,1858,7,353,0,1224,360,0
NEVP,"6/2/2022 3 p.m. PDT",9,1683,7,354,0,1431,360,0
NEVP,"6/2/2022 4 p.m. PDT",10,1601,7,341,0,1832,360,0
NEVP,"6/2/2022 5 p.m. PDT",18,1433,7,308,0,2151,383,0
NEVP,"6/2/2022 6 p.m. PDT",25,1268,7,316,0,2284,429,0
NEVP,"6/2/2022 7 p.m. PDT",34,601,7,306,0,2728,436,0
NEVP,"6/2/2022 8 p.m. PDT",28,107,7,391,0,2857,463,0
NEVP,"6/2/2022 9 p.m. PDT",9,25,7,397,0,3086,439,0
NEVP,"6/2/2022 10 p.m. PDT",10,25,7,400,0,2942,436,0
NEVP,"6/2/2022 11 p.m. PDT",28,24,7,377,0,3062,391,0
NEVP,"6/3/2022 12 a.m. PDT",40,0,7,328,0,2848,393,0
NEVP,"6/3/2022 1 a.m. PDT",21,0,7,319,0,2759,393,0
NEVP,"6/3/2022 2 a.m. PDT",9,0,7,403,0,2552,393,0
NEVP,"6/3/2022 3 a.m. PDT",11,0,7,410,0,2413,393,0
NEVP,"6/3/2022 4 a.m. PDT",7,0,7,388,0,2377,393,0
NEVP,"6/3/2022 5 a.m. PDT",1,0,7,343,0,2327,393,0
NEVP,"6/3/2022 6 a.m. PDT",0,20,7,364,0,2279,394,0
NEVP,"6/3/2022 7 a.m. PDT",0,560,7,376,0,1645,395,0
NEVP,"6/3/2022 8 a.m. PDT",0,1423,7,376,0,1154,395,0
NEVP,"6/3/2022 9 a.m. PDT",0,1733,7,390,0,1017,400,0
NEVP,"6/3/2022 10 a.m. PDT",2,1857,7,395,0,984,399,0
NEVP,"6/3/2022 11 a.m. PDT",0,1874,7,422,0,1217,401,0
NEVP,"6/3/2022 12 p.m. PDT",0,1877,7,476,0,1492,401,0
NEVP,"6/3/2022 1 p.m. PDT",12,1875,7,465,0,1440,401,0
NEVP,"6/3/2022 2 p.m. PDT",27,1805,7,456,0,1608,400,0
NEVP,"6/3/2022 3 p.m. PDT",33,1733,7,437,0,1600,400,0
NEVP,"6/3/2022 4 p.m. PDT",35,1552,7,419,0,1852,400,0
NEVP,"6/3/2022 5 p.m. PDT",40,1682,7,408,0,1776,403,0
NEVP,"6/3/2022 6 p.m. PDT",14,1364,7,312,0,2021,437,0
NEVP,"6/3/2022 7 p.m. PDT",26,690,7,308,0,2440,478,0
NEVP,"6/3/2022 8 p.m. PDT",5,88,7,383,0,2786,472,0
NEVP,"6/3/2022 9 p.m. PDT",0,24,7,381,0,2965,415,0
NEVP,"6/3/2022 10 p.m. PDT",2,24,7,386,0,2882,396,0
NEVP,"6/3/2022 11 p.m. PDT",16,25,7,372,0,3135,396,0
NEVP,"6/4/2022 12 a.m. PDT",29,0,7,348,0,2897,397,0
NEVP,"6/4/2022 1 a.m. PDT",57,0,7,416,0,2798,397,0
NEVP,"6/4/2022 2 a.m. PDT",75,0,7,409,0,2633,397,0
NEVP,"6/4/2022 3 a.m. PDT",69,0,7,410,0,2431,397,0
NEVP,"6/4/2022 4 a.m. PDT",61,0,7,371,0,2303,397,0
NEVP,"6/4/2022 5 a.m. PDT",45,0,7,332,0,2221,397,0
NEVP,"6/4/2022 6 a.m. PDT",47,23,7,330,0,2091,397,0
NEVP,"6/4/2022 7 a.m. PDT",47,360,7,333,0,1519,397,0
NEVP,"6/4/2022 8 a.m. PDT",51,739,7,389,0,1324,343,0
NEVP,"6/4/2022 9 a.m. PDT",70,1237,7,417,0,992,322,0
NEVP,"6/4/2022 10 a.m. PDT",116,1508,7,430,0,927,322,0
NEVP,"6/4/2022 11 a.m. PDT",106,1662,7,398,0,969,322,0
NEVP,"6/4/2022 12 p.m. PDT",111,1705,7,374,0,1290,321,0
NEVP,"6/4/2022 1 p.m. PDT",102,1696,7,366,0,1160,321,0
NEVP,"6/4/2022 2 p.m. PDT",68,1530,7,363,0,1502,321,0
NEVP,"6/4/2022 3 p.m. PDT",56,1251,7,358,0,1768,322,0
NEVP,"6/4/2022 4 p.m. PDT",49,1185,7,330,0,2011,323,0
NEVP,"6/4/2022 5 p.m. PDT",49,987,7,327,0,1947,357,0
NEVP,"6/4/2022 6 p.m. PDT",50,939,7,342,0,1949,396,0
NEVP,"6/4/2022 7 p.m. PDT",46,687,7,338,0,2113,396,0
NEVP,"6/4/2022 8 p.m. PDT",10,118,7,412,0,2454,397,0
NEVP,"6/4/2022 9 p.m. PDT",1,25,7,412,0,2872,397,0
NEVP,"6/4/2022 10 p.m. PDT",0,17,7,394,0,2858,397,0
NEVP,"6/4/2022 11 p.m. PDT",0,0,7,384,0,2890,395,0
NEVP,"6/5/2022 12 a.m. PDT",0,0,7,343,0,2680,395,0
NEVP,"6/5/2022 1 a.m. PDT",19,0,7,360,0,2789,397,0
NEVP,"6/5/2022 2 a.m. PDT",15,0,7,366,0,2698,397,0
NEVP,"6/5/2022 3 a.m. PDT",6,0,7,369,0,2571,395,0
NEVP,"6/5/2022 4 a.m. PDT",0,0,7,376,0,2346,396,0
NEVP,"6/5/2022 5 a.m. PDT",0,0,7,374,0,2167,396,0
NEVP,"6/5/2022 6 a.m. PDT",0,14,7,381,0,1956,391,0
NEVP,"6/5/2022 7 a.m. PDT",0,261,7,380,0,1598,339,0
NEVP,"6/5/2022 8 a.m. PDT",0,963,7,382,0,1134,323,0
NEVP,"6/5/2022 9 a.m. PDT",0,1452,7,424,0,1080,322,0
NEVP,"6/5/2022 10 a.m. PDT",2,1738,7,481,0,863,321,0
NEVP,"6/5/2022 11 a.m. PDT",11,1674,7,447,0,936,322,0
NEVP,"6/5/2022 12 p.m. PDT",14,1709,7,456,0,969,322,0
NEVP,"6/5/2022 1 p.m. PDT",8,1767,7,388,0,1118,322,0
NEVP,"6/5/2022 2 p.m. PDT",5,1790,7,360,0,1233,324,0
NEVP,"6/5/2022 3 p.m. PDT",5,1754,7,354,0,1476,363,0
NEVP,"6/5/2022 4 p.m. PDT",3,1843,7,403,0,1622,396,0
NEVP,"6/5/2022 5 p.m. PDT",77,1826,7,448,0,1770,397,0
NEVP,"6/5/2022 6 p.m. PDT",30,1620,7,412,0,2446,396,0
NEVP,"6/5/2022 7 p.m. PDT",12,968,7,383,0,2928,396,0
NEVP,"6/5/2022 8 p.m. PDT",1,194,7,414,0,3341,300,0
NEVP,"6/5/2022 9 p.m. PDT",0,26,7,420,0,3275,295,0
NEVP,"6/5/2022 10 p.m. PDT",0,25,7,421,0,3116,295,0
NEVP,"6/5/2022 11 p.m. PDT",0,10,7,364,0,3238,295,0
NEVP,"6/6/2022 12 a.m. PDT",12,0,7,361,0,3046,295,0
NEVP,"6/6/2022 1 a.m. PDT",22,0,7,369,0,2777,295,0
NEVP,"6/6/2022 2 a.m. PDT",14,0,7,380,0,2725,296,0
NEVP,"6/6/2022 3 a.m. PDT",6,0,7,448,0,2557,295,0
NEVP,"6/6/2022 4 a.m. PDT",13,0,7,478,0,2402,295,0
NEVP,"6/6/2022 5 a.m. PDT",8,0,7,457,0,2363,295,0
NEVP,"6/6/2022 6 a.m. PDT",8,31,7,489,0,2397,294,0
NEVP,"6/6/2022 7 a.m. PDT",8,625,7,494,0,1706,294,0
NEVP,"6/6/2022 8 a.m. PDT",30,1479,7,481,0,1160,239,0
NEVP,"6/6/2022 9 a.m. PDT",38,1802,7,451,0,1100,220,0
NEVP,"6/6/2022 10 a.m. PDT",51,1900,7,440,0,1026,219,0
NEVP,"6/6/2022 11 a.m. PDT",25,1926,7,492,0,1166,220,0
NEVP,"6/6/2022 12 p.m. PDT",2,1945,7,432,0,1321,219,0
NEVP,"6/6/2022 1 p.m. PDT",0,1948,7,420,0,1602,220,0
NEVP,"6/6/2022 2 p.m. PDT",12,1930,7,399,0,2196,220,0
NEVP,"6/6/2022 3 p.m. PDT",12,1907,7,444,0,2407,258,0
NEVP,"6/6/2022 4 p.m. PDT",15,1874,7,419,0,2551,294,0
NEVP,"6/6/2022 5 p.m. PDT",5,1820,7,363,0,2513,295,0
NEVP,"6/6/2022 6 p.m. PDT",6,1652,7,345,0,2682,294,0
NEVP,"6/6/2022 7 p.m. PDT",4,978,7,353,0,3306,294,0
NEVP,"6/6/2022 8 p.m. PDT",1,190,7,478,0,3647,294,0
NEVP,"6/6/2022 9 p.m. PDT",5,26,7,474,0,3518,324,0
NEVP,"6/6/2022 10 p.m. PDT",4,24,7,462,0,3518,332,0
NEVP,"6/6/2022 11 p.m. PDT",32,24,7,432,0,3703,331,0
NEVP,"6/7/2022 12 a.m. PDT",37,0,7,447,0,3469,331,0
NEVP,"6/7/2022 1 a.m. PDT",17,0,7,388,0,3049,332,0
NEVP,"6/7/2022 2 a.m. PDT",16,0,7,400,0,2837,331,0
