"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
NEVP,"12/1/2021 12 a.m. PST",0,23,1,390,0,2324,413,0
NEVP,"12/1/2021 1 a.m. PST",0,24,1,392,0,1966,412,0
NEVP,"12/1/2021 2 a.m. PST",0,24,1,395,0,1986,412,0
NEVP,"12/1/2021 3 a.m. PST",0,24,1,396,0,2072,411,0
NEVP,"12/1/2021 4 a.m. PST",0,24,1,399,0,2053,412,0
NEVP,"12/1/2021 5 a.m. PST",0,24,1,400,0,2168,418,0
NEVP,"12/1/2021 6 a.m. PST",0,24,1,403,0,2202,445,0
NEVP,"12/1/2021 7 a.m. PST",0,35,1,401,0,2400,419,0
NEVP,"12/1/2021 8 a.m. PST",0,422,1,413,0,1938,380,0
NEVP,"12/1/2021 9 a.m. PST",0,941,1,425,0,1593,302,0
NEVP,"12/1/2021 10 a.m. PST",0,984,1,427,0,1483,278,0
NEVP,"12/1/2021 11 a.m. PST",0,949,1,435,0,1474,285,0
NEVP,"12/1/2021 12 p.m. PST",0,909,1,430,0,1604,286,0
NEVP,"12/1/2021 1 p.m. PST",0,939,1,420,0,1574,284,0
NEVP,"12/1/2021 2 p.m. PST",0,1025,1,405,0,1609,284,0
NEVP,"12/1/2021 3 p.m. PST",0,954,1,389,0,1763,280,0
NEVP,"12/1/2021 4 p.m. PST",0,434,1,373,0,2202,272,0
NEVP,"12/1/2021 5 p.m. PST",0,45,1,360,0,2823,310,0
NEVP,"12/1/2021 6 p.m. PST",0,55,1,366,0,3168,344,0
NEVP,"12/1/2021 7 p.m. PST",8,56,1,380,0,3155,345,0
NEVP,"12/1/2021 8 p.m. PST",13,43,1,380,0,2973,346,0
NEVP,"12/1/2021 9 p.m. PST",4,43,1,386,0,2609,341,0
NEVP,"12/1/2021 10 p.m. PST",0,43,1,387,0,2347,321,0
NEVP,"12/1/2021 11 p.m. PST",0,43,1,391,0,2163,320,0
NEVP,"12/2/2021 12 a.m. PST",0,43,1,394,0,2214,321,0
NEVP,"12/2/2021 1 a.m. PST",4,27,1,395,0,2071,321,0
NEVP,"12/2/2021 2 a.m. PST",6,26,1,397,0,1959,320,0
NEVP,"12/2/2021 3 a.m. PST",3,26,1,398,0,1893,321,0
NEVP,"12/2/2021 4 a.m. PST",1,27,1,400,0,1811,322,0
NEVP,"12/2/2021 5 a.m. PST",0,26,1,397,0,2000,326,0
NEVP,"12/2/2021 6 a.m. PST",0,25,1,402,0,2285,345,0
NEVP,"12/2/2021 7 a.m. PST",0,29,1,408,0,2437,320,0
NEVP,"12/2/2021 8 a.m. PST",0,294,1,416,0,2302,253,0
NEVP,"12/2/2021 9 a.m. PST",0,754,1,428,0,1745,230,0
NEVP,"12/2/2021 10 a.m. PST",0,789,1,438,0,1392,222,0
NEVP,"12/2/2021 11 a.m. PST",0,661,1,437,0,1316,203,0
NEVP,"12/2/2021 12 p.m. PST",0,846,1,429,0,1129,203,0
NEVP,"12/2/2021 1 p.m. PST",0,986,1,416,0,1251,203,0
NEVP,"12/2/2021 2 p.m. PST",0,983,1,398,0,1300,202,0
NEVP,"12/2/2021 3 p.m. PST",0,790,1,406,0,1603,227,0
NEVP,"12/2/2021 4 p.m. PST",2,332,1,358,0,2106,286,0
NEVP,"12/2/2021 5 p.m. PST",4,68,1,357,0,2622,358,0
NEVP,"12/2/2021 6 p.m. PST",0,63,1,369,0,2779,378,0
NEVP,"12/2/2021 7 p.m. PST",4,62,1,376,0,2786,380,0
NEVP,"12/2/2021 8 p.m. PST",7,63,1,408,0,2742,380,0
NEVP,"12/2/2021 9 p.m. PST",0,39,1,449,0,2538,379,0
NEVP,"12/2/2021 10 p.m. PST",0,39,1,386,0,2418,377,0
NEVP,"12/2/2021 11 p.m. PST",0,39,1,388,0,2444,333,0
NEVP,"12/3/2021 12 a.m. PST",0,39,1,392,0,2435,293,0
NEVP,"12/3/2021 1 a.m. PST",0,39,1,395,0,2452,294,0
NEVP,"12/3/2021 2 a.m. PST",0,38,1,399,0,2471,294,0
NEVP,"12/3/2021 3 a.m. PST",0,38,1,407,0,2487,293,0
NEVP,"12/3/2021 4 a.m. PST",4,38,1,408,0,2451,294,0
NEVP,"12/3/2021 5 a.m. PST",0,38,1,409,0,2492,292,0
NEVP,"12/3/2021 6 a.m. PST",0,27,1,413,0,2518,292,0
NEVP,"12/3/2021 7 a.m. PST",0,32,1,410,0,2616,275,0
NEVP,"12/3/2021 8 a.m. PST",0,391,1,417,0,2302,242,0
NEVP,"12/3/2021 9 a.m. PST",0,952,1,439,0,1805,207,0
NEVP,"12/3/2021 10 a.m. PST",0,1054,1,440,0,1645,212,0
NEVP,"12/3/2021 11 a.m. PST",0,987,1,443,0,1687,238,0
NEVP,"12/3/2021 12 p.m. PST",0,955,1,434,0,1915,238,0
NEVP,"12/3/2021 1 p.m. PST",2,975,1,422,0,1666,238,0
NEVP,"12/3/2021 2 p.m. PST",0,1017,1,407,0,1809,239,0
NEVP,"12/3/2021 3 p.m. PST",6,946,1,412,0,1785,276,0
NEVP,"12/3/2021 4 p.m. PST",17,476,1,435,0,2249,323,0
NEVP,"12/3/2021 5 p.m. PST",9,177,1,428,0,2956,357,0
NEVP,"12/3/2021 6 p.m. PST",10,157,1,440,0,2993,373,0
NEVP,"12/3/2021 7 p.m. PST",8,157,1,408,0,2868,415,0
NEVP,"12/3/2021 8 p.m. PST",16,169,1,460,0,2709,390,0
NEVP,"12/3/2021 9 p.m. PST",4,179,1,465,0,2681,383,0
NEVP,"12/3/2021 10 p.m. PST",0,181,1,399,0,2650,309,0
NEVP,"12/3/2021 11 p.m. PST",4,157,1,398,0,2625,286,0
NEVP,"12/4/2021 12 a.m. PST",1,176,1,407,0,2354,284,0
NEVP,"12/4/2021 1 a.m. PST",0,157,1,465,0,2231,301,0
