"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CPLE,"11/6/2022 4 a.m. EST",-2,3,829,-3,1241,-17,3642
CPLE,"11/6/2022 5 a.m. EST",-2,10,836,0,1255,-17,3639
CPLE,"11/6/2022 6 a.m. EST",-3,5,836,0,1261,-19,3652
CPLE,"11/6/2022 7 a.m. EST",31,5,812,0,1256,-15,3660
CPLE,"11/6/2022 8 a.m. EST",388,4,808,-1,1257,-16,3662
CPLE,"11/6/2022 9 a.m. EST",1136,5,828,0,1355,-20,3668
CPLE,"11/6/2022 10 a.m. EST",1549,4,895,0,1485,-16,3661
CPLE,"11/6/2022 11 a.m. EST",1661,5,899,0,1587,-15,3667
CPLE,"11/6/2022 12 p.m. EST",1654,5,899,0,1748,-17,3659
CPLE,"11/6/2022 1 p.m. EST",1516,5,928,0,1819,-17,3661
CPLE,"11/6/2022 2 p.m. EST",1354,4,954,0,1835,-16,3668
CPLE,"11/6/2022 3 p.m. EST",1064,4,963,0,2010,-16,3665
CPLE,"11/6/2022 4 p.m. EST",717,6,968,0,2066,-15,3663
CPLE,"11/6/2022 5 p.m. EST",255,33,967,0,2107,-15,3665
CPLE,"11/6/2022 6 p.m. EST",36,36,972,0,2212,-15,3657
CPLE,"11/6/2022 7 p.m. EST",31,37,966,0,2211,-16,3656
CPLE,"11/6/2022 8 p.m. EST",-1,37,1002,0,2141,-15,3662
CPLE,"11/6/2022 9 p.m. EST",-1,37,999,0,1949,-16,3659
CPLE,"11/6/2022 10 p.m. EST",-2,6,999,0,1777,-15,3659
CPLE,"11/6/2022 11 p.m. EST",-2,5,942,0,1433,-15,3654
CPLE,"11/7/2022 12 a.m. EST",-3,5,913,0,1250,-16,3659
CPLE,"11/7/2022 1 a.m. EST",-3,5,911,0,1261,-15,3660
CPLE,"11/7/2022 2 a.m. EST",-1,4,917,0,1280,-15,3664
CPLE,"11/7/2022 3 a.m. EST",-3,2,857,0,1269,-16,3658
CPLE,"11/7/2022 4 a.m. EST",0,5,827,0,1269,-15,3664
CPLE,"11/7/2022 5 a.m. EST",-2,5,828,0,1278,-17,3668
CPLE,"11/7/2022 6 a.m. EST",0,5,826,0,1332,-15,3664
CPLE,"11/7/2022 7 a.m. EST",1,4,898,0,1578,-14,3666
CPLE,"11/7/2022 8 a.m. EST",266,5,890,0,1743,-16,3666
CPLE,"11/7/2022 9 a.m. EST",951,5,873,0,1666,-15,3664
CPLE,"11/7/2022 10 a.m. EST",1480,4,860,0,1650,-16,3661
CPLE,"11/7/2022 11 a.m. EST",1899,4,891,0,1696,-15,3657
CPLE,"11/7/2022 12 p.m. EST",1989,5,962,0,1770,-16,3654
CPLE,"11/7/2022 1 p.m. EST",1854,5,963,0,1822,-15,3652
CPLE,"11/7/2022 2 p.m. EST",1640,31,960,0,1814,-16,3648
CPLE,"11/7/2022 3 p.m. EST",1347,35,964,0,1843,-13,3651
CPLE,"11/7/2022 4 p.m. EST",896,44,966,0,2008,-15,3629
CPLE,"11/7/2022 5 p.m. EST",248,42,963,0,2210,-15,3649
CPLE,"11/7/2022 6 p.m. EST",33,39,969,0,2381,-14,3650
CPLE,"11/7/2022 7 p.m. EST",27,43,971,0,2225,-12,3652
CPLE,"11/7/2022 8 p.m. EST",28,43,970,0,2125,-15,3650
CPLE,"11/7/2022 9 p.m. EST",-1,40,1000,0,1855,-15,3654
CPLE,"11/7/2022 10 p.m. EST",-1,42,1000,0,1874,-13,3655
CPLE,"11/7/2022 11 p.m. EST",-4,41,985,0,1641,-14,3660
CPLE,"11/8/2022 12 a.m. EST",-4,43,882,-7,1222,-14,3658
CPLE,"11/8/2022 1 a.m. EST",0,12,769,0,1242,-14,3654
CPLE,"11/8/2022 2 a.m. EST",0,12,767,0,1235,-15,3661
CPLE,"11/8/2022 3 a.m. EST",-2,8,746,0,1198,-13,3660
CPLE,"11/8/2022 4 a.m. EST",-1,12,744,0,1202,-16,3664
CPLE,"11/8/2022 5 a.m. EST",-4,11,740,0,1205,-13,3668
CPLE,"11/8/2022 6 a.m. EST",-3,9,744,0,1211,-13,3669
CPLE,"11/8/2022 7 a.m. EST",1,11,748,0,1216,-17,3673
CPLE,"11/8/2022 8 a.m. EST",428,12,712,-1,1186,-13,3673
CPLE,"11/8/2022 9 a.m. EST",1457,9,675,-1,1100,-14,3673
CPLE,"11/8/2022 10 a.m. EST",2110,11,711,-1,1183,-15,3676
CPLE,"11/8/2022 11 a.m. EST",2416,11,707,-1,1181,-14,3670
CPLE,"11/8/2022 12 p.m. EST",2509,9,707,-1,1102,-14,3674
CPLE,"11/8/2022 1 p.m. EST",2484,22,748,-1,1243,-14,3670
CPLE,"11/8/2022 2 p.m. EST",2355,43,799,-1,1239,-16,3669
CPLE,"11/8/2022 3 p.m. EST",2033,40,827,-1,1247,-14,3668
CPLE,"11/8/2022 4 p.m. EST",1358,38,885,-1,1262,-15,3666
CPLE,"11/8/2022 5 p.m. EST",359,41,925,-1,1448,-15,3670
CPLE,"11/8/2022 6 p.m. EST",31,40,969,0,1550,-12,3667
CPLE,"11/8/2022 7 p.m. EST",28,47,976,0,1601,-16,3673
CPLE,"11/8/2022 8 p.m. EST",29,42,950,0,1620,-13,3669
CPLE,"11/8/2022 9 p.m. EST",-3,40,896,0,1561,-18,3671
CPLE,"11/8/2022 10 p.m. EST",-1,41,913,0,1393,-13,3676
CPLE,"11/8/2022 11 p.m. EST",-1,44,870,0,1298,-15,3680
CPLE,"11/9/2022 12 a.m. EST",-2,39,860,0,1302,-13,3679
CPLE,"11/9/2022 1 a.m. EST",-3,11,860,-10,1295,-16,3680
CPLE,"11/9/2022 2 a.m. EST",-1,11,796,0,1302,-15,3684
CPLE,"11/9/2022 3 a.m. EST",-5,11,772,0,1287,-14,3682
CPLE,"11/9/2022 4 a.m. EST",-2,6,774,0,1291,-16,3681
CPLE,"11/9/2022 5 a.m. EST",-2,11,770,0,1280,-16,3686
CPLE,"11/9/2022 6 a.m. EST",0,9,821,0,1275,-16,3683
CPLE,"11/9/2022 7 a.m. EST",-2,39,835,0,1469,-14,3685
CPLE,"11/9/2022 8 a.m. EST",235,45,825,0,1734,-17,3679
CPLE,"11/9/2022 9 a.m. EST",756,40,843,0,1615,-15,3677
CPLE,"11/9/2022 10 a.m. EST",1385,16,843,0,1434,-15,3674
CPLE,"11/9/2022 11 a.m. EST",1847,12,791,0,1315,-15,3679
CPLE,"11/9/2022 12 p.m. EST",2035,8,760,0,1276,-15,3679
CPLE,"11/9/2022 1 p.m. EST",1950,11,765,0,1285,-14,3674
CPLE,"11/9/2022 2 p.m. EST",1703,12,749,0,1233,-16,3672
CPLE,"11/9/2022 3 p.m. EST",1193,11,744,0,1221,-14,3674
CPLE,"11/9/2022 4 p.m. EST",597,36,809,0,1253,-16,3676
CPLE,"11/9/2022 5 p.m. EST",159,47,819,0,1320,-13,3677
CPLE,"11/9/2022 6 p.m. EST",28,48,836,0,1489,-15,3677
CPLE,"11/9/2022 7 p.m. EST",28,51,850,0,1828,-14,3678
CPLE,"11/9/2022 8 p.m. EST",29,48,851,0,1735,-15,3678
CPLE,"11/9/2022 9 p.m. EST",-2,48,879,0,1748,-14,3680
CPLE,"11/9/2022 10 p.m. EST",0,50,878,0,1756,-16,3687
CPLE,"11/9/2022 11 p.m. EST",-3,44,877,0,1753,-14,3692
CPLE,"11/10/2022 12 a.m. EST",-3,38,878,0,1694,-16,3685
CPLE,"11/10/2022 1 a.m. EST",0,38,877,0,1411,-14,3687
CPLE,"11/10/2022 2 a.m. EST",0,36,878,0,1435,-16,3684
CPLE,"11/10/2022 3 a.m. EST",-3,38,875,0,1463,-14,3685
CPLE,"11/10/2022 4 a.m. EST",-4,40,878,0,1464,-15,3688
CPLE,"11/10/2022 5 a.m. EST",-2,45,874,0,1470,-14,3688
CPLE,"11/10/2022 6 a.m. EST",-1,48,877,0,1446,-16,3686
CPLE,"11/10/2022 7 a.m. EST",-2,46,943,0,1678,-14,3685
CPLE,"11/10/2022 8 a.m. EST",193,45,920,-1,1728,-14,3687
CPLE,"11/10/2022 9 a.m. EST",540,40,918,-1,1708,-16,3686
CPLE,"11/10/2022 10 a.m. EST",805,40,917,-1,1707,-16,3688
CPLE,"11/10/2022 11 a.m. EST",870,41,916,-1,1749,-13,3684
CPLE,"11/10/2022 12 p.m. EST",801,42,917,-1,1937,-16,3679
CPLE,"11/10/2022 1 p.m. EST",618,41,918,-1,2025,-12,3680
CPLE,"11/10/2022 2 p.m. EST",468,41,920,-1,2009,-19,3677
CPLE,"11/10/2022 3 p.m. EST",302,42,918,-1,1924,-14,3677
CPLE,"11/10/2022 4 p.m. EST",173,42,919,-1,1889,-15,3677
CPLE,"11/10/2022 5 p.m. EST",57,42,921,-1,2080,-14,3674
CPLE,"11/10/2022 6 p.m. EST",27,40,917,0,2094,-14,3675
CPLE,"11/10/2022 7 p.m. EST",29,44,920,0,2113,-14,3673
CPLE,"11/10/2022 8 p.m. EST",26,40,920,0,2112,-15,3674
CPLE,"11/10/2022 9 p.m. EST",0,44,952,0,2096,-14,3676
CPLE,"11/10/2022 10 p.m. EST",0,40,947,0,2001,-14,3675
CPLE,"11/10/2022 11 p.m. EST",-4,43,947,0,1921,-15,3673
CPLE,"11/11/2022 12 a.m. EST",-1,42,946,0,1883,-15,3674
CPLE,"11/11/2022 1 a.m. EST",0,42,915,0,1862,-16,3672
CPLE,"11/11/2022 2 a.m. EST",-3,42,801,-1,1742,-14,3667
CPLE,"11/11/2022 3 a.m. EST",-3,42,768,-1,1667,-15,3668
CPLE,"11/11/2022 4 a.m. EST",-2,42,769,-1,1676,-15,3666
CPLE,"11/11/2022 5 a.m. EST",-1,42,769,-1,1676,-14,3665
CPLE,"11/11/2022 6 a.m. EST",-1,39,772,-1,1649,-13,3661
CPLE,"11/11/2022 7 a.m. EST",-2,42,772,0,1638,-15,3663
CPLE,"11/11/2022 8 a.m. EST",91,43,746,-1,1865,-14,3659
CPLE,"11/11/2022 9 a.m. EST",290,42,746,0,1892,-14,3661
CPLE,"11/11/2022 10 a.m. EST",589,42,744,0,1889,-14,3660
CPLE,"11/11/2022 11 a.m. EST",790,42,747,0,1893,-13,3663
CPLE,"11/11/2022 12 p.m. EST",977,42,773,0,1871,-14,3658
CPLE,"11/11/2022 1 p.m. EST",1175,42,772,0,1868,-14,3659
CPLE,"11/11/2022 2 p.m. EST",1088,41,771,0,1862,-13,3657
CPLE,"11/11/2022 3 p.m. EST",907,43,769,0,1871,-14,3658
CPLE,"11/11/2022 4 p.m. EST",523,37,773,0,1874,-15,3652
CPLE,"11/11/2022 5 p.m. EST",139,38,775,0,1889,-13,3657
CPLE,"11/11/2022 6 p.m. EST",34,38,772,0,1903,-15,3659
CPLE,"11/11/2022 7 p.m. EST",30,38,774,0,1798,-14,3660
CPLE,"11/11/2022 8 p.m. EST",29,37,780,0,1655,-15,3662
CPLE,"11/11/2022 9 p.m. EST",0,39,810,0,1553,-16,3666
CPLE,"11/11/2022 10 p.m. EST",-1,38,811,0,1508,-14,3666
CPLE,"11/11/2022 11 p.m. EST",-2,38,806,0,1350,-16,3666
CPLE,"11/12/2022 12 a.m. EST",-3,38,741,0,1126,-15,3665
CPLE,"11/12/2022 1 a.m. EST",-1,37,713,0,1027,-14,3668
CPLE,"11/12/2022 2 a.m. EST",-4,38,718,0,1059,-16,3669
CPLE,"11/12/2022 3 a.m. EST",-2,38,722,-1,1064,-14,3670
CPLE,"11/12/2022 4 a.m. EST",-2,39,718,-1,1047,-17,3671
CPLE,"11/12/2022 5 a.m. EST",-1,38,712,-2,1037,-25,3673
CPLE,"11/12/2022 6 a.m. EST",-1,39,713,-1,1042,-27,3671
CPLE,"11/12/2022 7 a.m. EST",-1,37,713,-2,1039,-28,3674
CPLE,"11/12/2022 8 a.m. EST",167,39,697,-1,1085,-27,3671
CPLE,"11/12/2022 9 a.m. EST",562,36,704,-1,1072,-27,3676
CPLE,"11/12/2022 10 a.m. EST",844,40,703,-1,1078,-29,3670
CPLE,"11/12/2022 11 a.m. EST",892,37,698,0,1068,-26,3673
CPLE,"11/12/2022 12 p.m. EST",942,42,714,0,1064,-28,3672
CPLE,"11/12/2022 1 p.m. EST",892,41,712,0,1048,-28,3670
CPLE,"11/12/2022 2 p.m. EST",939,42,713,0,1064,-29,3674
CPLE,"11/12/2022 3 p.m. EST",957,42,695,0,1046,-29,3670
CPLE,"11/12/2022 4 p.m. EST",779,43,698,0,1097,-29,3670
CPLE,"11/12/2022 5 p.m. EST",226,42,698,0,1355,-31,3671
CPLE,"11/12/2022 6 p.m. EST",28,41,694,0,1505,-26,3669
CPLE,"11/12/2022 7 p.m. EST",26,43,755,0,1511,-28,3673
CPLE,"11/12/2022 8 p.m. EST",24,41,776,0,1542,-31,3672
CPLE,"11/12/2022 9 p.m. EST",-2,42,808,0,1550,-29,3670
CPLE,"11/12/2022 10 p.m. EST",-3,41,834,0,1574,-28,3671
CPLE,"11/12/2022 11 p.m. EST",0,39,879,0,1682,-30,3670
CPLE,"11/13/2022 12 a.m. EST",-6,41,880,0,1688,-29,3675
CPLE,"11/13/2022 1 a.m. EST",-1,39,882,0,1526,-29,3673
CPLE,"11/13/2022 2 a.m. EST",-4,41,865,-1,1309,-30,3675
CPLE,"11/13/2022 3 a.m. EST",-2,38,808,-2,1201,-32,3679
CPLE,"11/13/2022 4 a.m. EST",-1,40,779,-2,1193,-30,3688
CPLE,"11/13/2022 5 a.m. EST",0,39,799,-1,1244,-32,3687
CPLE,"11/13/2022 6 a.m. EST",-1,43,796,-1,1263,-17,3690
CPLE,"11/13/2022 7 a.m. EST",-2,41,799,-1,1323,-19,3690
CPLE,"11/13/2022 8 a.m. EST",200,43,765,0,1335,-21,3694
CPLE,"11/13/2022 9 a.m. EST",957,41,675,0,1120,-16,3690
CPLE,"11/13/2022 10 a.m. EST",1730,42,623,0,950,-19,3695
CPLE,"11/13/2022 11 a.m. EST",2275,41,545,0,823,-19,3695
CPLE,"11/13/2022 12 p.m. EST",2399,42,510,0,722,40,3694
CPLE,"11/13/2022 1 p.m. EST",2455,44,494,0,665,127,3693
CPLE,"11/13/2022 2 p.m. EST",2357,39,498,0,650,147,3694
CPLE,"11/13/2022 3 p.m. EST",2035,45,509,0,732,146,3693
CPLE,"11/13/2022 4 p.m. EST",1316,41,602,0,991,140,3692
CPLE,"11/13/2022 5 p.m. EST",314,43,772,0,1410,150,3691
CPLE,"11/13/2022 6 p.m. EST",30,42,815,0,1831,148,3696
CPLE,"11/13/2022 7 p.m. EST",30,41,887,0,1956,153,3692
CPLE,"11/13/2022 8 p.m. EST",32,52,885,0,1917,192,3697
CPLE,"11/13/2022 9 p.m. EST",-3,59,918,0,2006,231,3697
CPLE,"11/13/2022 10 p.m. EST",-2,58,923,0,1997,275,3700
CPLE,"11/13/2022 11 p.m. EST",-1,59,917,0,1805,308,3695
CPLE,"11/14/2022 12 a.m. EST",0,42,917,0,1795,322,3703
CPLE,"11/14/2022 1 a.m. EST",-4,39,920,-5,1639,450,3694
CPLE,"11/14/2022 2 a.m. EST",-3,41,910,0,1689,482,3703
CPLE,"11/14/2022 3 a.m. EST",0,43,918,0,1689,484,3701
CPLE,"11/14/2022 4 a.m. EST",-4,43,920,0,1665,489,3704
CPLE,"11/14/2022 5 a.m. EST",-1,42,917,0,2054,488,3700
CPLE,"11/14/2022 6 a.m. EST",0,43,906,0,2157,499,3704
CPLE,"11/14/2022 7 a.m. EST",1,41,923,0,2541,616,3701
CPLE,"11/14/2022 8 a.m. EST",373,42,870,0,2665,642,3705
CPLE,"11/14/2022 9 a.m. EST",1382,42,869,0,2328,634,3703
CPLE,"11/14/2022 10 a.m. EST",2056,42,862,0,1960,586,3683
CPLE,"11/14/2022 11 a.m. EST",2241,43,869,0,1492,589,3676
CPLE,"11/14/2022 12 p.m. EST",2169,41,856,0,1347,559,3675
CPLE,"11/14/2022 1 p.m. EST",2121,43,756,0,1167,487,3676
CPLE,"11/14/2022 2 p.m. EST",1963,41,732,0,1188,365,3675
CPLE,"11/14/2022 3 p.m. EST",1507,42,757,0,1239,339,3672
CPLE,"11/14/2022 4 p.m. EST",884,41,746,0,1256,391,3675
CPLE,"11/14/2022 5 p.m. EST",262,45,769,0,1343,617,3672
CPLE,"11/14/2022 6 p.m. EST",31,42,791,0,1700,658,3669
CPLE,"11/14/2022 7 p.m. EST",32,43,828,0,1878,590,3673
CPLE,"11/14/2022 8 p.m. EST",33,42,900,0,2082,487,3671
CPLE,"11/14/2022 9 p.m. EST",0,43,975,0,2137,440,3673
CPLE,"11/14/2022 10 p.m. EST",-2,39,1039,0,2219,376,3673
CPLE,"11/14/2022 11 p.m. EST",0,41,1039,0,1837,514,3674
CPLE,"11/15/2022 12 a.m. EST",-1,39,1002,0,1509,474,3676
CPLE,"11/15/2022 1 a.m. EST",-3,37,1000,0,1520,398,3674
CPLE,"11/15/2022 2 a.m. EST",-2,35,982,0,1447,392,3674
CPLE,"11/15/2022 3 a.m. EST",-2,38,973,0,1433,387,3673
CPLE,"11/15/2022 4 a.m. EST",-1,40,978,0,1439,388,3676
CPLE,"11/15/2022 5 a.m. EST",-3,38,989,0,1494,384,3671
CPLE,"11/15/2022 6 a.m. EST",0,33,1017,0,1540,468,3673
CPLE,"11/15/2022 7 a.m. EST",-3,37,1031,0,1947,633,3673
