"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
FPC,"9/1/2022 12 a.m. EDT",0,30,69,0,4852,703
FPC,"9/1/2022 1 a.m. EDT",0,30,69,0,4247,659
FPC,"9/1/2022 2 a.m. EDT",0,30,69,0,3870,487
FPC,"9/1/2022 3 a.m. EDT",0,31,67,0,3596,390
FPC,"9/1/2022 4 a.m. EDT",0,31,67,0,3461,255
FPC,"9/1/2022 5 a.m. EDT",0,30,68,0,3493,205
FPC,"9/1/2022 6 a.m. EDT",0,31,73,0,3781,206
FPC,"9/1/2022 7 a.m. EDT",0,31,75,0,4143,206
FPC,"9/1/2022 8 a.m. EDT",25,30,73,0,4416,207
FPC,"9/1/2022 9 a.m. EDT",218,31,71,0,4715,207
FPC,"9/1/2022 10 a.m. EDT",317,30,69,0,5299,209
FPC,"9/1/2022 11 a.m. EDT",434,31,68,0,5740,218
FPC,"9/1/2022 12 p.m. EDT",567,31,66,0,6436,231
FPC,"9/1/2022 1 p.m. EDT",586,29,68,0,7137,297
FPC,"9/1/2022 2 p.m. EDT",594,30,74,0,7340,438
FPC,"9/1/2022 3 p.m. EDT",591,29,72,0,7156,685
FPC,"9/1/2022 4 p.m. EDT",443,29,73,0,7330,661
FPC,"9/1/2022 5 p.m. EDT",436,29,72,15,7513,588
FPC,"9/1/2022 6 p.m. EDT",274,37,73,0,7345,503
FPC,"9/1/2022 7 p.m. EDT",200,29,75,0,7122,386
FPC,"9/1/2022 8 p.m. EDT",32,29,75,0,6949,250
FPC,"9/1/2022 9 p.m. EDT",0,29,74,0,6601,206
FPC,"9/1/2022 10 p.m. EDT",0,29,74,0,6022,206
FPC,"9/1/2022 11 p.m. EDT",0,28,74,0,5344,206
FPC,"9/2/2022 12 a.m. EDT",0,29,75,0,4753,206
FPC,"9/2/2022 1 a.m. EDT",0,28,74,0,4321,210
FPC,"9/2/2022 2 a.m. EDT",0,28,74,0,3919,209
FPC,"9/2/2022 3 a.m. EDT",0,28,79,0,3634,210
FPC,"9/2/2022 4 a.m. EDT",0,29,91,0,3478,208
FPC,"9/2/2022 5 a.m. EDT",0,28,92,0,3371,210
FPC,"9/2/2022 6 a.m. EDT",0,28,93,0,3591,209
FPC,"9/2/2022 7 a.m. EDT",0,29,90,0,4053,210
FPC,"9/2/2022 8 a.m. EDT",34,28,94,0,4434,211
FPC,"9/2/2022 9 a.m. EDT",192,28,92,0,4735,214
FPC,"9/2/2022 10 a.m. EDT",402,29,95,0,5100,215
FPC,"9/2/2022 11 a.m. EDT",569,29,94,0,5345,231
FPC,"9/2/2022 12 p.m. EDT",617,29,92,0,5856,251
FPC,"9/2/2022 1 p.m. EDT",590,28,91,0,6438,276
FPC,"9/2/2022 2 p.m. EDT",533,27,93,0,6941,266
FPC,"9/2/2022 3 p.m. EDT",439,28,90,4,7115,301
FPC,"9/2/2022 4 p.m. EDT",404,27,90,46,7232,392
FPC,"9/2/2022 5 p.m. EDT",259,27,91,75,7260,423
FPC,"9/2/2022 6 p.m. EDT",110,39,94,70,7046,568
FPC,"9/2/2022 7 p.m. EDT",43,27,95,0,6663,480
FPC,"9/2/2022 8 p.m. EDT",10,27,97,0,6406,226
