YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2021,4,NC,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"12,185"
2021,4,NC,"Combined Heat and Power, Commercial Power",Other Biomass,"5,232"
2021,4,NC,"Combined Heat and Power, Electric Power",Total,"3,695"
2021,4,NC,"Combined Heat and Power, Electric Power",Coal,0
2021,4,NC,"Combined Heat and Power, Electric Power",Other,0
2021,4,NC,"Combined Heat and Power, Electric Power",Petroleum,16
2021,4,NC,"Combined Heat and Power, Electric Power",Other Biomass,"3,679"
2021,4,NC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2021,4,NC,"Electric Generators, Independent Power Producers",Total,"1,727,627"
2021,4,NC,"Electric Generators, Independent Power Producers",Coal,0
2021,4,NC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"83,255"
2021,4,NC,"Electric Generators, Independent Power Producers",Natural Gas,"548,722"
2021,4,NC,"Electric Generators, Independent Power Producers",Other,0
2021,4,NC,"Electric Generators, Independent Power Producers",Petroleum,290
2021,4,NC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"991,401"
2021,4,NC,"Electric Generators, Independent Power Producers",Other Biomass,"36,226"
2021,4,NC,"Electric Generators, Independent Power Producers",Wind,"51,791"
2021,4,NC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"15,943"
2021,4,NC,"Electric Generators, Electric Utilities",Total,"7,145,238"
2021,4,NC,"Electric Generators, Electric Utilities",Coal,"1,359,138"
2021,4,NC,"Electric Generators, Electric Utilities",Pumped Storage,0
2021,4,NC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"458,377"
2021,4,NC,"Electric Generators, Electric Utilities",Natural Gas,"1,755,561"
2021,4,NC,"Electric Generators, Electric Utilities",Nuclear,"3,488,331"
2021,4,NC,"Electric Generators, Electric Utilities",Other,-17
2021,4,NC,"Electric Generators, Electric Utilities",Petroleum,"3,060"
2021,4,NC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"80,788"
2021,4,ND,Total Electric Power Industry,Total,"3,097,235"
2021,4,ND,Total Electric Power Industry,Coal,"1,676,652"
2021,4,ND,Total Electric Power Industry,Hydroelectric Conventional,"142,012"
2021,4,ND,Total Electric Power Industry,Natural Gas,"126,870"
2021,4,ND,Total Electric Power Industry,Other Gases,"3,370"
2021,4,ND,Total Electric Power Industry,Other,"4,666"
2021,4,ND,Total Electric Power Industry,Petroleum,"1,913"
2021,4,ND,Total Electric Power Industry,Other Biomass,147
2021,4,ND,Total Electric Power Industry,Wind,"1,141,605"
2021,4,ND,"Combined Heat and Power, Industrial Power",Total,"9,749"
2021,4,ND,"Combined Heat and Power, Industrial Power",Coal,"4,393"
2021,4,ND,"Combined Heat and Power, Industrial Power",Natural Gas,"1,839"
2021,4,ND,"Combined Heat and Power, Industrial Power",Other Gases,"3,370"
2021,4,ND,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,4,ND,"Combined Heat and Power, Industrial Power",Other Biomass,147
2021,4,ND,"Combined Heat and Power, Commercial Power",Total,25
2021,4,ND,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,4,ND,"Combined Heat and Power, Commercial Power",Wind,25
2021,4,ND,"Electric Generators, Independent Power Producers",Total,"674,352"
2021,4,ND,"Electric Generators, Independent Power Producers",Wind,"674,352"
2021,4,ND,"Electric Generators, Electric Utilities",Total,"2,413,109"
2021,4,ND,"Electric Generators, Electric Utilities",Coal,"1,672,259"
2021,4,ND,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"142,012"
2021,4,ND,"Electric Generators, Electric Utilities",Natural Gas,"125,031"
2021,4,ND,"Electric Generators, Electric Utilities",Other,"4,666"
2021,4,ND,"Electric Generators, Electric Utilities",Petroleum,"1,913"
2021,4,ND,"Electric Generators, Electric Utilities",Wind,"467,228"
2021,4,NE,Total Electric Power Industry,Total,"2,553,208"
2021,4,NE,Total Electric Power Industry,Coal,"849,501"
2021,4,NE,Total Electric Power Industry,Hydroelectric Conventional,"80,190"
2021,4,NE,Total Electric Power Industry,Natural Gas,"78,843"
2021,4,NE,Total Electric Power Industry,Nuclear,"572,048"
2021,4,NE,Total Electric Power Industry,Other,0
2021,4,NE,Total Electric Power Industry,Petroleum,"2,665"
2021,4,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,"5,272"
2021,4,NE,Total Electric Power Industry,Other Biomass,"7,245"
2021,4,NE,Total Electric Power Industry,Wind,"957,444"
2021,4,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2021,4,NE,"Combined Heat and Power, Industrial Power",Total,"19,776"
2021,4,NE,"Combined Heat and Power, Industrial Power",Coal,"19,776"
2021,4,NE,"Combined Heat and Power, Industrial Power",Natural Gas,0
2021,4,NE,"Combined Heat and Power, Industrial Power",Other,0
2021,4,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0
2021,4,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2021,4,NE,"Combined Heat and Power, Commercial Power",Total,"1,416"
2021,4,NE,"Combined Heat and Power, Commercial Power",Natural Gas,244
2021,4,NE,"Combined Heat and Power, Commercial Power",Other Biomass,"1,172"
2021,4,NE,"Electric Generators, Independent Power Producers",Total,"952,964"
2021,4,NE,"Electric Generators, Independent Power Producers",Other,0
2021,4,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"4,552"
2021,4,NE,"Electric Generators, Independent Power Producers",Wind,"948,411"
2021,4,NE,"Electric Generators, Electric Utilities",Total,"1,579,053"
2021,4,NE,"Electric Generators, Electric Utilities",Coal,"829,725"
2021,4,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"80,190"
2021,4,NE,"Electric Generators, Electric Utilities",Natural Gas,"78,599"
2021,4,NE,"Electric Generators, Electric Utilities",Nuclear,"572,048"
2021,4,NE,"Electric Generators, Electric Utilities",Petroleum,"2,665"
2021,4,NE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,720
2021,4,NE,"Electric Generators, Electric Utilities",Other Biomass,"6,073"
2021,4,NE,"Electric Generators, Electric Utilities",Wind,"9,033"
2021,4,NH,Total Electric Power Industry,Total,"1,356,246"
2021,4,NH,Total Electric Power Industry,Coal,0
2021,4,NH,Total Electric Power Industry,Hydroelectric Conventional,"125,214"
2021,4,NH,Total Electric Power Industry,Natural Gas,"215,619"
2021,4,NH,Total Electric Power Industry,Nuclear,"899,157"
2021,4,NH,Total Electric Power Industry,Other,"4,982"
2021,4,NH,Total Electric Power Industry,Petroleum,"1,129"
2021,4,NH,Total Electric Power Industry,Solar Thermal and Photovoltaic,340
2021,4,NH,Total Electric Power Industry,Other Biomass,"11,677"
2021,4,NH,Total Electric Power Industry,Wind,"46,257"
2021,4,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,"51,871"
2021,4,NH,"Combined Heat and Power, Industrial Power",Total,"2,104"
2021,4,NH,"Combined Heat and Power, Industrial Power",Natural Gas,"2,104"
2021,4,NH,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,4,NH,"Combined Heat and Power, Commercial Power",Total,"5,636"
2021,4,NH,"Combined Heat and Power, Commercial Power",Natural Gas,"1,260"
2021,4,NH,"Combined Heat and Power, Commercial Power",Petroleum,935
2021,4,NH,"Combined Heat and Power, Commercial Power",Other Biomass,"3,442"
2021,4,NH,"Electric Generators, Independent Power Producers",Total,"1,347,084"
2021,4,NH,"Electric Generators, Independent Power Producers",Coal,0
2021,4,NH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"123,793"
2021,4,NH,"Electric Generators, Independent Power Producers",Natural Gas,"212,255"
2021,4,NH,"Electric Generators, Independent Power Producers",Nuclear,"899,157"
2021,4,NH,"Electric Generators, Independent Power Producers",Other,"4,982"
2021,4,NH,"Electric Generators, Independent Power Producers",Petroleum,194
2021,4,NH,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,340
2021,4,NH,"Electric Generators, Independent Power Producers",Other Biomass,"8,235"
2021,4,NH,"Electric Generators, Independent Power Producers",Wind,"46,257"
2021,4,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"51,871"
2021,4,NH,"Electric Generators, Electric Utilities",Total,"1,421"
2021,4,NH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,421"
2021,4,NJ,Total Electric Power Industry,Total,"4,351,538"
2021,4,NJ,Total Electric Power Industry,Coal,"78,043"
2021,4,NJ,Total Electric Power Industry,Pumped Storage,"-19,770"
2021,4,NJ,Total Electric Power Industry,Hydroelectric Conventional,"2,369"
2021,4,NJ,Total Electric Power Industry,Natural Gas,"1,904,124"
2021,4,NJ,Total Electric Power Industry,Nuclear,"2,125,304"
2021,4,NJ,Total Electric Power Industry,Other Gases,"4,535"
2021,4,NJ,Total Electric Power Industry,Other,"53,876"
2021,4,NJ,Total Electric Power Industry,Petroleum,668
2021,4,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"137,371"
2021,4,NJ,Total Electric Power Industry,Other Biomass,"63,161"
2021,4,NJ,Total Electric Power Industry,Wind,"1,857"
2021,4,NJ,"Combined Heat and Power, Industrial Power",Total,"34,612"
2021,4,NJ,"Combined Heat and Power, Industrial Power",Natural Gas,"26,295"
2021,4,NJ,"Combined Heat and Power, Industrial Power",Other Gases,"4,535"
2021,4,NJ,"Combined Heat and Power, Industrial Power",Other,"3,085"
2021,4,NJ,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,4,NJ,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,697
2021,4,NJ,"Combined Heat and Power, Commercial Power",Total,"50,175"
2021,4,NJ,"Combined Heat and Power, Commercial Power",Natural Gas,"9,268"
2021,4,NJ,"Combined Heat and Power, Commercial Power",Other,"14,905"
2021,4,NJ,"Combined Heat and Power, Commercial Power",Petroleum,26
2021,4,NJ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"13,036"
2021,4,NJ,"Combined Heat and Power, Commercial Power",Other Biomass,"12,941"
2021,4,NJ,"Combined Heat and Power, Electric Power",Total,"536,669"
2021,4,NJ,"Combined Heat and Power, Electric Power",Coal,"78,043"
2021,4,NJ,"Combined Heat and Power, Electric Power",Natural Gas,"450,368"
2021,4,NJ,"Combined Heat and Power, Electric Power",Petroleum,369
2021,4,NJ,"Combined Heat and Power, Electric Power",Other Biomass,"7,888"
2021,4,NJ,"Electric Generators, Independent Power Producers",Total,"3,718,378"
2021,4,NJ,"Electric Generators, Independent Power Producers",Coal,0
2021,4,NJ,"Electric Generators, Independent Power Producers",Pumped Storage,"-19,770"
2021,4,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"2,369"
2021,4,NJ,"Electric Generators, Independent Power Producers",Natural Gas,"1,418,193"
2021,4,NJ,"Electric Generators, Independent Power Producers",Nuclear,"2,125,304"
2021,4,NJ,"Electric Generators, Independent Power Producers",Other,"35,887"
2021,4,NJ,"Electric Generators, Independent Power Producers",Petroleum,273
2021,4,NJ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"111,934"
2021,4,NJ,"Electric Generators, Independent Power Producers",Other Biomass,"42,332"
2021,4,NJ,"Electric Generators, Independent Power Producers",Wind,"1,857"
2021,4,NJ,"Electric Generators, Electric Utilities",Total,"11,705"
2021,4,NJ,"Electric Generators, Electric Utilities",Coal,0
2021,4,NJ,"Electric Generators, Electric Utilities",Natural Gas,0
2021,4,NJ,"Electric Generators, Electric Utilities",Other,0
2021,4,NJ,"Electric Generators, Electric Utilities",Petroleum,0
2021,4,NJ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"11,705"
2021,4,NM,Total Electric Power Industry,Total,"2,307,787"
2021,4,NM,Total Electric Power Industry,Coal,"566,259"
2021,4,NM,Total Electric Power Industry,Geothermal,"4,176"
2021,4,NM,Total Electric Power Industry,Hydroelectric Conventional,"12,323"
2021,4,NM,Total Electric Power Industry,Natural Gas,"663,645"
2021,4,NM,Total Electric Power Industry,Other,-22
2021,4,NM,Total Electric Power Industry,Petroleum,"2,872"
2021,4,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,"160,491"
2021,4,NM,Total Electric Power Industry,Other Biomass,"2,251"
2021,4,NM,Total Electric Power Industry,Wind,"895,790"
2021,4,NM,"Combined Heat and Power, Industrial Power",Total,"22,207"
2021,4,NM,"Combined Heat and Power, Industrial Power",Natural Gas,"22,207"
2021,4,NM,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,4,NM,"Combined Heat and Power, Commercial Power",Total,"9,559"
2021,4,NM,"Combined Heat and Power, Commercial Power",Natural Gas,"9,384"
2021,4,NM,"Combined Heat and Power, Commercial Power",Wind,175
2021,4,NM,"Combined Heat and Power, Electric Power",Total,"1,506"
2021,4,NM,"Combined Heat and Power, Electric Power",Natural Gas,718
2021,4,NM,"Combined Heat and Power, Electric Power",Other Biomass,788
2021,4,NM,"Electric Generators, Independent Power Producers",Total,"975,997"
2021,4,NM,"Electric Generators, Independent Power Producers",Geothermal,"4,176"
2021,4,NM,"Electric Generators, Independent Power Producers",Natural Gas,"144,870"
2021,4,NM,"Electric Generators, Independent Power Producers",Other,-6
2021,4,NM,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"124,789"
2021,4,NM,"Electric Generators, Independent Power Producers",Other Biomass,"1,463"
2021,4,NM,"Electric Generators, Independent Power Producers",Wind,"700,705"
2021,4,NM,"Electric Generators, Electric Utilities",Total,"1,298,518"
2021,4,NM,"Electric Generators, Electric Utilities",Coal,"566,259"
2021,4,NM,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"12,323"
2021,4,NM,"Electric Generators, Electric Utilities",Natural Gas,"486,467"
2021,4,NM,"Electric Generators, Electric Utilities",Other,-16
2021,4,NM,"Electric Generators, Electric Utilities",Petroleum,"2,872"
2021,4,NM,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"35,702"
2021,4,NM,"Electric Generators, Electric Utilities",Wind,"194,910"
2021,4,NV,Total Electric Power Industry,Total,"3,190,019"
2021,4,NV,Total Electric Power Industry,Coal,"98,481"
2021,4,NV,Total Electric Power Industry,Geothermal,"317,897"
2021,4,NV,Total Electric Power Industry,Hydroelectric Conventional,"253,425"
2021,4,NV,Total Electric Power Industry,Natural Gas,"1,892,816"
2021,4,NV,Total Electric Power Industry,Other Gases,0
2021,4,NV,Total Electric Power Industry,Other,"2,643"
2021,4,NV,Total Electric Power Industry,Petroleum,812
2021,4,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,"589,145"
2021,4,NV,Total Electric Power Industry,Other Biomass,"4,134"
2021,4,NV,Total Electric Power Industry,Wind,"30,665"
2021,4,NV,"Combined Heat and Power, Industrial Power",Total,"18,180"
2021,4,NV,"Combined Heat and Power, Industrial Power",Natural Gas,"17,925"
2021,4,NV,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,255
2021,4,NV,"Combined Heat and Power, Commercial Power",Total,"47,559"
2021,4,NV,"Combined Heat and Power, Commercial Power",Geothermal,"37,314"
2021,4,NV,"Combined Heat and Power, Commercial Power",Natural Gas,"4,982"
2021,4,NV,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"5,263"
2021,4,NV,"Combined Heat and Power, Electric Power",Total,"160,433"
2021,4,NV,"Combined Heat and Power, Electric Power",Natural Gas,"160,433"
2021,4,NV,"Combined Heat and Power, Electric Power",Other Gases,0
2021,4,NV,"Combined Heat and Power, Electric Power",Petroleum,0
2021,4,NV,"Electric Generators, Independent Power Producers",Total,"884,104"
2021,4,NV,"Electric Generators, Independent Power Producers",Coal,0
2021,4,NV,"Electric Generators, Independent Power Producers",Geothermal,"280,583"
2021,4,NV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"4,698"
2021,4,NV,"Electric Generators, Independent Power Producers",Natural Gas,212
2021,4,NV,"Electric Generators, Independent Power Producers",Petroleum,0
2021,4,NV,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"563,812"
2021,4,NV,"Electric Generators, Independent Power Producers",Other Biomass,"4,134"
2021,4,NV,"Electric Generators, Independent Power Producers",Wind,"30,665"
2021,4,NV,"Electric Generators, Electric Utilities",Total,"2,079,743"
2021,4,NV,"Electric Generators, Electric Utilities",Coal,"98,481"
2021,4,NV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"248,727"
2021,4,NV,"Electric Generators, Electric Utilities",Natural Gas,"1,709,264"
2021,4,NV,"Electric Generators, Electric Utilities",Other,"2,643"
2021,4,NV,"Electric Generators, Electric Utilities",Petroleum,812
2021,4,NV,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"19,816"
2021,4,NY,Total Electric Power Industry,Total,"8,876,885"
2021,4,NY,Total Electric Power Industry,Coal,0
2021,4,NY,Total Electric Power Industry,Pumped Storage,"-24,006"
