"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
LDWP,"3/2/2022 3 a.m. PST",24,0,19,213,1074,197
LDWP,"3/2/2022 4 a.m. PST",26,0,19,214,1074,197
LDWP,"3/2/2022 5 a.m. PST",37,0,19,223,1075,197
LDWP,"3/2/2022 6 a.m. PST",20,0,19,227,1078,197
LDWP,"3/2/2022 7 a.m. PST",1,63,19,206,1074,197
LDWP,"3/2/2022 8 a.m. PST",0,518,19,186,660,196
LDWP,"3/2/2022 9 a.m. PST",4,899,0,114,522,196
LDWP,"3/2/2022 10 a.m. PST",1,1045,0,98,529,197
LDWP,"3/2/2022 11 a.m. PST",0,1061,0,99,529,197
LDWP,"3/2/2022 12 p.m. PST",1,1040,0,102,529,197
LDWP,"3/2/2022 1 p.m. PST",5,1034,0,102,529,197
LDWP,"3/2/2022 2 p.m. PST",25,1020,0,104,528,197
LDWP,"3/2/2022 3 p.m. PST",38,934,0,113,528,197
LDWP,"3/2/2022 4 p.m. PST",41,750,0,201,551,198
LDWP,"3/2/2022 5 p.m. PST",24,366,6,234,713,199
LDWP,"3/2/2022 6 p.m. PST",13,14,385,235,1061,198
LDWP,"3/2/2022 7 p.m. PST",13,0,392,235,1450,197
LDWP,"3/2/2022 8 p.m. PST",15,0,388,230,1403,197
LDWP,"3/2/2022 9 p.m. PST",15,0,201,221,1332,197
LDWP,"3/2/2022 10 p.m. PST",20,0,200,217,1251,197
LDWP,"3/2/2022 11 p.m. PST",32,0,16,234,941,197
LDWP,"3/3/2022 12 a.m. PST",38,0,15,233,824,197
LDWP,"3/3/2022 1 a.m. PST",62,0,15,223,824,197
LDWP,"3/3/2022 2 a.m. PST",67,0,15,218,825,196
LDWP,"3/3/2022 3 a.m. PST",56,0,15,211,797,196
LDWP,"3/3/2022 4 a.m. PST",40,0,15,211,822,197
LDWP,"3/3/2022 5 a.m. PST",20,0,15,222,825,198
LDWP,"3/3/2022 6 a.m. PST",12,0,10,228,827,197
LDWP,"3/3/2022 7 a.m. PST",6,52,199,227,828,197
LDWP,"3/3/2022 8 a.m. PST",1,389,67,210,751,197
LDWP,"3/3/2022 9 a.m. PST",0,670,19,135,661,197
LDWP,"3/3/2022 10 a.m. PST",0,1034,0,106,637,197
LDWP,"3/3/2022 11 a.m. PST",16,942,0,108,614,197
LDWP,"3/3/2022 12 p.m. PST",76,887,0,103,620,197
LDWP,"3/3/2022 1 p.m. PST",116,871,0,106,536,198
LDWP,"3/3/2022 2 p.m. PST",150,940,0,114,534,293
LDWP,"3/3/2022 3 p.m. PST",69,842,0,123,541,440
LDWP,"3/3/2022 4 p.m. PST",41,602,0,136,621,440
LDWP,"3/3/2022 5 p.m. PST",43,268,3,189,729,439
LDWP,"3/3/2022 6 p.m. PST",56,30,207,213,986,436
LDWP,"3/3/2022 7 p.m. PST",62,0,392,231,1098,299
LDWP,"3/3/2022 8 p.m. PST",62,0,394,222,1022,194
LDWP,"3/3/2022 9 p.m. PST",27,0,392,223,932,197
LDWP,"3/3/2022 10 p.m. PST",14,0,217,214,1011,197
LDWP,"3/3/2022 11 p.m. PST",2,0,205,224,823,199
LDWP,"3/4/2022 12 a.m. PST",22,0,25,212,601,199
LDWP,"3/4/2022 1 a.m. PST",41,0,20,225,607,198
LDWP,"3/4/2022 2 a.m. PST",58,0,20,225,556,198
LDWP,"3/4/2022 3 a.m. PST",102,0,20,173,545,197
LDWP,"3/4/2022 4 a.m. PST",74,0,20,164,627,197
LDWP,"3/4/2022 5 a.m. PST",54,0,20,199,789,197
LDWP,"3/4/2022 6 a.m. PST",62,0,20,227,637,197
LDWP,"3/4/2022 7 a.m. PST",68,17,20,210,741,197
LDWP,"3/4/2022 8 a.m. PST",92,323,20,210,579,196
LDWP,"3/4/2022 9 a.m. PST",131,568,20,201,404,197
LDWP,"3/4/2022 10 a.m. PST",244,800,0,189,390,197
LDWP,"3/4/2022 11 a.m. PST",300,767,0,139,407,197
LDWP,"3/4/2022 12 p.m. PST",299,778,0,124,388,197
LDWP,"3/4/2022 1 p.m. PST",291,913,0,119,411,196
LDWP,"3/4/2022 2 p.m. PST",301,817,0,132,392,196
LDWP,"3/4/2022 3 p.m. PST",290,735,0,139,494,196
LDWP,"3/4/2022 4 p.m. PST",258,393,0,143,505,196
LDWP,"3/4/2022 5 p.m. PST",244,262,18,203,485,197
LDWP,"3/4/2022 6 p.m. PST",264,38,394,239,652,197
LDWP,"3/4/2022 7 p.m. PST",251,0,392,240,762,196
LDWP,"3/4/2022 8 p.m. PST",252,0,213,220,756,196
LDWP,"3/4/2022 9 p.m. PST",248,0,206,231,775,195
LDWP,"3/4/2022 10 p.m. PST",261,0,216,227,816,197
LDWP,"3/4/2022 11 p.m. PST",275,0,204,233,884,201
LDWP,"3/5/2022 12 a.m. PST",263,0,28,229,920,203
LDWP,"3/5/2022 1 a.m. PST",204,0,18,192,658,197
LDWP,"3/5/2022 2 a.m. PST",200,0,19,164,636,196
LDWP,"3/5/2022 3 a.m. PST",190,0,21,153,510,195
LDWP,"3/5/2022 4 a.m. PST",179,0,21,147,486,196
LDWP,"3/5/2022 5 a.m. PST",154,0,21,150,435,196
LDWP,"3/5/2022 6 a.m. PST",162,0,21,153,385,197
LDWP,"3/5/2022 7 a.m. PST",160,46,18,152,362,198
LDWP,"3/5/2022 8 a.m. PST",149,473,0,125,301,198
LDWP,"3/5/2022 9 a.m. PST",174,954,0,109,282,198
LDWP,"3/5/2022 10 a.m. PST",171,1087,0,101,283,198
LDWP,"3/5/2022 11 a.m. PST",173,1028,0,100,282,198
LDWP,"3/5/2022 12 p.m. PST",171,1005,0,101,281,196
LDWP,"3/5/2022 1 p.m. PST",176,1001,0,100,310,196
LDWP,"3/5/2022 2 p.m. PST",185,1006,0,100,309,196
LDWP,"3/5/2022 3 p.m. PST",175,930,0,109,400,196
LDWP,"3/5/2022 4 p.m. PST",152,783,0,114,439,197
LDWP,"3/5/2022 5 p.m. PST",160,431,14,119,463,197
LDWP,"3/5/2022 6 p.m. PST",130,34,204,175,595,196
LDWP,"3/5/2022 7 p.m. PST",164,0,208,220,701,196
LDWP,"3/5/2022 8 p.m. PST",165,0,206,220,741,196
LDWP,"3/5/2022 9 p.m. PST",155,0,206,220,835,196
LDWP,"3/5/2022 10 p.m. PST",134,0,205,219,1077,197
LDWP,"3/5/2022 11 p.m. PST",107,0,205,226,1072,197
LDWP,"3/6/2022 12 a.m. PST",86,0,205,227,857,198
LDWP,"3/6/2022 1 a.m. PST",67,0,208,190,784,198
LDWP,"3/6/2022 2 a.m. PST",64,0,208,165,783,197
LDWP,"3/6/2022 3 a.m. PST",47,0,208,162,784,196
LDWP,"3/6/2022 4 a.m. PST",39,0,207,158,785,196
LDWP,"3/6/2022 5 a.m. PST",33,0,207,158,776,196
LDWP,"3/6/2022 6 a.m. PST",35,0,207,196,784,199
LDWP,"3/6/2022 7 a.m. PST",33,62,205,210,725,199
LDWP,"3/6/2022 8 a.m. PST",20,501,22,214,465,198
LDWP,"3/6/2022 9 a.m. PST",22,924,0,144,279,197
LDWP,"3/6/2022 10 a.m. PST",39,1066,0,101,279,198
LDWP,"3/6/2022 11 a.m. PST",35,1056,0,101,279,198
LDWP,"3/6/2022 12 p.m. PST",20,1018,0,102,279,198
LDWP,"3/6/2022 1 p.m. PST",26,867,0,107,279,197
LDWP,"3/6/2022 2 p.m. PST",37,881,0,109,279,195
LDWP,"3/6/2022 3 p.m. PST",39,892,0,109,291,195
LDWP,"3/6/2022 4 p.m. PST",54,767,18,110,326,196
LDWP,"3/6/2022 5 p.m. PST",62,406,207,143,570,199
LDWP,"3/6/2022 6 p.m. PST",58,42,250,207,1037,198
LDWP,"3/6/2022 7 p.m. PST",52,0,392,226,1379,197
LDWP,"3/6/2022 8 p.m. PST",36,0,391,233,1316,196
LDWP,"3/6/2022 9 p.m. PST",30,0,391,238,1263,197
LDWP,"3/6/2022 10 p.m. PST",28,0,391,236,1267,197
LDWP,"3/6/2022 11 p.m. PST",26,0,392,236,1137,198
LDWP,"3/7/2022 12 a.m. PST",25,0,390,231,832,197
LDWP,"3/7/2022 1 a.m. PST",45,0,212,230,779,197
LDWP,"3/7/2022 2 a.m. PST",39,0,207,230,784,197
LDWP,"3/7/2022 3 a.m. PST",18,0,217,228,784,149
LDWP,"3/7/2022 4 a.m. PST",16,0,208,227,783,188
LDWP,"3/7/2022 5 a.m. PST",9,0,208,232,802,196
LDWP,"3/7/2022 6 a.m. PST",25,0,208,235,954,197
LDWP,"3/7/2022 7 a.m. PST",48,80,206,231,1135,197
LDWP,"3/7/2022 8 a.m. PST",75,547,21,207,860,196
LDWP,"3/7/2022 9 a.m. PST",79,955,0,131,707,196
LDWP,"3/7/2022 10 a.m. PST",88,1102,0,107,591,196
LDWP,"3/7/2022 11 a.m. PST",94,1104,0,107,525,197
LDWP,"3/7/2022 12 p.m. PST",80,1063,0,108,526,197
LDWP,"3/7/2022 1 p.m. PST",69,1028,0,107,523,198
LDWP,"3/7/2022 2 p.m. PST",70,1030,0,112,521,198
LDWP,"3/7/2022 3 p.m. PST",78,1047,0,113,516,197
LDWP,"3/7/2022 4 p.m. PST",94,884,0,118,523,197
LDWP,"3/7/2022 5 p.m. PST",84,478,16,190,690,197
LDWP,"3/7/2022 6 p.m. PST",63,59,291,209,1171,197
LDWP,"3/7/2022 7 p.m. PST",77,0,389,229,1565,197
LDWP,"3/7/2022 8 p.m. PST",75,0,390,231,1585,197
LDWP,"3/7/2022 9 p.m. PST",42,0,393,229,1428,197
LDWP,"3/7/2022 10 p.m. PST",7,0,391,227,1426,197
LDWP,"3/7/2022 11 p.m. PST",0,0,209,230,1353,198
LDWP,"3/8/2022 12 a.m. PST",0,0,205,226,1244,198
LDWP,"3/8/2022 1 a.m. PST",0,0,205,213,860,197
LDWP,"3/8/2022 2 a.m. PST",0,0,23,203,781,197
LDWP,"3/8/2022 3 a.m. PST",0,0,19,199,781,197
LDWP,"3/8/2022 4 a.m. PST",3,0,19,202,781,197
LDWP,"3/8/2022 5 a.m. PST",7,0,19,215,782,197
LDWP,"3/8/2022 6 a.m. PST",11,0,23,230,782,197
LDWP,"3/8/2022 7 a.m. PST",23,88,209,231,824,197
LDWP,"3/8/2022 8 a.m. PST",20,565,174,214,550,196
LDWP,"3/8/2022 9 a.m. PST",32,956,0,142,435,197
LDWP,"3/8/2022 10 a.m. PST",37,1080,0,122,446,197
LDWP,"3/8/2022 11 a.m. PST",11,1081,0,109,442,197
LDWP,"3/8/2022 12 p.m. PST",1,1067,0,111,513,197
LDWP,"3/8/2022 1 p.m. PST",0,1061,0,112,527,197
LDWP,"3/8/2022 2 p.m. PST",3,1007,0,106,528,196
LDWP,"3/8/2022 3 p.m. PST",16,1008,0,111,538,197
LDWP,"3/8/2022 4 p.m. PST",47,867,24,130,552,197
LDWP,"3/8/2022 5 p.m. PST",62,478,26,148,637,198
LDWP,"3/8/2022 6 p.m. PST",76,54,246,218,960,198
LDWP,"3/8/2022 7 p.m. PST",92,0,394,231,1409,198
LDWP,"3/8/2022 8 p.m. PST",90,0,393,233,1382,198
LDWP,"3/8/2022 9 p.m. PST",75,0,214,228,1319,198
LDWP,"3/8/2022 10 p.m. PST",62,0,206,228,1258,198
LDWP,"3/8/2022 11 p.m. PST",56,0,39,227,1057,198
LDWP,"3/9/2022 12 a.m. PST",51,0,15,224,1047,198
LDWP,"3/9/2022 1 a.m. PST",51,0,17,225,847,197
LDWP,"3/9/2022 2 a.m. PST",65,0,17,191,768,197
LDWP,"3/9/2022 3 a.m. PST",77,0,17,159,761,197
LDWP,"3/9/2022 4 a.m. PST",102,0,17,159,753,197
LDWP,"3/9/2022 5 a.m. PST",113,0,17,160,757,198
LDWP,"3/9/2022 6 a.m. PST",118,0,16,207,929,197
LDWP,"3/9/2022 7 a.m. PST",118,90,195,224,1017,197
LDWP,"3/9/2022 8 a.m. PST",122,535,20,151,745,198
LDWP,"3/9/2022 9 a.m. PST",129,936,0,105,650,199
LDWP,"3/9/2022 10 a.m. PST",137,1057,0,99,654,198
LDWP,"3/9/2022 11 a.m. PST",109,1069,0,99,552,197
LDWP,"3/9/2022 12 p.m. PST",79,1058,0,100,539,198
LDWP,"3/9/2022 1 p.m. PST",114,1060,0,102,539,196
LDWP,"3/9/2022 2 p.m. PST",103,890,0,103,556,196
LDWP,"3/9/2022 3 p.m. PST",84,940,0,113,557,195
LDWP,"3/9/2022 4 p.m. PST",128,785,0,114,532,196
LDWP,"3/9/2022 5 p.m. PST",119,427,57,144,539,197
LDWP,"3/9/2022 6 p.m. PST",110,51,257,199,858,196
LDWP,"3/9/2022 7 p.m. PST",84,0,406,238,1329,197
LDWP,"3/9/2022 8 p.m. PST",64,0,396,239,1426,197
LDWP,"3/9/2022 9 p.m. PST",76,0,409,236,1280,197
LDWP,"3/9/2022 10 p.m. PST",91,0,211,232,1280,196
LDWP,"3/9/2022 11 p.m. PST",104,0,209,237,1167,197
LDWP,"3/10/2022 12 a.m. PST",51,0,46,230,774,198
LDWP,"3/10/2022 1 a.m. PST",47,0,28,227,773,276
LDWP,"3/10/2022 2 a.m. PST",30,0,28,200,774,275
LDWP,"3/10/2022 3 a.m. PST",71,0,28,209,774,275
LDWP,"3/10/2022 4 a.m. PST",122,0,28,213,781,275
LDWP,"3/10/2022 5 a.m. PST",117,0,28,202,895,275
LDWP,"3/10/2022 6 a.m. PST",140,0,28,225,1006,275
LDWP,"3/10/2022 7 a.m. PST",172,64,28,222,1054,276
LDWP,"3/10/2022 8 a.m. PST",151,434,28,180,779,276
LDWP,"3/10/2022 9 a.m. PST",142,658,28,122,624,276
LDWP,"3/10/2022 10 a.m. PST",122,762,28,121,471,276
LDWP,"3/10/2022 11 a.m. PST",122,962,28,113,467,276
LDWP,"3/10/2022 12 p.m. PST",128,1037,28,102,467,276
LDWP,"3/10/2022 1 p.m. PST",127,990,28,109,467,276
LDWP,"3/10/2022 2 p.m. PST",129,1016,28,109,467,276
LDWP,"3/10/2022 3 p.m. PST",125,990,28,103,469,276
LDWP,"3/10/2022 4 p.m. PST",125,875,28,104,469,275
LDWP,"3/10/2022 5 p.m. PST",126,469,76,139,644,275
LDWP,"3/10/2022 6 p.m. PST",131,54,308,205,976,275
LDWP,"3/10/2022 7 p.m. PST",121,0,403,229,1399,274
LDWP,"3/10/2022 8 p.m. PST",77,0,403,229,1326,274
LDWP,"3/10/2022 9 p.m. PST",53,0,400,227,1277,275
LDWP,"3/10/2022 10 p.m. PST",27,0,226,228,1275,275
LDWP,"3/10/2022 11 p.m. PST",8,0,212,228,1223,275
LDWP,"3/11/2022 12 a.m. PST",3,0,28,231,1006,277
LDWP,"3/11/2022 1 a.m. PST",5,0,28,182,925,276
LDWP,"3/11/2022 2 a.m. PST",1,0,28,169,788,276
LDWP,"3/11/2022 3 a.m. PST",0,0,28,169,788,276
LDWP,"3/11/2022 4 a.m. PST",0,0,28,169,793,276
LDWP,"3/11/2022 5 a.m. PST",0,0,28,171,902,276
LDWP,"3/11/2022 6 a.m. PST",0,0,28,173,1166,276
LDWP,"3/11/2022 7 a.m. PST",0,112,28,173,1292,274
LDWP,"3/11/2022 8 a.m. PST",0,614,28,146,943,273
LDWP,"3/11/2022 9 a.m. PST",0,986,28,103,720,274
LDWP,"3/11/2022 10 a.m. PST",0,1095,28,99,540,275
LDWP,"3/11/2022 11 a.m. PST",1,1091,28,100,470,277
LDWP,"3/11/2022 12 p.m. PST",2,1077,28,98,468,279
LDWP,"3/11/2022 1 p.m. PST",4,1073,28,98,461,277
LDWP,"3/11/2022 2 p.m. PST",3,1082,28,99,461,276
LDWP,"3/11/2022 3 p.m. PST",1,1032,26,99,463,275
LDWP,"3/11/2022 4 p.m. PST",1,880,32,103,467,274
LDWP,"3/11/2022 5 p.m. PST",2,499,216,132,670,276
LDWP,"3/11/2022 6 p.m. PST",3,61,255,166,977,275
LDWP,"3/11/2022 7 p.m. PST",0,0,416,50,1278,273
LDWP,"3/11/2022 8 p.m. PST",0,0,401,0,1165,273
LDWP,"3/11/2022 9 p.m. PST",0,0,399,0,1130,274
LDWP,"3/11/2022 10 p.m. PST",0,0,400,0,1127,275
LDWP,"3/11/2022 11 p.m. PST",0,0,397,0,1033,277
LDWP,"3/12/2022 12 a.m. PST",0,0,220,0,902,277
LDWP,"3/12/2022 1 a.m. PST",0,0,212,0,776,277
LDWP,"3/12/2022 2 a.m. PST",0,0,34,0,752,277
LDWP,"3/12/2022 3 a.m. PST",0,0,27,0,779,276
LDWP,"3/12/2022 4 a.m. PST",0,0,27,0,787,276
LDWP,"3/12/2022 5 a.m. PST",0,0,27,0,829,276
LDWP,"3/12/2022 6 a.m. PST",2,0,27,0,982,276
LDWP,"3/12/2022 7 a.m. PST",3,118,27,0,847,276
LDWP,"3/12/2022 8 a.m. PST",1,614,28,0,481,275
LDWP,"3/12/2022 9 a.m. PST",0,971,28,0,468,274
LDWP,"3/12/2022 10 a.m. PST",0,1082,28,0,332,275
LDWP,"3/12/2022 11 a.m. PST",0,1083,28,0,294,276
LDWP,"3/12/2022 12 p.m. PST",0,1067,28,0,294,275
LDWP,"3/12/2022 1 p.m. PST",1,1067,28,0,301,275
LDWP,"3/12/2022 2 p.m. PST",3,1077,27,0,322,276
LDWP,"3/12/2022 3 p.m. PST",6,1024,27,0,402,276
LDWP,"3/12/2022 4 p.m. PST",22,881,27,0,435,277
LDWP,"3/12/2022 5 p.m. PST",15,503,34,0,523,277
LDWP,"3/12/2022 6 p.m. PST",10,63,401,0,809,275
LDWP,"3/12/2022 7 p.m. PST",31,0,409,0,946,275
LDWP,"3/12/2022 8 p.m. PST",73,0,405,0,1069,274
LDWP,"3/12/2022 9 p.m. PST",67,0,404,0,1229,274
LDWP,"3/12/2022 10 p.m. PST",52,0,403,0,1186,274
LDWP,"3/12/2022 11 p.m. PST",82,0,399,0,1272,274
LDWP,"3/13/2022 12 a.m. PST",89,0,216,0,1146,274
LDWP,"3/13/2022 1 a.m. PST",75,0,221,0,784,275
LDWP,"3/13/2022 3 a.m. PDT",122,0,30,0,766,275
LDWP,"3/13/2022 4 a.m. PDT",155,0,28,0,675,275
LDWP,"3/13/2022 5 a.m. PDT",127,0,26,0,618,275
LDWP,"3/13/2022 6 a.m. PDT",111,0,26,0,668,275
LDWP,"3/13/2022 7 a.m. PDT",114,0,26,0,943,275
LDWP,"3/13/2022 8 a.m. PDT",127,59,26,0,969,275
LDWP,"3/13/2022 9 a.m. PDT",128,198,26,0,636,275
LDWP,"3/13/2022 10 a.m. PDT",124,472,26,0,597,275
LDWP,"3/13/2022 11 a.m. PDT",204,857,26,0,452,276
LDWP,"3/13/2022 12 p.m. PDT",264,991,26,0,429,277
LDWP,"3/13/2022 1 p.m. PDT",272,1080,26,0,429,277
LDWP,"3/13/2022 2 p.m. PDT",245,959,28,0,428,277
LDWP,"3/13/2022 3 p.m. PDT",296,880,28,0,428,275
LDWP,"3/13/2022 4 p.m. PDT",312,861,28,0,428,275
LDWP,"3/13/2022 5 p.m. PDT",302,653,28,0,429,275
LDWP,"3/13/2022 6 p.m. PDT",336,525,28,0,434,275
LDWP,"3/13/2022 7 p.m. PDT",337,75,215,0,573,274
LDWP,"3/13/2022 8 p.m. PDT",346,0,399,0,752,274
LDWP,"3/13/2022 9 p.m. PDT",371,0,397,0,717,274
LDWP,"3/13/2022 10 p.m. PDT",363,0,398,0,666,273
LDWP,"3/13/2022 11 p.m. PDT",335,0,399,0,534,273
LDWP,"3/14/2022 12 a.m. PDT",304,0,397,0,514,275
LDWP,"3/14/2022 1 a.m. PDT",248,0,35,0,651,277
LDWP,"3/14/2022 2 a.m. PDT",222,0,27,0,574,277
LDWP,"3/14/2022 3 a.m. PDT",184,0,27,0,435,276
LDWP,"3/14/2022 4 a.m. PDT",182,0,27,0,432,275
LDWP,"3/14/2022 5 a.m. PDT",173,0,27,0,569,276
LDWP,"3/14/2022 6 a.m. PDT",169,0,23,0,836,275
LDWP,"3/14/2022 7 a.m. PDT",230,0,18,0,1096,277
LDWP,"3/14/2022 8 a.m. PDT",224,121,10,0,1086,275
LDWP,"3/14/2022 9 a.m. PDT",221,613,3,0,833,275
LDWP,"3/14/2022 10 a.m. PDT",202,964,2,0,662,275
LDWP,"3/14/2022 11 a.m. PDT",131,1078,1,0,539,275
LDWP,"3/14/2022 12 p.m. PDT",81,1078,1,0,539,276
LDWP,"3/14/2022 1 p.m. PDT",46,1040,1,0,538,276
LDWP,"3/14/2022 2 p.m. PDT",23,1015,1,0,538,276
LDWP,"3/14/2022 3 p.m. PDT",14,1053,1,0,538,276
LDWP,"3/14/2022 4 p.m. PDT",18,1021,1,0,536,276
LDWP,"3/14/2022 5 p.m. PDT",26,860,3,0,538,276
LDWP,"3/14/2022 6 p.m. PDT",27,501,7,0,679,274
LDWP,"3/14/2022 7 p.m. PDT",25,68,383,0,916,273
LDWP,"3/14/2022 8 p.m. PDT",37,0,376,0,1228,274
LDWP,"3/14/2022 9 p.m. PDT",29,0,377,0,1205,275
LDWP,"3/14/2022 10 p.m. PDT",36,0,374,0,1033,276
LDWP,"3/14/2022 11 p.m. PDT",36,0,375,0,1021,277
LDWP,"3/15/2022 12 a.m. PDT",41,0,416,0,920,276
LDWP,"3/15/2022 1 a.m. PDT",43,0,217,0,777,276
LDWP,"3/15/2022 2 a.m. PDT",41,0,210,0,829,276
LDWP,"3/15/2022 3 a.m. PDT",48,0,191,0,825,276
LDWP,"3/15/2022 4 a.m. PDT",50,0,190,0,847,276
LDWP,"3/15/2022 5 a.m. PDT",69,0,198,0,852,276
LDWP,"3/15/2022 6 a.m. PDT",84,0,197,0,853,276
LDWP,"3/15/2022 7 a.m. PDT",74,0,380,0,1013,276
LDWP,"3/15/2022 8 a.m. PDT",68,117,375,0,1019,276
LDWP,"3/15/2022 9 a.m. PDT",78,604,17,0,847,276
LDWP,"3/15/2022 10 a.m. PDT",139,965,2,0,709,276
LDWP,"3/15/2022 11 a.m. PDT",195,1081,2,0,682,275
LDWP,"3/15/2022 12 p.m. PDT",245,973,2,0,543,275
LDWP,"3/15/2022 1 p.m. PDT",262,925,2,0,536,275
LDWP,"3/15/2022 2 p.m. PDT",300,917,2,0,535,275
LDWP,"3/15/2022 3 p.m. PDT",362,775,2,0,538,275
LDWP,"3/15/2022 4 p.m. PDT",363,683,2,0,534,273
LDWP,"3/15/2022 5 p.m. PDT",339,570,3,0,552,275
LDWP,"3/15/2022 6 p.m. PDT",282,267,48,0,655,274
LDWP,"3/15/2022 7 p.m. PDT",271,41,190,0,792,274
LDWP,"3/15/2022 8 p.m. PDT",304,0,371,0,835,276
LDWP,"3/15/2022 9 p.m. PDT",317,0,194,0,859,277
LDWP,"3/15/2022 10 p.m. PDT",307,0,189,0,883,277
LDWP,"3/15/2022 11 p.m. PDT",329,0,195,0,814,277
LDWP,"3/16/2022 12 a.m. PDT",387,0,203,0,531,276
LDWP,"3/16/2022 1 a.m. PDT",388,0,4,0,524,275
LDWP,"3/16/2022 2 a.m. PDT",400,0,4,0,622,275
LDWP,"3/16/2022 3 a.m. PDT",394,0,4,0,670,275
LDWP,"3/16/2022 4 a.m. PDT",391,0,4,0,668,276
LDWP,"3/16/2022 5 a.m. PDT",386,0,4,0,692,275
LDWP,"3/16/2022 6 a.m. PDT",364,0,12,0,816,276
LDWP,"3/16/2022 7 a.m. PDT",344,0,381,0,988,276
LDWP,"3/16/2022 8 a.m. PDT",333,119,374,0,1014,276
LDWP,"3/16/2022 9 a.m. PDT",272,606,5,0,707,276
LDWP,"3/16/2022 10 a.m. PDT",256,957,4,0,533,275
LDWP,"3/16/2022 11 a.m. PDT",270,1062,3,0,526,275
LDWP,"3/16/2022 12 p.m. PDT",260,1100,4,0,527,276
LDWP,"3/16/2022 1 p.m. PDT",308,1084,4,0,527,275
LDWP,"3/16/2022 2 p.m. PDT",317,1069,4,0,526,275
LDWP,"3/16/2022 3 p.m. PDT",369,1092,4,0,526,275
LDWP,"3/16/2022 4 p.m. PDT",400,949,3,0,508,276
LDWP,"3/16/2022 5 p.m. PDT",389,832,3,0,489,276
LDWP,"3/16/2022 6 p.m. PDT",356,483,13,0,625,274
LDWP,"3/16/2022 7 p.m. PDT",348,75,375,0,969,273
LDWP,"3/16/2022 8 p.m. PDT",428,0,378,0,1084,275
LDWP,"3/16/2022 9 p.m. PDT",321,0,406,0,1080,275
LDWP,"3/16/2022 10 p.m. PDT",271,0,382,0,1010,277
LDWP,"3/16/2022 11 p.m. PDT",211,0,407,0,972,277
LDWP,"3/17/2022 12 a.m. PDT",145,0,401,0,1007,278
LDWP,"3/17/2022 1 a.m. PDT",267,0,211,0,965,276
LDWP,"3/17/2022 2 a.m. PDT",400,0,10,0,793,275
LDWP,"3/17/2022 3 a.m. PDT",419,0,5,0,972,274
LDWP,"3/17/2022 4 a.m. PDT",398,0,6,0,990,275
LDWP,"3/17/2022 5 a.m. PDT",347,0,6,0,1003,275
LDWP,"3/17/2022 6 a.m. PDT",303,0,161,0,1023,275
LDWP,"3/17/2022 7 a.m. PDT",316,0,337,0,1161,275
LDWP,"3/17/2022 8 a.m. PDT",302,123,375,0,1103,275
LDWP,"3/17/2022 9 a.m. PDT",302,637,237,0,658,276
LDWP,"3/17/2022 10 a.m. PDT",306,942,5,0,428,276
LDWP,"3/17/2022 11 a.m. PDT",308,1029,4,0,360,277
LDWP,"3/17/2022 12 p.m. PDT",308,1089,3,0,358,278
LDWP,"3/17/2022 1 p.m. PDT",279,1050,3,0,360,276
LDWP,"3/17/2022 2 p.m. PDT",237,967,3,0,358,276
