"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CPLE,"7/1/2022 12 a.m. EDT",-4,4,917,0,2145,448,3615
CPLE,"7/1/2022 1 a.m. EDT",-2,4,870,0,1760,446,3622
CPLE,"7/1/2022 2 a.m. EDT",-3,4,847,0,1260,448,3623
CPLE,"7/1/2022 3 a.m. EDT",0,3,869,0,1246,449,3622
CPLE,"7/1/2022 4 a.m. EDT",0,5,842,0,1254,454,3625
CPLE,"7/1/2022 5 a.m. EDT",-2,4,790,0,1158,453,3623
CPLE,"7/1/2022 6 a.m. EDT",-3,4,853,0,1252,454,3624
CPLE,"7/1/2022 7 a.m. EDT",30,4,1054,0,1515,456,3628
CPLE,"7/1/2022 8 a.m. EDT",413,16,1065,0,1671,456,3622
CPLE,"7/1/2022 9 a.m. EDT",872,15,1074,0,2112,453,3624
CPLE,"7/1/2022 10 a.m. EDT",1235,15,1073,0,2424,452,3625
CPLE,"7/1/2022 11 a.m. EDT",1486,4,1121,0,2564,456,3631
CPLE,"7/1/2022 12 p.m. EDT",1638,4,1138,0,2561,452,3628
CPLE,"7/1/2022 1 p.m. EDT",1569,4,1133,0,2542,452,3625
CPLE,"7/1/2022 2 p.m. EDT",1280,3,1133,0,2755,457,3623
CPLE,"7/1/2022 3 p.m. EDT",1186,5,1137,0,2976,453,3623
CPLE,"7/1/2022 4 p.m. EDT",982,4,1135,0,3128,454,3618
CPLE,"7/1/2022 5 p.m. EDT",764,5,1138,0,3179,454,3621
CPLE,"7/1/2022 6 p.m. EDT",680,18,1139,0,3181,457,3624
CPLE,"7/1/2022 7 p.m. EDT",507,33,1086,0,3095,462,3625
CPLE,"7/1/2022 8 p.m. EDT",260,9,1001,0,2661,496,3622
CPLE,"7/1/2022 9 p.m. EDT",6,4,1049,0,2588,491,3627
CPLE,"7/1/2022 10 p.m. EDT",-1,5,1038,0,2178,461,3630
CPLE,"7/1/2022 11 p.m. EDT",-3,4,1037,0,2126,434,3629
CPLE,"7/2/2022 12 a.m. EDT",-3,5,1035,0,1855,270,3628
CPLE,"7/2/2022 1 a.m. EDT",-2,5,1011,0,1394,257,3632
CPLE,"7/2/2022 2 a.m. EDT",-1,5,907,0,1392,260,3629
CPLE,"7/2/2022 3 a.m. EDT",-1,4,919,0,1516,259,3630
CPLE,"7/2/2022 4 a.m. EDT",0,5,857,0,1286,258,3631
CPLE,"7/2/2022 5 a.m. EDT",-2,5,784,0,1099,268,3633
CPLE,"7/2/2022 6 a.m. EDT",-3,3,780,0,1070,261,3635
CPLE,"7/2/2022 7 a.m. EDT",14,5,820,0,995,259,3636
CPLE,"7/2/2022 8 a.m. EDT",301,5,837,0,1174,260,3633
CPLE,"7/2/2022 9 a.m. EDT",772,4,929,0,1454,260,3632
CPLE,"7/2/2022 10 a.m. EDT",1351,5,1093,0,1546,266,3631
CPLE,"7/2/2022 11 a.m. EDT",1743,6,1145,0,1542,262,3635
CPLE,"7/2/2022 12 p.m. EDT",1829,4,1142,0,1655,262,3632
CPLE,"7/2/2022 1 p.m. EDT",1887,5,1140,0,1952,259,3629
CPLE,"7/2/2022 2 p.m. EDT",1813,5,1137,0,2250,263,3628
CPLE,"7/2/2022 3 p.m. EDT",1863,4,1136,0,2365,264,3618
CPLE,"7/2/2022 4 p.m. EDT",1794,4,1136,0,2789,263,3618
CPLE,"7/2/2022 5 p.m. EDT",1592,5,1131,0,3228,262,3606
CPLE,"7/2/2022 6 p.m. EDT",1341,4,1133,0,3264,263,3615
CPLE,"7/2/2022 7 p.m. EDT",763,17,1134,0,3240,335,3609
CPLE,"7/2/2022 8 p.m. EDT",259,18,1136,0,3233,292,3613
CPLE,"7/2/2022 9 p.m. EDT",0,4,1182,0,3078,259,3621
CPLE,"7/2/2022 10 p.m. EDT",-3,5,1178,0,2618,261,3619
CPLE,"7/2/2022 11 p.m. EDT",-2,5,1175,0,2165,260,3619
CPLE,"7/3/2022 12 a.m. EDT",-3,4,1153,0,1844,258,3621
CPLE,"7/3/2022 1 a.m. EDT",0,4,1012,0,1395,254,3624
CPLE,"7/3/2022 2 a.m. EDT",-2,5,941,0,1358,258,3622
CPLE,"7/3/2022 3 a.m. EDT",-1,4,942,0,1373,258,3622
CPLE,"7/3/2022 4 a.m. EDT",-3,5,898,0,1292,259,3627
CPLE,"7/3/2022 5 a.m. EDT",0,5,858,0,1321,257,3625
CPLE,"7/3/2022 6 a.m. EDT",-2,4,807,0,1133,260,3627
CPLE,"7/3/2022 7 a.m. EDT",29,5,822,0,969,260,3627
CPLE,"7/3/2022 8 a.m. EDT",422,17,839,0,1206,262,3628
CPLE,"7/3/2022 9 a.m. EDT",1047,16,977,0,1414,261,3626
CPLE,"7/3/2022 10 a.m. EDT",1670,3,1097,0,1491,258,3623
CPLE,"7/3/2022 11 a.m. EDT",2127,4,1126,0,1494,263,3623
CPLE,"7/3/2022 12 p.m. EDT",2358,6,1132,0,1700,261,3620
CPLE,"7/3/2022 1 p.m. EDT",2376,3,1137,0,2036,258,3621
CPLE,"7/3/2022 2 p.m. EDT",2267,5,1130,0,2610,259,3612
CPLE,"7/3/2022 3 p.m. EDT",2115,4,1128,0,2746,258,3615
CPLE,"7/3/2022 4 p.m. EDT",1926,4,1123,0,2780,261,3612
CPLE,"7/3/2022 5 p.m. EDT",1604,4,1117,0,2932,255,3609
CPLE,"7/3/2022 6 p.m. EDT",1146,23,1130,0,3194,253,3604
CPLE,"7/3/2022 7 p.m. EDT",527,26,1132,0,3197,259,3607
CPLE,"7/3/2022 8 p.m. EDT",171,7,1133,0,3052,263,3604
CPLE,"7/3/2022 9 p.m. EDT",-1,4,1184,0,2907,261,3608
CPLE,"7/3/2022 10 p.m. EDT",-2,4,1175,0,2540,259,3597
CPLE,"7/3/2022 11 p.m. EDT",-1,4,1174,0,2349,259,3619
CPLE,"7/4/2022 12 a.m. EDT",-1,4,1147,0,2015,258,3618
CPLE,"7/4/2022 1 a.m. EDT",-3,4,1027,0,1566,264,3613
CPLE,"7/4/2022 2 a.m. EDT",-2,4,989,0,1527,257,3619
CPLE,"7/4/2022 3 a.m. EDT",0,5,999,0,1523,266,3620
CPLE,"7/4/2022 4 a.m. EDT",0,3,988,0,1498,261,3547
CPLE,"7/4/2022 5 a.m. EDT",-3,4,1025,0,1453,257,3245
CPLE,"7/4/2022 6 a.m. EDT",-3,4,1053,0,1430,258,3615
CPLE,"7/4/2022 7 a.m. EDT",12,4,1064,0,1409,261,3617
CPLE,"7/4/2022 8 a.m. EDT",305,16,1042,0,1508,260,3617
CPLE,"7/4/2022 9 a.m. EDT",677,16,1062,0,1535,259,3623
CPLE,"7/4/2022 10 a.m. EDT",1078,4,1060,0,1490,261,3625
CPLE,"7/4/2022 11 a.m. EDT",1500,4,1058,0,1571,257,3613
CPLE,"7/4/2022 12 p.m. EDT",1866,4,1074,0,1802,256,3431
CPLE,"7/4/2022 1 p.m. EDT",1914,4,1129,0,2261,261,3615
CPLE,"7/4/2022 2 p.m. EDT",1908,4,1140,0,2523,261,3554
CPLE,"7/4/2022 3 p.m. EDT",1895,5,1135,0,2719,262,3608
CPLE,"7/4/2022 4 p.m. EDT",1680,3,1138,0,3052,263,3635
CPLE,"7/4/2022 5 p.m. EDT",1389,4,1137,0,3169,264,2741
CPLE,"7/4/2022 6 p.m. EDT",959,22,1137,0,3230,283,2595
CPLE,"7/4/2022 7 p.m. EDT",597,20,1146,0,3277,287,3604
CPLE,"7/4/2022 8 p.m. EDT",222,17,1143,0,3249,277,3601
CPLE,"7/4/2022 9 p.m. EDT",1,3,1181,0,3246,289,3612
CPLE,"7/4/2022 10 p.m. EDT",-2,3,1184,0,2952,304,3345
CPLE,"7/4/2022 11 p.m. EDT",-2,4,1179,0,2658,307,2601
CPLE,"7/5/2022 12 a.m. EDT",0,7,1156,0,2045,315,3614
CPLE,"7/5/2022 1 a.m. EDT",-2,4,1103,0,1762,307,3614
CPLE,"7/5/2022 2 a.m. EDT",-1,4,1098,0,1533,309,3615
CPLE,"7/5/2022 3 a.m. EDT",-2,4,1103,0,1547,329,3616
CPLE,"7/5/2022 4 a.m. EDT",-1,5,1094,0,1550,341,3616
CPLE,"7/5/2022 5 a.m. EDT",-3,3,1096,0,1527,341,3617
CPLE,"7/5/2022 6 a.m. EDT",-1,5,1086,0,1567,339,3615
CPLE,"7/5/2022 7 a.m. EDT",16,4,1108,0,1680,339,3616
CPLE,"7/5/2022 8 a.m. EDT",315,14,1059,0,1847,341,3614
CPLE,"7/5/2022 9 a.m. EDT",738,17,1047,0,1907,339,3615
CPLE,"7/5/2022 10 a.m. EDT",1216,4,1044,0,2145,338,3615
CPLE,"7/5/2022 11 a.m. EDT",1706,4,1098,0,2223,341,3613
CPLE,"7/5/2022 12 p.m. EDT",2041,6,1133,0,2630,367,3611
CPLE,"7/5/2022 1 p.m. EDT",2180,5,1201,0,2811,537,3611
CPLE,"7/5/2022 2 p.m. EDT",2163,4,1269,0,2957,899,3603
CPLE,"7/5/2022 3 p.m. EDT",2040,3,1255,0,2924,1360,3603
CPLE,"7/5/2022 4 p.m. EDT",1988,5,1252,0,3059,1505,3604
CPLE,"7/5/2022 5 p.m. EDT",1670,6,1249,0,3167,1629,3605
CPLE,"7/5/2022 6 p.m. EDT",1197,4,1255,0,3194,1636,3599
CPLE,"7/5/2022 7 p.m. EDT",640,5,1290,0,3224,1652,3610
CPLE,"7/5/2022 8 p.m. EDT",191,11,1297,0,3136,1527,3609
CPLE,"7/5/2022 9 p.m. EDT",-1,17,1309,0,3054,1428,3617
CPLE,"7/5/2022 10 p.m. EDT",-3,17,1216,0,2714,1501,3619
CPLE,"7/5/2022 11 p.m. EDT",-1,18,1182,0,2419,1245,3622
CPLE,"7/6/2022 12 a.m. EDT",0,11,1135,0,2281,822,3620
CPLE,"7/6/2022 1 a.m. EDT",-1,3,1103,0,2209,639,3641
CPLE,"7/6/2022 2 a.m. EDT",-1,5,1108,0,1871,593,3643
CPLE,"7/6/2022 3 a.m. EDT",-2,5,1101,0,1516,585,3647
CPLE,"7/6/2022 4 a.m. EDT",-1,5,1089,0,1507,594,3648
CPLE,"7/6/2022 5 a.m. EDT",-2,4,1096,0,1543,593,3649
CPLE,"7/6/2022 6 a.m. EDT",0,5,1101,0,1540,606,3649
CPLE,"7/6/2022 7 a.m. EDT",15,10,1119,0,1556,618,3646
CPLE,"7/6/2022 8 a.m. EDT",381,16,1075,0,1505,655,3648
CPLE,"7/6/2022 9 a.m. EDT",1053,14,1116,0,1504,682,3643
CPLE,"7/6/2022 10 a.m. EDT",1622,16,1131,0,1505,741,3645
