"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CPLE,"8/2/2022 3 a.m. EDT",-1,10,1018,0,1422,762,3607
CPLE,"8/2/2022 4 a.m. EDT",0,12,995,0,1392,758,3606
CPLE,"8/2/2022 5 a.m. EDT",-2,8,1009,0,1416,756,3608
CPLE,"8/2/2022 6 a.m. EDT",-2,9,1030,0,1501,764,3612
CPLE,"8/2/2022 7 a.m. EDT",4,20,1064,0,1557,755,3609
CPLE,"8/2/2022 8 a.m. EDT",316,19,1034,0,1551,758,3610
CPLE,"8/2/2022 9 a.m. EDT",1047,23,1034,0,1556,761,3609
CPLE,"8/2/2022 10 a.m. EDT",1778,13,1041,0,1536,764,3606
CPLE,"8/2/2022 11 a.m. EDT",2238,10,1084,0,1556,1031,3650
CPLE,"8/2/2022 12 p.m. EDT",2513,9,1084,0,1738,1173,3646
CPLE,"8/2/2022 1 p.m. EDT",2627,7,1083,0,1831,1508,3634
CPLE,"8/2/2022 2 p.m. EDT",2579,11,1089,0,2321,1675,3599
CPLE,"8/2/2022 3 p.m. EDT",2463,8,1088,0,2536,2000,3596
CPLE,"8/2/2022 4 p.m. EDT",2290,31,1094,0,2720,2135,3594
CPLE,"8/2/2022 5 p.m. EDT",1965,40,1100,0,2850,2308,3590
CPLE,"8/2/2022 6 p.m. EDT",1471,41,1089,11,2983,2418,3586
CPLE,"8/2/2022 7 p.m. EDT",794,41,1097,107,3134,2515,3590
CPLE,"8/2/2022 8 p.m. EDT",197,40,1119,110,3132,2383,3587
CPLE,"8/2/2022 9 p.m. EDT",-2,41,1171,14,2751,2186,3586
CPLE,"8/2/2022 10 p.m. EDT",-4,39,1154,-5,2172,1930,3591
CPLE,"8/2/2022 11 p.m. EDT",-2,40,1128,0,1955,1214,3593
CPLE,"8/3/2022 12 a.m. EDT",0,22,1139,0,1954,819,3597
CPLE,"8/3/2022 1 a.m. EDT",-1,20,1126,0,1697,763,3600
CPLE,"8/3/2022 2 a.m. EDT",-1,9,1044,0,1470,765,3600
CPLE,"8/3/2022 3 a.m. EDT",-3,11,1024,0,1417,769,3600
CPLE,"8/3/2022 4 a.m. EDT",-3,20,977,0,1305,774,3600
CPLE,"8/3/2022 5 a.m. EDT",-3,21,981,0,1319,775,3598
CPLE,"8/3/2022 6 a.m. EDT",-1,12,1035,0,1495,770,3594
CPLE,"8/3/2022 7 a.m. EDT",9,21,1075,0,1547,772,3600
CPLE,"8/3/2022 8 a.m. EDT",331,8,1042,0,1542,770,3599
CPLE,"8/3/2022 9 a.m. EDT",1033,11,1043,0,1524,772,3595
CPLE,"8/3/2022 10 a.m. EDT",1664,8,1074,0,1651,772,3600
CPLE,"8/3/2022 11 a.m. EDT",2142,9,1147,0,1886,850,3599
CPLE,"8/3/2022 12 p.m. EDT",2446,9,1169,0,2007,1170,3597
CPLE,"8/3/2022 1 p.m. EDT",2513,9,1231,0,2347,1388,3597
CPLE,"8/3/2022 2 p.m. EDT",2472,11,1274,0,2643,1456,3594
CPLE,"8/3/2022 3 p.m. EDT",2315,10,1282,0,2762,1575,3591
CPLE,"8/3/2022 4 p.m. EDT",1984,38,1278,0,3061,1791,3592
CPLE,"8/3/2022 5 p.m. EDT",1552,43,1288,0,3206,2018,3586
CPLE,"8/3/2022 6 p.m. EDT",976,42,1279,0,3209,2157,3587
CPLE,"8/3/2022 7 p.m. EDT",476,43,1266,0,3213,2230,3576
CPLE,"8/3/2022 8 p.m. EDT",154,42,1272,0,3236,2117,3582
CPLE,"8/3/2022 9 p.m. EDT",0,43,1296,0,3037,1751,3582
CPLE,"8/3/2022 10 p.m. EDT",-2,43,1263,0,2551,1668,3587
CPLE,"8/3/2022 11 p.m. EDT",-2,43,1237,0,2172,1621,3588
CPLE,"8/4/2022 12 a.m. EDT",-3,24,1064,0,2064,1087,3592
CPLE,"8/4/2022 1 a.m. EDT",-3,21,1014,0,1947,770,3593
CPLE,"8/4/2022 2 a.m. EDT",-1,23,1048,0,1929,766,3599
CPLE,"8/4/2022 3 a.m. EDT",-3,23,1062,0,1737,773,3601
CPLE,"8/4/2022 4 a.m. EDT",0,21,1054,0,1494,767,3600
CPLE,"8/4/2022 5 a.m. EDT",-1,10,1024,0,1422,772,3596
CPLE,"8/4/2022 6 a.m. EDT",0,18,1042,0,1483,770,3599
CPLE,"8/4/2022 7 a.m. EDT",6,23,1064,0,1505,771,3601
CPLE,"8/4/2022 8 a.m. EDT",308,21,1042,0,1523,769,3597
CPLE,"8/4/2022 9 a.m. EDT",974,11,1111,0,1540,770,3596
CPLE,"8/4/2022 10 a.m. EDT",1613,6,1112,0,1656,764,3595
CPLE,"8/4/2022 11 a.m. EDT",2114,12,1108,0,1906,771,3593
CPLE,"8/4/2022 12 p.m. EDT",2362,9,1100,0,1964,767,3595
CPLE,"8/4/2022 1 p.m. EDT",2337,10,1119,0,2157,1011,3587
CPLE,"8/4/2022 2 p.m. EDT",2311,10,1129,0,2504,1350,3585
CPLE,"8/4/2022 3 p.m. EDT",2240,9,1151,0,2865,1602,3584
CPLE,"8/4/2022 4 p.m. EDT",2076,31,1153,0,2984,1872,3586
CPLE,"8/4/2022 5 p.m. EDT",1582,45,1152,0,3012,1948,3582
CPLE,"8/4/2022 6 p.m. EDT",1111,39,1143,0,3055,2013,3581
CPLE,"8/4/2022 7 p.m. EDT",589,43,1156,0,3066,2014,3577
CPLE,"8/4/2022 8 p.m. EDT",207,42,1154,0,2981,1765,3578
CPLE,"8/4/2022 9 p.m. EDT",-2,42,1198,0,2768,1553,3578
CPLE,"8/4/2022 10 p.m. EDT",-4,41,1155,0,2229,1451,3588
CPLE,"8/4/2022 11 p.m. EDT",-3,40,1126,0,1886,1369,3590
CPLE,"8/5/2022 12 a.m. EDT",-1,16,1102,0,1617,1266,3593
CPLE,"8/5/2022 1 a.m. EDT",0,10,1058,0,1449,906,3592
CPLE,"8/5/2022 2 a.m. EDT",-1,12,1091,0,1504,776,3597
CPLE,"8/5/2022 3 a.m. EDT",-3,20,1098,0,1491,780,3598
CPLE,"8/5/2022 4 a.m. EDT",-4,9,1073,0,1443,779,3602
CPLE,"8/5/2022 5 a.m. EDT",-1,8,1091,0,1520,779,3601
CPLE,"8/5/2022 6 a.m. EDT",0,19,1076,0,1477,782,3601
CPLE,"8/5/2022 7 a.m. EDT",4,18,1092,0,1519,782,3602
CPLE,"8/5/2022 8 a.m. EDT",325,23,1103,0,1509,785,3602
CPLE,"8/5/2022 9 a.m. EDT",977,20,1138,0,1519,773,3595
CPLE,"8/5/2022 10 a.m. EDT",1504,20,1129,0,1520,972,3599
CPLE,"8/5/2022 11 a.m. EDT",1857,9,1131,0,1718,1207,3591
CPLE,"8/5/2022 12 p.m. EDT",2052,6,1134,0,2140,1302,3593
CPLE,"8/5/2022 1 p.m. EDT",2143,7,1140,0,2584,1544,3588
CPLE,"8/5/2022 2 p.m. EDT",2198,7,1133,0,2862,1743,3587
CPLE,"8/5/2022 3 p.m. EDT",2274,8,1138,0,2907,1792,3587
CPLE,"8/5/2022 4 p.m. EDT",2148,32,1134,0,3060,1914,3582
CPLE,"8/5/2022 5 p.m. EDT",1817,36,1133,0,3062,2240,3585
CPLE,"8/5/2022 6 p.m. EDT",1323,38,1130,0,3074,2205,3589
CPLE,"8/5/2022 7 p.m. EDT",666,36,1142,0,3086,2219,3582
CPLE,"8/5/2022 8 p.m. EDT",157,37,1132,0,2954,1910,3583
CPLE,"8/5/2022 9 p.m. EDT",-1,37,1122,0,2890,1876,3583
CPLE,"8/5/2022 10 p.m. EDT",-3,37,1115,0,2448,2041,3580
CPLE,"8/5/2022 11 p.m. EDT",-1,37,1108,0,2123,1848,3586
CPLE,"8/6/2022 12 a.m. EDT",-1,36,1065,0,1709,1250,3591
CPLE,"8/6/2022 1 a.m. EDT",-3,17,1060,0,1818,814,3588
CPLE,"8/6/2022 2 a.m. EDT",-1,12,1096,0,1867,784,3597
CPLE,"8/6/2022 3 a.m. EDT",-3,6,1086,0,1531,781,3599
CPLE,"8/6/2022 4 a.m. EDT",-1,7,1076,0,1468,790,3595
CPLE,"8/6/2022 5 a.m. EDT",0,7,1081,0,1487,780,3604
CPLE,"8/6/2022 6 a.m. EDT",-4,7,1075,0,1488,786,3606
CPLE,"8/6/2022 7 a.m. EDT",7,5,1084,0,1486,781,3605
CPLE,"8/6/2022 8 a.m. EDT",312,11,1059,0,1522,783,3605
CPLE,"8/6/2022 9 a.m. EDT",907,13,1090,0,1533,785,3601
CPLE,"8/6/2022 10 a.m. EDT",1307,12,1137,0,1518,782,3600
CPLE,"8/6/2022 11 a.m. EDT",1604,13,1140,0,1536,853,3601
CPLE,"8/6/2022 12 p.m. EDT",1782,12,1126,0,1610,870,3598
CPLE,"8/6/2022 1 p.m. EDT",1929,12,1138,0,1882,1092,3593
CPLE,"8/6/2022 2 p.m. EDT",1997,12,1146,0,2520,1119,3595
CPLE,"8/6/2022 3 p.m. EDT",2140,13,1147,0,2879,1099,3590
CPLE,"8/6/2022 4 p.m. EDT",2014,10,1143,0,2792,1021,3591
CPLE,"8/6/2022 5 p.m. EDT",1769,43,1141,0,3001,843,3586
CPLE,"8/6/2022 6 p.m. EDT",1172,43,1142,0,3078,782,3583
CPLE,"8/6/2022 7 p.m. EDT",514,41,1148,0,3103,788,3588
CPLE,"8/6/2022 8 p.m. EDT",167,37,1153,0,2928,788,3591
CPLE,"8/6/2022 9 p.m. EDT",-2,34,1190,0,2653,788,3584
CPLE,"8/6/2022 10 p.m. EDT",-1,9,1187,0,2425,785,3591
CPLE,"8/6/2022 11 p.m. EDT",0,7,1160,0,2074,785,3597
CPLE,"8/7/2022 12 a.m. EDT",-1,15,1096,0,1568,791,3583
CPLE,"8/7/2022 1 a.m. EDT",-2,9,1086,0,1502,785,3596
CPLE,"8/7/2022 2 a.m. EDT",-4,5,1058,0,1444,789,3601
CPLE,"8/7/2022 3 a.m. EDT",-1,14,946,0,1283,786,3598
CPLE,"8/7/2022 4 a.m. EDT",-1,5,812,0,1046,791,3593
CPLE,"8/7/2022 5 a.m. EDT",-1,9,720,0,967,787,3607
CPLE,"8/7/2022 6 a.m. EDT",-2,9,704,0,937,793,3606
CPLE,"8/7/2022 7 a.m. EDT",7,17,715,0,1053,786,3606
CPLE,"8/7/2022 8 a.m. EDT",299,14,765,0,1143,787,3606
CPLE,"8/7/2022 9 a.m. EDT",979,20,842,0,1316,788,3603
CPLE,"8/7/2022 10 a.m. EDT",1502,10,905,0,1375,784,3608
CPLE,"8/7/2022 11 a.m. EDT",1827,8,1033,0,1518,779,3602
CPLE,"8/7/2022 12 p.m. EDT",1934,9,1140,0,1765,781,3600
CPLE,"8/7/2022 1 p.m. EDT",2024,9,1144,0,2097,777,3593
CPLE,"8/7/2022 2 p.m. EDT",2000,7,1143,0,2443,775,3590
CPLE,"8/7/2022 3 p.m. EDT",1914,9,1143,0,2582,781,3590
CPLE,"8/7/2022 4 p.m. EDT",1931,9,1141,0,2717,787,3589
CPLE,"8/7/2022 5 p.m. EDT",1631,8,1138,0,2858,1027,3582
CPLE,"8/7/2022 6 p.m. EDT",1248,38,1141,0,2904,1163,3582
CPLE,"8/7/2022 7 p.m. EDT",606,39,1143,0,2917,1473,3583
CPLE,"8/7/2022 8 p.m. EDT",112,34,1144,0,2835,1371,3584
CPLE,"8/7/2022 9 p.m. EDT",-2,42,1100,0,2689,1363,3588
CPLE,"8/7/2022 10 p.m. EDT",-2,15,1085,0,2222,1375,3588
CPLE,"8/7/2022 11 p.m. EDT",-1,5,1085,0,1898,1435,3590
CPLE,"8/8/2022 12 a.m. EDT",-3,11,1084,0,1645,1282,3598
CPLE,"8/8/2022 1 a.m. EDT",-2,9,1105,0,1526,1153,3596
CPLE,"8/8/2022 2 a.m. EDT",-3,7,1081,0,1451,985,3598
CPLE,"8/8/2022 3 a.m. EDT",-2,11,1012,0,1452,806,3598
CPLE,"8/8/2022 4 a.m. EDT",-1,4,971,0,1433,773,3603
CPLE,"8/8/2022 5 a.m. EDT",-2,9,977,0,1478,774,3602
CPLE,"8/8/2022 6 a.m. EDT",0,11,1070,0,1542,773,3609
CPLE,"8/8/2022 7 a.m. EDT",5,16,1112,0,1557,774,3606
CPLE,"8/8/2022 8 a.m. EDT",307,16,1141,0,1565,774,3606
CPLE,"8/8/2022 9 a.m. EDT",1050,16,1147,0,1577,772,3605
CPLE,"8/8/2022 10 a.m. EDT",1580,4,1143,0,1818,906,3606
CPLE,"8/8/2022 11 a.m. EDT",1915,4,1143,0,1930,1171,3600
CPLE,"8/8/2022 12 p.m. EDT",2151,5,1136,0,2202,1265,3596
CPLE,"8/8/2022 1 p.m. EDT",2205,5,1146,0,2309,1531,3593
CPLE,"8/8/2022 2 p.m. EDT",2211,4,1143,0,2520,1713,3592
CPLE,"8/8/2022 3 p.m. EDT",2146,4,1144,0,2671,1783,3591
CPLE,"8/8/2022 4 p.m. EDT",1997,8,1140,0,3014,1903,3590
CPLE,"8/8/2022 5 p.m. EDT",1639,36,1142,0,3226,2044,3582
CPLE,"8/8/2022 6 p.m. EDT",1137,39,1153,0,3386,2133,3585
CPLE,"8/8/2022 7 p.m. EDT",550,39,1153,0,3416,2277,3588
CPLE,"8/8/2022 8 p.m. EDT",186,39,1146,0,3396,2107,3581
CPLE,"8/8/2022 9 p.m. EDT",-1,41,1198,0,3243,1986,3588
CPLE,"8/8/2022 10 p.m. EDT",0,27,1197,0,2714,1811,3590
CPLE,"8/8/2022 11 p.m. EDT",-2,29,1182,0,2242,1771,3595
CPLE,"8/9/2022 12 a.m. EDT",-4,28,1127,0,1684,1572,3596
CPLE,"8/9/2022 1 a.m. EDT",-1,21,1091,0,1459,1085,3598
CPLE,"8/9/2022 2 a.m. EDT",-2,8,1095,0,1506,704,3599
CPLE,"8/9/2022 3 a.m. EDT",-3,9,1093,0,1518,685,3600
CPLE,"8/9/2022 4 a.m. EDT",-2,16,1081,0,1481,687,3602
CPLE,"8/9/2022 5 a.m. EDT",-1,20,1063,0,1444,679,3604
CPLE,"8/9/2022 6 a.m. EDT",-3,10,1084,0,1495,680,3606
CPLE,"8/9/2022 7 a.m. EDT",6,5,1105,0,1535,689,3610
CPLE,"8/9/2022 8 a.m. EDT",318,4,1125,0,1533,682,3609
CPLE,"8/9/2022 9 a.m. EDT",1057,5,1176,0,1517,688,3610
CPLE,"8/9/2022 10 a.m. EDT",1712,4,1211,0,1713,686,3608
CPLE,"8/9/2022 11 a.m. EDT",2138,4,1239,0,1960,765,3602
CPLE,"8/9/2022 12 p.m. EDT",2300,5,1295,0,2074,935,3597
CPLE,"8/9/2022 1 p.m. EDT",2223,5,1301,0,2454,1380,3597
CPLE,"8/9/2022 2 p.m. EDT",2141,4,1298,61,2703,1703,3590
CPLE,"8/9/2022 3 p.m. EDT",2083,4,1293,70,2900,1853,3590
CPLE,"8/9/2022 4 p.m. EDT",1887,5,1291,0,3181,1723,3593
CPLE,"8/9/2022 5 p.m. EDT",1685,9,1286,0,3197,1558,3591
CPLE,"8/9/2022 6 p.m. EDT",1354,25,1289,0,3235,1803,3593
CPLE,"8/9/2022 7 p.m. EDT",711,23,1288,0,3260,2027,3583
CPLE,"8/9/2022 8 p.m. EDT",165,22,1293,0,3171,1850,3591
CPLE,"8/9/2022 9 p.m. EDT",-1,23,1342,0,2805,1868,3593
CPLE,"8/9/2022 10 p.m. EDT",-2,22,1319,0,2348,1652,3594
CPLE,"8/9/2022 11 p.m. EDT",-1,22,1182,0,2049,1531,3598
CPLE,"8/10/2022 12 a.m. EDT",-1,11,1180,0,1691,1094,3595
CPLE,"8/10/2022 1 a.m. EDT",0,8,1125,0,1512,773,3599
CPLE,"8/10/2022 2 a.m. EDT",-2,11,998,0,1457,746,3600
CPLE,"8/10/2022 3 a.m. EDT",-2,6,1006,0,1491,752,3602
CPLE,"8/10/2022 4 a.m. EDT",-3,3,1004,0,1498,740,3600
CPLE,"8/10/2022 5 a.m. EDT",-3,6,1007,0,1491,742,3604
CPLE,"8/10/2022 6 a.m. EDT",-2,16,1017,0,1526,744,3606
CPLE,"8/10/2022 7 a.m. EDT",6,15,1051,0,1525,740,3606
CPLE,"8/10/2022 8 a.m. EDT",301,16,1054,0,1506,743,3608
CPLE,"8/10/2022 9 a.m. EDT",942,15,1063,0,1603,764,3610
CPLE,"8/10/2022 10 a.m. EDT",1586,15,1055,0,1651,766,3605
CPLE,"8/10/2022 11 a.m. EDT",2106,16,1057,0,1734,763,3602
CPLE,"8/10/2022 12 p.m. EDT",2435,14,1056,0,2035,795,3598
CPLE,"8/10/2022 1 p.m. EDT",2486,5,1054,0,2208,1067,3596
CPLE,"8/10/2022 2 p.m. EDT",2455,5,1042,0,2699,1303,3590
CPLE,"8/10/2022 3 p.m. EDT",2349,2,1041,0,2867,1582,3591
CPLE,"8/10/2022 4 p.m. EDT",2126,17,1050,0,3033,1800,3585
CPLE,"8/10/2022 5 p.m. EDT",1736,13,1138,0,3178,1794,3584
CPLE,"8/10/2022 6 p.m. EDT",1243,14,1142,0,3189,1913,3586
CPLE,"8/10/2022 7 p.m. EDT",493,14,1147,0,3218,1954,3586
CPLE,"8/10/2022 8 p.m. EDT",97,16,1149,0,3239,1769,3585
CPLE,"8/10/2022 9 p.m. EDT",-1,14,1188,0,3209,1678,3590
CPLE,"8/10/2022 10 p.m. EDT",-1,13,1190,0,2953,1354,3595
CPLE,"8/10/2022 11 p.m. EDT",-2,4,1185,0,2506,868,3602
CPLE,"8/11/2022 12 a.m. EDT",-3,3,1189,0,2103,687,3601
CPLE,"8/11/2022 1 a.m. EDT",-1,12,1107,0,1533,683,3600
CPLE,"8/11/2022 2 a.m. EDT",0,4,997,0,1498,687,3603
CPLE,"8/11/2022 3 a.m. EDT",-1,9,983,0,1502,679,3602
CPLE,"8/11/2022 4 a.m. EDT",-1,4,989,0,1512,685,3604
CPLE,"8/11/2022 5 a.m. EDT",-3,11,971,0,1478,682,3606
CPLE,"8/11/2022 6 a.m. EDT",-3,3,1004,0,1548,689,3607
CPLE,"8/11/2022 7 a.m. EDT",0,15,1085,0,1540,700,3610
CPLE,"8/11/2022 8 a.m. EDT",193,16,1082,0,1633,702,3610
CPLE,"8/11/2022 9 a.m. EDT",697,4,1088,0,1769,703,3610
CPLE,"8/11/2022 10 a.m. EDT",1277,4,1066,0,1799,722,3613
CPLE,"8/11/2022 11 a.m. EDT",1496,5,1121,0,1928,771,3609
CPLE,"8/11/2022 12 p.m. EDT",1484,3,1146,0,2001,746,3609
CPLE,"8/11/2022 1 p.m. EDT",1475,3,1149,0,2204,762,3605
CPLE,"8/11/2022 2 p.m. EDT",1599,5,1150,0,2668,818,3601
CPLE,"8/11/2022 3 p.m. EDT",1563,4,1148,0,2751,835,3601
CPLE,"8/11/2022 4 p.m. EDT",1612,3,1144,0,2840,844,3597
CPLE,"8/11/2022 5 p.m. EDT",1530,29,1148,0,2869,970,3595
CPLE,"8/11/2022 6 p.m. EDT",990,35,1147,0,2876,949,3594
CPLE,"8/11/2022 7 p.m. EDT",365,11,1150,0,2888,1164,3596
CPLE,"8/11/2022 8 p.m. EDT",83,4,1156,0,2687,981,3599
CPLE,"8/11/2022 9 p.m. EDT",-4,9,1169,0,2391,905,3601
CPLE,"8/11/2022 10 p.m. EDT",-1,8,1098,0,2189,834,3600
CPLE,"8/11/2022 11 p.m. EDT",-1,3,1085,0,2282,849,3606
CPLE,"8/12/2022 12 a.m. EDT",0,11,1086,0,1936,717,3606
CPLE,"8/12/2022 1 a.m. EDT",-1,3,1089,0,1552,703,3607
CPLE,"8/12/2022 2 a.m. EDT",-1,9,1098,0,1522,707,3610
CPLE,"8/12/2022 3 a.m. EDT",-2,5,1072,0,1519,702,3607
CPLE,"8/12/2022 4 a.m. EDT",-4,8,1020,0,1548,701,3610
CPLE,"8/12/2022 5 a.m. EDT",-4,8,1010,0,1549,705,3613
CPLE,"8/12/2022 6 a.m. EDT",0,7,976,0,1448,816,3615
CPLE,"8/12/2022 7 a.m. EDT",-1,6,922,0,1319,1084,3615
CPLE,"8/12/2022 8 a.m. EDT",86,7,897,0,1347,1036,3617
CPLE,"8/12/2022 9 a.m. EDT",177,10,882,0,1329,1066,3616
CPLE,"8/12/2022 10 a.m. EDT",288,3,962,0,1468,1117,3622
CPLE,"8/12/2022 11 a.m. EDT",376,4,1030,0,1726,1065,3621
CPLE,"8/12/2022 12 p.m. EDT",508,4,1052,0,2082,1004,3611
CPLE,"8/12/2022 1 p.m. EDT",746,4,1061,0,2144,1045,3615
CPLE,"8/12/2022 2 p.m. EDT",859,3,1064,0,2462,1060,3611
CPLE,"8/12/2022 3 p.m. EDT",1176,4,1050,0,2402,886,3615
CPLE,"8/12/2022 4 p.m. EDT",1243,3,1035,0,2488,840,3613
CPLE,"8/12/2022 5 p.m. EDT",1316,13,1071,0,2649,849,3613
CPLE,"8/12/2022 6 p.m. EDT",1219,14,1139,0,2792,871,3612
CPLE,"8/12/2022 7 p.m. EDT",712,5,1143,0,2793,855,3616
CPLE,"8/12/2022 8 p.m. EDT",161,2,1143,0,2698,865,3616
CPLE,"8/12/2022 9 p.m. EDT",-2,6,1180,0,2254,863,3621
CPLE,"8/12/2022 10 p.m. EDT",0,8,1162,0,1833,753,3627
CPLE,"8/12/2022 11 p.m. EDT",-1,3,1097,0,1630,635,3622
CPLE,"8/13/2022 12 a.m. EDT",-2,10,1039,0,1510,621,3625
CPLE,"8/13/2022 1 a.m. EDT",-1,4,988,0,1515,619,3625
CPLE,"8/13/2022 2 a.m. EDT",-1,11,906,0,1276,494,3626
CPLE,"8/13/2022 3 a.m. EDT",-4,4,759,0,1010,496,3625
CPLE,"8/13/2022 4 a.m. EDT",-3,9,715,0,763,496,3634
CPLE,"8/13/2022 5 a.m. EDT",-1,6,665,0,793,500,3635
CPLE,"8/13/2022 6 a.m. EDT",-1,4,660,0,780,498,3634
CPLE,"8/13/2022 7 a.m. EDT",4,4,675,0,807,502,3637
CPLE,"8/13/2022 8 a.m. EDT",313,4,637,0,786,497,3641
CPLE,"8/13/2022 9 a.m. EDT",992,2,635,0,750,501,3638
CPLE,"8/13/2022 10 a.m. EDT",1713,4,662,0,1011,503,3639
CPLE,"8/13/2022 11 a.m. EDT",2321,4,698,0,851,504,3638
CPLE,"8/13/2022 12 p.m. EDT",2604,3,804,0,1276,555,3631
CPLE,"8/13/2022 1 p.m. EDT",2675,4,983,0,1519,623,3629
CPLE,"8/13/2022 2 p.m. EDT",2653,3,1046,0,1520,631,3632
CPLE,"8/13/2022 3 p.m. EDT",2584,3,1083,0,1491,743,3624
CPLE,"8/13/2022 4 p.m. EDT",2429,4,1001,0,1565,747,3620
CPLE,"8/13/2022 5 p.m. EDT",2110,4,1010,0,1959,789,3620
CPLE,"8/13/2022 6 p.m. EDT",1575,14,1013,0,2128,1206,3617
CPLE,"8/13/2022 7 p.m. EDT",801,14,1018,0,2165,1365,3617
CPLE,"8/13/2022 8 p.m. EDT",161,14,1010,0,2068,1125,3621
CPLE,"8/13/2022 9 p.m. EDT",-3,5,1039,0,1983,862,3622
CPLE,"8/13/2022 10 p.m. EDT",-2,2,1025,0,1522,799,3626
CPLE,"8/13/2022 11 p.m. EDT",-1,14,947,0,1294,705,3629
CPLE,"8/14/2022 12 a.m. EDT",-1,4,885,0,1373,478,3630
CPLE,"8/14/2022 1 a.m. EDT",-1,4,835,0,1363,375,3631
CPLE,"8/14/2022 2 a.m. EDT",-1,14,798,0,1289,321,3633
CPLE,"8/14/2022 3 a.m. EDT",-2,4,707,0,1128,268,3636
CPLE,"8/14/2022 4 a.m. EDT",-6,3,673,0,795,243,3637
CPLE,"8/14/2022 5 a.m. EDT",-3,6,658,0,883,243,3641
CPLE,"8/14/2022 6 a.m. EDT",-1,8,662,0,864,241,3640
CPLE,"8/14/2022 7 a.m. EDT",5,3,669,0,878,245,3644
CPLE,"8/14/2022 8 a.m. EDT",283,3,639,0,882,255,3636
CPLE,"8/14/2022 9 a.m. EDT",954,4,641,0,884,248,3640
CPLE,"8/14/2022 10 a.m. EDT",1659,3,658,0,1068,255,3645
CPLE,"8/14/2022 11 a.m. EDT",2106,4,705,0,1053,251,3642
CPLE,"8/14/2022 12 p.m. EDT",2508,4,750,0,1216,252,3638
CPLE,"8/14/2022 1 p.m. EDT",2632,4,830,0,1284,390,3634
CPLE,"8/14/2022 2 p.m. EDT",2639,3,833,0,1255,589,3627
CPLE,"8/14/2022 3 p.m. EDT",2518,4,878,0,1368,745,3629
CPLE,"8/14/2022 4 p.m. EDT",2082,4,935,0,1623,729,3622
CPLE,"8/14/2022 5 p.m. EDT",1303,3,952,0,1936,626,3621
CPLE,"8/14/2022 6 p.m. EDT",677,14,1032,0,2121,604,3614
CPLE,"8/14/2022 7 p.m. EDT",358,14,1039,0,2239,599,3618
CPLE,"8/14/2022 8 p.m. EDT",111,4,1030,0,2196,599,3619
CPLE,"8/14/2022 9 p.m. EDT",0,3,1070,0,2086,482,3619
CPLE,"8/14/2022 10 p.m. EDT",-1,14,1081,0,1960,260,3625
CPLE,"8/14/2022 11 p.m. EDT",-3,5,1063,0,1614,267,3627
