"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
LDWP,"5/1/2022 12 a.m. PDT",317,0,371,224,957,275
LDWP,"5/1/2022 1 a.m. PDT",327,0,371,222,910,275
LDWP,"5/1/2022 2 a.m. PDT",247,0,209,220,696,276
LDWP,"5/1/2022 3 a.m. PDT",167,0,187,221,706,276
LDWP,"5/1/2022 4 a.m. PDT",196,0,185,217,627,276
LDWP,"5/1/2022 5 a.m. PDT",185,0,186,218,620,277
LDWP,"5/1/2022 6 a.m. PDT",183,0,187,220,621,276
LDWP,"5/1/2022 7 a.m. PDT",208,88,186,212,546,276
LDWP,"5/1/2022 8 a.m. PDT",156,504,9,137,301,276
LDWP,"5/1/2022 9 a.m. PDT",152,896,0,102,291,276
LDWP,"5/1/2022 10 a.m. PDT",123,1052,0,100,270,277
LDWP,"5/1/2022 11 a.m. PDT",168,1120,0,100,270,278
LDWP,"5/1/2022 12 p.m. PDT",211,1128,0,100,270,278
LDWP,"5/1/2022 1 p.m. PDT",353,1129,0,100,270,278
LDWP,"5/1/2022 2 p.m. PDT",395,1126,0,101,270,277
LDWP,"5/1/2022 3 p.m. PDT",297,1123,0,100,270,276
LDWP,"5/1/2022 4 p.m. PDT",293,1061,0,109,270,277
LDWP,"5/1/2022 5 p.m. PDT",303,932,0,140,271,276
LDWP,"5/1/2022 6 p.m. PDT",301,673,8,151,320,276
LDWP,"5/1/2022 7 p.m. PDT",287,241,375,219,445,276
LDWP,"5/1/2022 8 p.m. PDT",255,10,370,232,847,276
LDWP,"5/1/2022 9 p.m. PDT",255,0,369,232,795,276
LDWP,"5/1/2022 10 p.m. PDT",251,0,369,227,757,277
LDWP,"5/1/2022 11 p.m. PDT",189,0,186,235,789,277
LDWP,"5/2/2022 12 a.m. PDT",179,0,186,232,714,277
LDWP,"5/2/2022 1 a.m. PDT",176,0,2,230,743,276
LDWP,"5/2/2022 2 a.m. PDT",175,0,0,225,642,277
LDWP,"5/2/2022 3 a.m. PDT",188,0,0,222,625,277
LDWP,"5/2/2022 4 a.m. PDT",173,0,0,220,620,277
LDWP,"5/2/2022 5 a.m. PDT",171,0,0,220,667,277
LDWP,"5/2/2022 6 a.m. PDT",172,0,0,225,674,277
LDWP,"5/2/2022 7 a.m. PDT",173,89,0,232,681,277
LDWP,"5/2/2022 8 a.m. PDT",177,494,0,181,389,276
LDWP,"5/2/2022 9 a.m. PDT",84,863,0,130,321,276
LDWP,"5/2/2022 10 a.m. PDT",104,1032,0,119,321,276
LDWP,"5/2/2022 11 a.m. PDT",113,1108,0,116,321,276
LDWP,"5/2/2022 12 p.m. PDT",160,1125,0,115,321,277
LDWP,"5/2/2022 1 p.m. PDT",282,1087,0,118,321,278
LDWP,"5/2/2022 2 p.m. PDT",367,1111,0,118,320,278
LDWP,"5/2/2022 3 p.m. PDT",405,1082,0,122,269,277
LDWP,"5/2/2022 4 p.m. PDT",432,954,0,124,269,277
LDWP,"5/2/2022 5 p.m. PDT",427,807,0,123,269,277
LDWP,"5/2/2022 6 p.m. PDT",421,504,0,135,308,278
LDWP,"5/2/2022 7 p.m. PDT",426,266,5,188,700,275
LDWP,"5/2/2022 8 p.m. PDT",352,13,326,225,1013,275
LDWP,"5/2/2022 9 p.m. PDT",314,0,371,225,1033,276
LDWP,"5/2/2022 10 p.m. PDT",281,0,365,220,995,277
LDWP,"5/2/2022 11 p.m. PDT",283,0,185,220,968,278
LDWP,"5/3/2022 12 a.m. PDT",260,0,185,221,866,276
LDWP,"5/3/2022 1 a.m. PDT",218,0,168,221,808,276
LDWP,"5/3/2022 2 a.m. PDT",333,0,0,212,748,276
LDWP,"5/3/2022 3 a.m. PDT",306,0,0,181,551,277
LDWP,"5/3/2022 4 a.m. PDT",297,0,0,206,554,277
LDWP,"5/3/2022 5 a.m. PDT",308,0,0,213,575,276
LDWP,"5/3/2022 6 a.m. PDT",297,0,0,215,603,277
LDWP,"5/3/2022 7 a.m. PDT",228,85,0,212,588,276
LDWP,"5/3/2022 8 a.m. PDT",128,486,0,169,498,302
LDWP,"5/3/2022 9 a.m. PDT",79,879,0,134,464,413
LDWP,"5/3/2022 10 a.m. PDT",56,1048,0,120,463,414
LDWP,"5/3/2022 11 a.m. PDT",49,1114,0,117,463,414
LDWP,"5/3/2022 12 p.m. PDT",84,1112,0,118,463,413
LDWP,"5/3/2022 1 p.m. PDT",84,1108,0,118,464,353
LDWP,"5/3/2022 2 p.m. PDT",94,1106,0,120,465,274
LDWP,"5/3/2022 3 p.m. PDT",96,1097,0,121,466,275
LDWP,"5/3/2022 4 p.m. PDT",179,1030,0,120,464,277
LDWP,"5/3/2022 5 p.m. PDT",316,876,0,162,466,277
LDWP,"5/3/2022 6 p.m. PDT",244,621,0,150,432,277
LDWP,"5/3/2022 7 p.m. PDT",212,226,1,211,675,275
LDWP,"5/3/2022 8 p.m. PDT",177,11,367,229,1001,275
LDWP,"5/3/2022 9 p.m. PDT",209,0,373,232,1015,275
LDWP,"5/3/2022 10 p.m. PDT",175,0,459,228,976,276
LDWP,"5/3/2022 11 p.m. PDT",130,0,199,228,970,275
LDWP,"5/4/2022 12 a.m. PDT",150,0,185,227,959,276
LDWP,"5/4/2022 1 a.m. PDT",179,0,186,222,844,278
LDWP,"5/4/2022 2 a.m. PDT",92,0,5,215,715,279
LDWP,"5/4/2022 3 a.m. PDT",63,0,0,213,715,277
LDWP,"5/4/2022 4 a.m. PDT",69,0,0,209,715,276
LDWP,"5/4/2022 5 a.m. PDT",69,0,0,210,716,276
LDWP,"5/4/2022 6 a.m. PDT",69,0,5,219,716,276
LDWP,"5/4/2022 7 a.m. PDT",68,101,186,226,703,276
LDWP,"5/4/2022 8 a.m. PDT",68,522,183,182,568,377
LDWP,"5/4/2022 9 a.m. PDT",71,884,1,108,465,414
LDWP,"5/4/2022 10 a.m. PDT",87,1052,0,108,465,415
LDWP,"5/4/2022 11 a.m. PDT",86,1114,0,112,465,415
LDWP,"5/4/2022 12 p.m. PDT",98,1111,0,114,465,414
LDWP,"5/4/2022 1 p.m. PDT",112,1111,0,117,466,362
LDWP,"5/4/2022 2 p.m. PDT",143,1110,0,122,466,278
LDWP,"5/4/2022 3 p.m. PDT",168,1108,0,132,467,277
LDWP,"5/4/2022 4 p.m. PDT",175,1039,0,135,458,278
LDWP,"5/4/2022 5 p.m. PDT",161,908,0,143,559,278
LDWP,"5/4/2022 6 p.m. PDT",154,670,64,172,655,278
LDWP,"5/4/2022 7 p.m. PDT",144,257,320,230,887,278
LDWP,"5/4/2022 8 p.m. PDT",144,13,480,246,974,278
LDWP,"5/4/2022 9 p.m. PDT",132,0,476,240,913,278
LDWP,"5/4/2022 10 p.m. PDT",139,0,379,235,910,277
LDWP,"5/4/2022 11 p.m. PDT",96,0,378,235,810,277
LDWP,"5/5/2022 12 a.m. PDT",95,0,185,232,795,277
LDWP,"5/5/2022 1 a.m. PDT",94,0,2,226,797,277
LDWP,"5/5/2022 2 a.m. PDT",89,0,0,216,806,277
LDWP,"5/5/2022 3 a.m. PDT",83,0,0,219,793,277
LDWP,"5/5/2022 4 a.m. PDT",84,0,0,219,782,276
LDWP,"5/5/2022 5 a.m. PDT",81,0,0,221,734,277
LDWP,"5/5/2022 6 a.m. PDT",76,0,0,224,721,277
LDWP,"5/5/2022 7 a.m. PDT",100,104,0,224,691,277
LDWP,"5/5/2022 8 a.m. PDT",98,529,0,185,611,277
LDWP,"5/5/2022 9 a.m. PDT",84,882,0,121,519,277
LDWP,"5/5/2022 10 a.m. PDT",100,1034,0,116,519,277
LDWP,"5/5/2022 11 a.m. PDT",153,1102,0,157,520,277
LDWP,"5/5/2022 12 p.m. PDT",247,1107,0,104,521,278
LDWP,"5/5/2022 1 p.m. PDT",264,1066,0,110,520,277
LDWP,"5/5/2022 2 p.m. PDT",275,1036,0,123,520,278
LDWP,"5/5/2022 3 p.m. PDT",315,984,0,129,535,277
LDWP,"5/5/2022 4 p.m. PDT",375,939,0,148,523,276
LDWP,"5/5/2022 5 p.m. PDT",401,636,0,156,607,276
LDWP,"5/5/2022 6 p.m. PDT",400,476,70,217,729,277
LDWP,"5/5/2022 7 p.m. PDT",400,142,294,228,970,276
LDWP,"5/5/2022 8 p.m. PDT",415,13,293,233,1166,276
LDWP,"5/5/2022 9 p.m. PDT",410,0,290,233,1166,276
LDWP,"5/5/2022 10 p.m. PDT",392,0,194,227,1170,276
LDWP,"5/5/2022 11 p.m. PDT",327,0,187,233,1065,276
LDWP,"5/6/2022 12 a.m. PDT",281,0,4,232,1060,276
LDWP,"5/6/2022 1 a.m. PDT",312,0,0,236,1017,274
LDWP,"5/6/2022 2 a.m. PDT",299,0,0,226,945,275
LDWP,"5/6/2022 3 a.m. PDT",313,0,0,203,917,277
LDWP,"5/6/2022 4 a.m. PDT",342,0,0,204,884,278
LDWP,"5/6/2022 5 a.m. PDT",359,0,0,213,945,277
LDWP,"5/6/2022 6 a.m. PDT",371,0,0,227,818,277
LDWP,"5/6/2022 7 a.m. PDT",358,62,0,230,817,276
LDWP,"5/6/2022 8 a.m. PDT",295,473,0,167,716,275
LDWP,"5/6/2022 9 a.m. PDT",292,888,0,123,613,275
LDWP,"5/6/2022 10 a.m. PDT",270,1020,0,114,421,276
LDWP,"5/6/2022 11 a.m. PDT",195,1094,0,112,419,277
LDWP,"5/6/2022 12 p.m. PDT",175,1095,0,117,419,276
LDWP,"5/6/2022 1 p.m. PDT",169,1096,0,122,377,275
LDWP,"5/6/2022 2 p.m. PDT",179,1105,6,133,270,278
LDWP,"5/6/2022 3 p.m. PDT",206,1089,2,143,269,279
LDWP,"5/6/2022 4 p.m. PDT",351,1026,186,140,270,280
LDWP,"5/6/2022 5 p.m. PDT",413,900,206,140,338,278
LDWP,"5/6/2022 6 p.m. PDT",415,675,258,145,359,278
LDWP,"5/6/2022 7 p.m. PDT",394,273,283,199,844,277
LDWP,"5/6/2022 8 p.m. PDT",415,14,293,225,1262,275
LDWP,"5/6/2022 9 p.m. PDT",405,0,292,226,1182,274
LDWP,"5/6/2022 10 p.m. PDT",401,0,192,226,1111,275
LDWP,"5/6/2022 11 p.m. PDT",358,0,186,235,1041,276
LDWP,"5/7/2022 12 a.m. PDT",350,0,9,230,942,277
LDWP,"5/7/2022 1 a.m. PDT",340,0,0,222,1067,278
LDWP,"5/7/2022 2 a.m. PDT",353,0,0,209,970,279
LDWP,"5/7/2022 3 a.m. PDT",279,0,0,211,938,277
LDWP,"5/7/2022 4 a.m. PDT",245,0,0,217,887,276
LDWP,"5/7/2022 5 a.m. PDT",209,0,0,223,932,277
LDWP,"5/7/2022 6 a.m. PDT",203,0,0,214,997,277
LDWP,"5/7/2022 7 a.m. PDT",202,109,0,184,740,277
LDWP,"5/7/2022 8 a.m. PDT",261,528,0,118,586,277
LDWP,"5/7/2022 9 a.m. PDT",320,889,0,101,418,277
LDWP,"5/7/2022 10 a.m. PDT",307,1044,0,100,416,277
LDWP,"5/7/2022 11 a.m. PDT",208,1108,0,100,417,277
LDWP,"5/7/2022 12 p.m. PDT",222,1132,0,101,407,277
LDWP,"5/7/2022 1 p.m. PDT",313,1125,0,101,279,277
LDWP,"5/7/2022 2 p.m. PDT",304,1127,0,101,269,277
LDWP,"5/7/2022 3 p.m. PDT",270,1111,0,111,269,277
LDWP,"5/7/2022 4 p.m. PDT",332,1035,0,122,270,277
LDWP,"5/7/2022 5 p.m. PDT",318,891,75,138,270,278
LDWP,"5/7/2022 6 p.m. PDT",275,656,114,144,269,278
LDWP,"5/7/2022 7 p.m. PDT",188,301,303,195,423,278
LDWP,"5/7/2022 8 p.m. PDT",186,15,479,225,526,277
LDWP,"5/7/2022 9 p.m. PDT",205,0,480,225,616,276
LDWP,"5/7/2022 10 p.m. PDT",207,0,374,227,621,276
LDWP,"5/7/2022 11 p.m. PDT",123,0,370,227,600,275
LDWP,"5/8/2022 12 a.m. PDT",120,0,371,224,540,276
LDWP,"5/8/2022 1 a.m. PDT",119,0,373,224,486,275
LDWP,"5/8/2022 2 a.m. PDT",119,0,373,221,462,274
LDWP,"5/8/2022 3 a.m. PDT",169,0,373,214,456,276
LDWP,"5/8/2022 4 a.m. PDT",182,0,371,214,451,277
LDWP,"5/8/2022 5 a.m. PDT",138,0,373,218,486,278
LDWP,"5/8/2022 6 a.m. PDT",124,0,373,225,489,276
LDWP,"5/8/2022 7 a.m. PDT",111,104,368,194,402,275
LDWP,"5/8/2022 8 a.m. PDT",98,489,188,127,269,275
LDWP,"5/8/2022 9 a.m. PDT",91,796,8,105,268,276
LDWP,"5/8/2022 10 a.m. PDT",114,995,0,101,269,278
LDWP,"5/8/2022 11 a.m. PDT",131,1106,0,101,269,278
LDWP,"5/8/2022 12 p.m. PDT",254,1124,0,101,269,279
LDWP,"5/8/2022 1 p.m. PDT",388,1128,0,101,269,279
LDWP,"5/8/2022 2 p.m. PDT",406,1134,0,104,269,279
LDWP,"5/8/2022 3 p.m. PDT",398,1132,0,104,269,278
LDWP,"5/8/2022 4 p.m. PDT",410,1049,0,108,269,278
LDWP,"5/8/2022 5 p.m. PDT",386,903,22,119,269,278
LDWP,"5/8/2022 6 p.m. PDT",328,696,115,134,269,276
LDWP,"5/8/2022 7 p.m. PDT",347,290,306,179,415,274
LDWP,"5/8/2022 8 p.m. PDT",376,17,479,233,719,274
LDWP,"5/8/2022 9 p.m. PDT",349,0,478,242,872,275
LDWP,"5/8/2022 10 p.m. PDT",215,0,378,242,872,275
LDWP,"5/8/2022 11 p.m. PDT",144,0,370,223,857,276
LDWP,"5/9/2022 12 a.m. PDT",142,0,370,210,725,277
LDWP,"5/9/2022 1 a.m. PDT",119,0,370,226,496,276
LDWP,"5/9/2022 2 a.m. PDT",164,0,371,221,457,278
LDWP,"5/9/2022 3 a.m. PDT",133,0,370,210,422,278
LDWP,"5/9/2022 4 a.m. PDT",121,0,188,211,338,402
LDWP,"5/9/2022 5 a.m. PDT",106,0,3,206,308,613
LDWP,"5/9/2022 6 a.m. PDT",96,0,0,210,414,850
LDWP,"5/9/2022 7 a.m. PDT",89,128,0,194,433,898
LDWP,"5/9/2022 8 a.m. PDT",88,564,0,118,267,898
LDWP,"5/9/2022 9 a.m. PDT",73,896,0,112,262,898
LDWP,"5/9/2022 10 a.m. PDT",99,1042,0,111,261,897
LDWP,"5/9/2022 11 a.m. PDT",109,1112,0,111,262,897
LDWP,"5/9/2022 12 p.m. PDT",127,1098,0,111,262,896
LDWP,"5/9/2022 1 p.m. PDT",139,1087,0,105,262,896
LDWP,"5/9/2022 2 p.m. PDT",193,1035,0,105,262,894
LDWP,"5/9/2022 3 p.m. PDT",295,1067,0,104,264,895
LDWP,"5/9/2022 4 p.m. PDT",325,1031,0,101,262,895
LDWP,"5/9/2022 5 p.m. PDT",359,959,0,105,263,895
LDWP,"5/9/2022 6 p.m. PDT",393,746,0,136,265,895
