"Region Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
FLA,"12/1/2022 12 a.m. EST",0,34,780,0,16995,1976,3861
FLA,"12/1/2022 1 a.m. EST",0,32,766,0,15405,1939,3868
FLA,"12/1/2022 2 a.m. EST",0,32,756,0,14190,1851,3867
FLA,"12/1/2022 3 a.m. EST",0,31,870,0,12939,2006,3869
FLA,"12/1/2022 4 a.m. EST",0,31,883,0,12671,2009,3869
FLA,"12/1/2022 5 a.m. EST",0,31,907,0,12929,1979,3869
FLA,"12/1/2022 6 a.m. EST",0,31,917,0,14074,2007,3873
FLA,"12/1/2022 7 a.m. EST",0,30,894,0,16283,2249,3871
FLA,"12/1/2022 8 a.m. EST",327,30,785,0,16986,2346,3866
FLA,"12/1/2022 9 a.m. EST",2011,29,789,0,16451,2436,3868
FLA,"12/1/2022 10 a.m. EST",3500,29,786,2,15619,2584,3868
FLA,"12/1/2022 11 a.m. EST",4050,29,784,2,15977,2439,3867
FLA,"12/1/2022 12 p.m. EST",4201,28,782,0,16455,2377,3867
FLA,"12/1/2022 1 p.m. EST",4176,29,762,0,17152,2310,3867
FLA,"12/1/2022 2 p.m. EST",3937,28,752,0,17827,2452,3865
FLA,"12/1/2022 3 p.m. EST",3554,28,755,0,18513,2694,3866
FLA,"12/1/2022 4 p.m. EST",2717,28,760,0,19526,2841,3868
FLA,"12/1/2022 5 p.m. EST",1154,29,836,0,20889,2900,3866
FLA,"12/1/2022 6 p.m. EST",73,35,909,0,21897,3008,3868
FLA,"12/1/2022 7 p.m. EST",48,28,1069,0,22294,3177,3869
FLA,"12/1/2022 8 p.m. EST",45,28,890,0,21853,3131,3870
FLA,"12/1/2022 9 p.m. EST",0,28,781,0,20999,2953,3871
FLA,"12/1/2022 10 p.m. EST",0,28,784,0,20149,2651,3871
FLA,"12/1/2022 11 p.m. EST",0,28,758,0,18510,2259,3870
FLA,"12/2/2022 12 a.m. EST",0,29,770,0,16898,1798,3872
FLA,"12/2/2022 1 a.m. EST",0,28,755,0,15382,1578,3874
FLA,"12/2/2022 2 a.m. EST",0,28,753,0,14042,1525,3878
FLA,"12/2/2022 3 a.m. EST",0,29,761,0,13242,1483,3876
FLA,"12/2/2022 4 a.m. EST",0,28,772,0,12913,1481,3880
FLA,"12/2/2022 5 a.m. EST",0,28,779,0,13395,1528,3881
FLA,"12/2/2022 6 a.m. EST",0,28,880,0,14128,1655,3884
FLA,"12/2/2022 7 a.m. EST",0,28,892,0,16242,1685,3885
FLA,"12/2/2022 8 a.m. EST",321,28,854,0,16494,1861,3883
FLA,"12/2/2022 9 a.m. EST",1985,28,831,0,16086,1876,3883
FLA,"12/2/2022 10 a.m. EST",3332,27,777,0,15970,1830,3887
FLA,"12/2/2022 11 a.m. EST",3702,28,750,0,16772,1870,3886
FLA,"12/2/2022 12 p.m. EST",3910,28,753,0,17466,1944,3889
FLA,"12/2/2022 1 p.m. EST",3777,30,753,0,18435,1989,3883
FLA,"12/2/2022 2 p.m. EST",3744,33,749,0,19106,2121,3880
FLA,"12/2/2022 3 p.m. EST",3513,32,844,0,19481,2226,3878
FLA,"12/2/2022 4 p.m. EST",2670,32,898,0,20577,2341,3877
FLA,"12/2/2022 5 p.m. EST",1140,31,974,0,21799,2385,3882
FLA,"12/2/2022 6 p.m. EST",65,34,920,0,22343,2459,3879
FLA,"12/2/2022 7 p.m. EST",51,29,928,0,22461,2489,3878
FLA,"12/2/2022 8 p.m. EST",45,30,756,0,21653,2355,3879
FLA,"12/2/2022 9 p.m. EST",0,30,755,0,20548,2150,3877
FLA,"12/2/2022 10 p.m. EST",0,29,768,0,19418,1981,3879
FLA,"12/2/2022 11 p.m. EST",0,30,763,0,17893,1923,3880
