"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CPLE,"2/1/2022 12 a.m. EST",-2,25,1171,-1,2545,2102,2473
CPLE,"2/1/2022 1 a.m. EST",-1,17,1175,-1,2510,2104,2471
CPLE,"2/1/2022 2 a.m. EST",-2,14,1152,-2,2514,2102,2486
CPLE,"2/1/2022 3 a.m. EST",-3,10,1184,-2,2609,2107,2579
CPLE,"2/1/2022 4 a.m. EST",-2,9,1180,-2,2602,2103,2609
CPLE,"2/1/2022 5 a.m. EST",-2,10,1178,-2,2988,2104,2621
CPLE,"2/1/2022 6 a.m. EST",0,9,1182,-1,3201,2099,2632
CPLE,"2/1/2022 7 a.m. EST",-1,51,1183,-1,3228,2106,2647
CPLE,"2/1/2022 8 a.m. EST",138,48,1143,-1,3288,2096,2653
CPLE,"2/1/2022 9 a.m. EST",943,46,1131,0,2879,2103,2659
CPLE,"2/1/2022 10 a.m. EST",1869,47,1146,0,2448,2102,2680
CPLE,"2/1/2022 11 a.m. EST",2327,13,1090,0,1764,1971,2689
CPLE,"2/1/2022 12 p.m. EST",2498,8,1013,0,1637,1674,2703
CPLE,"2/1/2022 1 p.m. EST",2521,7,923,0,1473,1334,2712
CPLE,"2/1/2022 2 p.m. EST",2465,8,797,0,1217,1060,2719
CPLE,"2/1/2022 3 p.m. EST",2238,8,771,0,1189,957,2737
CPLE,"2/1/2022 4 p.m. EST",1750,8,832,0,1394,989,2741
CPLE,"2/1/2022 5 p.m. EST",818,10,1009,0,1683,1413,2747
CPLE,"2/1/2022 6 p.m. EST",105,31,1084,0,1715,1882,2748
CPLE,"2/1/2022 7 p.m. EST",38,32,1063,-1,1687,1950,2749
CPLE,"2/1/2022 8 p.m. EST",38,32,1081,-1,1744,1952,2744
CPLE,"2/1/2022 9 p.m. EST",-3,32,1123,0,1765,1950,2751
CPLE,"2/1/2022 10 p.m. EST",0,11,1126,0,1753,1998,2749
CPLE,"2/1/2022 11 p.m. EST",-2,10,1122,0,1765,2029,2749
CPLE,"2/2/2022 12 a.m. EST",0,11,1116,0,1760,2033,2746
CPLE,"2/2/2022 1 a.m. EST",-3,10,1121,0,1765,2031,2749
CPLE,"2/2/2022 2 a.m. EST",-2,9,1121,-1,1776,2034,2752
