"Region Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
FLA,"4/1/2022 12 a.m. EDT",0,32,2155,0,18071,2327,3008
FLA,"4/1/2022 1 a.m. EDT",0,31,2139,0,16123,1995,3010
FLA,"4/1/2022 2 a.m. EDT",0,32,2131,0,14736,1729,3011
FLA,"4/1/2022 3 a.m. EDT",0,31,2144,0,13876,1653,3013
FLA,"4/1/2022 4 a.m. EDT",0,32,2151,0,13463,1647,3009
FLA,"4/1/2022 5 a.m. EDT",0,32,2142,0,13508,1651,3012
FLA,"4/1/2022 6 a.m. EDT",0,31,2148,0,14402,1722,3013
FLA,"4/1/2022 7 a.m. EDT",-1,32,2167,0,16344,1905,3011
FLA,"4/1/2022 8 a.m. EDT",42,32,2125,0,17534,1952,3010
FLA,"4/1/2022 9 a.m. EDT",591,31,2148,0,18330,1910,3010
FLA,"4/1/2022 10 a.m. EDT",1405,32,2137,0,19129,1984,3011
FLA,"4/1/2022 11 a.m. EDT",2015,31,2141,0,19853,1955,3013
FLA,"4/1/2022 12 p.m. EDT",2726,32,2145,0,20254,1953,3009
FLA,"4/1/2022 1 p.m. EDT",2946,31,2161,0,20936,2118,3010
FLA,"4/1/2022 2 p.m. EDT",3062,32,2182,0,21429,2356,3003
FLA,"4/1/2022 3 p.m. EDT",3155,33,2170,0,22300,2323,3006
FLA,"4/1/2022 4 p.m. EDT",2855,32,2156,0,23876,2387,3005
FLA,"4/1/2022 5 p.m. EDT",2804,33,2165,0,24439,2504,3015
FLA,"4/1/2022 6 p.m. EDT",2157,32,2169,0,24807,2614,3008
FLA,"4/1/2022 7 p.m. EDT",1030,32,2172,0,25183,2627,3014
FLA,"4/1/2022 8 p.m. EDT",129,31,2186,0,24759,2661,3014
FLA,"4/1/2022 9 p.m. EDT",0,32,2188,0,24211,2601,3009
FLA,"4/1/2022 10 p.m. EDT",0,31,2181,0,22375,2505,3011
FLA,"4/1/2022 11 p.m. EDT",-1,31,2182,0,20264,2390,3013
FLA,"4/2/2022 12 a.m. EDT",0,31,2190,0,18140,2429,3014
FLA,"4/2/2022 1 a.m. EDT",0,31,2189,0,16114,2296,3020
FLA,"4/2/2022 2 a.m. EDT",0,31,2183,0,14720,2041,3020
FLA,"4/2/2022 3 a.m. EDT",0,31,2162,0,13624,1906,3017
FLA,"4/2/2022 4 a.m. EDT",0,31,2127,0,12979,1806,3022
FLA,"4/2/2022 5 a.m. EDT",0,30,2097,0,12736,1757,3018
FLA,"4/2/2022 6 a.m. EDT",0,31,2101,0,12872,1803,3020
FLA,"4/2/2022 7 a.m. EDT",0,31,2161,0,13548,1978,3021
FLA,"4/2/2022 8 a.m. EDT",60,30,2157,0,14175,2155,3027
FLA,"4/2/2022 9 a.m. EDT",621,30,2163,0,15439,2231,3036
FLA,"4/2/2022 10 a.m. EDT",1430,30,2160,0,17273,2438,3023
FLA,"4/2/2022 11 a.m. EDT",2261,30,2169,5,18769,2697,3004
FLA,"4/2/2022 12 p.m. EDT",2704,30,2163,0,20118,2749,3047
FLA,"4/2/2022 1 p.m. EDT",2663,30,2164,2,21609,2822,3038
FLA,"4/2/2022 2 p.m. EDT",2596,28,2160,0,22739,2800,3013
FLA,"4/2/2022 3 p.m. EDT",2177,29,2157,0,23451,2796,3021
FLA,"4/2/2022 4 p.m. EDT",1539,29,2152,0,23015,2769,3028
FLA,"4/2/2022 5 p.m. EDT",799,29,2144,0,22740,2738,3025
FLA,"4/2/2022 6 p.m. EDT",306,29,2165,0,22272,2644,3026
FLA,"4/2/2022 7 p.m. EDT",170,29,2162,0,21204,2540,3017
FLA,"4/2/2022 8 p.m. EDT",29,28,2165,0,20509,2455,3010
FLA,"4/2/2022 9 p.m. EDT",0,28,2157,0,19875,2498,3005
FLA,"4/2/2022 10 p.m. EDT",0,28,2166,0,18478,2403,2995
FLA,"4/2/2022 11 p.m. EDT",0,27,2169,0,16856,2158,3003
FLA,"4/3/2022 12 a.m. EDT",0,28,2176,0,15311,2025,3000
FLA,"4/3/2022 1 a.m. EDT",0,27,2156,0,13633,1984,2995
FLA,"4/3/2022 2 a.m. EDT",0,27,2129,0,12386,1909,2995
FLA,"4/3/2022 3 a.m. EDT",0,27,2046,0,11602,1720,2991
FLA,"4/3/2022 4 a.m. EDT",0,26,1962,0,11069,1685,3008
FLA,"4/3/2022 5 a.m. EDT",0,27,1901,0,10884,1671,3001
FLA,"4/3/2022 6 a.m. EDT",0,27,1876,0,10975,1692,2993
FLA,"4/3/2022 7 a.m. EDT",0,27,1950,0,11426,1744,2998
FLA,"4/3/2022 8 a.m. EDT",80,26,2014,0,12098,1753,3009
FLA,"4/3/2022 9 a.m. EDT",830,27,2027,0,12998,1893,3005
FLA,"4/3/2022 10 a.m. EDT",1738,27,2136,0,13994,2050,3029
FLA,"4/3/2022 11 a.m. EDT",2213,26,2175,0,14908,2137,3013
FLA,"4/3/2022 12 p.m. EDT",2893,27,2173,0,15249,2140,3014
