"Region Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
FLA,"9/4/2022 3 p.m. EDT",4297,23,3450,56,30825,2198,2796
FLA,"9/4/2022 4 p.m. EDT",4009,21,3646,49,31323,2397,2794
FLA,"9/4/2022 5 p.m. EDT",3357,22,3840,48,31903,2587,2794
FLA,"9/4/2022 6 p.m. EDT",2207,36,4036,46,32081,2620,2798
FLA,"9/4/2022 7 p.m. EDT",928,19,4156,44,31580,2502,2795
FLA,"9/4/2022 8 p.m. EDT",131,20,3913,4,30855,2314,2795
FLA,"9/4/2022 9 p.m. EDT",0,20,3561,0,30222,2324,2793
FLA,"9/4/2022 10 p.m. EDT",0,20,3221,0,28721,2107,2792
FLA,"9/4/2022 11 p.m. EDT",0,20,3088,0,26884,1712,2794
FLA,"9/5/2022 12 a.m. EDT",0,21,2949,0,24897,1369,2796
FLA,"9/5/2022 1 a.m. EDT",0,20,2869,0,22993,1126,2795
FLA,"9/5/2022 2 a.m. EDT",0,20,2754,0,21310,936,2799
FLA,"9/5/2022 3 a.m. EDT",0,21,2756,0,19824,875,2799
FLA,"9/5/2022 4 a.m. EDT",0,21,2810,0,18853,859,2799
FLA,"9/5/2022 5 a.m. EDT",0,21,2828,0,18237,995,2802
FLA,"9/5/2022 6 a.m. EDT",0,21,2839,0,18157,1063,2799
FLA,"9/5/2022 7 a.m. EDT",0,21,2846,0,18252,1089,2797
FLA,"9/5/2022 8 a.m. EDT",176,21,2870,0,18299,1170,2801
FLA,"9/5/2022 9 a.m. EDT",1484,22,3046,0,19172,1228,2799
FLA,"9/5/2022 10 a.m. EDT",3070,22,3165,0,21226,1407,2800
FLA,"9/5/2022 11 a.m. EDT",3829,21,3365,0,23980,1731,2799
FLA,"9/5/2022 12 p.m. EDT",4197,22,3434,0,26936,2062,2796
FLA,"9/5/2022 1 p.m. EDT",4466,21,3472,0,29501,2185,2796
FLA,"9/5/2022 2 p.m. EDT",4320,22,3677,0,31375,2255,2794
FLA,"9/5/2022 3 p.m. EDT",4148,21,3737,0,32357,2460,2789
FLA,"9/5/2022 4 p.m. EDT",3844,22,3842,28,32706,2692,2791
FLA,"9/5/2022 5 p.m. EDT",3276,21,4239,70,33050,2950,2790
FLA,"9/5/2022 6 p.m. EDT",2524,37,4220,61,33077,2985,2794
FLA,"9/5/2022 7 p.m. EDT",981,19,4295,47,32852,2954,2789
FLA,"9/5/2022 8 p.m. EDT",112,20,4259,40,32367,2793,2790
FLA,"9/5/2022 9 p.m. EDT",0,21,3722,0,31921,2732,2788
FLA,"9/5/2022 10 p.m. EDT",0,21,3516,0,30082,2525,2795
FLA,"9/5/2022 11 p.m. EDT",0,21,3403,0,27459,2193,2796
FLA,"9/6/2022 12 a.m. EDT",0,21,3077,0,24722,1939,2797
FLA,"9/6/2022 1 a.m. EDT",0,21,3051,0,22683,1700,2798
FLA,"9/6/2022 2 a.m. EDT",0,21,2856,0,21126,1599,2793
FLA,"9/6/2022 3 a.m. EDT",0,22,2883,0,19894,1510,2790
FLA,"9/6/2022 4 a.m. EDT",0,21,2882,0,18990,1501,2795
FLA,"9/6/2022 5 a.m. EDT",0,22,2888,0,18705,1499,2797
FLA,"9/6/2022 6 a.m. EDT",0,21,2916,0,19348,1515,2804
FLA,"9/6/2022 7 a.m. EDT",0,21,2941,0,20741,1622,2805
FLA,"9/6/2022 8 a.m. EDT",177,22,2955,4,21065,1643,2807
FLA,"9/6/2022 9 a.m. EDT",1632,21,3086,2,21685,1659,2807
FLA,"9/6/2022 10 a.m. EDT",3257,22,3207,0,22840,1991,2807
FLA,"9/6/2022 11 a.m. EDT",4027,25,3360,0,24516,2630,2806
FLA,"9/6/2022 12 p.m. EDT",4275,26,3446,0,27499,2831,2806
FLA,"9/6/2022 1 p.m. EDT",4494,25,3935,6,29529,3029,2803
FLA,"9/6/2022 2 p.m. EDT",4435,28,3817,0,31367,3201,2795
FLA,"9/6/2022 3 p.m. EDT",4360,29,3933,0,32363,3263,2792
FLA,"9/6/2022 4 p.m. EDT",4179,34,4078,3,32855,3514,2791
FLA,"9/6/2022 5 p.m. EDT",3298,35,4294,44,33682,3734,2787
FLA,"9/6/2022 6 p.m. EDT",2126,37,4382,48,33929,3849,2786
FLA,"9/6/2022 7 p.m. EDT",977,27,4258,9,33447,3778,2781
FLA,"9/6/2022 8 p.m. EDT",142,30,4089,0,32619,3649,2782
FLA,"9/6/2022 9 p.m. EDT",0,31,3789,0,32060,3293,2780
FLA,"9/6/2022 10 p.m. EDT",0,32,3670,0,30189,3008,2785
FLA,"9/6/2022 11 p.m. EDT",0,31,3499,0,27639,2643,2780
FLA,"9/7/2022 12 a.m. EDT",0,32,3339,0,24575,2739,2783
FLA,"9/7/2022 1 a.m. EDT",0,32,3281,0,22288,2363,2785
FLA,"9/7/2022 2 a.m. EDT",-1,32,3272,0,20676,1872,2784
FLA,"9/7/2022 3 a.m. EDT",0,32,3268,0,19262,1721,2787
FLA,"9/7/2022 4 a.m. EDT",0,32,3255,0,18433,1615,2792
FLA,"9/7/2022 5 a.m. EDT",0,31,3268,0,18160,1584,2795
FLA,"9/7/2022 6 a.m. EDT",0,32,3344,0,18739,1639,2797
FLA,"9/7/2022 7 a.m. EDT",0,31,3389,0,20080,1874,2797
FLA,"9/7/2022 8 a.m. EDT",178,32,3382,0,20191,1900,2799
FLA,"9/7/2022 9 a.m. EDT",1492,31,3418,0,20842,1948,2802
FLA,"9/7/2022 10 a.m. EDT",3053,31,3522,0,21884,2323,2802
FLA,"9/7/2022 11 a.m. EDT",3850,32,3718,0,23716,2968,2801
FLA,"9/7/2022 12 p.m. EDT",4219,31,3796,0,26310,3331,2801
FLA,"9/7/2022 1 p.m. EDT",4264,32,3791,0,28753,3642,2797
FLA,"9/7/2022 2 p.m. EDT",4209,29,3937,0,29816,4062,2793
FLA,"9/7/2022 3 p.m. EDT",3781,29,4205,0,30699,4247,2792
FLA,"9/7/2022 4 p.m. EDT",3340,26,4614,0,30842,4281,2788
FLA,"9/7/2022 5 p.m. EDT",2562,24,4740,1,30769,4276,2785
FLA,"9/7/2022 6 p.m. EDT",1368,37,5421,33,30837,4239,2790
FLA,"9/7/2022 7 p.m. EDT",716,27,4716,14,29995,4179,2789
FLA,"9/7/2022 8 p.m. EDT",101,28,4540,0,29315,3635,2790
FLA,"9/7/2022 9 p.m. EDT",0,27,4285,0,28572,3044,2794
FLA,"9/7/2022 10 p.m. EDT",0,28,3645,0,27130,2719,2793
FLA,"9/7/2022 11 p.m. EDT",0,28,3546,0,24840,2359,2791
FLA,"9/8/2022 12 a.m. EDT",0,28,3325,0,22407,2264,2793
FLA,"9/8/2022 1 a.m. EDT",-1,28,3214,0,20514,2077,2792
FLA,"9/8/2022 2 a.m. EDT",0,28,3157,0,18777,1867,2794
FLA,"9/8/2022 3 a.m. EDT",0,27,3128,0,17572,1702,2794
FLA,"9/8/2022 4 a.m. EDT",0,28,2996,0,17023,1613,2800
FLA,"9/8/2022 5 a.m. EDT",0,28,2889,0,16858,1571,2794
FLA,"9/8/2022 6 a.m. EDT",0,27,3022,0,17424,1593,2802
FLA,"9/8/2022 7 a.m. EDT",0,28,3187,0,18821,1718,2803
FLA,"9/8/2022 8 a.m. EDT",105,28,3215,0,19319,1834,2805
FLA,"9/8/2022 9 a.m. EDT",1083,28,3212,0,19976,1890,2806
FLA,"9/8/2022 10 a.m. EDT",2309,28,3256,0,21178,1956,2803
FLA,"9/8/2022 11 a.m. EDT",2977,30,3454,0,22502,2169,2804
FLA,"9/8/2022 12 p.m. EDT",2988,33,3542,0,24593,2309,2805
FLA,"9/8/2022 1 p.m. EDT",3007,33,3604,0,26149,2451,2802
FLA,"9/8/2022 2 p.m. EDT",2615,32,3747,0,26846,2739,2798
FLA,"9/8/2022 3 p.m. EDT",2338,33,3820,0,26645,3056,2798
FLA,"9/8/2022 4 p.m. EDT",1442,32,3828,0,26656,3220,2795
FLA,"9/8/2022 5 p.m. EDT",965,31,3877,0,26289,3327,2793
FLA,"9/8/2022 6 p.m. EDT",753,37,3822,0,25173,3410,2792
FLA,"9/8/2022 7 p.m. EDT",356,31,3822,0,24251,3354,2795
FLA,"9/8/2022 8 p.m. EDT",76,32,3833,0,23761,3231,2793
FLA,"9/8/2022 9 p.m. EDT",0,31,3802,1,23091,3108,2796
FLA,"9/8/2022 10 p.m. EDT",0,32,3743,0,21997,2799,2795
FLA,"9/8/2022 11 p.m. EDT",0,31,3676,0,20271,2516,2794
FLA,"9/9/2022 12 a.m. EDT",-1,32,3529,0,18416,2292,2794
FLA,"9/9/2022 1 a.m. EDT",0,31,3131,0,16998,1887,2803
FLA,"9/9/2022 2 a.m. EDT",0,31,3043,0,15897,1654,2802
FLA,"9/9/2022 3 a.m. EDT",0,32,3065,0,15132,1567,2798
FLA,"9/9/2022 4 a.m. EDT",0,31,3029,0,14811,1537,2801
FLA,"9/9/2022 5 a.m. EDT",0,31,3027,0,14786,1606,2799
FLA,"9/9/2022 6 a.m. EDT",0,31,3184,0,15395,1748,2804
FLA,"9/9/2022 7 a.m. EDT",0,31,3212,0,16989,1889,2806
FLA,"9/9/2022 8 a.m. EDT",123,31,3151,0,17582,1850,2805
FLA,"9/9/2022 9 a.m. EDT",1180,31,3137,0,18532,1781,2807
FLA,"9/9/2022 10 a.m. EDT",2729,31,3101,0,19708,1872,2808
FLA,"9/9/2022 11 a.m. EDT",3494,31,3281,0,21251,2035,2803
FLA,"9/9/2022 12 p.m. EDT",3874,31,3319,0,23560,2346,2801
FLA,"9/9/2022 1 p.m. EDT",3591,34,3330,0,26122,2548,2801
FLA,"9/9/2022 2 p.m. EDT",2905,33,3350,0,27295,2744,2802
FLA,"9/9/2022 3 p.m. EDT",2370,33,3202,0,27570,2754,2796
FLA,"9/9/2022 4 p.m. EDT",1613,32,3205,0,27613,2601,2793
FLA,"9/9/2022 5 p.m. EDT",1173,32,3307,0,27425,2513,2790
FLA,"9/9/2022 6 p.m. EDT",1084,37,3313,0,26828,2392,2789
FLA,"9/9/2022 7 p.m. EDT",438,31,3315,0,26624,2228,2795
FLA,"9/9/2022 8 p.m. EDT",87,32,3325,0,25869,2204,2793
FLA,"9/9/2022 9 p.m. EDT",0,32,3325,0,25004,2197,2793
FLA,"9/9/2022 10 p.m. EDT",0,32,3306,0,23514,2043,2793
FLA,"9/9/2022 11 p.m. EDT",0,31,3319,0,22160,1772,2795
FLA,"9/10/2022 12 a.m. EDT",0,32,3360,0,20587,1702,2797
FLA,"9/10/2022 1 a.m. EDT",-1,32,3074,0,18987,1536,2796
FLA,"9/10/2022 2 a.m. EDT",0,32,3069,0,17578,1440,2800
FLA,"9/10/2022 3 a.m. EDT",0,32,3076,0,16621,1439,2799
FLA,"9/10/2022 4 a.m. EDT",0,32,3063,0,16068,1412,2799
FLA,"9/10/2022 5 a.m. EDT",0,32,3046,0,15778,1390,2801
FLA,"9/10/2022 6 a.m. EDT",0,32,3042,0,15831,1434,2803
FLA,"9/10/2022 7 a.m. EDT",0,32,3041,0,16283,1461,2802
FLA,"9/10/2022 8 a.m. EDT",114,33,3096,0,16871,1415,2805
FLA,"9/10/2022 9 a.m. EDT",1276,32,3099,0,18534,1471,2805
FLA,"9/10/2022 10 a.m. EDT",2528,33,3110,0,20671,1615,2803
FLA,"9/10/2022 11 a.m. EDT",3316,33,3271,0,22732,1833,2800
FLA,"9/10/2022 12 p.m. EDT",3380,32,3413,0,25146,2171,2804
FLA,"9/10/2022 1 p.m. EDT",2676,33,3589,0,27161,2492,2800
FLA,"9/10/2022 2 p.m. EDT",2140,32,3633,0,27967,2739,2799
FLA,"9/10/2022 3 p.m. EDT",2061,33,3699,0,27922,2601,2802
FLA,"9/10/2022 4 p.m. EDT",1926,32,3667,0,27538,2351,2796
FLA,"9/10/2022 5 p.m. EDT",1658,33,3712,0,27447,2251,2793
FLA,"9/10/2022 6 p.m. EDT",1419,37,3773,0,26689,2458,2793
FLA,"9/10/2022 7 p.m. EDT",794,32,3769,69,25856,2712,2788
FLA,"9/10/2022 8 p.m. EDT",102,32,3760,99,25308,2650,2791
FLA,"9/10/2022 9 p.m. EDT",1,32,3573,47,24898,2632,2793
FLA,"9/10/2022 10 p.m. EDT",0,33,3562,0,23970,2246,2792
FLA,"9/10/2022 11 p.m. EDT",0,32,3540,0,22311,2001,2793
FLA,"9/11/2022 12 a.m. EDT",0,32,3375,0,20735,1788,2798
FLA,"9/11/2022 1 a.m. EDT",0,32,3227,0,19332,1430,2799
FLA,"9/11/2022 2 a.m. EDT",-1,33,3225,0,17962,1359,2800
FLA,"9/11/2022 3 a.m. EDT",0,32,3213,0,16928,1292,2801
FLA,"9/11/2022 4 a.m. EDT",0,32,3194,0,16146,1275,2800
FLA,"9/11/2022 5 a.m. EDT",0,33,3176,0,15747,1277,2802
FLA,"9/11/2022 6 a.m. EDT",0,32,3167,0,15680,1276,2799
FLA,"9/11/2022 7 a.m. EDT",0,32,3196,0,15952,1287,2805
FLA,"9/11/2022 8 a.m. EDT",154,33,3193,0,16247,1285,2801
FLA,"9/11/2022 9 a.m. EDT",1505,32,3181,0,17969,1281,2802
FLA,"9/11/2022 10 a.m. EDT",3016,33,3231,0,20185,1403,2803
FLA,"9/11/2022 11 a.m. EDT",3692,32,3481,0,22181,1859,2803
FLA,"9/11/2022 12 p.m. EDT",4084,32,3581,0,25189,2265,2800
FLA,"9/11/2022 1 p.m. EDT",4024,31,3883,0,27574,2642,2799
FLA,"9/11/2022 2 p.m. EDT",3976,31,3797,0,28916,2857,2798
FLA,"9/11/2022 3 p.m. EDT",3542,31,3751,11,30207,2833,2794
FLA,"9/11/2022 4 p.m. EDT",2746,31,3903,49,30938,2867,2795
FLA,"9/11/2022 5 p.m. EDT",2161,31,4072,52,31256,2956,2791
FLA,"9/11/2022 6 p.m. EDT",1495,38,4012,52,30799,3138,2791
FLA,"9/11/2022 7 p.m. EDT",1059,31,4003,51,30925,2769,2790
FLA,"9/11/2022 8 p.m. EDT",103,31,3797,52,29188,2556,2789
FLA,"9/11/2022 9 p.m. EDT",0,31,3576,2,28580,2494,2786
FLA,"9/11/2022 10 p.m. EDT",0,30,3553,0,26360,2522,2787
FLA,"9/11/2022 11 p.m. EDT",-1,30,3472,0,23793,2304,2789
FLA,"9/12/2022 12 a.m. EDT",0,30,3421,0,21239,2134,2792
FLA,"9/12/2022 1 a.m. EDT",0,30,3237,0,19659,1710,2793
FLA,"9/12/2022 2 a.m. EDT",0,30,3222,0,18018,1520,2795
FLA,"9/12/2022 3 a.m. EDT",-1,30,3208,0,16911,1389,2798
FLA,"9/12/2022 4 a.m. EDT",0,30,3075,0,16371,1371,2801
FLA,"9/12/2022 5 a.m. EDT",0,31,3022,0,16291,1375,2800
FLA,"9/12/2022 6 a.m. EDT",0,30,3152,0,16864,1492,2797
FLA,"9/12/2022 7 a.m. EDT",0,31,3203,0,18411,1684,2802
FLA,"9/12/2022 8 a.m. EDT",137,30,3225,0,19132,1628,2803
FLA,"9/12/2022 9 a.m. EDT",1500,30,3265,0,19727,1694,2803
FLA,"9/12/2022 10 a.m. EDT",2936,31,3359,0,21213,1851,2803
FLA,"9/12/2022 11 a.m. EDT",3823,30,3596,0,23043,2137,2805
FLA,"9/12/2022 12 p.m. EDT",4303,31,3656,7,25687,2346,2799
FLA,"9/12/2022 1 p.m. EDT",4347,29,3775,0,28004,2611,2801
FLA,"9/12/2022 2 p.m. EDT",3897,29,3780,25,29537,3063,2799
FLA,"9/12/2022 3 p.m. EDT",3143,30,3857,50,30584,3292,2792
FLA,"9/12/2022 4 p.m. EDT",2686,29,4098,51,30125,3389,2792
FLA,"9/12/2022 5 p.m. EDT",2314,30,4119,51,29586,3333,2789
FLA,"9/12/2022 6 p.m. EDT",1238,37,4111,51,29557,3410,2786
FLA,"9/12/2022 7 p.m. EDT",429,29,4098,26,29254,3034,2785
FLA,"9/12/2022 8 p.m. EDT",80,29,4073,0,28529,2784,2783
FLA,"9/12/2022 9 p.m. EDT",0,29,3917,0,28026,2605,2784
FLA,"9/12/2022 10 p.m. EDT",0,28,3801,0,26231,2430,2785
FLA,"9/12/2022 11 p.m. EDT",0,29,3766,0,23790,2178,2785
FLA,"9/13/2022 12 a.m. EDT",0,28,3588,0,21193,2008,2785
FLA,"9/13/2022 1 a.m. EDT",0,28,3539,0,19108,1777,2798
FLA,"9/13/2022 2 a.m. EDT",0,29,3497,0,17234,1658,2802
FLA,"9/13/2022 3 a.m. EDT",-1,28,3471,0,16145,1542,2800
FLA,"9/13/2022 4 a.m. EDT",0,29,3446,0,15521,1455,2793
FLA,"9/13/2022 5 a.m. EDT",0,29,3410,0,15404,1455,2795
FLA,"9/13/2022 6 a.m. EDT",0,30,3497,0,16196,1541,2801
FLA,"9/13/2022 7 a.m. EDT",0,29,3531,0,17950,1683,2805
FLA,"9/13/2022 8 a.m. EDT",150,30,3532,0,18597,1689,2805
FLA,"9/13/2022 9 a.m. EDT",1439,29,3575,0,19025,1757,2810
FLA,"9/13/2022 10 a.m. EDT",2920,30,3656,0,20058,2113,2806
FLA,"9/13/2022 11 a.m. EDT",3664,29,3889,1,21645,2470,2806
FLA,"9/13/2022 12 p.m. EDT",3814,27,3921,0,23861,2632,2805
FLA,"9/13/2022 1 p.m. EDT",3501,26,4076,0,25441,2822,2803
FLA,"9/13/2022 2 p.m. EDT",3060,26,4173,29,26615,2944,2800
FLA,"9/13/2022 3 p.m. EDT",3247,26,4240,77,26842,2824,2803
FLA,"9/13/2022 4 p.m. EDT",3438,26,4174,50,27627,2971,2795
FLA,"9/13/2022 5 p.m. EDT",2776,27,4415,47,28866,3230,2795
FLA,"9/13/2022 6 p.m. EDT",2087,37,4460,44,29662,3267,2789
FLA,"9/13/2022 7 p.m. EDT",942,26,4414,46,29815,3103,2790
FLA,"9/13/2022 8 p.m. EDT",141,24,4341,15,29449,2745,2786
FLA,"9/13/2022 9 p.m. EDT",0,24,4034,0,28607,2632,2789
FLA,"9/13/2022 10 p.m. EDT",0,26,3940,0,26345,2294,2788
FLA,"9/13/2022 11 p.m. EDT",0,26,3747,0,23534,1994,2793
FLA,"9/14/2022 12 a.m. EDT",0,26,3581,0,20987,1869,2795
FLA,"9/14/2022 1 a.m. EDT",0,27,3402,0,18827,1725,2788
FLA,"9/14/2022 2 a.m. EDT",0,26,3328,0,17244,1552,2789
FLA,"9/14/2022 3 a.m. EDT",0,27,3303,0,16163,1363,2792
FLA,"9/14/2022 4 a.m. EDT",0,27,3275,0,15472,1295,2798
FLA,"9/14/2022 5 a.m. EDT",0,26,3312,0,15386,1277,2797
FLA,"9/14/2022 6 a.m. EDT",0,27,3393,0,16223,1340,2796
FLA,"9/14/2022 7 a.m. EDT",0,27,3444,0,17877,1555,2797
FLA,"9/14/2022 8 a.m. EDT",145,27,3424,0,18393,1587,2799
FLA,"9/14/2022 9 a.m. EDT",1423,27,3425,0,18536,1606,2797
FLA,"9/14/2022 10 a.m. EDT",2824,27,3491,0,19334,1703,2798
FLA,"9/14/2022 11 a.m. EDT",3370,27,3693,0,20717,2005,2799
FLA,"9/14/2022 12 p.m. EDT",3442,26,3820,0,22226,2510,2797
FLA,"9/14/2022 1 p.m. EDT",3588,24,3882,0,22955,2853,2797
FLA,"9/14/2022 2 p.m. EDT",3745,24,3932,0,23204,2999,2793
FLA,"9/14/2022 3 p.m. EDT",3413,24,4000,0,23774,3205,2795
FLA,"9/14/2022 4 p.m. EDT",2932,24,3985,12,24695,3207,2790
FLA,"9/14/2022 5 p.m. EDT",2080,25,3881,49,25842,3226,2791
FLA,"9/14/2022 6 p.m. EDT",1432,37,3851,45,26291,3247,2789
FLA,"9/14/2022 7 p.m. EDT",730,22,3932,14,25940,3059,2789
FLA,"9/14/2022 8 p.m. EDT",116,22,3967,0,25360,2802,2788
FLA,"9/14/2022 9 p.m. EDT",0,22,3872,0,24817,2602,2789
FLA,"9/14/2022 10 p.m. EDT",0,22,3739,0,23091,2336,2792
FLA,"9/14/2022 11 p.m. EDT",0,22,3550,0,20968,2091,2793
FLA,"9/15/2022 12 a.m. EDT",0,22,3308,0,19095,1859,2795
FLA,"9/15/2022 1 a.m. EDT",0,23,3124,0,17190,1607,2813
FLA,"9/15/2022 2 a.m. EDT",0,22,2914,0,16002,1400,2816
FLA,"9/15/2022 3 a.m. EDT",0,21,2796,0,15215,1208,2818
