"BA Code","Timestamp (Hour Ending)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
CPLE,"1/4/2022 7 a.m. EST",-4,92,1058,524,2476,1005,3709
CPLE,"1/4/2022 8 a.m. EST",77,101,1090,591,2701,1031,3712
CPLE,"1/4/2022 9 a.m. EST",696,70,1062,467,2358,1112,3712
CPLE,"1/4/2022 10 a.m. EST",1648,70,970,222,1572,1236,3702
CPLE,"1/4/2022 11 a.m. EST",2120,71,959,-2,1487,1237,3730
CPLE,"1/4/2022 12 p.m. EST",2289,72,996,0,1672,1156,3714
CPLE,"1/4/2022 1 p.m. EST",2341,70,1032,-1,1737,1064,3714
CPLE,"1/4/2022 2 p.m. EST",2303,71,1005,0,1627,1021,3715
CPLE,"1/4/2022 3 p.m. EST",2047,73,980,0,1558,967,3714
CPLE,"1/4/2022 4 p.m. EST",1356,72,1035,0,1724,908,3715
CPLE,"1/4/2022 5 p.m. EST",362,76,1053,0,1923,1101,3710
CPLE,"1/4/2022 6 p.m. EST",31,91,1051,0,2610,1428,3709
CPLE,"1/4/2022 7 p.m. EST",26,92,1050,0,2915,1495,3710
CPLE,"1/4/2022 8 p.m. EST",29,91,1053,0,2930,1515,3711
CPLE,"1/4/2022 9 p.m. EST",-5,93,1077,0,2927,1547,3713
CPLE,"1/4/2022 10 p.m. EST",-3,75,1079,0,2850,1542,3715
CPLE,"1/4/2022 11 p.m. EST",-1,45,1074,0,2711,1545,3711
CPLE,"1/5/2022 12 a.m. EST",-1,46,1062,0,2310,1547,3711
CPLE,"1/5/2022 1 a.m. EST",0,41,1059,0,2310,1543,3716
CPLE,"1/5/2022 2 a.m. EST",-1,43,1063,-2,2259,1545,3712
CPLE,"1/5/2022 3 a.m. EST",-2,47,1066,-2,2246,1546,3712
CPLE,"1/5/2022 4 a.m. EST",-3,47,1064,-2,2256,1539,3711
CPLE,"1/5/2022 5 a.m. EST",-1,48,1066,-1,2395,1535,3713
CPLE,"1/5/2022 6 a.m. EST",-2,58,1063,0,2586,1542,3711
CPLE,"1/5/2022 7 a.m. EST",-2,78,1070,0,2603,1539,3711
CPLE,"1/5/2022 8 a.m. EST",37,73,1078,0,2589,1542,3710
CPLE,"1/5/2022 9 a.m. EST",226,75,1100,0,2472,1539,3710
CPLE,"1/5/2022 10 a.m. EST",503,73,1042,0,1873,1302,3709
CPLE,"1/5/2022 11 a.m. EST",707,75,984,0,1659,1005,3713
CPLE,"1/5/2022 12 p.m. EST",898,76,1011,0,1658,881,3709
CPLE,"1/5/2022 1 p.m. EST",997,65,1028,0,1678,870,3707
CPLE,"1/5/2022 2 p.m. EST",1049,58,983,0,1549,877,3704
CPLE,"1/5/2022 3 p.m. EST",959,61,1005,0,1595,869,3707
CPLE,"1/5/2022 4 p.m. EST",751,58,1007,0,1601,900,3701
CPLE,"1/5/2022 5 p.m. EST",272,60,1017,1,1614,1120,3703
CPLE,"1/5/2022 6 p.m. EST",24,62,1029,3,1671,1237,3703
CPLE,"1/5/2022 7 p.m. EST",25,81,1038,0,1682,1491,3701
CPLE,"1/5/2022 8 p.m. EST",25,89,1035,0,1672,1459,3702
CPLE,"1/5/2022 9 p.m. EST",-3,44,1001,0,1655,1260,3702
CPLE,"1/5/2022 10 p.m. EST",0,29,951,0,1596,1198,3704
CPLE,"1/5/2022 11 p.m. EST",-1,41,874,0,1383,1093,3705
CPLE,"1/6/2022 12 a.m. EST",-1,36,900,0,1497,581,3706
CPLE,"1/6/2022 1 a.m. EST",-3,34,962,0,1658,483,3708
CPLE,"1/6/2022 2 a.m. EST",-2,36,974,-2,1684,500,3706
CPLE,"1/6/2022 3 a.m. EST",-1,25,997,-2,1709,530,3706
CPLE,"1/6/2022 4 a.m. EST",-1,22,1061,-2,1713,691,3708
CPLE,"1/6/2022 5 a.m. EST",-2,19,1064,0,1730,775,3706
CPLE,"1/6/2022 6 a.m. EST",-1,34,1057,0,1720,1266,3704
CPLE,"1/6/2022 7 a.m. EST",-1,59,1062,0,2024,1530,3708
CPLE,"1/6/2022 8 a.m. EST",58,58,1037,0,2071,1642,3704
CPLE,"1/6/2022 9 a.m. EST",435,58,1036,0,1942,1651,3706
CPLE,"1/6/2022 10 a.m. EST",1067,38,990,0,1566,1319,3705
CPLE,"1/6/2022 11 a.m. EST",1576,25,937,0,1475,900,3709
CPLE,"1/6/2022 12 p.m. EST",2125,21,779,0,1318,873,3707
CPLE,"1/6/2022 1 p.m. EST",2382,23,749,0,1243,878,3708
CPLE,"1/6/2022 2 p.m. EST",2270,21,710,0,1124,875,3709
CPLE,"1/6/2022 3 p.m. EST",1879,8,674,0,1027,876,3706
CPLE,"1/6/2022 4 p.m. EST",1163,18,810,1,1441,913,3708
CPLE,"1/6/2022 5 p.m. EST",309,49,968,2,1646,1074,3707
CPLE,"1/6/2022 6 p.m. EST",31,49,984,0,1672,1435,3707
CPLE,"1/6/2022 7 p.m. EST",25,52,943,0,1533,1484,3704
CPLE,"1/6/2022 8 p.m. EST",24,49,913,0,1417,1486,3706
CPLE,"1/6/2022 9 p.m. EST",-3,49,963,0,1416,1480,3705
CPLE,"1/6/2022 10 p.m. EST",0,52,993,0,1499,1284,3703
CPLE,"1/6/2022 11 p.m. EST",-1,47,986,0,1472,1151,3706
CPLE,"1/7/2022 12 a.m. EST",-3,21,1008,0,1537,719,3705
CPLE,"1/7/2022 1 a.m. EST",0,17,1021,0,1569,431,3706
CPLE,"1/7/2022 2 a.m. EST",-2,14,1050,-2,1639,346,3703
CPLE,"1/7/2022 3 a.m. EST",-3,14,1062,-2,1672,431,3706
CPLE,"1/7/2022 4 a.m. EST",-1,21,1083,0,1690,877,3711
CPLE,"1/7/2022 5 a.m. EST",-2,34,1125,0,1710,1333,3711
CPLE,"1/7/2022 6 a.m. EST",-2,50,1133,0,1738,1511,3711
CPLE,"1/7/2022 7 a.m. EST",-1,51,1091,0,1649,1575,3712
CPLE,"1/7/2022 8 a.m. EST",77,50,1037,0,1693,1527,3712
CPLE,"1/7/2022 9 a.m. EST",728,51,1066,0,1754,1536,3710
CPLE,"1/7/2022 10 a.m. EST",1746,46,1085,0,1738,1234,3719
CPLE,"1/7/2022 11 a.m. EST",2010,55,1086,0,1743,1253,3713
CPLE,"1/7/2022 12 p.m. EST",1965,51,971,0,1667,1199,3712
CPLE,"1/7/2022 1 p.m. EST",1896,51,846,0,1423,1021,3713
CPLE,"1/7/2022 2 p.m. EST",2317,51,658,0,857,854,3714
CPLE,"1/7/2022 3 p.m. EST",2175,55,656,0,870,639,3711
CPLE,"1/7/2022 4 p.m. EST",1463,56,741,0,1207,707,3714
CPLE,"1/7/2022 5 p.m. EST",421,56,958,0,1678,1138,3714
CPLE,"1/7/2022 6 p.m. EST",31,57,1134,0,1765,1536,3712
CPLE,"1/7/2022 7 p.m. EST",28,60,1132,0,1725,1685,3713
CPLE,"1/7/2022 8 p.m. EST",25,57,1140,0,1759,1683,3715
CPLE,"1/7/2022 9 p.m. EST",-1,58,1107,0,1751,1692,3714
CPLE,"1/7/2022 10 p.m. EST",-2,58,1105,0,1787,1727,3714
CPLE,"1/7/2022 11 p.m. EST",-1,60,1104,0,1764,1783,3714
CPLE,"1/8/2022 12 a.m. EST",0,57,1108,0,1796,1825,3716
CPLE,"1/8/2022 1 a.m. EST",-2,60,1111,0,1791,1860,3715
CPLE,"1/8/2022 2 a.m. EST",-4,56,1105,-2,1797,1935,3718
CPLE,"1/8/2022 3 a.m. EST",-1,59,1111,-2,1821,1960,3719
CPLE,"1/8/2022 4 a.m. EST",-4,60,1112,-1,1818,1951,3715
CPLE,"1/8/2022 5 a.m. EST",-1,59,1105,-1,1792,1958,3717
CPLE,"1/8/2022 6 a.m. EST",0,58,1134,0,1950,1950,3716
CPLE,"1/8/2022 7 a.m. EST",-1,56,1162,0,2447,1932,3720
CPLE,"1/8/2022 8 a.m. EST",77,58,1144,0,2630,1943,3715
CPLE,"1/8/2022 9 a.m. EST",748,27,1125,0,2250,1933,3708
CPLE,"1/8/2022 10 a.m. EST",1765,22,1014,0,1777,1737,3725
CPLE,"1/8/2022 11 a.m. EST",2323,21,994,0,1769,1458,3720
CPLE,"1/8/2022 12 p.m. EST",2507,23,955,0,1606,960,3721
CPLE,"1/8/2022 1 p.m. EST",2516,19,846,0,1245,866,3717
CPLE,"1/8/2022 2 p.m. EST",2412,26,769,0,1017,629,3722
CPLE,"1/8/2022 3 p.m. EST",2127,23,769,0,1008,367,3716
CPLE,"1/8/2022 4 p.m. EST",1426,19,806,0,1157,352,3715
CPLE,"1/8/2022 5 p.m. EST",402,19,976,0,1672,896,3715
CPLE,"1/8/2022 6 p.m. EST",31,12,1122,0,1731,1570,3715
CPLE,"1/8/2022 7 p.m. EST",23,11,1139,0,1738,1692,3717
CPLE,"1/8/2022 8 p.m. EST",25,4,1145,0,1775,1692,3715
CPLE,"1/8/2022 9 p.m. EST",-1,5,1173,0,1771,1694,3715
CPLE,"1/8/2022 10 p.m. EST",-2,5,1148,0,1769,1697,3713
CPLE,"1/8/2022 11 p.m. EST",-1,6,1097,0,1754,1696,3716
CPLE,"1/9/2022 12 a.m. EST",-2,6,1063,0,1727,1703,3713
CPLE,"1/9/2022 1 a.m. EST",-2,5,917,0,1350,1705,3714
CPLE,"1/9/2022 2 a.m. EST",-3,5,833,-2,1165,1690,3716
CPLE,"1/9/2022 3 a.m. EST",-2,6,741,-2,1021,1631,3713
CPLE,"1/9/2022 4 a.m. EST",-1,5,816,-1,1298,1194,3716
CPLE,"1/9/2022 5 a.m. EST",0,6,852,-1,1356,939,3714
CPLE,"1/9/2022 6 a.m. EST",0,5,836,0,1334,773,3715
CPLE,"1/9/2022 7 a.m. EST",-2,17,871,0,1445,599,3716
CPLE,"1/9/2022 8 a.m. EST",47,17,885,0,1585,569,3712
CPLE,"1/9/2022 9 a.m. EST",304,17,934,0,1708,700,3715
CPLE,"1/9/2022 10 a.m. EST",714,17,873,0,1518,697,3715
CPLE,"1/9/2022 11 a.m. EST",1164,17,794,0,1225,582,3717
CPLE,"1/9/2022 12 p.m. EST",1431,5,714,0,1007,384,3713
CPLE,"1/9/2022 1 p.m. EST",1454,5,738,0,1095,372,3707
CPLE,"1/9/2022 2 p.m. EST",1063,6,834,0,1343,407,3702
CPLE,"1/9/2022 3 p.m. EST",1071,5,756,0,1080,401,3702
CPLE,"1/9/2022 4 p.m. EST",893,6,742,0,1072,400,3699
CPLE,"1/9/2022 5 p.m. EST",297,5,864,0,1453,536,3697
CPLE,"1/9/2022 6 p.m. EST",105,16,1001,0,1621,1018,3695
CPLE,"1/9/2022 7 p.m. EST",24,17,1056,0,1543,1415,3694
CPLE,"1/9/2022 8 p.m. EST",22,15,1068,0,1578,1102,3698
CPLE,"1/9/2022 9 p.m. EST",-3,17,1076,0,1528,879,3698
CPLE,"1/9/2022 10 p.m. EST",-2,14,1001,0,1612,418,3702
CPLE,"1/9/2022 11 p.m. EST",0,8,936,0,1530,348,3699
CPLE,"1/10/2022 12 a.m. EST",-1,6,774,0,1038,347,3705
CPLE,"1/10/2022 1 a.m. EST",0,5,723,0,883,354,3702
CPLE,"1/10/2022 2 a.m. EST",0,27,697,-2,838,346,3703
CPLE,"1/10/2022 3 a.m. EST",-2,59,710,-2,923,351,3709
CPLE,"1/10/2022 4 a.m. EST",-3,61,777,-2,1060,441,3709
CPLE,"1/10/2022 5 a.m. EST",-2,52,848,-1,1210,700,3708
CPLE,"1/10/2022 6 a.m. EST",-2,59,1019,0,1578,847,3710
CPLE,"1/10/2022 7 a.m. EST",-3,58,1132,0,1734,1302,3707
CPLE,"1/10/2022 8 a.m. EST",29,62,1117,0,1723,1590,3706
CPLE,"1/10/2022 9 a.m. EST",115,59,1143,0,1742,1655,3712
CPLE,"1/10/2022 10 a.m. EST",454,63,1110,0,1748,1352,3709
CPLE,"1/10/2022 11 a.m. EST",1174,65,964,0,1589,711,3711
CPLE,"1/10/2022 12 p.m. EST",2107,68,808,0,1235,397,3703
CPLE,"1/10/2022 1 p.m. EST",2501,65,681,0,884,383,3709
CPLE,"1/10/2022 2 p.m. EST",2473,69,664,0,873,385,3700
CPLE,"1/10/2022 3 p.m. EST",2201,64,663,0,860,458,3711
CPLE,"1/10/2022 4 p.m. EST",1507,67,703,0,1000,618,3709
CPLE,"1/10/2022 5 p.m. EST",457,65,873,0,1465,843,3708
CPLE,"1/10/2022 6 p.m. EST",36,68,1056,0,1746,1337,3710
CPLE,"1/10/2022 7 p.m. EST",27,66,1126,0,1711,1647,3709
CPLE,"1/10/2022 8 p.m. EST",22,65,1143,0,1719,1692,3709
CPLE,"1/10/2022 9 p.m. EST",-1,66,1174,0,1754,1688,3708
CPLE,"1/10/2022 10 p.m. EST",-1,66,1184,0,1780,1696,3709
CPLE,"1/10/2022 11 p.m. EST",0,56,1130,0,1764,1705,3708
CPLE,"1/11/2022 12 a.m. EST",-2,53,1116,0,1779,1733,3711
CPLE,"1/11/2022 1 a.m. EST",-1,53,1114,-1,1766,1760,3711
CPLE,"1/11/2022 2 a.m. EST",-2,57,1087,-2,1681,1799,3710
CPLE,"1/11/2022 3 a.m. EST",-2,53,1084,-2,1695,1824,3711
CPLE,"1/11/2022 4 a.m. EST",-2,56,1104,-1,1760,1782,3713
CPLE,"1/11/2022 5 a.m. EST",-1,51,1153,0,1981,1697,3712
CPLE,"1/11/2022 6 a.m. EST",-1,57,1177,0,2303,1698,3712
CPLE,"1/11/2022 7 a.m. EST",-2,54,1182,106,2902,1697,3712
CPLE,"1/11/2022 8 a.m. EST",83,48,1157,130,2902,1699,3712
CPLE,"1/11/2022 9 a.m. EST",764,40,1120,226,2618,1695,3713
CPLE,"1/11/2022 10 a.m. EST",1785,44,1025,159,1923,1695,3712
CPLE,"1/11/2022 11 a.m. EST",2297,42,907,25,1407,1696,3703
CPLE,"1/11/2022 12 p.m. EST",2520,38,846,0,1278,1454,3718
CPLE,"1/11/2022 1 p.m. EST",2524,48,848,0,1356,1235,3713
CPLE,"1/11/2022 2 p.m. EST",2453,53,786,0,1218,1139,3712
CPLE,"1/11/2022 3 p.m. EST",2179,52,734,0,1081,1143,3705
CPLE,"1/11/2022 4 p.m. EST",1519,59,864,0,1503,1401,3702
CPLE,"1/11/2022 5 p.m. EST",469,65,1026,0,1722,1697,3703
CPLE,"1/11/2022 6 p.m. EST",37,83,1155,0,1773,1709,3709
CPLE,"1/11/2022 7 p.m. EST",27,82,1157,0,1962,1705,3706
CPLE,"1/11/2022 8 p.m. EST",29,79,1153,0,2031,1713,3706
CPLE,"1/11/2022 9 p.m. EST",-3,73,1181,0,2043,1697,3708
CPLE,"1/11/2022 10 p.m. EST",-2,65,1145,0,1975,1706,3706
CPLE,"1/11/2022 11 p.m. EST",-2,62,1060,0,1757,1707,3713
CPLE,"1/12/2022 12 a.m. EST",0,65,1012,0,1588,1712,3714
CPLE,"1/12/2022 1 a.m. EST",-3,64,1009,0,1605,1707,3716
CPLE,"1/12/2022 2 a.m. EST",-1,63,1010,-2,1606,1704,3715
CPLE,"1/12/2022 3 a.m. EST",-1,61,1008,-2,1596,1700,3713
CPLE,"1/12/2022 4 a.m. EST",0,63,1004,-2,1629,1702,3714
CPLE,"1/12/2022 5 a.m. EST",-3,58,1053,0,1936,1700,3717
CPLE,"1/12/2022 6 a.m. EST",-1,61,1129,0,2580,1698,3715
CPLE,"1/12/2022 7 a.m. EST",-2,63,1171,0,3063,1705,3714
CPLE,"1/12/2022 8 a.m. EST",79,59,1141,0,3305,1699,3710
CPLE,"1/12/2022 9 a.m. EST",772,61,1107,0,2791,1698,3707
CPLE,"1/12/2022 10 a.m. EST",1784,62,965,0,1803,1567,3708
CPLE,"1/12/2022 11 a.m. EST",2276,62,915,0,1557,1336,3702
CPLE,"1/12/2022 12 p.m. EST",2453,58,920,0,1602,1095,3709
CPLE,"1/12/2022 1 p.m. EST",2474,63,864,0,1403,710,3705
CPLE,"1/12/2022 2 p.m. EST",2390,60,835,0,1312,497,3702
CPLE,"1/12/2022 3 p.m. EST",2112,61,769,0,1113,491,3703
CPLE,"1/12/2022 4 p.m. EST",1463,61,839,0,1355,628,3702
CPLE,"1/12/2022 5 p.m. EST",453,58,907,0,1516,903,3700
CPLE,"1/12/2022 6 p.m. EST",35,75,884,0,1454,1403,3701
CPLE,"1/12/2022 7 p.m. EST",25,77,992,0,1586,1521,3701
CPLE,"1/12/2022 8 p.m. EST",26,80,988,0,1573,1538,3700
CPLE,"1/12/2022 9 p.m. EST",-2,79,1015,0,1582,1548,3703
CPLE,"1/12/2022 10 p.m. EST",-1,53,1013,0,1595,1550,3600
CPLE,"1/12/2022 11 p.m. EST",-1,67,1013,0,1594,1543,3501
CPLE,"1/13/2022 12 a.m. EST",-2,60,1014,0,1595,1554,3492
CPLE,"1/13/2022 1 a.m. EST",-3,48,1009,0,1589,1548,3460
CPLE,"1/13/2022 2 a.m. EST",0,36,1001,-2,1564,1552,3481
CPLE,"1/13/2022 3 a.m. EST",-1,35,993,-2,1554,1508,3533
CPLE,"1/13/2022 4 a.m. EST",-2,36,998,-2,1623,1512,3550
CPLE,"1/13/2022 5 a.m. EST",-2,36,999,-1,1884,1580,3559
CPLE,"1/13/2022 6 a.m. EST",-3,34,1004,0,2161,1576,3580
CPLE,"1/13/2022 7 a.m. EST",-2,68,1064,0,2421,1581,3593
CPLE,"1/13/2022 8 a.m. EST",82,77,1048,0,2454,1596,3611
CPLE,"1/13/2022 9 a.m. EST",731,43,1050,0,2338,1598,3627
CPLE,"1/13/2022 10 a.m. EST",1548,22,950,0,1703,1438,3643
CPLE,"1/13/2022 11 a.m. EST",1764,22,871,0,1546,1318,3659
CPLE,"1/13/2022 12 p.m. EST",1603,24,848,0,1538,1227,3673
CPLE,"1/13/2022 1 p.m. EST",1391,22,850,1,1533,1233,3683
CPLE,"1/13/2022 2 p.m. EST",1098,20,851,3,1523,1118,3689
CPLE,"1/13/2022 3 p.m. EST",728,23,851,0,1511,1125,3702
CPLE,"1/13/2022 4 p.m. EST",471,24,948,0,1518,1298,3709
CPLE,"1/13/2022 5 p.m. EST",216,22,989,0,1530,1359,3709
CPLE,"1/13/2022 6 p.m. EST",30,20,989,0,1529,1471,3713
CPLE,"1/13/2022 7 p.m. EST",25,21,995,0,1552,1491,3711
CPLE,"1/13/2022 8 p.m. EST",27,22,983,0,1539,1502,3708
CPLE,"1/13/2022 9 p.m. EST",-1,24,1010,0,1547,1500,3715
CPLE,"1/13/2022 10 p.m. EST",-2,20,1085,0,1668,1465,3710
CPLE,"1/13/2022 11 p.m. EST",-3,21,1094,0,1681,1469,3711
CPLE,"1/14/2022 12 a.m. EST",-2,16,1090,0,1670,1443,3712
CPLE,"1/14/2022 1 a.m. EST",0,15,1099,0,1680,1382,3713
CPLE,"1/14/2022 2 a.m. EST",-3,12,1099,-2,1698,1247,3712
CPLE,"1/14/2022 3 a.m. EST",-1,5,1103,-2,1725,1289,3712
CPLE,"1/14/2022 4 a.m. EST",-2,6,1099,-1,1714,1452,3718
CPLE,"1/14/2022 5 a.m. EST",-1,7,1101,0,1724,1488,3713
CPLE,"1/14/2022 6 a.m. EST",-2,7,1130,0,1910,1419,3679
CPLE,"1/14/2022 7 a.m. EST",-1,17,1169,0,2420,1480,3667
CPLE,"1/14/2022 8 a.m. EST",74,17,1143,0,2422,1450,3669
CPLE,"1/14/2022 9 a.m. EST",684,18,1143,0,2407,1018,3662
CPLE,"1/14/2022 10 a.m. EST",1684,7,1139,0,2153,682,3665
CPLE,"1/14/2022 11 a.m. EST",2220,11,1072,0,1684,579,3666
CPLE,"1/14/2022 12 p.m. EST",2413,6,919,0,1402,435,3661
CPLE,"1/14/2022 1 p.m. EST",2351,6,901,0,1452,361,3664
CPLE,"1/14/2022 2 p.m. EST",2128,7,952,0,1553,375,3654
CPLE,"1/14/2022 3 p.m. EST",1714,5,947,0,1550,400,3664
CPLE,"1/14/2022 4 p.m. EST",1175,6,999,0,1652,435,3666
CPLE,"1/14/2022 5 p.m. EST",429,6,1027,0,1528,1084,3664
CPLE,"1/14/2022 6 p.m. EST",41,33,1026,0,1541,1555,3667
CPLE,"1/14/2022 7 p.m. EST",27,41,1120,0,1974,1408,3668
CPLE,"1/14/2022 8 p.m. EST",24,38,1144,0,2041,1152,3671
CPLE,"1/14/2022 9 p.m. EST",-1,39,1172,0,2083,1128,3667
CPLE,"1/14/2022 10 p.m. EST",-3,8,1176,0,2088,1127,3670
CPLE,"1/14/2022 11 p.m. EST",-2,6,1174,0,2088,1120,3670
CPLE,"1/15/2022 12 a.m. EST",-3,4,1122,0,2082,1126,3670
CPLE,"1/15/2022 1 a.m. EST",0,5,1102,0,1896,1117,3672
CPLE,"1/15/2022 2 a.m. EST",-2,5,1103,-2,1914,1159,3668
CPLE,"1/15/2022 3 a.m. EST",0,6,1090,-2,1877,1365,3671
CPLE,"1/15/2022 4 a.m. EST",-1,5,1095,-1,1888,1516,3673
CPLE,"1/15/2022 5 a.m. EST",-2,4,1093,-1,1892,1387,3668
CPLE,"1/15/2022 6 a.m. EST",-2,6,1091,0,1877,1372,3672
CPLE,"1/15/2022 7 a.m. EST",-1,5,1097,0,1886,1381,3665
CPLE,"1/15/2022 8 a.m. EST",83,6,1077,0,1921,1424,3673
CPLE,"1/15/2022 9 a.m. EST",530,7,1082,0,1959,1450,3672
