,period,value,value-units,Date,Hour Starting
419,2024-05-18T13-05,56044,megawatthours,2024-05-18,12
418,2024-05-18T14-05,59500,megawatthours,2024-05-18,13
417,2024-05-18T15-05,62448,megawatthours,2024-05-18,14
416,2024-05-18T16-05,64726,megawatthours,2024-05-18,15
415,2024-05-18T17-05,66428,megawatthours,2024-05-18,16
414,2024-05-18T18-05,67115,megawatthours,2024-05-18,17
413,2024-05-18T19-05,66386,megawatthours,2024-05-18,18
412,2024-05-18T20-05,63526,megawatthours,2024-05-18,19
411,2024-05-18T21-05,60711,megawatthours,2024-05-18,20
410,2024-05-18T22-05,59020,megawatthours,2024-05-18,21
409,2024-05-18T23-05,56592,megawatthours,2024-05-18,22
408,2024-05-19T00-05,53239,megawatthours,2024-05-18,23
407,2024-05-19T01-05,49981,megawatthours,2024-05-19,0
406,2024-05-19T02-05,47410,megawatthours,2024-05-19,1
405,2024-05-19T03-05,45308,megawatthours,2024-05-19,2
404,2024-05-19T04-05,43746,megawatthours,2024-05-19,3
403,2024-05-19T05-05,42867,megawatthours,2024-05-19,4
402,2024-05-19T06-05,42350,megawatthours,2024-05-19,5
401,2024-05-19T07-05,42195,megawatthours,2024-05-19,6
400,2024-05-19T08-05,43165,megawatthours,2024-05-19,7
399,2024-05-19T09-05,46482,megawatthours,2024-05-19,8
398,2024-05-19T10-05,50090,megawatthours,2024-05-19,9
397,2024-05-19T11-05,53661,megawatthours,2024-05-19,10
396,2024-05-19T12-05,57352,megawatthours,2024-05-19,11
395,2024-05-19T13-05,60707,megawatthours,2024-05-19,12
394,2024-05-19T14-05,63200,megawatthours,2024-05-19,13
393,2024-05-19T15-05,65476,megawatthours,2024-05-19,14
392,2024-05-19T16-05,67214,megawatthours,2024-05-19,15
391,2024-05-19T17-05,68786,megawatthours,2024-05-19,16
390,2024-05-19T18-05,69561,megawatthours,2024-05-19,17
389,2024-05-19T19-05,68697,megawatthours,2024-05-19,18
388,2024-05-19T20-05,66635,megawatthours,2024-05-19,19
387,2024-05-19T21-05,64363,megawatthours,2024-05-19,20
386,2024-05-19T22-05,62091,megawatthours,2024-05-19,21
385,2024-05-19T23-05,58378,megawatthours,2024-05-19,22
384,2024-05-20T00-05,54134,megawatthours,2024-05-19,23
383,2024-05-20T01-05,50352,megawatthours,2024-05-20,0
382,2024-05-20T02-05,47642,megawatthours,2024-05-20,1
381,2024-05-20T03-05,45801,megawatthours,2024-05-20,2
380,2024-05-20T04-05,44844,megawatthours,2024-05-20,3
379,2024-05-20T05-05,44621,megawatthours,2024-05-20,4
378,2024-05-20T06-05,45767,megawatthours,2024-05-20,5
377,2024-05-20T07-05,47680,megawatthours,2024-05-20,6
376,2024-05-20T08-05,48935,megawatthours,2024-05-20,7
375,2024-05-20T09-05,51169,megawatthours,2024-05-20,8
374,2024-05-20T10-05,53935,megawatthours,2024-05-20,9
373,2024-05-20T11-05,56876,megawatthours,2024-05-20,10
372,2024-05-20T12-05,60154,megawatthours,2024-05-20,11
371,2024-05-20T13-05,62903,megawatthours,2024-05-20,12
370,2024-05-20T14-05,65692,megawatthours,2024-05-20,13
369,2024-05-20T15-05,68385,megawatthours,2024-05-20,14
368,2024-05-20T16-05,70628,megawatthours,2024-05-20,15
367,2024-05-20T17-05,72133,megawatthours,2024-05-20,16
366,2024-05-20T18-05,72248,megawatthours,2024-05-20,17
365,2024-05-20T19-05,71242,megawatthours,2024-05-20,18
364,2024-05-20T20-05,68637,megawatthours,2024-05-20,19
363,2024-05-20T21-05,66430,megawatthours,2024-05-20,20
362,2024-05-20T22-05,64968,megawatthours,2024-05-20,21
361,2024-05-20T23-05,61210,megawatthours,2024-05-20,22
360,2024-05-21T00-05,56983,megawatthours,2024-05-20,23
359,2024-05-21T01-05,53630,megawatthours,2024-05-21,0
358,2024-05-21T02-05,51273,megawatthours,2024-05-21,1
357,2024-05-21T03-05,49599,megawatthours,2024-05-21,2
356,2024-05-21T04-05,48818,megawatthours,2024-05-21,3
355,2024-05-21T05-05,48814,megawatthours,2024-05-21,4
354,2024-05-21T06-05,50179,megawatthours,2024-05-21,5
353,2024-05-21T07-05,52102,megawatthours,2024-05-21,6
352,2024-05-21T08-05,53074,megawatthours,2024-05-21,7
351,2024-05-21T09-05,55050,megawatthours,2024-05-21,8
350,2024-05-21T10-05,57343,megawatthours,2024-05-21,9
349,2024-05-21T11-05,59754,megawatthours,2024-05-21,10
348,2024-05-21T12-05,62214,megawatthours,2024-05-21,11
347,2024-05-21T13-05,64252,megawatthours,2024-05-21,12
346,2024-05-21T14-05,66637,megawatthours,2024-05-21,13
345,2024-05-21T15-05,68445,megawatthours,2024-05-21,14
344,2024-05-21T16-05,70335,megawatthours,2024-05-21,15
343,2024-05-21T17-05,70941,megawatthours,2024-05-21,16
342,2024-05-21T18-05,70777,megawatthours,2024-05-21,17
341,2024-05-21T19-05,69581,megawatthours,2024-05-21,18
340,2024-05-21T20-05,67173,megawatthours,2024-05-21,19
339,2024-05-21T21-05,65550,megawatthours,2024-05-21,20
338,2024-05-21T22-05,64018,megawatthours,2024-05-21,21
337,2024-05-21T23-05,60776,megawatthours,2024-05-21,22
336,2024-05-22T00-05,57415,megawatthours,2024-05-21,23
335,2024-05-22T01-05,54433,megawatthours,2024-05-22,0
334,2024-05-22T02-05,52586,megawatthours,2024-05-22,1
333,2024-05-22T03-05,51123,megawatthours,2024-05-22,2
332,2024-05-22T04-05,50189,megawatthours,2024-05-22,3
331,2024-05-22T05-05,49954,megawatthours,2024-05-22,4
330,2024-05-22T06-05,51016,megawatthours,2024-05-22,5
329,2024-05-22T07-05,52973,megawatthours,2024-05-22,6
328,2024-05-22T08-05,53870,megawatthours,2024-05-22,7
327,2024-05-22T09-05,55462,megawatthours,2024-05-22,8
326,2024-05-22T10-05,57999,megawatthours,2024-05-22,9
325,2024-05-22T11-05,60131,megawatthours,2024-05-22,10
324,2024-05-22T12-05,62950,megawatthours,2024-05-22,11
323,2024-05-22T13-05,64819,megawatthours,2024-05-22,12
322,2024-05-22T14-05,66106,megawatthours,2024-05-22,13
321,2024-05-22T15-05,67402,megawatthours,2024-05-22,14
320,2024-05-22T16-05,67917,megawatthours,2024-05-22,15
319,2024-05-22T17-05,67984,megawatthours,2024-05-22,16
318,2024-05-22T18-05,67255,megawatthours,2024-05-22,17
317,2024-05-22T19-05,65018,megawatthours,2024-05-22,18
316,2024-05-22T20-05,62680,megawatthours,2024-05-22,19
315,2024-05-22T21-05,60633,megawatthours,2024-05-22,20
314,2024-05-22T22-05,58895,megawatthours,2024-05-22,21
313,2024-05-22T23-05,56408,megawatthours,2024-05-22,22
312,2024-05-23T00-05,53647,megawatthours,2024-05-22,23
311,2024-05-23T01-05,50979,megawatthours,2024-05-23,0
310,2024-05-23T02-05,49067,megawatthours,2024-05-23,1
309,2024-05-23T03-05,47960,megawatthours,2024-05-23,2
308,2024-05-23T04-05,47191,megawatthours,2024-05-23,3
307,2024-05-23T05-05,47318,megawatthours,2024-05-23,4
306,2024-05-23T06-05,48728,megawatthours,2024-05-23,5
305,2024-05-23T07-05,50927,megawatthours,2024-05-23,6
304,2024-05-23T08-05,52070,megawatthours,2024-05-23,7
303,2024-05-23T09-05,54009,megawatthours,2024-05-23,8
302,2024-05-23T10-05,55884,megawatthours,2024-05-23,9
301,2024-05-23T11-05,58527,megawatthours,2024-05-23,10
300,2024-05-23T12-05,60912,megawatthours,2024-05-23,11
299,2024-05-23T13-05,63494,megawatthours,2024-05-23,12
298,2024-05-23T14-05,66662,megawatthours,2024-05-23,13
297,2024-05-23T15-05,68849,megawatthours,2024-05-23,14
296,2024-05-23T16-05,70218,megawatthours,2024-05-23,15
295,2024-05-23T17-05,70902,megawatthours,2024-05-23,16
294,2024-05-23T18-05,70150,megawatthours,2024-05-23,17
293,2024-05-23T19-05,68366,megawatthours,2024-05-23,18
292,2024-05-23T20-05,65642,megawatthours,2024-05-23,19
291,2024-05-23T21-05,63552,megawatthours,2024-05-23,20
290,2024-05-23T22-05,62095,megawatthours,2024-05-23,21
289,2024-05-23T23-05,59597,megawatthours,2024-05-23,22
288,2024-05-24T00-05,56641,megawatthours,2024-05-23,23
287,2024-05-24T01-05,53644,megawatthours,2024-05-24,0
286,2024-05-24T02-05,51591,megawatthours,2024-05-24,1
285,2024-05-24T03-05,50165,megawatthours,2024-05-24,2
284,2024-05-24T04-05,49573,megawatthours,2024-05-24,3
283,2024-05-24T05-05,49611,megawatthours,2024-05-24,4
282,2024-05-24T06-05,50550,megawatthours,2024-05-24,5
281,2024-05-24T07-05,52089,megawatthours,2024-05-24,6
280,2024-05-24T08-05,53389,megawatthours,2024-05-24,7
279,2024-05-24T09-05,55547,megawatthours,2024-05-24,8
278,2024-05-24T10-05,58421,megawatthours,2024-05-24,9
277,2024-05-24T11-05,60900,megawatthours,2024-05-24,10
276,2024-05-24T12-05,63919,megawatthours,2024-05-24,11
275,2024-05-24T13-05,66580,megawatthours,2024-05-24,12
274,2024-05-24T14-05,69393,megawatthours,2024-05-24,13
273,2024-05-24T15-05,71404,megawatthours,2024-05-24,14
272,2024-05-24T16-05,72567,megawatthours,2024-05-24,15
271,2024-05-24T17-05,72687,megawatthours,2024-05-24,16
270,2024-05-24T18-05,71623,megawatthours,2024-05-24,17
269,2024-05-24T19-05,69417,megawatthours,2024-05-24,18
268,2024-05-24T20-05,66609,megawatthours,2024-05-24,19
267,2024-05-24T21-05,64219,megawatthours,2024-05-24,20
266,2024-05-24T22-05,62428,megawatthours,2024-05-24,21
265,2024-05-24T23-05,60059,megawatthours,2024-05-24,22
264,2024-05-25T00-05,57035,megawatthours,2024-05-24,23
263,2024-05-25T01-05,53645,megawatthours,2024-05-25,0
262,2024-05-25T02-05,50878,megawatthours,2024-05-25,1
261,2024-05-25T03-05,49058,megawatthours,2024-05-25,2
260,2024-05-25T04-05,47814,megawatthours,2024-05-25,3
259,2024-05-25T05-05,47059,megawatthours,2024-05-25,4
258,2024-05-25T06-05,46790,megawatthours,2024-05-25,5
257,2024-05-25T07-05,47001,megawatthours,2024-05-25,6
256,2024-05-25T08-05,48030,megawatthours,2024-05-25,7
255,2024-05-25T09-05,50599,megawatthours,2024-05-25,8
254,2024-05-25T10-05,53703,megawatthours,2024-05-25,9
253,2024-05-25T11-05,57445,megawatthours,2024-05-25,10
252,2024-05-25T12-05,61048,megawatthours,2024-05-25,11
251,2024-05-25T13-05,64615,megawatthours,2024-05-25,12
250,2024-05-25T14-05,67707,megawatthours,2024-05-25,13
249,2024-05-25T15-05,70790,megawatthours,2024-05-25,14
248,2024-05-25T16-05,72929,megawatthours,2024-05-25,15
247,2024-05-25T17-05,73748,megawatthours,2024-05-25,16
246,2024-05-25T18-05,73258,megawatthours,2024-05-25,17
245,2024-05-25T19-05,71597,megawatthours,2024-05-25,18
244,2024-05-25T20-05,69161,megawatthours,2024-05-25,19
243,2024-05-25T21-05,66433,megawatthours,2024-05-25,20
242,2024-05-25T22-05,64772,megawatthours,2024-05-25,21
241,2024-05-25T23-05,62134,megawatthours,2024-05-25,22
240,2024-05-26T00-05,59167,megawatthours,2024-05-25,23
239,2024-05-26T01-05,56451,megawatthours,2024-05-26,0
238,2024-05-26T02-05,54245,megawatthours,2024-05-26,1
237,2024-05-26T03-05,52416,megawatthours,2024-05-26,2
236,2024-05-26T04-05,50628,megawatthours,2024-05-26,3
235,2024-05-26T05-05,49919,megawatthours,2024-05-26,4
234,2024-05-26T06-05,49403,megawatthours,2024-05-26,5
233,2024-05-26T07-05,48906,megawatthours,2024-05-26,6
232,2024-05-26T08-05,49149,megawatthours,2024-05-26,7
231,2024-05-26T09-05,51136,megawatthours,2024-05-26,8
230,2024-05-26T10-05,53831,megawatthours,2024-05-26,9
229,2024-05-26T11-05,57301,megawatthours,2024-05-26,10
228,2024-05-26T12-05,60745,megawatthours,2024-05-26,11
227,2024-05-26T13-05,64237,megawatthours,2024-05-26,12
226,2024-05-26T14-05,67014,megawatthours,2024-05-26,13
225,2024-05-26T15-05,69608,megawatthours,2024-05-26,14
224,2024-05-26T16-05,71710,megawatthours,2024-05-26,15
223,2024-05-26T17-05,73208,megawatthours,2024-05-26,16
222,2024-05-26T18-05,73752,megawatthours,2024-05-26,17
221,2024-05-26T19-05,72789,megawatthours,2024-05-26,18
220,2024-05-26T20-05,70195,megawatthours,2024-05-26,19
219,2024-05-26T21-05,66877,megawatthours,2024-05-26,20
218,2024-05-26T22-05,64673,megawatthours,2024-05-26,21
217,2024-05-26T23-05,61293,megawatthours,2024-05-26,22
216,2024-05-27T00-05,57765,megawatthours,2024-05-26,23
215,2024-05-27T01-05,54404,megawatthours,2024-05-27,0
214,2024-05-27T02-05,51994,megawatthours,2024-05-27,1
213,2024-05-27T03-05,50156,megawatthours,2024-05-27,2
212,2024-05-27T04-05,49121,megawatthours,2024-05-27,3
211,2024-05-27T05-05,48600,megawatthours,2024-05-27,4
210,2024-05-27T06-05,48584,megawatthours,2024-05-27,5
209,2024-05-27T07-05,48537,megawatthours,2024-05-27,6
208,2024-05-27T08-05,49683,megawatthours,2024-05-27,7
207,2024-05-27T09-05,52163,megawatthours,2024-05-27,8
206,2024-05-27T10-05,56265,megawatthours,2024-05-27,9
205,2024-05-27T11-05,60993,megawatthours,2024-05-27,10
204,2024-05-27T12-05,65578,megawatthours,2024-05-27,11
203,2024-05-27T13-05,69115,megawatthours,2024-05-27,12
202,2024-05-27T14-05,72553,megawatthours,2024-05-27,13
201,2024-05-27T15-05,75063,megawatthours,2024-05-27,14
200,2024-05-27T16-05,76809,megawatthours,2024-05-27,15
199,2024-05-27T17-05,77120,megawatthours,2024-05-27,16
198,2024-05-27T18-05,76296,megawatthours,2024-05-27,17
197,2024-05-27T19-05,74471,megawatthours,2024-05-27,18
196,2024-05-27T20-05,71113,megawatthours,2024-05-27,19
195,2024-05-27T21-05,68646,megawatthours,2024-05-27,20
194,2024-05-27T22-05,66406,megawatthours,2024-05-27,21
193,2024-05-27T23-05,63344,megawatthours,2024-05-27,22
192,2024-05-28T00-05,60226,megawatthours,2024-05-27,23
191,2024-05-28T01-05,57034,megawatthours,2024-05-28,0
190,2024-05-28T02-05,54479,megawatthours,2024-05-28,1
189,2024-05-28T03-05,52309,megawatthours,2024-05-28,2
188,2024-05-28T04-05,50874,megawatthours,2024-05-28,3
187,2024-05-28T05-05,50591,megawatthours,2024-05-28,4
186,2024-05-28T06-05,51201,megawatthours,2024-05-28,5
185,2024-05-28T07-05,50414,megawatthours,2024-05-28,6
184,2024-05-28T08-05,50835,megawatthours,2024-05-28,7
183,2024-05-28T09-05,53000,megawatthours,2024-05-28,8
182,2024-05-28T10-05,54926,megawatthours,2024-05-28,9
181,2024-05-28T11-05,57395,megawatthours,2024-05-28,10
180,2024-05-28T12-05,59223,megawatthours,2024-05-28,11
179,2024-05-28T13-05,60909,megawatthours,2024-05-28,12
178,2024-05-28T14-05,60327,megawatthours,2024-05-28,13
177,2024-05-28T15-05,59732,megawatthours,2024-05-28,14
176,2024-05-28T16-05,60018,megawatthours,2024-05-28,15
175,2024-05-28T17-05,60367,megawatthours,2024-05-28,16
174,2024-05-28T18-05,60539,megawatthours,2024-05-28,17
173,2024-05-28T19-05,60424,megawatthours,2024-05-28,18
172,2024-05-28T20-05,58834,megawatthours,2024-05-28,19
171,2024-05-28T21-05,57637,megawatthours,2024-05-28,20
170,2024-05-28T22-05,56226,megawatthours,2024-05-28,21
169,2024-05-28T23-05,53416,megawatthours,2024-05-28,22
168,2024-05-29T00-05,50126,megawatthours,2024-05-28,23
167,2024-05-29T01-05,47184,megawatthours,2024-05-29,0
166,2024-05-29T02-05,44779,megawatthours,2024-05-29,1
165,2024-05-29T03-05,43124,megawatthours,2024-05-29,2
164,2024-05-29T04-05,42431,megawatthours,2024-05-29,3
163,2024-05-29T05-05,42442,megawatthours,2024-05-29,4
162,2024-05-29T06-05,43437,megawatthours,2024-05-29,5
161,2024-05-29T07-05,45021,megawatthours,2024-05-29,6
160,2024-05-29T08-05,46235,megawatthours,2024-05-29,7
159,2024-05-29T09-05,47821,megawatthours,2024-05-29,8
158,2024-05-29T10-05,50027,megawatthours,2024-05-29,9
157,2024-05-29T11-05,52778,megawatthours,2024-05-29,10
156,2024-05-29T12-05,56101,megawatthours,2024-05-29,11
155,2024-05-29T13-05,59674,megawatthours,2024-05-29,12
154,2024-05-29T14-05,63317,megawatthours,2024-05-29,13
153,2024-05-29T15-05,65758,megawatthours,2024-05-29,14
152,2024-05-29T16-05,68047,megawatthours,2024-05-29,15
151,2024-05-29T17-05,68666,megawatthours,2024-05-29,16
150,2024-05-29T18-05,68850,megawatthours,2024-05-29,17
149,2024-05-29T19-05,68009,megawatthours,2024-05-29,18
148,2024-05-29T20-05,65782,megawatthours,2024-05-29,19
147,2024-05-29T21-05,63413,megawatthours,2024-05-29,20
146,2024-05-29T22-05,62071,megawatthours,2024-05-29,21
145,2024-05-29T23-05,59430,megawatthours,2024-05-29,22
144,2024-05-30T00-05,55767,megawatthours,2024-05-29,23
143,2024-05-30T01-05,52600,megawatthours,2024-05-30,0
142,2024-05-30T02-05,50401,megawatthours,2024-05-30,1
141,2024-05-30T03-05,49040,megawatthours,2024-05-30,2
140,2024-05-30T04-05,48010,megawatthours,2024-05-30,3
139,2024-05-30T05-05,47377,megawatthours,2024-05-30,4
138,2024-05-30T06-05,48225,megawatthours,2024-05-30,5
137,2024-05-30T07-05,49857,megawatthours,2024-05-30,6
136,2024-05-30T08-05,50956,megawatthours,2024-05-30,7
135,2024-05-30T09-05,53433,megawatthours,2024-05-30,8
134,2024-05-30T10-05,56109,megawatthours,2024-05-30,9
133,2024-05-30T11-05,58886,megawatthours,2024-05-30,10
132,2024-05-30T12-05,61189,megawatthours,2024-05-30,11
131,2024-05-30T13-05,63728,megawatthours,2024-05-30,12
130,2024-05-30T14-05,65113,megawatthours,2024-05-30,13
129,2024-05-30T15-05,66067,megawatthours,2024-05-30,14
128,2024-05-30T16-05,65471,megawatthours,2024-05-30,15
127,2024-05-30T17-05,64940,megawatthours,2024-05-30,16
126,2024-05-30T18-05,64155,megawatthours,2024-05-30,17
125,2024-05-30T19-05,62225,megawatthours,2024-05-30,18
124,2024-05-30T20-05,60294,megawatthours,2024-05-30,19
123,2024-05-30T21-05,59096,megawatthours,2024-05-30,20
122,2024-05-30T22-05,57367,megawatthours,2024-05-30,21
121,2024-05-30T23-05,54620,megawatthours,2024-05-30,22
120,2024-05-31T00-05,52035,megawatthours,2024-05-30,23
119,2024-05-31T01-05,49257,megawatthours,2024-05-31,0
118,2024-05-31T02-05,47228,megawatthours,2024-05-31,1
117,2024-05-31T03-05,45828,megawatthours,2024-05-31,2
116,2024-05-31T04-05,45245,megawatthours,2024-05-31,3
115,2024-05-31T05-05,45032,megawatthours,2024-05-31,4
114,2024-05-31T06-05,45497,megawatthours,2024-05-31,5
113,2024-05-31T07-05,46535,megawatthours,2024-05-31,6
112,2024-05-31T08-05,46905,megawatthours,2024-05-31,7
111,2024-05-31T09-05,47359,megawatthours,2024-05-31,8
110,2024-05-31T10-05,48447,megawatthours,2024-05-31,9
109,2024-05-31T11-05,49602,megawatthours,2024-05-31,10
108,2024-05-31T12-05,51016,megawatthours,2024-05-31,11
107,2024-05-31T13-05,53052,megawatthours,2024-05-31,12
106,2024-05-31T14-05,56155,megawatthours,2024-05-31,13
105,2024-05-31T15-05,58713,megawatthours,2024-05-31,14
104,2024-05-31T16-05,61208,megawatthours,2024-05-31,15
103,2024-05-31T17-05,63400,megawatthours,2024-05-31,16
102,2024-05-31T18-05,64184,megawatthours,2024-05-31,17
101,2024-05-31T19-05,63282,megawatthours,2024-05-31,18
100,2024-05-31T20-05,61229,megawatthours,2024-05-31,19
99,2024-05-31T21-05,59219,megawatthours,2024-05-31,20
98,2024-05-31T22-05,57445,megawatthours,2024-05-31,21
97,2024-05-31T23-05,54927,megawatthours,2024-05-31,22
96,2024-06-01T00-05,51736,megawatthours,2024-05-31,23
95,2024-06-01T01-05,49044,megawatthours,2024-06-01,0
94,2024-06-01T02-05,46775,megawatthours,2024-06-01,1
93,2024-06-01T03-05,45140,megawatthours,2024-06-01,2
92,2024-06-01T04-05,44110,megawatthours,2024-06-01,3
91,2024-06-01T05-05,43321,megawatthours,2024-06-01,4
90,2024-06-01T06-05,43294,megawatthours,2024-06-01,5
89,2024-06-01T07-05,43514,megawatthours,2024-06-01,6
88,2024-06-01T08-05,44363,megawatthours,2024-06-01,7
87,2024-06-01T09-05,47071,megawatthours,2024-06-01,8
86,2024-06-01T10-05,50164,megawatthours,2024-06-01,9
85,2024-06-01T11-05,53468,megawatthours,2024-06-01,10
84,2024-06-01T12-05,56846,megawatthours,2024-06-01,11
83,2024-06-01T13-05,58966,megawatthours,2024-06-01,12
82,2024-06-01T14-05,58675,megawatthours,2024-06-01,13
81,2024-06-01T15-05,59235,megawatthours,2024-06-01,14
80,2024-06-01T16-05,61314,megawatthours,2024-06-01,15
79,2024-06-01T17-05,63254,megawatthours,2024-06-01,16
78,2024-06-01T18-05,64199,megawatthours,2024-06-01,17
77,2024-06-01T19-05,63392,megawatthours,2024-06-01,18
76,2024-06-01T20-05,61861,megawatthours,2024-06-01,19
75,2024-06-01T21-05,60019,megawatthours,2024-06-01,20
74,2024-06-01T22-05,58799,megawatthours,2024-06-01,21
73,2024-06-01T23-05,56509,megawatthours,2024-06-01,22
72,2024-06-02T00-05,53540,megawatthours,2024-06-01,23
71,2024-06-02T01-05,51219,megawatthours,2024-06-02,0
70,2024-06-02T02-05,49160,megawatthours,2024-06-02,1
69,2024-06-02T03-05,47460,megawatthours,2024-06-02,2
68,2024-06-02T04-05,46322,megawatthours,2024-06-02,3
67,2024-06-02T05-05,45533,megawatthours,2024-06-02,4
66,2024-06-02T06-05,45418,megawatthours,2024-06-02,5
65,2024-06-02T07-05,45395,megawatthours,2024-06-02,6
64,2024-06-02T08-05,46269,megawatthours,2024-06-02,7
63,2024-06-02T09-05,48647,megawatthours,2024-06-02,8
62,2024-06-02T10-05,51827,megawatthours,2024-06-02,9
61,2024-06-02T11-05,54403,megawatthours,2024-06-02,10
60,2024-06-02T12-05,57688,megawatthours,2024-06-02,11
59,2024-06-02T13-05,61550,megawatthours,2024-06-02,12
58,2024-06-02T14-05,64698,megawatthours,2024-06-02,13
57,2024-06-02T15-05,67326,megawatthours,2024-06-02,14
56,2024-06-02T16-05,68912,megawatthours,2024-06-02,15
55,2024-06-02T17-05,69024,megawatthours,2024-06-02,16
54,2024-06-02T18-05,68516,megawatthours,2024-06-02,17
53,2024-06-02T19-05,66419,megawatthours,2024-06-02,18
52,2024-06-02T20-05,64113,megawatthours,2024-06-02,19
51,2024-06-02T21-05,62477,megawatthours,2024-06-02,20
50,2024-06-02T22-05,61297,megawatthours,2024-06-02,21
49,2024-06-02T23-05,58722,megawatthours,2024-06-02,22
48,2024-06-03T00-05,55199,megawatthours,2024-06-02,23
47,2024-06-03T01-05,52284,megawatthours,2024-06-03,0
46,2024-06-03T02-05,50587,megawatthours,2024-06-03,1
45,2024-06-03T03-05,49482,megawatthours,2024-06-03,2
44,2024-06-03T04-05,49007,megawatthours,2024-06-03,3
43,2024-06-03T05-05,49357,megawatthours,2024-06-03,4
42,2024-06-03T06-05,50350,megawatthours,2024-06-03,5
41,2024-06-03T07-05,51908,megawatthours,2024-06-03,6
40,2024-06-03T08-05,53360,megawatthours,2024-06-03,7
39,2024-06-03T09-05,56059,megawatthours,2024-06-03,8
38,2024-06-03T10-05,58320,megawatthours,2024-06-03,9
37,2024-06-03T11-05,61231,megawatthours,2024-06-03,10
36,2024-06-03T12-05,64027,megawatthours,2024-06-03,11
35,2024-06-03T13-05,66776,megawatthours,2024-06-03,12
34,2024-06-03T14-05,69134,megawatthours,2024-06-03,13
33,2024-06-03T15-05,70567,megawatthours,2024-06-03,14
32,2024-06-03T16-05,71574,megawatthours,2024-06-03,15
31,2024-06-03T17-05,71332,megawatthours,2024-06-03,16
30,2024-06-03T18-05,69925,megawatthours,2024-06-03,17
29,2024-06-03T19-05,68110,megawatthours,2024-06-03,18
28,2024-06-03T20-05,66167,megawatthours,2024-06-03,19
27,2024-06-03T21-05,63612,megawatthours,2024-06-03,20
26,2024-06-03T22-05,62680,megawatthours,2024-06-03,21
25,2024-06-03T23-05,60483,megawatthours,2024-06-03,22
24,2024-06-04T00-05,57066,megawatthours,2024-06-03,23
23,2024-06-04T01-05,54184,megawatthours,2024-06-04,0
22,2024-06-04T02-05,52393,megawatthours,2024-06-04,1
21,2024-06-04T03-05,51232,megawatthours,2024-06-04,2
20,2024-06-04T04-05,50485,megawatthours,2024-06-04,3
19,2024-06-04T05-05,50611,megawatthours,2024-06-04,4
18,2024-06-04T06-05,51914,megawatthours,2024-06-04,5
17,2024-06-04T07-05,53588,megawatthours,2024-06-04,6
16,2024-06-04T08-05,54562,megawatthours,2024-06-04,7
15,2024-06-04T09-05,55850,megawatthours,2024-06-04,8
14,2024-06-04T10-05,57949,megawatthours,2024-06-04,9
13,2024-06-04T11-05,60375,megawatthours,2024-06-04,10
12,2024-06-04T12-05,63171,megawatthours,2024-06-04,11
11,2024-06-04T13-05,66046,megawatthours,2024-06-04,12
10,2024-06-04T14-05,69259,megawatthours,2024-06-04,13
9,2024-06-04T15-05,72101,megawatthours,2024-06-04,14
8,2024-06-04T16-05,74271,megawatthours,2024-06-04,15
7,2024-06-04T17-05,75383,megawatthours,2024-06-04,16
6,2024-06-04T18-05,75531,megawatthours,2024-06-04,17
5,2024-06-04T19-05,74437,megawatthours,2024-06-04,18
4,2024-06-04T20-05,71809,megawatthours,2024-06-04,19
3,2024-06-04T21-05,69471,megawatthours,2024-06-04,20
2,2024-06-04T22-05,68482,megawatthours,2024-06-04,21
1,2024-06-04T23-05,65727,megawatthours,2024-06-04,22
0,2024-06-05T00-05,62335,megawatthours,2024-06-04,23
8337,2024-06-05T01-05,58936,megawatthours,2024-06-05,0
8336,2024-06-05T02-05,56295,megawatthours,2024-06-05,1
8335,2024-06-05T03-05,53895,megawatthours,2024-06-05,2
8334,2024-06-05T04-05,52006,megawatthours,2024-06-05,3
8333,2024-06-05T05-05,51246,megawatthours,2024-06-05,4
8332,2024-06-05T06-05,51616,megawatthours,2024-06-05,5
8331,2024-06-05T07-05,52713,megawatthours,2024-06-05,6
8330,2024-06-05T08-05,53263,megawatthours,2024-06-05,7
8329,2024-06-05T09-05,54378,megawatthours,2024-06-05,8
8328,2024-06-05T10-05,55412,megawatthours,2024-06-05,9
8327,2024-06-05T11-05,55898,megawatthours,2024-06-05,10
8326,2024-06-05T12-05,56681,megawatthours,2024-06-05,11
8325,2024-06-05T13-05,58377,megawatthours,2024-06-05,12
8324,2024-06-05T14-05,60724,megawatthours,2024-06-05,13
8323,2024-06-05T15-05,62957,megawatthours,2024-06-05,14
8322,2024-06-05T16-05,65470,megawatthours,2024-06-05,15
8321,2024-06-05T17-05,67964,megawatthours,2024-06-05,16
8320,2024-06-05T18-05,69182,megawatthours,2024-06-05,17
8319,2024-06-05T19-05,68386,megawatthours,2024-06-05,18
8318,2024-06-05T20-05,66293,megawatthours,2024-06-05,19
8317,2024-06-05T21-05,64004,megawatthours,2024-06-05,20
8316,2024-06-05T22-05,61615,megawatthours,2024-06-05,21
8315,2024-06-05T23-05,57959,megawatthours,2024-06-05,22
8314,2024-06-06T00-05,53905,megawatthours,2024-06-05,23
8313,2024-06-06T01-05,50611,megawatthours,2024-06-06,0
8312,2024-06-06T02-05,48158,megawatthours,2024-06-06,1
8311,2024-06-06T03-05,46430,megawatthours,2024-06-06,2
8310,2024-06-06T04-05,45362,megawatthours,2024-06-06,3
8309,2024-06-06T05-05,44840,megawatthours,2024-06-06,4
8308,2024-06-06T06-05,45525,megawatthours,2024-06-06,5
