,period,respondent,fueltype,type-name,value,value-units,Date,Hour Starting
9279,2024-02-18T02-06,ERCO,NG,Natural Gas,31506,megawatthours,2024-02-18,1
9278,2024-02-18T03-06,ERCO,WND,Wind,9641,megawatthours,2024-02-18,2
9277,2024-02-18T03-06,ERCO,SUN,Solar,0,megawatthours,2024-02-18,2
9276,2024-02-18T03-06,ERCO,NG,Natural Gas,30185,megawatthours,2024-02-18,2
9273,2024-02-18T04-06,ERCO,NG,Natural Gas,29595,megawatthours,2024-02-18,3
9274,2024-02-18T04-06,ERCO,SUN,Solar,0,megawatthours,2024-02-18,3
9275,2024-02-18T04-06,ERCO,WND,Wind,10764,megawatthours,2024-02-18,3
9272,2024-02-18T05-06,ERCO,WND,Wind,11002,megawatthours,2024-02-18,4
9271,2024-02-18T05-06,ERCO,SUN,Solar,0,megawatthours,2024-02-18,4
9270,2024-02-18T05-06,ERCO,NG,Natural Gas,30069,megawatthours,2024-02-18,4
9269,2024-02-18T06-06,ERCO,WND,Wind,10343,megawatthours,2024-02-18,5
9268,2024-02-18T06-06,ERCO,SUN,Solar,0,megawatthours,2024-02-18,5
9267,2024-02-18T06-06,ERCO,NG,Natural Gas,31321,megawatthours,2024-02-18,5
9265,2024-02-18T07-06,ERCO,SUN,Solar,1,megawatthours,2024-02-18,6
9264,2024-02-18T07-06,ERCO,NG,Natural Gas,33532,megawatthours,2024-02-18,6
9266,2024-02-18T07-06,ERCO,WND,Wind,9232,megawatthours,2024-02-18,6
9261,2024-02-18T08-06,ERCO,NG,Natural Gas,34585,megawatthours,2024-02-18,7
9262,2024-02-18T08-06,ERCO,SUN,Solar,1199,megawatthours,2024-02-18,7
9263,2024-02-18T08-06,ERCO,WND,Wind,7524,megawatthours,2024-02-18,7
9260,2024-02-18T09-06,ERCO,WND,Wind,5525,megawatthours,2024-02-18,8
9259,2024-02-18T09-06,ERCO,SUN,Solar,10101,megawatthours,2024-02-18,8
9258,2024-02-18T09-06,ERCO,NG,Natural Gas,29572,megawatthours,2024-02-18,8
9257,2024-02-18T10-06,ERCO,WND,Wind,3103,megawatthours,2024-02-18,9
9256,2024-02-18T10-06,ERCO,SUN,Solar,16022,megawatthours,2024-02-18,9
9255,2024-02-18T10-06,ERCO,NG,Natural Gas,24905,megawatthours,2024-02-18,9
9252,2024-02-18T11-06,ERCO,NG,Natural Gas,23172,megawatthours,2024-02-18,10
9253,2024-02-18T11-06,ERCO,SUN,Solar,16923,megawatthours,2024-02-18,10
9254,2024-02-18T11-06,ERCO,WND,Wind,1818,megawatthours,2024-02-18,10
9251,2024-02-18T12-06,ERCO,WND,Wind,1863,megawatthours,2024-02-18,11
9250,2024-02-18T12-06,ERCO,SUN,Solar,16880,megawatthours,2024-02-18,11
9249,2024-02-18T12-06,ERCO,NG,Natural Gas,20709,megawatthours,2024-02-18,11
9248,2024-02-18T13-06,ERCO,WND,Wind,2750,megawatthours,2024-02-18,12
9247,2024-02-18T13-06,ERCO,SUN,Solar,16735,megawatthours,2024-02-18,12
9246,2024-02-18T13-06,ERCO,NG,Natural Gas,17700,megawatthours,2024-02-18,12
9243,2024-02-18T14-06,ERCO,NG,Natural Gas,15372,megawatthours,2024-02-18,13
9244,2024-02-18T14-06,ERCO,SUN,Solar,16650,megawatthours,2024-02-18,13
9245,2024-02-18T14-06,ERCO,WND,Wind,3547,megawatthours,2024-02-18,13
9242,2024-02-18T15-06,ERCO,WND,Wind,3973,megawatthours,2024-02-18,14
9241,2024-02-18T15-06,ERCO,SUN,Solar,16815,megawatthours,2024-02-18,14
9240,2024-02-18T15-06,ERCO,NG,Natural Gas,13883,megawatthours,2024-02-18,14
9239,2024-02-18T16-06,ERCO,WND,Wind,4060,megawatthours,2024-02-18,15
9238,2024-02-18T16-06,ERCO,SUN,Solar,16508,megawatthours,2024-02-18,15
9237,2024-02-18T16-06,ERCO,NG,Natural Gas,14064,megawatthours,2024-02-18,15
9234,2024-02-18T17-06,ERCO,NG,Natural Gas,14466,megawatthours,2024-02-18,16
9235,2024-02-18T17-06,ERCO,SUN,Solar,14730,megawatthours,2024-02-18,16
9236,2024-02-18T17-06,ERCO,WND,Wind,5095,megawatthours,2024-02-18,16
9233,2024-02-18T18-06,ERCO,WND,Wind,6062,megawatthours,2024-02-18,17
9232,2024-02-18T18-06,ERCO,SUN,Solar,6481,megawatthours,2024-02-18,17
9231,2024-02-18T18-06,ERCO,NG,Natural Gas,21250,megawatthours,2024-02-18,17
9230,2024-02-18T19-06,ERCO,WND,Wind,7790,megawatthours,2024-02-18,18
9229,2024-02-18T19-06,ERCO,SUN,Solar,372,megawatthours,2024-02-18,18
9228,2024-02-18T19-06,ERCO,NG,Natural Gas,26342,megawatthours,2024-02-18,18
9225,2024-02-18T20-06,ERCO,NG,Natural Gas,26408,megawatthours,2024-02-18,19
9226,2024-02-18T20-06,ERCO,SUN,Solar,0,megawatthours,2024-02-18,19
9227,2024-02-18T20-06,ERCO,WND,Wind,11458,megawatthours,2024-02-18,19
9224,2024-02-18T21-06,ERCO,WND,Wind,14780,megawatthours,2024-02-18,20
9223,2024-02-18T21-06,ERCO,SUN,Solar,1,megawatthours,2024-02-18,20
9222,2024-02-18T21-06,ERCO,NG,Natural Gas,24698,megawatthours,2024-02-18,20
9221,2024-02-18T22-06,ERCO,WND,Wind,18371,megawatthours,2024-02-18,21
9220,2024-02-18T22-06,ERCO,SUN,Solar,1,megawatthours,2024-02-18,21
9219,2024-02-18T22-06,ERCO,NG,Natural Gas,21751,megawatthours,2024-02-18,21
9218,2024-02-18T23-06,ERCO,WND,Wind,21350,megawatthours,2024-02-18,22
9217,2024-02-18T23-06,ERCO,SUN,Solar,1,megawatthours,2024-02-18,22
9216,2024-02-18T23-06,ERCO,NG,Natural Gas,17999,megawatthours,2024-02-18,22
9215,2024-02-19T00-06,ERCO,WND,Wind,22382,megawatthours,2024-02-18,23
9214,2024-02-19T00-06,ERCO,SUN,Solar,1,megawatthours,2024-02-18,23
9213,2024-02-19T00-06,ERCO,NG,Natural Gas,16208,megawatthours,2024-02-18,23
9210,2024-02-19T01-06,ERCO,NG,Natural Gas,15251,megawatthours,2024-02-19,0
9211,2024-02-19T01-06,ERCO,SUN,Solar,1,megawatthours,2024-02-19,0
9212,2024-02-19T01-06,ERCO,WND,Wind,22671,megawatthours,2024-02-19,0
9209,2024-02-19T02-06,ERCO,WND,Wind,22634,megawatthours,2024-02-19,1
9208,2024-02-19T02-06,ERCO,SUN,Solar,1,megawatthours,2024-02-19,1
9207,2024-02-19T02-06,ERCO,NG,Natural Gas,15007,megawatthours,2024-02-19,1
9206,2024-02-19T03-06,ERCO,WND,Wind,22575,megawatthours,2024-02-19,2
9205,2024-02-19T03-06,ERCO,SUN,Solar,1,megawatthours,2024-02-19,2
9204,2024-02-19T03-06,ERCO,NG,Natural Gas,15324,megawatthours,2024-02-19,2
9203,2024-02-19T04-06,ERCO,WND,Wind,22138,megawatthours,2024-02-19,3
9202,2024-02-19T04-06,ERCO,SUN,Solar,1,megawatthours,2024-02-19,3
9201,2024-02-19T04-06,ERCO,NG,Natural Gas,16475,megawatthours,2024-02-19,3
9200,2024-02-19T05-06,ERCO,WND,Wind,21451,megawatthours,2024-02-19,4
9199,2024-02-19T05-06,ERCO,SUN,Solar,1,megawatthours,2024-02-19,4
9198,2024-02-19T05-06,ERCO,NG,Natural Gas,18617,megawatthours,2024-02-19,4
9196,2024-02-19T06-06,ERCO,SUN,Solar,1,megawatthours,2024-02-19,5
9195,2024-02-19T06-06,ERCO,NG,Natural Gas,20488,megawatthours,2024-02-19,5
9197,2024-02-19T06-06,ERCO,WND,Wind,21123,megawatthours,2024-02-19,5
9193,2024-02-19T07-06,ERCO,SUN,Solar,1,megawatthours,2024-02-19,6
9192,2024-02-19T07-06,ERCO,NG,Natural Gas,22056,megawatthours,2024-02-19,6
9194,2024-02-19T07-06,ERCO,WND,Wind,20758,megawatthours,2024-02-19,6
9190,2024-02-19T08-06,ERCO,SUN,Solar,1473,megawatthours,2024-02-19,7
9189,2024-02-19T08-06,ERCO,NG,Natural Gas,22698,megawatthours,2024-02-19,7
9191,2024-02-19T08-06,ERCO,WND,Wind,20064,megawatthours,2024-02-19,7
9187,2024-02-19T09-06,ERCO,SUN,Solar,10745,megawatthours,2024-02-19,8
9186,2024-02-19T09-06,ERCO,NG,Natural Gas,17346,megawatthours,2024-02-19,8
9188,2024-02-19T09-06,ERCO,WND,Wind,16947,megawatthours,2024-02-19,8
9184,2024-02-19T10-06,ERCO,SUN,Solar,16645,megawatthours,2024-02-19,9
9183,2024-02-19T10-06,ERCO,NG,Natural Gas,15170,megawatthours,2024-02-19,9
9185,2024-02-19T10-06,ERCO,WND,Wind,11131,megawatthours,2024-02-19,9
9182,2024-02-19T11-06,ERCO,WND,Wind,8613,megawatthours,2024-02-19,10
9181,2024-02-19T11-06,ERCO,SUN,Solar,17123,megawatthours,2024-02-19,10
9180,2024-02-19T11-06,ERCO,NG,Natural Gas,14897,megawatthours,2024-02-19,10
9179,2024-02-19T12-06,ERCO,WND,Wind,7452,megawatthours,2024-02-19,11
9178,2024-02-19T12-06,ERCO,SUN,Solar,16969,megawatthours,2024-02-19,11
9177,2024-02-19T12-06,ERCO,NG,Natural Gas,14065,megawatthours,2024-02-19,11
9174,2024-02-19T13-06,ERCO,NG,Natural Gas,13576,megawatthours,2024-02-19,12
9175,2024-02-19T13-06,ERCO,SUN,Solar,16765,megawatthours,2024-02-19,12
9176,2024-02-19T13-06,ERCO,WND,Wind,6175,megawatthours,2024-02-19,12
9173,2024-02-19T14-06,ERCO,WND,Wind,5130,megawatthours,2024-02-19,13
9172,2024-02-19T14-06,ERCO,SUN,Solar,16677,megawatthours,2024-02-19,13
9171,2024-02-19T14-06,ERCO,NG,Natural Gas,13798,megawatthours,2024-02-19,13
9170,2024-02-19T15-06,ERCO,WND,Wind,4982,megawatthours,2024-02-19,14
9169,2024-02-19T15-06,ERCO,SUN,Solar,16840,megawatthours,2024-02-19,14
9168,2024-02-19T15-06,ERCO,NG,Natural Gas,13249,megawatthours,2024-02-19,14
9165,2024-02-19T16-06,ERCO,NG,Natural Gas,12910,megawatthours,2024-02-19,15
9166,2024-02-19T16-06,ERCO,SUN,Solar,16965,megawatthours,2024-02-19,15
9167,2024-02-19T16-06,ERCO,WND,Wind,4895,megawatthours,2024-02-19,15
9164,2024-02-19T17-06,ERCO,WND,Wind,4817,megawatthours,2024-02-19,16
9163,2024-02-19T17-06,ERCO,SUN,Solar,15306,megawatthours,2024-02-19,16
9162,2024-02-19T17-06,ERCO,NG,Natural Gas,14708,megawatthours,2024-02-19,16
9161,2024-02-19T18-06,ERCO,WND,Wind,4218,megawatthours,2024-02-19,17
9160,2024-02-19T18-06,ERCO,SUN,Solar,6939,megawatthours,2024-02-19,17
9159,2024-02-19T18-06,ERCO,NG,Natural Gas,22563,megawatthours,2024-02-19,17
9156,2024-02-19T19-06,ERCO,NG,Natural Gas,29526,megawatthours,2024-02-19,18
9157,2024-02-19T19-06,ERCO,SUN,Solar,302,megawatthours,2024-02-19,18
9158,2024-02-19T19-06,ERCO,WND,Wind,3682,megawatthours,2024-02-19,18
9155,2024-02-19T20-06,ERCO,WND,Wind,5438,megawatthours,2024-02-19,19
9154,2024-02-19T20-06,ERCO,SUN,Solar,0,megawatthours,2024-02-19,19
9153,2024-02-19T20-06,ERCO,NG,Natural Gas,29553,megawatthours,2024-02-19,19
9152,2024-02-19T21-06,ERCO,WND,Wind,7719,megawatthours,2024-02-19,20
9151,2024-02-19T21-06,ERCO,SUN,Solar,0,megawatthours,2024-02-19,20
9150,2024-02-19T21-06,ERCO,NG,Natural Gas,27753,megawatthours,2024-02-19,20
9148,2024-02-19T22-06,ERCO,SUN,Solar,0,megawatthours,2024-02-19,21
9147,2024-02-19T22-06,ERCO,NG,Natural Gas,24721,megawatthours,2024-02-19,21
9149,2024-02-19T22-06,ERCO,WND,Wind,10832,megawatthours,2024-02-19,21
9146,2024-02-19T23-06,ERCO,WND,Wind,13270,megawatthours,2024-02-19,22
9145,2024-02-19T23-06,ERCO,SUN,Solar,0,megawatthours,2024-02-19,22
9144,2024-02-19T23-06,ERCO,NG,Natural Gas,21804,megawatthours,2024-02-19,22
9143,2024-02-20T00-06,ERCO,WND,Wind,15680,megawatthours,2024-02-19,23
9142,2024-02-20T00-06,ERCO,SUN,Solar,0,megawatthours,2024-02-19,23
9141,2024-02-20T00-06,ERCO,NG,Natural Gas,17868,megawatthours,2024-02-19,23
9138,2024-02-20T01-06,ERCO,NG,Natural Gas,15654,megawatthours,2024-02-20,0
9139,2024-02-20T01-06,ERCO,SUN,Solar,0,megawatthours,2024-02-20,0
9140,2024-02-20T01-06,ERCO,WND,Wind,16912,megawatthours,2024-02-20,0
9137,2024-02-20T02-06,ERCO,WND,Wind,17368,megawatthours,2024-02-20,1
9136,2024-02-20T02-06,ERCO,SUN,Solar,0,megawatthours,2024-02-20,1
9135,2024-02-20T02-06,ERCO,NG,Natural Gas,14876,megawatthours,2024-02-20,1
9134,2024-02-20T03-06,ERCO,WND,Wind,18208,megawatthours,2024-02-20,2
9133,2024-02-20T03-06,ERCO,SUN,Solar,0,megawatthours,2024-02-20,2
9132,2024-02-20T03-06,ERCO,NG,Natural Gas,14082,megawatthours,2024-02-20,2
9129,2024-02-20T04-06,ERCO,NG,Natural Gas,14591,megawatthours,2024-02-20,3
9130,2024-02-20T04-06,ERCO,SUN,Solar,0,megawatthours,2024-02-20,3
9131,2024-02-20T04-06,ERCO,WND,Wind,18021,megawatthours,2024-02-20,3
9128,2024-02-20T05-06,ERCO,WND,Wind,18367,megawatthours,2024-02-20,4
9127,2024-02-20T05-06,ERCO,SUN,Solar,1,megawatthours,2024-02-20,4
9126,2024-02-20T05-06,ERCO,NG,Natural Gas,15651,megawatthours,2024-02-20,4
9125,2024-02-20T06-06,ERCO,WND,Wind,17387,megawatthours,2024-02-20,5
9124,2024-02-20T06-06,ERCO,SUN,Solar,0,megawatthours,2024-02-20,5
9123,2024-02-20T06-06,ERCO,NG,Natural Gas,19204,megawatthours,2024-02-20,5
9120,2024-02-20T07-06,ERCO,NG,Natural Gas,22335,megawatthours,2024-02-20,6
9121,2024-02-20T07-06,ERCO,SUN,Solar,1,megawatthours,2024-02-20,6
9122,2024-02-20T07-06,ERCO,WND,Wind,16281,megawatthours,2024-02-20,6
9119,2024-02-20T08-06,ERCO,WND,Wind,15158,megawatthours,2024-02-20,7
9118,2024-02-20T08-06,ERCO,SUN,Solar,1283,megawatthours,2024-02-20,7
9117,2024-02-20T08-06,ERCO,NG,Natural Gas,22624,megawatthours,2024-02-20,7
9116,2024-02-20T09-06,ERCO,WND,Wind,13814,megawatthours,2024-02-20,8
9115,2024-02-20T09-06,ERCO,SUN,Solar,9404,megawatthours,2024-02-20,8
9114,2024-02-20T09-06,ERCO,NG,Natural Gas,16025,megawatthours,2024-02-20,8
9112,2024-02-20T10-06,ERCO,SUN,Solar,15570,megawatthours,2024-02-20,9
9111,2024-02-20T10-06,ERCO,NG,Natural Gas,12809,megawatthours,2024-02-20,9
9113,2024-02-20T10-06,ERCO,WND,Wind,9622,megawatthours,2024-02-20,9
9109,2024-02-20T11-06,ERCO,SUN,Solar,16411,megawatthours,2024-02-20,10
9108,2024-02-20T11-06,ERCO,NG,Natural Gas,12722,megawatthours,2024-02-20,10
9110,2024-02-20T11-06,ERCO,WND,Wind,7649,megawatthours,2024-02-20,10
9107,2024-02-20T12-06,ERCO,WND,Wind,7381,megawatthours,2024-02-20,11
9106,2024-02-20T12-06,ERCO,SUN,Solar,16168,megawatthours,2024-02-20,11
9105,2024-02-20T12-06,ERCO,NG,Natural Gas,12117,megawatthours,2024-02-20,11
9104,2024-02-20T13-06,ERCO,WND,Wind,8373,megawatthours,2024-02-20,12
9103,2024-02-20T13-06,ERCO,SUN,Solar,15834,megawatthours,2024-02-20,12
9102,2024-02-20T13-06,ERCO,NG,Natural Gas,11181,megawatthours,2024-02-20,12
9099,2024-02-20T14-06,ERCO,NG,Natural Gas,10638,megawatthours,2024-02-20,13
9100,2024-02-20T14-06,ERCO,SUN,Solar,15207,megawatthours,2024-02-20,13
9101,2024-02-20T14-06,ERCO,WND,Wind,10201,megawatthours,2024-02-20,13
9098,2024-02-20T15-06,ERCO,WND,Wind,12768,megawatthours,2024-02-20,14
9097,2024-02-20T15-06,ERCO,SUN,Solar,12634,megawatthours,2024-02-20,14
9096,2024-02-20T15-06,ERCO,NG,Natural Gas,10957,megawatthours,2024-02-20,14
9095,2024-02-20T16-06,ERCO,WND,Wind,14367,megawatthours,2024-02-20,15
9094,2024-02-20T16-06,ERCO,SUN,Solar,10717,megawatthours,2024-02-20,15
9093,2024-02-20T16-06,ERCO,NG,Natural Gas,11873,megawatthours,2024-02-20,15
9091,2024-02-20T17-06,ERCO,SUN,Solar,9115,megawatthours,2024-02-20,16
9090,2024-02-20T17-06,ERCO,NG,Natural Gas,13282,megawatthours,2024-02-20,16
9092,2024-02-20T17-06,ERCO,WND,Wind,15209,megawatthours,2024-02-20,16
9089,2024-02-20T18-06,ERCO,WND,Wind,15316,megawatthours,2024-02-20,17
9088,2024-02-20T18-06,ERCO,SUN,Solar,6284,megawatthours,2024-02-20,17
9087,2024-02-20T18-06,ERCO,NG,Natural Gas,15974,megawatthours,2024-02-20,17
9086,2024-02-20T19-06,ERCO,WND,Wind,15504,megawatthours,2024-02-20,18
9085,2024-02-20T19-06,ERCO,SUN,Solar,434,megawatthours,2024-02-20,18
9084,2024-02-20T19-06,ERCO,NG,Natural Gas,21430,megawatthours,2024-02-20,18
9081,2024-02-20T20-06,ERCO,NG,Natural Gas,20369,megawatthours,2024-02-20,19
9082,2024-02-20T20-06,ERCO,SUN,Solar,0,megawatthours,2024-02-20,19
9083,2024-02-20T20-06,ERCO,WND,Wind,18280,megawatthours,2024-02-20,19
9080,2024-02-20T21-06,ERCO,WND,Wind,21295,megawatthours,2024-02-20,20
9079,2024-02-20T21-06,ERCO,SUN,Solar,1,megawatthours,2024-02-20,20
9078,2024-02-20T21-06,ERCO,NG,Natural Gas,17021,megawatthours,2024-02-20,20
9077,2024-02-20T22-06,ERCO,WND,Wind,24074,megawatthours,2024-02-20,21
9076,2024-02-20T22-06,ERCO,SUN,Solar,1,megawatthours,2024-02-20,21
9075,2024-02-20T22-06,ERCO,NG,Natural Gas,12938,megawatthours,2024-02-20,21
9073,2024-02-20T23-06,ERCO,SUN,Solar,0,megawatthours,2024-02-20,22
9072,2024-02-20T23-06,ERCO,NG,Natural Gas,9769,megawatthours,2024-02-20,22
9074,2024-02-20T23-06,ERCO,WND,Wind,25267,megawatthours,2024-02-20,22
9069,2024-02-21T00-06,ERCO,NG,Natural Gas,7965,megawatthours,2024-02-20,23
9070,2024-02-21T00-06,ERCO,SUN,Solar,1,megawatthours,2024-02-20,23
9071,2024-02-21T00-06,ERCO,WND,Wind,24867,megawatthours,2024-02-20,23
9068,2024-02-21T01-06,ERCO,WND,Wind,23975,megawatthours,2024-02-21,0
9067,2024-02-21T01-06,ERCO,SUN,Solar,0,megawatthours,2024-02-21,0
9066,2024-02-21T01-06,ERCO,NG,Natural Gas,7051,megawatthours,2024-02-21,0
9065,2024-02-21T02-06,ERCO,WND,Wind,22656,megawatthours,2024-02-21,1
9064,2024-02-21T02-06,ERCO,SUN,Solar,0,megawatthours,2024-02-21,1
9063,2024-02-21T02-06,ERCO,NG,Natural Gas,7030,megawatthours,2024-02-21,1
9060,2024-02-21T03-06,ERCO,NG,Natural Gas,7106,megawatthours,2024-02-21,2
9061,2024-02-21T03-06,ERCO,SUN,Solar,0,megawatthours,2024-02-21,2
9062,2024-02-21T03-06,ERCO,WND,Wind,21995,megawatthours,2024-02-21,2
9059,2024-02-21T04-06,ERCO,WND,Wind,21972,megawatthours,2024-02-21,3
9058,2024-02-21T04-06,ERCO,SUN,Solar,0,megawatthours,2024-02-21,3
9057,2024-02-21T04-06,ERCO,NG,Natural Gas,7141,megawatthours,2024-02-21,3
9056,2024-02-21T05-06,ERCO,WND,Wind,22512,megawatthours,2024-02-21,4
9055,2024-02-21T05-06,ERCO,SUN,Solar,0,megawatthours,2024-02-21,4
9054,2024-02-21T05-06,ERCO,NG,Natural Gas,7391,megawatthours,2024-02-21,4
9051,2024-02-21T06-06,ERCO,NG,Natural Gas,9614,megawatthours,2024-02-21,5
9052,2024-02-21T06-06,ERCO,SUN,Solar,0,megawatthours,2024-02-21,5
9053,2024-02-21T06-06,ERCO,WND,Wind,21671,megawatthours,2024-02-21,5
9050,2024-02-21T07-06,ERCO,WND,Wind,21024,megawatthours,2024-02-21,6
9049,2024-02-21T07-06,ERCO,SUN,Solar,1,megawatthours,2024-02-21,6
9048,2024-02-21T07-06,ERCO,NG,Natural Gas,12179,megawatthours,2024-02-21,6
9047,2024-02-21T08-06,ERCO,WND,Wind,19812,megawatthours,2024-02-21,7
9046,2024-02-21T08-06,ERCO,SUN,Solar,971,megawatthours,2024-02-21,7
9045,2024-02-21T08-06,ERCO,NG,Natural Gas,12989,megawatthours,2024-02-21,7
9044,2024-02-21T09-06,ERCO,WND,Wind,17973,megawatthours,2024-02-21,8
9043,2024-02-21T09-06,ERCO,SUN,Solar,8034,megawatthours,2024-02-21,8
9042,2024-02-21T09-06,ERCO,NG,Natural Gas,9651,megawatthours,2024-02-21,8
9039,2024-02-21T10-06,ERCO,NG,Natural Gas,7596,megawatthours,2024-02-21,9
9041,2024-02-21T10-06,ERCO,WND,Wind,14791,megawatthours,2024-02-21,9
9040,2024-02-21T10-06,ERCO,SUN,Solar,13534,megawatthours,2024-02-21,9
9037,2024-02-21T11-06,ERCO,SUN,Solar,14448,megawatthours,2024-02-21,10
9036,2024-02-21T11-06,ERCO,NG,Natural Gas,8506,megawatthours,2024-02-21,10
9038,2024-02-21T11-06,ERCO,WND,Wind,13403,megawatthours,2024-02-21,10
9034,2024-02-21T12-06,ERCO,SUN,Solar,14838,megawatthours,2024-02-21,11
9033,2024-02-21T12-06,ERCO,NG,Natural Gas,7657,megawatthours,2024-02-21,11
9035,2024-02-21T12-06,ERCO,WND,Wind,13987,megawatthours,2024-02-21,11
9030,2024-02-21T13-06,ERCO,NG,Natural Gas,6528,megawatthours,2024-02-21,12
9031,2024-02-21T13-06,ERCO,SUN,Solar,14486,megawatthours,2024-02-21,12
9032,2024-02-21T13-06,ERCO,WND,Wind,16307,megawatthours,2024-02-21,12
9029,2024-02-21T14-06,ERCO,WND,Wind,20413,megawatthours,2024-02-21,13
9028,2024-02-21T14-06,ERCO,SUN,Solar,11462,megawatthours,2024-02-21,13
9027,2024-02-21T14-06,ERCO,NG,Natural Gas,6560,megawatthours,2024-02-21,13
9026,2024-02-21T15-06,ERCO,WND,Wind,23202,megawatthours,2024-02-21,14
9025,2024-02-21T15-06,ERCO,SUN,Solar,8931,megawatthours,2024-02-21,14
9024,2024-02-21T15-06,ERCO,NG,Natural Gas,6769,megawatthours,2024-02-21,14
9021,2024-02-21T16-06,ERCO,NG,Natural Gas,7159,megawatthours,2024-02-21,15
9022,2024-02-21T16-06,ERCO,SUN,Solar,7622,megawatthours,2024-02-21,15
9023,2024-02-21T16-06,ERCO,WND,Wind,24493,megawatthours,2024-02-21,15
9020,2024-02-21T17-06,ERCO,WND,Wind,24616,megawatthours,2024-02-21,16
9019,2024-02-21T17-06,ERCO,SUN,Solar,7062,megawatthours,2024-02-21,16
9018,2024-02-21T17-06,ERCO,NG,Natural Gas,7832,megawatthours,2024-02-21,16
9017,2024-02-21T18-06,ERCO,WND,Wind,24914,megawatthours,2024-02-21,17
9016,2024-02-21T18-06,ERCO,SUN,Solar,2851,megawatthours,2024-02-21,17
9015,2024-02-21T18-06,ERCO,NG,Natural Gas,11211,megawatthours,2024-02-21,17
9013,2024-02-21T19-06,ERCO,SUN,Solar,168,megawatthours,2024-02-21,18
9012,2024-02-21T19-06,ERCO,NG,Natural Gas,12362,megawatthours,2024-02-21,18
9014,2024-02-21T19-06,ERCO,WND,Wind,25342,megawatthours,2024-02-21,18
9011,2024-02-21T20-06,ERCO,WND,Wind,25686,megawatthours,2024-02-21,19
9010,2024-02-21T20-06,ERCO,SUN,Solar,1,megawatthours,2024-02-21,19
9009,2024-02-21T20-06,ERCO,NG,Natural Gas,12356,megawatthours,2024-02-21,19
9008,2024-02-21T21-06,ERCO,WND,Wind,25851,megawatthours,2024-02-21,20
9007,2024-02-21T21-06,ERCO,SUN,Solar,1,megawatthours,2024-02-21,20
9006,2024-02-21T21-06,ERCO,NG,Natural Gas,12037,megawatthours,2024-02-21,20
9003,2024-02-21T22-06,ERCO,NG,Natural Gas,11036,megawatthours,2024-02-21,21
9004,2024-02-21T22-06,ERCO,SUN,Solar,1,megawatthours,2024-02-21,21
9005,2024-02-21T22-06,ERCO,WND,Wind,25781,megawatthours,2024-02-21,21
9002,2024-02-21T23-06,ERCO,WND,Wind,25364,megawatthours,2024-02-21,22
9001,2024-02-21T23-06,ERCO,SUN,Solar,1,megawatthours,2024-02-21,22
9000,2024-02-21T23-06,ERCO,NG,Natural Gas,9430,megawatthours,2024-02-21,22
8999,2024-02-22T00-06,ERCO,WND,Wind,24709,megawatthours,2024-02-21,23
8998,2024-02-22T00-06,ERCO,SUN,Solar,1,megawatthours,2024-02-21,23
8997,2024-02-22T00-06,ERCO,NG,Natural Gas,7803,megawatthours,2024-02-21,23
8995,2024-02-22T01-06,ERCO,SUN,Solar,1,megawatthours,2024-02-22,0
8994,2024-02-22T01-06,ERCO,NG,Natural Gas,7076,megawatthours,2024-02-22,0
8996,2024-02-22T01-06,ERCO,WND,Wind,23396,megawatthours,2024-02-22,0
8991,2024-02-22T02-06,ERCO,NG,Natural Gas,7313,megawatthours,2024-02-22,1
8992,2024-02-22T02-06,ERCO,SUN,Solar,1,megawatthours,2024-02-22,1
8993,2024-02-22T02-06,ERCO,WND,Wind,22106,megawatthours,2024-02-22,1
8990,2024-02-22T03-06,ERCO,WND,Wind,20059,megawatthours,2024-02-22,2
8989,2024-02-22T03-06,ERCO,SUN,Solar,1,megawatthours,2024-02-22,2
8988,2024-02-22T03-06,ERCO,NG,Natural Gas,8416,megawatthours,2024-02-22,2
8987,2024-02-22T04-06,ERCO,WND,Wind,19805,megawatthours,2024-02-22,3
8986,2024-02-22T04-06,ERCO,SUN,Solar,1,megawatthours,2024-02-22,3
8985,2024-02-22T04-06,ERCO,NG,Natural Gas,8480,megawatthours,2024-02-22,3
8982,2024-02-22T05-06,ERCO,NG,Natural Gas,7729,megawatthours,2024-02-22,4
8983,2024-02-22T05-06,ERCO,SUN,Solar,1,megawatthours,2024-02-22,4
8984,2024-02-22T05-06,ERCO,WND,Wind,20937,megawatthours,2024-02-22,4
8981,2024-02-22T06-06,ERCO,WND,Wind,21025,megawatthours,2024-02-22,5
8980,2024-02-22T06-06,ERCO,SUN,Solar,1,megawatthours,2024-02-22,5
8979,2024-02-22T06-06,ERCO,NG,Natural Gas,9020,megawatthours,2024-02-22,5
8978,2024-02-22T07-06,ERCO,WND,Wind,20721,megawatthours,2024-02-22,6
8977,2024-02-22T07-06,ERCO,SUN,Solar,2,megawatthours,2024-02-22,6
8976,2024-02-22T07-06,ERCO,NG,Natural Gas,11121,megawatthours,2024-02-22,6
8974,2024-02-22T08-06,ERCO,SUN,Solar,883,megawatthours,2024-02-22,7
8973,2024-02-22T08-06,ERCO,NG,Natural Gas,11431,megawatthours,2024-02-22,7
8975,2024-02-22T08-06,ERCO,WND,Wind,20914,megawatthours,2024-02-22,7
8972,2024-02-22T09-06,ERCO,WND,Wind,19159,megawatthours,2024-02-22,8
8971,2024-02-22T09-06,ERCO,SUN,Solar,6349,megawatthours,2024-02-22,8
