,period,respondent,fueltype,type-name,value,value-units,Date,Hour Starting
14184,2024-04-26T00-05,ERCO,NG,Natural Gas,13300,megawatthours,2024-04-25,23
14182,2024-04-26T01-05,ERCO,SUN,Solar,1,megawatthours,2024-04-26,0
14181,2024-04-26T01-05,ERCO,NG,Natural Gas,12345,megawatthours,2024-04-26,0
14183,2024-04-26T01-05,ERCO,WND,Wind,25155,megawatthours,2024-04-26,0
14180,2024-04-26T02-05,ERCO,WND,Wind,24785,megawatthours,2024-04-26,1
14179,2024-04-26T02-05,ERCO,SUN,Solar,1,megawatthours,2024-04-26,1
14178,2024-04-26T02-05,ERCO,NG,Natural Gas,11749,megawatthours,2024-04-26,1
14177,2024-04-26T03-05,ERCO,WND,Wind,23161,megawatthours,2024-04-26,2
14176,2024-04-26T03-05,ERCO,SUN,Solar,1,megawatthours,2024-04-26,2
14175,2024-04-26T03-05,ERCO,NG,Natural Gas,11958,megawatthours,2024-04-26,2
14174,2024-04-26T04-05,ERCO,WND,Wind,21574,megawatthours,2024-04-26,3
14173,2024-04-26T04-05,ERCO,SUN,Solar,1,megawatthours,2024-04-26,3
14172,2024-04-26T04-05,ERCO,NG,Natural Gas,12437,megawatthours,2024-04-26,3
14169,2024-04-26T05-05,ERCO,NG,Natural Gas,13636,megawatthours,2024-04-26,4
14171,2024-04-26T05-05,ERCO,WND,Wind,20776,megawatthours,2024-04-26,4
14170,2024-04-26T05-05,ERCO,SUN,Solar,1,megawatthours,2024-04-26,4
14167,2024-04-26T06-05,ERCO,SUN,Solar,1,megawatthours,2024-04-26,5
14166,2024-04-26T06-05,ERCO,NG,Natural Gas,14240,megawatthours,2024-04-26,5
14168,2024-04-26T06-05,ERCO,WND,Wind,20788,megawatthours,2024-04-26,5
14165,2024-04-26T07-05,ERCO,WND,Wind,21120,megawatthours,2024-04-26,6
14164,2024-04-26T07-05,ERCO,SUN,Solar,1,megawatthours,2024-04-26,6
14163,2024-04-26T07-05,ERCO,NG,Natural Gas,14946,megawatthours,2024-04-26,6
14162,2024-04-26T08-05,ERCO,WND,Wind,21168,megawatthours,2024-04-26,7
14161,2024-04-26T08-05,ERCO,SUN,Solar,959,megawatthours,2024-04-26,7
14160,2024-04-26T08-05,ERCO,NG,Natural Gas,14883,megawatthours,2024-04-26,7
14159,2024-04-26T09-05,ERCO,WND,Wind,18905,megawatthours,2024-04-26,8
14158,2024-04-26T09-05,ERCO,SUN,Solar,6076,megawatthours,2024-04-26,8
14157,2024-04-26T09-05,ERCO,NG,Natural Gas,14621,megawatthours,2024-04-26,8
14154,2024-04-26T10-05,ERCO,NG,Natural Gas,14985,megawatthours,2024-04-26,9
14156,2024-04-26T10-05,ERCO,WND,Wind,17024,megawatthours,2024-04-26,9
14155,2024-04-26T10-05,ERCO,SUN,Solar,9361,megawatthours,2024-04-26,9
14151,2024-04-26T11-05,ERCO,NG,Natural Gas,15094,megawatthours,2024-04-26,10
14152,2024-04-26T11-05,ERCO,SUN,Solar,10138,megawatthours,2024-04-26,10
14153,2024-04-26T11-05,ERCO,WND,Wind,17744,megawatthours,2024-04-26,10
14150,2024-04-26T12-05,ERCO,WND,Wind,17993,megawatthours,2024-04-26,11
14149,2024-04-26T12-05,ERCO,SUN,Solar,10174,megawatthours,2024-04-26,11
14148,2024-04-26T12-05,ERCO,NG,Natural Gas,15473,megawatthours,2024-04-26,11
14147,2024-04-26T13-05,ERCO,WND,Wind,18872,megawatthours,2024-04-26,12
14146,2024-04-26T13-05,ERCO,SUN,Solar,9713,megawatthours,2024-04-26,12
14145,2024-04-26T13-05,ERCO,NG,Natural Gas,15638,megawatthours,2024-04-26,12
14142,2024-04-26T14-05,ERCO,NG,Natural Gas,15929,megawatthours,2024-04-26,13
14144,2024-04-26T14-05,ERCO,WND,Wind,19511,megawatthours,2024-04-26,13
14143,2024-04-26T14-05,ERCO,SUN,Solar,9176,megawatthours,2024-04-26,13
14140,2024-04-26T15-05,ERCO,SUN,Solar,9906,megawatthours,2024-04-26,14
14139,2024-04-26T15-05,ERCO,NG,Natural Gas,15587,megawatthours,2024-04-26,14
14141,2024-04-26T15-05,ERCO,WND,Wind,20211,megawatthours,2024-04-26,14
14136,2024-04-26T16-05,ERCO,NG,Natural Gas,16154,megawatthours,2024-04-26,15
14137,2024-04-26T16-05,ERCO,SUN,Solar,10530,megawatthours,2024-04-26,15
14138,2024-04-26T16-05,ERCO,WND,Wind,19882,megawatthours,2024-04-26,15
14135,2024-04-26T17-05,ERCO,WND,Wind,20345,megawatthours,2024-04-26,16
14134,2024-04-26T17-05,ERCO,SUN,Solar,9641,megawatthours,2024-04-26,16
14133,2024-04-26T17-05,ERCO,NG,Natural Gas,17168,megawatthours,2024-04-26,16
14132,2024-04-26T18-05,ERCO,WND,Wind,19977,megawatthours,2024-04-26,17
14131,2024-04-26T18-05,ERCO,SUN,Solar,8704,megawatthours,2024-04-26,17
14130,2024-04-26T18-05,ERCO,NG,Natural Gas,18509,megawatthours,2024-04-26,17
14129,2024-04-26T19-05,ERCO,WND,Wind,18765,megawatthours,2024-04-26,18
14128,2024-04-26T19-05,ERCO,SUN,Solar,7984,megawatthours,2024-04-26,18
14127,2024-04-26T19-05,ERCO,NG,Natural Gas,19312,megawatthours,2024-04-26,18
14125,2024-04-26T20-05,ERCO,SUN,Solar,3429,megawatthours,2024-04-26,19
14124,2024-04-26T20-05,ERCO,NG,Natural Gas,22513,megawatthours,2024-04-26,19
14126,2024-04-26T20-05,ERCO,WND,Wind,17005,megawatthours,2024-04-26,19
14123,2024-04-26T21-05,ERCO,WND,Wind,16147,megawatthours,2024-04-26,20
14122,2024-04-26T21-05,ERCO,SUN,Solar,93,megawatthours,2024-04-26,20
14121,2024-04-26T21-05,ERCO,NG,Natural Gas,24560,megawatthours,2024-04-26,20
14120,2024-04-26T22-05,ERCO,WND,Wind,17796,megawatthours,2024-04-26,21
14119,2024-04-26T22-05,ERCO,SUN,Solar,0,megawatthours,2024-04-26,21
14118,2024-04-26T22-05,ERCO,NG,Natural Gas,23836,megawatthours,2024-04-26,21
14117,2024-04-26T23-05,ERCO,WND,Wind,20322,megawatthours,2024-04-26,22
14116,2024-04-26T23-05,ERCO,SUN,Solar,0,megawatthours,2024-04-26,22
14115,2024-04-26T23-05,ERCO,NG,Natural Gas,20730,megawatthours,2024-04-26,22
14112,2024-04-27T00-05,ERCO,NG,Natural Gas,17546,megawatthours,2024-04-26,23
14114,2024-04-27T00-05,ERCO,WND,Wind,22236,megawatthours,2024-04-26,23
14113,2024-04-27T00-05,ERCO,SUN,Solar,0,megawatthours,2024-04-26,23
14110,2024-04-27T01-05,ERCO,SUN,Solar,0,megawatthours,2024-04-27,0
14109,2024-04-27T01-05,ERCO,NG,Natural Gas,14309,megawatthours,2024-04-27,0
14111,2024-04-27T01-05,ERCO,WND,Wind,24195,megawatthours,2024-04-27,0
14108,2024-04-27T02-05,ERCO,WND,Wind,24929,megawatthours,2024-04-27,1
14107,2024-04-27T02-05,ERCO,SUN,Solar,0,megawatthours,2024-04-27,1
14106,2024-04-27T02-05,ERCO,NG,Natural Gas,12176,megawatthours,2024-04-27,1
14105,2024-04-27T03-05,ERCO,WND,Wind,25076,megawatthours,2024-04-27,2
14104,2024-04-27T03-05,ERCO,SUN,Solar,0,megawatthours,2024-04-27,2
14103,2024-04-27T03-05,ERCO,NG,Natural Gas,10985,megawatthours,2024-04-27,2
14102,2024-04-27T04-05,ERCO,WND,Wind,24779,megawatthours,2024-04-27,3
14101,2024-04-27T04-05,ERCO,SUN,Solar,1,megawatthours,2024-04-27,3
14100,2024-04-27T04-05,ERCO,NG,Natural Gas,10374,megawatthours,2024-04-27,3
14097,2024-04-27T05-05,ERCO,NG,Natural Gas,10206,megawatthours,2024-04-27,4
14099,2024-04-27T05-05,ERCO,WND,Wind,24805,megawatthours,2024-04-27,4
14098,2024-04-27T05-05,ERCO,SUN,Solar,0,megawatthours,2024-04-27,4
14094,2024-04-27T06-05,ERCO,NG,Natural Gas,10416,megawatthours,2024-04-27,5
14095,2024-04-27T06-05,ERCO,SUN,Solar,0,megawatthours,2024-04-27,5
14096,2024-04-27T06-05,ERCO,WND,Wind,24866,megawatthours,2024-04-27,5
14093,2024-04-27T07-05,ERCO,WND,Wind,24670,megawatthours,2024-04-27,6
14092,2024-04-27T07-05,ERCO,SUN,Solar,4,megawatthours,2024-04-27,6
14091,2024-04-27T07-05,ERCO,NG,Natural Gas,11435,megawatthours,2024-04-27,6
14090,2024-04-27T08-05,ERCO,WND,Wind,23422,megawatthours,2024-04-27,7
14089,2024-04-27T08-05,ERCO,SUN,Solar,729,megawatthours,2024-04-27,7
14088,2024-04-27T08-05,ERCO,NG,Natural Gas,12602,megawatthours,2024-04-27,7
14085,2024-04-27T09-05,ERCO,NG,Natural Gas,12766,megawatthours,2024-04-27,8
14087,2024-04-27T09-05,ERCO,WND,Wind,21927,megawatthours,2024-04-27,8
14086,2024-04-27T09-05,ERCO,SUN,Solar,4147,megawatthours,2024-04-27,8
14083,2024-04-27T10-05,ERCO,SUN,Solar,6966,megawatthours,2024-04-27,9
14082,2024-04-27T10-05,ERCO,NG,Natural Gas,12668,megawatthours,2024-04-27,9
14084,2024-04-27T10-05,ERCO,WND,Wind,21495,megawatthours,2024-04-27,9
14079,2024-04-27T11-05,ERCO,NG,Natural Gas,13809,megawatthours,2024-04-27,10
14080,2024-04-27T11-05,ERCO,SUN,Solar,7333,megawatthours,2024-04-27,10
14081,2024-04-27T11-05,ERCO,WND,Wind,21688,megawatthours,2024-04-27,10
14078,2024-04-27T12-05,ERCO,WND,Wind,20991,megawatthours,2024-04-27,11
14077,2024-04-27T12-05,ERCO,SUN,Solar,9428,megawatthours,2024-04-27,11
14076,2024-04-27T12-05,ERCO,NG,Natural Gas,13910,megawatthours,2024-04-27,11
14075,2024-04-27T13-05,ERCO,WND,Wind,20672,megawatthours,2024-04-27,12
14074,2024-04-27T13-05,ERCO,SUN,Solar,10709,megawatthours,2024-04-27,12
14073,2024-04-27T13-05,ERCO,NG,Natural Gas,14484,megawatthours,2024-04-27,12
14072,2024-04-27T14-05,ERCO,WND,Wind,20665,megawatthours,2024-04-27,13
14071,2024-04-27T14-05,ERCO,SUN,Solar,11500,megawatthours,2024-04-27,13
14070,2024-04-27T14-05,ERCO,NG,Natural Gas,14974,megawatthours,2024-04-27,13
14068,2024-04-27T15-05,ERCO,SUN,Solar,10988,megawatthours,2024-04-27,14
14067,2024-04-27T15-05,ERCO,NG,Natural Gas,15650,megawatthours,2024-04-27,14
14069,2024-04-27T15-05,ERCO,WND,Wind,21120,megawatthours,2024-04-27,14
14066,2024-04-27T16-05,ERCO,WND,Wind,21454,megawatthours,2024-04-27,15
14065,2024-04-27T16-05,ERCO,SUN,Solar,10720,megawatthours,2024-04-27,15
14064,2024-04-27T16-05,ERCO,NG,Natural Gas,16168,megawatthours,2024-04-27,15
14063,2024-04-27T17-05,ERCO,WND,Wind,21807,megawatthours,2024-04-27,16
14062,2024-04-27T17-05,ERCO,SUN,Solar,9146,megawatthours,2024-04-27,16
14061,2024-04-27T17-05,ERCO,NG,Natural Gas,17749,megawatthours,2024-04-27,16
14060,2024-04-27T18-05,ERCO,WND,Wind,22179,megawatthours,2024-04-27,17
14059,2024-04-27T18-05,ERCO,SUN,Solar,7021,megawatthours,2024-04-27,17
14058,2024-04-27T18-05,ERCO,NG,Natural Gas,18993,megawatthours,2024-04-27,17
14055,2024-04-27T19-05,ERCO,NG,Natural Gas,19183,megawatthours,2024-04-27,18
14057,2024-04-27T19-05,ERCO,WND,Wind,22726,megawatthours,2024-04-27,18
14056,2024-04-27T19-05,ERCO,SUN,Solar,4889,megawatthours,2024-04-27,18
14053,2024-04-27T20-05,ERCO,SUN,Solar,2118,megawatthours,2024-04-27,19
14052,2024-04-27T20-05,ERCO,NG,Natural Gas,19718,megawatthours,2024-04-27,19
14054,2024-04-27T20-05,ERCO,WND,Wind,23830,megawatthours,2024-04-27,19
14051,2024-04-27T21-05,ERCO,WND,Wind,25176,megawatthours,2024-04-27,20
14050,2024-04-27T21-05,ERCO,SUN,Solar,47,megawatthours,2024-04-27,20
14049,2024-04-27T21-05,ERCO,NG,Natural Gas,20285,megawatthours,2024-04-27,20
14048,2024-04-27T22-05,ERCO,WND,Wind,25368,megawatthours,2024-04-27,21
14047,2024-04-27T22-05,ERCO,SUN,Solar,0,megawatthours,2024-04-27,21
14046,2024-04-27T22-05,ERCO,NG,Natural Gas,19574,megawatthours,2024-04-27,21
14045,2024-04-27T23-05,ERCO,WND,Wind,23292,megawatthours,2024-04-27,22
14044,2024-04-27T23-05,ERCO,SUN,Solar,1,megawatthours,2024-04-27,22
14043,2024-04-27T23-05,ERCO,NG,Natural Gas,19719,megawatthours,2024-04-27,22
14040,2024-04-28T00-05,ERCO,NG,Natural Gas,20334,megawatthours,2024-04-27,23
14042,2024-04-28T00-05,ERCO,WND,Wind,19134,megawatthours,2024-04-27,23
14041,2024-04-28T00-05,ERCO,SUN,Solar,1,megawatthours,2024-04-27,23
14037,2024-04-28T01-05,ERCO,NG,Natural Gas,20704,megawatthours,2024-04-28,0
14038,2024-04-28T01-05,ERCO,SUN,Solar,1,megawatthours,2024-04-28,0
14039,2024-04-28T01-05,ERCO,WND,Wind,16202,megawatthours,2024-04-28,0
14036,2024-04-28T02-05,ERCO,WND,Wind,12700,megawatthours,2024-04-28,1
14035,2024-04-28T02-05,ERCO,SUN,Solar,1,megawatthours,2024-04-28,1
14034,2024-04-28T02-05,ERCO,NG,Natural Gas,21630,megawatthours,2024-04-28,1
14033,2024-04-28T03-05,ERCO,WND,Wind,11668,megawatthours,2024-04-28,2
14032,2024-04-28T03-05,ERCO,SUN,Solar,1,megawatthours,2024-04-28,2
14031,2024-04-28T03-05,ERCO,NG,Natural Gas,21169,megawatthours,2024-04-28,2
14028,2024-04-28T04-05,ERCO,NG,Natural Gas,20038,megawatthours,2024-04-28,3
14030,2024-04-28T04-05,ERCO,WND,Wind,12451,megawatthours,2024-04-28,3
14029,2024-04-28T04-05,ERCO,SUN,Solar,1,megawatthours,2024-04-28,3
14026,2024-04-28T05-05,ERCO,SUN,Solar,1,megawatthours,2024-04-28,4
14025,2024-04-28T05-05,ERCO,NG,Natural Gas,19958,megawatthours,2024-04-28,4
14027,2024-04-28T05-05,ERCO,WND,Wind,11918,megawatthours,2024-04-28,4
14022,2024-04-28T06-05,ERCO,NG,Natural Gas,19016,megawatthours,2024-04-28,5
14023,2024-04-28T06-05,ERCO,SUN,Solar,1,megawatthours,2024-04-28,5
14024,2024-04-28T06-05,ERCO,WND,Wind,13316,megawatthours,2024-04-28,5
14021,2024-04-28T07-05,ERCO,WND,Wind,13790,megawatthours,2024-04-28,6
14020,2024-04-28T07-05,ERCO,SUN,Solar,3,megawatthours,2024-04-28,6
14019,2024-04-28T07-05,ERCO,NG,Natural Gas,19080,megawatthours,2024-04-28,6
14018,2024-04-28T08-05,ERCO,WND,Wind,13372,megawatthours,2024-04-28,7
14017,2024-04-28T08-05,ERCO,SUN,Solar,1090,megawatthours,2024-04-28,7
14016,2024-04-28T08-05,ERCO,NG,Natural Gas,19050,megawatthours,2024-04-28,7
14015,2024-04-28T09-05,ERCO,WND,Wind,11317,megawatthours,2024-04-28,8
14014,2024-04-28T09-05,ERCO,SUN,Solar,6261,megawatthours,2024-04-28,8
14013,2024-04-28T09-05,ERCO,NG,Natural Gas,17775,megawatthours,2024-04-28,8
14011,2024-04-28T10-05,ERCO,SUN,Solar,9128,megawatthours,2024-04-28,9
14010,2024-04-28T10-05,ERCO,NG,Natural Gas,18280,megawatthours,2024-04-28,9
14012,2024-04-28T10-05,ERCO,WND,Wind,9166,megawatthours,2024-04-28,9
14009,2024-04-28T11-05,ERCO,WND,Wind,7027,megawatthours,2024-04-28,10
14008,2024-04-28T11-05,ERCO,SUN,Solar,10579,megawatthours,2024-04-28,10
14007,2024-04-28T11-05,ERCO,NG,Natural Gas,20253,megawatthours,2024-04-28,10
14006,2024-04-28T12-05,ERCO,WND,Wind,5371,megawatthours,2024-04-28,11
14005,2024-04-28T12-05,ERCO,SUN,Solar,12454,megawatthours,2024-04-28,11
14004,2024-04-28T12-05,ERCO,NG,Natural Gas,21281,megawatthours,2024-04-28,11
14003,2024-04-28T13-05,ERCO,WND,Wind,4720,megawatthours,2024-04-28,12
14002,2024-04-28T13-05,ERCO,SUN,Solar,13698,megawatthours,2024-04-28,12
14001,2024-04-28T13-05,ERCO,NG,Natural Gas,22222,megawatthours,2024-04-28,12
13998,2024-04-28T14-05,ERCO,NG,Natural Gas,23726,megawatthours,2024-04-28,13
14000,2024-04-28T14-05,ERCO,WND,Wind,4754,megawatthours,2024-04-28,13
13999,2024-04-28T14-05,ERCO,SUN,Solar,13227,megawatthours,2024-04-28,13
13996,2024-04-28T15-05,ERCO,SUN,Solar,12879,megawatthours,2024-04-28,14
13995,2024-04-28T15-05,ERCO,NG,Natural Gas,24972,megawatthours,2024-04-28,14
13997,2024-04-28T15-05,ERCO,WND,Wind,4515,megawatthours,2024-04-28,14
13994,2024-04-28T16-05,ERCO,WND,Wind,4209,megawatthours,2024-04-28,15
13993,2024-04-28T16-05,ERCO,SUN,Solar,11742,megawatthours,2024-04-28,15
13992,2024-04-28T16-05,ERCO,NG,Natural Gas,26876,megawatthours,2024-04-28,15
13991,2024-04-28T17-05,ERCO,WND,Wind,4120,megawatthours,2024-04-28,16
13990,2024-04-28T17-05,ERCO,SUN,Solar,11517,megawatthours,2024-04-28,16
13989,2024-04-28T17-05,ERCO,NG,Natural Gas,27756,megawatthours,2024-04-28,16
13988,2024-04-28T18-05,ERCO,WND,Wind,3695,megawatthours,2024-04-28,17
13987,2024-04-28T18-05,ERCO,SUN,Solar,11126,megawatthours,2024-04-28,17
13986,2024-04-28T18-05,ERCO,NG,Natural Gas,28799,megawatthours,2024-04-28,17
13983,2024-04-28T19-05,ERCO,NG,Natural Gas,30905,megawatthours,2024-04-28,18
13985,2024-04-28T19-05,ERCO,WND,Wind,3067,megawatthours,2024-04-28,18
13984,2024-04-28T19-05,ERCO,SUN,Solar,9400,megawatthours,2024-04-28,18
13980,2024-04-28T20-05,ERCO,NG,Natural Gas,32694,megawatthours,2024-04-28,19
13981,2024-04-28T20-05,ERCO,SUN,Solar,3834,megawatthours,2024-04-28,19
13982,2024-04-28T20-05,ERCO,WND,Wind,3372,megawatthours,2024-04-28,19
13979,2024-04-28T21-05,ERCO,WND,Wind,4067,megawatthours,2024-04-28,20
13978,2024-04-28T21-05,ERCO,SUN,Solar,116,megawatthours,2024-04-28,20
13977,2024-04-28T21-05,ERCO,NG,Natural Gas,33957,megawatthours,2024-04-28,20
13976,2024-04-28T22-05,ERCO,WND,Wind,5040,megawatthours,2024-04-28,21
13975,2024-04-28T22-05,ERCO,SUN,Solar,0,megawatthours,2024-04-28,21
13974,2024-04-28T22-05,ERCO,NG,Natural Gas,33422,megawatthours,2024-04-28,21
13971,2024-04-28T23-05,ERCO,NG,Natural Gas,32442,megawatthours,2024-04-28,22
13973,2024-04-28T23-05,ERCO,WND,Wind,6072,megawatthours,2024-04-28,22
13972,2024-04-28T23-05,ERCO,SUN,Solar,0,megawatthours,2024-04-28,22
13969,2024-04-29T00-05,ERCO,SUN,Solar,0,megawatthours,2024-04-28,23
13968,2024-04-29T00-05,ERCO,NG,Natural Gas,30194,megawatthours,2024-04-28,23
13970,2024-04-29T00-05,ERCO,WND,Wind,6640,megawatthours,2024-04-28,23
13965,2024-04-29T01-05,ERCO,NG,Natural Gas,27732,megawatthours,2024-04-29,0
13966,2024-04-29T01-05,ERCO,SUN,Solar,0,megawatthours,2024-04-29,0
13967,2024-04-29T01-05,ERCO,WND,Wind,7009,megawatthours,2024-04-29,0
13964,2024-04-29T02-05,ERCO,WND,Wind,6780,megawatthours,2024-04-29,1
13963,2024-04-29T02-05,ERCO,SUN,Solar,0,megawatthours,2024-04-29,1
13962,2024-04-29T02-05,ERCO,NG,Natural Gas,26393,megawatthours,2024-04-29,1
13961,2024-04-29T03-05,ERCO,WND,Wind,6805,megawatthours,2024-04-29,2
13960,2024-04-29T03-05,ERCO,SUN,Solar,0,megawatthours,2024-04-29,2
13959,2024-04-29T03-05,ERCO,NG,Natural Gas,25834,megawatthours,2024-04-29,2
13958,2024-04-29T04-05,ERCO,WND,Wind,6578,megawatthours,2024-04-29,3
13957,2024-04-29T04-05,ERCO,SUN,Solar,0,megawatthours,2024-04-29,3
13956,2024-04-29T04-05,ERCO,NG,Natural Gas,25852,megawatthours,2024-04-29,3
13954,2024-04-29T05-05,ERCO,SUN,Solar,0,megawatthours,2024-04-29,4
13953,2024-04-29T05-05,ERCO,NG,Natural Gas,26392,megawatthours,2024-04-29,4
13955,2024-04-29T05-05,ERCO,WND,Wind,5703,megawatthours,2024-04-29,4
13952,2024-04-29T06-05,ERCO,WND,Wind,4760,megawatthours,2024-04-29,5
13951,2024-04-29T06-05,ERCO,SUN,Solar,0,megawatthours,2024-04-29,5
13950,2024-04-29T06-05,ERCO,NG,Natural Gas,27936,megawatthours,2024-04-29,5
13949,2024-04-29T07-05,ERCO,WND,Wind,4660,megawatthours,2024-04-29,6
13948,2024-04-29T07-05,ERCO,SUN,Solar,3,megawatthours,2024-04-29,6
13947,2024-04-29T07-05,ERCO,NG,Natural Gas,29605,megawatthours,2024-04-29,6
13946,2024-04-29T08-05,ERCO,WND,Wind,4695,megawatthours,2024-04-29,7
13945,2024-04-29T08-05,ERCO,SUN,Solar,1592,megawatthours,2024-04-29,7
13944,2024-04-29T08-05,ERCO,NG,Natural Gas,29346,megawatthours,2024-04-29,7
13941,2024-04-29T09-05,ERCO,NG,Natural Gas,26636,megawatthours,2024-04-29,8
13943,2024-04-29T09-05,ERCO,WND,Wind,3998,megawatthours,2024-04-29,8
13942,2024-04-29T09-05,ERCO,SUN,Solar,7976,megawatthours,2024-04-29,8
13939,2024-04-29T10-05,ERCO,SUN,Solar,11398,megawatthours,2024-04-29,9
13938,2024-04-29T10-05,ERCO,NG,Natural Gas,26113,megawatthours,2024-04-29,9
13940,2024-04-29T10-05,ERCO,WND,Wind,3564,megawatthours,2024-04-29,9
13937,2024-04-29T11-05,ERCO,WND,Wind,3978,megawatthours,2024-04-29,10
13936,2024-04-29T11-05,ERCO,SUN,Solar,12890,megawatthours,2024-04-29,10
13935,2024-04-29T11-05,ERCO,NG,Natural Gas,26129,megawatthours,2024-04-29,10
13934,2024-04-29T12-05,ERCO,WND,Wind,4463,megawatthours,2024-04-29,11
13933,2024-04-29T12-05,ERCO,SUN,Solar,14599,megawatthours,2024-04-29,11
13932,2024-04-29T12-05,ERCO,NG,Natural Gas,25540,megawatthours,2024-04-29,11
13931,2024-04-29T13-05,ERCO,WND,Wind,4418,megawatthours,2024-04-29,12
13930,2024-04-29T13-05,ERCO,SUN,Solar,16155,megawatthours,2024-04-29,12
13929,2024-04-29T13-05,ERCO,NG,Natural Gas,25722,megawatthours,2024-04-29,12
13926,2024-04-29T14-05,ERCO,NG,Natural Gas,27148,megawatthours,2024-04-29,13
13928,2024-04-29T14-05,ERCO,WND,Wind,4263,megawatthours,2024-04-29,13
13927,2024-04-29T14-05,ERCO,SUN,Solar,16372,megawatthours,2024-04-29,13
13923,2024-04-29T15-05,ERCO,NG,Natural Gas,27775,megawatthours,2024-04-29,14
13924,2024-04-29T15-05,ERCO,SUN,Solar,17167,megawatthours,2024-04-29,14
13925,2024-04-29T15-05,ERCO,WND,Wind,4762,megawatthours,2024-04-29,14
13922,2024-04-29T16-05,ERCO,WND,Wind,5606,megawatthours,2024-04-29,15
13921,2024-04-29T16-05,ERCO,SUN,Solar,17044,megawatthours,2024-04-29,15
13920,2024-04-29T16-05,ERCO,NG,Natural Gas,28560,megawatthours,2024-04-29,15
13919,2024-04-29T17-05,ERCO,WND,Wind,7074,megawatthours,2024-04-29,16
13918,2024-04-29T17-05,ERCO,SUN,Solar,16729,megawatthours,2024-04-29,16
13917,2024-04-29T17-05,ERCO,NG,Natural Gas,29506,megawatthours,2024-04-29,16
13914,2024-04-29T18-05,ERCO,NG,Natural Gas,28505,megawatthours,2024-04-29,17
13916,2024-04-29T18-05,ERCO,WND,Wind,8780,megawatthours,2024-04-29,17
13915,2024-04-29T18-05,ERCO,SUN,Solar,16711,megawatthours,2024-04-29,17
13912,2024-04-29T19-05,ERCO,SUN,Solar,12987,megawatthours,2024-04-29,18
13911,2024-04-29T19-05,ERCO,NG,Natural Gas,29635,megawatthours,2024-04-29,18
13913,2024-04-29T19-05,ERCO,WND,Wind,10070,megawatthours,2024-04-29,18
13908,2024-04-29T20-05,ERCO,NG,Natural Gas,32664,megawatthours,2024-04-29,19
13909,2024-04-29T20-05,ERCO,SUN,Solar,4240,megawatthours,2024-04-29,19
13910,2024-04-29T20-05,ERCO,WND,Wind,10965,megawatthours,2024-04-29,19
13907,2024-04-29T21-05,ERCO,WND,Wind,12978,megawatthours,2024-04-29,20
13906,2024-04-29T21-05,ERCO,SUN,Solar,128,megawatthours,2024-04-29,20
13905,2024-04-29T21-05,ERCO,NG,Natural Gas,32947,megawatthours,2024-04-29,20
13904,2024-04-29T22-05,ERCO,WND,Wind,15868,megawatthours,2024-04-29,21
13903,2024-04-29T22-05,ERCO,SUN,Solar,0,megawatthours,2024-04-29,21
13902,2024-04-29T22-05,ERCO,NG,Natural Gas,30238,megawatthours,2024-04-29,21
13901,2024-04-29T23-05,ERCO,WND,Wind,18979,megawatthours,2024-04-29,22
13900,2024-04-29T23-05,ERCO,SUN,Solar,0,megawatthours,2024-04-29,22
13899,2024-04-29T23-05,ERCO,NG,Natural Gas,24941,megawatthours,2024-04-29,22
13897,2024-04-30T00-05,ERCO,SUN,Solar,1,megawatthours,2024-04-29,23
13896,2024-04-30T00-05,ERCO,NG,Natural Gas,19146,megawatthours,2024-04-29,23
13898,2024-04-30T00-05,ERCO,WND,Wind,21299,megawatthours,2024-04-29,23
13895,2024-04-30T01-05,ERCO,WND,Wind,22780,megawatthours,2024-04-30,0
13894,2024-04-30T01-05,ERCO,SUN,Solar,1,megawatthours,2024-04-30,0
13893,2024-04-30T01-05,ERCO,NG,Natural Gas,14846,megawatthours,2024-04-30,0
13892,2024-04-30T02-05,ERCO,WND,Wind,22020,megawatthours,2024-04-30,1
13891,2024-04-30T02-05,ERCO,SUN,Solar,1,megawatthours,2024-04-30,1
13890,2024-04-30T02-05,ERCO,NG,Natural Gas,13474,megawatthours,2024-04-30,1
13889,2024-04-30T03-05,ERCO,WND,Wind,20852,megawatthours,2024-04-30,2
13888,2024-04-30T03-05,ERCO,SUN,Solar,1,megawatthours,2024-04-30,2
13887,2024-04-30T03-05,ERCO,NG,Natural Gas,13210,megawatthours,2024-04-30,2
13884,2024-04-30T04-05,ERCO,NG,Natural Gas,13318,megawatthours,2024-04-30,3
13886,2024-04-30T04-05,ERCO,WND,Wind,19769,megawatthours,2024-04-30,3
13885,2024-04-30T04-05,ERCO,SUN,Solar,1,megawatthours,2024-04-30,3
13882,2024-04-30T05-05,ERCO,SUN,Solar,1,megawatthours,2024-04-30,4
13881,2024-04-30T05-05,ERCO,NG,Natural Gas,13433,megawatthours,2024-04-30,4
13883,2024-04-30T05-05,ERCO,WND,Wind,19511,megawatthours,2024-04-30,4
13880,2024-04-30T06-05,ERCO,WND,Wind,19716,megawatthours,2024-04-30,5
13879,2024-04-30T06-05,ERCO,SUN,Solar,1,megawatthours,2024-04-30,5
13878,2024-04-30T06-05,ERCO,NG,Natural Gas,14861,megawatthours,2024-04-30,5
13877,2024-04-30T07-05,ERCO,WND,Wind,19564,megawatthours,2024-04-30,6
13876,2024-04-30T07-05,ERCO,SUN,Solar,10,megawatthours,2024-04-30,6
