Time Bucket (America/New_York),30 Bellevue_1 (kWatts),30 Bellevue_2 (kWatts),Tesla Charger (kWatts),Heat Pump Attic (kWatts),Heat Pump Basement (kWatts),Oven (kWatts)
11/02/2022 11:17:00,0.8354,0.8017,0.0000,0.0042,0.0014,0.0052
11/02/2022 11:18:00,0.4398,0.5146,0.0000,0.0027,0.0007,0.0041
11/02/2022 11:19:00,0.4295,0.5022,0.0000,0.0050,0.0011,0.0030
11/02/2022 11:20:00,0.7300,0.7276,0.0000,0.2535,0.0007,0.0050
11/02/2022 11:21:00,1.2734,1.3680,0.0000,1.5485,0.0009,0.0056
11/02/2022 11:22:00,1.4016,1.4739,0.0000,1.6579,0.0002,0.0071
11/02/2022 11:23:00,1.6237,1.8326,0.0000,2.3679,0.0011,0.0093
11/02/2022 11:24:00,2.2082,2.3596,0.0000,3.4394,0.0020,0.0106
11/02/2022 11:25:00,2.5837,2.7374,0.0000,4.2108,0.0020,0.0118
11/02/2022 11:26:00,2.2612,2.4629,0.0000,3.6575,0.0009,0.0110
11/02/2022 11:27:00,1.9926,2.1308,0.0000,2.9567,0.0013,0.0092
11/02/2022 11:28:00,1.7881,1.9684,0.0000,2.6339,0.0016,0.0101
11/02/2022 11:29:00,1.7203,1.8620,0.0000,2.4602,0.0010,0.0083
11/02/2022 11:30:00,1.6492,1.8077,0.0000,2.3497,0.0011,0.0092
11/02/2022 11:31:00,1.5946,1.7832,0.0000,2.2398,0.0016,0.0080
11/02/2022 11:32:00,1.6478,1.6724,0.0000,2.0783,0.0011,0.0065
11/02/2022 11:33:00,1.6629,1.7713,0.0000,2.2241,0.0012,0.0085
11/02/2022 11:34:00,1.4403,1.5197,0.0000,1.9106,0.0017,0.0078
11/02/2022 11:35:00,1.6300,1.6492,0.0000,2.0765,0.0020,0.0077
11/02/2022 11:36:00,1.5438,1.6481,0.0000,2.0891,0.0016,0.0082
11/02/2022 11:37:00,1.5897,1.6385,0.0000,2.0850,0.0006,0.0073
11/02/2022 11:38:00,1.4758,1.5179,0.0000,1.9610,0.0017,0.0083
11/02/2022 11:39:00,0.7947,0.6990,0.0000,0.3393,0.0011,0.0029
11/02/2022 11:40:00,0.5798,0.5218,0.0000,0.0100,0.0005,0.0053
11/02/2022 11:41:00,0.3715,0.4462,0.0000,0.0038,0.0007,0.0043
11/02/2022 11:42:00,0.4705,0.4273,0.0000,0.0041,0.0005,0.0043
11/02/2022 11:43:00,0.3536,0.4236,0.0000,0.0034,0.0007,0.0038
11/02/2022 11:44:00,0.3811,0.4093,0.0000,0.0029,0.0003,0.0038
11/02/2022 11:45:00,0.4429,0.3780,0.0000,0.0046,0.0013,0.0029
11/02/2022 11:46:00,0.3995,0.4075,0.0000,0.0048,0.0007,0.0038
11/02/2022 11:47:00,0.4935,0.4386,0.0000,0.0047,0.0005,0.0037
11/02/2022 11:48:00,0.4234,0.4393,0.0000,0.0055,0.0007,0.0039
11/02/2022 11:49:00,0.4814,0.4391,0.0000,0.0044,0.0011,0.0020
11/02/2022 11:50:00,0.4543,0.4403,0.0000,0.0037,0.0004,0.0026
11/02/2022 11:51:00,0.4668,0.4325,0.0000,0.0038,0.0004,0.0037
11/02/2022 11:52:00,0.4998,0.4275,0.0000,0.0042,0.0003,0.0037
11/02/2022 11:53:00,0.3637,0.3891,0.0000,0.0049,0.0007,0.0024
11/02/2022 11:54:00,0.3685,0.3968,0.0000,0.0046,0.0007,0.0034
11/02/2022 11:55:00,0.5641,0.4006,0.0000,0.0031,0.0015,0.0030
11/02/2022 11:56:00,0.8303,0.6756,0.0000,0.0040,0.0009,0.0034
11/02/2022 11:57:00,0.8932,0.6955,0.0000,0.0035,0.0009,0.0044
11/02/2022 11:58:00,0.8156,0.6044,0.0000,0.0026,0.0004,0.0034
11/02/2022 11:59:00,0.8909,0.6000,0.0000,0.0022,0.0011,0.0023
11/02/2022 12:00:00,0.7112,0.5640,0.0000,0.0029,0.0008,0.0030
11/02/2022 12:01:00,0.4757,0.4920,0.0000,0.0039,0.0009,0.0041
11/02/2022 12:02:00,0.4837,0.6549,0.0000,0.0052,0.0002,0.0049
11/02/2022 12:03:00,0.4171,0.7635,0.0000,0.0064,0.0002,0.0069
11/02/2022 12:04:00,0.5009,0.7611,0.0000,0.0050,0.0005,0.0066
11/02/2022 12:05:00,0.4250,0.7648,0.0000,0.0050,0.0010,0.0073
11/02/2022 12:06:00,0.4381,0.7629,0.0000,0.0058,0.0007,0.0058
11/02/2022 12:07:00,0.4799,0.7469,0.0000,0.0049,0.0007,0.0075
11/02/2022 12:08:00,0.3603,0.6790,0.0000,0.0039,0.0012,0.0051
11/02/2022 12:09:00,0.4282,0.7506,0.0000,0.0047,0.0005,0.0075
11/02/2022 12:10:00,0.3617,0.9236,0.0000,0.0067,0.0014,0.0097
11/02/2022 12:11:00,0.4153,0.8917,0.0000,0.0051,0.0009,0.0078
11/02/2022 12:12:00,0.5939,0.8277,0.0000,0.0040,0.0011,0.0065
11/02/2022 12:13:00,0.7742,1.9039,0.0000,0.0079,0.0011,0.0105
11/02/2022 12:14:00,0.6882,1.5458,0.0000,0.0074,0.0014,0.0081
11/02/2022 12:15:00,1.0018,0.9807,0.0000,0.0034,0.0002,0.0061
11/02/2022 12:16:00,1.1886,0.8505,0.0000,0.0018,0.0006,0.0052
11/02/2022 12:17:00,1.3659,2.0715,0.0000,0.0059,0.0011,0.0083
11/02/2022 12:18:00,0.9023,1.9369,0.0000,0.0071,0.0022,0.0103
11/02/2022 12:19:00,0.5164,1.6407,0.0000,0.0092,0.0021,0.0085
11/02/2022 12:20:00,0.5190,1.1002,0.0000,0.0061,0.0011,0.0085
11/02/2022 12:21:00,0.4109,0.7798,0.0000,0.0047,0.0009,0.0069
11/02/2022 12:22:00,1.0054,0.6100,0.0000,0.0028,0.0005,0.0032
11/02/2022 12:23:00,0.6141,0.9900,0.0000,0.0053,0.0012,0.0061
11/02/2022 12:24:00,0.3646,0.8745,0.0000,0.0066,0.0010,0.0055
11/02/2022 12:25:00,0.4233,0.8420,0.0000,0.0063,0.0014,0.0036
11/02/2022 12:26:00,0.3583,0.6568,0.0000,0.0049,0.0010,0.0033
11/02/2022 12:27:00,0.4165,0.6485,0.0000,0.0065,0.0009,0.0038
11/02/2022 12:28:00,0.3973,0.6983,0.0000,0.0059,0.0009,0.0053
11/02/2022 12:29:00,0.4191,0.7700,0.0000,0.0057,0.0013,0.0042
11/02/2022 12:30:00,0.3845,0.7528,0.0000,0.0043,0.0016,0.0049
11/02/2022 12:31:00,0.3889,0.8012,0.0000,0.0074,0.0019,0.0030
11/02/2022 12:32:00,0.5160,0.8283,0.0000,0.0053,0.0018,0.0047
11/02/2022 12:33:00,0.4740,0.8071,0.0000,0.0050,0.0013,0.0039
11/02/2022 12:34:00,0.5021,0.6740,0.0000,0.0044,0.0009,0.0042
11/02/2022 12:35:00,0.4233,0.7989,0.0000,0.0054,0.0009,0.0047
11/02/2022 12:36:00,0.4966,0.5840,0.0000,0.0048,0.0011,0.0057
11/02/2022 12:37:00,0.4512,0.5407,0.0000,0.0033,0.0009,0.0041
11/02/2022 12:38:00,0.7957,0.8170,0.0000,0.0035,0.0007,0.0065
11/02/2022 12:39:00,0.7062,0.8476,0.0000,0.0039,0.0005,0.0060
11/02/2022 12:40:00,0.4401,0.4677,0.0000,0.0032,0.0005,0.0039
11/02/2022 12:41:00,0.3544,0.3893,0.0000,0.0037,0.0009,0.0033
11/02/2022 12:42:00,0.3883,0.4028,0.0000,0.0045,0.0014,0.0027
11/02/2022 12:43:00,0.4224,0.4149,0.0000,0.0033,0.0007,0.0046
11/02/2022 12:44:00,0.4327,0.4261,0.0000,0.0026,0.0007,0.0033
11/02/2022 12:45:00,0.4174,0.5006,0.0000,0.0037,0.0013,0.0037
11/02/2022 12:46:00,0.3961,0.6779,0.0000,0.0063,0.0014,0.0066
11/02/2022 12:47:00,0.4986,0.4893,0.0000,0.0051,0.0004,0.0037
11/02/2022 12:48:00,0.4322,0.4535,0.0000,0.0021,0.0005,0.0024
11/02/2022 12:49:00,0.4271,0.4517,0.0002,0.0032,0.0007,0.0045
11/02/2022 12:50:00,0.5084,0.4452,0.0000,0.0028,0.0011,0.0044
11/02/2022 12:51:00,0.4462,0.4785,0.0000,0.0044,0.0008,0.0041
11/02/2022 12:52:00,0.4432,0.4066,0.0000,0.0038,0.0008,0.0037
11/02/2022 12:53:00,0.3858,0.4185,0.0000,0.0029,0.0009,0.0045
11/02/2022 12:54:00,0.3774,0.3571,0.0000,0.0043,0.0003,0.0037
11/02/2022 12:55:00,0.3977,0.3993,0.0000,0.0039,0.0004,0.0019
11/02/2022 12:56:00,0.4441,0.4636,0.0000,0.0043,0.0012,0.0033
11/02/2022 12:57:00,0.3893,0.4642,0.0000,0.0040,0.0015,0.0048
11/02/2022 12:58:00,0.4003,0.4486,0.0000,0.0035,0.0011,0.0046
11/02/2022 12:59:00,0.3958,0.4370,0.0000,0.0038,0.0009,0.0033
11/02/2022 13:00:00,0.3962,0.4296,0.0000,0.0039,0.0007,0.0038
11/02/2022 13:01:00,0.4191,0.4647,0.0000,0.0021,0.0008,0.0049
11/02/2022 13:02:00,0.4171,0.4980,0.0000,0.0045,0.0006,0.0030
11/02/2022 13:03:00,0.5174,0.4972,0.0000,0.0030,0.0002,0.0045
11/02/2022 13:04:00,0.4158,0.4945,0.0000,0.0033,0.0005,0.0031
11/02/2022 13:05:00,0.4909,0.4864,0.0000,0.0020,0.0004,0.0047
11/02/2022 13:06:00,0.5846,0.6668,0.0000,0.0042,0.0011,0.0034
11/02/2022 13:07:00,0.8876,0.9003,0.0000,0.0031,0.0003,0.0057
11/02/2022 13:08:00,0.6005,0.6117,0.0000,0.0038,0.0010,0.0033
11/02/2022 13:09:00,0.3950,0.4408,0.0000,0.0026,0.0002,0.0023
11/02/2022 13:10:00,0.4218,0.4536,0.0000,0.0040,0.0009,0.0026
11/02/2022 13:11:00,0.3708,0.4446,0.0000,0.0051,0.0011,0.0030
11/02/2022 13:12:00,0.4163,0.4319,0.0000,0.0021,0.0007,0.0045
11/02/2022 13:13:00,0.3562,0.4198,0.0000,0.0029,0.0011,0.0022
11/02/2022 13:14:00,0.4257,0.4317,0.0000,0.0041,0.0003,0.0041
11/02/2022 13:15:00,0.3812,0.4626,0.0000,0.0033,0.0005,0.0042
11/02/2022 13:16:00,0.4407,0.6412,0.0000,0.0042,0.0010,0.0038
11/02/2022 13:17:00,0.4334,0.6697,0.0000,0.0050,0.0004,0.0031
11/02/2022 13:18:00,0.4218,0.5290,0.0000,0.0041,0.0011,0.0027
11/02/2022 13:19:00,0.5142,0.4053,0.0000,0.0037,0.0005,0.0024
11/02/2022 13:20:00,0.4712,0.3972,0.0000,0.0031,0.0005,0.0022
11/02/2022 13:21:00,0.4855,0.4073,0.0000,0.0030,0.0009,0.0022
11/02/2022 13:22:00,0.4323,0.5320,0.0000,0.0033,0.0013,0.0035
11/02/2022 13:23:00,0.4084,0.4130,0.0000,0.0027,0.0009,0.0035
11/02/2022 13:24:00,0.8113,0.3302,0.0000,0.0014,0.0006,0.0020
11/02/2022 13:25:00,0.8587,0.3183,0.0000,0.0013,0.0002,0.0013
11/02/2022 13:26:00,0.8482,0.3108,0.0000,0.0015,0.0011,0.0011
11/02/2022 13:27:00,0.8126,0.3074,0.0000,0.0027,0.0004,0.0011
11/02/2022 13:28:00,0.8294,0.3142,0.0000,0.0014,0.0004,0.0022
11/02/2022 13:29:00,0.4469,0.3119,0.0000,0.0022,0.0003,0.0017
11/02/2022 13:30:00,0.4523,0.3049,0.0000,0.0033,0.0007,0.0017
11/02/2022 13:31:00,0.4474,0.3438,0.0000,0.0031,0.0004,0.0022
11/02/2022 13:32:00,0.4167,0.3764,0.0000,0.0027,0.0013,0.0024
11/02/2022 13:33:00,0.4909,0.3653,0.0000,0.0014,0.0009,0.0026
11/02/2022 13:34:00,0.4437,0.3622,0.0000,0.0026,0.0004,0.0017
11/02/2022 13:35:00,0.4635,0.3955,0.0000,0.0031,0.0006,0.0023
11/02/2022 13:36:00,0.5665,0.4195,0.0000,0.0032,0.0005,0.0029
11/02/2022 13:37:00,0.8007,0.7727,0.0000,0.0031,0.0016,0.0044
11/02/2022 13:38:00,0.7156,0.6284,0.0000,0.0026,0.0000,0.0024
11/02/2022 13:39:00,0.4151,0.5424,0.0000,0.0033,0.0007,0.0039
11/02/2022 13:40:00,0.4010,0.6162,0.0000,0.0037,0.0009,0.0047
11/02/2022 13:41:00,0.4390,0.6081,0.0000,0.0052,0.0009,0.0053
11/02/2022 13:42:00,0.3731,0.5957,0.0000,0.0042,0.0011,0.0036
11/02/2022 13:43:00,0.4313,0.5857,0.0000,0.0056,0.0011,0.0058
11/02/2022 13:44:00,0.3978,0.5033,0.0000,0.0034,0.0002,0.0047
11/02/2022 13:45:00,0.3973,0.4038,0.0000,0.0048,0.0009,0.0050
11/02/2022 13:46:00,0.4198,0.4282,0.0000,0.0032,0.0009,0.0031
11/02/2022 13:47:00,0.4179,0.4582,0.0000,0.0039,0.0009,0.0032
11/02/2022 13:48:00,0.5148,0.4598,0.0000,0.0034,0.0009,0.0027
11/02/2022 13:49:00,0.4191,0.4759,0.0000,0.0041,0.0013,0.0028
11/02/2022 13:50:00,0.4952,0.4933,0.0000,0.0039,0.0011,0.0028
11/02/2022 13:51:00,0.5159,0.4813,0.0000,0.0044,0.0004,0.0044
11/02/2022 13:52:00,0.3798,0.4108,0.0000,0.0035,0.0007,0.0028
11/02/2022 13:53:00,0.4245,0.4030,0.0000,0.0031,0.0005,0.0034
11/02/2022 13:54:00,0.3542,0.3988,0.0000,0.0031,0.0011,0.0026
11/02/2022 13:55:00,0.4254,0.3945,0.0000,0.0026,0.0005,0.0037
11/02/2022 13:56:00,0.3847,0.3991,0.0000,0.0047,0.0009,0.0029
11/02/2022 13:57:00,0.3553,0.3829,0.0000,0.0044,0.0007,0.0032
11/02/2022 13:58:00,0.4549,0.4191,0.0000,0.0034,0.0007,0.0020
11/02/2022 13:59:00,0.3536,0.3965,0.0000,0.0033,0.0007,0.0033
11/02/2022 14:00:00,0.4799,0.2980,0.0000,0.0024,0.0010,0.0024
11/02/2022 14:01:00,0.3838,0.3679,0.0000,0.0032,0.0009,0.0027
11/02/2022 14:02:00,0.5981,0.4032,0.0000,0.0023,0.0005,0.0036
11/02/2022 14:03:00,0.8152,0.3806,0.0000,0.0020,0.0003,0.0019
11/02/2022 14:04:00,0.9488,0.3958,0.0000,0.0024,0.0008,0.0014
11/02/2022 14:05:00,0.8721,0.3840,0.0000,0.0018,0.0009,0.0026
11/02/2022 14:06:00,0.9416,0.3951,0.0000,0.0016,0.0009,0.0009
11/02/2022 14:07:00,0.8271,0.3689,0.0000,0.0021,0.0003,0.0011
11/02/2022 14:08:00,0.4138,0.3343,0.0000,0.0036,0.0007,0.0033
11/02/2022 14:09:00,0.3953,0.3322,0.0000,0.0034,0.0005,0.0022
11/02/2022 14:10:00,0.3553,0.3207,0.0000,0.0032,0.0016,0.0021
11/02/2022 14:11:00,0.4986,0.4506,0.0000,0.0037,0.0012,0.0027
11/02/2022 14:12:00,0.3588,0.4117,0.0000,0.0036,0.0004,0.0041
11/02/2022 14:13:00,0.3779,0.4749,0.0000,0.0033,0.0011,0.0024
11/02/2022 14:14:00,0.4342,0.5679,0.0000,0.0033,0.0007,0.0021
11/02/2022 14:15:00,0.3522,0.6617,0.0000,0.0046,0.0011,0.0029
11/02/2022 14:16:00,0.4595,0.6920,0.0000,0.0048,0.0008,0.0037
11/02/2022 14:17:00,0.5797,0.7201,0.0000,0.0043,0.0009,0.0025
11/02/2022 14:18:00,0.8861,0.9747,0.0000,0.0029,0.0007,0.0036
11/02/2022 14:19:00,0.5965,0.7037,0.0000,0.0029,0.0009,0.0031
11/02/2022 14:20:00,0.4536,0.6191,0.0000,0.0033,0.0009,0.0035
11/02/2022 14:21:00,0.5051,0.5353,0.0000,0.0041,0.0005,0.0022
11/02/2022 14:22:00,0.4170,0.5282,0.0000,0.0044,0.0011,0.0038
11/02/2022 14:23:00,0.5011,0.5292,0.0000,0.0044,0.0002,0.0031
11/02/2022 14:24:00,0.4050,0.7428,0.0000,0.0042,0.0007,0.0039
11/02/2022 14:25:00,0.3794,1.3141,0.0000,0.0079,0.0018,0.0065
11/02/2022 14:26:00,0.4703,1.4196,0.0000,0.0086,0.0014,0.0079
11/02/2022 14:27:00,0.3708,1.3943,0.0000,0.0081,0.0016,0.0086
11/02/2022 14:28:00,0.4576,1.3076,0.0000,0.0088,0.0014,0.0060
11/02/2022 14:29:00,0.3721,1.3382,0.0000,0.0086,0.0018,0.0065
11/02/2022 14:30:00,0.4546,1.3603,0.0000,0.0090,0.0005,0.0085
11/02/2022 14:31:00,0.4087,1.3243,0.0000,0.0076,0.0009,0.0045
11/02/2022 14:32:00,0.5306,1.3226,0.0000,0.0070,0.0013,0.0065
11/02/2022 14:33:00,0.5044,1.3068,0.0000,0.0075,0.0018,0.0060
11/02/2022 14:34:00,0.4166,1.3093,0.0000,0.0074,0.0019,0.0062
11/02/2022 14:35:00,0.4818,1.0875,0.0000,0.0053,0.0003,0.0053
11/02/2022 14:36:00,0.4429,0.6095,0.0000,0.0035,0.0002,0.0042
11/02/2022 14:37:00,0.4520,0.5899,0.0000,0.0031,0.0007,0.0036
11/02/2022 14:38:00,0.3969,0.5440,0.0000,0.0034,0.0000,0.0048
11/02/2022 14:39:00,0.5740,0.5447,0.0000,0.0018,0.0009,0.0024
11/02/2022 14:40:00,0.6664,0.5541,0.0000,0.0027,0.0005,0.0038
11/02/2022 14:41:00,0.7453,0.5571,0.0000,0.0010,0.0007,0.0026
11/02/2022 14:42:00,1.0141,0.5033,0.0000,0.0021,0.0000,0.0028
11/02/2022 14:43:00,1.0519,0.4522,0.0000,0.0023,0.0004,0.0032
11/02/2022 14:44:00,0.9955,0.4473,0.0000,0.0016,0.0005,0.0020
11/02/2022 14:45:00,0.9713,0.4397,0.0000,0.0014,0.0002,0.0017
11/02/2022 14:46:00,0.9787,0.4731,0.0000,0.0012,0.0004,0.0013
11/02/2022 14:47:00,1.0954,0.5076,0.0000,0.0015,0.0002,0.0031
11/02/2022 14:48:00,1.0001,0.5066,0.0000,0.0019,0.0007,0.0037
11/02/2022 14:49:00,1.0758,0.5041,0.0000,0.0020,0.0003,0.0021
11/02/2022 14:50:00,0.9956,0.7467,0.0000,0.0040,0.0002,0.0041
11/02/2022 14:51:00,1.0671,0.6883,0.0000,0.0025,0.0005,0.0033
11/02/2022 14:52:00,0.9855,0.6853,0.0000,0.0022,0.0007,0.0036
11/02/2022 14:53:00,0.9947,0.6593,0.0000,0.0031,0.0009,0.0028
11/02/2022 14:54:00,0.9905,0.6390,0.0000,0.0015,0.0009,0.0027
11/02/2022 14:55:00,1.0222,0.6450,0.0000,0.0020,0.0002,0.0027
11/02/2022 14:56:00,0.9856,0.6446,0.0000,0.0027,0.0005,0.0030
11/02/2022 14:57:00,0.9329,0.6367,0.0000,0.0030,0.0007,0.0025
11/02/2022 14:58:00,1.0230,0.6439,0.0000,0.0021,0.0003,0.0031
11/02/2022 14:59:00,0.9393,0.8572,0.0000,0.0027,0.0011,0.0058
11/02/2022 15:00:00,0.9451,0.8516,0.0000,0.0041,0.0005,0.0051
11/02/2022 15:01:00,1.0428,0.7020,0.0000,0.0021,0.0011,0.0030
11/02/2022 15:02:00,0.9028,0.6421,0.0000,0.0027,0.0004,0.0035
11/02/2022 15:03:00,0.7101,0.6400,0.0000,0.0041,0.0008,0.0023
11/02/2022 15:04:00,0.6297,0.7142,0.0000,0.0038,0.0005,0.0043
11/02/2022 15:05:00,0.6835,0.7661,0.0000,0.0037,0.0005,0.0059
11/02/2022 15:06:00,0.7080,0.8705,0.0000,0.0045,0.0013,0.0063
11/02/2022 15:07:00,0.5807,0.6473,0.0000,0.0031,0.0006,0.0027
11/02/2022 15:08:00,0.4161,0.6920,0.0000,0.0058,0.0007,0.0053
11/02/2022 15:09:00,0.3776,0.6679,0.0000,0.0061,0.0006,0.0063
11/02/2022 15:10:00,0.4073,0.7091,0.0000,0.0059,0.0014,0.0034
11/02/2022 15:11:00,0.3553,0.6861,0.0000,0.0046,0.0009,0.0047
11/02/2022 15:12:00,0.4379,0.6572,0.0000,0.0033,0.0013,0.0037
11/02/2022 15:13:00,0.3839,0.6587,0.0000,0.0035,0.0011,0.0043
11/02/2022 15:14:00,0.4114,0.6601,0.0000,0.0044,0.0009,0.0047
11/02/2022 15:15:00,0.3964,0.6625,0.0000,0.0046,0.0011,0.0034
11/02/2022 15:16:00,0.4006,0.6985,0.0000,0.0053,0.0009,0.0048
11/02/2022 15:17:00,0.4860,0.7335,0.0000,0.0048,0.0018,0.0052
11/02/2022 15:18:00,0.4707,0.7313,0.0000,0.0038,0.0011,0.0040
11/02/2022 15:19:00,0.4940,0.7286,0.0000,0.0044,0.0014,0.0039
11/02/2022 15:20:00,0.4186,0.7222,0.0000,0.0055,0.0008,0.0044
11/02/2022 15:21:00,0.4664,0.7389,0.0000,0.0040,0.0003,0.0056
11/02/2022 15:22:00,0.4501,0.9038,0.0000,0.0051,0.0016,0.0067
11/02/2022 15:23:00,0.3832,1.0939,0.0000,0.0066,0.0007,0.0092
11/02/2022 15:24:00,0.4028,0.9032,0.0000,0.0051,0.0007,0.0063
11/02/2022 15:25:00,0.3843,0.9357,0.0000,0.0056,0.0004,0.0076
11/02/2022 15:26:00,0.3933,0.7339,0.0000,0.0048,0.0004,0.0065
11/02/2022 15:27:00,0.3690,0.7415,0.0000,0.0036,0.0007,0.0056
11/02/2022 15:28:00,0.4103,0.7837,0.0000,0.0051,0.0009,0.0064
11/02/2022 15:29:00,0.3618,0.5413,0.0000,0.0029,0.0009,0.0034
11/02/2022 15:30:00,0.4220,0.4720,0.0000,0.0032,0.0009,0.0022
11/02/2022 15:31:00,0.3818,0.5020,0.0000,0.0035,0.0005,0.0027
11/02/2022 15:32:00,0.5405,0.5494,0.0000,0.0034,0.0009,0.0034
11/02/2022 15:33:00,0.7772,0.5542,0.0000,0.0034,0.0008,0.0016
11/02/2022 15:34:00,0.8906,0.5665,0.0000,0.0024,0.0008,0.0013
11/02/2022 15:35:00,0.9714,0.6387,0.0000,0.0024,0.0005,0.0019
11/02/2022 15:36:00,0.8672,0.6871,0.0000,0.0044,0.0012,0.0030
11/02/2022 15:37:00,0.9060,0.5297,0.0000,0.0015,0.0006,0.0012
11/02/2022 15:38:00,0.5128,0.5174,0.0000,0.0043,0.0011,0.0035
11/02/2022 15:39:00,0.3838,0.5392,0.0000,0.0038,0.0013,0.0031
11/02/2022 15:40:00,0.4071,0.4395,0.0000,0.0035,0.0005,0.0029
11/02/2022 15:41:00,0.3679,0.4753,0.0000,0.0040,0.0006,0.0022
11/02/2022 15:42:00,0.4025,0.4946,0.0000,0.0032,0.0011,0.0039
11/02/2022 15:43:00,0.3730,0.4766,0.0000,0.0040,0.0007,0.0030
11/02/2022 15:44:00,0.4039,0.4731,0.0000,0.0038,0.0005,0.0035
11/02/2022 15:45:00,0.3640,0.4910,0.0000,0.0043,0.0011,0.0020
11/02/2022 15:46:00,0.3970,0.5212,0.0000,0.0043,0.0010,0.0034
11/02/2022 15:47:00,0.4898,0.5703,0.0000,0.0055,0.0004,0.0030
11/02/2022 15:48:00,0.4139,0.5465,0.0000,0.0033,0.0007,0.0041
11/02/2022 15:49:00,0.4895,0.5496,0.0000,0.0045,0.0014,0.0045
11/02/2022 15:50:00,0.4202,0.5254,0.0000,0.0035,0.0009,0.0018
11/02/2022 15:51:00,0.4757,0.5284,0.0000,0.0036,0.0010,0.0018
11/02/2022 15:52:00,0.4401,0.6052,0.0000,0.0050,0.0011,0.0044
11/02/2022 15:53:00,1.0310,1.2086,0.0000,0.0045,0.0014,1.2939
11/02/2022 15:54:00,2.4060,2.5953,0.0000,0.0040,0.0013,4.0668
11/02/2022 15:55:00,2.3759,2.5936,0.0002,0.0027,0.0020,4.0258
11/02/2022 15:56:00,2.4084,2.6056,0.0000,0.0045,0.0009,4.0515
11/02/2022 15:57:00,2.4654,2.6497,0.0000,0.0042,0.0009,4.2195
11/02/2022 15:58:00,2.5514,2.6533,0.0002,0.0036,0.0023,4.3162
11/02/2022 15:59:00,2.5684,2.7208,0.0000,0.0034,0.0021,4.3891
11/02/2022 16:00:00,2.5612,2.8152,0.0000,0.0048,0.0018,4.3566
11/02/2022 16:01:00,2.6100,2.9369,0.0000,0.0050,0.0031,4.3826
11/02/2022 16:02:00,2.6043,2.7501,0.0000,0.0040,0.0023,4.3764
11/02/2022 16:03:00,2.6408,2.7403,0.0002,0.0042,0.0013,4.3793
11/02/2022 16:04:00,2.6094,2.7551,0.0000,0.0038,0.0024,4.4017
11/02/2022 16:05:00,2.5200,2.6810,0.0000,0.0045,0.0015,4.2446
11/02/2022 16:06:00,0.5968,0.6572,0.0000,0.0040,0.0005,0.2066
11/02/2022 16:07:00,0.4666,0.6014,0.0000,0.0043,0.0007,0.1315
11/02/2022 16:08:00,0.4928,0.5659,0.0000,0.0043,0.0004,0.1314
11/02/2022 16:09:00,1.6758,1.5403,0.0000,0.0034,0.0020,2.0965
11/02/2022 16:10:00,2.3641,2.0676,0.0000,0.0022,0.0012,3.3045
11/02/2022 16:11:00,1.8102,1.5761,0.0002,0.0022,0.0009,2.2050
11/02/2022 16:12:00,0.7309,0.5510,0.0000,0.0041,0.0005,0.1295
11/02/2022 16:13:00,0.8250,0.5457,0.0000,0.0039,0.0016,0.1296
11/02/2022 16:14:00,1.5249,1.3218,0.0000,0.0031,0.0011,1.7254
11/02/2022 16:15:00,2.0892,1.8414,0.0000,0.0013,0.0011,2.7554
11/02/2022 16:16:00,0.7516,0.5437,0.0000,0.0022,0.0007,0.1274
11/02/2022 16:17:00,0.7895,0.5810,0.0000,0.0022,0.0008,0.1268
11/02/2022 16:18:00,0.8740,0.6024,0.0000,0.0027,0.0009,0.1794
11/02/2022 16:19:00,2.4629,2.1071,0.0000,0.0012,0.0022,3.2088
11/02/2022 16:20:00,2.2140,1.9007,0.0000,0.0015,0.0011,2.7798
11/02/2022 16:21:00,0.8141,0.5510,0.0000,0.0024,0.0003,0.1259
11/02/2022 16:22:00,1.2076,0.5926,0.0000,0.0014,0.0005,0.1247
11/02/2022 16:23:00,1.1435,0.5585,0.0000,0.0026,0.0019,0.1253
11/02/2022 16:24:00,2.2377,1.9268,0.0000,0.0036,0.0015,2.9940
11/02/2022 16:25:00,2.2913,2.3857,0.0000,0.0039,0.0018,3.2480
11/02/2022 16:26:00,1.9011,1.8803,0.0000,0.0047,0.0020,2.4424
11/02/2022 16:27:00,0.9060,0.5190,0.0000,0.0028,0.0004,0.1264
11/02/2022 16:28:00,1.1436,0.5327,0.0000,0.0024,0.0002,0.1258
11/02/2022 16:29:00,0.8798,0.6257,0.0000,0.0015,0.0007,0.1270
11/02/2022 16:30:00,2.3339,2.9438,0.0006,0.0070,0.0023,3.0919
11/02/2022 16:31:00,2.5517,3.0301,0.0006,0.0071,0.0028,3.2767
11/02/2022 16:32:00,1.0884,1.8506,0.0003,0.0078,0.0020,0.9452
11/02/2022 16:33:00,0.5144,1.4329,0.0002,0.0084,0.0016,0.1328
11/02/2022 16:34:00,0.5250,1.4632,0.0002,0.0070,0.0005,0.1324
11/02/2022 16:35:00,0.4851,1.4487,0.0000,0.0078,0.0019,0.1293
11/02/2022 16:36:00,0.5168,1.4564,0.0005,0.0096,0.0015,0.1299
11/02/2022 16:37:00,0.4846,1.5247,0.0003,0.0087,0.0019,0.1295
11/02/2022 16:38:00,0.4590,1.3973,0.0000,0.0087,0.0017,0.1299
11/02/2022 16:39:00,0.4167,1.4098,0.0000,0.0082,0.0012,0.1291
