Time Bucket (America/New_York),30 Bellevue_1 (kWatts),30 Bellevue_2 (kWatts),Tesla Charger (kWatts),Heat Pump Attic (kWatts),Heat Pump Basement (kWatts),Oven (kWatts)
10/10/22 4:30,7.5891,8.4539,11.9027,2.3128,0.0358,0.0222
10/10/22 4:45,7.866,8.7824,11.8919,2.8178,0.0358,0.0227
10/10/22 5:00,7.2127,8.4471,11.8726,1.6032,0.009,0.023
10/10/22 5:15,4.6931,5.5108,8.5574,0.007,0.0046,0.0175
10/10/22 5:30,0.444,1.0799,0.0008,0.0063,0.0012,0.009
10/10/22 5:45,0.4475,1.0764,0.0005,0.0069,0.0013,0.0086
10/10/22 6:00,1.4742,2.0068,0.0001,0.0047,1.8037,0.0069
10/10/22 6:15,1.6487,2.1135,0.0003,0.0038,2.09,0.0081
10/10/22 6:30,0.7921,1.0101,0.0001,0.005,0.0616,0.0063
10/10/22 6:45,2.5395,0.8868,0,0.0817,0.0042,0.0036
10/10/22 7:00,3.0133,2.389,0,3.1341,0.0061,0.0082
10/10/22 7:15,2.3364,2.1629,0,2.6546,0.0048,0.0073
10/10/22 7:30,1.0336,1.0214,0.0001,0.6949,0.0019,0.0056
10/10/22 7:45,0.6652,0.9234,0.0002,0.1424,0.0014,0.0061
10/10/22 8:00,1.9954,2.2809,0,2.8835,0.002,0.01
10/10/22 8:15,1.7824,2.1522,0,2.4041,0.002,0.0103
10/10/22 8:30,2.0029,1.82,0,2.2674,0.0017,0.0064
10/10/22 8:45,1.4851,1.4955,0,1.6131,0.0015,0.0063
10/10/22 9:00,1.3594,1.2297,0,1.4888,0.0016,0.0052
10/10/22 9:15,0.5956,0.5389,0,0.0126,0.0009,0.0035
10/10/22 9:30,1.8826,1.8317,0,2.5883,0.002,0.0072
10/10/22 9:45,1.7872,1.4446,0,1.9193,0.0016,0.0047
10/10/22 10:00,0.5825,0.4369,0,0.1263,0.001,0.0025
10/10/22 10:15,0.6424,0.4361,0,0.0024,0.0007,0.0021
10/10/22 10:30,0.4462,0.3492,0,0.0032,0.0008,0.0021
10/10/22 10:45,0.4326,0.4486,0,0.0033,0.0008,0.0026
10/10/22 11:00,1.6911,0.6619,0,0.0014,0.0003,0.003
10/10/22 11:15,1.1507,0.5472,0,0.0021,0.0006,0.0027
10/10/22 11:30,1.8584,1.2284,0,1.2309,0.003,0.0045
10/10/22 11:45,1.7308,1.9255,0,1.9487,0.128,0.0074
10/10/22 12:00,1.9937,2.1676,0,1.076,1.7001,0.0057
10/10/22 12:15,0.9039,0.6919,0,0.0029,0.5686,0.0021
10/10/22 12:30,0.4551,0.5001,0,0.004,0.0945,0.0028
10/10/22 12:45,0.8266,0.8186,0,0.0033,0.78,0.0029
10/10/22 13:00,0.5617,0.67,0,0.0045,0.0009,0.004
10/10/22 13:15,0.4303,0.5634,0,0.0041,0.0006,0.003
10/10/22 13:30,0.4311,0.5687,0,0.0038,0.0007,0.0029
10/10/22 13:45,0.5379,0.5208,0,0.0038,0.0006,0.0023
10/10/22 14:00,0.5856,0.5354,0,0.003,0.0008,0.0023
10/10/22 14:15,0.7415,0.9169,0,0.0044,0.1064,0.0049
10/10/22 14:30,1.0772,1.2694,0,0.0038,1.0152,0.0042
10/10/22 14:45,0.5496,0.6798,0,0.0044,0.001,0.0031
10/10/22 15:00,0.7204,0.6787,0,0.0036,0.0045,0.0026
10/10/22 15:15,1.0924,1.1124,0,0.0029,1.0996,0.0021
10/10/22 15:30,0.806,1.0205,0,0.0036,0.8109,0.0036
10/10/22 15:45,0.5786,0.6957,0,0.003,0.3601,0.0024
10/10/22 16:00,0.3752,0.488,0,0.0036,0.0006,0.0025
10/10/22 16:15,0.4047,0.5226,0,0.004,0.0008,0.0026
10/10/22 16:30,0.4046,1.273,0.0002,0.0072,0.0012,0.0093
10/10/22 16:45,0.4076,1.3315,0.0002,0.0078,0.0011,0.01
10/10/22 17:00,0.4055,1.0735,0.0002,0.0068,0.0011,0.0076
10/10/22 17:15,0.4147,0.7672,0,0.0041,0.0008,0.0046
10/10/22 17:30,0.4877,0.7884,0.0001,0.0045,0.0005,0.0051
10/10/22 17:45,0.484,0.781,0,0.0046,0.0007,0.0047
10/10/22 18:00,0.5251,0.9232,0.0001,0.0052,0.0011,0.0049
10/10/22 18:15,0.4877,0.6789,0.0001,0.0039,0.0007,0.0047
10/10/22 18:30,0.8027,0.7031,0,0.0034,0.0007,0.0038
10/10/22 18:45,1.2997,0.9785,0,0.0033,0.0016,0.004
10/10/22 19:00,1.1204,0.8861,0.0002,0.004,0.0024,0.0038
10/10/22 19:15,1.4329,0.7142,0,0.0021,0.0022,0.0024
10/10/22 19:30,1.2364,0.7558,0,0.002,0.0013,0.0026
10/10/22 19:45,1.1238,1.0212,0,0.0032,0.0009,0.0051
10/10/22 20:00,1.0694,1.2123,0.0008,0.0041,0.0013,0.0067
10/10/22 20:15,0.5601,0.8839,0.0003,0.0044,0.0008,0.0059
10/10/22 20:30,0.5788,0.3936,0,0.002,0.0005,0.002
10/10/22 20:45,0.5625,0.4765,0,0.0028,0.0005,0.0026
10/10/22 21:00,0.5165,0.4808,0,0.0028,0.0005,0.0028
10/10/22 21:15,0.5249,0.523,0,0.0028,0.0006,0.003
10/10/22 21:30,0.7054,0.6851,0,0.3201,0.0008,0.0036
10/10/22 21:45,1.2424,1.1633,0,1.4165,0.0012,0.0045
10/10/22 22:00,0.4454,0.4022,0,0.0039,0.0008,0.0028
10/10/22 22:15,0.445,0.4287,0,0.0038,0.0008,0.0031
10/10/22 22:30,0.5,0.4052,0,0.1001,0.0005,0.0021
10/10/22 22:45,0.8991,0.8563,0,0.8475,0.0008,0.0045
10/10/22 23:00,1.0568,1.0662,0,1.1844,0.0131,0.0056
10/10/22 23:15,0.4424,0.3554,0,0.0035,0.0333,0.0031
10/10/22 23:30,0.4436,0.4247,0,0.0049,0.0336,0.0034
10/10/22 23:45,0.5492,0.6415,0,0.2003,0.0232,0.004
10/11/22 0:00,0.7745,0.9753,0,0.6219,0.0015,0.0054
10/11/22 0:15,1.2472,1.2494,0,1.5633,0.0014,0.0065
10/11/22 0:30,0.7754,0.7941,0,0.6304,0.0011,0.0047
10/11/22 0:45,0.4414,0.5734,0,0.0153,0.0008,0.0055
10/11/22 1:00,0.4283,0.451,0,0.0035,0.0006,0.0038
10/11/22 1:15,1.6163,1.6244,0,2.2593,0.0015,0.0075
10/11/22 1:30,1.7493,1.808,0,2.434,0.0129,0.0086
10/11/22 1:45,1.0634,0.9907,0,1.0579,0.034,0.0057
10/11/22 2:00,0.4471,0.3833,0,0.0042,0.0338,0.0036
10/11/22 2:15,0.4426,0.3967,0,0.0041,0.0262,0.0037
10/11/22 2:30,0.7833,0.7698,0,0.621,0.0012,0.0053
10/11/22 2:45,0.4339,0.3878,0,0.0042,0.0008,0.0041
10/11/22 3:00,0.7861,0.7612,0,0.6215,0.0012,0.0051
10/11/22 3:15,1.4058,1.359,0,1.8296,0.0016,0.0072
10/11/22 3:30,1.4957,1.5288,0,2.0209,0.0015,0.0077
10/11/22 3:45,1.7144,1.7387,0,2.405,0.0016,0.0085
10/11/22 4:00,1.7099,1.7554,0,2.2387,0.0271,0.0082
10/11/22 4:15,0.6066,0.7305,0,0.2675,0.0338,0.0058
10/11/22 4:30,0.4359,1.2894,0.0005,0.0087,0.034,0.0114
10/11/22 4:45,0.9826,1.8491,0.0004,1.0398,0.0166,0.0124
10/11/22 5:00,1.0866,1.3406,0.0002,0.375,0.3484,0.0089
10/11/22 5:15,3.647,2.9981,0.0001,1.436,2.3091,0.0098
10/11/22 5:30,3.0877,2.4485,0,2.3779,0.843,0.0086
10/11/22 5:45,2.5148,2.7768,0,1.692,1.9425,0.0076
10/11/22 6:00,1.7744,2.0674,0,0.0044,2.0205,0.0055
10/11/22 6:15,1.916,1.8851,0,0.0028,2.0261,0.0049
10/11/22 6:30,0.8187,0.729,0,0.0035,0.041,0.0041
10/11/22 6:45,0.7835,0.862,0,0.0042,0.0013,0.0052
10/11/22 7:00,1.054,0.9407,0,0.0035,0.0011,0.0044
10/11/22 7:15,0.8921,0.8916,0,0.0064,0.0023,0.0039
10/11/22 7:30,0.9672,0.7394,0,0.005,0.0019,0.0027
10/11/22 7:45,1.5634,1.5511,0,0.0046,1.7284,0.0032
10/11/22 8:00,0.6875,0.6557,0,0.006,0.1126,0.0032
10/11/22 8:15,0.9176,0.9654,0.0001,0.6205,0.0012,0.0045
10/11/22 8:30,1.8869,1.8828,0,2.7644,0.0019,0.0069
10/11/22 8:45,1.6124,1.5897,0,2.1352,0.0016,0.006
10/11/22 9:00,1.8238,1.6829,0,2.0835,0.1717,0.0058
10/11/22 9:15,2.0971,1.9343,0,1.97,0.8266,0.0055
10/11/22 9:30,1.7105,1.7511,0,2.2766,0.0014,0.0074
10/11/22 9:45,1.3423,1.2791,0,1.6588,0.0011,0.0054
10/11/22 10:00,0.4194,0.3826,0,0.0047,0.0009,0.0029
10/11/22 10:15,0.7454,0.867,0,0.5947,0.001,0.0047
10/11/22 10:30,1.8732,1.8722,0,2.7289,0.0018,0.0073
10/11/22 10:45,1.572,1.6308,0,2.1243,0.0013,0.007
10/11/22 11:00,0.5073,0.5612,0,0.1597,0.0008,0.0035
10/11/22 11:15,0.4121,0.3588,0,0.0036,0.0006,0.0024
10/11/22 11:30,0.6977,0.5336,0,0.0032,0.2317,0.002
10/11/22 11:45,2.315,2.5284,0,1.8053,1.8076,0.0065
10/11/22 12:00,2.2411,2.4838,0,1.9678,1.3541,0.0074
10/11/22 12:15,0.4374,0.42,0,0.004,0.0498,0.0028
10/11/22 12:30,1.5487,0.3798,0,0.0012,0.0026,0.0014
10/11/22 12:45,0.5517,0.4318,0,0.0032,0.001,0.0029
10/11/22 13:00,0.4718,0.9771,0.0001,0.0065,0.0015,0.0076
10/11/22 13:15,0.6103,1.1201,0.0001,0.0061,0.0012,0.0079
10/11/22 13:30,0.5113,0.9532,0,0.0056,0.0011,0.0065
10/11/22 13:45,0.4699,0.4363,0,0.0031,0.0005,0.0024
10/11/22 14:00,0.4688,0.4725,0,0.0033,0.0005,0.0029
10/11/22 14:15,0.4651,0.5218,0,0.0032,0.0005,0.0032
10/11/22 14:30,0.4373,0.3465,0,0.0032,0.0005,0.0023
10/11/22 14:45,0.9309,0.9017,0,0.0023,0.9689,0.0025
10/11/22 15:00,0.7564,0.837,0,0.0032,0.6639,0.0026
10/11/22 15:15,0.395,0.4158,0,0.0038,0.0007,0.0029
10/11/22 15:30,0.4091,0.3807,0,0.003,0.0007,0.0023
10/11/22 15:45,0.4253,0.3976,0,0.0029,0.0009,0.0026
10/11/22 16:00,0.4312,0.5363,0,0.0034,0.0008,0.0025
10/11/22 16:15,0.7623,0.7563,0,0.0029,0.4191,0.0026
10/11/22 16:30,0.7543,1.6775,0.0001,0.0071,0.6536,0.0101
10/11/22 16:45,0.5474,1.4443,0.0003,0.0074,0.0012,0.0102
10/11/22 17:00,0.5815,1.2985,0.0049,0.0062,0.0009,0.0093
10/11/22 17:15,3.2108,2.8489,0,2.6729,0.9281,0.0074
10/11/22 17:30,1.1212,1.1351,0,0.1445,0.0021,0.0044
10/11/22 17:45,1.1518,0.7795,0,0.1558,0.0022,0.0025
10/11/22 18:00,6.8155,6.4773,10.4718,0.5445,0.008,0.0147
10/11/22 18:15,1.8694,1.5102,0.591,0.6474,0.0029,0.0049
10/11/22 18:30,8.856,8.5178,14.8647,0.0028,0.0082,0.0188
10/11/22 18:45,5.1565,5.3317,7.9651,0.0083,0.0057,0.0123
10/11/22 19:00,1.2952,1.3526,0,0.629,0.0019,0.0049
10/11/22 19:15,1.192,0.8076,0,0.006,0.0009,0.0033
10/11/22 19:30,1.3885,1.184,0,0.619,0.0014,0.0042
10/11/22 19:45,0.9998,0.9899,0,0.3091,0.002,0.0038
10/11/22 20:00,1.3718,1.3719,0.0002,0.4003,0.0037,0.0059
10/11/22 20:15,1.7254,1.4383,0.0001,1.0418,0.003,0.0041
10/11/22 20:30,0.6389,0.7811,0,0.0048,0.0009,0.0043
10/11/22 20:45,0.5138,0.7367,0,0.0043,0.0007,0.004
10/11/22 21:00,0.509,0.5056,0,0.0037,0.0005,0.0022
10/11/22 21:15,0.5064,0.5341,0,0.0034,0.0007,0.0023
10/11/22 21:30,0.5102,0.5827,0,0.0036,0.0006,0.0029
10/11/22 21:45,0.5091,0.4682,0,0.0032,0.0005,0.0022
10/11/22 22:00,0.4468,0.5283,0,0.0038,0.0006,0.0026
10/11/22 22:15,0.437,0.5568,0,0.0038,0.0007,0.003
10/11/22 22:30,0.4342,0.4985,0,0.0041,0.0007,0.0031
10/11/22 22:45,0.438,0.5461,0,0.0041,0.0006,0.0033
10/11/22 23:00,0.4381,0.5618,0,0.0038,0.0009,0.0039
10/11/22 23:15,0.4375,0.5987,0,0.0046,0.0006,0.0042
10/11/22 23:30,0.4457,0.6374,0,0.0042,0.0008,0.0041
10/11/22 23:45,0.4336,0.5883,0,0.0039,0.0008,0.0045
10/12/22 0:00,0.4414,0.6511,0,0.0042,0.0009,0.0052
10/12/22 0:15,1.3195,1.2806,0,1.629,0.0248,0.0067
10/12/22 0:30,0.4562,0.3411,0,0.0034,0.034,0.0035
10/12/22 0:45,0.4546,0.7995,0,0.006,0.0344,0.0055
10/12/22 1:00,0.4455,0.3314,0,0.0039,0.0053,0.0035
10/12/22 1:15,0.8425,0.8045,0,0.7411,0.0013,0.0057
10/12/22 1:30,0.7498,0.7744,0,0.5814,0.0011,0.0048
10/12/22 1:45,0.9022,0.8237,0,0.8433,0.0012,0.0039
10/12/22 2:00,0.4394,0.3871,0,0.0038,0.0007,0.0031
10/12/22 2:15,0.4379,0.3826,0,0.0037,0.0007,0.0029
10/12/22 2:30,0.4391,0.4941,0,0.0039,0.0008,0.0039
10/12/22 2:45,0.438,0.5061,0,0.0038,0.0008,0.0042
10/12/22 3:00,4.3834,4.4222,7.6779,0.0034,0.0036,0.0122
10/12/22 3:15,10.6352,10.6997,16.6403,2.7693,0.0346,0.0237
10/12/22 3:30,9.2082,9.2078,13.9912,2.287,0.0357,0.0209
10/12/22 3:45,1.6182,1.5276,0,2.1734,0.0337,0.006
10/12/22 4:00,0.8953,0.8431,0,0.8387,0.0149,0.0041
10/12/22 4:15,0.4501,0.4461,0,0.016,0.0007,0.0033
10/12/22 4:30,0.8187,1.5902,0.0001,0.6928,0.0017,0.0112
10/12/22 4:45,0.4913,1.3489,0.0003,0.0998,0.0011,0.0108
10/12/22 5:00,1.0257,1.9447,0.0009,1.0973,0.002,0.0122
10/12/22 5:15,0.4352,1.0753,0.0004,0.0066,0.0013,0.0084
10/12/22 5:30,1.1337,1.9908,0.0012,1.2912,0.0019,0.0117
10/12/22 5:45,2.0321,2.8264,0.0006,2.9866,0.0024,0.0132
10/12/22 6:00,1.325,1.9494,0.0004,1.4781,0.0015,0.0105
10/12/22 6:15,0.7368,0.9571,0,0.0051,0.0203,0.0056
10/12/22 6:30,2.034,1.7643,0,0.0029,1.6502,0.0044
10/12/22 6:45,1.6661,1.7809,0,0.0038,1.4721,0.0036
10/12/22 7:00,0.5255,1.0496,0.0001,0.0059,0.0555,0.0058
10/12/22 7:15,0.4958,0.7059,0,0.0037,0.0006,0.004
10/12/22 7:30,1.1895,1.4916,0,0.0035,1.4467,0.0045
10/12/22 7:45,0.5341,0.8806,0,0.0044,0.1955,0.0048
10/12/22 8:00,0.4244,0.7022,0,0.0041,0.0006,0.0039
10/12/22 8:15,1.2046,1.5405,0,0.0035,1.509,0.0046
10/12/22 8:30,0.9927,0.8831,0,0.488,0.2555,0.0023
10/12/22 8:45,1.8599,2.0308,0,2.7292,0.002,0.0077
10/12/22 9:00,1.4162,1.6411,0,1.8149,0.0012,0.0065
10/12/22 9:15,0.4482,0.5504,0,0.0039,0.0008,0.0025
10/12/22 9:30,0.4315,0.5235,0,0.0038,0.0007,0.003
10/12/22 9:45,0.6266,0.481,0,0.0023,0.0007,0.0023
10/12/22 10:00,0.4436,0.3144,0,0.0032,0.0008,0.0021
10/12/22 10:15,0.5955,0.4044,0,0.0032,0.0008,0.002
10/12/22 10:30,0.4548,0.4025,0,0.0039,0.0007,0.0029
10/12/22 10:45,0.4476,0.3491,0,0.0028,0.0009,0.0023
10/12/22 11:00,0.4474,0.4081,0,0.0034,0.0008,0.0026
10/12/22 11:15,0.446,0.3575,0,0.0031,0.0006,0.0024
10/12/22 11:30,0.7038,0.3869,0,0.0028,0.0008,0.0026
10/12/22 11:45,0.4394,0.4779,0,0.004,0.001,0.0025
10/12/22 12:00,0.4333,0.3705,0,0.0038,0.0008,0.0028
10/12/22 12:15,0.4388,0.5515,0,0.0045,0.0008,0.0038
10/12/22 12:30,0.4338,0.424,0,0.0037,0.001,0.0029
10/12/22 12:45,2.2389,2.4975,0,1.9245,1.1605,0.0076
10/12/22 13:00,2.957,3.5492,0,2.8909,1.4033,0.0128
10/12/22 13:15,1.9338,2.5426,0,1.7606,0.7557,0.0117
10/12/22 13:30,1.3375,1.7256,0,1.49,0.0014,0.0092
10/12/22 13:45,1.2841,1.2068,0,1.3995,0.0014,0.0045
10/12/22 14:00,1.2929,1.3138,0,1.4263,0.0014,0.0057
10/12/22 14:15,0.8303,0.8354,0,0.6108,0.0012,0.0044
10/12/22 14:30,0.4193,0.4816,0,0.0032,0.0008,0.0028
10/12/22 14:45,0.914,1.3684,0,0.005,0.9481,0.0044
10/12/22 15:00,0.8385,1.0033,0,0.0037,0.7884,0.0031
10/12/22 15:15,0.3919,0.4053,0,0.0034,0.0006,0.0028
10/12/22 15:30,0.3967,0.4738,0,0.0028,0.0004,0.003
10/12/22 15:45,0.4158,0.5093,0,0.0033,0.0005,0.0036
10/12/22 16:00,0.6029,0.5794,0,0.0028,0.0005,0.0034
10/12/22 16:15,0.4389,0.4865,0,0.0031,0.0005,0.0034
10/12/22 16:30,0.4396,1.3152,0.0002,0.0069,0.0011,0.0101
10/12/22 16:45,0.4373,1.3807,0.0002,0.0076,0.0012,0.0109
10/12/22 17:00,0.4425,0.8304,0.0001,0.0048,0.0008,0.0055
10/12/22 17:15,0.4695,0.7366,0,0.0043,0.0009,0.0043
10/12/22 17:30,0.5319,0.8826,0,0.0043,0.0007,0.0055
10/12/22 17:45,0.5812,0.7557,0,0.0035,0.0006,0.004
10/12/22 18:00,0.9978,0.7911,0,0.0042,0.0017,0.0034
10/12/22 18:15,1.0789,0.8372,0,0.0039,0.002,0.004
10/12/22 18:30,1.3448,0.9201,0,0.0036,0.0024,0.0029
10/12/22 18:45,1.9178,1.1161,0,0.0044,0.0048,0.0028
10/12/22 19:00,1.619,0.9534,0,0.0041,0.0047,0.0031
10/12/22 19:15,1.1236,0.9976,0.0001,0.0043,0.002,0.0048
10/12/22 19:30,0.6205,0.7174,0.0001,0.0032,0.0007,0.0039
10/12/22 19:45,0.614,0.6852,0,0.0035,0.001,0.0045
10/12/22 20:00,0.607,0.7238,0,0.0039,0.0008,0.0045
10/12/22 20:15,0.6127,0.7501,0,0.0042,0.001,0.0047
10/12/22 20:30,0.5838,0.4438,0,0.0022,0.0005,0.0022
10/12/22 20:45,0.5292,0.5173,0,0.0027,0.0006,0.0034
10/12/22 21:00,0.5076,0.4082,0,0.0027,0.0005,0.0025
10/12/22 21:15,0.5036,0.4153,0,0.0022,0.0006,0.0029
10/12/22 21:30,0.502,0.5027,0,0.0029,0.0007,0.0036
10/12/22 21:45,0.4923,0.426,0,0.0025,0.0005,0.0029
10/12/22 22:00,0.441,0.5233,0,0.0035,0.0007,0.004
10/12/22 22:15,0.4297,0.459,0,0.0031,0.0007,0.0042
10/12/22 22:30,0.4294,0.5103,0,0.0033,0.0006,0.0043
10/12/22 22:45,0.4257,0.5152,0,0.0031,0.0007,0.0043
10/12/22 23:00,0.4236,0.3948,0,0.003,0.0007,0.0039
10/12/22 23:15,0.4216,0.4089,0,0.0037,0.0007,0.0038
10/12/22 23:30,0.4218,0.4513,0,0.0037,0.0008,0.0047
10/12/22 23:45,0.4257,0.3577,0,0.0032,0.0009,0.0041
10/13/22 0:00,0.4182,0.4661,0,0.0037,0.0007,0.0043
10/13/22 0:15,0.4224,0.3899,0,0.0035,0.0008,0.0044
10/13/22 0:30,0.4189,0.3982,0,0.0043,0.0009,0.0043
10/13/22 0:45,0.4221,0.7499,0,0.0058,0.0014,0.005
10/13/22 1:00,0.424,0.357,0,0.0042,0.001,0.0038
10/13/22 1:15,0.423,0.5832,0,0.0042,0.0011,0.0057
10/13/22 1:30,0.4192,0.6515,0,0.0041,0.001,0.0055
10/13/22 1:45,0.4207,0.6621,0,0.004,0.0008,0.0059
10/13/22 2:00,0.4218,0.6902,0,0.0041,0.001,0.0062
10/13/22 2:15,0.4258,0.5761,0,0.0041,0.001,0.0051
10/13/22 2:30,0.4198,0.5462,0,0.0042,0.0008,0.0048
10/13/22 2:45,0.4281,0.5361,0,0.0038,0.001,0.0047
10/13/22 3:00,0.4233,0.5643,0,0.0045,0.001,0.0052
10/13/22 3:15,0.4244,0.6146,0,0.0041,0.0008,0.0057
10/13/22 3:30,0.4267,0.5491,0,0.0039,0.0008,0.0051
10/13/22 3:45,0.4218,0.5318,0,0.0042,0.001,0.0048
10/13/22 4:00,0.4258,0.5591,0,0.0042,0.0009,0.005
10/13/22 4:15,0.4199,0.3544,0,0.0034,0.001,0.0038
10/13/22 4:30,0.596,1.4974,0.0004,0.3141,0.0019,0.0123
10/13/22 4:45,0.955,1.984,0.0007,1.0137,0.0021,0.0135
10/13/22 5:00,0.4193,0.901,0.0003,0.0058,0.0008,0.0081
10/13/22 5:15,0.5533,1.0847,0.0003,0.231,0.001,0.0086
10/13/22 5:30,0.6586,1.0054,0.0001,0.4261,0.0009,0.0072
10/13/22 5:45,0.4256,0.9332,0.0007,0.0066,0.0013,0.0079
10/13/22 6:00,0.6577,0.9211,0,0.0056,0.0015,0.0076
10/13/22 6:15,1.3538,0.8107,0,0.0043,0.0026,0.0036
10/13/22 6:30,1.1275,0.7302,0,0.0044,0.0024,0.0035
10/13/22 6:45,1.3077,1.037,0,0.0058,0.0034,0.0039
10/13/22 7:00,1.4712,1.0225,0,0.0043,0.0033,0.0051
10/13/22 7:15,1.0824,1.0425,0.0003,0.0049,0.0023,0.0072
10/13/22 7:30,0.7618,0.8228,0.0002,0.0056,0.0015,0.0062
10/13/22 7:45,0.6571,0.7856,0.0002,0.005,0.0012,0.0053
10/13/22 8:00,0.5555,0.7608,0.0001,0.0049,0.0007,0.0055
10/13/22 8:15,0.4175,0.7066,0.0001,0.0051,0.0007,0.0052
10/13/22 8:30,0.4247,0.5112,0,0.0038,0.0005,0.0038
10/13/22 8:45,0.7379,0.6586,0,0.0026,0.0005,0.0028
10/13/22 9:00,0.4014,0.4905,0,0.0036,0.0005,0.0027
10/13/22 9:15,0.4235,0.5495,0,0.004,0.0006,0.0031
10/13/22 9:30,0.5609,0.4743,0,0.0031,0.0008,0.0024
10/13/22 9:45,0.4236,0.5581,0,0.0035,0.0006,0.0031
10/13/22 10:00,0.4501,0.5731,0,0.0037,0.0005,0.0031
10/13/22 10:15,0.5419,0.4822,0,0.0029,0.0006,0.0022
10/13/22 10:30,1.0245,1.0677,0,0.0027,0.8156,0.0032
10/13/22 10:45,0.4469,0.4157,0,0.0033,0.0016,0.0024
10/13/22 11:00,0.4249,0.3721,0,0.0037,0.0007,0.0024
10/13/22 11:15,0.6864,0.5435,0,0.003,0.0006,0.0035
10/13/22 11:30,0.4683,0.4684,0,0.003,0.0006,0.003
10/13/22 11:45,0.4673,0.684,0,0.0044,0.0008,0.0036
10/13/22 12:00,0.6463,0.5158,0,0.003,0.0007,0.0032
10/13/22 12:15,0.7882,0.4885,0,0.0025,0.0005,0.0024
10/13/22 12:30,0.6587,0.4711,0,0.0031,0.0008,0.0026
10/13/22 12:45,0.582,0.7565,0,0.0049,0.001,0.0031
10/13/22 13:00,0.8062,0.7345,0,0.003,0.5209,0.003
10/13/22 13:15,0.6118,0.5353,0,0.0031,0.0005,0.0029
10/13/22 13:30,0.4952,0.3994,0,0.0033,0.0006,0.0023
10/13/22 13:45,0.6167,0.4485,0,0.0029,0.0006,0.0025
10/13/22 14:00,0.4522,0.4599,0,0.0034,0.0006,0.0033
10/13/22 14:15,0.6505,0.4264,0.0042,0.003,0.0006,0.0027
10/13/22 14:30,0.45,0.542,0,0.0041,0.0005,0.0042
10/13/22 14:45,0.4421,0.5038,0,0.0033,0.0005,0.0038
10/13/22 15:00,0.4504,0.5509,0,0.0037,0.0006,0.0041
10/13/22 15:15,0.5504,0.7401,0,0.0043,0.1259,0.0039
10/13/22 15:30,0.5891,0.8938,0,0.0051,0.2119,0.004
10/13/22 15:45,0.7023,0.5999,0,0.0035,0.0008,0.0031
10/13/22 16:00,0.6933,0.4365,0,0.0027,0.0009,0.0018
10/13/22 16:15,0.7069,0.5292,0,0.0034,0.0008,0.0021
10/13/22 16:30,0.9592,1.4875,0.0002,0.0078,0.0022,0.01
10/13/22 16:45,2.0398,1.3452,0,0.0043,0.0029,0.0068
10/13/22 17:00,1.6597,0.902,0,0.0035,0.0027,0.0029
10/13/22 17:15,0.8688,0.9252,0.0001,0.0049,0.0016,0.0049
10/13/22 17:30,0.9274,0.8126,0,0.0043,0.0013,0.0047
10/13/22 17:45,0.9455,1.0036,0.0001,0.0045,0.0014,0.0057
10/13/22 18:00,0.9764,0.926,0.0001,0.0036,0.0013,0.0055
10/13/22 18:15,0.7769,0.8473,0,0.004,0.0011,0.0051
10/13/22 18:30,0.7862,0.9402,0.0001,0.0044,0.0013,0.0057
10/13/22 18:45,0.7617,1.1179,0,0.0052,0.0017,0.006
10/13/22 19:00,1.0228,0.9122,0,0.0042,0.0018,0.0038
10/13/22 19:15,1.1424,1.0382,0.0001,0.0045,0.0016,0.005
10/13/22 19:30,1.1611,0.8441,0,0.0031,0.0013,0.0035
10/13/22 19:45,1.1423,0.9682,0,0.0035,0.0013,0.0042
10/13/22 20:00,1.7975,0.9278,0,0.0021,0.0031,0.0028
10/13/22 20:15,1.8463,1.7448,0.0001,1.0188,0.0027,0.008
10/13/22 20:30,1.0801,0.961,0,0.2664,0.0015,0.0045
10/13/22 20:45,0.8409,0.5051,0,0.0021,0.001,0.0015
10/13/22 21:00,0.8173,0.6112,0,0.0022,0.0009,0.0024
10/13/22 21:15,0.6307,0.8743,0,0.0039,0.0008,0.0051
10/13/22 21:30,0.5554,0.76,0,0.0029,0.0007,0.005
10/13/22 21:45,0.5077,0.7492,0,0.0039,0.0007,0.0051
10/13/22 22:00,0.4279,0.599,0,0.004,0.0008,0.0042
10/13/22 22:15,0.4409,0.5326,0,0.004,0.0007,0.0038
10/13/22 22:30,0.4361,0.5398,0,0.0039,0.0007,0.0037
10/13/22 22:45,0.4313,0.6305,0,0.0043,0.0009,0.0044
10/13/22 23:00,0.4347,0.5334,0,0.004,0.0007,0.0043
10/13/22 23:15,0.4299,0.4031,0,0.0034,0.0007,0.0037
10/13/22 23:30,0.4341,0.3621,0,0.0034,0.0009,0.0033
10/13/22 23:45,0.4361,0.4397,0,0.0036,0.0008,0.0039
10/14/22 0:00,0.4327,0.3554,0,0.0038,0.001,0.0032
10/14/22 0:15,0.4362,0.4052,0,0.0037,0.0008,0.0044
10/14/22 0:30,0.436,0.6327,0,0.0043,0.0009,0.0063
10/14/22 0:45,0.4322,0.7811,0,0.0051,0.0011,0.0059
10/14/22 1:00,0.4373,0.5331,0,0.0044,0.0011,0.0054
10/14/22 1:15,0.4375,0.5055,0,0.0041,0.0009,0.0056
10/14/22 1:30,0.4364,0.4496,0,0.0042,0.0009,0.0048
10/14/22 1:45,0.4345,0.4494,0,0.0039,0.0009,0.0046
10/14/22 2:00,0.4351,0.5703,0,0.0043,0.001,0.0058
