date,electric,industrial,resi_comm
12/19/23,3.12,2.16,1.85
12/20/23,3.125,2.315,1.995
12/21/23,3.446666667,2.67,2.283333333
12/22/23,3.4275,2.675,2.29
12/23/23,2.91,2.216,1.858
12/24/23,2.542,1.866,1.552
12/25/23,2.41,1.78,1.494
12/26/23,2.316666667,1.613333333,1.313333333
12/27/23,2.221428571,1.492857143,1.204285714
12/28/23,2.345,1.6,1.30375
12/29/23,2.368888889,1.626666667,1.33
12/30/23,2.575555556,1.825555556,1.528888889
12/31/23,2.864444444,2.118888889,1.796666667
1/1/24,3.262222222,2.34,1.99
1/2/24,3.332222222,2.401111111,2.05
1/3/24,3.28125,2.285,1.95375
1/4/24,3.5075,2.53375,2.20375
1/5/24,3.62625,2.7,2.33625
1/6/24,3.39375,2.4525,2.1075
1/7/24,3.8025,2.73625,2.385
1/8/24,3.805,2.73125,2.3825
1/9/24,3.41625,2.25,1.935
1/10/24,2.9275,1.7975,1.55875
1/11/24,3.18125,2.0475,1.76625
1/12/24,3.075,1.9025,1.61
1/13/24,2.435555556,1.68,1.475555556
1/14/24,3.584444444,2.658888889,2.345555556
1/15/24,3.896666667,2.952222222,2.577777778
1/16/24,4.038888889,3.005555556,2.63
1/17/24,4.38,3.266,2.85
1/18/24,4.322,3.201,2.782
1/19/24,4.31,3.189,2.776
1/20/24,4.426,3.427,2.964
1/21/24,4.212,3.216,2.792
1/22/24,3.78,2.796,2.428
1/23/24,3.446,2.34,2.03
1/24/24,3.278,2.089,1.778
1/25/24,2.825,1.727,1.464
1/26/24,2.975,1.905,1.613
1/27/24,2.998,1.939,1.631
1/28/24,3.196,2.167,1.845
1/29/24,3.433,2.415,2.089
1/30/24,3.636666667,2.648888889,2.286666667
1/31/24,3.44625,2.46875,2.11875
2/1/24,3.12375,2.05375,1.7425
2/2/24,3.02,2.0575,1.7525
2/3/24,3.13125,2.295,1.96
2/4/24,3.1825,2.3525,2.00875
2/5/24,3.33125,2.42125,2.0825
2/6/24,3.2775,2.34375,2.005
2/7/24,3.20625,2.24125,1.91875
2/8/24,3.18125,2.0525,1.74125
2/9/24,2.80125,1.8025,1.51125
2/10/24,2.175,1.39625,1.1475
2/11/24,2.61,1.71375,1.43375
2/12/24,2.91375,1.91125,1.61625
2/13/24,3.42125,2.41875,2.08625
2/14/24,3.628888889,2.756666667,2.397777778
2/15/24,3.354444444,2.554444444,2.198888889
2/16/24,3.228888889,2.444444444,2.106666667
2/17/24,3.317777778,2.561111111,2.196666667
2/18/24,3.396666667,2.591111111,2.215555556
2/19/24,3.536666667,2.652222222,2.297777778
2/20/24,3.636666667,2.66,2.283333333
2/21/24,3.524444444,2.478888889,2.114444444
2/22/24,3.195555556,2.144444444,1.804444444
2/23/24,2.935555556,1.971111111,1.68
