date,electric,industrial,resi_comm
2020-12-19,3.59,2.67,2.24
2020-12-20,3.37,2.41,2.03
2020-12-21,3.22,2.21,1.85
2020-12-22,2.8449999999999998,1.875,1.5499999999999998
2020-12-23,3.0399999999999996,2.1366666666666667,1.79
2020-12-24,2.2125000000000004,1.5025,1.1425
2020-12-25,2.044,1.294,1.004
2020-12-26,3.015,2.2066666666666666,1.845
2020-12-27,3.0933333333333337,2.271666666666667,1.905
2020-12-28,2.7916666666666665,1.9399999999999997,1.6066666666666667
2020-12-29,3.1928571428571426,2.3242857142857143,1.9628571428571429
2020-12-30,3.03625,2.06125,1.6925000000000001
2020-12-31,2.8755555555555556,1.9455555555555553,1.6077777777777778
2021-01-01,2.759,1.77,1.393
2021-01-02,2.8609999999999998,1.8780000000000001,1.528
2021-01-03,2.938,1.8850000000000002,1.5070000000000001
2021-01-04,3.129,2.077,1.709
2021-01-05,3.161,2.196,1.823
2021-01-06,3.22,2.282,1.922
2021-01-07,3.2030000000000003,2.331,1.964
2021-01-08,3.1420000000000003,2.268,1.8940000000000001
2021-01-09,3.081,2.2399999999999998,1.8400000000000003
2021-01-10,3.16,2.2520000000000002,1.879
2021-01-11,3.3560000000000003,2.3129999999999997,1.9119999999999997
2021-01-12,3.2399999999999998,2.2199999999999998,1.862
2021-01-13,3.145,2.094,1.75
2021-01-14,3.153,2.0949999999999998,1.746
2021-01-15,2.9770000000000003,1.982,1.6469999999999998
2021-01-16,2.979,2.123,1.812
2021-01-17,3.019,2.165,1.8219999999999998
2021-01-18,3.3259999999999996,2.379,2.038
2021-01-19,3.306,2.3649999999999998,1.9929999999999999
2021-01-20,3.432,2.4810000000000003,2.0949999999999998
2021-01-21,3.405,2.399,1.9899999999999998
2021-01-22,3.306,2.3579999999999997,1.991
2021-01-23,3.339,2.525,2.118
2021-01-24,3.3689999999999998,2.557,2.125
2021-01-25,3.493,2.555,2.154
2021-01-26,3.3520000000000003,2.375,1.9929999999999999
2021-01-27,3.412,2.4690000000000003,2.1029999999999998
2021-01-28,3.601,2.585,2.175
2021-01-29,3.136,2.163,1.709
2021-01-30,3.043,2.0949999999999998,1.6469999999999998
2021-01-31,2.772,1.8170000000000002,1.3530000000000002
2021-02-01,3.3920000000000003,2.44,2.041
2021-02-02,3.6,2.689,2.3289999999999997
2021-02-03,3.447,2.507,2.136
2021-02-04,3.6629999999999994,2.673,2.291
2021-02-05,3.4240000000000004,2.4259999999999997,2.064
2021-02-06,3.717,2.76,2.418
2021-02-07,3.8630000000000004,2.952,2.571
2021-02-08,3.5200000000000005,2.5829999999999997,2.158
2021-02-09,3.6310000000000002,2.657,2.2199999999999998
2021-02-10,3.8019999999999996,2.782,2.348
2021-02-11,3.9659999999999997,2.934,2.502
2021-02-12,4.01,2.981,2.513
2021-02-13,3.846,2.915,2.477
2021-02-14,3.5829999999999997,2.652,2.261
2021-02-15,3.678,2.707,2.309
2021-02-16,3.618,2.594,2.2399999999999998
2021-02-17,3.978,2.959,2.555
2021-02-18,4.047,2.9370000000000003,2.5300000000000002
2021-02-19,3.8609999999999998,2.836,2.4219999999999997
2021-02-20,3.7079999999999997,2.8240000000000003,2.416
2021-02-21,3.7630000000000003,2.867,2.4530000000000003
2021-02-22,3.556,2.561,2.1710000000000003
2021-02-23,3.104,2.0829999999999997,1.738
2021-02-24,2.7670000000000003,1.794,1.499
2021-02-25,2.8890000000000002,2.0669999999999997,1.7439999999999998
2021-02-26,3.0959999999999996,2.269,1.9049999999999998
2021-02-27,2.9509999999999996,2.086,1.746
2021-02-28,2.935,2.0159999999999996,1.6759999999999997
2021-03-01,3.345,2.387,2.065
2021-03-02,4.226999999999999,3.175,2.757
2021-03-03,3.1350000000000002,2.186,1.839
2021-03-04,3.464,2.4810000000000003,2.123
2021-03-05,3.617,2.7340000000000004,2.342
2021-03-06,3.537,2.693,2.286
2021-03-07,3.476,2.637,2.237
2021-03-08,3.285,2.363,1.9989999999999999
2021-03-09,2.498,1.612,1.319
2021-03-10,2.6239999999999997,1.7469999999999999,1.405
2021-03-11,2.037,1.277,0.9400000000000001
2021-03-12,1.988,1.314,1.032
2021-03-13,2.449,1.778,1.464
2021-03-14,3.077,2.323,1.9949999999999999
2021-03-15,3.9850000000000003,3.032,2.624
2021-03-16,3.554,2.588,2.2039999999999997
2021-03-17,2.691,1.77,1.44
2021-03-18,2.69,1.764,1.449
2021-03-19,2.942,2.093,1.7429999999999999
2021-03-20,2.161,1.499,1.19
2021-03-21,2.074,1.403,1.0790000000000002
2021-03-22,2.117,1.3960000000000001,1.088
2021-03-23,2.058888888888889,1.3344444444444443,1.02
2021-03-24,2.01875,1.27375,0.96375
2021-03-25,1.6714285714285713,0.9828571428571429,0.6957142857142857
2021-03-26,1.6366666666666667,0.9700000000000001,0.685
2021-03-27,1.6759999999999997,1.114,0.8100000000000002
2021-03-28,1.916,1.298,0.998
2021-03-29,2.216,1.564,1.268
2021-03-30,2.2525,1.4925,1.1825
2021-03-31,2.0566666666666666,1.2333333333333334,0.9533333333333333
2021-04-01,2.5949999999999998,1.71,1.47
2021-04-02,3.08,2.08,1.77
2021-08-03,1.55,0.56,0.34
2021-08-04,1.55,0.56,0.34
2021-08-05,1.55,0.56,0.34
2021-08-06,1.73,0.56,0.34
2021-08-07,1.91,0.54,0.33
2021-08-08,1.95,0.54,0.31
2021-08-09,1.9,0.53,0.3
2021-08-10,1.89,0.56,0.34
2021-08-11,1.93,0.59,0.38
2021-08-12,2.27,0.67,0.47
2021-08-13,2.59,0.74,0.55
2021-08-14,2.63,0.74,0.56
2021-08-15,2.53,0.73,0.53
2021-08-16,2.42,0.75,0.55
2021-12-21,3.34,2.39,2.03
2021-12-22,3.39,2.49,2.13
2021-12-23,3.66,2.82,2.42
2021-12-24,5.385,4.09,3.465
2021-12-25,4.805,3.525,2.965
2021-12-26,4.83,3.5250000000000004,2.99
2021-12-27,5.145,3.755,3.185
2021-12-28,4.995,3.525,2.985
2021-12-29,4.905,3.3600000000000003,2.815
2021-12-30,4.8149999999999995,3.245,2.7
2021-12-31,4.575,3.1399999999999997,2.565
2022-01-01,3.7733333333333334,2.5633333333333335,2.0466666666666664
2022-01-02,4.133333333333334,2.9033333333333338,2.393333333333333
2022-01-03,4.786666666666666,3.4466666666666668,2.893333333333333
2022-01-04,5.595000000000001,4.09,3.465
2022-01-05,5.82,4.24,3.625
2022-01-06,5.67,4.195,3.57
2022-01-07,3.96,3.04,2.64
2022-01-08,4.15,3.24,2.79
2022-01-09,3.9,2.93,2.52
2022-01-10,4.03,3.13,2.73
2022-01-11,4.55,3.61,3.09
2022-01-12,4.06,3.07,2.63
2022-01-13,3.75,2.73,2.37
2022-01-14,4.19,3.18,2.78
