Date,Residential-Commercial,Industrial,Electric Generation
2024-01-04,2.20375,0.33000000000000007,0.9737499999999999
2024-01-05,2.33625,0.36375,0.92625
2024-01-06,2.1075,0.3450000000000002,0.9412499999999997
2024-01-07,2.385,0.3512500000000003,1.0662500000000001
2024-01-08,2.3825,0.34875000000000034,1.07375
2024-01-09,1.935,0.31499999999999995,1.1662499999999998
2024-01-10,1.55875,0.23875000000000002,1.1300000000000001
2024-01-11,1.76625,0.2812499999999998,1.13375
2024-01-12,1.61,0.2925,1.1725
2024-01-13,1.475555556,0.20444444399999995,0.7555555560000002
2024-01-14,2.345555556,0.3133333330000001,0.9255555549999999
2024-01-15,2.577777778,0.3744444439999999,0.9444444449999998
2024-01-16,2.63,0.3755555560000001,1.0333333329999999
2024-01-17,2.85,0.4159999999999999,1.1139999999999999
2024-01-18,2.782,0.41900000000000004,1.121
2024-01-19,2.776,0.41300000000000026,1.1209999999999996
2024-01-20,2.964,0.4630000000000001,0.9990000000000001
2024-01-21,2.792,0.4240000000000004,0.9959999999999996
2024-01-22,2.428,0.3679999999999999,0.984
2024-01-23,2.03,0.31000000000000005,1.1060000000000003
2024-01-24,1.778,0.31099999999999994,1.189
2024-01-25,1.464,0.2630000000000001,1.098
2024-01-26,1.613,0.29200000000000004,1.07
2024-01-27,1.631,0.30800000000000005,1.0590000000000002
2024-01-28,1.845,0.32199999999999984,1.0290000000000004
2024-01-29,2.089,0.32600000000000007,1.0179999999999998
2024-01-30,2.286666667,0.3622222220000002,0.9877777779999999
2024-01-31,2.11875,0.3500000000000001,0.9775
2024-02-01,1.7425,0.31125,1.0699999999999998
2024-02-02,1.7525,0.30500000000000016,0.9624999999999999
2024-02-03,1.96,0.33499999999999996,0.8362500000000002
2024-02-04,2.00875,0.34375,0.8300000000000001
2024-02-05,2.0825,0.3387500000000001,0.9099999999999997
2024-02-06,2.005,0.3387500000000001,0.9337499999999999
2024-02-07,1.91875,0.3225,0.9649999999999999
2024-02-08,1.74125,0.31125000000000025,1.1287499999999997
2024-02-09,1.51125,0.29125,0.99875
2024-02-10,1.1475,0.24875000000000003,0.7787499999999998
2024-02-11,1.43375,0.28,0.8962499999999998
2024-02-12,1.61625,0.29499999999999993,1.0025
2024-02-13,2.08625,0.3325,1.0025
2024-02-14,2.397777778,0.35888888900000016,0.872222222
2024-02-15,2.198888889,0.355555555,0.7999999999999998
2024-02-16,2.106666667,0.33777777700000033,0.7844444449999997
2024-02-17,2.196666667,0.3644444440000001,0.7566666669999997
2024-02-18,2.215555556,0.37555555500000004,0.8055555559999998
2024-02-19,2.297777778,0.35444444399999986,0.8844444450000002
