Demand,datetime,Natural Gas Generation,Oil Generation
13375.0,2025-02-15 03:00:00,4108,2
13551.0,2025-02-15 04:00:00,4208,2
13639.0,2025-02-15 05:00:00,4392,2
14264.0,2025-02-15 06:00:00,5041,21
14576.0,2025-02-15 07:00:00,5138,127
14287.0,2025-02-15 08:00:00,4892,261
13886.0,2025-02-15 09:00:00,4697,301
13715.0,2025-02-15 10:00:00,4947,221
13917.0,2025-02-15 11:00:00,5384,181
14334.0,2025-02-15 12:00:00,6134,45
14760.0,2025-02-15 13:00:00,6436,69
15168.0,2025-02-15 14:00:00,6692,135
15645.0,2025-02-15 15:00:00,6865,153
16265.0,2025-02-15 16:00:00,7465,162
17026.0,2025-02-15 17:00:00,7620,274
17089.0,2025-02-15 18:00:00,7560,280
16665.0,2025-02-15 19:00:00,7190,235
16118.0,2025-02-15 20:00:00,6896,151
15382.0,2025-02-15 21:00:00,6371,163
14593.0,2025-02-15 22:00:00,5562,145
