date,electric,industrial,resi_comm
2022-04-19,2.33,1.3,1.03
2022-04-20,2.285,1.27,1.0
2022-04-21,2.026666666666667,1.116666666666667,0.85
2022-04-22,1.9224999999999999,1.12,0.8775
2022-04-23,1.842,1.04,0.778
2022-04-24,2.0100000000000002,1.158,0.882
2022-04-25,2.064,1.128,0.8699999999999999
2022-04-26,2.1566666666666667,1.1233333333333333,0.8616666666666667
2022-04-27,2.2814285714285716,1.247142857142857,0.99
2022-04-28,2.4,1.4085714285714286,1.1171428571428572
2022-04-29,2.23125,1.2475,0.965
2022-04-30,1.9222222222222223,1.1188888888888888,0.8466666666666667
2022-05-01,1.788888888888889,0.9655555555555555,0.6933333333333334
2022-05-02,1.96,1.0744444444444445,0.7977777777777777
2022-05-03,2.0466666666666664,1.0522222222222224,0.7866666666666666
2022-05-04,2.0188888888888887,1.02,0.7677777777777778
2022-05-05,1.7166666666666666,0.8377777777777777,0.6011111111111112
2022-05-06,1.7444444444444445,0.8577777777777778,0.6155555555555555
2022-05-07,1.951111111111111,1.097777777777778,0.8344444444444444
2022-05-08,1.9388888888888889,1.087777777777778,0.8211111111111111
2022-05-09,2.0266666666666664,1.1111111111111112,0.8477777777777779
2022-05-10,1.8277777777777777,0.9244444444444445,0.68
2022-05-11,1.61625,0.81125,0.56625
2022-05-12,1.5777777777777777,0.7233333333333334,0.5111111111111112
2022-05-13,1.56625,0.60375,0.40375
2022-05-14,1.747142857142857,0.55,0.3514285714285714
2022-05-15,1.6542857142857144,0.5671428571428572,0.3585714285714286
2022-05-16,1.7142857142857142,0.647142857142857,0.44
2022-05-17,1.64,0.6983333333333334,0.49666666666666665
2022-05-18,1.576,0.748,0.538
2022-05-19,1.7239999999999998,0.796,0.5700000000000001
2022-05-20,1.762,0.744,0.522
2022-05-21,1.798,0.642,0.434
2022-05-22,1.9440000000000002,0.646,0.44399999999999995
2022-05-23,1.8240000000000003,0.6799999999999999,0.472
2022-05-24,1.666,0.74,0.508
2022-05-25,1.6933333333333334,0.7533333333333333,0.5216666666666666
2022-05-26,1.5200000000000002,0.6616666666666667,0.425
2022-05-27,1.6685714285714286,0.5957142857142858,0.3828571428571429
2022-05-28,1.49625,0.5625,0.33375
2022-05-29,1.4037499999999998,0.56,0.32
2022-05-30,1.655,0.56,0.34125
2022-05-31,1.8500000000000003,0.6377777777777778,0.41888888888888887
2022-06-01,1.7739999999999998,0.681,0.449
2022-06-02,1.813,0.6890000000000001,0.45899999999999996
2022-06-03,1.7,0.659,0.41400000000000003
2022-06-04,1.474,0.606,0.364
2022-06-05,1.45,0.586,0.34700000000000003
2022-06-06,1.6480000000000001,0.665,0.43200000000000005
2022-06-07,1.691,0.607,0.389
2022-06-08,1.762,0.5880000000000001,0.374
2022-06-09,1.7455555555555555,0.5855555555555556,0.37111111111111117
2022-06-10,1.5544444444444445,0.5655555555555556,0.3377777777777778
2022-06-11,1.2566666666666668,0.51,0.28
2022-06-12,1.3255555555555556,0.5244444444444444,0.2944444444444445
2022-06-13,1.8244444444444445,0.6,0.38
2022-06-14,1.8511111111111112,0.6088888888888888,0.4077777777777778
2022-06-15,1.7877777777777777,0.6433333333333333,0.42444444444444446
2022-06-16,1.7177777777777778,0.6344444444444445,0.41555555555555557
2022-06-17,1.8422222222222224,0.5955555555555555,0.39888888888888885
2022-06-18,1.2555555555555555,0.5722222222222222,0.34111111111111114
2022-06-19,1.3155555555555556,0.6366666666666667,0.38222222222222224
2022-06-20,1.47,0.6388888888888888,0.4066666666666667
2022-06-21,1.53625,0.6337499999999999,0.39875
2022-06-22,1.545,0.615,0.39
2022-06-23,1.587777777777778,0.6233333333333333,0.41111111111111115
2022-06-24,1.5755555555555556,0.5855555555555556,0.3777777777777778
2022-06-25,1.8444444444444446,0.508888888888889,0.31555555555555553
2022-06-26,1.9622222222222223,0.55,0.35333333333333333
2022-06-27,1.8233333333333333,0.5988888888888889,0.3944444444444445
2022-06-28,1.6955555555555555,0.6211111111111111,0.40222222222222226
2022-06-29,1.87,0.5933333333333333,0.37555555555555553
2022-06-30,1.982222222222222,0.6111111111111112,0.4
2022-07-01,2.0977777777777775,0.5844444444444445,0.38
2022-07-02,1.758888888888889,0.4722222222222222,0.2544444444444445
2022-07-03,1.651111111111111,0.4511111111111111,0.23222222222222222
2022-07-04,1.6388888888888888,0.47,0.25333333333333335
2022-07-05,1.746,0.554,0.32799999999999996
2022-07-06,1.8199999999999998,0.599,0.378
2022-07-07,1.6869999999999998,0.5770000000000001,0.359
2022-07-08,1.6509999999999998,0.5720000000000001,0.356
2022-07-09,1.4069999999999998,0.57,0.341
2022-07-10,1.349,0.519,0.28900000000000003
2022-07-11,1.7079999999999997,0.5770000000000001,0.341
2022-07-12,2.023,0.642,0.429
2022-07-13,2.057,0.6060000000000001,0.39499999999999996
2022-07-14,1.9140000000000001,0.5880000000000001,0.359
2022-07-15,1.752,0.525,0.30500000000000005
2022-07-16,1.65,0.4699999999999999,0.23000000000000004
2022-07-17,1.895,0.501,0.28
2022-07-18,2.112,0.5940000000000001,0.374
2022-07-19,2.427,0.681,0.47000000000000003
2022-07-20,2.525,0.722,0.507
2022-07-21,2.241,0.6559999999999999,0.44000000000000006
2022-07-22,2.3166666666666664,0.6444444444444444,0.4277777777777778
2022-07-23,2.27375,0.58875,0.38125
2022-07-24,2.41125,0.62375,0.41125
2022-07-25,2.3175,0.61625,0.4075
2022-07-26,2.031428571428571,0.6,0.3742857142857143
2022-07-27,2.0114285714285716,0.5957142857142858,0.37285714285714283
2022-07-28,2.1457142857142855,0.6042857142857143,0.39285714285714285
2022-07-29,2.0628571428571427,0.5614285714285715,0.34285714285714286
2022-07-30,1.812857142857143,0.4757142857142857,0.2642857142857143
2022-07-31,1.9599999999999997,0.5328571428571428,0.31285714285714283
2022-08-01,2.1714285714285713,0.6157142857142857,0.4042857142857143
2022-08-02,2.3814285714285712,0.6714285714285715,0.45428571428571424
2022-08-03,2.371428571428571,0.6671428571428571,0.4571428571428572
2022-08-04,2.57,0.7285714285714285,0.52
2022-08-05,2.5275,0.655,0.455
2022-08-06,2.477777777777778,0.64,0.42
2022-08-07,2.5977777777777775,0.6655555555555556,0.4566666666666667
2022-08-08,2.698888888888889,0.7311111111111112,0.5244444444444445
2022-08-09,2.513,0.685,0.48600000000000004
2022-08-10,2.005,0.596,0.366
2022-08-11,1.9899999999999998,0.5800000000000001,0.352
2022-08-12,1.7533333333333332,0.55,0.3288888888888889
2022-08-13,1.3355555555555556,0.48000000000000004,0.24000000000000002
2022-08-14,1.4611111111111112,0.4933333333333333,0.26333333333333336
2022-08-15,1.6566666666666667,0.5755555555555555,0.3422222222222222
2022-08-16,1.6588888888888889,0.5833333333333334,0.35111111111111115
2022-08-17,1.5799999999999998,0.5922222222222222,0.36444444444444446
2022-08-18,1.7425,0.59875,0.37125
2022-08-19,1.9725,0.5525,0.33499999999999996
2022-08-20,1.9137499999999998,0.5025,0.29
2022-08-21,1.85125,0.5075,0.29500000000000004
2022-08-22,1.8525,0.58125,0.34625
2022-08-23,2.04625,0.5925,0.3775
2022-08-24,2.1262499999999998,0.62875,0.41500000000000004
2022-08-25,2.2,0.615,0.395
2022-08-26,2.0933333333333333,0.5777777777777778,0.36444444444444446
2022-08-27,1.8033333333333335,0.5155555555555557,0.2866666666666667
2022-08-28,1.7966666666666669,0.5444444444444445,0.3088888888888889
