Date,Hour Starting,Demand,datetime,Natural Gas Generation,Oil Generation
2025-06-22,0,13163,2025-06-22 00:00:00,7671,0
2025-06-22,1,12451,2025-06-22 01:00:00,6733,0
2025-06-22,2,12014,2025-06-22 02:00:00,5974,0
2025-06-22,3,11940,2025-06-22 03:00:00,5864,0
2025-06-22,4,11917,2025-06-22 04:00:00,5733,0
2025-06-22,5,12131,2025-06-22 05:00:00,5824,0
2025-06-22,6,12207,2025-06-22 06:00:00,5881,0
2025-06-22,7,12533,2025-06-22 07:00:00,5991,0
2025-06-22,8,12722,2025-06-22 08:00:00,6286,0
2025-06-22,9,12879,2025-06-22 09:00:00,6645,0
2025-06-22,10,12219,2025-06-22 10:00:00,6436,0
2025-06-22,11,12180,2025-06-22 11:00:00,6796,0
2025-06-22,12,13050,2025-06-22 12:00:00,7497,18
2025-06-22,13,14378,2025-06-22 13:00:00,8835,12
2025-06-22,14,15866,2025-06-22 14:00:00,10227,37
2025-06-22,15,17480,2025-06-22 15:00:00,11056,3
2025-06-22,16,18936,2025-06-22 16:00:00,11495,3
2025-06-22,17,19963,2025-06-22 17:00:00,11556,3
2025-06-22,18,20538,2025-06-22 18:00:00,11834,3
2025-06-22,19,20675,2025-06-22 19:00:00,12231,3
2025-06-22,20,20315,2025-06-22 20:00:00,12342,3
2025-06-22,21,19608,2025-06-22 21:00:00,12222,3
2025-06-22,22,18132,2025-06-22 22:00:00,11682,22
2025-06-22,23,16819,2025-06-22 23:00:00,11132,49
2025-06-23,0,15585,2025-06-23 00:00:00,10358,0
2025-06-23,1,15035,2025-06-23 01:00:00,9995,0
2025-06-23,2,14669,2025-06-23 02:00:00,9773,0
2025-06-23,3,14357,2025-06-23 03:00:00,9254,0
2025-06-23,4,14368,2025-06-23 04:00:00,9194,0
2025-06-23,5,14767,2025-06-23 05:00:00,9667,0
2025-06-23,6,15687,2025-06-23 06:00:00,10870,9
2025-06-23,7,16007,2025-06-23 07:00:00,11078,25
2025-06-23,8,16391,2025-06-23 08:00:00,11289,49
2025-06-23,9,16872,2025-06-23 09:00:00,11693,136
2025-06-23,10,17501,2025-06-23 10:00:00,11663,177
2025-06-23,11,18318,2025-06-23 11:00:00,11619,115
2025-06-23,12,19320,2025-06-23 12:00:00,12165,128
2025-06-23,13,20216,2025-06-23 13:00:00,12806,241
2025-06-23,14,20960,2025-06-23 14:00:00,13053,285
2025-06-23,15,21752,2025-06-23 15:00:00,13457,254
2025-06-23,16,22702,2025-06-23 16:00:00,13728,584
2025-06-23,17,23712,2025-06-23 17:00:00,13650,1210
2025-06-23,18,24329,2025-06-23 18:00:00,12990,1567
2025-06-23,19,24249,2025-06-23 19:00:00,13113,1625
2025-06-23,20,23693,2025-06-23 20:00:00,13089,1613
2025-06-23,21,22746,2025-06-23 21:00:00,12565,1196
2025-06-23,22,21282,2025-06-23 22:00:00,12168,645
2025-06-23,23,19715,2025-06-23 23:00:00,11683,323
2025-06-24,0,18868,2025-06-24 00:00:00,10719,224
2025-06-24,1,17857,2025-06-24 01:00:00,10488,272
2025-06-24,2,16925,2025-06-24 02:00:00,10299,355
2025-06-24,3,16730,2025-06-24 03:00:00,9884,360
2025-06-24,4,16630,2025-06-24 04:00:00,9621,358
2025-06-24,5,16761,2025-06-24 05:00:00,9962,359
2025-06-24,6,17596,2025-06-24 06:00:00,10677,365
2025-06-24,7,18450,2025-06-24 07:00:00,10431,362
2025-06-24,8,18571,2025-06-24 08:00:00,10824,381
2025-06-24,9,18747,2025-06-24 09:00:00,9944,444
2025-06-24,10,19375,2025-06-24 10:00:00,10702,678
2025-06-24,11,20158,2025-06-24 11:00:00,10709,929
2025-06-24,12,20975,2025-06-24 12:00:00,11305,1067
2025-06-24,13,21890,2025-06-24 13:00:00,11947,1188
2025-06-24,14,22765,2025-06-24 14:00:00,12770,1119
2025-06-24,15,23717,2025-06-24 15:00:00,12894,1312
2025-06-24,16,24817,2025-06-24 16:00:00,12330,2250
2025-06-24,17,25433,2025-06-24 17:00:00,12004,2805
2025-06-24,18,25898,2025-06-24 18:00:00,12199,3193
2025-06-24,19,25673,2025-06-24 19:00:00,12188,3391
2025-06-24,20,25233,2025-06-24 20:00:00,11953,3476
2025-06-24,21,24144,2025-06-24 21:00:00,11592,3380
2025-06-24,22,22366,2025-06-24 22:00:00,10584,2727
2025-06-24,23,20458,2025-06-24 23:00:00,10243,1437
2025-06-25,0,19222,2025-06-25 00:00:00,10600,898
2025-06-25,1,18556,2025-06-25 01:00:00,10475,652
2025-06-25,2,17821,2025-06-25 02:00:00,10532,461
2025-06-25,3,17283,2025-06-25 03:00:00,10438,436
2025-06-25,4,17353,2025-06-25 04:00:00,10448,428
2025-06-25,5,17563,2025-06-25 05:00:00,10355,447
2025-06-25,6,18436,2025-06-25 06:00:00,10922,595
2025-06-25,7,19560,2025-06-25 07:00:00,11060,763
2025-06-25,8,19666,2025-06-25 08:00:00,11429,836
2025-06-25,9,19859,2025-06-25 09:00:00,11544,823
2025-06-25,10,20238,2025-06-25 10:00:00,11660,843
2025-06-25,11,20566,2025-06-25 11:00:00,11921,913
2025-06-25,12,20897,2025-06-25 12:00:00,11856,1058
2025-06-25,13,21435,2025-06-25 13:00:00,12015,1073
2025-06-25,14,22018,2025-06-25 14:00:00,12487,1066
2025-06-25,15,22575,2025-06-25 15:00:00,13094,1182
2025-06-25,16,23133,2025-06-25 16:00:00,13266,1697
2025-06-25,18,24249,2025-06-25 18:00:00,13448,2340
2025-06-25,19,23888,2025-06-25 19:00:00,13054,2360
2025-06-25,20,23128,2025-06-25 20:00:00,12784,1742
2025-06-25,21,22057,2025-06-25 21:00:00,12671,971
2025-06-25,22,20259,2025-06-25 22:00:00,11654,350
2025-06-25,23,18436,2025-06-25 23:00:00,11185,3
2025-06-26,0,17010,2025-06-26 00:00:00,10873,168
2025-06-26,1,15960,2025-06-26 01:00:00,9755,222
2025-06-26,2,15543,2025-06-26 02:00:00,9298,139
2025-06-26,3,15147,2025-06-26 03:00:00,9035,139
2025-06-26,4,14834,2025-06-26 04:00:00,8700,139
2025-06-26,5,14713,2025-06-26 05:00:00,8574,139
2025-06-26,6,14860,2025-06-26 06:00:00,8694,139
2025-06-26,7,15045,2025-06-26 07:00:00,9143,99
2025-06-26,8,14792,2025-06-26 08:00:00,8972,99
2025-06-26,9,14583,2025-06-26 09:00:00,9074,99
2025-06-26,10,14647,2025-06-26 10:00:00,9728,17
2025-06-26,11,14631,2025-06-26 11:00:00,10042,18
2025-06-26,12,14894,2025-06-26 12:00:00,10290,13
2025-06-26,13,15077,2025-06-26 13:00:00,10294,6
2025-06-26,14,14945,2025-06-26 14:00:00,10371,6
2025-06-26,15,14515,2025-06-26 15:00:00,9985,6
2025-06-26,16,14349,2025-06-26 16:00:00,9416,19
2025-06-26,17,14424,2025-06-26 17:00:00,9198,19
2025-06-26,18,14497,2025-06-26 18:00:00,9166,19
2025-06-26,19,14448,2025-06-26 19:00:00,9365,19
2025-06-26,20,14423,2025-06-26 20:00:00,9575,19
2025-06-26,21,14014,2025-06-26 21:00:00,9645,19
2025-06-26,22,13066,2025-06-26 22:00:00,8757,19
2025-06-26,23,12047,2025-06-26 23:00:00,7645,19
2025-06-27,0,11645,2025-06-27 00:00:00,7164,19
2025-06-27,1,11500,2025-06-27 01:00:00,7036,222
2025-06-27,2,11175,2025-06-27 02:00:00,6575,139
2025-06-27,3,10996,2025-06-27 03:00:00,6290,139
2025-06-27,4,11081,2025-06-27 04:00:00,6265,139
2025-06-27,5,11492,2025-06-27 05:00:00,6744,139
2025-06-27,6,11870,2025-06-27 06:00:00,7256,139
2025-06-27,7,11938,2025-06-27 07:00:00,7314,99
2025-06-27,8,11822,2025-06-27 08:00:00,7226,99
2025-06-27,9,11372,2025-06-27 09:00:00,7048,99
2025-06-27,10,10959,2025-06-27 10:00:00,6557,17
2025-06-27,11,10714,2025-06-27 11:00:00,6358,18
2025-06-27,12,10752,2025-06-27 12:00:00,6382,13
2025-06-27,13,11077,2025-06-27 13:00:00,6754,6
2025-06-27,14,11666,2025-06-27 14:00:00,7356,6
2025-06-27,15,12238,2025-06-27 15:00:00,7893,6
2025-06-27,16,13085,2025-06-27 16:00:00,8423,19
2025-06-27,17,13852,2025-06-27 17:00:00,8604,19
2025-06-27,18,14385,2025-06-27 18:00:00,8801,19
2025-06-27,19,14411,2025-06-27 19:00:00,8745,19
2025-06-27,20,14335,2025-06-27 20:00:00,8815,19
2025-06-27,21,13908,2025-06-27 21:00:00,8693,19
2025-06-27,22,13029,2025-06-27 22:00:00,7851,19
2025-06-27,23,12077,2025-06-27 23:00:00,6951,19
2025-06-28,0,11349,2025-06-28 00:00:00,6493,0
2025-06-28,1,11327,2025-06-28 01:00:00,6336,0
2025-06-28,2,11004,2025-06-28 02:00:00,6086,0
2025-06-28,3,10786,2025-06-28 03:00:00,5961,0
2025-06-28,4,10757,2025-06-28 04:00:00,5941,0
2025-06-28,5,10883,2025-06-28 05:00:00,6067,0
2025-06-28,6,11206,2025-06-28 06:00:00,6214,0
2025-06-28,7,11735,2025-06-28 07:00:00,6533,0
2025-06-28,8,12141,2025-06-28 08:00:00,6831,0
2025-06-28,9,12295,2025-06-28 09:00:00,6903,0
2025-06-28,10,12527,2025-06-28 10:00:00,7216,0
2025-06-28,11,12701,2025-06-28 11:00:00,7514,0
2025-06-28,12,12684,2025-06-28 12:00:00,7930,0
2025-06-28,13,12547,2025-06-28 13:00:00,8088,0
2025-06-28,14,12198,2025-06-28 14:00:00,7864,0
2025-06-28,15,12508,2025-06-28 15:00:00,8254,0
2025-06-28,16,13105,2025-06-28 16:00:00,8626,0
2025-06-28,17,14084,2025-06-28 17:00:00,9358,0
2025-06-28,18,14781,2025-06-28 18:00:00,9729,0
2025-06-28,19,14952,2025-06-28 19:00:00,9628,0
2025-06-28,20,14880,2025-06-28 20:00:00,9728,0
2025-06-28,21,14581,2025-06-28 21:00:00,9758,0
2025-06-28,22,13824,2025-06-28 22:00:00,9567,0
2025-06-28,23,12948,2025-06-28 23:00:00,8637,0
2025-06-29,0,12337,2025-06-29 00:00:00,8169,0
2025-06-29,1,11857,2025-06-29 01:00:00,7528,0
2025-06-29,2,11465,2025-06-29 02:00:00,6946,0
2025-06-29,3,11255,2025-06-29 03:00:00,6817,0
2025-06-29,4,11311,2025-06-29 04:00:00,6772,0
2025-06-29,5,11244,2025-06-29 05:00:00,6612,0
2025-06-29,6,11289,2025-06-29 06:00:00,6615,0
2025-06-29,7,11530,2025-06-29 07:00:00,6897,0
2025-06-29,8,11715,2025-06-29 08:00:00,6904,0
2025-06-29,9,11695,2025-06-29 09:00:00,7000,0
2025-06-29,10,11702,2025-06-29 10:00:00,7283,0
2025-06-29,11,12048,2025-06-29 11:00:00,7414,0
2025-06-29,12,12410,2025-06-29 12:00:00,7834,0
2025-06-29,13,12906,2025-06-29 13:00:00,8480,0
2025-06-29,14,13557,2025-06-29 14:00:00,9194,0
2025-06-29,15,14807,2025-06-29 15:00:00,10265,0
2025-06-29,16,15949,2025-06-29 16:00:00,11460,5
2025-06-29,17,17273,2025-06-29 17:00:00,12382,5
2025-06-29,18,18089,2025-06-29 18:00:00,12472,5
2025-06-29,19,18167,2025-06-29 19:00:00,12633,10
2025-06-29,20,17612,2025-06-29 20:00:00,12466,10
2025-06-29,21,16878,2025-06-29 21:00:00,12346,10
2025-06-29,22,15523,2025-06-29 22:00:00,11261,4
2025-06-29,23,14099,2025-06-29 23:00:00,10179,3
2025-06-30,0,13021,2025-06-30 00:00:00,8871,0
2025-06-30,1,12548,2025-06-30 01:00:00,8250,0
2025-06-30,2,12338,2025-06-30 02:00:00,8038,0
2025-06-30,3,12233,2025-06-30 03:00:00,7957,0
2025-06-30,4,12277,2025-06-30 04:00:00,8112,0
2025-06-30,5,12622,2025-06-30 05:00:00,8279,0
2025-06-30,6,13004,2025-06-30 06:00:00,8448,0
2025-06-30,7,13356,2025-06-30 07:00:00,8524,0
2025-06-30,8,13015,2025-06-30 08:00:00,8402,0
2025-06-30,9,12898,2025-06-30 09:00:00,8527,0
2025-06-30,10,13369,2025-06-30 10:00:00,9224,0
2025-06-30,11,14086,2025-06-30 11:00:00,9517,0
2025-06-30,12,14592,2025-06-30 12:00:00,10417,0
2025-06-30,13,15494,2025-06-30 13:00:00,11189,0
2025-06-30,14,16233,2025-06-30 14:00:00,11817,0
2025-06-30,15,17099,2025-06-30 15:00:00,12115,0
2025-06-30,16,18287,2025-06-30 16:00:00,12056,5
2025-06-30,17,19639,2025-06-30 17:00:00,12658,5
2025-06-30,18,20449,2025-06-30 18:00:00,12674,6
2025-06-30,19,20450,2025-06-30 19:00:00,12938,6
2025-06-30,20,19843,2025-06-30 20:00:00,12701,6
2025-06-30,21,18924,2025-06-30 21:00:00,12865,5
2025-06-30,22,17371,2025-06-30 22:00:00,12536,4
2025-06-30,23,15818,2025-06-30 23:00:00,11570,2
2025-07-01,0,14975,2025-07-01 00:00:00,10462,2
2025-07-01,1,14598,2025-07-01 01:00:00,9652,2
2025-07-01,2,14227,2025-07-01 02:00:00,9360,2
2025-07-01,3,14009,2025-07-01 03:00:00,9060,2
2025-07-01,4,14133,2025-07-01 04:00:00,9087,2
2025-07-01,5,14360,2025-07-01 05:00:00,9441,2
2025-07-01,6,14797,2025-07-01 06:00:00,9926,2
2025-07-01,7,15607,2025-07-01 07:00:00,10750,2
2025-07-01,8,16178,2025-07-01 08:00:00,11208,2
2025-07-01,9,16366,2025-07-01 09:00:00,11151,2
2025-07-01,10,16349,2025-07-01 10:00:00,11270,2
2025-07-01,11,16842,2025-07-01 11:00:00,11887,2
2025-07-01,12,17299,2025-07-01 12:00:00,12062,2
2025-07-01,13,18127,2025-07-01 13:00:00,12511,3
2025-07-01,14,18859,2025-07-01 14:00:00,12725,2
2025-07-01,15,19891,2025-07-01 15:00:00,13247,43
2025-07-01,16,21180,2025-07-01 16:00:00,13346,48
2025-07-01,17,22137,2025-07-01 17:00:00,13242,279
2025-07-01,18,22333,2025-07-01 18:00:00,12760,738
2025-07-01,19,21713,2025-07-01 19:00:00,12653,302
2025-07-01,20,20860,2025-07-01 20:00:00,12596,100
2025-07-01,21,19514,2025-07-01 21:00:00,12309,6
2025-07-01,22,17933,2025-07-01 22:00:00,12108,5
2025-07-01,23,16602,2025-07-01 23:00:00,11306,2
2025-07-02,0,15510,2025-07-02 00:00:00,10508,0
2025-07-02,1,15305,2025-07-02 01:00:00,10091,0
2025-07-02,2,14799,2025-07-02 02:00:00,9619,0
2025-07-02,3,14496,2025-07-02 03:00:00,9541,0
2025-07-02,4,14517,2025-07-02 04:00:00,9509,0
2025-07-02,5,14852,2025-07-02 05:00:00,9715,0
2025-07-02,6,15615,2025-07-02 06:00:00,10386,0
2025-07-02,7,15895,2025-07-02 07:00:00,10392,0
2025-07-02,8,15779,2025-07-02 08:00:00,10337,0
2025-07-02,9,15800,2025-07-02 09:00:00,10532,2
2025-07-02,10,15907,2025-07-02 10:00:00,11136,20
2025-07-02,11,16152,2025-07-02 11:00:00,11297,40
2025-07-02,12,16451,2025-07-02 12:00:00,11702,92
2025-07-02,13,16886,2025-07-02 13:00:00,11818,63
2025-07-02,14,17516,2025-07-02 14:00:00,12258,20
2025-07-02,15,18117,2025-07-02 15:00:00,11981,5
2025-07-02,16,18793,2025-07-02 16:00:00,11904,5
2025-07-02,17,19398,2025-07-02 17:00:00,11701,5
2025-07-02,18,19898,2025-07-02 18:00:00,11698,5
2025-07-02,19,20104,2025-07-02 19:00:00,12659,5
2025-07-02,20,19704,2025-07-02 20:00:00,12754,5
2025-07-02,21,18815,2025-07-02 21:00:00,12561,5
2025-07-02,22,17306,2025-07-02 22:00:00,12003,3
2025-07-02,23,15759,2025-07-02 23:00:00,10992,2
2025-07-03,0,14551,2025-07-03 00:00:00,9926,3
2025-07-03,1,14243,2025-07-03 01:00:00,8953,3
2025-07-03,2,13942,2025-07-03 02:00:00,8593,3
2025-07-03,3,13545,2025-07-03 03:00:00,8317,3
2025-07-03,4,13481,2025-07-03 04:00:00,8622,3
2025-07-03,5,13706,2025-07-03 05:00:00,8828,3
2025-07-03,6,14198,2025-07-03 06:00:00,9138,3
2025-07-03,7,14413,2025-07-03 07:00:00,9242,3
2025-07-03,8,14260,2025-07-03 08:00:00,9281,3
2025-07-03,9,14403,2025-07-03 09:00:00,9652,3
2025-07-03,10,14898,2025-07-03 10:00:00,10311,3
2025-07-03,11,15412,2025-07-03 11:00:00,10546,3
2025-07-03,12,16090,2025-07-03 12:00:00,10893,3
2025-07-03,13,16422,2025-07-03 13:00:00,10951,6
2025-07-03,14,16711,2025-07-03 14:00:00,11152,6
2025-07-03,15,17473,2025-07-03 15:00:00,11283,6
2025-07-03,16,18611,2025-07-03 16:00:00,11782,4
2025-07-03,17,19812,2025-07-03 17:00:00,11831,7
2025-07-03,18,19324,2025-07-03 18:00:00,11237,7
2025-07-03,19,18161,2025-07-03 19:00:00,10878,10
2025-07-03,20,17056,2025-07-03 20:00:00,10602,10
2025-07-03,21,16026,2025-07-03 21:00:00,10701,10
2025-07-03,22,14847,2025-07-03 22:00:00,9929,10
2025-07-03,23,13610,2025-07-03 23:00:00,8924,10
2025-07-04,0,12546,2025-07-04 00:00:00,8088,10
2025-07-04,1,11826,2025-07-04 01:00:00,7273,10
2025-07-04,2,11280,2025-07-04 02:00:00,6464,10
2025-07-04,3,10912,2025-07-04 03:00:00,6304,10
2025-07-04,4,11003,2025-07-04 04:00:00,6183,10
2025-07-04,5,10968,2025-07-04 05:00:00,5997,10
2025-07-04,6,10989,2025-07-04 06:00:00,5808,10
2025-07-04,7,11202,2025-07-04 07:00:00,5713,10
2025-07-04,8,10871,2025-07-04 08:00:00,5494,10
2025-07-04,9,10479,2025-07-04 09:00:00,4965,10
2025-07-04,10,10286,2025-07-04 10:00:00,5113,10
2025-07-04,11,10253,2025-07-04 11:00:00,5392,10
2025-07-04,12,10239,2025-07-04 12:00:00,5575,10
2025-07-04,13,10386,2025-07-04 13:00:00,5696,10
2025-07-04,14,10883,2025-07-04 14:00:00,6208,10
2025-07-04,15,11440,2025-07-04 15:00:00,6866,10
2025-07-04,16,12764,2025-07-04 16:00:00,8074,9
2025-07-04,17,14109,2025-07-04 17:00:00,9347,3
2025-07-04,18,14933,2025-07-04 18:00:00,9738,5
2025-07-04,19,15034,2025-07-04 19:00:00,10091,5
2025-07-04,20,14625,2025-07-04 20:00:00,10232,5
2025-07-04,21,14038,2025-07-04 21:00:00,9576,5
2025-07-04,22,13383,2025-07-04 22:00:00,8873,5
2025-07-04,23,12490,2025-07-04 23:00:00,7919,5
2025-07-05,0,11637,2025-07-05 00:00:00,6966,5
2025-07-05,1,11350,2025-07-05 01:00:00,6206,5
2025-07-05,2,10909,2025-07-05 02:00:00,5785,5
2025-07-05,3,10610,2025-07-05 03:00:00,5520,5
2025-07-05,4,10439,2025-07-05 04:00:00,5166,5
2025-07-05,5,10294,2025-07-05 05:00:00,4895,5
2025-07-05,6,10237,2025-07-05 06:00:00,4966,5
2025-07-05,7,10109,2025-07-05 07:00:00,4996,5
2025-07-05,8,9742,2025-07-05 08:00:00,4577,5
2025-07-05,9,9676,2025-07-05 09:00:00,4878,5
2025-07-05,10,9958,2025-07-05 10:00:00,5602,5
2025-07-05,11,10334,2025-07-05 11:00:00,6022,5
2025-07-05,12,10715,2025-07-05 12:00:00,6360,5
2025-07-05,13,11326,2025-07-05 13:00:00,7113,5
2025-07-05,14,12119,2025-07-05 14:00:00,8113,5
2025-07-05,15,13264,2025-07-05 15:00:00,9404,5
2025-07-05,16,14458,2025-07-05 16:00:00,10090,5
2025-07-05,17,15376,2025-07-05 17:00:00,10466,5
2025-07-05,18,16286,2025-07-05 18:00:00,10988,5
2025-07-05,19,16375,2025-07-05 19:00:00,11265,5
2025-07-05,20,16094,2025-07-05 20:00:00,11344,5
2025-07-05,21,15609,2025-07-05 21:00:00,10968,5
2025-07-05,22,14688,2025-07-05 22:00:00,10224,5
2025-07-05,23,13640,2025-07-05 23:00:00,8905,5
