"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
NEVP,"1/1/2022 12 a.m. PST",3890,3955,3620,-270
NEVP,"1/1/2022 1 a.m. PST",3824,3837,3507,-317
NEVP,"1/1/2022 2 a.m. PST",3774,3765,3427,-347
NEVP,"1/1/2022 3 a.m. PST",3734,3731,3375,-359
NEVP,"1/1/2022 4 a.m. PST",3720,3744,3423,-297
NEVP,"1/1/2022 5 a.m. PST",3737,3777,3526,-211
NEVP,"1/1/2022 6 a.m. PST",3786,3865,3544,-242
NEVP,"1/1/2022 7 a.m. PST",3860,3996,3570,-290
NEVP,"1/1/2022 8 a.m. PST",3801,4022,3555,-246
NEVP,"1/1/2022 9 a.m. PST",3760,4030,3455,-305
NEVP,"1/1/2022 10 a.m. PST",3728,4032,3489,-239
NEVP,"1/1/2022 11 a.m. PST",3683,4046,3187,-496
NEVP,"1/1/2022 12 p.m. PST",3636,4050,3173,-463
NEVP,"1/1/2022 1 p.m. PST",3605,4034,3208,-397
NEVP,"1/1/2022 2 p.m. PST",3585,4033,3327,-258
NEVP,"1/1/2022 3 p.m. PST",3649,4064,3606,-43
NEVP,"1/1/2022 4 p.m. PST",3758,4145,3276,-482
NEVP,"1/1/2022 5 p.m. PST",4083,4382,3238,-845
NEVP,"1/1/2022 6 p.m. PST",4345,4444,3271,-1074
NEVP,"1/1/2022 7 p.m. PST",4378,4415,3650,-728
NEVP,"1/1/2022 8 p.m. PST",4384,4361,3741,-643
NEVP,"1/1/2022 9 p.m. PST",4384,4294,3865,-519
NEVP,"1/1/2022 10 p.m. PST",4322,4201,3906,-416
NEVP,"1/1/2022 11 p.m. PST",4239,4102,3894,-345
NEVP,"1/2/2022 12 a.m. PST",4108,3980,3855,-253
NEVP,"1/2/2022 1 a.m. PST",4027,3872,3748,-279
NEVP,"1/2/2022 2 a.m. PST",3967,3807,3480,-487
NEVP,"1/2/2022 3 a.m. PST",3941,3776,3575,-366
NEVP,"1/2/2022 4 a.m. PST",3943,3785,3551,-392
NEVP,"1/2/2022 5 a.m. PST",3960,3830,3504,-456
NEVP,"1/2/2022 6 a.m. PST",4048,3915,3611,-437
NEVP,"1/2/2022 7 a.m. PST",4149,4067,3604,-545
NEVP,"1/2/2022 8 a.m. PST",4105,4093,3659,-446
NEVP,"1/2/2022 9 a.m. PST",4011,4074,3524,-487
NEVP,"1/2/2022 10 a.m. PST",3941,4065,3527,-414
NEVP,"1/2/2022 11 a.m. PST",3857,4045,3277,-580
NEVP,"1/2/2022 12 p.m. PST",3773,4039,3223,-550
NEVP,"1/2/2022 1 p.m. PST",3728,4048,3215,-513
NEVP,"1/2/2022 2 p.m. PST",3697,4066,3301,-396
NEVP,"1/2/2022 3 p.m. PST",3730,4132,3418,-312
NEVP,"1/2/2022 4 p.m. PST",3844,4279,3328,-516
NEVP,"1/2/2022 5 p.m. PST",4138,4447,3582,-556
NEVP,"1/2/2022 6 p.m. PST",4442,4435,3925,-517
NEVP,"1/2/2022 7 p.m. PST",4470,4398,4001,-469
NEVP,"1/2/2022 8 p.m. PST",4455,4332,4026,-429
NEVP,"1/2/2022 9 p.m. PST",4414,4254,3994,-420
NEVP,"1/2/2022 10 p.m. PST",4319,4161,3987,-332
NEVP,"1/2/2022 11 p.m. PST",4187,4052,3616,-571
NEVP,"1/3/2022 12 a.m. PST",4057,3940,3431,-626
NEVP,"1/3/2022 1 a.m. PST",3961,3817,3490,-471
NEVP,"1/3/2022 2 a.m. PST",3920,3752,3346,-574
NEVP,"1/3/2022 3 a.m. PST",3891,3721,3344,-547
NEVP,"1/3/2022 4 a.m. PST",3920,3730,3415,-505
NEVP,"1/3/2022 5 a.m. PST",4006,3775,3501,-505
NEVP,"1/3/2022 6 a.m. PST",4164,3860,3627,-537
NEVP,"1/3/2022 7 a.m. PST",4348,4017,4001,-347
NEVP,"1/3/2022 8 a.m. PST",4315,4033,4142,-173
NEVP,"1/3/2022 9 a.m. PST",4196,4024,3844,-352
NEVP,"1/3/2022 10 a.m. PST",4093,4030,3638,-455
NEVP,"1/3/2022 11 a.m. PST",3947,4035,3529,-418
NEVP,"1/3/2022 12 p.m. PST",3887,4044,3363,-524
NEVP,"1/3/2022 1 p.m. PST",3915,4063,3409,-506
NEVP,"1/3/2022 2 p.m. PST",3946,4101,3275,-671
NEVP,"1/3/2022 3 p.m. PST",3906,4187,3308,-598
NEVP,"1/3/2022 4 p.m. PST",4056,4318,3563,-493
NEVP,"1/3/2022 5 p.m. PST",4312,4465,3926,-386
NEVP,"1/3/2022 6 p.m. PST",4537,4450,4172,-365
NEVP,"1/3/2022 7 p.m. PST",4512,4408,4261,-251
NEVP,"1/3/2022 8 p.m. PST",4490,4326,3965,-525
NEVP,"1/3/2022 9 p.m. PST",4393,4244,3802,-591
NEVP,"1/3/2022 10 p.m. PST",4290,4146,3613,-677
NEVP,"1/3/2022 11 p.m. PST",4119,4031,3523,-596
NEVP,"1/4/2022 12 a.m. PST",3950,3895,3356,-594
NEVP,"1/4/2022 1 a.m. PST",3813,3760,2977,-836
NEVP,"1/4/2022 2 a.m. PST",3770,3718,2878,-892
NEVP,"1/4/2022 3 a.m. PST",3737,3670,3132,-605
NEVP,"1/4/2022 4 a.m. PST",3773,3635,3130,-643
NEVP,"1/4/2022 5 a.m. PST",3857,3735,3363,-494
NEVP,"1/4/2022 6 a.m. PST",4020,3875,3645,-375
NEVP,"1/4/2022 7 a.m. PST",4186,4104,3844,-342
NEVP,"1/4/2022 8 a.m. PST",4199,4010,3893,-306
NEVP,"1/4/2022 9 a.m. PST",4131,3961,3866,-265
NEVP,"1/4/2022 10 a.m. PST",4027,3853,3559,-468
NEVP,"1/4/2022 11 a.m. PST",3933,3748,3380,-553
NEVP,"1/4/2022 12 p.m. PST",3898,3632,3193,-705
NEVP,"1/4/2022 1 p.m. PST",3833,3627,3137,-696
NEVP,"1/4/2022 2 p.m. PST",3820,3625,3080,-740
NEVP,"1/4/2022 3 p.m. PST",3774,3668,3131,-643
NEVP,"1/4/2022 4 p.m. PST",3835,3689,3283,-552
NEVP,"1/4/2022 5 p.m. PST",4052,3991,3634,-418
NEVP,"1/4/2022 6 p.m. PST",4291,4230,3909,-382
NEVP,"1/4/2022 7 p.m. PST",4334,4372,3960,-374
NEVP,"1/4/2022 8 p.m. PST",4334,4366,3877,-457
NEVP,"1/4/2022 9 p.m. PST",4255,4286,3807,-448
NEVP,"1/4/2022 10 p.m. PST",4128,4191,3658,-470
NEVP,"1/4/2022 11 p.m. PST",3983,4041,3606,-377
NEVP,"1/5/2022 12 a.m. PST",3822,3873,3413,-409
NEVP,"1/5/2022 1 a.m. PST",3737,3649,3448,-289
NEVP,"1/5/2022 2 a.m. PST",3688,3586,3389,-299
NEVP,"1/5/2022 3 a.m. PST",3666,3535,3395,-271
NEVP,"1/5/2022 4 a.m. PST",3677,3512,3310,-367
NEVP,"1/5/2022 5 a.m. PST",3760,3603,3400,-360
NEVP,"1/5/2022 6 a.m. PST",3927,3746,3432,-495
NEVP,"1/5/2022 7 a.m. PST",4142,3980,3532,-610
NEVP,"1/5/2022 8 a.m. PST",4161,4110,3684,-477
NEVP,"1/5/2022 9 a.m. PST",4024,4004,3557,-467
NEVP,"1/5/2022 10 a.m. PST",3907,3847,3402,-505
