"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
ISNE,"6/1/2022 12 a.m. EDT",11825,11810,9719,-2106
ISNE,"6/1/2022 1 a.m. EDT",11204,10930,8683,-2521
ISNE,"6/1/2022 2 a.m. EDT",10951,10410,8367,-2584
ISNE,"6/1/2022 3 a.m. EDT",10879,10100,8447,-2432
ISNE,"6/1/2022 4 a.m. EDT",10784,9970,8416,-2368
ISNE,"6/1/2022 5 a.m. EDT",10937,10140,8490,-2447
ISNE,"6/1/2022 6 a.m. EDT",10937,10700,8726,-2211
ISNE,"6/1/2022 7 a.m. EDT",11670,11750,9599,-2071
ISNE,"6/1/2022 8 a.m. EDT",12448,12430,10343,-2105
ISNE,"6/1/2022 9 a.m. EDT",12638,12510,10706,-1932
ISNE,"6/1/2022 10 a.m. EDT",12606,12500,10739,-1867
ISNE,"6/1/2022 11 a.m. EDT",12655,12450,10711,-1944
ISNE,"6/1/2022 12 p.m. EDT",12754,12470,11051,-1703
ISNE,"6/1/2022 1 p.m. EDT",12707,12570,11294,-1413
ISNE,"6/1/2022 2 p.m. EDT",13018,12790,11840,-1178
ISNE,"6/1/2022 3 p.m. EDT",13253,12930,12023,-1230
ISNE,"6/1/2022 4 p.m. EDT",12997,13170,11645,-1352
ISNE,"6/1/2022 5 p.m. EDT",13182,13520,11923,-1259
ISNE,"6/1/2022 6 p.m. EDT",13485,13950,12034,-1451
ISNE,"6/1/2022 7 p.m. EDT",13667,14150,12219,-1448
ISNE,"6/1/2022 8 p.m. EDT",13618,14060,12110,-1508
ISNE,"6/1/2022 9 p.m. EDT",13485,13870,12131,-1354
ISNE,"6/1/2022 10 p.m. EDT",12833,13170,11382,-1451
ISNE,"6/1/2022 11 p.m. EDT",11740,12020,10100,-1640
ISNE,"6/2/2022 12 a.m. EDT",10730,10990,8959,-1771
ISNE,"6/2/2022 1 a.m. EDT",10271,10120,8582,-1689
ISNE,"6/2/2022 2 a.m. EDT",10507,9750,8739,-1768
ISNE,"6/2/2022 3 a.m. EDT",10340,9540,8520,-1820
ISNE,"6/2/2022 4 a.m. EDT",10302,9500,8416,-1886
ISNE,"6/2/2022 5 a.m. EDT",10441,9730,8621,-1820
ISNE,"6/2/2022 6 a.m. EDT",10584,10380,9098,-1486
ISNE,"6/2/2022 7 a.m. EDT",11491,11550,10186,-1305
ISNE,"6/2/2022 8 a.m. EDT",12394,12430,11125,-1269
ISNE,"6/2/2022 9 a.m. EDT",12666,12700,11298,-1368
ISNE,"6/2/2022 10 a.m. EDT",12607,12630,11237,-1370
ISNE,"6/2/2022 11 a.m. EDT",12355,12580,10964,-1391
ISNE,"6/2/2022 12 p.m. EDT",12084,12640,11000,-1084
ISNE,"6/2/2022 1 p.m. EDT",12486,12740,11471,-1015
ISNE,"6/2/2022 2 p.m. EDT",13056,13030,12480,-576
ISNE,"6/2/2022 3 p.m. EDT",13039,13030,12005,-1034
ISNE,"6/2/2022 4 p.m. EDT",13282,13330,12220,-1062
ISNE,"6/2/2022 5 p.m. EDT",13711,13960,12756,-955
ISNE,"6/2/2022 6 p.m. EDT",14046,14510,13017,-1029
ISNE,"6/2/2022 7 p.m. EDT",14068,14720,12965,-1103
ISNE,"6/2/2022 8 p.m. EDT",14002,14610,12677,-1325
ISNE,"6/2/2022 9 p.m. EDT",13956,14460,12619,-1337
ISNE,"6/2/2022 10 p.m. EDT",13362,13790,11920,-1442
ISNE,"6/2/2022 11 p.m. EDT",12265,12610,10777,-1488
ISNE,"6/3/2022 12 a.m. EDT",11255,11460,9688,-1567
ISNE,"6/3/2022 1 a.m. EDT",10896,10500,9350,-1546
ISNE,"6/3/2022 2 a.m. EDT",10847,10040,9186,-1661
ISNE,"6/3/2022 3 a.m. EDT",10589,9770,8852,-1737
ISNE,"6/3/2022 4 a.m. EDT",10488,9670,8714,-1774
ISNE,"6/3/2022 5 a.m. EDT",10660,9870,8947,-1713
ISNE,"6/3/2022 6 a.m. EDT",10987,10460,9493,-1494
ISNE,"6/3/2022 7 a.m. EDT",11555,11540,10384,-1171
ISNE,"6/3/2022 8 a.m. EDT",12439,12490,11408,-1031
ISNE,"6/3/2022 9 a.m. EDT",12925,12970,11883,-1042
ISNE,"6/3/2022 10 a.m. EDT",12993,12930,11986,-1007
ISNE,"6/3/2022 11 a.m. EDT",12861,12800,11902,-959
ISNE,"6/3/2022 12 p.m. EDT",12559,12380,11619,-940
ISNE,"6/3/2022 1 p.m. EDT",12291,12170,11280,-1011
ISNE,"6/3/2022 2 p.m. EDT",12189,12200,11067,-1122
ISNE,"6/3/2022 3 p.m. EDT",12228,12240,11194,-1034
ISNE,"6/3/2022 4 p.m. EDT",12459,12470,11340,-1119
ISNE,"6/3/2022 5 p.m. EDT",12908,12950,11851,-1057
ISNE,"6/3/2022 6 p.m. EDT",13578,13530,12497,-1081
ISNE,"6/3/2022 7 p.m. EDT",13996,13860,12649,-1347
ISNE,"6/3/2022 8 p.m. EDT",13944,13780,12046,-1898
ISNE,"6/3/2022 9 p.m. EDT",13792,13650,11851,-1941
ISNE,"6/3/2022 10 p.m. EDT",13257,13120,11547,-1710
ISNE,"6/3/2022 11 p.m. EDT",12285,12180,10472,-1813
ISNE,"6/4/2022 12 a.m. EDT",11303,11170,9574,-1729
ISNE,"6/4/2022 1 a.m. EDT",10538,10530,8914,-1624
ISNE,"6/4/2022 2 a.m. EDT",10613,9990,8790,-1823
ISNE,"6/4/2022 3 a.m. EDT",10361,9610,8935,-1426
