"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
NEVP,"11/1/2021 12 a.m. PDT",3420,3453,3007,-413
NEVP,"11/1/2021 1 a.m. PDT",3276,3290,3110,-166
NEVP,"11/1/2021 2 a.m. PDT",3175,3219,3102,-73
NEVP,"11/1/2021 3 a.m. PDT",3114,3145,3135,21
NEVP,"11/1/2021 4 a.m. PDT",3097,3132,3058,-39
NEVP,"11/1/2021 5 a.m. PDT",3124,3169,3131,7
NEVP,"11/1/2021 6 a.m. PDT",3259,3318,3207,-52
NEVP,"11/1/2021 7 a.m. PDT",3447,3520,3398,-49
NEVP,"11/1/2021 8 a.m. PDT",3494,3565,3385,-109
NEVP,"11/1/2021 9 a.m. PDT",3510,3584,3661,151
NEVP,"11/1/2021 10 a.m. PDT",3606,3644,3887,281
NEVP,"11/1/2021 11 a.m. PDT",3659,3632,3631,-28
NEVP,"11/1/2021 12 p.m. PDT",3696,3633,3674,-22
NEVP,"11/1/2021 1 p.m. PDT",3756,3643,3922,166
NEVP,"11/1/2021 2 p.m. PDT",3856,3639,3881,25
NEVP,"11/1/2021 3 p.m. PDT",3895,3705,3871,-24
NEVP,"11/1/2021 4 p.m. PDT",3972,3817,3624,-348
NEVP,"11/1/2021 5 p.m. PDT",4017,3790,3538,-479
NEVP,"11/1/2021 6 p.m. PDT",4118,3915,3344,-774
NEVP,"11/1/2021 7 p.m. PDT",4242,3977,3296,-946
NEVP,"11/1/2021 8 p.m. PDT",4177,3974,3409,-768
NEVP,"11/1/2021 9 p.m. PDT",4069,3927,3163,-906
NEVP,"11/1/2021 10 p.m. PDT",3911,3807,2907,-1004
NEVP,"11/1/2021 11 p.m. PDT",3701,3612,3056,-645
NEVP,"11/2/2021 12 a.m. PDT",3506,3429,3284,-222
NEVP,"11/2/2021 1 a.m. PDT",3345,3301,3280,-65
NEVP,"11/2/2021 2 a.m. PDT",3240,3216,3289,49
NEVP,"11/2/2021 3 a.m. PDT",3171,3184,3300,129
NEVP,"11/2/2021 4 a.m. PDT",3140,3161,3303,163
NEVP,"11/2/2021 5 a.m. PDT",3159,3200,3353,194
NEVP,"11/2/2021 6 a.m. PDT",3273,3358,3351,78
NEVP,"11/2/2021 7 a.m. PDT",3469,3509,3255,-214
NEVP,"11/2/2021 8 a.m. PDT",3569,3529,3316,-253
NEVP,"11/2/2021 9 a.m. PDT",3494,3541,3550,56
NEVP,"11/2/2021 10 a.m. PDT",3517,3525,3912,395
NEVP,"11/2/2021 11 a.m. PDT",3569,3518,3816,247
NEVP,"11/2/2021 12 p.m. PDT",3601,3504,3524,-77
NEVP,"11/2/2021 1 p.m. PDT",3644,3556,3385,-259
