"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
NEVP,"9/1/2022 12 a.m. PDT",5852,5637,4807,-1045
NEVP,"9/1/2022 1 a.m. PDT",5440,5179,4769,-671
NEVP,"9/1/2022 2 a.m. PDT",5150,4880,4686,-464
NEVP,"9/1/2022 3 a.m. PDT",4931,4637,4392,-539
NEVP,"9/1/2022 4 a.m. PDT",4768,4521,4100,-668
NEVP,"9/1/2022 5 a.m. PDT",4689,4436,4339,-350
NEVP,"9/1/2022 6 a.m. PDT",4702,4479,4407,-295
NEVP,"9/1/2022 7 a.m. PDT",4718,4490,4390,-328
NEVP,"9/1/2022 8 a.m. PDT",4886,4721,4376,-510
NEVP,"9/1/2022 9 a.m. PDT",5194,5039,4966,-228
NEVP,"9/1/2022 10 a.m. PDT",5611,5352,5264,-347
NEVP,"9/1/2022 11 a.m. PDT",6044,5818,5434,-610
NEVP,"9/1/2022 12 p.m. PDT",6535,6428,5601,-934
NEVP,"9/1/2022 1 p.m. PDT",7019,6877,5983,-1036
NEVP,"9/1/2022 2 p.m. PDT",7528,7389,6571,-957
NEVP,"9/1/2022 3 p.m. PDT",8006,7855,6911,-1095
NEVP,"9/1/2022 4 p.m. PDT",8395,8267,7076,-1319
NEVP,"9/1/2022 5 p.m. PDT",8634,8464,7218,-1416
NEVP,"9/1/2022 6 p.m. PDT",8579,8493,6789,-1790
NEVP,"9/1/2022 7 p.m. PDT",8259,8099,6048,-2211
NEVP,"9/1/2022 8 p.m. PDT",7923,7695,5761,-2162
NEVP,"9/1/2022 9 p.m. PDT",7518,7251,5558,-1960
NEVP,"9/1/2022 10 p.m. PDT",6992,6802,5284,-1708
NEVP,"9/1/2022 11 p.m. PDT",6439,6198,5244,-1195
NEVP,"9/2/2022 12 a.m. PDT",5969,5616,5235,-734
NEVP,"9/2/2022 1 a.m. PDT",5494,5226,4962,-532
NEVP,"9/2/2022 2 a.m. PDT",5196,4940,4675,-521
NEVP,"9/2/2022 3 a.m. PDT",4947,4699,4551,-396
NEVP,"9/2/2022 4 a.m. PDT",4773,4529,4223,-550
NEVP,"9/2/2022 5 a.m. PDT",4692,4411,4193,-499
NEVP,"9/2/2022 6 a.m. PDT",4711,4396,4341,-370
NEVP,"9/2/2022 7 a.m. PDT",4716,4472,4255,-461
NEVP,"9/2/2022 8 a.m. PDT",4968,4708,4508,-460
NEVP,"9/2/2022 9 a.m. PDT",5423,5090,4948,-475
NEVP,"9/2/2022 10 a.m. PDT",5800,5492,5382,-418
NEVP,"9/2/2022 11 a.m. PDT",6222,5939,5729,-493
NEVP,"9/2/2022 12 p.m. PDT",6660,6490,6085,-575
NEVP,"9/2/2022 1 p.m. PDT",7116,6922,6297,-819
NEVP,"9/2/2022 2 p.m. PDT",7584,7363,6455,-1129
NEVP,"9/2/2022 3 p.m. PDT",8007,7853,6616,-1391
NEVP,"9/2/2022 4 p.m. PDT",8344,8152,6756,-1588
NEVP,"9/2/2022 5 p.m. PDT",8532,8380,6606,-1926
NEVP,"9/2/2022 6 p.m. PDT",8445,8414,6261,-2184
NEVP,"9/2/2022 7 p.m. PDT",8102,7997,5782,-2320
NEVP,"9/2/2022 8 p.m. PDT",7895,7575,5570,-2325
NEVP,"9/2/2022 9 p.m. PDT",7580,7180,5200,-2380
NEVP,"9/2/2022 10 p.m. PDT",7107,6651,5134,-1973
NEVP,"9/2/2022 11 p.m. PDT",6619,6166,5267,-1352
NEVP,"9/3/2022 12 a.m. PDT",6230,5702,5029,-1201
NEVP,"9/3/2022 1 a.m. PDT",5825,5168,4445,-1380
NEVP,"9/3/2022 2 a.m. PDT",5474,4842,4257,-1217
NEVP,"9/3/2022 3 a.m. PDT",5192,4637,4153,-1039
NEVP,"9/3/2022 4 a.m. PDT",4973,4504,3842,-1131
NEVP,"9/3/2022 5 a.m. PDT",4840,4402,3692,-1148
NEVP,"9/3/2022 6 a.m. PDT",4737,4370,3580,-1157
NEVP,"9/3/2022 7 a.m. PDT",4643,4390,3585,-1058
NEVP,"9/3/2022 8 a.m. PDT",4832,4612,4172,-660
NEVP,"9/3/2022 9 a.m. PDT",5251,5013,4974,-277
NEVP,"9/3/2022 10 a.m. PDT",5706,5447,5136,-570
NEVP,"9/3/2022 11 a.m. PDT",6186,5850,5294,-892
NEVP,"9/3/2022 12 p.m. PDT",6603,6256,5709,-894
NEVP,"9/3/2022 1 p.m. PDT",7017,6685,6078,-939
NEVP,"9/3/2022 2 p.m. PDT",7448,7046,5905,-1543
NEVP,"9/3/2022 3 p.m. PDT",7844,7639,5786,-2058
NEVP,"9/3/2022 4 p.m. PDT",8148,7975,6183,-1965
NEVP,"9/3/2022 5 p.m. PDT",8337,8191,6375,-1962
NEVP,"9/3/2022 6 p.m. PDT",8312,8229,6198,-2114
NEVP,"9/3/2022 7 p.m. PDT",8054,7941,5455,-2599
NEVP,"9/3/2022 8 p.m. PDT",7735,7534,5236,-2499
NEVP,"9/3/2022 9 p.m. PDT",7389,7106,4931,-2458
NEVP,"9/3/2022 10 p.m. PDT",6966,6599,4925,-2041
NEVP,"9/3/2022 11 p.m. PDT",6523,6053,4934,-1589
NEVP,"9/4/2022 12 a.m. PDT",6132,5592,4750,-1382
NEVP,"9/4/2022 1 a.m. PDT",5767,5174,4562,-1205
NEVP,"9/4/2022 2 a.m. PDT",5445,4893,4200,-1245
NEVP,"9/4/2022 3 a.m. PDT",5186,4697,4059,-1127
NEVP,"9/4/2022 4 a.m. PDT",4997,4528,3799,-1198
NEVP,"9/4/2022 5 a.m. PDT",4860,4455,3700,-1160
NEVP,"9/4/2022 6 a.m. PDT",4753,4437,3642,-1111
NEVP,"9/4/2022 7 a.m. PDT",4618,4525,3605,-1013
